,Concept_ID,ja,hu
440,Scheibe::N,切れ,szelet
441,Fett::N,脂肪,háj
442,Fett::N,脂肪,zsír
443,Butter::N,バター,vaj
444,Öl::N,油,olaj
445,Salz::N,塩,só
446,Suppe::N,スープ,leves
447,Honig::N,蜂蜜,méz
448,Milch::N,牛乳,tej
449,Tee::N,茶,tea
450,Tee::N,お茶,tea
451,Leder::N,革,bőr
452,Wolle::N,毛糸,gyapjú
453,Stoff::N,布,szövet
454,Nadel::N,針,tű
455,Faden::N,糸,fonál
456,Knopf::N,ボタン,gomb
457,Knoten::N,結び目,csomó
458,Farbe::N,ペンキ,szín
459,Farbe::N,ペンキ,festék
460,Kleidung::N,衣服,ruha
461,Kleidung::N,衣服,ruházat
462,Hemd::N,シャツ,ing
463,Kragen::N,襟,gallér
464,Ärmel::N,袖,ujj
465,Hose::N,ズボン,gatya
466,Hose::N,ズボン,nadrág
467,Gürtel::N,帯,öv
468,Gürtel::N,ベルト,öv
469,Mütze::N,帽子,sapka
470,Schuh::N,靴,cipő
471,Stiefel::N,ブーツ,csizma
472,Ring::N,輪,gyűrű
473,Band::N,リボン,szalag
474,Kamm::N,櫛,fésű
475,Spiegel::N,鏡,tükör
476,Riemen::N,緒,szíj
477,Schnur::N,紐,zsinór
478,Leine::N,綱,póráz
479,Decke::N,掛け布団,takaró
480,Kissen::N,枕,párna
481,Tuch::N,スカーフ,kendő
482,Handtuch::N,タオル,törülköző
483,Kraft::N,力,erő
484,Stärke::N,強さ,erő
485,Stärke::N,強さ,erősség
486,Gesundheit::N,健康,egészség
487,Krankheit::N,病気,kór
488,Krankheit::N,病気,betegség
489,Schmerz::N,痛み,fájdalom
490,Wunde::N,傷,seb
491,Fieber::N,熱,láz
492,Arznei::N,薬,orvosság
493,Arznei::N,薬,gyógyszer
494,Brücke::N,橋,híd
495,Brunnen::N,井戸,kút
496,Weide::N,牧場,legelő
497,Pfad::N,小路,ösvény
498,Weg::N,道,út
499,Straße::N,街道,út
500,Dorf::N,村,falu
501,Stadt::N,町,város
502,Stadt::N,都市,város
503,Brief::N,手紙,levél
504,Buch::N,本,könyv
505,Buchstabe::N,文字,betű
506,Zeitung::N,新聞,újság
507,Zeitung::N,新聞,hírlap
508,Leben::N,生活,élet
509,Tod::N,死,halál
510,Grab::N,墓,sír
511,Kirche::N,教会,templom
512,Sünde::N,罪,bűn
513,Sünde::N,罪,vétek
514,Gott::N,神,isten
515,Arbeiter::N,労働者,munkás
516,Chef::N,上司,főnök
517,Meister::N,達人,mester
518,Meister::N,マイスター,mester
519,Arzt::N,医者,orvos
520,Lehrer::N,先生,tanár
521,Lehrer::N,先生,tanító
522,Geld::N,金,pénz
523,Geschäft::N,取り引き,üzlet
524,Laden::N,店,bolt
525,Preis::N,値段,ár
526,Ware::N,商品,áru
527,Nutzen::N,利益,haszon
528,Reichtum::N,豊かさ,gazdagság
529,Welt::N,世界,világ
530,Land::N,国,ország
531,Staat::N,国家,állam
532,König::N,国王,király
533,Macht::N,権力,hatalom
534,Grenze::N,国境,határ
535,Krieg::N,戦争,háború
536,Feind::N,敵,ellenség
537,Gewalt::N,暴力,erőszak
538,Kampf::N,戦い,harc
539,Bogen[Waffe]::N,弓,íj
540,Pfeil::N,矢,nyíl
541,Gewehr::N,銃,puska
542,Gewehr::N,銃,fegyver
543,Fehler::N,間違い,hiba
544,Lüge::N,嘘,hazugság
545,Schaden::N,損害,kár
546,Unglück::N,不幸,csapás
547,Unglück::N,不幸,balszerencse
548,Schuld::N,罪,bűn
549,Alter::N,年,kor
550,Alter::N,年齢,kor
551,Schluss::N,終わり,vég
552,Schluss::N,終わり,befejezés
553,Zeit::N,時,idő
554,Zeit::N,時間,idő
555,Tag::N,日,nap
556,Morgen::N,朝,reggel
557,Mittag::N,昼,dél
558,Abend::N,晩,este
559,Abend::N,夕方,este
560,Nacht::N,夜,éj
561,Nacht::N,夜,éjszaka
562,Woche::N,週,hét
563,Monat::N,月,hó
564,Monat::N,月,hónap
565,Jahr::N,年,év
566,Frühling::N,春,tavasz
567,Sommer::N,夏,nyár
568,Herbst::N,秋,ősz
569,Winter::N,冬,tél
570,Januar::N,一月,január
571,Februar::N,二月,február
572,März::N,三月,március
573,April::N,四月,április
574,Mai::N,五月,május
575,Juni::N,六月,június
576,Juli::N,七月,július
577,August::N,八月,augusztus
578,September::N,九月,szeptember
579,Oktober::N,十月,október
580,November::N,十一月,november
581,Dezember::N,十二月,december
582,Montag::N,月曜日,hétfő
583,Dienstag::N,火曜日,kedd
584,Mittwoch::N,水曜日,szerda
585,Donnerstag::N,木曜日,csütörtök
586,Freitag::N,金曜日,péntek
587,Samstag::N,土曜日,szombat
588,Sonntag::N,日曜日,vasárnap
589,groß::A,大きい,nagy
590,klein::A,小さい,pici
591,klein::A,小さい,kicsi
592,lang::A,長い,hosszú
593,kurz::A,短い,rövid
594,breit::A,広い,széles
595,schmal::A,狭い,keskeny
596,dicht::A,密な,sűrű
597,dick[Gegenstand]::A,厚い,vastag
598,dünn::A,薄い,vékony
599,fein::A,細い,vékony
600,fest::A,硬い,szilárd
601,flach::A,平らな,sík
602,flach::A,平らな,lapos
603,glatt::A,滑らかな,sima
604,hart::A,堅い,kemény
605,weich::A,柔らかい,puha
606,rund::A,丸い,kerek
607,spitz::A,尖った,hegyes
608,scharf::A,鋭い,éles
609,stumpf::A,鈍い,tompa
610,stumpf::A,鈍い,életlen
611,schwer::A,重い,nehéz
612,schwer::A,重い,súlyos
613,schön::A,綺麗な,szép
614,heiß::A,熱い,forró
615,warm::A,温かい,meleg
616,kalt::A,寒い,hideg
617,kalt::A,冷たい,hideg
618,kühl::A,涼しい,hűs
619,kühl::A,涼しい,hűvös
620,frisch::A,ひんやりした,üde
621,frisch::A,ひんやりした,friss
622,feucht::A,湿った,nedves
623,nass::A,濡れた,vizes
624,trocken::A,乾いた,száraz
625,voll::A,いっぱいの,telt
626,leer::A,空の,üres
627,offen::A,開いた,nyílt
628,offen::A,開いた,nyitott
629,geschlossen::A,閉まった,zárt
630,geschlossen::A,閉まった,csukott
631,sauber::A,清潔な,tiszta
632,schmutzig::A,汚い,piszkos
633,schmutzig::A,汚い,szennyes
634,roh::A,生の,nyers
635,reif::A,熟した,érett
636,lecker::A,美味しい,finom
637,süß::A,甘い,édes
638,bitter::A,苦い,keserű
639,sauer::A,酸っぱい,savanyú
640,hell::A,明るい,világos
641,dunkel::A,暗い,sötét
642,schwarz::A,黒い,fekete
643,weiß::A,白い,fehér
644,rot::A,赤い,vörös
645,gelb::A,黄色い,sárga
646,blau::A,青い,kék
647,grün::A,緑の,zöld
648,grau::A,灰色の,ősz
649,grau::A,灰色の,szürke
650,bunt::A,色取り取りの,tarka
651,bunt::A,色取り取りの,színes
652,billig::A,安い,olcsó
653,teuer::A,高い,drága
654,wertvoll::A,貴重な,értékes
655,blind::A,盲目の,vak
656,taub::A,耳が聞こえない,süket
657,kräftig::A,強力な,erős
658,stark::A,強い,erős
659,schwach::A,弱い,gyenge
660,schwach::A,弱い,erőtlen
661,fett::A,太った,hájas
662,schlank::A,ほっそりした,karcsú
663,hübsch::A,素敵な,csinos
664,böse::A,悪い,rossz
665,böse::A,悪い,gonosz
666,dumm::A,馬鹿な,buta
667,dumm::A,馬鹿な,ostoba
668,faul::A,怠惰な,lusta
669,fleißig::A,勤勉な,szorgalmas
670,geizig::A,けちな,fukar
671,geizig::A,けちな,fösvény
672,klug::A,賢い,okos
673,klug::A,賢い,eszes
674,klug::A,頭のいい,okos
675,klug::A,頭のいい,eszes
676,geschickt::A,器用な,ügyes
677,lieb::A,愛らしい,drága
678,lieb::A,愛らしい,kedves
679,lustig::A,楽しい,víg
680,lustig::A,楽しい,vidám
681,sanft::A,温和な,enyhe
682,hungrig::A,空腹の,éhes
683,krank::A,病気の,beteg
684,nackt::A,裸の,csupasz
685,nackt::A,裸の,meztelen
686,traurig::A,悲しい,bús
687,traurig::A,悲しい,szomorú
688,lebendig::A,生きた,élő
689,gut::A,良い,jó
690,schlecht::A,悪い,rossz
691,schlecht::A,駄目な,rossz
692,richtig::A,正しい,helyes
693,schlimm::A,ひどい,rossz
694,wahr::A,本当の,igaz
695,alt::A,古い,ó
696,alt::A,古い,régi
697,neu::A,新しい,új
698,ehemalig::A,以前の,volt
699,ehemalig::A,以前の,egykori
700,alt[Lebewesen]::A,年を取った,öreg
701,jung::A,若い,fiatal
702,arm::A,貧乏な,szegény
703,reich::A,裕福な,gazdag
704,bekannt::A,有名な,ismert
705,bekannt::A,有名な,ismeretes
706,berühmt::A,有名な,híres
707,fremd::A,見知らぬ,idegen
708,verschieden::A,色々な,különböző
709,nah::A,近い,közeli
710,fern::A,遠い,távoli
711,linker::A,左の,bal
712,rechter::A,右の,jobb
713,anderer::A,別の,más
714,anderer::A,別の,másik
715,erster::A,一番目,első
716,zweiter::A,二番目,második
717,dritter::A,三番目,harmadik
718,letzter::A,最後の,utolsó
719,allein::ADV,一人で,egyedül
720,auf einmal::ADV,同時に,egyszerre
721,zusammen::ADV,一緒に,együtt
722,zusammen::ADV,一緒に,összesen
723,lange::ADV,長い間,sokáig
724,lange::ADV,長い間,hosszan
725,plötzlich::ADV,急に,hirtelen
726,plötzlich::ADV,急に,egyszerre
727,sofort::ADV,すぐに,rögtön
728,sofort::ADV,すぐに,tüstént
729,später::ADV,後で,későn
730,jetzt::ADV,今,most
731,heute::ADV,今日,ma
732,morgen::ADV,明日,holnap
733,bald::ADV,間もなく,majd
734,bald::ADV,間もなく,nemsokára
735,dann::ADV,それから,akkor
736,gestern::ADV,昨日,tegnap
737,einst::ADV,過去に,hajdan
738,damals::ADV,あの時,akkor
739,damals::ADV,あの時,akkoriban
740,danach::ADV,その後で,azután
741,vorher::ADV,以前に,előbb
742,zuerst::ADV,まず,először
743,zuerst::ADV,最初に,először
744,einmal::ADV,一回,egyszer
745,manchmal::ADV,時々,néha
746,manchmal::ADV,時々,olykor
747,oft::ADV,よく,sokszor
748,immer::ADV,いつも,mindig
749,niemals::ADV,一度も...ない,sohasem
750,hier::ADV,こちら,itt
751,hierhin::ADV,ここへ,erre
752,hierhin::ADV,こちらへ,erre
753,von hier::ADV,ここから,innen
754,dort::ADV,そちら,ott
755,dorthin::ADV,そこへ,oda
756,dorthin::ADV,そちらへ,oda
757,geradeaus::ADV,真っ直ぐに,egyenesen
758,vorwärts::ADV,前へ,előre
759,rückwärts::ADV,後ろへ,hátrafelé
760,zurück::ADV,後ろへ,hátra
761,zurück::ADV,後ろへ,vissza
762,unten::ADV,下に,alul
763,hinab::ADV,下へ,le
764,hinab::ADV,下へ,lefelé
765,oben::ADV,上に,fenn
766,oben::ADV,上に,felül
767,hinauf::ADV,上へ,fel
768,hinauf::ADV,上へ,felfelé
769,überall::ADV,どこでも,mindenütt
770,nicht::ADV,ない,nem
771,ein wenig::ADV,少し,egy kicsit
772,ein wenig::ADV,ちょっと,egy kicsit
773,kaum::ADV,ほとんど～ない,alig
774,sehr::ADV,とても,nagyon
775,so::ADV,こう,úgy
776,noch::ADV,まだ,még
777,nur::ADV,～だけ,csak
778,nur::ADV,～だけ,csupán
779,schon::ADV,もう,már
780,wieder::ADV,再び,ismét
781,wieder::ADV,再び,megint
782,vergebens::ADV,無駄に,hiába
783,vor::PRP,前に,előtt
784,hinter::PRP,後ろに,mögött
785,unter::PRP,下に,alatt
786,durch::PRP,通して,át
787,durch::PRP,通して,keresztül
788,neben::PRP,横に,mellett
789,zwischen::PRP,間に,között
790,wegen::PRP,為に,miatt
791,wegen::PRP,為に,végett
792,wegen::PRP,せいで,miatt
793,wegen::PRP,せいで,végett
794,dies::PRN,これ,ez
795,das::PRN,それ,az
796,alles::PRN,全部,minden
797,ich::PRN,私,én
798,du::PRN,あなた,te
799,er::PRN,彼,ő
800,wir::PRN,私達,mi
801,ihr::PRN,あなた達,ti
802,sie::PRN,彼ら,ők
803,was::FPRN,何,mi
804,wer::FPRN,誰,ki
805,wer::FPRN,どなた,ki
806,wo::FADV,どこ,hol
807,wo::FADV,どこに,hol
808,wohin::FADV,どこへ,hova
809,wie::FADV,どう,hogy
810,wie::FADV,どう,hogyan
811,warum::FADV,何故,miért
812,warum::FADV,どうして,miért
813,wieviel::FNUM,どのくらい,hány
814,wieviel::FNUM,どのくらい,mennyi
815,eins::NUM,一,egy
816,zwei::NUM,二,kettő
817,zwei::NUM,二つ,kettő
818,drei::NUM,三,három
819,drei::NUM,三つ,három
820,vier::NUM,四,négy
821,vier::NUM,四つ,négy
822,fünf::NUM,五,öt
823,fünf::NUM,五つ,öt
824,sechs::NUM,六,hat
825,sechs::NUM,六つ,hat
826,sieben::NUM,七,hét
827,sieben::NUM,七つ,hét
828,acht::NUM,八,nyolc
829,acht::NUM,八つ,nyolc
830,neun::NUM,九,kilenc
831,neun::NUM,九つ,kilenc
832,zehn::NUM,十,tíz
833,elf::NUM,十一,tizenegy
834,zwölf::NUM,十二,tizenkettő
835,zwanzig::NUM,二十,húsz
836,dreißig::NUM,三十,harminc
837,vierzig::NUM,四十,negyven
838,fünfzig::NUM,五十,ötven
839,sechzig::NUM,六十,hatvan
840,siebzig::NUM,七十,hetven
841,achtzig::NUM,八十,nyolcvan
842,neunzig::NUM,九十,kilencven
843,hundert::NUM,百,száz
844,tausend::NUM,千,ezer
845,und::CNJ,-と,és
846,und::CNJ,-と,meg
847,und::CNJ,そして,és
848,und::CNJ,そして,meg
849,oder::CNJ,或いは,vagy
850,stehen::V,立っている,áll
851,sitzen::V,座っている,ül
852,liegen::V,横になっている,fekszik
853,hängen::V,掛かっている,függ
854,werden::V,なる,lesz
855,passieren::V,起こる,történik
856,beginnen::V,始まる,kezdődik
857,enden::V,終わる,végződik
858,enden::V,終わる,befejeződik
859,wechseln::V,変わる,változik
