,Concept_ID,lbe,hu
0,Auge::N,я,szem
1,Ohr::N,вичӏи,fül
2,Nase::N,май,orr
3,Mund::N,кьацӏ,száj
4,Zahn::N,ккарччи,fog
5,Zunge::N,маз,nyelv
6,Lippe::N,мурччи,ajak
7,Wange::N,чӏав,orca
8,Gesicht::N,лажин,arc
9,Stirn::N,ненттабакӏ,homlok
10,Haar::N,чӏара,haj
11,Schnurrbart::N,ссирссилтту,bajusz
12,Bart::N,чӏири,szakáll
13,Kinn::N,лунттубакӏ,áll
14,Kiefer[Anatomie]::N,ххинчулул,állkapocs
15,Kehle::N,кьакьари,gége
16,Kehle::N,кьакьари,torok
17,Hals::N,ссурссу,nyak
18,Genick::N,махъабакӏ,tarkó
19,Kopf::N,бакӏ,fő
20,Kopf::N,бакӏ,fej
21,Rücken::N,ттиликӏ,hát
22,Bauch::N,лякьа,has
23,Nabel::N,цӏумуккутӏ,köldök
24,Busen::N,ккукку,mell
25,Busen::N,ккукку,kebel
26,Brust::N,хъазам,mell
27,Schulter::N,хъачӏ,váll
28,Arm::N,ка,kar
29,Ellenbogen::N,ссюрхъ,könyök
30,Hand::N,бартка,kéz
31,Handfläche::N,хъат,tenyér
32,Handfläche::N,битӏянхъ,tenyér
33,Finger::N,кӏисса,ujj
34,Fingernagel::N,михь,köröm
35,Nagel[Anatomie]::N,михь,köröm
36,Zeh::N,кӏисса,lábujj
37,Fuß::N,чӏанччан,láb
38,Ferse::N,никъа,sarok
39,Knie::N,ник,térd
40,Oberschenkel::N,жира,comb
41,Bein::N,ччан,láb
42,Bein::N,ччан,lábszár
43,Körper::N,чурх,test
44,Haut::N,бурчу,bőr
45,Blut::N,оь,vér
46,Ader::N,тунну,ér
47,Sehne::N,хьхьа,ín
48,Knochen::N,ттаркӏ,csont
49,Gehirn::N,ня,agy
50,Gehirn::N,ня,agyvelő
51,Herz::N,дакӏ,szív
52,Herz::N,къюкӏ,szív
53,Magen::N,лякьа,gyomor
54,Atem::N,ссихӏ ласаву,lehelet
55,Atem::N,ссихӏ ласаву,lélegzet
56,Atem::N,ссихӏ бигьаву,lehelet
57,Atem::N,ссихӏ бигьаву,lélegzet
58,Hunger::N,ккаши,éhség
59,Träne::N,макь,könny
60,Geschmack::N,тӏин,íz
61,Geschmack::N,тӏааьн,íz
62,Geruch::N,кьанкь,szag
63,Schlaf::N,шану,álom
64,Schlaf::N,шану,alvás
65,Traum::N,макӏру,álom
66,Himmel::N,ссав,ég
67,Himmel::N,ссав,menny
68,Sonne::N,баргъ,nap
69,Mond::N,барз,hold
70,Stern::N,цӏуку,csillag
71,Luft::N,гьава,levegő
72,Wind::N,марч,szél
73,Welle::N,щатӏи,hullám
74,Wasser::N,щин,víz
75,Stein::N,чару,kő
76,Boden::N,аьрщи,föld
77,Boden::N,аьрщи,talaj
78,Erde::N,аьрщи,föld
79,Staub::N,ххит,por
80,Rauch::N,пуркӏу,füst
81,Funke::N,пиягь,szikra
82,Feuer::N,цӏу,tűz
83,Licht::N,чани,fény
84,Schatten::N,ххют,árnyék
85,Wetter::N,гьава,idő
86,Wetter::N,гьава,időjárás
87,Nebel::N,шархь ттурлу,köd
88,Wolke::N,ттурлу,felhő
89,Regen::N,гъарал,eső
90,Schnee::N,марххала,hó
91,Eis::N,микӏ,jég
92,Frost::N,дяркъу,fagy
93,Frost::N,замгьар,fagy
94,Kälte::N,дяркъу,hideg
95,Hitze::N,кӏиришиву,hő
96,Hitze::N,кӏиришиву,hőség
97,Raureif::N,сил,zúzmara
98,Raureif::N,бурса,zúzmara
99,Regenbogen::N,ссурул ккуртта,szivárvány
100,Donner::N,къув,dörgés
101,Donner::N,къув,mennydörgés
102,Strömung::N,экьинанаву,áramlat
103,Tropfen::N,кӏунтӏ,csepp
104,Schaum::N,хьама,hab
105,Schaum::N,хьама,tajték
106,Schmutz::N,кьяркьи,piszok
107,See::N,бяр,tó
108,Sumpf::N,кунцӏа,mocsár
109,Wiese::N,кьан,rét
110,Wiese::N,кьан,mező
111,Wald::N,вацӏа,erdő
112,Hügel::N,бакӏу,domb
113,Berg::N,зунтту,hegy
114,Gipfel::N,мицӏ,csúcs
115,Höhle::N,нух,barlang
116,Abhang::N,сун,lejtő
117,Quelle::N,дайдихьу,forrás
118,Quelle::N,бакӏ,forrás
119,Bach::N,чӏрир нех,patak
120,Fluss::N,нех,folyó
121,Ufer::N,зума,part
122,Küste::N,зумаинхалу,tengerpart
123,Küste::N,зуманицӏалу,tengerpart
124,Festland::N,кьири,szárazföld
125,Meer::N,хьхьири,tenger
126,Insel::N,жазира,sziget
127,Blume::N,тӏутӏи,virág
128,Gras::N,уртту,fű
129,Wurzel::N,мархха,gyökér
130,Baum::N,мурхь,fa
131,Stamm::N,ттарцӏ,tő
132,Stamm::N,ттарцӏ,törzs
133,Rinde::N,ккамара,kéreg
134,Ast::N,матӏи,ág
135,Zweig::N,къяртта,gally
136,Blatt::N,чӏапӏи,levél
137,Birke::N,кӏялахӏи,nyír
138,Birke::N,кӏялахӏилул мурхь,nyír
139,Kiefer[Baum]::N,ттар,fenyő
140,Kiefer[Baum]::N,ттарлил мурхь,fenyő
141,Weide[Baum]::N,щавщи,fűz
142,Tanne::N,ттарлил мурхь,fenyő
143,Horn::N,хъи,szarv
144,Feder::N,лелуххул тӏиму,toll
145,Fell::N,бурчу,szőr
146,Fell::N,бурчу,bunda
147,Flügel::N,хъа,szárny
148,Flügel::N,ххурупӏайрал тӏиму,szárny
149,Klaue::N,михь,köröm
150,Kralle::N,ххяппа,karom
151,Schwanz::N,магъ,farok
152,Ei::N,ккунук,tojás
153,Nest::N,кюру,fészek
154,Bau::N,цукъуккутӏ,odú
155,Tier::N,хӏайван,állat
156,Herde::N,газу,nyáj
157,Herde::N,газу,csorda
158,Kuh::N,оьл,tehén
159,Bulle::N,ниц,bika
160,Pferd::N,чу,ló
161,Schaf::N,тта,juh
162,Schaf::N,тта,birka
163,Schwein::N,дунгъуз,sertés
164,Hund::N,ккаччи,eb
165,Hund::N,ккаччи,kutya
166,Katze::N,ччиту,macska
167,Bär::N,цуша,medve
168,Eichhörnchen::N,бюрхттукку,mókus
169,Elch::N,ниц-бюрин,jávorszarvas
170,Fuchs::N,цулчӏа,róka
171,Fuchs::N,куча цулчӏа,róka
172,Hase::N,бюрх,nyúl
173,Maus::N,кӏулу,egér
174,Wolf::N,барцӏ,farkas
175,Vogel::N,лелуххи,madár
176,Schwarm::N,гьухъала,raj
177,Huhn::N,аьнакӏи,tyúk
178,Hahn::N,ажари,kakas
179,Gans::N,къаз,lúd
180,Gans::N,къаз,liba
181,Adler::N,барзу,sas
182,Ente::N,урдак,kacsa
183,Eule::N,ису,bagoly
184,Eule::N,ччиккумяв,bagoly
185,Kranich::N,кьурукь,daru
186,Krähe::N,хъатӏу,varjú
187,Kuckuck::N,ччикку,kakukk
188,Schwan::N,урттил къаз,hattyú
189,Fisch::N,чавахъ,hal
190,Schlange[Tier]::N,шатта,kígyó
191,Wurm::N,кьюнукьай шатта,kukac
192,Spinne::N,ххялцу,pók
193,Ameise::N,митӏикьукьу,hangya
194,Mücke::N,мичӏак,szúnyog
195,Fliege::N,зимиз,légy
196,Schmetterling::N,чӏимучӏали,lepke
197,Schmetterling::N,чӏимучӏали,pillangó
198,Beere::N,хӏаллил ахъулсса,bogyó
199,Apfel::N,гьивч,alma
200,Pilz::N,ттуккул иис,gomba
201,Zwiebel::N,лаччул чсмусул бакӏ,hagyma
202,Saat::N,гьанна,vetőmag
203,Korn::N,къама,mag
204,Korn::N,къама,szem
205,Heu::N,ххулув,széna
206,Schale::N,ккиртту,héj
207,Grube::N,кӏаланг,verem
208,Falle::N,къатӏа,csapda
209,Schlinge::N,хӏатӏ,tőr
210,Spur::N,ша,nyom
211,Asche::N,лах,hamu
212,Dreck::N,кьяркьи,sár
213,Dreck::N,кьяркьи,piszok
214,Dreck::N,венп,sár
215,Dreck::N,венп,piszok
216,Eisen::N,мах,vas
217,Gold::N,муси,arany
218,Silber::N,арцу,ezüst
219,Kohle::N,кӏалаш,szén
220,Kohle::N,хъуручӏ,szén
221,Glas::N,пюрун,üveg
222,Lehm::N,сина аьрщи,agyag
223,Lehm::N,сина аьрщи,vályog
224,Sand::N,къун,homok
225,Mensch::N,инсан,ember
226,Mann::N,чув,úr
227,Mann::N,чув,férfi
228,Mann::N,адимина,úr
229,Mann::N,адимина,férfi
230,Frau::N,щарсса,nő
231,Frau::N,щарсса,asszony
232,Frau::N,хъамитайпа,nő
233,Frau::N,хъамитайпа,asszony
234,Kind::N,чӏиви оьрчӏ,gyerek
235,Kind::N,чӏиви оьрчӏ,gyermek
236,Junge::N,оьрчӏ,fiú
237,Junge::N,бурхьин оьрчӏ,fiú
238,Mädchen::N,душ,lány
239,Familie::N,кулпат,család
240,Großvater::N,ттатта,nagyapa
241,Großvater::N,ниттил ппу,nagyapa
242,Großmutter::N,буттал нину,nagyanya
243,Eltern::N,нину-ппу,szülők
244,Vater::N,ппу,apa
245,Vater::N,ппу,atya
246,Mutter::N,нину,anya
247,Sohn::N,арс,fiú
248,Tochter::N,душ,lány
249,Bruder::N,уссу,fivér
250,Bruder::N,уссу,testvér
251,Schwester::N,ссу,nővér
252,Schwester::N,ссу,lánytestvér
253,Onkel::N,буттауссу,nagybácsi
254,Tante::N,буттал ссу,nagynéni
255,Ehemann::N,лас,férj
256,Ehefrau::N,щар,feleség
257,Ehefrau::N,щарсса,feleség
258,Freude::N,шадшиву,öröm
259,Freude::N,ххаришиву,öröm
260,Gelächter::N,хъяхъаву,nevetés
261,Gelächter::N,хъяхъаву,hahotázás
262,Glück::N,талихӏ,boldogság
263,Kummer::N,дард,bánat
264,Wunsch::N,мурад,óhaj
265,Lust::N,гьавас,kedv
266,Lust::N,ччаву,kedv
267,Geist::N,рухӏ,elme
268,Geist::N,рухӏ,szellem
269,Gedanke::N,пикри,gondolat
270,Gedächtnis::N,дакӏний личӏаву,emlékezet
271,Verstand::N,аькьлу,ész
272,Verstand::N,аькьлу,értelem
273,Sinn::N,мяъна,értelem
274,Grund::N,багьана,ok
275,Grund::N,багьана,alap
276,Wahrheit::N,тӏайламур,igaz
277,Wahrheit::N,тӏайламур,igazság
278,Wahrheit::N,хӏакьмур,igaz
279,Wahrheit::N,хӏакьмур,igazság
280,Gespräch::N,ихтилат,beszélgetés
281,Märchen::N,магьа,mese
282,Erzählung::N,хавар,elbeszélés
283,Nachricht::N,хавар,hír
284,Nachricht::N,хавар,híradás
285,Neuigkeit::N,хавар,újság
286,Name::N,цӏа,név
287,Rätsel::N,ссигьа,rejtvény
288,Rede::N,гъалгъа,beszéd
289,Rede::N,гъалгъа,szónoklat
290,Sprache::N,маз,nyelv
291,Stimme::N,чӏу,hang
292,Stimme::N,чӏукӏа,hang
293,Wort::N,махъ,szó
294,Zeichen::N,лишан,jel
295,Lärm::N,чӏу,zaj
296,Laut::N,чӏу,hang
297,Ton::N,чӏу,hang
298,Lied::N,балай,dal
299,Lied::N,балай,ének
300,Ruhe::N,дигьалагру,csend
301,Ruhe::N,дигьалагру,nyugalom
302,Leute::N,инсантал,emberek
303,Volk::N,ил,nép
304,Volk::N,халкь,nép
305,Arbeit::N,заву,dolog
306,Gast::N,хъамаличу,vendég
307,Geschenk::N,бухчакарши,ajándék
308,Geschenk::N,лажинккакку,ajándék
309,Spiel::N,тӏуркӏу,játék
310,Gesellschaft::N,жямат,társaság
311,Gesellschaft::N,ккуран,társaság
312,Hilfe::N,кумаг,segítség
313,Freund::N,дус,barát
314,Kamerad::N,хӏаласу,társ
315,Angelegenheit::N,иш,ügy
316,Anzahl::N,аьдад,szám
317,Art::N,жинс,faj
318,Art::N,жинс,fajta
319,Stück::N,касак,darab
320,Teil::N,бутӏа,rész
321,Hälfte::N,дачӏи,fél
322,Kreis::N,кюрщан,kör
323,Kreuz::N,ххач,kereszt
324,Linie::N,щва,vonal
325,Strich::N,щва,vonás
326,Abstand::N,манзил,köz
327,Entfernung::N,манзил,távolság
328,Gegend::N,кӏану,táj
329,Gegend::N,кӏану,vidék
330,Ort::N,кӏану,hely
331,Seite::N,чул,fél
332,Seite::N,чул,oldal
333,Seite::N,чулухалу,fél
334,Seite::N,чулухалу,oldal
335,Mitte::N,дя,közép
336,Gegenstand::N,зат,tárgy
337,Sache::N,зат,dolog
338,Rand::N,зума,szél
339,Rand::N,зума,perem
340,Rand::N,зума,szegély
341,Ecke::N,мурцӏу,sarok
342,Ecke::N,мурцӏу,szöglet
343,Spitze::N,мицӏ,csúcs
344,Ende::N,зума,vég
345,Loch::N,ккутӏ,lyuk
346,Winkel::N,мурцӏу,szög
347,Muster::N,накьич,minta
348,Länge::N,лахъишиву,hossz
349,Länge::N,лахъишиву,hosszúság
350,Höhe::N,лахъшиву,magasság
351,Gewicht::N,дуццин,súly
352,Gewicht::N,кӏушиву,súly
353,Haufen::N,бакӏу,halom
354,Reihe::N,кьюкьа,sor
355,Boot::N,луткка,csónak
356,Ruder::N,весло,evező
357,Ruder::N,чӏатӏа,evező
358,Schlitten::N,чана,szánkó
359,Schlitten::N,санкка,szánkó
360,Ski::N,лижарду,sí
361,Lagerfeuer::N,къавтӏн,tábortűz
362,Last::N,гьиву,teher
363,Gang::N,нанаву,járás
364,Schritt::N,ша,lépés
365,Norden::N,ухссав,észak
366,Norden::N,ухссавнил чулухалу,észak
367,Süden::N,кьилва,dél
368,Westen::N,баргълагавал,nyugat
369,Westen::N,баргълагавал чул,nyugat
370,Osten::N,баргъбуккай чулухалу,kelet
371,Holz::N,тӏама,fa
372,Brett::N,тахта,deszka
373,Platte::N,гъуни,lap
374,Platte::N,гъуни,lemez
375,Stütze::N,гьалакӏу,támasz
376,Stütze::N,гьалакӏу,támaszték
377,Stange::N,къазихъ,rúd
378,Stange::N,къазихъ,pózna
379,Stock::N,ттархь,pálca
380,Stab::N,ччантӏакъу,bot
381,Rohr::N,бургъу,cső
382,Haus::N,къатта,ház
383,Heim::N,къатта,otthon
384,Ofen::N,пач,kályha
385,Fußboden::N,чӏанкъатта,padló
386,Tisch::N,усттул,asztal
387,Stuhl::N,кӏану,szék
388,Wiege::N,оьрчӏал кӏану,bölcső
389,Bett::N,тах,ágy
390,Regal::N,чӏаму,polc
391,Regal::N,чӏаму,állvány
392,Kiste::N,яшикӏ,láda
393,Kiste::N,къурши,láda
394,Fenster::N,чӏавахьулу,ablak
395,Tür::N,нуз,ajtó
396,Tür::N,нузкьун,ajtó
397,Tor::N,къапу,kapu
398,Tor::N,дарваза,kapu
399,Zaun::N,дайгьузанну,kerítés
400,Dach::N,магъи,tető
401,Dach::N,цӏиялу,tető
402,Leiter::N,чуртту,létra
403,Besen::N,чӏатлу,seprű
404,Spaten::N,бил,ásó
405,Schaufel::N,чӏатӏа,lapát
406,Gabel::N,гьиссилу,villa
407,Löffel::N,къуса,kanál
408,Messer::N,чӏила,kés
409,Nagel::N,мяр,szeg
410,Netz::N,къери,háló
411,Haken::N,къича,kampó
412,Griff::N,куяму,nyél
413,Griff::N,куяму,fogantyú
414,Schloss::N,кьункьула,zár
415,Bild::N,сурат,kép
416,Puppe::N,ссихьу,bábu
417,Beutel::N,чантай,zacskó
418,Bündel::N,гьи,köteg
419,Bündel::N,къар,köteg
420,Eimer::N,бадра,vödör
421,Deckel::N,къапаза,fedő
422,Deckel::N,къапаза,fedél
423,Geschirr::N,пюрунчӏул,edény
424,Geschirr::N,тӏахӏникӏичӏу,edény
425,Sack::N,къап,zsák
426,Sack::N,дарваг,zsák
427,Tasse::N,пижан,csésze
428,Tasse::N,пинжан,csésze
429,Tasse::N,инкираччатӏи,csésze
430,Tasse::N,цинцилттал бушкъап,csésze
431,Topf::N,кӏункӏур,fazék
432,Kessel::N,чаг,üst
433,Kessel::N,чаг,bogrács
434,Kessel::N,кӏункӏур,üst
435,Kessel::N,кӏункӏур,bogrács
436,Essen::N,дукия,evés
437,Essen::N,дукия,étkezés
438,Essen::N,дукин,evés
439,Essen::N,дукин,étkezés
440,Nahrung::N,дукра,ennivaló
441,Speise::N,дукра,étel
442,Fleisch::N,дикӏ,hús
443,Getreide::N,къама,gabona
444,Brei::N,ккурч,pép
445,Brei::N,ккурч,kása
446,Brot::N,ччатӏ,kenyér
447,Scheibe::N,парча,szelet
448,Fett::N,аьгъушиву,háj
449,Fett::N,аьгъушиву,zsír
450,Butter::N,нагь,vaj
451,Butter::N,лагаву,vaj
452,Salz::N,цӏву,só
453,Suppe::N,накь,leves
454,Honig::N,ницӏ,méz
455,Milch::N,накӏ,tej
456,Tee::N,чяй,tea
457,Leder::N,бурчу,bőr
458,Wolle::N,ппал,gyapjú
459,Stoff::N,янна,szövet
460,Nadel::N,ххалаххи,tű
461,Faden::N,ххал,fonál
462,Knopf::N,банд,gomb
463,Knoten::N,къурхъ,csomó
464,Farbe::N,сир,szín
465,Farbe::N,сир,festék
466,Kleidung::N,янна,ruha
467,Kleidung::N,янна,ruházat
468,Kleidung::N,лаххия,ruha
469,Kleidung::N,лаххия,ruházat
470,Hemd::N,гьухъа,ing
471,Kragen::N,дарвач,gallér
472,Ärmel::N,кахха,ujj
473,Hose::N,хӏажак,gatya
474,Hose::N,хӏажак,nadrág
475,Gürtel::N,мухӏлу,öv
476,Mütze::N,кьяпа,sapka
477,Stiefel::N,чакма,csizma
478,Ring::N,кӏисса,gyűrű
479,Band::N,линт,szalag
480,Kamm::N,ттарал,fésű
481,Spiegel::N,дагьани,tükör
482,Riemen::N,эн,szíj
483,Schnur::N,хьхьа,zsinór
484,Decke::N,виргъан,takaró
485,Kissen::N,кӏаралу,párna
486,Tuch::N,карщи,kendő
487,Handtuch::N,калихьу,törülköző
488,Handtuch::N,лажинлихьу,törülköző
489,Kraft::N,эллаж,erő
490,Stärke::N,гуж,erő
491,Stärke::N,гуж,erősség
492,Gesundheit::N,цӏуллу-сагъшиву,egészség
493,Krankheit::N,къашайшиву,kór
494,Krankheit::N,къашайшиву,betegség
495,Schmerz::N,къюву,fájdalom
496,Wunde::N,щаву,seb
497,Fieber::N,кӏиришиву,láz
498,Arznei::N,дару,orvosság
499,Arznei::N,дару,gyógyszer
500,Brücke::N,ламу,híd
501,Brunnen::N,къуй,kút
502,Weide::N,бизантту,legelő
503,Pfad::N,жегъир ххуллу,ösvény
504,Weg::N,ххуллу,út
505,Straße::N,ххуллу,út
506,Dorf::N,щар,falu
507,Dorf::N,шяравалу,falu
508,Stadt::N,шагьру,város
509,Brief::N,чагъар,levél
510,Buch::N,лу,könyv
511,Buchstabe::N,хӏарп,betű
512,Zeitung::N,кказит,újság
513,Zeitung::N,кказит,hírlap
514,Leben::N,оьрму,élet
515,Tod::N,ажал,halál
516,Tod::N,бивкӏу,halál
517,Tod::N,ивчӏаву,halál
518,Grab::N,гьав,sír
519,Kirche::N,килиса,templom
520,Sünde::N,бунагъ,bűn
521,Sünde::N,бунагъ,vétek
522,Gott::N,зал,isten
523,Arbeiter::N,зузала,munkás
524,Chef::N,ялувма,főnök
525,Meister::N,усттар,mester
526,Arzt::N,хӏакин,orvos
527,Lehrer::N,учитель,tanár
528,Lehrer::N,учитель,tanító
529,Geld::N,арцу,pénz
530,Geschäft::N,даву,üzlet
531,Laden::N,ттучан,bolt
532,Preis::N,багъа,ár
533,Ware::N,хъус,áru
534,Nutzen::N,хайр,haszon
535,Nutzen::N,мюнпат,haszon
536,Reichtum::N,давлат,gazdagság
537,Reichtum::N,аваданшиву,gazdagság
538,Welt::N,дуниял,világ
539,Land::N,билаят,ország
540,Staat::N,паччахӏлугъ,állam
541,Macht::N,власть,hatalom
542,Grenze::N,дазу,határ
543,Krieg::N,дяъви,háború
544,Feind::N,душман,ellenség
545,Gewalt::N,къия,erőszak
546,Kampf::N,лачӏуи уккаву,harc
547,Bogen[Waffe]::N,ккуртта,íj
548,Pfeil::N,чӏатӏаракӏ,nyíl
549,Gewehr::N,ттупанг,puska
550,Gewehr::N,ттупанг,fegyver
551,Fehler::N,гъалатӏ,hiba
552,Lüge::N,щялмахъ,hazugság
553,Schaden::N,зарал,kár
554,Unglück::N,бала,csapás
555,Unglück::N,бала,balszerencse
556,Schuld::N,тахсир,bűn
557,Alter::N,оьрму,kor
558,Schluss::N,ахир,vég
559,Schluss::N,ахир,befejezés
560,Zeit::N,чӏун,idő
561,Tag::N,кьини,nap
562,Morgen::N,кӏюрх,reggel
563,Mittag::N,ахттайн,dél
564,Mittag::N,дяахттайн,dél
565,Mittag::N,ахттайн чӏун,dél
566,Abend::N,маркӏачӏан,este
567,Nacht::N,хьхьу,éj
568,Nacht::N,хьхьу,éjszaka
569,Woche::N,нюжмар,hét
570,Monat::N,барз,hó
571,Monat::N,барз,hónap
572,Jahr::N,шин,év
573,Frühling::N,инт,tavasz
574,Sommer::N,гъи,nyár
575,Herbst::N,ссут,ősz
576,Winter::N,кӏи,tél
577,Januar::N,цалчинмур барз,január
578,Februar::N,кӏилчинмур барз,február
579,März::N,шамилчинмур барз,március
580,April::N,апрель,április
581,April::N,мукьилчинмур барз,április
582,Mai::N,май,május
583,Mai::N,ххюлчинмур барз,május
584,Juni::N,июнь,június
585,Juni::N,ряххилчинмур барз,június
586,Juli::N,июль,július
587,Juli::N,Арулчинмур барз,július
588,August::N,мяйлчинмур барз,augusztus
589,September::N,урчӏилчинмур барз,szeptember
590,Oktober::N,ацӏилчинмур барз,október
591,November::N,ацӏния цалчинмур барз,november
592,Dezember::N,ацӏния кӏилчинмур барз,december
593,Montag::N,итин,hétfő
594,Montag::N,итин кьини,hétfő
595,Dienstag::N,тталат,kedd
