,Concept_ID,lbe,hu
596,Dienstag::N,тталат кьини,kedd
597,Mittwoch::N,арвахӏ,szerda
598,Donnerstag::N,хамис,csütörtök
599,Freitag::N,нюжмар,péntek
600,Freitag::N,нюжмар кьини,péntek
601,Samstag::N,ххуллун,szombat
602,Samstag::N,ххуллун кьини,szombat
603,Sonntag::N,алхӏат,vasárnap
604,Sonntag::N,алхӏат кьини,vasárnap
605,groß::A,бугъарасса,nagy
606,klein::A,чӏивисса,pici
607,klein::A,чӏивисса,kicsi
608,lang::A,лахъисса,hosszú
609,kurz::A,кутӏасса,rövid
610,breit::A,уттасса,széles
611,schmal::A,уттакӏюласса,keskeny
612,dicht::A,ццунсса,sűrű
613,dick[Gegenstand]::A,ганзсса,vastag
614,dünn::A,кӏюласса,vékony
615,fest::A,цӏакьсса,szilárd
616,fest::A,кьянкьасса,szilárd
617,flach::A,баягъисса,sík
618,flach::A,баягъисса,lapos
619,flach::A,цӏубакъасса,sík
620,flach::A,цӏубакъасса,lapos
621,flach::A,куртӏ дакъасса,sík
622,flach::A,куртӏ дакъасса,lapos
623,glatt::A,дюрчӏусса,sima
624,hart::A,кьянкьасса,kemény
625,weich::A,кӏукӏлусса,puha
626,rund::A,ккурккисса,kerek
627,spitz::A,ярксса,hegyes
628,spitz::A,дайлсса,hegyes
629,spitz::A,мицӏ бусса,hegyes
630,scharf::A,ярксса,éles
631,scharf::A,дайлсса,éles
632,scharf::A,мицӏ бусса,éles
633,stumpf::A,къуркъасса,tompa
634,stumpf::A,къуркъасса,életlen
635,schwer::A,кӏусса,nehéz
636,schwer::A,кӏусса,súlyos
637,schön::A,аьнтӏикӏасса,szép
638,heiß::A,кӏирисса,forró
639,warm::A,гъелисса,meleg
640,kalt::A,дяркъусса,hideg
641,kühl::A,дюхлулсса,hűs
642,kühl::A,дюхлулсса,hűvös
643,frisch::A,цӏусса,üde
644,frisch::A,цӏусса,friss
645,feucht::A,атилсса,nedves
646,feucht::A,хъавтусса,nedves
647,nass::A,атилсса,vizes
648,nass::A,хъавтусса,vizes
649,trocken::A,кьавкьсса,száraz
650,trocken::A,кьакьан бувсса,száraz
651,voll::A,бувцӏусса,telt
652,leer::A,бачӏвасса,üres
653,offen::A,тӏивтӏусса,nyílt
654,offen::A,тӏивтӏусса,nyitott
655,geschlossen::A,лавкьусса,zárt
656,geschlossen::A,лавкьусса,csukott
657,sauber::A,марцӏсса,tiszta
658,schmutzig::A,чапалсса,piszkos
659,schmutzig::A,чапалсса,szennyes
660,roh::A,шакъавхьсса,nyers
661,reif::A,дирсса,érett
662,lecker::A,нахӏусса,finom
663,lecker::A,тӏааьнсса,finom
664,süß::A,нацӏусса,édes
665,bitter::A,кьурчӏисса,keserű
666,sauer::A,туршсса,savanyú
667,hell::A,чаннасса,világos
668,dunkel::A,цӏансса,sötét
669,schwarz::A,лухӏисса,fekete
670,weiß::A,кӏяласса,fehér
671,rot::A,ятӏулсса,vörös
672,gelb::A,хъахъисса,sárga
673,blau::A,някӏсса,kék
674,grün::A,щюлисса,zöld
675,grau::A,оьрусса,ősz
676,grau::A,оьрусса,szürke
677,bunt::A,оьрчӏикӏурисса,tarka
678,bunt::A,оьрчӏикӏурисса,színes
679,billig::A,кьювкьусса,olcsó
680,teuer::A,ххирасса,drága
681,wertvoll::A,багьасса,értékes
682,blind::A,мурчӏисса,vak
683,taub::A,къюкӏсса,süket
684,kräftig::A,гужсса,erős
685,stark::A,кьянкьасса,erős
686,schwach::A,заэвсса,gyenge
687,schwach::A,заэвсса,erőtlen
688,fett::A,бучсса,hájas
689,schlank::A,бювхъусса,karcsú
690,hübsch::A,янусса,csinos
691,böse::A,оьсса,rossz
692,böse::A,оьсса,gonosz
693,dumm::A,ахӏмакьсса,buta
694,dumm::A,ахӏмакьсса,ostoba
695,faul::A,танмалсса,lusta
696,faul::A,курчӏилсса,lusta
697,fleißig::A,хӏарачат бусса,szorgalmas
698,geizig::A,янттарцӏансса,fukar
699,geizig::A,янттарцӏансса,fösvény
700,klug::A,аькьлу бусса,okos
701,klug::A,аькьлу бусса,eszes
702,geschickt::A,паргалсса,ügyes
703,lieb::A,аьзизсса,drága
704,lieb::A,аьзизсса,kedves
705,lustig::A,тяхъасса,víg
706,lustig::A,тяхъасса,vidám
707,sanft::A,иминсса,enyhe
708,hungrig::A,ккашилсса,éhes
709,krank::A,къашавайсса,beteg
710,nackt::A,кӏачӏасса,csupasz
711,nackt::A,кӏачӏасса,meztelen
712,traurig::A,пашмансса,bús
713,traurig::A,пашмансса,szomorú
714,lebendig::A,уттавасса,élő
715,gut::A,ххуйсса,jó
716,schlecht::A,оьккисса,rossz
717,richtig::A,саргъунсса,helyes
718,schlimm::A,оьккисса,rossz
719,wahr::A,хӏакьсса,igaz
720,alt::A,кугьнасса,ó
721,alt::A,кугьнасса,régi
722,neu::A,цӏусса,új
723,ehemalig::A,хъхъичӏвасса,volt
724,ehemalig::A,хъхъичӏвасса,egykori
725,alt[Lebewesen]::A,агьилсса,öreg
726,jung::A,чӏавасса,fiatal
727,jung::A,жагьилсса,fiatal
728,arm::A,мискинсса,szegény
729,reich::A,авадансса,gazdag
730,bekannt::A,дусъсса,ismert
731,bekannt::A,дусъсса,ismeretes
732,berühmt::A,машгьурсса,híres
733,fremd::A,чил,idegen
734,verschieden::A,личӏи-личӏисса,különböző
735,nah::A,гъансса,közeli
736,fern::A,архсса,távoli
737,linker::A,кияхсса,bal
738,linker::A,кюччахсса,bal
739,rechter::A,урчӏахсса,jobb
740,anderer::A,цамур,más
741,anderer::A,цамур,másik
742,erster::A,цалчинмур,első
743,erster::A,цалчиннсса,első
744,zweiter::A,кӏилчиимур,második
745,dritter::A,шамулчинмур,harmadik
746,letzter::A,махъва-махъмур,utolsó
747,allein::ADV,ялгъузну,egyedül
748,zusammen::ADV,цачӏу,együtt
749,zusammen::ADV,цачӏу,összesen
750,zusammen::ADV,архӏал,együtt
751,zusammen::ADV,архӏал,összesen
752,lange::ADV,батӏи къабуклай,sokáig
753,lange::ADV,батӏи къабуклай,hosszan
754,lange::ADV,хъунмасса хӏаллай,sokáig
755,lange::ADV,хъунмасса хӏаллай,hosszan
