,Concept_ID,en,ta
723,reißen::V,snap,திடீரென அறு
724,versinken::V,sink,மூழ்கு
725,vergehen::V,pass,கடந்துசெல்
726,erscheinen::V,appear,தோன்றச்
727,verschwinden::V,disappear,மறைந்து போ
728,sinken::V,drop,பதைவுறு
729,abnehmen::V,decrease,குறை
730,zunehmen::V,increase,உயர்த்து
731,steigen::V,rise,உயர எழு
732,wachsen::V,grow,வளர்
733,glänzen::V,shine,மிளிர்
734,funkeln::V,sparkle,பிரகாசி
735,lärmen::V,be noisy,கொம்பு
736,läuten::V,chime,மணியொலியிசை
737,klingeln::V,ring,மணி அடி
738,klirren::V,tinkle,கிலுங்கு
739,brausen::V,roar,இரைதல்
740,rauschen::V,rustle,சலசலப்பு
741,klingen::V,sound,சிலம்புதல்
742,bellen::V,bark,குரை
743,heulen::V,howl,ஊளையிடு
744,blasen::V,blow,ஊது
745,pfeifen::V,whistle,சீழ்க்கை எழப்பு
746,schreien::V,shout,கூச்சலிடு
747,stöhnen::V,groan,வேதனை
748,zittern::V,tremble,நடுங்கு
749,leben::V,be alive,உயிருடனிரு
750,geboren werden::V,be born,பிற
751,atmen::V,breathe,சுவாசி
752,trinken::V,drink,குடி
753,essen::V,eat,சாப்பிடு
754,schlucken::V,swallow,முழுங்கு
755,müde werden::V,get tired,கையயர்தல்
756,einschlafen::V,fall asleep,தூங்க
757,schlafen::V,sleep,தூங்கு
758,aufwachen::V,wake up,எழுப்பு
759,aufstehen::V,get up,எழுந்திரு
760,sich erholen::V,relax,இளைப்பாறு
761,krank werden::V,fall ill,விழுதல்
762,krank sein::V,be ill,நருக்கலாயிருக்க
763,schmerzen::V,ache,நோவுறு
764,husten::V,cough,இருமு
765,genesen::V,recover,குணம் அடை
766,sterben::V,die,மரணமடை
767,umkommen::V,perish,நசி
768,sich bewegen::V,move,நகர்த்து
769,sich rühren::V,budge,அசை
770,sich erheben::V,stand up,எழுந்து நில்
771,sich setzen::V,sit down,உட்கார்
772,hinfallen::V,tumble,விழு
773,laufen::V,walk,நட
774,schreiten::V,pace,கவடுவைத்தல்
775,spazierengehen::V,go for a walk,உலவு
776,eilen::V,rush,விரைந்து
777,sich beeilen::V,hurry,அவசரப்படுத்து
778,sausen::V,dash,விரைந்து செல்
779,rennen::V,run,ஓடு
780,springen::V,jump,குதி
781,klettern::V,climb,ஏறு
782,schaukeln::V,seesaw,தள்ளாடு
783,kriechen::V,creep,மெதுவாக நடந்து செல்
784,schwimmen::V,swim,நீந்து
785,tauchen::V,dive,மூழ்கி நீச்சலடி
786,rudern::V,row,துடுப்புப் போடு
787,fahren::V,drive,ஓட்டு
788,fliegen::V,fly,பற
789,gehen::V,go,போ
790,weggehen::V,go away,விலகிச் செல்
791,abfahren::V,depart,புறப்பட்டுச் செல்
792,anhalten::V,stop,நின்றுவிடு
793,hineingehen::V,go in,மறையச் செய்
794,eintreten::V,enter,நுழை
795,kommen::V,come,வா
796,ankommen::V,arrive,வநது சேர்
797,zurückkommen::V,come back,திரும்பி வா
798,bleiben::V,stay,இரு
799,warten::V,wait,தாமதி
800,erwarten::V,wait for,எதிர்நோக்கு
801,suchen::V,seek,தேடு
802,suchen::V,look for,தேடு
803,finden::V,find,கண்டுபிடி
804,versuchen::V,try,முயற்சி செய்
805,vorbereiten::V,prepare,ஆயத்தம் செய்
806,lieben::V,love,அன்பு செலுத்து
807,mögen::V,like,விரும்பு
808,lachen::V,laugh,சிரி
809,rühren::V,move,இதயத்தைத் தொடு
810,weinen::V,weep,அழு
811,schimpfen::V,grumble,சாபமிடு
812,sich ärgern::V,be annoyed,கோப்பபடு
813,sich fürchten::V,be afraid,பயப்படு
814,fürchten::V,be afraid of,பயப்படுத்து
815,fliehen::V,flee,ஓடு
816,flüchten::V,escape,தப்பிவிடு
817,sehen::V,see,பார்
818,anschauen::V,look at,கூர்ந்து கவனி
819,ansehen::V,watch,கவனி
820,hören::V,hear,கேள்
821,zuhören::V,listen,சுவைத்துப் பார்
822,probieren::V,taste,ருசி
823,riechen::V,smell,முகர்ந்து பார்
824,fühlen::V,feel,தொட்டுணர்
825,scheinen::V,seem,காணப்படு
826,zu sehen sein::V,show,தோன்றுதல்
827,vernehmen::V,hear,கேள்
828,frieren::V,be cold,குதுகுதுகு
829,tun::V,do,செய்
830,können::V,can,இயல்வது
831,wollen::V,want,விரும்பு
832,anfangen::V,start,தொடங்கு
833,beenden::V,finish,முடி
834,aufhören::V,stop,நிறுத்து
835,gelingen::V,succeed,வெற்றி
836,geraten::V,turn out,ஏற்படுத்து
837,öffnen::V,open,திற
838,schließen::V,close,மூடு
839,stellen::V,put,வை
840,setzen::V,place,வை
841,legen::V,lay,பரப்பி வை
842,berühren::V,touch,பதி
843,verbinden::V,connect,சேர்
844,bedecken::V,cover,உறைபோடு
845,aufhängen::V,hang up,தொங்கவிடு
846,anzünden::V,light,எரியூட்டு
847,aufheben::V,pick up,பொறுக்கி எடு
848,zurücklassen::V,leave,விட்டுச் செல்
849,verlieren::V,lose,இழ
850,fallen lassen::V,drop,அளவில் குறைவு
851,machen::V,make,தயார்செய்
852,herstellen::V,produce,உற்பத்தி செய்
853,bauen::V,build,கட்டு
854,reparieren::V,mend,பழுது பார்
855,verbessern::V,improve,மேம்படுத்து
856,ändern::V,alter,மாற்றி அமை
857,graben::V,dig,குழி வெட்டு
858,beugen::V,bow,வனை
859,biegen::V,bend,வனை
860,drehen::V,spin,சுழல்
861,wenden::V,turn,குடைகவிழு
862,umdrehen::V,turn around,சுற்றும் முற்றும் பார்
863,heben::V,raise,தூக்கு
864,hochheben::V,lift,தூக்கு
865,ergreifen::V,seize,பறி
866,halten::V,hold,பிடித்துக் கொள்
867,drücken::V,press,அழுத்து
868,schieben::V,push,தள்ளு
869,kratzen::V,scrape,கீறு
870,lecken::V,lick,நக்கு
871,beißen::V,bite,கடி
872,abreißen::V,tear off,கிழி
873,abschneiden::V,cut off,வெட்டி எடு
874,binden::V,tie,கட்டு
875,stecken::V,stick,பதிய வை
876,brechen::V,break,உடை
877,klopfen::V,knock,தட்டு
878,hauen::V,hit,அடி
879,kleben::V,glue,ஒட்டு
880,reiben::V,rub,தேய்
881,streichen::V,spread,பரவச்செய்
882,schleifen::V,grind,அரை
883,schneiden::V,cut,துண்டாக்கு
884,rütteln::V,jolt,மெல்ல தள்ளு
885,schütteln::V,shake,குலுக்கு
886,schwenken::V,swing,ஊஞ்சலாடு
887,schütten::V,pour,ஊற்று
888,füllen::V,fill,நிரப்பு
889,einwickeln::V,wrap,சுற்று
890,tragen::V,carry,எடுத்துச் செல்
891,schleppen::V,drag,இழுத்துச் செல்
892,ziehen::V,pull,இழு
893,aufbewahren::V,keep,வைத்துக் கொள்
894,werfen::V,throw,வீசி எறி
895,fangen::V,catch,பிடி
896,packen::V,grab,பிடித்துக்கொள்
897,verstecken::V,hide,மறை
898,teilen::V,divide,பாகங்களாகப் பிரி
899,schicken::V,send,அனுப்பு
900,bringen::V,bring,கொண்டு வா
901,hinzufügen::V,add,சேர்
902,bekommen::V,get,பெறு
903,erhalten::V,receive,பெறு
904,nehmen::V,take,எடு
905,wählen::V,choose,தேர்ந்தெடு
906,auswählen::V,select,தேர்ல்தெடு
907,bewahren::V,preserve,கெடாது பேணு
908,behindern::V,hinder,தடங்கல் செய்
909,verderben::V,spoil,நாசமாக்கு
910,beschädigen::V,damage,சேதப்படுத்து
911,zerbrechen::V,break,உடை
912,zerreißen::V,tear,கிழி
913,zerstören::V,destroy,அழி
914,verbrennen::V,burn,எரியூட்டு
915,geben::V,give,கொடு
916,reichen::V,hand,வழங்கு
917,schenken::V,give,மொயத்தல்
918,versprechen::V,promise,உறுதியளி
919,wünschen::V,wish,ஆசைப்படு
920,loben::V,praise,புகழ்ச்சி கூறு
921,küssen::V,kiss,முத்தமிடு
922,wiegen::V,rock,ஆட்டுத்தல்
923,zudecken::V,cover,உறைபோடு
924,wecken::V,wake,எழுப்பு
925,zeigen::V,show,காட்டு
926,führen::V,guide,வழிகாட்டி
927,lehren::V,teach,சொல்லிக் கொடு
928,unterrichten::V,instruct,அறிவுரை கூறு
929,aufziehen::V,bring up,வளர்
930,leiten::V,lead,அழைத்துச் செல்
931,antreiben::V,urge,தூண்டு
932,lassen::V,let,விடு
933,einladen::V,invite,அழை
934,vereinigen::V,unite,ஒன்றாகச் சேர்
935,besuchen::V,visit,வருகை புரி
936,treffen::V,meet,சந்தி
937,sich versammeln::V,assemble,தொகுப்பு
938,spielen::V,play,விளையாடு
939,singen::V,sing,பாடு
940,tanzen::V,dance,நடனமாடு
941,sich trennen::V,separate,தனிப்படடுத்து
942,verlassen::V,leave,கைவிடு
943,retten::V,rescue,காப்பாற்று
944,bewachen::V,guard,காவல் செய்
945,schützen::V,protect,பாதுகாப்பு செய்
946,verteidigen::V,defend,எதிர்த்து நில்
947,sich schlagen::V,brawl,பூசலிடு
948,schießen::V,shoot,சுட்டுக் கொல்
949,siegen::V,win,வெற்றி பெறு
950,ärgern::V,annoy,எரிச்சலூட்டு
951,schlagen::V,beat,அடி
952,treten::V,kick,உதை
953,stechen::V,sting,கொட்டு
954,stoßen::V,shove,நெருக்கு
955,stehlen::V,steal,திருடு
956,stören::V,disturb,தொல்லைகொடு
957,belästigen::V,bother,தொல்லை கொடு
958,verbergen::V,conceal,மறை
959,täuschen::V,deceive,ஏமாற்று
960,betrügen::V,cheat,ஏமாற்று
961,töten::V,kill,கொல்
962,wohnen::V,dwell,தங்கியிரு
963,arbeiten::V,work,வேலை செய்
964,sammeln::V,gather,ஒன்றுசேர்
965,pflücken::V,pick,கொய்து எடு
966,jagen::V,hunt,வேட்டையாடு
967,fischen::V,fish,மீன் பிடி
968,fassen::V,catch,பிடி
969,hüten::V,herd,காவல் செய்
970,treiben::V,drive,ஓட்டு
971,anbinden::V,tie up,கட்டு
972,füttern::V,feed,உணவளி
973,melken::V,milk,பால் கற
974,hacken::V,chop,வெட்டி எடு
975,gießen::V,water,நீர்ப் பாய்ச்சு
976,reifen::V,ripen,பழு
977,zubereiten::V,cook,சமையல் செய்
978,kochen::V,boil,வேகவை
979,backen::V,bake,வெப்பத்தில் வாட்டு
980,braten::V,fry,பொரியச் செய்
981,umrühren::V,stir,கலக்கு
982,stricken::V,knit,பின்னியிழை
983,nähen::V,sew,தையல் வேலை செய்
984,färben::V,dye,வண்ணம் பெறச் செய்
985,reinigen::V,clean,சுத்தம் செய்
986,waschen::V,wash,கழுவு
987,abwischen::V,wipe,துடை
988,spülen::V,rinse,அலசு
989,fegen::V,sweep,பெறுக்கு
990,kehren::V,sweep,பெறுக்கு
991,baden::V,bath,குளி
992,sich waschen::V,wash,கழுவு
993,ausziehen::V,take off,கழற்று
994,anziehen::V,put on,புனைதல்
995,sich anziehen::V,get dressed,உடுத்துதல்
996,kämmen::V,comb,தலை வாரிக் கொள்
997,schmücken::V,decorate,அழகுபடுத்து
998,sagen::V,say,சொல்
999,sprechen::V,speak,பேசு
1000,reden::V,talk,பெசு
1001,sich unterhalten::V,chat,இயல்பாக பேசிக்கொண்டிரு
1002,fragen::V,ask,கேள்
1003,bitten::V,request,வேண்டு
1004,erzählen::V,tell,சொல்
1005,mitteilen::V,convey,சொல்
1006,nennen::V,name,பெயரிடுதல்
1007,rufen::V,call,கூச்சலிடு
1008,prahlen::V,brag,தற்பெருமை பேசு
1009,übersetzen::V,translate,மொழிபெயர்ப்பு செய்
1010,denken::V,think,யோசி
1011,glauben::V,believe,நம்பு
1012,bemerken::V,notice,கவனி
1013,erkennen::V,recognize,அடையாளம் கண்டுகொள்
1014,begreifen::V,grasp,பற்றிக்கொள்
1015,verstehen::V,understand,புரிந்து கொள்
1016,lernen::V,learn,கற்றுக்கொள்
1017,wissen::V,know,தெரிந்திரு
1018,sich erinnern an::V,remember,நினைவு கூர்
1019,vergessen::V,forget,மற
1020,messen::V,measure,அளவிடு
1021,zählen::V,count,எண்ணு
1022,rechnen::V,calculate,கணக்கிடு
1023,lesen::V,read,படி
1024,malen::V,paint,வண்ணச்சித்திரம்
1025,zeichnen::V,draw,வரை
1026,schreiben::V,write,எழுது
1027,besitzen::V,own,உடைமையாகக் கொண்டிரு
1028,kaufen::V,buy,வாங்கு
1029,verkaufen::V,sell,விற்பனை செய்
1030,bezahlen::V,pay for,இறுத்தல்
1031,zahlen::V,pay,பணம் செலுத்து
1032,beherrschen::V,rule,ஆட்சிசெய்
1033,ertragen::V,endure,தாங்கு
