,Concept_ID,kv,bg
65,Sonne::N,шондi,слънце
66,Mond::N,тӧлiсь,луна
67,Mond::N,тӧлiсь,месец
68,Stern::N,кӧдзыв,звезда
69,Luft::N,ру,въздух
70,Wind::N,тӧв,вятър
71,Welle::N,гы,вълна
72,Wasser::N,ва,вода
73,Stein::N,из,камък
74,Boden::N,му,земя
75,Boden::N,му,почва
76,Erde::N,му,земя
77,Erde::N,му,почва
78,Staub::N,бус,прах
79,Rauch::N,тшын,дим
80,Rauch::N,тшын,пушек
81,Funke::N,бичир,искра
82,Feuer::N,би,огън
83,Licht::N,би,светлина
84,Schatten::N,вуджӧр,сянка
85,Wetter::N,погоддя,време
86,Nebel::N,туман,мъгла
87,Wolke::N,кымӧр,облак
88,Regen::N,зэр,дъжд
89,Schnee::N,лым,сняг
90,Eis::N,йы,лед
91,Frost::N,мороз,мраз
92,Kälte::N,кӧдзыт,студ
93,Hitze::N,ӧд,жега
94,Hitze::N,ӧд,горещина
95,Raureif::N,кижа,скреж
96,Raureif::N,кижа,слана
97,Regenbogen::N,енӧшка,дъга
98,Donner::N,гым,гръм
99,Strömung::N,визывтӧм,течение
100,Tropfen::N,тёп,капка
101,Schaum::N,быг,пяна
102,Schmutz::N,нять,кал
103,Schmutz::N,нять,мръсотия
104,See::N,ты,езеро
105,Sumpf::N,арай,блато
106,Moor::N,нюр,мочурище
107,Wiese::N,видз,ливада
108,Wald::N,вӧр,гора
109,Hügel::N,мыльк,рид
110,Hügel::N,мыльк,хълм
111,Anhöhe::N,вывтас,могила
112,Anhöhe::N,вывтас,възвишение
113,Anhöhe::N,вылынін,могила
114,Anhöhe::N,вылынін,възвишение
115,Berg::N,керӧс,планина
116,Gipfel::N,йыв,връх
117,Höhle::N,нора,пещера
118,Abhang::N,покат,склон
119,Abhang::N,покат,стръмнина
120,Quelle::N,больган,извор
121,Bach::N,шор,поток
122,Fluss::N,ю,река
123,Ufer::N,берег,бряг
124,Küste::N,берег,бряг
125,Küste::N,берег,крайбрежие
126,Festland::N,му,суша
127,Meer::N,море,море
128,Bucht::N,курья,залив
129,Blume::N,цветок,цвете
130,Gras::N,турун,трева
131,Wurzel::N,вуж,корен
132,Baum::N,пу,дърво
133,Stamm::N,мыр,стъбло
134,Stamm::N,кер,стъбло
135,Rinde::N,кач,кора
136,Ast::N,ув,клон
137,Zweig::N,ув,клон
138,Blatt::N,лист,лист
139,Birke::N,кыдз,бреза
140,Kiefer[Baum]::N,пожум,бор
141,Weide[Baum]::N,бадь,върба
142,Tanne::N,кӧз,ела
143,Horn::N,сюр,рог
144,Feder::N,гӧн,перо
145,Fell::N,кучик,кожа
146,Flügel::N,борд,крило
147,Klaue::N,гыж,нокът
148,Kralle::N,кабыр,нокът
149,Schwanz::N,бӧж,опашка
150,Ei::N,кольть,яйце
151,Nest::N,поз,гнездо
152,Bau::N,осьта,дупка
153,Bau::N,нора,дупка
154,Tier::N,зверь,животно
155,Herde::N,гурт,стадо
156,Kuh::N,мӧс,крава
157,Bulle::N,ӧшка,бик
158,Pferd::N,вӧв,кон
159,Schaf::N,баля,овца
160,Schwein::N,порсь,свиня
161,Hund::N,пон,куче
162,Katze::N,кань,котка
163,Bär::N,ош,мечка
164,Eichhörnchen::N,ур,катерица
165,Elch::N,вӧр мӧс,лос
166,Fuchs::N,руч,лисица
167,Hase::N,кӧч,заек
168,Maus::N,шыр,мишка
169,Wolf::N,кӧин,вълк
170,Vogel::N,кай,птица
171,Schwarm::N,стая,рой
172,Schwarm::N,стая,рояк
173,Schwarm::N,чукӧр,рой
174,Schwarm::N,чукӧр,рояк
175,Huhn::N,курӧг,кокошка
176,Hahn::N,петух,петел
177,Hahn::N,ай курӧг,петел
178,Gans::N,дзодзог,гъска
179,Adler::N,куч,орел
180,Adler::N,кутш,орел
181,Ente::N,утка,патица
182,Eule::N,тупка,сова
183,Kranich::N,тури,жерав
184,Krähe::N,рака,врана
185,Kuckuck::N,кӧк,кукувица
186,Schwan::N,юсь,лебед
187,Fisch::N,чери,риба
188,Barsch::N,ёкыш,костур
189,Hecht::N,сирпинь,щука
190,Schlange[Tier]::N,змей,змия
191,Wurm::N,номыр,червей
192,Spinne::N,черань,паяк
193,Ameise::N,кӧдзывкар,мравка
194,Laus::N,ляпа той,въшка
195,Mücke::N,ном,комар
196,Fliege::N,гут,муха
197,Schmetterling::N,бабыв,пеперуда
198,Beere::N,ягӧд,плод
199,Apfel::N,яблоко,ябълка
200,Pilz::N,тшак,гъба
201,Zwiebel::N,грез,лук
202,Zwiebel::N,грез,кромид
203,Saat::N,кӧдзыс,семе
204,Korn::N,сю,зърно
205,Heu::N,турун,сено
206,Schale::N,кыш,кора
207,Schale::N,киль,кора
208,Grube::N,яма,яма
209,Grube::N,яма,дупка
210,Falle::N,нальк,примка
211,Falle::N,кляпча,примка
212,Schlinge::N,лӧч,клуп
213,Spur::N,туй,диря
214,Spur::N,туй,следа
215,Asche::N,пӧим,пепел
216,Dreck::N,нять,кал
217,Eisen::N,кӧрт,желязо
218,Gold::N,зарни,злато
219,Silber::N,язісь,сребро
220,Kohle::N,шом,въглища
221,Kohle::N,уголь,въглища
222,Glas::N,стекло,стъкло
223,Lehm::N,сёй,глина
224,Sand::N,лыа,пясък
225,Mensch::N,морт,човек
226,Mann::N,мужик,мъж
227,Frau::N,инька,жена
228,Kind::N,кага,дете
229,Junge::N,зонка,момче
230,Mädchen::N,нывкаок,момиче
231,Familie::N,семья,фамилия
232,Familie::N,семья,семейство
233,Großvater::N,дед,дядо
234,Großmutter::N,баб,баба
235,Eltern::N,ай-мам,родители
236,Vater::N,ай,баща
237,Mutter::N,мам,майка
238,Sohn::N,зон,син
239,Tochter::N,ныв,дъщеря
240,Bruder::N,вон,брат
241,Schwester::N,сой,сестра
242,Onkel::N,дядь,чичо
243,Onkel::N,дядь,вуйчо
244,Tante::N,айӧлӧн сой,леля
245,Tante::N,ичинь,леля
246,Ehemann::N,жӧник,съпруг
247,Ehefrau::N,инь,съпруга
248,Freude::N,гаж,радост
249,Freude::N,радъялӧм,радост
250,Gelächter::N,сералӧм,смях
251,Glück::N,мичлун,щастие
252,Kummer::N,шог,тъга
253,Wunsch::N,мӧдӧм,желание
254,Wunsch::N,охотитӧм,желание
255,Lust::N,охота,желание
256,Geist::N,лов,дух
257,Gedanke::N,дума,мисъл
258,Gedächtnis::N,тӧдвыв,памет
259,Verstand::N,вежӧр,ум
260,Verstand::N,вежӧр,разум
261,Sinn::N,ылӧс,смисъл
262,Grund::N,мог,причина
263,Wahrheit::N,правда,правда
264,Gespräch::N,сёрни,разговор
265,Märchen::N,сказка,приказка
266,Erzählung::N,висьт,разказ
267,Nachricht::N,юӧр,вест
268,Nachricht::N,юӧр,известие
269,Nachricht::N,висьталӧм,вест
270,Nachricht::N,висьталӧм,известие
271,Neuigkeit::N,новость,новина
272,Name::N,ним,име
273,Rätsel::N,загадка,гатанка
274,Rede::N,сёрни,реч
275,Rede::N,сёрни,слово
276,Sprache::N,кыв,език
277,Stimme::N,голос,глас
278,Wort::N,кыв,дума
279,Zeichen::N,пас,знак
280,Ruf::N,чуксӧм,зов
281,Ruf::N,чукӧстӧм,зов
282,Lärm::N,шум,шум
283,Lärm::N,шум,глъчка
284,Laut::N,шы,звук
285,Ton::N,гор,тон
286,Lied::N,сьыланкыв,песен
287,Ruhe::N,спокой,тишина
288,Ruhe::N,спокой,спокойствие
289,Leute::N,йӧз,хора
290,Volk::N,йӧз,народ
291,Volk::N,народ,народ
292,Arbeit::N,удж,труд
293,Arbeit::N,удж,работа
294,Gast::N,гӧсь,гост
295,Geschenk::N,гӧснеч,дар
296,Geschenk::N,гӧснеч,подарък
297,Geschenk::N,подарок,дар
298,Geschenk::N,подарок,подарък
299,Spiel::N,орсӧм,игра
300,Gesellschaft::N,компания,общество
301,Hilfe::N,отсӧт,помощ
302,Freund::N,модз,приятел
303,Freund::N,дружок,приятел
304,Kamerad::N,тӧдса,другар
305,Angelegenheit::N,дело,работа
306,Anzahl::N,лыд,брой
307,Anzahl::N,лыд,количество
308,Art::N,пӧлӧс,вид
309,Stück::N,тор,къс
310,Stück::N,тор,парче
311,Teil::N,юкӧм,дял
312,Teil::N,юкӧм,част
313,Hälfte::N,джын,половина
314,Kreis::N,круг,кръг
315,Kreuz::N,перна,кръст
316,Linie::N,визь,черта
317,Strich::N,кырӧв,щрих
318,Strich::N,кырӧв,черта
319,Abstand::N,колас,дистанция
320,Abstand::N,колас,разстояние
321,Entfernung::N,ылына,разстояние
322,Gegend::N,места,местност
323,Platz::N,места,място
324,Ort::N,места,място
325,Seite::N,ладор,страна
326,Mitte::N,шӧр,среда
327,Gegenstand::N,тор,предмет
328,Sache::N,тор,вещ
329,Rand::N,дор,ръб
330,Kante::N,ордлы,ръб
331,Kante::N,ордлы,кант
332,Ecke::N,пельӧс,ъгъл
333,Spitze::N,йыв,връх
334,Spitze::N,йыв,острие
335,Ende::N,йыв,край
336,Loch::N,осьта,дупка
337,Winkel::N,пельӧс,кът
338,Winkel::N,пельӧс,ъгъл
339,Muster::N,сер,десен
340,Muster::N,сер,образец
341,Größe::N,ыжда,големина
342,Länge::N,кузя,дължина
343,Höhe::N,сувда,висота
344,Höhe::N,сувда,височина
345,Höhe::N,вылына,висота
346,Höhe::N,вылына,височина
347,Gewicht::N,сьӧкта,тегло
348,Gewicht::N,сьӧкта,тежест
349,Haufen::N,куча,куп
350,Haufen::N,куча,грамада
351,Reihe::N,лёдз,ред
352,Reihe::N,лёдз,редица
353,Boot::N,пыж,лодка
354,Ruder::N,пелыс,весло
355,Ruder::N,пелыс,гребло
356,Schlitten::N,додь,шейна
357,Ski::N,лямпа,ски
358,Lagerfeuer::N,бипур,огнище
359,Last::N,тягота,товар
360,Gang::N,мунӧм,ход
361,Gang::N,мунӧм,вървеж
362,Schritt::N,вожмӧв,стъпка
363,Norden::N,ой,север
364,Süden::N,лун,юг
365,Westen::N,рытвыв,запад
366,Osten::N,асыв,изток
367,Holz::N,пу,дърво
368,Brett::N,пӧв,дъска
369,Platte::N,плита,
370,Stütze::N,пика,
371,Stange::N,зор,прът
372,Stange::N,зор,върлина
373,Stange::N,потш,прът
374,Stange::N,потш,върлина
375,Stock::N,бедь,прът
376,Stock::N,бедь,тояга
377,Stab::N,шест,прът
378,Rohr::N,труба,цев
379,Rohr::N,труба,тръба
380,Haus::N,керку,къща
381,Heim::N,керку,дом
382,Ofen::N,пӧжавны,печка
383,Fußboden::N,джодж,под
384,Tisch::N,пызан,маса
385,Stuhl::N,стул,стол
386,Wiege::N,зыбка,люлка
387,Bett::N,кровать,легло
388,Bett::N,кровать,креват
389,Regal::N,джадж,рафт
390,Regal::N,джадж,етажерка
391,Kiste::N,ящик,кутия
392,Kiste::N,ящик,сандък
393,Fenster::N,ӧшын,прозорец
394,Tür::N,ыбӧс,врата
395,Tor::N,ворота,врата
396,Zaun::N,забор,ограда
397,Dach::N,крыша,покрив
398,Leiter::N,лиснич,стълба
399,Besen::N,рос,метла
400,Spaten::N,зыр,лопата
401,Schaufel::N,зыр,лопата
402,Gabel::N,вила,вилица
403,Löffel::N,пань,лъжица
404,Messer::N,пурт,нож
405,Nagel::N,кӧрттув,гвоздей
406,Netz::N,кыйӧт,мрежа
407,Haken::N,ем,кука
408,Haken::N,ем,закачалка
409,Griff::N,пу,ръчка
410,Griff::N,пу,дръжка
411,Schloss::N,замок,брава
412,Schloss::N,замок,ключалка
413,Bild::N,картина,картина
414,Figur::N,мыгӧр,фигура
415,Puppe::N,акань,кукла
416,Beutel::N,мешӧк,кесия
417,Bündel::N,нин,връзка
418,Tasche::N,сумка,чанта
419,Eimer::N,ведра,кофа
420,Deckel::N,вевт,капак
421,Deckel::N,вевт,похлупак
422,Geschirr::N,доз,съдове
423,Geschirr::N,бекӧрпань,съдове
424,Sack::N,мешӧк,чувал
425,Tasse::N,бекӧр,чаша
426,Topf::N,кастрюля,гърне
427,Topf::N,кастрюля,тенджера
428,Kessel::N,пӧрт,котел
429,Essen::N,сёйӧм,ядене
430,Nahrung::N,вердан,храна
431,Speise::N,сёян,ястие
432,Fleisch::N,яй,месо
433,Getreide::N,сю,зърнено храни
434,Brei::N,каша,каша
435,Brot::N,нянь,хляб
436,Scheibe::N,шӧрӧм,резен
437,Fett::N,гос,мазнина
438,Butter::N,ви,масло
439,Öl::N,ви,олио
440,Öl::N,ви,оливия
441,Salz::N,сов,сол
442,Suppe::N,шыд,супа
443,Honig::N,ма,мед
444,Milch::N,йӧв,мляко
445,Tee::N,чай,чай
446,Leder::N,кучик,кожа
447,Wolle::N,гӧн,вълна
448,Stoff::N,дӧра,плат
449,Stoff::N,дӧра,материал
450,Nadel::N,ем,игла
451,Faden::N,сунис,конец
452,Knopf::N,кизь,копче
453,Knoten::N,узӧв,възел
454,Knoten::N,гӧрӧд,възел
455,Farbe::N,краска,боя
456,Kleidung::N,паськӧм,дрехи
457,Kleidung::N,паськӧм,облекло
458,Hemd::N,йӧрнӧс,риза
459,Kragen::N,воротник,яка
460,Ärmel::N,сос,ръкав
461,Hose::N,вешьян,панталони
462,Gürtel::N,йи,пояс
463,Gürtel::N,йи,колан
464,Mütze::N,шапка,каскет
465,Mütze::N,шапка,фуражка
466,Schuh::N,ботинки,обувка
467,Stiefel::N,сапог,ботуш
468,Ring::N,чунькытш,пръстен
469,Band::N,ленточка,лента
470,Band::N,ленточка,връзка
471,Kamm::N,сынан,гребен
472,Spiegel::N,зеркало,огледало
473,Riemen::N,ремень,каиш
474,Riemen::N,ремень,ремък
475,Schnur::N,гез,връв
476,Leine::N,повод,връв
477,Leine::N,повод,въже
478,Decke::N,одеяло,покривка
479,Kissen::N,подушка,възглавница
480,Tuch::N,чышьян,сукно
481,Handtuch::N,чышкӧт,пешкир
482,Handtuch::N,чышкӧт,кърпа за лице
483,Kraft::N,прак,мощ
484,Kraft::N,прак,сила
485,Stärke::N,вын,сила
486,Gesundheit::N,здоровье,здраве
487,Krankheit::N,шог,болест
488,Schmerz::N,зубыт,болка
489,Wunde::N,рана,рана
490,Fieber::N,лёк тресся,треска
491,Fieber::N,лёк тресся,температура
492,Fieber::N,кынтан шогӧт,треска
493,Fieber::N,кынтан шогӧт,температура
494,Arznei::N,лекарство,лек
495,Arznei::N,лекарство,лекарство
496,Brücke::N,пос,мост
497,Brunnen::N,колодец ,чешма
498,Brunnen::N,колодец ,кладенец
499,Weide::N,пода йирсян,паша
500,Weide::N,пода йирсян,пасище
501,Pfad::N,туй,пътека
502,Weg::N,туй,път
503,Straße::N,туй,шосе
504,Dorf::N,деревня,село
505,Stadt::N,город,град
506,Brief::N,гижӧт,писмо
507,Buch::N,книга,книга
508,Buchstabe::N,буква,буква
509,Zeitung::N,газета,вестник
510,Leben::N,олан,живот
511,Tod::N,кулӧм,смърт
512,Grab::N,гу,гроб
513,Kirche::N,вичку,църква
514,Sünde::N,грек,грях
515,Gott::N,ен,бог
516,Arbeiter::N,уджалiсь,работник
517,Chef::N,начальник,шеф
518,Chef::N,начальник,началник
519,Meister::N,мастер,майстор
520,Arzt::N,врач,лекар
521,Lehrer::N,велӧтісь,учител
522,Geld::N,деньга,пари
523,Geschäft::N,удж,сделка
524,Laden::N,магазин,дюкян
525,Laden::N,магазин,магазин
526,Preis::N,дон,цена
527,Ware::N,товар,стока
528,Nutzen::N,путь,полза
529,Nutzen::N,путь,облага
530,Reichtum::N,богатство,богатство
531,Welt::N,му,свят
532,Land::N,страна,страна
533,Staat::N,государство,щат
534,Staat::N,государство,държава
535,König::N,кан,крал
536,Macht::N,власть,мощ
537,Macht::N,власть,власт
538,Grenze::N,граница,граница
539,Krieg::N,война,война
540,Feind::N,враг,враг
541,Feind::N,враг,неприятел
542,Kampf::N,нярасьӧм,борба
543,Kampf::N,нярасьӧм,сражение
544,Kampf::N,вермасьӧм,борба
545,Kampf::N,вермасьӧм,сражение
546,Bogen[Waffe]::N,лук,лък
547,Pfeil::N,ньӧв,стрела
548,Gewehr::N,ружьё,пушка
549,Fehler::N,ошибка,грешка
550,Lüge::N,ылӧтӧм,лъжа
551,Lüge::N,пӧрьялӧм,лъжа
552,Schaden::N,лёк,повреда
553,Unglück::N,пик,нещастие
554,Unglück::N,оказзё,нещастие
555,Schuld::N,вина,вина
556,Schluss::N,ком,край
557,Zeit::N,кад,време
558,Tag::N,лун,ден
559,Morgen::N,асыв,утро
560,Morgen::N,асыв,сутрин
561,Mittag::N,луншӧр кад,обед
562,Mittag::N,луншӧр кад,пладне
563,Abend::N,рыт,вечер
564,Nacht::N,ой,нощ
565,Woche::N,неделя,седмица
566,Monat::N,тӧлicь,месец
567,Jahr::N,год,година
568,Frühling::N,тулыс,пролет
569,Sommer::N,гожум,лято
570,Herbst::N,ар,есен
571,Winter::N,тӧв,зима
572,Januar::N,январ,януари
573,Februar::N,февраль,февруари
574,März::N,март,март
575,April::N,апрель,април
576,Mai::N,май,май
577,Juni::N,юнь,юни
578,Juli::N,юль,юли
579,August::N,август,август
580,September::N,сентяб,септември
581,Oktober::N,октяб,октомври
582,November::N,нояб,ноември
583,Dezember::N,декаб,декември
584,Montag::N,вильлун,понеделник
585,Dienstag::N,мӧдӧдзлун,вторник
586,Mittwoch::N,шӧрлун,сряда
587,Donnerstag::N,нёльӧдзлун,четвъртък
588,Freitag::N,витӧдзлун,петък
589,Samstag::N,пывсянлун,събота
590,Sonntag::N,кресення,неделя
591,groß::A,ыджыт,едър
592,groß::A,ыджыт,голям
593,klein::A,учӧтик,малък
594,klein::A,учӧтик,дребен
595,lang::A,кузь,дълъг
596,kurz::A,дженыт,къс
597,breit::A,ота,широк
598,schmal::A,векнит,тесен
599,dicht::A,тшӧк,гъст
600,dick[Gegenstand]::A,кыз,дебел
601,dünn::A,вӧснит,тънък
602,fein::A,вӧснит,фин
603,fein::A,вӧснит,тънък
604,fest::A,крепыт,твърд
605,fest::A,крепыт,плътен
606,flach::A,лапкӧса,равен
607,flach::A,лапкӧса,плосък
608,glatt::A,волькыт,гладък
609,hart::A,чӧрыт,твърд
610,hart::A,чӧрыт,корав
611,weich::A,небыт,мек
612,rund::A,гӧгрӧса,кръгъл
613,spitz::A,ёся,островръх
614,scharf::A,лэчыт,остър
615,stumpf::A,ныж,тъп
616,schwer::A,сьӧкыт,тежък
617,schön::A,басӧк,хубав
618,schön::A,басӧк,красив
619,heiß::A,жар,жарък
620,warm::A,шоныт,топъл
621,kalt::A,кӧдзыт,студен
622,kühl::A,сайкыт,хладен
623,frisch::A,виль,свеж
624,feucht::A,вакодь,влажен
625,nass::A,ва,мокър
626,trocken::A,кӧс,сух
627,voll::A,тыра,пълен
628,leer::A,тыртӧм,празен
629,offen::A,оссьӧм,откровен
630,geschlossen::A,игана,закрит
631,geschlossen::A,игана,затворен
632,geschlossen::A,пӧдана,закрит
633,geschlossen::A,пӧдана,затворен
634,sauber::A,сӧдз,чист
635,sauber::A,сӧстӧм,чист
636,schmutzig::A,нятьӧсь,мръсен
637,roh::A,путӧм,суров
638,reif::A,кисьмалӧм,зрял
639,lecker::A,кӧра ,вкусен
640,süß::A,чӧскыт,сладък
641,bitter::A,курыт,горчив
642,sauer::A,шӧма ,кисел
643,hell::A,югыт,ясен
644,hell::A,югыт,светъл
645,dunkel::A,пемыт,тъмен
646,schwarz::A,сьӧд,черен
647,weiß::A,чочком,бял
648,rot::A,гӧрд,червен
649,gelb::A,веж,жълт
650,blau::A,лӧз,син
651,grün::A,веж,зелен
652,grau::A,руд,сив
653,grau::A,бусӧй,сив
654,bunt::A,быдрӧма,шарен
655,bunt::A,быдрӧма,пъстър
656,billig::A,донтӧм,евтин
657,teuer::A,дона,скъп
658,wertvoll::A,дона,ценен
659,blind::A,синтӧм,сляп
660,taub::A,пельтӧм,глух
661,kräftig::A,вына,силен
662,stark::A,вына,здрав
663,stark::A,вына,силен
664,schwach::A,некодя,слаб
665,fett::A,госа,тлъст
666,schlank::A,статя,тънък
667,schlank::A,статя,строен
668,hübsch::A,басӧк,хубав
669,böse::A,лёк,зъл
670,dumm::A,бӧбӧв,глупав
671,dumm::A,вежӧртӧм,глупав
672,faul::A,дыш,ленив
673,faul::A,дыш,мързелив
674,fleißig::A,уджалicь,прилежен
675,geizig::A,жикмӧра,скъпернически
676,geizig::A,горшаліcь,скъпернически
677,klug::A,авья,умен
678,klug::A,авья,разумен
679,klug::A,вежӧра,умен
680,klug::A,вежӧра,разумен
681,geschickt::A,кипода,умел
682,geschickt::A,кипода,сръчен
683,lieb::A,муса,мил
684,lieb::A,муса,драг
685,lieb::A,дзулиньӧй,мил
686,lieb::A,дзулиньӧй,драг
687,lustig::A,гажа,весел
688,sanft::A,лебезнӧй,нежен
689,sanft::A,лебезнӧй,кротък
690,hungrig::A,тшыг,гладен
691,krank::A,шогалiсь,болен
692,nackt::A,куш,гол
693,traurig::A,жугыль,тъжен
694,traurig::A,жугыль,печален
695,lebendig::A,ловья,жив
696,gut::A,бур,добър
697,schlecht::A,умӧль,лош
698,schlimm::A,нештӧм,лош
699,alt::A,важ,стар
700,alt::A,важ,древен
701,neu::A,виль,нов
702,ehemalig::A,вӧвлӧм,бивш
703,alt[Lebewesen]::A,года,стар
704,alt[Lebewesen]::A,годдэза,стар
705,jung::A,том,млад
706,arm::A,гов,беден
707,arm::A,беднӧй,беден
708,reich::A,эма,богат
709,bekannt::A,тӧдса,познат
710,bekannt::A,тӧдса,известен
711,fremd::A,чужӧй,чужд
712,verschieden::A,быдкодь,разен
713,verschieden::A,быдкодь,различен
714,nah::A,матiсь,близък
715,fern::A,ылicь,далечен
716,linker::A,шульга,ляв
717,rechter::A,веськытланись,прав
718,anderer::A,мукӧд,друг
719,erster::A,медодзза,пръв
720,erster::A,медодзза,първи
721,zweiter::A,кыкӧт,втори
722,dritter::A,куимӧт,трети
723,dritter::A,куимӧдз,трети
724,letzter::A,бӧрья,последен
725,letzter::A,мёдбӧрья,последен
726,auf einmal::ADV,тшӧтш,същевременно
727,zusammen::ADV,ӧтлаын,заедно
728,lange::ADV,дыр,дълго
729,plötzlich::ADV,друг,изведнъж
730,sofort::ADV,тшӧтш,веднага
731,später::ADV,медбӧрын,по-късно
732,jetzt::ADV,ӧні,сега
733,heute::ADV,талун,днес
734,morgen::ADV,ашын,утре
735,bald::ADV,чожа,скоро
736,dann::ADV,сыбӧрын,после
737,dann::ADV,сыбӧрын,тогава
738,gestern::ADV,тӧн,вчера
739,einst::ADV,ӧтпыр,някога
740,damals::ADV,сэк,тогава
741,damals::ADV,сэки,тогава
742,danach::ADV,сэсся,после
743,danach::ADV,сэсся,след това
744,vorher::ADV,одзжык,преди
745,vorher::ADV,одзжык,преди това
746,zuerst::ADV,наперво,най-напред
747,einmal::ADV,ӧтпыр,веднъж
748,einmal::ADV,ӧтпыр,един път
749,manchmal::ADV,мукӧдпыр,понякога
750,oft::ADV,-лы-,често
751,immer::ADV,быдпыр,винаги
752,immer::ADV,быдпырся,винаги
753,niemals::ADV,некӧр,никога
754,hier::ADV,татӧн,тук
755,hier::ADV,татӧн,тука
756,hierhin::ADV,татчӧ,насам
757,von hier::ADV,тасянь,оттук
758,von hier::ADV,тасянь,оттука
759,dort::ADV,сэтӧн,там
760,dorthin::ADV,сэтчин,натам
761,dorthin::ADV,сэтчин,нататък
762,geradeaus::ADV,веськыта,направо
763,vorwärts::ADV,одзӧ,напред
764,rückwärts::ADV,бӧр,назад
765,zurück::ADV,бӧр,обратно
766,unten::ADV,увтын,долу
767,hinab::ADV,увтас,надолу
768,oben::ADV,вевдӧрас,горе
769,hinauf::ADV,вывлань,нагоре
770,hinauf::ADV,вывланьӧ,нагоре
771,überall::ADV,быдлан,навсякъде
772,nicht::ADV,ог,не
773,ein wenig::ADV,-ышт,малко
774,ein wenig::ADV,невна,малко
775,kaum::ADV,ӧдва,едва
776,kaum::ADV,ӧдва,едвам
777,sehr::ADV,вывтi,много
778,sehr::ADV,вывтi,твърде
779,so::ADV,сiдз,тъй
780,so::ADV,сiдз,така
781,noch::ADV,эшӧ,още
782,nur::ADV,только,само
783,schon::ADV,ни,вече
784,wieder::ADV,бӧра,пак
785,wieder::ADV,бӧра,отново
786,vergebens::ADV,весись,напразно
787,vor::PRP,одзас,пред
788,hinter::PRP,бӧрӧ,зад
789,unter::PRP,увтын,под
790,durch::PRP,пыр,през
791,neben::PRP,бокам,до
792,neben::PRP,бокам,при
793,neben::PRP,боксиным,до
794,neben::PRP,боксиным,при
795,zwischen::PRP,коласас,между
796,zwischen::PRP,коласас,помежду
797,wegen::PRP,понда,заради
798,dies::PRN,эта,този
799,das::PRN,сiя,туй
800,das::PRN,сiя,това
801,alles::PRN,быдӧс,всичко
802,ich::PRN,ме,аз
803,du::PRN,тэ,ти
804,er::PRN,сiя,той
805,wir::PRN,мийӧ,ние
806,ihr::PRN,ті,вие
807,sie::PRN,нія,те
808,was::FPRN,мый,що
809,was::FPRN,мый,какво
810,wer::FPRN,кин,кой
811,wo::FADV,кытӧн,къде
812,wohin::FADV,кытчӧ,накъде
813,wohin::FADV,кытчӧ,накъдето
814,wie::FADV,дзик,как
815,warum::FADV,мыля,защо
816,warum::FADV,мыйсянь,защо
817,wieviel::FNUM,мымда,колко
818,eins::NUM,ӧт,един
819,zwei::NUM,кык,два
820,drei::NUM,куим,три
821,vier::NUM,нёль,четири
822,fünf::NUM,вит,пет
823,sechs::NUM,квать,шест
824,sieben::NUM,сизим,седем
825,acht::NUM,кыкьямыс,осем
826,neun::NUM,ӧкмыс,девет
