,Concept_ID,hi,sv
116,Stern::N,सितारा,stjärna
117,Luft::N,हवा,luft
118,Luft::N,वायु,luft
119,Wind::N,पाद,vind
120,Welle::N,लहर,våg
121,Welle::N,लहर,bölja
122,Welle::N,तरंग,våg
123,Welle::N,तरंग,bölja
124,Wasser::N,जल,vatten
125,Wasser::N,पानी,vatten
126,Stein::N,पत्थर,sten
127,Boden::N,मिट्टी,mark
128,Erde::N,भूमि,jord
129,Erde::N,ज़मीन,jord
130,Staub::N,धूल,damm
131,Rauch::N,धूआँ,rök
132,Rauch::N,धुम्र,rök
133,Funke::N,चिनगारी,gnista
134,Funke::N,स्फुलिंग,gnista
135,Feuer::N,आग,eld
136,Feuer::N,आतिश,eld
137,Feuer::N,अग्नि,eld
138,Licht::N,रोशनी,ljus
139,Licht::N,प्रकाश,ljus
140,Schatten::N,छाया,skugga
141,Schatten::N,परछाई,skugga
142,Wetter::N,ऋतु,väder
143,Wetter::N,मौसम,väder
144,Nebel::N,धुँध,dimma
145,Nebel::N,धुँध,töcken
146,Nebel::N,कुहरा,dimma
147,Nebel::N,कुहरा,töcken
148,Wolke::N,मेघ,sky
149,Wolke::N,मेघ,moln
150,Wolke::N,अभ्र,sky
151,Wolke::N,अभ्र,moln
152,Regen::N,मेंह,regn
153,Regen::N,बारिश,regn
154,Schnee::N,हिम,snö
155,Schnee::N,बर्फ़,snö
156,Eis::N,हिम,is
157,Eis::N,बर्फ़,is
158,Frost::N,ठंड,frost
159,Kälte::N,सर्दी,köld
160,Kälte::N,शीतलता,köld
161,Hitze::N,ताप,hetta
162,Hitze::N,गरमी,hetta
163,Raureif::N,पाला,rimfrost
164,Regenbogen::N,इंद्र-धनुष,regnbåge
165,Donner::N,गरज,åska
166,Donner::N,गरज,dunder
167,Donner::N,मेघ-गर्जन,åska
168,Donner::N,मेघ-गर्जन,dunder
169,Strömung::N,बहाव,strömning
170,Strömung::N,प्रवाह,strömning
171,Tropfen::N,बूँद,dropper
172,Schaum::N,झाग,skum
173,Schmutz::N,गंद,lort
174,Schmutz::N,गंद,smuts
175,Schmutz::N,कीचड़,lort
176,Schmutz::N,कीचड़,smuts
177,See::N,झील,sjö
178,See::N,सरोवर,sjö
179,Sumpf::N,दलदल,träsk
180,Sumpf::N,धँसान,träsk
181,Moor::N,झाबर,myr
182,Moor::N,झाबर,mosse
183,Moor::N,धँसान,myr
184,Moor::N,धँसान,mosse
185,Wiese::N,घास-स्थल,äng
186,Wald::N,जंगल,skog
187,Hügel::N,टीला,höjd
188,Hügel::N,टीला,kulle
189,Hügel::N,पहाड़,höjd
190,Hügel::N,पहाड़,kulle
191,Anhöhe::N,टीला,höjd
192,Anhöhe::N,टीला,backe
193,Anhöhe::N,पहाड़ी,höjd
194,Anhöhe::N,पहाड़ी,backe
195,Berg::N,पहाड़,berg
196,Berg::N,पहाड़,fjäll
197,Gipfel::N,शिखर,topp
198,Höhle::N,गुहा,håla
199,Höhle::N,गुहा,grotta
200,Höhle::N,गुफ़ा,håla
201,Höhle::N,गुफ़ा,grotta
202,Abhang::N,ढाल,slänt
203,Abhang::N,ढाल,sluttning
204,Abhang::N,ढलान,slänt
205,Abhang::N,ढलान,sluttning
206,Quelle::N,चश्मा,källa
207,Bach::N,सोता,bäck
208,Bach::N,नदिका,bäck
209,Fluss::N,नदी,älv
210,Fluss::N,नदी,flod
211,Fluss::N,सरिता,älv
212,Fluss::N,सरिता,flod
213,Ufer::N,तट,strand
214,Ufer::N,किनारा,strand
215,Küste::N,समुद्र-तट,kust
216,Festland::N,महाद्वीप,fastland
217,Meer::N,सागर,hav
218,Meer::N,समुद्र,hav
219,Bucht::N,खाड़ी,vik
220,Bucht::N,खाड़ी,bukt
221,Insel::N,टापू,ö
222,Insel::N,द्वीप,ö
223,Blume::N,फूल,blomma
224,Blume::N,फूल,blomster
225,Blume::N,पुष्प,blomma
226,Blume::N,पुष्प,blomster
227,Gras::N,घास,gräs
228,Wurzel::N,मूल,rot
229,Baum::N,पेड़,träd
230,Baum::N,वृक्ष,träd
231,Stamm::N,धड़,stam
232,Rinde::N,छाल,bark
233,Rinde::N,वल्कल,bark
234,Ast::N,डाल,gren
235,Ast::N,शाखा,gren
236,Zweig::N,टहनी,kvist
237,Blatt::N,पत्र,löv
238,Blatt::N,पत्र,blad
239,Blatt::N,पत्ता,löv
240,Blatt::N,पत्ता,blad
241,Birke::N,भूर्ज,björk
242,Kiefer[Baum]::N,पाइन-वृक्ष,tall
243,Weide[Baum]::N,बेंत,pil
244,Weide[Baum]::N,बेंत,vide
245,Tanne::N,फ़र,gran
246,Horn::N,सींग,horn
247,Horn::N,विषाण,horn
248,Feder::N,पर,fjäder
249,Feder::N,पंख,fjäder
250,Fell::N,खाल,fäll
251,Fell::N,खाल,skinn
252,Fell::N,पशु-चर्म,fäll
253,Fell::N,पशु-चर्म,skinn
254,Flügel::N,पंख,vinge
255,Flügel::N,डैना,vinge
256,Klaue::N,पंजा,klöv
257,Kralle::N,पंजा,klo
258,Kralle::N,नाख़ून,klo
259,Schwanz::N,पूँछ,svans
260,Schwanz::N,पूँछ,stjärt
261,Ei::N,अंडा,ägg
262,Nest::N,नीड़,rede
263,Nest::N,नीड़,näste
264,Nest::N,घोंसला,rede
265,Nest::N,घोंसला,näste
266,Bau::N,बिल,bo
267,Bau::N,माँद,bo
268,Tier::N,पशु,djur
269,Tier::N,जानवर,djur
270,Herde::N,गल्ला,flock
271,Kuh::N,गौ,ko
272,Kuh::N,गाय,ko
273,Bulle::N,साँड़,tjur
274,Pferd::N,अश्व,häst
275,Pferd::N,घोड़ा,häst
276,Schaf::N,भेड़,får
277,Schwein::N,शूकर,svin
278,Hund::N,श्वान,hund
279,Hund::N,कुत्ता,hund
280,Katze::N,बिल्ली,katt
281,Bär::N,रीछ,björn
282,Bär::N,भालू,björn
283,Eichhörnchen::N,गिलहरी,ekorre
284,Elch::N,एल्क,älg
285,Fuchs::N,लोमड़ी,räv
286,Hase::N,खरहा,hare
287,Hase::N,ख़रगोश,hare
288,Maus::N,मूष,mus
289,Maus::N,चूहा,mus
290,Wolf::N,वृक,varg
291,Wolf::N,भेड़िया,varg
292,Vogel::N,पक्षी,fågel
293,Vogel::N,चिड़िया,fågel
294,Schwarm::N,झुंड,svärm
295,Huhn::N,मुर्ग़ी,höns
296,Hahn::N,मुर्ग़ा,tupp
297,Gans::N,हंस,gås
298,Gans::N,हंसिनी,gås
299,Adler::N,उक़ाब,örn
300,Ente::N,बतख़,anka
301,Ente::N,बत्तक,anka
302,Eule::N,उल्लू,uggla
303,Kranich::N,सारस,trana
304,Kranich::N,क्रौंंच,trana
305,Krähe::N,काक,kråka
306,Kuckuck::N,कोयल,gök
307,Kuckuck::N,कोकिल,gök
308,Schwan::N,हंस,svan
309,Schwan::N,मराल,svan
310,Fisch::N,मछली,fisk
311,Fisch::N,मत्स्य,fisk
312,Barsch::N,पर्च,abborre
313,Hecht::N,पाइक,gädda
314,Schlange[Tier]::N,सर्प,orm
315,Wurm::N,कृमि,mask
316,Wurm::N,कीड़ा,mask
317,Spinne::N,लूता,spindel
318,Spinne::N,मकड़ी,spindel
319,Ameise::N,चींटी,myra
320,Laus::N,जूँ,lus
321,Mücke::N,डाँस,mygga
322,Fliege::N,मक्खी,fluga
323,Fliege::N,मक्षिका,fluga
324,Schmetterling::N,तितली,fjäril
325,Beere::N,बेरी,bär
326,Apfel::N,सेब,äpple
327,Pilz::N,खुंबी,svamp
328,Zwiebel::N,प्याज़,lök
329,Saat::N,बीज,sådd
330,Korn::N,दाना,korn
331,Heu::N,मूखी घास,hö
332,Schale::N,बकला,skal
333,Schale::N,छिलका,skal
334,Grube::N,गड्ढा,grop
335,Falle::N,जाल,fälla
336,Falle::N,फँदा,fälla
337,Schlinge::N,फँदा,snara
338,Spur::N,सुराग़,spår
339,Spur::N,पद-चिह्न,spår
340,Asche::N,राख,aska
341,Dreck::N,मैल,lort
342,Dreck::N,गंदगी,lort
343,Eisen::N,लोहा,järn
344,Gold::N,सोना,guld
345,Gold::N,स्वर्ण,guld
346,Silber::N,रजत,silver
347,Silber::N,चाँदी,silver
348,Kohle::N,कोयला,kol
349,Glas::N,काँच,glas
350,Lehm::N,चिकनी मिट्टी,lera
351,Sand::N,रेत,sand
352,Sand::N,बालू,sand
353,Mensch::N,मानव,människa
354,Mensch::N,इनसान,människa
355,Mensch::N,मनुष्य,människa
356,Mann::N,आदमी,man
357,Mann::N,पुरुष,man
358,Frau::N,औरत,kvinna
359,Frau::N,महिला,kvinna
360,Frau::N,स्त्री,kvinna
361,Kind::N,बाल,barn
362,Kind::N,बच्चा,barn
363,Junge::N,लड़का,pojke
364,Mädchen::N,लड़की,flicka
365,Mädchen::N,कुमारी,flicka
366,Familie::N,परिवार,familj
367,Großvater::N,दादा,morfar
368,Großmutter::N,नानी,farmor
369,Eltern::N,माँ-बाप,föräldrar
370,Eltern::N,माता-पिता,föräldrar
371,Vater::N,बाप,far
372,Vater::N,पिता,far
373,Mutter::N,माँ,mor
374,Mutter::N,माता,mor
375,Sohn::N,बेटा,son
376,Sohn::N,पुत्र,son
377,Tochter::N,बेटी,dotter
378,Tochter::N,पुत्री,dotter
379,Bruder::N,भाई,bror
380,Bruder::N,भ्राता,bror
381,Schwester::N,बहन,syster
382,Schwester::N,भगिनी,syster
383,Onkel::N,ताऊ,morbror
384,Onkel::N,काका,morbror
385,Tante::N,बूआ,tant
386,Tante::N,फूफी,tant
387,Tante::N,ख़ाला,tant
388,Ehemann::N,पति,äkta man
389,Ehemann::N,शौहर,äkta man
390,Ehefrau::N,बीवी,hustru
391,Freude::N,आनंद,fröjd
392,Freude::N,आनंद,glädje
393,Freude::N,प्रसन्नता,fröjd
394,Freude::N,प्रसन्नता,glädje
395,Gelächter::N,हँसी,åtlöje
396,Gelächter::N,क़हक़हा,åtlöje
397,Glück::N,आनंद,lycka
398,Glück::N,ख़ुशी,lycka
399,Kummer::N,शोक,sorg
400,Kummer::N,दुःख,sorg
401,Wunsch::N,इच्छा,önskan
402,Wunsch::N,अभिलाषा,önskan
403,Lust::N,चाह,lust
404,Lust::N,कामना,lust
405,Geist::N,जान,ande
406,Geist::N,प्राण,ande
407,Gedanke::N,विचार,tanke
408,Gedächtnis::N,याददाश्त,minne
409,Gedächtnis::N,स्मरण-शक्ति,minne
410,Verstand::N,समझ,förstånd
411,Verstand::N,अक़्ल,förstånd
412,Verstand::N,बुद्धि,förstånd
413,Sinn::N,अर्थ,mening
414,Sinn::N,अर्थ,betydelse
415,Grund::N,वजह,skäl
416,Grund::N,वजह,grund
417,Grund::N,कारण,skäl
418,Grund::N,कारण,grund
419,Wahrheit::N,सत्य,sanning
420,Wahrheit::N,सच्चाई,sanning
421,Gespräch::N,चर्चा,samtal
422,Gespräch::N,वार्ता,samtal
423,Gespräch::N,बात-चीत,samtal
424,Märchen::N,क़िस्सा,saga
425,Erzählung::N,कथा,berättelse
426,Erzählung::N,कहानी,berättelse
427,Nachricht::N,सूचना,meddelande
428,Nachricht::N,समाचार,meddelande
429,Neuigkeit::N,ख़बर,nyhet
430,Neuigkeit::N,समाचार,nyhet
431,Name::N,नाम,namn
432,Rätsel::N,पहेली,gåta
433,Rede::N,वचन,tal
434,Rede::N,भाषण,tal
435,Sprache::N,भाषा,språk
436,Sprache::N,ज़बान,språk
437,Stimme::N,स्वर,stämma
438,Stimme::N,आवाज़,stämma
439,Wort::N,शब्द,ord
440,Wort::N,लफ़्ज़,ord
441,Zeichen::N,निशान,tecken
442,Ruf::N,पुकार,rop
443,Ruf::N,आह्वान,rop
444,Lärm::N,शोर,bråk
445,Lärm::N,शोर,oväsen
446,Lärm::N,हुल्लड़,bråk
447,Lärm::N,हुल्लड़,oväsen
448,Laut::N,स्वर,ljud
449,Laut::N,ध्वनि,ljud
450,Ton::N,सुर,ton
451,Ton::N,स्वर,ton
452,Lied::N,गीत,sång
453,Ruhe::N,आराम,ro
454,Ruhe::N,आराम,lugn
455,Ruhe::N,ख़ामोशी,ro
456,Ruhe::N,ख़ामोशी,lugn
457,Leute::N,लोग,folk
458,Volk::N,क़ौम,folk
459,Volk::N,प्रजा,folk
460,Arbeit::N,काम,arbete
461,Gast::N,अतिथि,gäst
462,Gast::N,मेहमान,gäst
463,Geschenk::N,उपहार,gåva
464,Geschenk::N,उपहार,present
465,Geschenk::N,तोहफ़ा,gåva
466,Geschenk::N,तोहफ़ा,present
467,Spiel::N,खेल,lek
468,Spiel::N,खेल,spel
469,Spiel::N,क्रीड़ा,lek
470,Spiel::N,क्रीड़ा,spel
471,Gesellschaft::N,साथ,sällskap
472,Hilfe::N,मदद,hjälp
473,Hilfe::N,सहायता,hjälp
474,Freund::N,मित्र,vän
475,Kamerad::N,साथी,kamrat
476,Kamerad::N,कामरेड,kamrat
477,Angelegenheit::N,बात,ärende
478,Angelegenheit::N,बात,angelägenhet
479,Angelegenheit::N,मामला,ärende
480,Angelegenheit::N,मामला,angelägenhet
481,Anzahl::N,तादाद,antal
482,Anzahl::N,संख्या,antal
483,Art::N,तरह,art
484,Art::N,तरह,slag
485,Art::N,क़िस्म,art
486,Art::N,क़िस्म,slag
487,Stück::N,फाँक,stycke
488,Stück::N,टुकड़ा,stycke
489,Teil::N,भाग,del
490,Teil::N,हिस्सा,del
491,Hälfte::N,अर्धभाग,halva
492,Kreis::N,चक्कर,krets
493,Kreis::N,चक्कर,cirkel
494,Kreuz::N,सलीब,kors
495,Kreuz::N,सलीब,kryss
496,Kreuz::N,क्रूस,kors
497,Kreuz::N,क्रूस,kryss
498,Linie::N,लाइन,linje
499,Strich::N,लकीर,streck
500,Abstand::N,अंतर,avstånd
501,Abstand::N,फ़ासला,avstånd
502,Entfernung::N,दूरी,avstånd
503,Entfernung::N,फ़ासला,avstånd
504,Gegend::N,इलाक़ा,trakt
505,Platz::N,जगह,plats
506,Platz::N,स्थान,plats
507,Ort::N,स्थल,plats
508,Ort::N,स्थल,ställe
509,Ort::N,स्थान,plats
510,Ort::N,स्थान,ställe
511,Seite::N,ओर,sida
512,Seite::N,तरफ़,sida
513,Mitte::N,बीच,mitt
514,Mitte::N,मध्य,mitt
515,Gegenstand::N,चीज़,föremål
516,Gegenstand::N,पदार्थ,föremål
517,Sache::N,चीज़,sak
518,Sache::N,वस्तु,sak
519,Rand::N,छोर,rand
520,Rand::N,उपांत,rand
521,Kante::N,कोर,kant
522,Kante::N,किनारा,kant
523,Ecke::N,कोना,vrå
524,Ecke::N,कोना,hörn
525,Ecke::N,नुक्कड़,vrå
526,Ecke::N,नुक्कड़,hörn
527,Spitze::N,नोक,spets
528,Ende::N,छोर,ända
529,Ende::N,सिरा,ända
530,Loch::N,छेद,hål
531,Loch::N,सूराख़,hål
532,Winkel::N,कोण,vinkel
533,Winkel::N,कोना,vinkel
534,Muster::N,नमूना,mönster
535,Muster::N,डिज़ाइन,mönster
536,Größe::N,परिमाण,storlek
537,Größe::N,विस्तार,storlek
538,Länge::N,लंबाई,längd
539,Höhe::N,ऊँचाई,höjd
540,Höhe::N,उच्चता,höjd
541,Gewicht::N,भार,tyngd
542,Gewicht::N,वज़न,tyngd
543,Menge::N,मात्रा,mängd
544,Haufen::N,ढेर,hög
545,Haufen::N,अंबार,hög
546,Reihe::N,क़तार,rad
547,Reihe::N,पंक्ति,rad
548,Boot::N,नाव,båt
549,Boot::N,नौका,båt
550,Ruder::N,चप्पू,åra
551,Schlitten::N,बर्फ़-गाड़ी,släde
552,Ski::N,स्की,skida
553,Lagerfeuer::N,अलाव,lägereld
554,Lagerfeuer::N,कैंप-फ़ायर,lägereld
555,Last::N,भार,last
556,Last::N,भार,börda
557,Gang::N,चाल,gång
558,Schritt::N,डग,steg
559,Schritt::N,क़दम,steg
560,Norden::N,उत्तर,norr
561,Süden::N,दक्खिन,söder
562,Westen::N,पश्चिम,väster
563,Osten::N,पूरब,öster
564,Holz::N,काठ,trä
565,Holz::N,काष्ठ,trä
566,Brett::N,पटरा,bräda
567,Brett::N,तख़्ता,bräda
568,Platte::N,फलक,platta
569,Platte::N,तख़्ता,platta
570,Stütze::N,टेक,stöd
571,Stütze::N,टेक,stötta
572,Stütze::N,थूनी,stöd
573,Stütze::N,थूनी,stötta
574,Stange::N,छड़,stång
575,Stange::N,बाँस,stång
576,Stock::N,लाठी,käpp
577,Stock::N,लाठी,pinne
578,Stab::N,लग्गा,stav
579,Rohr::N,नल,rör
580,Haus::N,घर,hus
581,Haus::N,मकान,hus
582,Heim::N,घर,hem
583,Heim::N,गृह,hem
584,Ofen::N,चूल्हा,ugn
585,Fußboden::N,फ़र्श,golv
586,Tisch::N,मेज़,bord
587,Stuhl::N,कुरसी,stol
588,Wiege::N,पालना,vagga
589,Wiege::N,हिंडोला,vagga
590,Bett::N,खाट,säng
591,Bett::N,पलंग,säng
592,Regal::N,शेल्फ़,hylla
593,Kiste::N,पेटी,låda
594,Kiste::N,डिब्बा,låda
595,Fenster::N,खिड़की,fönster
596,Tür::N,द्वार,dörr
597,Tür::N,दरवाज़ा,dörr
598,Tor::N,फाटक,port
599,Zaun::N,बाड़ा,staket
600,Zaun::N,बाड़ा,stängsel
601,Dach::N,छत,tak
602,Dach::N,छप्पर,tak
603,Leiter::N,सीढ़ी,stege
604,Besen::N,झाड़ू,kvast
605,Besen::N,बुहारी,kvast
606,Spaten::N,कुदाल,spade
607,Schaufel::N,बेलचा,skovel
608,Schaufel::N,बेलचा,skyffel
609,Schaufel::N,फावड़ा,skovel
610,Schaufel::N,फावड़ा,skyffel
611,Gabel::N,काँटा,gaffel
612,Löffel::N,चम्मच,sked
613,Messer::N,छुरा,kniv
614,Messer::N,चाक़ू,kniv
615,Nagel::N,कील,spik
616,Nagel::N,मेख़,spik
617,Netz::N,जाल,nät
618,Haken::N,अंकुश,krok
619,Griff::N,मूठ,tag
620,Griff::N,मूठ,handtag
621,Griff::N,हत्था,tag
622,Griff::N,हत्था,handtag
623,Schloss::N,ताला,las
624,Bild::N,चित्र,bild
625,Figur::N,मूर्ति,figur
626,Puppe::N,पुतली,docka
627,Puppe::N,गुड़िया,docka
628,Beutel::N,झोला,påse
629,Bündel::N,पुलिंदा,bunt
630,Bündel::N,पुलिंदा,knippa
631,Tasche::N,बेग,väska
632,Tasche::N,बस्ता,väska
633,Eimer::N,बाल्टी,hink
634,Eimer::N,बाल्टी,ämbar
635,Deckel::N,ढक्कन,lock
636,Geschirr::N,बरतन-भाँड़े,servis
637,Geschirr::N,बरतन-भाँड़े,porslin
638,Sack::N,बोरा,säck
639,Tasse::N,प्याला,kopp
640,Topf::N,देग़चा,gryta
641,Topf::N,देग़चा,kastrull
642,Kessel::N,देग़,kittel
643,Kessel::N,बटलोई,kittel
644,Essen::N,खाना,mål
645,Nahrung::N,भोजन,näring
646,Speise::N,खाना,maträtt
647,Speise::N,व्यंजन,maträtt
648,Fleisch::N,मांस,kött
649,Fleisch::N,गोश्त,kött
650,Getreide::N,अनाज,säd
651,Getreide::N,अनाज,spannmål
652,Brei::N,भरता,gröt
653,Brei::N,दलिया,gröt
654,Brot::N,रोटी,bröd
655,Scheibe::N,कतला,skiva
656,Fett::N,वसा,fett
657,Fett::N,चरबी,fett
658,Butter::N,मक्खन,smör
659,Öl::N,तेल,olja
660,Salz::N,नमक,salt
661,Suppe::N,सूप,soppa
662,Suppe::N,शोरबा,soppa
663,Honig::N,शहद,honung
664,Milch::N,दूध,mjölk
665,Tee::N,चाय,te
666,Leder::N,चमड़ा,läder
667,Wolle::N,ऊन,ull
668,Wolle::N,ऊन,ylle
669,Stoff::N,कपड़ा,tyg
670,Stoff::N,कपड़ा,stoff
671,Nadel::N,सूई,nål
672,Faden::N,डोरा,tråd
673,Knopf::N,बटन,knapp
674,Knopf::N,घुंडी,knapp
675,Knoten::N,गाँठ,knut
676,Knoten::N,गुत्थी,knut
677,Farbe::N,रंग,färg
678,Farbe::N,वर्ण,färg
679,Kleidung::N,पहनावा,klädsel
680,Hemd::N,कुरता,skjorta
681,Hemd::N,क़मीज़,skjorta
682,Kragen::N,गरदनी,krage
683,Kragen::N,गरेबान,krage
684,Ärmel::N,आस्तीन,ärm
685,Hose::N,पैंट,byxor
686,Hose::N,पतलून,byxor
687,Gürtel::N,पेटी,bälte
688,Gürtel::N,मेखला,bälte
689,Mütze::N,टोपी,mössa
690,Schuh::N,जूता,sko
691,Stiefel::N,बूट,stövel
692,Ring::N,अँगूठी,ring
693,Band::N,पट्टी,band
694,Kamm::N,कंघी,kam
695,Spiegel::N,आईना,spegel
696,Spiegel::N,दर्पण,spegel
697,Riemen::N,तसमा,rem
698,Riemen::N,पट्टा,rem
699,Schnur::N,डोरी,snöre
700,Schnur::N,सुतली,snöre
701,Leine::N,रस्सी,lina
702,Decke::N,रज़ाई,täcke
703,Kissen::N,तकिया,dyna
704,Kissen::N,तकिया,kudde
705,Kissen::N,गाद्दा,dyna
706,Kissen::N,गाद्दा,kudde
707,Tuch::N,रूमाल,sjal
708,Tuch::N,वस्त्र,sjal
709,Handtuch::N,अँगोछा,handduk
710,Kraft::N,ज़ोर,kraft
711,Kraft::N,शक्ति,kraft
712,Stärke::N,बल,styrka
713,Stärke::N,ताक़त,styrka
714,Gesundheit::N,स्वास्थ्य,hälsa
715,Gesundheit::N,तंदुरुस्ती,hälsa
716,Krankheit::N,रोग,sjukdom
717,Krankheit::N,बीमारी,sjukdom
718,Schmerz::N,दर्द,smärta
719,Schmerz::N,पीड़ा,smärta
720,Wunde::N,घाव,sår
721,Wunde::N,ज़ख़्म,sår
722,Fieber::N,ज्वर,feber
723,Fieber::N,बुख़ार,feber
724,Arznei::N,दवा,medicin
725,Arznei::N,दवा,läkemedel
726,Arznei::N,औषाधि,medicin
727,Arznei::N,औषाधि,läkemedel
728,Brücke::N,पुल,bro
729,Brücke::N,सेतु,bro
730,Brunnen::N,कुआँ,brunn
731,Weide::N,चरागाह,bete
732,Pfad::N,पथ,stig
733,Pfad::N,पगडंडी,stig
734,Weg::N,मार्ग,väg
735,Straße::N,राह,gata
736,Straße::N,रास्ता,gata
737,Dorf::N,गाँव,by
738,Dorf::N,ग्राम,by
739,Stadt::N,शहर,stad
740,Brief::N,ख़त,brev
741,Brief::N,पत्र,brev
742,Brief::N,चिट्ठी,brev
743,Buch::N,किताब,bok
744,Buch::N,पुस्तक,bok
745,Buchstabe::N,अक्षर,bokstav
746,Zeitung::N,अख़बार,tidning
747,Zeitung::N,समाचार-पत्र,tidning
748,Leben::N,जीवन,liv
749,Leben::N,ज़िंदगी,liv
750,Tod::N,मौत,död
751,Tod::N,मृत्यु,död
752,Grab::N,क़ब्र,grav
753,Kirche::N,चर्च,kyrka
754,Kirche::N,गिरजा,kyrka
755,Sünde::N,पाप,synd
756,Sünde::N,गुनाह,synd
757,Gott::N,देव,gud
758,Gott::N,ईश्वर,gud
759,Arbeiter::N,मज़दूर,arbetare
760,Chef::N,अध्यक्ष,chef
761,Meister::N,शिल्पज्ञ,mästare
762,Arzt::N,वैद्य,läkare
763,Arzt::N,डॉक्टर,läkare
764,Arzt::N,चिकित्सक,läkare
765,Lehrer::N,शिक्षक,lärare
766,Lehrer::N,अध्यापक,lärare
767,Geld::N,धन,pengar
768,Geld::N,पैसा,pengar
769,Geschäft::N,सौदा,rörelse
770,Geschäft::N,व्यापार,rörelse
771,Laden::N,दुकान,affär
772,Preis::N,दाम,pris
773,Preis::N,मूल्य,pris
774,Ware::N,माल,vara
775,Ware::N,पण्य,vara
776,Nutzen::N,लाभ,gagn
777,Nutzen::N,लाभ,nytta
778,Nutzen::N,फ़ायदा,gagn
779,Nutzen::N,फ़ायदा,nytta
