,Concept_ID,pl,mrj
753,einst::ADV,kiedyś,икӓнӓ
754,einst::ADV,niegdyś,икӓнӓ
755,damals::ADV,wtedy,тӹнӓм
756,damals::ADV,wówczas,тӹнӓм
757,danach::ADV,następnie,пакыла
758,vorher::ADV,przedtem,перви
759,zuerst::ADV,naprzód,андак
760,zuerst::ADV,najpierw,андак
761,einmal::ADV,raz,гӓнӓк
762,einmal::ADV,raz,гӓнӓ
763,manchmal::ADV,czasem,кынамжы
764,oft::ADV,często,чӹчкӹдӹн
765,immer::ADV,zawsze,со
766,immer::ADV,zawsze,соок
767,niemals::ADV,nigdy,нинам
768,niemals::ADV,nigdy,нигынам
769,niemals::ADV,nigdy,нигынамат
770,hier::ADV,tu,тиштӹ
771,hier::ADV,tutaj,тиштӹ
772,hierhin::ADV,tu,тишкӹ
773,von hier::ADV,stąd,тишец
774,von hier::ADV,stąd,тишецӹн
775,dort::ADV,tam,тӹштӹ
776,dorthin::ADV,tam,тӹшкӹ
777,dorthin::ADV,tam,тӹшкӹлӓ
778,geradeaus::ADV,prosto,вик
779,geradeaus::ADV,prosto,тура
780,vorwärts::ADV,naprzód,анзыкы
781,rückwärts::ADV,wstecz,мӹнгеш
782,zurück::ADV,z powrotem,мӹнгеш
783,unten::ADV,u dołu,ӱлнӹ
784,unten::ADV,u dołu,лӹвӓлнӹ
785,unten::ADV,na dole,ӱлнӹ
786,unten::ADV,na dole,лӹвӓлнӹ
787,hinab::ADV,na_dół,ӱлӹкӹ
788,hinab::ADV,na_dół,лӹвӓкӹ
789,hinab::ADV,w_dół,ӱлӹкӹ
790,hinab::ADV,w_dół,лӹвӓкӹ
791,oben::ADV,w górze,вӹлнӹ
792,oben::ADV,na górze,вӹлнӹ
793,hinauf::ADV,w górę,кӱшкӹлӓ
794,hinauf::ADV,w górę,кӱш
795,hinauf::ADV,na górę,кӱшкӹлӓ
796,hinauf::ADV,na górę,кӱш
797,überall::ADV,wszędzie,йӹлт
798,überall::ADV,wszędzie,цилӓ вӓре
799,nicht::ADV,nie,уке
800,ein wenig::ADV,trochę,изиш
801,ein wenig::ADV,trochę,иклаштык
802,kaum::ADV,ledwie,цылик
803,kaum::ADV,ledwie,чучок-чучок
804,kaum::ADV,prawie nie,цылик
805,kaum::ADV,prawie nie,чучок-чучок
806,sehr::ADV,bardzo,чоте
807,so::ADV,tak,тенге
808,so::ADV,tak,тенгелӓ
809,noch::ADV,jeszcze,мол
810,noch::ADV,jeszcze,моло
811,nur::ADV,tylko,веле
812,schon::ADV,już,уже
813,schon::ADV,już,ӹнде
814,wieder::ADV,znów,уэш
815,wieder::ADV,znowu,уэш
816,vergebens::ADV,na próżno,зря
817,vergebens::ADV,na próżno,ӹзрӓ
818,vergebens::ADV,na próżno,ӹзӹрӓ
819,vor::PRP,przed,анзыц
820,vor::PRP,przed,анзыцын
821,hinter::PRP,za,шайылан
822,hinter::PRP,za,шайылный
823,unter::PRP,pod,лӹвӓкӹ
824,durch::PRP,przez,вашт
825,neben::PRP,obok,сага
826,zwischen::PRP,między,лош
827,zwischen::PRP,między,лошкы
828,wegen::PRP,z powodu,мычыц
829,dies::PRN,to,тидӹ
830,dies::PRN,to,ти
831,das::PRN,to,тидӹ
832,das::PRN,to,ти
833,alles::PRN,wszystko,цилӓ
834,ich::PRN,ja,мый
835,du::PRN,ty,тӹнь
836,er::PRN,on,тӹдӹ
837,wir::PRN,my,мӓ
838,ihr::PRN,wy,вӓ
839,sie::PRN,oni,нӹнӹ
840,was::FPRN,co,ма
841,wer::FPRN,kto,кӱ
842,wo::FADV,gdzie,кышан
843,wo::FADV,gdzie,кыштакен
844,wohin::FADV,dokąd,кышкы
845,wie::FADV,jak,кыце
846,warum::FADV,dlaczego,малын
847,wieviel::FNUM,ile,кынар
848,wieviel::FNUM,ile,кынары
849,wieviel::FNUM,ile,кынаркы
850,eins::NUM,jeden,иктӹ
851,eins::NUM,jeden,иктӹт
852,zwei::NUM,dwa,кок
853,zwei::NUM,dwa,кокты
854,drei::NUM,trzy,кым
855,drei::NUM,trzy,кымыт
856,vier::NUM,cztery,нӹл
857,fünf::NUM,pięć,вӹц
858,sechs::NUM,sześć,куд
859,sechs::NUM,sześć,кудытмозн
860,sieben::NUM,siedem,шӹм
861,sieben::NUM,siedem,шӹмӹт
862,acht::NUM,osiem,кӓндӓкш
863,acht::NUM,osiem,кӓндӓкшӹ
864,neun::NUM,dziewięć,ӹндекшшӱдӹ
865,zehn::NUM,dziesięć,лу
866,elf::NUM,jedenaście,луатик
867,elf::NUM,jedenaście,луатиктӹ
868,zwölf::NUM,dwanaście,луаткок
869,zwölf::NUM,dwanaście,луаткокты
870,zwanzig::NUM,dwadzieścia,коклы
871,dreißig::NUM,trzydzieści,кымлы
872,vierzig::NUM,czterdzieści,нӹллӹ
873,fünfzig::NUM,pięćdziesiąt,вӹцлӹ
874,sechzig::NUM,sześćdziesiąt,кудлу
875,siebzig::NUM,siedemdziesiąt,шӹмлу
876,achtzig::NUM,osiemdziesiąt,кӓндӓкшлу
877,neunzig::NUM,dziewięćdziesiąt,ӹндекшлу
878,hundert::NUM,sto,шӱдӹ
879,tausend::NUM,tysiąc,тӹжем
880,und::CNJ,i,дöн
881,oder::CNJ,lub,льывы
882,oder::CNJ,albo,льывы
883,stehen::V,stać,шалшаг
884,sitzen::V,siedzieć,шӹнзӓш
885,liegen::V,leżeć,киӓш
886,hängen::V,wisieć,кечӓш
887,werden::V,zostać,шагалаш
888,werden::V,stać się,шагалаш
889,passieren::V,dziać się,ӹштӓ́лтӓш
890,passieren::V,zdarzyć się,ӹштӓ́лтӓш
891,beginnen::V,zacząć się,тӹнгӓлӓлтӓш
892,enden::V,kończyć się,пӹтӓш
893,wechseln::V,zmienić się,весемӓш
894,wechseln::V,zmienić się,весемӓлтӓш
895,aufgehen[Sonne]::V,wzejść,авараш
896,untergehen[Sonne]::V,zajść,шӹ́нзӓш
897,scheinen[Sonne]::V,świecić,сотемдӓрӓш
898,donnern::V,grzmieć,хӹдӹртӓш
899,wehen::V,wiać,ӹфӹлӓш
900,strömen::V,płynąć,йогащ
901,strömen::V,lać się,йогащ
902,fließen::V,ciec,йогащ
903,fließen::V,płynąć,йогащ
904,sich drehen::V,obracać się,пöрдӓш
905,schwanken::V,chwiać się,лыпшалташ
906,schwingen::V,wahać się,кӓчӓйӓш
907,fallen::V,padać,кенвазаш
908,fallen::V,padać,шынгалташ
909,brennen::V,palić się,йылаш
910,rauchen::V,dymić,шыпшаш
911,rauchen::V,dymić się,шыпшаш
912,regnen::V,padać,юраш
913,gefrieren::V,zamarznąć,гӓш
914,gefrieren::V,zamarznąć,кӹлмаш
915,tauen::V,tajać,шылаш
916,schmelzen::V,topnieć,шӹрӓнӓш
917,trocknen::V,schnąć,кошкаш
918,sieden::V,wrzeć,шолаш
919,sieden::V,kipieć,шолаш
920,faulen::V,gnić,шӱӓш
921,verfaulen::V,zgnić,йӓнгӓрӓлтӓш
922,reißen::V,urywać się,кышкедӓлтӓш
923,versinken::V,tonąć,ва́лаш
924,vergehen::V,przechodzić,эртӓш
925,erscheinen::V,zjawiać się,каяш
926,verschwinden::V,zniknąć,ямаш
927,sinken::V,spadać,пычаш
928,abnehmen::V,spadać,чӹдемӓш
929,abnehmen::V,spadać,кöтӹргӓш
930,zunehmen::V,wzrosnąć,когоэмӓш
931,steigen::V,wzrastać,лӱлта́лташ
932,wachsen::V,rosnąć,кушкаш
933,glänzen::V,błyszczeć,йӹлгӹжӓш
934,funkeln::V,zabłyszczeć,валгалташ
935,lärmen::V,hałasować,юкланаш
936,läuten::V,dzwonić,цоргаш
937,klingeln::V,dzwonić,цоргаш
938,klirren::V,brzęczeć,цонгырталгаш
939,brausen::V,huczeć,ышдымыла́наш
940,rauschen::V,szumieć,шу́жгаш
941,rauschen::V,szeleścić,шу́жгаш
942,klingen::V,brzmieć,йо́нгаш
943,klingen::V,dźwięczeć,йо́нгаш
944,bellen::V,szczekać,опташ
945,heulen::V,wyć,урмыжаш
946,blasen::V,dmuchnąć,ӹфӹлӓш
947,pfeifen::V,gwizdać,ши́шкаш
948,schreien::V,krzyczeć,уташ
949,schreien::V,krzyczeć,саслаш
950,schreien::V,krzyczeć,варгынзаш
951,stöhnen::V,stękać,ӹнгӹрӓш
952,zittern::V,drżeć,цӹтӹрӓш
953,leben::V,żyć,ӹлӓш
954,geboren werden::V,urodzić się,шачаш
955,atmen::V,oddychać,шӱлӓш
956,trinken::V,pić,йӱӓш
957,essen::V,jeść,качкаш
958,schlucken::V,połknąć,нелӓш
959,müde werden::V,zmęczyć się,янгылаш
960,einschlafen::V,zasnąć,амален кеӓш
961,schlafen::V,spać,амалаш
962,aufwachen::V,obudzić się,понгыжалташ
963,aufstehen::V,wstać,кӹньӹл шагалаш
964,sich erholen::V,wypoczywać,кӓнаш
965,krank werden::V,zachorować,церлӓнен вазаш
966,krank sein::V,chorować,церлӓнӓш
967,krank sein::V,chorować,ясланаш
968,krank sein::V,chorować,ясыланаш
969,schmerzen::V,boleć,каршташ
970,husten::V,kaszlać,кахыраш
971,genesen::V,wyzdrowieć,паремӓш
972,genesen::V,wyzdrowieć,тöрлӓнӓш
973,sterben::V,umrzeć,вазын колаш
974,umkommen::V,zginąć,пӹтӓш
975,sich bewegen::V,poruszać się,кашташ
976,sich rühren::V,ruszyć się,тӓрвӓнӓш
977,sich erheben::V,podnieść się,кӹньӹлӓш
978,sich setzen::V,usiąść,шӹнзӓш
979,hinfallen::V,upaść,кенвазаш
980,hinfallen::V,upaść,шынгалташ
981,laufen::V,chodzić,кашташ
982,schreiten::V,kroczyć,ашкедӓш
983,spazierengehen::V,iść na spacer,мадын кашташ
984,eilen::V,pospieszać,вӓшкӓш
985,sich beeilen::V,pospieszyć się,вӓшкӓш
986,sich beeilen::V,pospieszyć się,талашаш
987,sausen::V,pędzić,хойхаланаш
988,sausen::V,pędzić,хояш
989,rennen::V,biec,кыргыжаш
990,rennen::V,biegać,кыргыжаш
991,springen::V,skakać,тӹршештӓш
992,klettern::V,wspinać się,ку́заш
993,schaukeln::V,huśtać,лыпшалташ
994,schaukeln::V,kołysać,лыпшалташ
995,kriechen::V,pełzać,авалянаш
996,kriechen::V,pełzać,ньыжиклӓш
997,kriechen::V,czołgać się,авалянаш
998,kriechen::V,czołgać się,ньыжиклӓш
999,schwimmen::V,pływać,илӓш
1000,tauchen::V,zanurzać się,цымаш
1001,rudern::V,wiosłować,шуалташ
1002,fahren::V,jechać,кеӓш
1003,fliegen::V,latać,чонгештӓш
1004,fliegen::V,lecieć,чонгештӓш
1005,gehen::V,iść,кеӓш
1006,weggehen::V,odejść,кеӓш
1007,abfahren::V,odjechać,кеӓш
1008,anhalten::V,zatrzymać się,цӓрнӓш
1009,hineingehen::V,wchodzić,пыраш
1010,eintreten::V,wejść,пыраш
1011,eintreten::V,nastąpić,пыраш
1012,kommen::V,przyjść,толаш
1013,ankommen::V,przybyć,шоаш
1014,zurückkommen::V,wrócić,пöртӹлӓш
1015,bleiben::V,zostać,кодаш
1016,warten::V,czekać,вычаш
1017,erwarten::V,oczekiwać,вычаш
1018,suchen::V,szukać,кӹчӓлӓш
1019,finden::V,znaleźć,моаш
1020,versuchen::V,próbować,путаяш
1021,versuchen::V,próbować,цацаш
1022,vorbereiten::V,przygotować,поспейӹктӓш
1023,lieben::V,kochać,яраташ
1024,mögen::V,lubić,яраташ
1025,lachen::V,śmiać się,ваштылаш
1026,rühren::V,wzruszyć,тӓрвӓтӓш
1027,weinen::V,płakać,мӓгӹрӓш
1028,schimpfen::V,kląć,свырседӓлӓш
1029,sich ärgern::V,gniewać się,шӹдешкӓш
1030,sich fürchten::V,bać się,лӱдӓш
1031,fürchten::V,bać się,лӱдӓш
1032,fliehen::V,uciekać,кыргыжаш
1033,flüchten::V,uciec,кыргыж шӹлӓш
1034,sehen::V,widzieć,ужаш
1035,sehen::V,zobaczyć,ужаш
1036,anschauen::V,oglądać,анжалаш
1037,ansehen::V,popatrzeć na,анжаш
1038,hören::V,słyszeć,колаш
1039,zuhören::V,słuchać,колышташ
1040,probieren::V,kosztować,тотештӓш
1041,probieren::V,kosztować,подыл анжаш
1042,riechen::V,wąchać,ӱпшӹнзӓш
1043,fühlen::V,czuć,шижӓш
1044,fühlen::V,odczuwać,шижӓш
1045,scheinen::V,wydawać się,каяш
1046,zu sehen sein::V,widnieć,каяш
1047,vernehmen::V,usłyszeć,колын колташ
1048,frieren::V,marznąć,кӹлмаш
1049,frieren::V,marznąć,тӹнгӹргӓш
1050,tun::V,czynić,ӹштӓш
1051,können::V,móc,кердӓш
1052,können::V,umieć,кердӓш
1053,wollen::V,chcieć,жалаяш
1054,anfangen::V,zacząć,тӹнгӓлӓш
1055,beenden::V,zakończyć,пӹтӓрӓш
1056,aufhören::V,przestać,цӓрнӓш
1057,gelingen::V,udać się,цӓш лиӓш
1058,geraten::V,udać się,лиӓш
1059,öffnen::V,otworzyć,пачаш
1060,schließen::V,zamknąć,чӱчӓш
1061,stellen::V,postawić,шӹндӓш
1062,setzen::V,posadzić,шӹндӓш
1063,legen::V,kłaść,опташ
1064,legen::V,kłaść,пиштӓш
1065,berühren::V,dotykać,тӹкӓлӓш
1066,verbinden::V,łączyć,пидӓш
1067,bedecken::V,przykryć,леведӓш
1068,aufhängen::V,powiesić,сӓкӓш
1069,anzünden::V,zapalić,чӱктӓш
1070,aufheben::V,podnieść,кузыкташ
1071,zurücklassen::V,zostawić,кодаш
1072,verlieren::V,zgubić,ямдаш
1073,fallen lassen::V,upuścić,кенвацтараш
1074,machen::V,zrobić,ӹштӓш
1075,herstellen::V,wytworzyć,йӓмдӹлӓш
1076,bauen::V,budować,ӹштӓш
1077,reparieren::V,naprawiać,чиняш
1078,reparieren::V,naprawiać,алалаш
1079,verbessern::V,ulepszyć,яжоэмден шӹндӓш
1080,ändern::V,zmienić,вашталташ
1081,graben::V,kopać,капаяш
1082,beugen::V,zagiąć,лывырташ
1083,beugen::V,zagiąć,каклярташ
1084,biegen::V,zgiąć,лывырташ
1085,drehen::V,obracać,сӓрӓш
1086,drehen::V,obracać,сӓрӹкӓлӓш
1087,wenden::V,obrocić,сӓрӓлӓш
1088,umdrehen::V,obrocić,сӓрӓлӓш
1089,heben::V,podnosić,лӱктӓш
1090,hochheben::V,podnieść,кузыкташ
1091,ergreifen::V,chwycić,хватяш
1092,halten::V,trzymać,кычаш
1093,drücken::V,naciskać,темдӓш
1094,schieben::V,pchać,шӹкӓш
1095,schieben::V,posuwać,шӹкӓш
1096,kratzen::V,drapać,нӹжӓш
1097,lecken::V,lizać,нылаш
1098,beißen::V,kąsać,пыралаш
1099,abreißen::V,oderwać,кӹрӓш
1100,abreißen::V,oderwać,кышкед нӓлӓш
1101,abschneiden::V,odciąć,шулаш
1102,abschneiden::V,odciąć,лаштыклаш
1103,binden::V,wiązać,пидӓш
1104,stecken::V,wetknąć,шыралаш
1105,brechen::V,złamać,тодылаш
1106,brechen::V,złamać,пыдырташ
1107,klopfen::V,pukać,рушткаш
1108,klopfen::V,stukać,рушткаш
1109,hauen::V,bić,шелӹштӓш
1110,kleben::V,kleić,клейӓш
1111,reiben::V,trzeć,нӹжӓш
1112,streichen::V,smarować,шӹрӓш
1113,schleifen::V,ostrzyć,шымаш
1114,schneiden::V,ciąć,пӹчкӓш
1115,schneiden::V,krajać,пӹчкӓш
1116,rütteln::V,trząść,мыльгыкташ
1117,schütteln::V,trząść,цӹтӹртӓш
1118,schütteln::V,trząść,мыльгыкташ
1119,schwenken::V,machać,машыяш
1120,schütten::V,nasypać,опталаш
1121,füllen::V,napełnić,темӓш
1122,einwickeln::V,zawinąć,пӹтӹрӓ́лӓш
1123,tragen::V,nieść,намалаш
1124,schleppen::V,wlec,шӹдӹрӓш
1125,ziehen::V,ciągnąć,шыпшаш
1126,aufbewahren::V,przechowywać,перегӓш
1127,werfen::V,rzucać,кӹшкӓш
1128,fangen::V,łowić,кычаш
1129,packen::V,chwycić,хватяш
1130,verstecken::V,ukryć,шӹлтӓш
1131,verstecken::V,schować,шӹлтӓш
1132,teilen::V,podzielić,пайылаш
1133,schicken::V,posyłać,колташ
1134,bringen::V,przynieść,кандаш
1135,hinzufügen::V,dodać,
1136,bekommen::V,dostać,лыкташ
1137,erhalten::V,otrzymać,получаяш
1138,nehmen::V,wziąć,налаш
1139,wählen::V,wybrać,айыраш
1140,auswählen::V,wybrać,айыраш
1141,bewahren::V,zachować,перегӓш
1142,behindern::V,utrudnić,мешӓйӓш
1143,behindern::V,przeszkadzać,мешӓйӓш
1144,verderben::V,zepsuć,портяш
1145,beschädigen::V,uszkodzić,шушырташ
1146,zerbrechen::V,złamać,пыдырташ
1147,zerreißen::V,drzeć,кӹрӓш
1148,zerreißen::V,rozdzierać,кӹрӓш
1149,zerstören::V,zniszczyć,шӓлӓтӓш
1150,verbrennen::V,spalić,йылаташ
1151,verbrennen::V,spalić,йылалташ
1152,geben::V,dać,пуаш
1153,reichen::V,podać,пуаш
1154,schenken::V,darować,подараш
1155,versprechen::V,obiecać,сöрӓш
1156,wünschen::V,życzyć,жалаяш
1157,loben::V,chwalić,хваляш
1158,küssen::V,całować,шышшалаш
1159,wiegen::V,kołysać,лӱнгӓлтӓш
1160,zudecken::V,przykryć,пиштӓш
1161,wecken::V,zbudzić,понгыжалтараш
1162,zeigen::V,pokazać,анжыкташ
1163,führen::V,wieść,видӓш
1164,führen::V,prowadzić,видӓш
1165,lehren::V,uczyć,тымдаш
1166,unterrichten::V,nauczać,тымдаш
1167,aufziehen::V,wychować,кушташ
1168,leiten::V,kierować,видӓш
1169,leiten::V,kierować,вуйлаташ
1170,leiten::V,kierować,вуйлалташ
1171,antreiben::V,popędzić,талаштараш
1172,lassen::V,zostawić,-ыкт
1173,einladen::V,zaprosić,ӱжӓш
1174,vereinigen::V,zjednoczyć,иктештӓш
1175,besuchen::V,odwiedzić,толаш
1176,treffen::V,trafić,вӓшлиӓш
1177,treffen::V,trafić,вӓшлиӓлтӓш
1178,treffen::V,spotkać,вӓшлиӓш
1179,treffen::V,spotkać,вӓшлиӓлтӓш
1180,sich versammeln::V,zebrać się,цымыргаш
1181,sich versammeln::V,zgromadzić się,цымыргаш
1182,spielen::V,grać,мадаш
1183,spielen::V,bawić się,мадаш
1184,singen::V,śpiewać,мыраш
1185,tanzen::V,pląsać,кушташ
1186,tanzen::V,tańczyć,кушташ
1187,sich trennen::V,rozstać się,айырлаш
1188,verlassen::V,opuścić,шуаш
1189,retten::V,ocalić,ытараш
1190,retten::V,uratować,ытараш
1191,bewachen::V,pilnować,оролаш
1192,schützen::V,ochronić,перегӓш
1193,verteidigen::V,bronić,перегӓш
1194,sich schlagen::V,pobić się,шидӓлӓш
1195,sich schlagen::V,pobić się,шиэдӓлӓш
1196,schießen::V,strzelać,лӱӓш
1197,siegen::V,zwycziężyć,сӹнгӓш
1198,ärgern::V,gniewać,шӹдештӓрӓш
1199,schlagen::V,bić,пӓрен колташ
1200,schlagen::V,bić,хӹрӹктен колташ
1201,schlagen::V,uderzyć,пӓрен колташ
1202,schlagen::V,uderzyć,хӹрӹктен колташ
1203,treten::V,kopnąć,чымаш
1204,stechen::V,ukłuć,пышкылаш
1205,stoßen::V,popchnąć,шыркедӓш
1206,stehlen::V,ukraść,шолышт толаш
1207,stören::V,zakłócić,ӓрештӹлӓш
1208,stören::V,przeszkodzić,ӓрештӹлӓш
1209,belästigen::V,dokuczać,кӓньӹсӹрлӓндӓрӓш
1210,belästigen::V,dokuczać,шытырланыкташ
1211,verbergen::V,ukryć,шӹлтӓш
1212,täuschen::V,łudzić,алталаш
1213,täuschen::V,łudzić,аталаш
1214,betrügen::V,oszukać,мошеньӹчӓйӓш
1215,töten::V,zabić,пуштын шуаш
1216,wohnen::V,mieszkać,ӹлӓш
1217,arbeiten::V,pracować,пӓшӓлӓш
1218,arbeiten::V,pracować,ровотаяш
1219,sammeln::V,zebrać,погаш
1220,pflücken::V,zerwać,кӹрӓш
1221,jagen::V,polować,охотничӓйӓш
1222,fischen::V,łowić ryby,кол кычаш
1223,fassen::V,złapać,кычаш
1224,hüten::V,paść,кӹтӓш
1225,treiben::V,pędzić,шуруяш
1226,anbinden::V,przywiązać,ялшташ
1227,anbinden::V,przywiązać,ялышташ
1228,füttern::V,karmić,пукшаш
1229,melken::V,doić,шыпшылаш
1230,hacken::V,rąbać,роаш
1231,gießen::V,lać,шӓвӓш
1232,gießen::V,podlać,шӓвӓш
1233,reifen::V,dojrzeć,кӱӓш
1234,reifen::V,dojrzeć,поспейӓш
1235,zubereiten::V,przyrządzić,йӓмдӹлӓш
1236,kochen::V,gotować,шолташ
1237,backen::V,piec,кӱктӓш
1238,braten::V,piec,жӓрӓш
1239,braten::V,smażyć,жӓрӓш
1240,umrühren::V,przemieszać,намалаш
1241,stricken::V,dziać,пидӓш
1242,nähen::V,szyć,ыргаш
1243,färben::V,pofarbować,пидӓш
1244,reinigen::V,oczyścić,чиӓлтӓш
1245,waschen::V,prać,мышкаш
1246,abwischen::V,obetrzeć,ӹштӓш
1247,spülen::V,płukać,шӱӓлтӓш
1248,fegen::V,zamiatać,ӹштӓш
1249,kehren::V,zamieść,ӹштӓш
1250,baden::V,kąpać się,нӱштӹлӓш
1251,sich waschen::V,myć się,мышкылташ
1252,ausziehen::V,zdjąć,кыдашаш
1253,anziehen::V,włożyć,чиӓш
1254,sich anziehen::V,ubrać się,чиӓш
1255,kämmen::V,uczesać,шерӓш
1256,schmücken::V,ozdabiać,цеверемдӓш
1257,sagen::V,powiedzieć,манаш
1258,sagen::V,powiedzieć,келесӓш
1259,sprechen::V,mówić,манаш
1260,reden::V,mówić,шайышташ
1261,sich unterhalten::V,rozmawiać,хытыраш
1262,sich unterhalten::V,rozmawiać,хытыргаш
1263,fragen::V,zapytać,ядаш
1264,bitten::V,prosić,ядаш
1265,erzählen::V,opowiedzieć,келесӓш
1266,mitteilen::V,zawiadomić o,попаш
1267,mitteilen::V,zawiadomić o,увертӓш
1268,mitteilen::V,zawiadomić o,увертӓрӓш
1269,nennen::V,nazwać,лӹмдӓш
1270,rufen::V,wołać,ӱжӓш
1271,prahlen::V,chełpić się,хайзаш
1272,prahlen::V,chełpić się,шаргаланаш
1273,übersetzen::V,tłumaczyć,вашташ
1274,denken::V,myśleć,машанаш
1275,glauben::V,sądzić,ӹнянӓш
1276,glauben::V,wierzyć,ӹнянӓш
1277,bemerken::V,zauważyć,цаклаш
1278,erkennen::V,poznać,пӓлӓш
1279,begreifen::V,zrozumieć,ынгылаш
1280,verstehen::V,rozumieć,ынгылаш
1281,verstehen::V,dosłyszeć,ынгылаш
1282,lernen::V,uczyć się,тыменяш
1283,wissen::V,wiedzieć,пӓлӓш
1284,sich erinnern an::V,przypomnieć sobie,ышештӓрӓш
1285,vergessen::V,zapomnieć,монден кодаш
1286,messen::V,mierzyć,висӓш
1287,zählen::V,liczyć,шотаяш
1288,rechnen::V,rachować,шотаяш
1289,lesen::V,czytać,лыдаш
1290,malen::V,malować,рисуяш
1291,zeichnen::V,rysować,ыдырка́лаш
1292,schreiben::V,pisać,вазаш
1293,besitzen::V,posiadać,кы́чаш
1294,kaufen::V,kupić,нӓлӓш
1295,verkaufen::V,sprzedać,выжалаш
1296,bezahlen::V,zapłacić,тӱлӓш
1297,zahlen::V,płacić,тӱлӓш
1298,beherrschen::V,opanować,кы́чаш
1299,ertragen::V,znieść,цӹтӓш
