,Concept_ID,cv,hy
675,schmutzig::A,пылчӑклӑ,կեղտոտ
676,schmutzig::A,вараланчӑк,կեղտոտ
677,roh::A,чӗрӗ,հում
678,reif::A,пулнӑ,հասած
679,reif::A,пулнӑ,հասուն
680,reif::A,пиҫӗхнӗ,հասած
681,reif::A,пиҫӗхнӗ,հասուն
682,reif::A,аталаннӑ,հասած
683,reif::A,аталаннӑ,հասուն
684,reif::A,пиҫсе ҫитнӗ,հասած
685,reif::A,пиҫсе ҫитнӗ,հասուն
686,lecker::A,тутлӑ,համեղ
687,lecker::A,техӗмлӗ,համեղ
688,süß::A,пылак,անուշ
689,bitter::A,йӳҫӗ,կծու
690,sauer::A,йӳҫӗ,թթու
691,sauer::A,йӳҫӗ,թթված
692,sauer::A,йӳҫек,թթու
693,sauer::A,йӳҫек,թթված
694,sauer::A,кӑвасак,թթու
695,sauer::A,кӑвасак,թթված
696,hell::A,ҫутӑ,պայծառ
697,hell::A,ҫутӑ,խելամիտ
698,dunkel::A,тӗттӗм,մութ
699,schwarz::A,хура,սեւ
700,weiß::A,шурӑ,սպիտակ
701,rot::A,хӗрлӗ,կարմիր
702,gelb::A,сарӑ,դեղին
703,blau::A,кӑвак,կապույտ
704,grün::A,симӗс,կանաչ
705,grün::A,пиҫмен,կանաչ
706,grün::A,ӑс пухман,կանաչ
707,grau::A,кӑвак,գորշ
708,bunt::A,чӑпар,գոյնզգոյն
709,billig::A,йӳнӗ,էժան
710,teuer::A,хаклӑ,թանկ
711,wertvoll::A,паха,թանկարժեք
712,blind::A,суккӑр,կույր
713,taub::A,хӑлхасӑр,խուլ
714,kräftig::A,хӑватлӑ,հզոր
715,stark::A,вирлӗ,ուժեղ
716,schwach::A,халсӑр,տկար
717,schwach::A,халсӑр,թույլ
718,fett::A,самӑр,գեր
719,fett::A,мӑнтӑр,գեր
720,schlank::A,йӑрӑс,նիհար
721,schlank::A,яштака,նիհար
722,hübsch::A,хитре,գրավիչ
723,hübsch::A,хитре,սիրունիկ
724,böse::A,усал,չար
725,dumm::A,ухмах,հիմար
726,faul::A,наян,ծույլ
727,faul::A,юлхав,ծույլ
728,faul::A,ӳркенчӗк,ծույլ
729,fleißig::A,хастар,ջանասեր
730,fleißig::A,хастар,փութաջան
731,geizig::A,хытӑ,ագահ
732,geizig::A,хытӑ,կծծի
733,klug::A,ӑслӑ,խելոք
734,klug::A,ӑслӑ,ընդունակ
735,geschickt::A,ӑста,ճարտար
736,lieb::A,савнӑ,սիրելի
737,lustig::A,хаваслӑ,զվարթ
738,sanft::A,ачаш,հեզ
739,hungrig::A,выҫӑ,քաղցած
740,krank::A,чирлӗ,հիվանդ
741,nackt::A,ҫара,մերկ
742,traurig::A,салхуллӑ,տխուր
743,lebendig::A,чӗрӗ,կենդանի
744,gut::A,аван,լավ
745,gut::A,лайӑх,լավ
746,schlecht::A,япӑх,վատ
747,schlecht::A,начар,վատ
748,richtig::A,тӗрӗс,ձիշտ
749,schlimm::A,йӗрӗнчӗк,լղրճուկ
750,wahr::A,чӑн,ճիշտ
751,wahr::A,чӑн,իրական
752,alt::A,кивӗ,հին
753,neu::A,ҫӗнӗ,նոր
754,ehemalig::A,пулнӑ,նախկին
755,alt[Lebewesen]::A,ватӑ,ծեր
756,alt[Lebewesen]::A,ватӑ,պառավ
757,jung::A,яш,մատաղ
758,jung::A,ҫамрӑк,մատաղ
759,arm::A,чухӑн,աղքատ
760,reich::A,пуян,հարուստ
761,bekannt::A,пӗлӗш,ծանոթ
762,berühmt::A,чаплӑ,հայտնի
763,berühmt::A,чаплӑ,հռչակավոր
764,fremd::A,ют,օտար
765,verschieden::A,расна,տարբեր
766,nah::A,ҫывӑх,մոտ
767,nah::A,ҫывӑх,մերձ
768,nah::A,ҫывӑхри,մոտ
769,nah::A,ҫывӑхри,մերձ
770,fern::A,инҫе,հեռավոր
771,fern::A,аякри,հեռավոր
772,linker::A,сулахай,ձախ
773,rechter::A,сылтӑм,աջ
774,anderer::A,урӑх,այլ
775,anderer::A,урӑх,ուրիշ
776,erster::A,пӗрремӗш,առաջին
777,zweiter::A,иккӗмӗш,երկրորդ
778,dritter::A,виҫҫӗмӗш,երրորդ
779,letzter::A,юлашки,վերջին
780,allein::ADV,пӗччен,միայնակ
781,auf einmal::ADV,кӗмӗрккен,միասնաբար
782,zusammen::ADV,пӗрле,միասին
783,zusammen::ADV,пӗрле,իրար հետ
784,lange::ADV,вӑрах,երկար ժամանակ
785,plötzlich::ADV,сасартӑк,հանկարծ
786,sofort::ADV,тӳрех,իսկույն
787,später::ADV,кайран,ավելի ուշ
788,später::ADV,кайран,հետո
789,jetzt::ADV,халь,այժմ
790,jetzt::ADV,халӗ,այժմ
791,heute::ADV,паян,այսօր
792,morgen::ADV,ыран,վաղը
793,bald::ADV,халех,շուտով
794,bald::ADV,кӗҫех,շուտով
795,dann::ADV,унтан,ապա
796,dann::ADV,унтан,հետո
797,gestern::ADV,ӗнер,երեկ
798,einst::ADV,пӗррехинче,հին ատեն
799,damals::ADV,ун чухне,ատէնին
800,damals::ADV,апла пулсан,ատէնին
801,danach::ADV,унтан,ապա
802,danach::ADV,унтан,այն ժամանակ
803,vorher::ADV,малтан,առաջ
804,zuerst::ADV,пирвай,նախ
805,einmal::ADV,пӗррехинче,մի անգամ
806,manchmal::ADV,хӑш чухне,երբեմն
807,oft::ADV,тӑтӑш,հաճախ
808,immer::ADV,ялан,միշտ
809,niemals::ADV,нихӑҫан та,երբեք
810,hier::ADV,кунта,այստեղ
811,hierhin::ADV,кунта,այստեղ
812,von hier::ADV,кунтан,այդտեղից
813,dort::ADV,унта,այնտեղ
814,dort::ADV,ҫавӑнта,այնտեղ
815,dorthin::ADV,унта,այնտեղ
816,dorthin::ADV,ҫавӑнта,այնտեղ
817,geradeaus::ADV,тикӗс,ուղիղ
818,vorwärts::ADV,малалла,առաջ
819,rückwärts::ADV,хыҫала,դեպի ետ
820,zurück::ADV,каялла,ետ
821,unten::ADV,аялта,ներքեւում
822,hinab::ADV,аялта,ներքեւ
823,oben::ADV,ҫӳлте,վերեւում
824,hinauf::ADV,ҫӳле,վերեւ
825,überall::ADV,таҫта та,ամենուր
826,überall::ADV,пур ҫӗрте те,ամենուր
827,überall::ADV,кирек ӑҫта та,ամենուր
828,nicht::ADV,мар,չէ
829,ein wenig::ADV,пӑртак,մի քիչ
830,kaum::ADV,аран,հազիվ
831,sehr::ADV,питӗ,շատ
832,so::ADV,апла,այդպես
833,noch::ADV,татах,դեռ
834,nur::ADV,ҫех,միայն
835,schon::ADV,ӗнтӗ,արդեն
836,wieder::ADV,каллех,նորից
837,wieder::ADV,каллех,դարձյալ
838,vergebens::ADV,харам,իզուր
839,vor::PRP,умӗнче,դիմացը
840,hinter::PRP,кайра,ետեւը
841,unter::PRP,айне,տակ
842,unter::PRP,айӗпе,տակ
843,unter::PRP,айӗнче,տակ
844,unter::PRP,ҫитеспе,տակ
845,durch::PRP,витӗр,միջով
846,neben::PRP,патӗнче,քովը
847,zwischen::PRP,хушшинче,միջեւ
848,wegen::PRP,пула,պատճառով
849,wegen::PRP,пула,շնորհից
850,wegen::PRP,пирки,պատճառով
851,wegen::PRP,пирки,շնորհից
852,dies::PRN,ку,սա
853,dies::PRN,ку,այս
854,dies::PRN,ҫак,սա
855,dies::PRN,ҫак,այս
856,das::PRN,ҫав,դա
857,das::PRN,ҫав,այդ
858,alles::PRN,пурте,ամեն ինչ
859,alles::PRN,йӑлт,ամեն ինչ
860,ich::PRN,эп,ես
861,du::PRN,эс,դու
862,er::PRN,вӑл,նա
863,wir::PRN,эпир,մենք
864,ihr::PRN,эсир,դուք
865,sie::PRN,вӗсем,նրանք
866,was::FPRN,мӗн,ինչ
867,was::FPRN,мӗскер,ինչ
868,was::FPRN,мӗн те пулин,ինչ
869,wer::FPRN,кам,ով
870,wo::FADV,ӑҫта,ուր
871,wo::FADV,ӑҫта,որտեղ
872,wohin::FADV,ӑҫта,դեպի ուր
873,wie::FADV,епле,ինչպես
874,wie::FADV,мӗнле,ինչպես
875,warum::FADV,ма,ինչու
876,warum::FADV,мӗншӗн,ինչու
877,wieviel::FNUM,миҫе,որչափ
878,eins::NUM,пӗр,մեկ
879,eins::NUM,пӗрре,մեկ
880,zwei::NUM,ик,երկու
881,zwei::NUM,икӗ,երկու
882,zwei::NUM,иккӗ,երկու
883,drei::NUM,виҫ,երեք
884,drei::NUM,виҫӗ,երեք
885,drei::NUM,виҫҫӗ,երեք
886,vier::NUM,тӑват,չորս
887,fünf::NUM,пилӗк,հինգ
888,fünf::NUM,пиллӗк,հինգ
889,sechs::NUM,улт,վեց
890,sechs::NUM,ултӑ,վեց
891,sechs::NUM,улттӑ,վեց
892,sieben::NUM,ҫич,յոթ
893,sieben::NUM,ҫичӗ,յոթ
894,sieben::NUM,ҫиччӗ,յոթ
895,acht::NUM,сакӑр,ութ
896,acht::NUM,саккӑр,ութ
897,neun::NUM,тӑхӑр,ինը
898,neun::NUM,тӑххӑр,ինը
899,zehn::NUM,вунӑ,տասը
900,zehn::NUM,вуннӑ,տասը
901,elf::NUM,вун пӗр,տասնմեկ
902,zwölf::NUM,вун ик,տասներկու
903,zwölf::NUM,вун икӗ,տասներկու
904,zwölf::NUM,вун иккӗ,տասներկու
905,zwanzig::NUM,ҫирӗм,քսան
906,dreißig::NUM,вӑтӑр,երեսուն
907,vierzig::NUM,хӗрӗх,քառասուն
908,fünfzig::NUM,аллӑ,հիսուն
909,sechzig::NUM,утмӑл,վաթսուն
910,siebzig::NUM,ҫитмӗл,յոթանասուն
911,achtzig::NUM,сакӑр вунӑ,ութսուն
912,achtzig::NUM,сакӑр вуннӑ,ութսուն
913,neunzig::NUM,тӑхӑр вун,իննսուն
914,neunzig::NUM,тӑхӑр вунӑ,իննսուն
915,neunzig::NUM,тӑхӑр вуннӑ,իննսուն
916,hundert::NUM,ҫӗр,հարյուր
917,tausend::NUM,пин,հազար
918,und::CNJ,та,ու
919,oder::CNJ,е,կամ
920,stehen::V,тӑр,կանգնել
921,sitzen::V,лар,նստել
922,liegen::V,вырт,ստել
923,hängen::V,усӑнса тӑр,կախվել
924,hängen::V,ҫакӑнса тӑр,կախվել
925,werden::V,пул,դառնալ
926,passieren::V,пул,պատահել
927,beginnen::V,пуҫлан,սկսվել
928,enden::V,пӗт,վերջանալ
929,enden::V,вӗҫлен,վերջանալ
930,wechseln::V,улшӑн,փոխվել
931,aufgehen[Sonne]::V,тух,բարձրանալ
932,aufgehen[Sonne]::V,тух,ելնել 
933,untergehen[Sonne]::V,анса лар,մտնել
934,scheinen[Sonne]::V,пӑх,շողալ
935,scheinen[Sonne]::V,пӑх,փայլել
936,donnern::V,кӗмсӗртет,որոտալ
937,donnern::V,авӑт,որոտալ
938,wehen::V,варкӑш,փչել
939,strömen::V,тӑкӑн,հոսել
940,fließen::V,юх,հոսել
941,sich drehen::V,ҫаврӑн,պտտվել
942,schwanken::V,чӳхен,տատանվել
943,schwingen::V,суллан,ճոճվել
944,fallen::V,кип,ընկնել
945,fallen::V,тӳр кип,ընկնել
946,fallen::V,татӑлса ан,ընկնել
947,brennen::V,ҫун,այրվել
948,rauchen::V,мӑкӑрлан,ծխել
949,rauchen::V,тӗтӗм кӑлар,ծխել
950,regnen::V,ҫумӑр ҫӑвать,անձրեւ գալ
951,gefrieren::V,шӑн,սառչել
952,tauen::V,ирӗл,լկիլ
953,schmelzen::V,ирӗл,հալիլ
954,trocknen::V,тип,չորանալ
955,sieden::V,вӗре,եռալ
956,faulen::V,ҫӗр,փտել
957,verfaulen::V,ҫӗр,նեխել
958,reißen::V,ҫурӑл,պատռվել
959,reißen::V,ҫурӑл,ճղվել
960,versinken::V,пут,սուզվել
961,vergehen::V,ирт,անցնել 
962,erscheinen::V,курӑн,հայտնվել
963,erscheinen::V,курӑн,երեւալ
964,erscheinen::V,курӑнса кай,հայտնվել
965,erscheinen::V,курӑнса кай,երեւալ
966,verschwinden::V,ҫухал,անհետանալ
967,sinken::V,чак,ընկնել
968,abnehmen::V,чак,փոքրանալ
969,zunehmen::V,пысӑклан,մեծանալ
970,steigen::V,ҫӗклен,բարձրանալ
971,wachsen::V,ӳс,աճել
972,glänzen::V,ҫиҫ,նշուլել
973,glänzen::V,ҫиҫ,փայլիլ
974,funkeln::V,ялкӑш,փայլատակել
975,funkeln::V,йӑлтӑртат,փայլատակել
976,lärmen::V,шавла,աղմուկ հանել
977,läuten::V,шӑнкӑравла,զնգալ
978,klingeln::V,шӑнкӑравла,զնգալ
979,klirren::V,калтлат,զնգզնգալ
980,klirren::V,шӑнкӑлтат,զնգզնգալ
981,brausen::V,ахӑр,մոլեգնել
982,rauschen::V,вашӑлтат,սոսափել
983,rauschen::V,чашӑлтат,սոսափել
984,klingen::V,янӑра,հնչել
985,bellen::V,вӗр,հաչել
986,heulen::V,ула,ոռնալ 
987,blasen::V,вӗр,փչել 
988,pfeifen::V,шӑхӑр,սուլել
989,schreien::V,кӑшкӑр,գոռալ 
990,stöhnen::V,йынӑш,տնքալ
991,zittern::V,чӗтре,դողալ
992,leben::V,пурӑн,ապրել
993,geboren werden::V,ҫурал,ծնվել
994,atmen::V,сывла,շնչել
995,trinken::V,ӗҫ,խմել
996,essen::V,ҫи,ուտել
997,schlucken::V,ҫӑт,կլանել
998,schlucken::V,ҫӑт,կուլ տալ
999,müde werden::V,ӗшен,հոգնել
1000,einschlafen::V,ыйха пут,քուն մտնել
1001,einschlafen::V,ҫывӑрса кай,քուն մտնել
1002,schlafen::V,ҫывӑр,քնել
1003,aufwachen::V,вӑран,արթննալ
1004,aufstehen::V,тӑр,ելլել
1005,sich erholen::V,кан,հանգստանալ
1006,krank werden::V,чирле,հիւանդանալ
1007,krank sein::V,чирле,հիվանդ լինել
1008,schmerzen::V,сур,ցավել
1009,schmerzen::V,ырат,ցավել
1010,husten::V,ӳсӗр,հազալ
1011,genesen::V,сывал,ապաքինվել
1012,genesen::V,тӳрлен,ապաքինվել
1013,sterben::V,вил,մեռնել
1014,sterben::V,вил,վախճանվել
1015,umkommen::V,вил,կործանվել
1016,sich bewegen::V,куҫ,ընթանալ
1017,sich rühren::V,хускал,շարժվել
1018,sich erheben::V,тӑр,կանգնել
1019,sich erheben::V,тӑр,վեր կենալ
1020,sich setzen::V,лар,նստել
1021,hinfallen::V,ӳк,ընկնել
1022,laufen::V,ут,քայլել
1023,schreiten::V,ут,ճեմել
1024,spazierengehen::V,уҫӑлса ҫӳре,շրջագայել
1025,spazierengehen::V,уткаласа ҫӳре,շրջագայել
1026,eilen::V,васка,շտապել
1027,eilen::V,хыпалан,շտապել
1028,sich beeilen::V,васка,շտապել 
1029,sich beeilen::V,хыпалан,շտապել 
1030,sausen::V,ыткӑн,սլանալ
1031,sausen::V,вӗҫтер,սլանալ
1032,rennen::V,чуп,վազել
1033,springen::V,сик,ցատկել
1034,klettern::V,улӑх,մագլցել
1035,schaukeln::V,йӳрӗн,ճոճվել
1036,schaukeln::V,йӳрӗн,օրորվել
1037,kriechen::V,шу,սողալ
1038,kriechen::V,упален,սողալ
1039,schwimmen::V,иш,լողալ
1040,tauchen::V,чӑм,սուզվել
1041,rudern::V,авӑс,թիավարել
1042,fahren::V,пыр,ընթանալ
1043,fliegen::V,вӗҫ,թռչել
1044,gehen::V,кай,գնալ
1045,weggehen::V,кай,հեռանալ
1046,abfahren::V,тапран,ճանապարհվել
1047,anhalten::V,чарӑн,կանգնել
1048,hineingehen::V,кӗр,մտնել
1049,eintreten::V,кӗр,մտնել
1050,kommen::V,кил,գալ
1051,ankommen::V,ҫит,ժամանել
1052,zurückkommen::V,таврӑн,վերադառնալ
1053,zurückkommen::V,каялла кил,վերադառնալ
1054,bleiben::V,юл,մնալ
1055,warten::V,кӗт,սպասել
1056,erwarten::V,кӗт,սպասել
1057,suchen::V,шыра,որոնել
1058,finden::V,туп,գտնել
1059,versuchen::V,пикен,փորձել
1060,vorbereiten::V,хатӗрле,պատրաստել
1061,lieben::V,юрат,սիրել
1062,mögen::V,кӑмӑлла,հավանել
1063,mögen::V,кӑмӑлла,սիրել
1064,mögen::V,килӗштер,հավանել
1065,mögen::V,килӗштер,սիրել
1066,lachen::V,кул,ծիծաղել
1067,lachen::V,ахӑлтат,ծիծաղել
1068,rühren::V,ҫулӑх,հուզել
1069,weinen::V,йӗр,լալ
1070,weinen::V,макӑр,լալ
1071,schimpfen::V,вӑрҫ,տրտնջալ
1072,schimpfen::V,вӑрҫ,քրթմնջել
1073,schimpfen::V,ятлаҫ,տրտնջալ
1074,schimpfen::V,ятлаҫ,քրթմնջել
1075,sich ärgern::V,ҫиллен,զայրանալ
1076,sich fürchten::V,шиклен,վախնալ
1077,fürchten::V,хӑра,վախենալ
1078,fliehen::V,тар,փախչել
1079,flüchten::V,чупса тар,փախչել
1080,sehen::V,кур,տեսնել
1081,anschauen::V,пӑхса ил,դիտել
1082,ansehen::V,пӑх,նայել
1083,hören::V,илт,լսել
1084,zuhören::V,итле,ունկնդրել
1085,zuhören::V,тӑнла,ունկնդրել
1086,probieren::V,астив,համը տեսել
1087,riechen::V,шӑршла,հոտ առնել
1088,fühlen::V,туй,զգալ
1089,fühlen::V,сис,զգալ
1090,scheinen::V,туйӑн,երեւալ
1091,zu sehen sein::V,курӑн,երեւալ
1092,vernehmen::V,пӑл,իմանալ 
1093,frieren::V,йӳтен,մրսել
1094,tun::V,ту,անել
1095,können::V,пултар,կարողանալ
1096,wollen::V,те,ուզել
1097,wollen::V,те,ցանկանալ
1098,anfangen::V,пуҫла,սկսել
1099,beenden::V,пӗтер,վերջացնել
1100,aufhören::V,пӑрах,դադարել
1101,gelingen::V,ӑн,հաջողվել
1102,gelingen::V,ӑн,գլուխ գալ
1103,geraten::V,пул,ստացվել
1104,öffnen::V,уҫ,բաց անել
1105,schließen::V,хуп,փակել 
1106,stellen::V,ларт,դնել
1107,stellen::V,тӑрат,դնել
1108,setzen::V,ларт,նստեցնել
1109,legen::V,хур,դնել
1110,berühren::V,перӗн,դիպչել
1111,berühren::V,перӗн,շոշափել
1112,verbinden::V,сып,շաղկապել
1113,bedecken::V,вит,ծածկել
1114,aufhängen::V,ҫак,կախել
1115,anzünden::V,ҫут,վառել
1116,aufheben::V,ҫӗкле,վերցնել
1117,zurücklassen::V,манса хӑвар,թողնել
1118,verlieren::V,ҫӗтер,կորցնել
1119,fallen lassen::V,ӳкер,գցել
1120,machen::V,ту,անել
1121,herstellen::V,ӑстала,արտադրել
1122,bauen::V,ту,կառուցել
1123,reparieren::V,юса,նորոգել
1124,verbessern::V,лайӑхлат,բարելավել
1125,ändern::V,улӑштар,փոխել
1126,graben::V,чав,փորել
1127,graben::V,чакала,փորել
1128,beugen::V,кукӑрт,ծռել
1129,biegen::V,ав,թեքել
1130,biegen::V,кукӑрт,թեքել
1131,drehen::V,ҫавӑр,ոլորել
1132,wenden::V,ӳпӗнтер,պտտել
1133,umdrehen::V,ҫавӑр,շրջել
1134,heben::V,хӑпарт,բարձրացնել
1135,hochheben::V,йӑт,բարձրացնել
1136,ergreifen::V,тыт,վարակվել
1137,halten::V,тыт,բռնել
1138,drücken::V,пус,ճնշել
1139,schieben::V,тӗк,հրել
1140,schieben::V,тӗрт,հրել
1141,kratzen::V,хыр,քերել
1142,lecken::V,ҫула,լիզել
1143,beißen::V,ҫырт,կծել
1144,beißen::V,хып,կծել
1145,abreißen::V,тат,պոկել
1146,abschneiden::V,кас,կտրել 
1147,binden::V,ҫых,կապել
1148,stecken::V,чик,խրել
1149,brechen::V,хуҫ,կոտրել 
1150,klopfen::V,такка,թակել
1151,hauen::V,шакка,ծեծել
1152,kleben::V,ҫыпӑҫтар,կպցնել
1153,reiben::V,сӑтӑр,շփել
1154,streichen::V,сӗр,վրան քսել
1155,schleifen::V,хӑйра,սրել 
1156,schneiden::V,кас,կտրել
1157,rütteln::V,лӑка,ցնցել
1158,rütteln::V,силлентер,ցնցել
1159,schütteln::V,лӑка,թափահարել
1160,schütteln::V,силлентер,թափահարել
1161,schwenken::V,сулла,ճոճել
1162,schütten::V,тултар,լցնել
1163,füllen::V,тултар,լիքը լցնել
1164,einwickeln::V,чӗрке,փաթաթել
1165,tragen::V,ҫӗкле,կրել
1166,tragen::V,ҫӗкле,տանել
1167,schleppen::V,сӗтӗр,քաշել
1168,ziehen::V,тӑс,ձգել
1169,ziehen::V,тӑс,քաշել
1170,aufbewahren::V,усра,պահել 
1171,werfen::V,пӑрах,նետել
1172,fangen::V,тыт,
1173,packen::V,тыт,հափշտակել
1174,verstecken::V,пытарса хур,ծածկել
1175,teilen::V,уйӑр,բաժանել
1176,teilen::V,пайла,բաժանել
1177,schicken::V,яр,ուղարկել
1178,bringen::V,кӳр,բերել
1179,hinzufügen::V,хуш,ավելացնել
1180,bekommen::V,ил,հայթայթել
1181,bekommen::V,туян,հայթայթել
1182,erhalten::V,ил,ստանալ
1183,erhalten::V,туян,ստանալ
1184,nehmen::V,ил,վերցնել
1185,wählen::V,суйла,ընտրել
1186,auswählen::V,суйла,գերադասել
1187,bewahren::V,упра,պահպանել
1188,behindern::V,кансӗрле,խոչընդոտել
1189,behindern::V,чӑрмантар,խոչընդոտել
1190,verderben::V,пӑс,փչացնել
1191,beschädigen::V,пӑс,վնասել
1192,zerbrechen::V,ват,ջարդել
1193,zerbrechen::V,ват,կոտրել
1194,zerbrechen::V,ҫӗмӗр,ջարդել
1195,zerbrechen::V,ҫӗмӗр,կոտրել
1196,zerreißen::V,ҫур,պատռել
1197,zerstören::V,иш,քանդել
1198,verbrennen::V,ҫунтар,այրել
1199,geben::V,пар,տալ
1200,reichen::V,пар,հանձնել
1201,schenken::V,парнеле,նվիրել
1202,versprechen::V,тума пул,խոստանալ
1203,versprechen::V,сӑмах пар,խոստանալ
1204,wünschen::V,сун,մաղթել
1205,loben::V,ырла,գովել
1206,küssen::V,чуп ту,համբուրել
1207,wiegen::V,сиктер,օրորել
1208,wiegen::V,силле,օրորել
1209,zudecken::V,вит,վրան գցել
1210,wecken::V,вӑрат,զարթնեցնել
1211,zeigen::V,кӑтарт,ցույց տալ
1212,führen::V,илсе пыр,ուղեկցել
1213,führen::V,ҫавӑтса пыр,ուղեկցել
1214,lehren::V,вёрент,սովորեցնել
1215,unterrichten::V,вёрент,ավանդել
1216,aufziehen::V,вӗрент,դաստիարակել
1217,leiten::V,тытса пыр,ղեկավարել
1218,leiten::V,тытса пыр,կառավարել
1219,antreiben::V,васкат,շտապեցնել
1220,lassen::V,пусахла,ստիպել
1221,lassen::V,хуш,ստիպել
1222,einladen::V,чӗн,հրավիրել
1223,vereinigen::V,пӗрлештер,միացնել
1224,besuchen::V,ҫит,այցելել
1225,besuchen::V,кӗрсе кур,այցելել
1226,treffen::V,тӗл пул,հանդիպել
1227,sich versammeln::V,пуҫтарӑн,հավաքվել
1228,spielen::V,выля,խաղալ
1229,singen::V,юрла,երգել
1230,tanzen::V,ташла,պարել
1231,sich trennen::V,уйрӑл,ցրվել
1232,verlassen::V,хӑвар,լքել
1233,retten::V,ҫӑл,փրկել
1234,bewachen::V,хуралла,պահել
1235,schützen::V,сыхла,պաշտպանել
1236,verteidigen::V,хӳтӗле,պաշտպանել
1237,sich schlagen::V,ҫапӑҫ,կռվել
1238,schießen::V,пер,կրակել
1239,siegen::V,ҫӗн,հաղթել
1240,siegen::V,ҫӗнтер,հաղթել
1241,ärgern::V,тарӑхтар,ձանձրացնել
1242,ärgern::V,ҫиллентер,ձանձրացնել
1243,schlagen::V,ҫап,խփել
1244,treten::V,тап,քացի տալ
1245,stechen::V,чик,խայթել
1246,stoßen::V,чыш,մղել
1247,stehlen::V,вӑрла,գողանալ
1248,stören::V,кансӗрле,խանգարել
1249,belästigen::V,аптӑрат,անհանգստացնել
1250,belästigen::V,хупла,անհանգստացնել
1251,verbergen::V,пытар,թաքցնել
1252,täuschen::V,суй,խաբել
1253,betrügen::V,ултала,խաբել
1254,töten::V,вӗлер,սպանել 
1255,wohnen::V,чуна пар,բնակվել
1256,wohnen::V,парӑнса тӑр,բնակվել
1257,arbeiten::V,ӗҫле,աշխատել
1258,sammeln::V,пух,հավաքել
1259,pflücken::V,тат,քաղել
1260,jagen::V,сунара ҫӳре,որս անել
1261,fischen::V,пулӑ тыт,ձուկ բռնել
1262,fassen::V,тыт,բռնել
1263,hüten::V,кӗт,արածեցնել
1264,treiben::V,хӑвала,հովուել
1265,anbinden::V,кӑкар,չուանել
1266,füttern::V,ҫитер,կերակրել
1267,melken::V,су,կթել
1268,hacken::V,вакла,կոտորել
1269,gießen::V,шӑвар,ջրել
1270,reifen::V,пиҫ,հասունանալ 
1271,zubereiten::V,пӗҫер,պատրաստել
1272,kochen::V,пӗҫер,եփել
1273,backen::V,пӗҫер,թխել
1274,braten::V,ӑшала,տապակել
1275,umrühren::V,хутӑштар,խառնել
1276,stricken::V,ҫых,գործել
1277,nähen::V,ҫӗле,կարել
1278,färben::V,пӗвет,ներկել
1279,reinigen::V,тасат,մաքրել
1280,waschen::V,ҫу,լվանալ
1281,abwischen::V,шӑл,սրբել
1282,spülen::V,чӳхе,ողողել
1283,spülen::V,чӳхе,պարզաջրել
1284,fegen::V,шӑл,ավլել
1285,kehren::V,шӑл,ավլել
1286,baden::V,шыва кӗр,լողանալ
1287,sich waschen::V,ҫӑвӑн,լվացվել
1288,ausziehen::V,салан,հանել
1289,anziehen::V,тӑхӑн,հագնել
1290,sich anziehen::V,тӑхӑн,հագնվել
1291,kämmen::V,тура,սանրել
1292,schmücken::V,илемлет,զարդարել
1293,sagen::V,те,ասել
1294,sprechen::V,кала,խոսել
1295,reden::V,сӑмахла,զրուցել
1296,reden::V,калаҫ,զրուցել
1297,sich unterhalten::V,пупле,խոսակցել
1298,fragen::V,ыйт,հարցնել
1299,bitten::V,ыйт,խնդրել
1300,erzählen::V,каласа пар,պատմել
1301,mitteilen::V,пӗлтер,հաղորդել
1302,mitteilen::V,хыпарла,հաղորդել
1303,nennen::V,те,անվանել
1304,nennen::V,чӗн,անվանել
1305,rufen::V,чӗн,կանչել
1306,prahlen::V,мухтан,պարծենալ
1307,prahlen::V,вӗҫкӗнлен,պարծենալ
1308,übersetzen::V,куҫар,թարգմանել
1309,denken::V,шухӑшла,մտածել
1310,glauben::V,ӗнен,հավատալ
1311,bemerken::V,асӑрха,նկատել
1312,erkennen::V,палла,ճանաչել
1313,begreifen::V,ӑнлан,հասկանալ
1314,verstehen::V,пӗл,ըմբռնել
1315,lernen::V,вӗрен,սովորել
1316,wissen::V,пӗл,իմանալ
1317,wissen::V,ӑнкар,իմանալ
1318,sich erinnern an::V,аса ил,հիշել
1319,sich erinnern an::V,аса ил,մտաբերել
1320,vergessen::V,ман,մոռանալ
1321,vergessen::V,манса кай,մոռանալ
1322,messen::V,виҫ,չափել
1323,zählen::V,шутла,թվել
1324,zählen::V,шутла,հաշվել
1325,rechnen::V,шутла,հաշվել
1326,rechnen::V,шутла,հաշվարկել
1327,lesen::V,вула,կարդալ
1328,malen::V,ӳкер,նկարել
1329,zeichnen::V,ӳкер,գծել
1330,schreiben::V,ҫыр,գրել
1331,besitzen::V,тыт,ունենալ
1332,besitzen::V,тыт,տեր լինել
1333,kaufen::V,ил,գնել
1334,kaufen::V,туян,գնել
1335,verkaufen::V,сут,վաճառել
1336,bezahlen::V,тӳле,վճարել
1337,zahlen::V,тӳле,վճարել
1338,beherrschen::V,тыт,ղեկավարել
1339,ertragen::V,тӳс,դիմանալ
1340,Bauch::N,,փոր
1341,Bauch::N,,որովայն
