,Concept_ID,xal,lv
63,Ellenbogen::N,тоха,гырддза
64,Ellenbogen::N,тоха,elkonis
65,Hand::N,баһлцг,ки
66,Hand::N,баһлцг,roka
67,Hand::N,баһлцг,plauksta
68,Handfläche::N,альхн,ки пыдӧс
69,Handfläche::N,альхн,delna
70,Handfläche::N,альхн,plauksta
71,Finger::N,хурһн,чунь
72,Finger::N,хурһн,pirksts
73,Finger::N,һарин хурһн,чунь
74,Finger::N,һарин хурһн,pirksts
75,Fingernagel::N,хумсн,гыж
76,Fingernagel::N,хумсн,nags
77,Nagel[Anatomie]::N,хумсн,гыж
78,Nagel[Anatomie]::N,хумсн,nags
79,Zeh::N,хурһн,кок чунь
80,Zeh::N,хурһн,pirksts
81,Zeh::N,көлин хурһн,кок чунь
82,Zeh::N,көлин хурһн,pirksts
83,Fuß::N,тавг,кок
84,Fuß::N,тавг,kāja
85,Ferse::N,өскә,кокбӧр
86,Ferse::N,өскә,papēdis
87,Knie::N,өвдг,пидзӧс
88,Knie::N,өвдг,celis
89,Oberschenkel::N,һуй,лядьвей
90,Oberschenkel::N,һуй,бек
91,Oberschenkel::N,һуй,ciska
92,Oberschenkel::N,һуй,augšstilbs
93,Bein::N,көл,кок
94,Bein::N,көл,kāja
95,Körper::N,махмуд,туша
96,Körper::N,махмуд,вывтыр
97,Körper::N,махмуд,miesa
98,Körper::N,махмуд,ķermenis
99,Haut::N,арсн,ку
100,Haut::N,арсн,āda
101,Blut::N,цусн,вир
102,Blut::N,цусн,asins
103,Ader::N,судцн,сӧн
104,Ader::N,судцн,asinsvads
105,Sehne::N,шүрүсн,вез
106,Sehne::N,шүрүсн,dzīsla
107,Knochen::N,ясн,лы
108,Knochen::N,ясн,kauls
109,Gehirn::N,экн,вем
110,Gehirn::N,экн,smadzenes
111,Herz::N,зүркн,сьӧлӧм
112,Herz::N,зүркн,sirds
113,Magen::N,гесн,кынӧм
114,Magen::N,гесн,kuņģis
115,Leber::N,элкн,мус
116,Leber::N,элкн,aknas
117,Atem::N,әмсхл,лов
118,Atem::N,әмсхл,elpa
119,Hunger::N,харһнлһн,тшыг
120,Hunger::N,харһнлһн,bads
121,Hunger::N,харһнлһн,izsalkums
122,Träne::N,нульмсн,синва
123,Träne::N,нульмсн,asara
124,Geschmack::N,амтн,кӧр
125,Geschmack::N,амтн,чӧсмӧс
126,Geschmack::N,амтн,garša
127,Geruch::N,үнр,зын
128,Geruch::N,үнр,дук
129,Geruch::N,үнр,smaka
130,Schlaf::N,нөр,узьӧм
131,Schlaf::N,нөр,miegs
132,Traum::N,зүүдн,вӧт
133,Traum::N,зүүдн,вӧтасьӧм
134,Traum::N,зүүдн,sapnis
135,Himmel::N,теңгр,енэж
136,Himmel::N,теңгр,debess
137,Sonne::N,нарн,шонді
138,Sonne::N,нарн,saule
139,Mond::N,сар,тӧлысь
140,Mond::N,сар,mēness
141,Stern::N,одн,кодзув
142,Stern::N,одн,zvaigzne
143,Luft::N,аһар,сынӧд
144,Luft::N,аһар,gaiss
145,Wind::N,салькн,тӧв
146,Wind::N,салькн,vējš
147,Welle::N,дольган,гы
148,Welle::N,дольган,vilnis
149,Wasser::N,усн,ва
150,Wasser::N,усн,ūdens
151,Stein::N,чолун,из
152,Stein::N,чолун,akmens
153,Boden::N,Һазр,му
154,Boden::N,Һазр,augsne
155,Erde::N,Һазр,му
156,Erde::N,Һазр,му-ва
157,Erde::N,Һазр,zeme
158,Staub::N,тоосн,бус
159,Staub::N,тоосн,putekļi
160,Rauch::N,утан,тшын
161,Rauch::N,утан,dūmi
162,Funke::N,очн,кинь
163,Funke::N,очн,би кинь
164,Funke::N,очн,dzirkstele
165,Feuer::N,һал,би
166,Feuer::N,һал,uguns
167,Licht::N,герл,югӧр
168,Licht::N,герл,gaisma
169,Schatten::N,сүүдр,вуджӧр
170,Schatten::N,сүүдр,ēna
171,Wetter::N,теңгр,поводдя
172,Wetter::N,теңгр,laiks
173,Nebel::N,будн,ру
174,Nebel::N,будн,онь
175,Nebel::N,будн,migla
176,Wolke::N,үүлн,кымӧр
177,Wolke::N,үүлн,mākonis
178,Regen::N,хур,зэр
179,Regen::N,хур,lietus
180,Schnee::N,цасн,лым
181,Schnee::N,цасн,sniegs
182,Eis::N,мөсн,йи
183,Eis::N,мөсн,ledus
184,Frost::N,киитн,кӧдзыд
185,Frost::N,киитн,sals
186,Kälte::N,киитн,кӧдзыд
187,Kälte::N,киитн,saltums
188,Kälte::N,киитн,aukstums
189,Hitze::N,халун,пӧсь
190,Hitze::N,халун,гожӧд
191,Hitze::N,халун,karstums
192,Raureif::N,цаң,пуж
193,Raureif::N,цаң,гыӧр
194,Raureif::N,цаң,sarma
195,Raureif::N,кирү,пуж
196,Raureif::N,кирү,гыӧр
197,Raureif::N,кирү,sarma
198,Regenbogen::N,солңһ,ӧшкамӧшка
199,Regenbogen::N,солңһ,varavīksne
200,Donner::N,оһтрһун дун,гым
201,Donner::N,оһтрһун дун,pērkons
202,Strömung::N,урсхл,ва ныр
203,Strömung::N,урсхл,визувтӧм
204,Strömung::N,урсхл,straume
205,Strömung::N,урсхл,strāvojums
206,Tropfen::N,дусал,войт
207,Tropfen::N,дусал,lāse
208,Schaum::N,көөсн,быг
209,Schaum::N,көөсн,быгзьӧм
210,Schaum::N,көөсн,putas
211,Schmutz::N,кир,няйт
212,Schmutz::N,кир,dubļi
213,See::N,нур,ты
214,See::N,нур,ezers
215,Sumpf::N,унул,гыбад
216,Sumpf::N,унул,кад
217,Sumpf::N,унул,dumbrājs
218,Sumpf::N,унул,staignājs
219,Moor::N,улм,нюр
220,Moor::N,улм,purvs
221,Moor::N,улм,muklājs
222,Wiese::N,хадлһн,видз
223,Wiese::N,хадлһн,pļava
224,Wald::N,ө-модн,вӧр
225,Wald::N,ө-модн,mežs
226,Hügel::N,толһа,дзиб
227,Hügel::N,толһа,мыльк
228,Hügel::N,толһа,нӧрыс
229,Hügel::N,толһа,paugurs
230,Anhöhe::N,хамр,мыльк
231,Anhöhe::N,хамр,нӧрыс
232,Anhöhe::N,хамр,paugurs
233,Berg::N,уул,чой
234,Berg::N,уул,керӧс
235,Berg::N,уул,kalns
236,Gipfel::N,ора,чук
237,Gipfel::N,ора,virsotne
238,Höhle::N,хадин көндә,рудӧг
239,Höhle::N,хадин көндә,ala
240,Abhang::N,ташу,ньывк
241,Abhang::N,ташу,бокша
242,Abhang::N,ташу,nogāze
243,Quelle::N,булг,ӧшмӧс
244,Quelle::N,булг,avots
245,Bach::N,һооҗур,шор
246,Bach::N,һооҗур,urga
247,Bach::N,һооҗур,strauts
248,Fluss::N,һол,ю
249,Fluss::N,һол,upe
250,Ufer::N,көвә,вадор
251,Ufer::N,көвә,krasts
252,Küste::N,көвә,вадор
253,Küste::N,көвә,piekraste
254,Küste::N,теңгсин көвә,вадор
255,Küste::N,теңгсин көвә,piekraste
256,Festland::N,хүүрә һазр,му
257,Festland::N,хүүрә һазр,sauszeme
258,Meer::N,теңгс,саридз
259,Meer::N,теңгс,jūra
260,Bucht::N,цекә,куръя
261,Bucht::N,цекә,līcis
262,Bucht::N,теңгсин цекә,куръя
263,Bucht::N,теңгсин цекә,līcis
264,Insel::N,арл,ді
265,Insel::N,арл,sala
266,Blume::N,цецг,дзоридз
267,Blume::N,цецг,puķe
268,Blume::N,цецг,zieds
269,Gras::N,ноһан,турун
270,Gras::N,ноһан,zāle
271,Wurzel::N,уңг,вуж
272,Wurzel::N,уңг,sakne
273,Baum::N,модн,пу
274,Baum::N,модн,koks
275,Stamm::N,шилв,пучер
276,Stamm::N,шилв,stumbrs
277,Stamm::N,һол модн,пучер
278,Stamm::N,һол модн,stumbrs
279,Rinde::N,көрсн,кырсь
280,Rinde::N,көрсн,miza
281,Ast::N,ац,ув
282,Ast::N,ац,zars
283,Zweig::N,ац,вож
284,Zweig::N,ац,nozare
285,Blatt::N,хамтхасн,кор
286,Blatt::N,хамтхасн,lapa
287,Birke::N,хусм модн,кыдз
288,Birke::N,хусм модн,bērzs
289,Kiefer[Baum]::N,шар харһа,пожӧм
290,Kiefer[Baum]::N,шар харһа,priede
291,Weide[Baum]::N,удн,бадь
292,Weide[Baum]::N,удн,kārkls
293,Tanne::N,җөөлн цаһан модн,коз
294,Tanne::N,җөөлн цаһан модн,egle
295,Horn::N,өвр,сюр
296,Horn::N,өвр,rags
297,Feder::N,өрвлг,гӧн
298,Feder::N,өрвлг,тывборд
299,Feder::N,өрвлг,spalva
300,Fell::N,арсн,ку
301,Fell::N,арсн,āda
302,Flügel::N,җивр,борд
303,Flügel::N,җивр,spārns
304,Klaue::N,хумсн,гыж
305,Klaue::N,хумсн,nags
306,Kralle::N,тавг,гыж
307,Kralle::N,тавг,nags
308,Schwanz::N,сүл,бӧж
309,Schwanz::N,сүл,ļipa
310,Ei::N,өндгн,кольк
311,Ei::N,өндгн,ola
312,Nest::N,үр,поз
313,Nest::N,үр,ligzda
314,Bau::N,нүкн,горс
315,Bau::N,нүкн,пырмӧс
316,Bau::N,нүкн,гу
317,Bau::N,нүкн,ala
318,Tier::N,мал,пемӧс
319,Tier::N,мал,dzīvnieks
320,Herde::N,сүрг мал,стада
321,Herde::N,сүрг мал,кельӧб
322,Herde::N,сүрг мал,ganāmpulks
323,Kuh::N,үкр,мӧс
324,Kuh::N,үкр,govs
325,Bulle::N,бух,ӧш
326,Bulle::N,бух,bullis
327,Pferd::N,мөрн,вӧв
328,Pferd::N,мөрн,zirgs
329,Schaf::N,хөн,ыж
330,Schaf::N,хөн,aita
331,Schwein::N,һаха,порсь
332,Schwein::N,һаха,cūka
333,Hund::N,ноха,пон
334,Hund::N,ноха,suns
335,Katze::N,мис,кань
336,Katze::N,мис,kaķis
337,Bär::N,аю,ош
338,Bär::N,аю,lācis
339,Eichhörnchen::N,кермн,ур
340,Eichhörnchen::N,кермн,vāvere
341,Elch::N,хандһа,йӧра
342,Elch::N,хандһа,alnis
343,Fuchs::N,арат,руч
344,Fuchs::N,арат,lapsa
345,Hase::N,туула,кӧч
346,Hase::N,туула,zaķis
347,Maus::N,хулһн,шыр
348,Maus::N,хулһн,pele
349,Wolf::N,чон,кӧин
350,Wolf::N,чон,vilks
351,Vogel::N,шовун,кай
352,Vogel::N,шовун,лэбач
353,Vogel::N,шовун,putns
354,Schwarm::N,зел,чукӧр
355,Schwarm::N,зел,spiets
356,Huhn::N,така,курӧг
357,Huhn::N,така,vista
358,Hahn::N,эр така,петук
359,Hahn::N,эр така,gailis
360,Gans::N,һалун,дзодзӧг
361,Gans::N,һалун,zoss
362,Adler::N,һәрд,кутш
363,Adler::N,һәрд,ērglis
364,Ente::N,нуһсн,утка
365,Ente::N,нуһсн,pīle
366,Eule::N,һурвлһ,сюзь
367,Eule::N,һурвлһ,pūce
368,Kranich::N,тоһрун,тури
369,Kranich::N,тоһрун,dzērve
370,Krähe::N,шаазһа,рака
371,Krähe::N,шаазһа,vārna
372,Kuckuck::N,эргин хуцдг,кӧк
373,Kuckuck::N,эргин хуцдг,dzeguze
374,Schwan::N,хун,юсь
375,Schwan::N,хун,gulbis
376,Fisch::N,заһсн,чери
377,Fisch::N,заһсн,zivs
378,Barsch::N,шүрг,ёкыш
379,Barsch::N,шүрг,asaris
380,Hecht::N,цурх,сир
381,Hecht::N,цурх,līdaka
382,Schlange[Tier]::N,моһа,кый
383,Schlange[Tier]::N,моһа,čūska
384,Wurm::N,өтн,номыр
385,Wurm::N,өтн,tārps
386,Spinne::N,аралҗн,черань
387,Spinne::N,аралҗн,zirneklis
388,Ameise::N,шорһлҗн,кодзувкот
389,Ameise::N,шорһлҗн,skudra
390,Laus::N,бөөсн,той
391,Laus::N,бөөсн,uts
392,Mücke::N,бөкүн,ном
393,Mücke::N,бөкүн,ods
394,Fliege::N,батхн,гут
395,Fliege::N,батхн,muša
396,Schmetterling::N,эрвәкә,бобув
397,Schmetterling::N,эрвәкә,tauriņš
398,Beere::N,бөөлҗрһн,тусь
399,Beere::N,бөөлҗрһн,вотӧс
400,Beere::N,бөөлҗрһн,oga
401,Apfel::N,альмн,яблӧг
402,Apfel::N,альмн,ābols
403,Pilz::N,теңгрин ки,тшак
404,Pilz::N,теңгрин ки,sēne
405,Zwiebel::N,мәңгрснә толһа,луккок
406,Zwiebel::N,мәңгрснә толһа,йӧнгыль
407,Zwiebel::N,мәңгрснә толһа,sīpols
408,Saat::N,буудян экн,тусь
409,Saat::N,буудян экн,кӧйдыс
410,Saat::N,буудян экн,sēkla
411,Korn::N,экн,тусь
412,Korn::N,экн,grauds
413,Heu::N,өвсн,турун
414,Heu::N,өвсн,siens
415,Schale::N,хальсн,кор
416,Schale::N,хальсн,čaula
417,Schale::N,хальсн,čaumala
418,Grube::N,нүкн,гу
419,Grube::N,нүкн,bedre
420,Falle::N,урх,лэч
421,Falle::N,урх,slazds
422,Falle::N,урх,lamatas
423,Falle::N,хавх,лэч
424,Falle::N,хавх,slazds
425,Falle::N,хавх,lamatas
426,Schlinge::N,бүтү,лэч
427,Schlinge::N,бүтү,cilpa
428,Spur::N,мөр,туй
429,Spur::N,мөр,pēda
430,Asche::N,үмсн,пӧм
431,Asche::N,үмсн,pelni
432,Dreck::N,бальчг,няйт
433,Dreck::N,бальчг,dubļi
434,Eisen::N,төмр,кӧрт
435,Eisen::N,төмр,dzelzs
436,Gold::N,алтн,зарни
437,Gold::N,алтн,zelts
438,Silber::N,мөңгн,эзысь
439,Silber::N,мөңгн,sudrabs
440,Silber::N,цаһан мөңгн,эзысь
441,Silber::N,цаһан мөңгн,sudrabs
442,Kohle::N,нүүрсн,шом
443,Kohle::N,нүүрсн,ogle
444,Glas::N,шил,стеклӧ
445,Glas::N,шил,stikls
446,Lehm::N,шавр,сёй
447,Lehm::N,шавр,māls
448,Sand::N,элсн,лыа
449,Sand::N,элсн,smiltis
450,Mensch::N,күн,морт
451,Mensch::N,күн,cilvēks
452,Mensch::N,күмн,морт
453,Mensch::N,күмн,cilvēks
454,Mann::N,эр,аймӧрт
455,Mann::N,эр,мужичӧй
456,Mann::N,эр,vīrietis
457,Frau::N,күүкд күн,ань
458,Frau::N,күүкд күн,нывбаба
459,Frau::N,күүкд күн,sieviete
460,Kind::N,үрн,кага
461,Kind::N,үрн,bērns
462,Junge::N,көвүн,пи
463,Junge::N,көвүн,zēns
464,Junge::N,көвүн,puika
465,Junge::N,көвүн,puisis
466,Mädchen::N,бичкн күүкн,ныв
467,Mädchen::N,бичкн күүкн,meiča
468,Mädchen::N,бичкн күүкн,skuķis
469,Mädchen::N,бичкн күүкн,meitene
470,Familie::N,бүл,семья
471,Familie::N,бүл,ģimene
472,Großvater::N,өвк эцк,пӧль
473,Großvater::N,өвк эцк,vecaistēvs
474,Großvater::N,наһц эцк,пӧль
475,Großvater::N,наһц эцк,vecaistēvs
476,Großmutter::N,эмг эк,баб
477,Großmutter::N,эмг эк,vecāmāte
478,Großmutter::N,наһц эк,баб
479,Großmutter::N,наһц эк,vecāmāte
480,Eltern::N,эк эцк хойр,ай-мам
481,Eltern::N,эк эцк хойр,бать-мам
482,Eltern::N,эк эцк хойр,vecāki
483,Vater::N,эцк,бать
484,Vater::N,эцк,ай
485,Vater::N,эцк,tēvs
486,Mutter::N,эк,мам
487,Mutter::N,эк,māte
488,Sohn::N,көвүн,пи
489,Sohn::N,көвүн,dēls
490,Tochter::N,күүкн,ныв
491,Tochter::N,күүкн,meita
492,Bruder::N,дү көвүн,вок
493,Bruder::N,дү көвүн,brālis
494,Schwester::N,эгч,чой
495,Schwester::N,эгч,māsa
496,Schwester::N,дү күүкн,чой
497,Schwester::N,дү күүкн,māsa
498,Onkel::N,авһ,дядь
499,Onkel::N,авһ,tēvocis
500,Onkel::N,наһцх,дядь
501,Onkel::N,наһцх,tēvocis
502,Tante::N,наһц эгч,тьӧт
503,Tante::N,наһц эгч,tante
504,Ehemann::N,залу,верӧс
505,Ehemann::N,залу,vīrs
506,Ehefrau::N,гергн,гӧтыр
507,Ehefrau::N,гергн,sieva
508,Freude::N,байр,радлун
509,Freude::N,байр,prieks
510,Gelächter::N,инәдн,серам
511,Gelächter::N,инәдн,smiekli
512,Glück::N,җирһл,шуд
513,Glück::N,җирһл,laime
514,Glück::N,сәәхн җирһл,шуд
515,Glück::N,сәәхн җирһл,laime
516,Kummer::N,зовлң,шог
517,Kummer::N,зовлң,bēdas
518,Kummer::N,зовлң,raizes
519,Wunsch::N,дурн,кӧсйӧм
520,Wunsch::N,дурн,vēlme
521,Wunsch::N,дурн,vēlējums
522,Lust::N,җилвтлһн,кыскӧм
523,Lust::N,җилвтлһн,радейтӧм
524,Lust::N,җилвтлһн,kāre
525,Geist::N,зөрг,лов
526,Geist::N,зөрг,gars
527,Gedanke::N,ухан,мӧвп
528,Gedanke::N,ухан,doma
529,Gedächtnis::N,чееҗин тодлвр,паметь
530,Gedächtnis::N,чееҗин тодлвр,atmiņa
531,Verstand::N,ухан,вежӧр
532,Verstand::N,ухан,prāts
533,Sinn::N,учр-утх,мог
534,Sinn::N,учр-утх,вежӧртас
535,Sinn::N,учр-утх,nozīme
536,Grund::N,учр,помка
537,Grund::N,учр,pamats
538,Grund::N,учр,iemesls
539,Grund::N,шалтан,помка
540,Grund::N,шалтан,pamats
541,Grund::N,шалтан,iemesls
542,Wahrheit::N,үнн,збыль
543,Wahrheit::N,үнн,збыльтор
544,Wahrheit::N,үнн,taisnība
545,Wahrheit::N,үнн,patiesība
546,Gespräch::N,күүндвүр,сёрни
547,Gespräch::N,күүндвүр,saruna
548,Märchen::N,тууль,мойд
549,Märchen::N,тууль,pasaka
550,Erzählung::N,келвр,висьт
551,Erzählung::N,келвр,stāsts
552,Erzählung::N,келвр,nostāsts
553,Nachricht::N,медүллһн,юӧртӧм
554,Nachricht::N,медүллһн,ziņa
555,Neuigkeit::N,зәңг,выльтор
556,Neuigkeit::N,зәңг,jaunums
557,Name::N,нерн,ним
558,Name::N,нерн,vārds
559,Rätsel::N,тәәлвртә тууль,нӧдкыв
560,Rätsel::N,тәәлвртә тууль,mīkla
561,Rede::N,келлһн,сёрни
562,Rede::N,келлһн,runa
563,Sprache::N,келн,кыв
564,Sprache::N,келн,valoda
565,Stimme::N,дун,гӧлӧс
566,Stimme::N,дун,вом шы
567,Stimme::N,дун,balss
568,Wort::N,үг,кыв
569,Wort::N,үг,vārds
570,Zeichen::N,темдг,пас
571,Zeichen::N,темдг,zīme
572,Ruf::N,дуудлһн,чукӧстчӧм
573,Ruf::N,дуудлһн,корӧм
574,Ruf::N,дуудлһн,sauciens
575,Lärm::N,шууган,шы
576,Lärm::N,шууган,зык
577,Lärm::N,шууган,зычитӧм
578,Lärm::N,шууган,troksnis
579,Laut::N,ә,шы
580,Laut::N,ә,skaņa
581,Ton::N,дун,шы
582,Ton::N,дун,tonis
583,Lied::N,дун,сьылан
584,Lied::N,дун,сьыланкыв
585,Lied::N,дун,dziesma
586,Ruhe::N,амулң,чӧв
587,Ruhe::N,амулң,miers
588,Leute::N,әмтн,йӧз
589,Leute::N,әмтн,войтыр
590,Leute::N,әмтн,ļaudis
591,Leute::N,әмтн,cilvēki
592,Volk::N,улс,йӧз
593,Volk::N,улс,войтыр
594,Volk::N,улс,tauta
595,Arbeit::N,көдлмш,удж
596,Arbeit::N,көдлмш,darbs
597,Gast::N,гиич,гӧсть
598,Gast::N,гиич,viešņa
599,Gast::N,гиич,ciemiņš
600,Geschenk::N,белг,козин
601,Geschenk::N,белг,dāvana
602,Spiel::N,наадн,ворсан
603,Spiel::N,наадн,rotaļa
604,Gesellschaft::N,олн,котыр
605,Gesellschaft::N,олн,biedrība
606,Gesellschaft::N,олн,kompānija
607,Hilfe::N,нөкд,отсӧг
608,Hilfe::N,нөкд,palīdzība
609,Freund::N,иньг,ёрт
610,Freund::N,иньг,draugs
611,Kamerad::N,үр,ёрт
612,Kamerad::N,үр,biedrs
613,Angelegenheit::N,керг,мог
614,Angelegenheit::N,керг,делӧ
615,Angelegenheit::N,керг,darīšana
616,Anzahl::N,то,лыд
617,Anzahl::N,то,тшӧт
618,Anzahl::N,то,skaits
619,Anzahl::N,то,daudzums
620,Art::N,зүүл,сикас
621,Art::N,зүүл,suga
622,Art::N,зүүл,šķira
623,Stück::N,хусг,тор
624,Stück::N,хусг,gabals
625,Teil::N,хүв,юкӧн
626,Teil::N,хүв,daļa
627,Hälfte::N,өрәл,пӧв
628,Hälfte::N,өрәл,джын
629,Hälfte::N,өрәл,puse
630,Kreis::N,төгрг,кытш
631,Kreis::N,төгрг,aplis
632,Kreis::N,төгрг,riņķis
633,Kreuz::N,кирс,перна
634,Kreuz::N,кирс,крест
635,Kreuz::N,кирс,krusts
636,Linie::N,зурасн,визь
637,Linie::N,зурасн,līnija
638,Strich::N,татасн,визь
639,Strich::N,татасн,svītra
640,Abstand::N,зә,кост
641,Abstand::N,зә,коласт
642,Abstand::N,зә,atstarpe
643,Entfernung::N,һазр,ылна
644,Entfernung::N,һазр,attālums
645,Entfernung::N,һазр,atstatums
646,Gegend::N,һазр,му-ва
647,Gegend::N,һазр,apvidus
648,Gegend::N,һазр,apgabals
649,Platz::N,зә,ылдӧс
650,Platz::N,зә,йир
651,Platz::N,зә,гӧгӧртас
652,Platz::N,зә,vieta
653,Ort::N,бәәрн,ин
654,Ort::N,бәәрн,места
655,Ort::N,бәәрн,vieta
656,Seite::N,тал,бок
657,Seite::N,тал,ӧтарладор
658,Seite::N,тал,sāns
659,Seite::N,хаҗу,бок
660,Seite::N,хаҗу,ӧтарладор
661,Seite::N,хаҗу,sāns
662,Seite::N,хәврһ,бок
663,Seite::N,хәврһ,ӧтарладор
664,Seite::N,хәврһ,sāns
665,Mitte::N,дунд,шӧр
666,Mitte::N,дунд,vidus
667,Gegenstand::N,юмн,кӧлуй
668,Gegenstand::N,юмн,priekšmets
669,Sache::N,юмн,добра
670,Sache::N,юмн,lieta
671,Rand::N,зах,дор
672,Rand::N,зах,mala
673,Rand::N,зах,apmale
674,Kante::N,ирмәг,дор
675,Kante::N,ирмәг,šķautne
676,Ecke::N,өнцг,пельӧс
677,Ecke::N,өнцг,kakts
678,Ecke::N,өнцг,stūris
679,Spitze::N,үзүр,йыв
680,Spitze::N,үзүр,smaile
681,Spitze::N,үзүр,galotne
682,Ende::N,үзүр,пом
683,Ende::N,үзүр,gals
684,Ende::N,үзүр,uzgalis
685,Loch::N,хаһрха,розь
686,Loch::N,хаһрха,caurums
687,Winkel::N,булң,пельӧс
688,Winkel::N,булң,leņķis
689,Muster::N,намч,сер
690,Muster::N,намч,piemērs
691,Größe::N,кемҗән,ыджда
692,Größe::N,кемҗән,lielums
693,Länge::N,ут,кузьта
694,Länge::N,ут,garums
695,Höhe::N,өндр,джуджда
696,Höhe::N,өндр,augstums
697,Gewicht::N,күнд,сьӧкта
698,Gewicht::N,күнд,сьӧкталун
699,Gewicht::N,күнд,svars
700,Gewicht::N,күнд,smagums
701,Gewicht::N,чиңнүр,сьӧкта
702,Gewicht::N,чиңнүр,сьӧкталун
703,Gewicht::N,чиңнүр,svars
704,Gewicht::N,чиңнүр,smagums
705,Menge::N,ик,лун
706,Menge::N,ик,числӧ
707,Menge::N,ик,masa
708,Menge::N,ик,daudzums
709,Haufen::N,ова,чукӧр
710,Haufen::N,ова,čupa
711,Haufen::N,ова,grēda
712,Haufen::N,ова,kaudze
713,Reihe::N,зерг,рад
714,Reihe::N,зерг,rinda
715,Reihe::N,зерг,virkne
716,Reihe::N,зерглән,рад
717,Reihe::N,зерглән,rinda
718,Reihe::N,зерглән,virkne
719,Boot::N,оңһц,пыж
720,Boot::N,оңһц,laiva
721,Ruder::N,хәәв,пелыс
722,Ruder::N,хәәв,ӧпаснӧй
723,Ruder::N,хәәв,airis
724,Ruder::N,хәәв,irklis
725,Schlitten::N,цан,дадь
726,Schlitten::N,цан,ragavas
727,Ski::N,лыҗ,лызь
728,Ski::N,лыҗ,slēpe
729,Lagerfeuer::N,костёр,бипур
730,Lagerfeuer::N,костёр,ugunskurs
731,Last::N,күнд,сьӧкыдтор
732,Last::N,күнд,krava
733,Gang::N,йовлһн,мунӧм
734,Gang::N,йовлһн,ветлӧм
735,Gang::N,йовлһн,eja
736,Gang::N,йовлһн,gājums
737,Schritt::N,ишкм,воськов
738,Schritt::N,ишкм,воськовтӧм
739,Schritt::N,ишкм,solis
740,Norden::N,ар үзг,войвыв
741,Norden::N,ар үзг,ziemeļi
742,Süden::N,өмн,лунвыв
743,Süden::N,өмн,dienvidi
744,Süden::N,өмн үзг,лунвыв
745,Süden::N,өмн үзг,dienvidi
746,Westen::N,барун,рытыв
747,Westen::N,барун,rietumi
748,Westen::N,барун үзг,рытыв
749,Westen::N,барун үзг,rietumi
750,Osten::N,зүн,асыв
751,Osten::N,зүн,austrumi
752,Osten::N,зүн үзг,асыв
753,Osten::N,зүн үзг,austrumi
754,Holz::N,модн,пу
755,Holz::N,модн,koks
756,Holz::N,модн,koksne
757,Brett::N,харһа,пӧв
758,Brett::N,харһа,dēlis
759,Platte::N,хавтха чолун,плита
760,Platte::N,хавтха чолун,plate
761,Platte::N,хавтха чолун,plāksne
762,Stütze::N,тулг,пыкӧд
763,Stütze::N,тулг,мыджӧд
764,Stütze::N,тулг,balsts
765,Stütze::N,тулг,atspaids
766,Stange::N,уньн,потш
767,Stange::N,уньн,maikste
768,Stock::N,модн,бедь
769,Stock::N,модн,boze
770,Stock::N,модн,spieķis
771,Stab::N,шуург,зир
772,Stab::N,шуург,zizlis
773,Rohr::N,турва,труба
