,Concept_ID,la,av
763,zwischen::PRP,inter,гьоркьоб
764,wegen::PRP,propter,гьелда
765,dies::PRN,hoc,гьаб
766,dies::PRN,hoc,гьеб
767,das::PRN,id,доб
768,alles::PRN,omnia,
769,ich::PRN,ego,дун
770,du::PRN,tu,дуца
771,er::PRN,is,доб
772,er::PRN,ille,доб
773,wir::PRN,nos,ниж
774,ihr::PRN,vos,нуж
775,sie::PRN,ii,дол
776,sie::PRN,ii,эл
777,sie::PRN,illi,дол
778,sie::PRN,illi,эл
779,was::FPRN,quid,щиб
780,wer::FPRN,quis,щиб
781,wo::FADV,ubi,киб
782,wo::FADV,ubi,кибехун
783,wohin::FADV,quo,кибехун
784,wie::FADV,quomodo,кин
785,warum::FADV,cur,щай
786,wieviel::FNUM,quantum,кигӏан
787,eins::NUM,unus,цо
788,zwei::NUM,duo,кӏиго
789,drei::NUM,tres,лъабго
790,vier::NUM,quattuor,ункъо
791,fünf::NUM,quinque,щуго
792,sechs::NUM,sex,анлъго
793,sieben::NUM,septem,анкьго
794,acht::NUM,octo,микьго
795,neun::NUM,novem,ичӏго
796,zehn::NUM,decem,анцӏго
797,elf::NUM,undecim,анцӏила цо
798,zwölf::NUM,duodecim,кӏиго-анцӏила
799,zwanzig::NUM,viginti,къого
800,dreißig::NUM,triginta,лъеберго
801,vierzig::NUM,quadraginta,кӏикъого
802,fünfzig::NUM,quinquaginta,кӏикъо́ялда анцӏго
803,sechzig::NUM,sexaginta,лъабкъого
804,siebzig::NUM,septuaginta,лъабкъо́ялда анцӏго
805,achtzig::NUM,octoginta,ункъого
806,neunzig::NUM,nonaginta,ункъоялда а́нцӏила
807,hundert::NUM,centum,нусго
808,tausend::NUM,mille,азарго
809,und::CNJ,et,ва
810,und::CNJ,et,-ги
811,und::CNJ,-que,ва
812,und::CNJ,-que,-ги
813,oder::CNJ,vel,ялъуни
814,stehen::V,stare,бахъунчӏезе
815,sitzen::V,sedere,гӏодов чӏезе
816,liegen::V,iacere,бегизе
817,hängen::V,pendere,базе
818,werden::V,fieri,бахъине
819,passieren::V,accidere,лъугьине
820,passieren::V,accidere,лъугьа-бахъине
821,beginnen::V,incipere,байбихьизе
822,enden::V,finem habere,лъугӏизе
823,wechseln::V,mutari,хиса-басизе
824,wechseln::V,mutari,хисизе
825,aufgehen[Sonne]::V,oriri,баккизе
826,untergehen[Sonne]::V,occidere,щинкӏизе
827,scheinen[Sonne]::V,lucere,къалъ-къалъизе
828,donnern::V,tonare,гъугъазе
829,wehen::V,flare,пуйзе
830,strömen::V,fluere,чвахизе
831,fließen::V,manare,чвахизе
832,sich drehen::V,torqueri,сверизе
833,schwanken::V,vacillare,хьвагӏезе
834,schwanken::V,vacillare,багъа-бачаризе
835,schwingen::V,vibrare,щвартӏезе
836,fallen::V,cadere,бортизе
837,brennen::V,ardere,рекӏине
838,rauchen::V,fumare,кӏкӏуй буризе
839,regnen::V,pluere,базе
840,gefrieren::V,congelari,гӏу́низе
841,tauen::V,rorare,биаризе
842,schmelzen::V,liquescere,биине
843,trocknen::V,arescere,бакъвазе
844,sieden::V,fervere,гьалдезе
845,faulen::V,putescere,махӏцине
846,verfaulen::V,putescere,туризе
847,reißen::V,scindi,бихъизе
848,versinken::V,mergi,гъанкъизе
849,vergehen::V,praeterire,базе
850,vergehen::V,praeterire,бахъизе
851,vergehen::V,praeterire,ине
852,erscheinen::V,apparere,баккизе
853,verschwinden::V,discedere,къине
854,verschwinden::V,discedere,билизе
855,sinken::V,labi,гӏодо́бе ккезе
856,abnehmen::V,deminui,тӏаса камизе
857,zunehmen::V,augeri,гӏемерлъизе
858,steigen::V,augescere,бахине
859,wachsen::V,crescere,кӏодолъизе
860,glänzen::V,splendere,цӏвакизе
861,funkeln::V,micare,паркъезе
862,lärmen::V,strepere,хъудизе
863,lärmen::V,strepere,чӏиргъдизе
864,läuten::V,sonare,кьабизе
865,klingeln::V,tinnire,кьабизе
866,klirren::V,crepare,зваргъизе
867,brausen::V,saevire,гьалаглъизе
868,rauschen::V,crepare,шуршудизе
869,klingen::V,sonare,бахъине
870,bellen::V,latrare,гъанчдезе
871,heulen::V,ululare,рурудизе
872,blasen::V,flare,гьохьизе
873,pfeifen::V,sibilare,гьещтӏезе
874,schreien::V,clamare,ахӏизе
875,schreien::V,clamare,ахӏдезе
876,stöhnen::V,gemere,зигардизе
877,zittern::V,tremere,дарран
878,zittern::V,tremere,гьаргьадизе
879,zittern::V,trepidare,дарран
880,zittern::V,trepidare,гьаргьадизе
881,leben::V,vivere,бетӏербахъизе
882,geboren werden::V,nasci,лъугьине
883,atmen::V,spirare,хӏухьел биччазе
884,trinken::V,bibere,гьекъезе
885,essen::V,edere,квине
886,essen::V,edere,кваназе
887,schlucken::V,devorare,кӏкӏвине
888,schlucken::V,devorare,къулчӏизе
889,müde werden::V,fatigari,сваказе
890,einschlafen::V,obdormiscere,кьижизе
891,einschlafen::V,obdormiscere,гъапуллъизе
892,schlafen::V,dormire,кьижизе
893,aufwachen::V,expergisci,бигьине
894,aufstehen::V,exsurgere,бахъине
895,aufstehen::V,exsurgere,тӏадебахъине
896,sich erholen::V,se reficere,хьи бахъизе
897,sich erholen::V,se reficere,хӏалхьи гьабизе
898,krank werden::V,aegrescere,унтизе
899,krank sein::V,aegrotare,унтизе
900,schmerzen::V,dolere,унтизе
901,husten::V,tussire,хъегӏизе
902,genesen::V,convalescere,лъилъизе
903,sterben::V,mori,хвезе
904,umkommen::V,perire,гьалаглъизе
905,sich bewegen::V,se movere,багъаризе
906,sich bewegen::V,se movere,багъаргъизе
907,sich rühren::V,micare,багъаризе
908,sich erheben::V,surgere,тӏадебахъине
909,sich erheben::V,surgere,бахъине
910,sich setzen::V,considere,гӏодов чӏезе
911,hinfallen::V,cadere,щапизе
912,laufen::V,vadere,хьвадизе
913,schreiten::V,gradi,чӏезе
914,spazierengehen::V,ambulare,тира-сверизе
915,eilen::V,properare,ракӏхӏалакине
916,eilen::V,properare,дуризе
917,sich beeilen::V,festinare,дуризе
918,sich beeilen::V,festinare,гӏедегӏизе
919,sausen::V,currere,тӏуризе
920,rennen::V,currere,бекеризе
921,springen::V,salire,кӏанцӏизе
922,klettern::V,niti,хархадизе
923,schaukeln::V,oscillare,гьерщезе
924,kriechen::V,repere,хъурщизе
925,kriechen::V,serpere,хъурщизе
926,schwimmen::V,nare,лъедезе
927,schwimmen::V,natare,лъедезе
928,tauchen::V,mergere,букъардизе
929,rudern::V,remigare,хазе
930,fahren::V,vehi,ине
931,fliegen::V,volare,боржине
932,gehen::V,ire,ине
933,gehen::V,vadere,ине
934,weggehen::V,abire,ине
935,weggehen::V,discedere,ине
936,abfahren::V,proficisci,къокъине
937,anhalten::V,consistere,чӏезе
938,anhalten::V,consistere,тархъизе
939,anhalten::V,consistere,лъалхъизе
940,hineingehen::V,inire,тӏаделъугьине
941,hineingehen::V,ingredi,тӏаделъугьине
942,eintreten::V,intrare,лъугьине
943,kommen::V,venire,бачӏине
944,ankommen::V,advenire,щвезе
945,ankommen::V,advenire,тӏадебачӏине
946,zurückkommen::V,revenire,тадбуссине
947,zurückkommen::V,revenire,тӏадбуссине
948,bleiben::V,manere,чӏезе
949,bleiben::V,manere,хутӏизе
950,warten::V,opperiri,чӏезе
951,erwarten::V,opperiri,балагьизе
952,erwarten::V,expectare,балагьизе
953,suchen::V,quaerere,балагьизе
954,finden::V,reperire,батизе
955,versuchen::V,conari,хӏалбихьизе
956,versuchen::V,temptare,хӏалбихьизе
957,vorbereiten::V,parare,хӏадурлъизабизе
958,lieben::V,amare,балай бегьизе
959,mögen::V,amare,бокьизе
960,lachen::V,ridere,белъизе
961,rühren::V,commovere,
962,weinen::V,flere,гӏодизе
963,schimpfen::V,increpare,гъанчдезе
964,sich ärgern::V,indignari,вагъизе
965,sich ärgern::V,indignari,ццида́хине
966,sich fürchten::V,vereri,хӏинкъизе
967,fürchten::V,timere,беркъазе
968,fürchten::V,timere,хӏинкъа-къазе
969,fliehen::V,fugere,лъутизе
970,flüchten::V,effugere,лъутизе
971,sehen::V,videre,бихьизе
972,anschauen::V,aspectare,бертӏамизе
973,anschauen::V,aspectare,балагьизе
974,ansehen::V,spectare,бала-гъалагьизе
975,hören::V,audire,рагӏизе
976,zuhören::V,auscultare,гӏенеккизе
977,probieren::V,gustare,кӏалдиб хъва́зе
978,probieren::V,gustare,чӏамизе
979,riechen::V,olfacere,су́нтӏизе
980,fühlen::V,sentire,чӏвазе
981,scheinen::V,videri,
982,zu sehen sein::V,conspici,бихьизе
983,vernehmen::V,comperire,рагӏизе
984,frieren::V,algere,цӏорозе
985,tun::V,facere,гьабизе
986,können::V,posse,кӏвезе
987,können::V,posse,лъазе
988,wollen::V,velle,бокьизе
989,anfangen::V,incipere,байбихьизе
990,beenden::V,finire,тӏубазабизе
991,beenden::V,finire,лъугӏизабизе
992,aufhören::V,desistere,бахъизе
993,gelingen::V,contingere,бахъизе
994,geraten::V,evenire,бахъизе
995,öffnen::V,aperire,рагьизе
996,schließen::V,claudere,къазе
997,stellen::V,sistere,чӏвазе
998,setzen::V,ponere,рекӏинабизе
999,setzen::V,ponere,гӏодор чӏезаризе
1000,legen::V,ponere,лъезе
1001,berühren::V,tangere,хъвазе
1002,verbinden::V,iungere,хьухьине
1003,verbinden::V,iungere,бухьине
1004,bedecken::V,tegere,кквезе
1005,bedecken::V,operire,кквезе
1006,aufhängen::V,suspendere,базе
1007,anzünden::V,accendere,бакизе
1008,anzünden::V,accendere,рекӏинабизе
1009,anzünden::V,inflammare,бакизе
1010,anzünden::V,inflammare,рекӏинабизе
1011,aufheben::V,tollere,
1012,zurücklassen::V,relinquere,тезе
1013,verlieren::V,perdere,билизабизе
1014,verlieren::V,amittere,билизабизе
1015,fallen lassen::V,dimittere,бортизабизе
1016,machen::V,facere,гьабизе
1017,herstellen::V,fabricare,гьабизе
1018,herstellen::V,fabricare,хӏадурлъизабизе
1019,bauen::V,construere,базе
1020,bauen::V,construere,гьабизе
1021,reparieren::V,reparare,къачӏазе
1022,verbessern::V,emendare,лъикӏлъизабизе
1023,ändern::V,mutare,хисизабизе
1024,graben::V,fodere,бухъизе
1025,beugen::V,flectere,хьетӏизабизе
1026,biegen::V,curvare,гьетӏизабизе
1027,drehen::V,torquere,тиризабизе
1028,drehen::V,torquere,свердизабизе
1029,wenden::V,vertere,бегизе
1030,umdrehen::V,convertere,бегизе
1031,umdrehen::V,convertere,бега-битӏизе
1032,heben::V,tollere,борхизе
1033,hochheben::V,levare,борхалъизабизе
1034,hochheben::V,levare,борхизе
1035,ergreifen::V,capessere,кквезе
1036,halten::V,tenere,кквезе
1037,drücken::V,premere,къазе
1038,drücken::V,premere,къанцӏу́зе
1039,drücken::V,premere,къвал ба́зе
1040,schieben::V,promovere,хъилдизе
1041,kratzen::V,radere,хачазе
1042,lecken::V,lambere,чӏикӏизе
1043,beißen::V,mordere,хӏанчӏизе
1044,beißen::V,mordere,хӏанчӏизабизе
1045,abreißen::V,avellere,тӏезе
1046,abreißen::V,avellere,тӏезабизе
1047,abschneiden::V,desecare,къотӏизе
1048,binden::V,ligare,бухьине
1049,stecken::V,inserere,къазабизе
1050,brechen::V,rumpere,бекизе
1051,klopfen::V,pultare,дванкезе
1052,hauen::V,ferire,базе
1053,kleben::V,agglutinare,бацӏцӏине
1054,reiben::V,terere,хачазе
1055,streichen::V,oblinere,бахине
1056,streichen::V,oblinere,жужазе
1057,schleifen::V,acuere,лъухьизе
1058,schneiden::V,secare,къотӏизе
1059,rütteln::V,quassare,багъа-бачаризабизе
1060,schütteln::V,quatere,кӏобокӏизе
1061,schwenken::V,ventilare,гьесадизе
1062,schwenken::V,ventilare,хьвагӏезабизе
1063,schütten::V,fundere,тӏезе
1064,füllen::V,complere,цӏезабизе
1065,einwickeln::V,involvere,жемизе
1066,tragen::V,ferre,баччизе
1067,tragen::V,portare,баччизе
1068,schleppen::V,pertrahere,бехъерхъизе
1069,ziehen::V,trahere,цӏазе
1070,aufbewahren::V,asservare,цӏунизе
1071,werfen::V,iacere,рехизе
1072,fangen::V,capere,кквезе
1073,packen::V,capessere,кквезе
1074,verstecken::V,abdere,бахчизе
1075,teilen::V,partiri,бикьизе
1076,teilen::V,dividere,бикьизе
1077,schicken::V,mittere,битӏизе
1078,bringen::V,apportare,баччизе
1079,hinzufügen::V,addere,жубазе
1080,bekommen::V,adipisci,щвезе
1081,erhalten::V,accipere,щвезе
1082,erhalten::V,accipere,босизе
1083,nehmen::V,sumere,босизе
1084,wählen::V,eligere,бищизе
1085,auswählen::V,deligere,тӏасабищизе
1086,bewahren::V,conservare,цӏунизе
1087,behindern::V,impedire,квекӏен гьабизе
1088,verderben::V,corrumpere,хвезабизе
1089,beschädigen::V,laedere,галгъазабизе
1090,zerbrechen::V,rumpere,щущазабизе
1091,zerbrechen::V,frangere,щущазабизе
1092,zerreißen::V,discindere,бихъизе
1093,zerstören::V,delere,биххизабизе
1094,verbrennen::V,urere,бухӏизе
1095,verbrennen::V,cremare,бухӏизе
1096,geben::V,dare,кьезе
1097,reichen::V,praebere,кьезе
1098,schenken::V,donare,кьезе
1099,schenken::V,largiri,кьезе
1100,versprechen::V,polliceri,назру гьабизе
1101,versprechen::V,promittere,назру гьабизе
1102,loben::V,laudare,беццизе
1103,loben::V,laudare,бецца-бекъизе
1104,küssen::V,osculari,баизе
1105,zudecken::V,tegere,тӏадбигъине
1106,wecken::V,excitare,бигьинабизе
1107,zeigen::V,monstrare,бихьизабизе
1108,führen::V,ducere,бачине
1109,lehren::V,docere,малъизе
1110,lehren::V,docere,цӏализабизе
1111,unterrichten::V,instituere,цӏализабизе
1112,aufziehen::V,nutrire,гӏезабизе
1113,leiten::V,ducere,нухмалъи гьабизе
1114,antreiben::V,incitare,гӏедегӏизабизе
1115,lassen::V,iubere,
1116,einladen::V,invitare,ахӏизе
1117,einladen::V,invitare,тӏадеахӏизе
1118,vereinigen::V,coniungere,цолъизабизе
1119,besuchen::V,visere,баккизе
1120,besuchen::V,visere,хьвадизе
1121,treffen::V,convenire,дандчӏвазе
1122,sich versammeln::V,convenire,данделъизе
1123,sich versammeln::V,convenire,бакӏаризе
1124,spielen::V,ludere,басандизе
1125,singen::V,cantare,ахӏизе
1126,tanzen::V,saltare,кьурдизе
1127,sich trennen::V,digredi,батӏалъизе
1128,sich trennen::V,discedere,батӏалъизе
1129,verlassen::V,deserere,тезе
1130,verlassen::V,deserere,рехунтезе
1131,verlassen::V,relinquere,тезе
1132,verlassen::V,relinquere,рехунтезе
1133,retten::V,servare,хвасар гьабизе
1134,retten::V,servare,хвасарлъизабизе
1135,bewachen::V,custodire,цӏунизе
1136,schützen::V,tueri,цӏунизе
1137,schützen::V,tutari,цӏунизе
1138,verteidigen::V,defendere,цӏунизе
1139,sich schlagen::V,luctari,багъизе
1140,schießen::V,iaculari,речӏчӏизе
1141,siegen::V,vincere,бергьине
1142,ärgern::V,irritare,вагъизавизе
1143,schlagen::V,ferire,кьабизе
1144,treten::V,calcare,мал тункизе
1145,stechen::V,pungere,къазабизе
1146,stoßen::V,tundere,тункизе
1147,stoßen::V,tundere,хъилдизе
1148,stehlen::V,furari,щинкӏизабизе
1149,stören::V,turbare,квекӏен гьабизе
1150,stören::V,turbare,татубахъи гьабизе
1151,belästigen::V,obtundere,рахӏатхвезабизе
1152,verbergen::V,celare,бахчизе
1153,verbergen::V,celare,балъго тезе
1154,verbergen::V,occultare,бахчизе
1155,verbergen::V,occultare,балъго тезе
1156,täuschen::V,fallere,божуда рекӏкӏ гьабизе
1157,täuschen::V,fallere,гуккизе
1158,betrügen::V,fraudare,хӏилла гьабизе
1159,betrügen::V,fraudare,сандирахълъи гьабизе
1160,töten::V,necare,чӏвазе
1161,töten::V,caedere,чӏвазе
1162,wohnen::V,habitare,яшав гьабизе
1163,arbeiten::V,laborare,хӏалтӏизе
1164,sammeln::V,colligere,бакӏаризе
1165,pflücken::V,carpere,бетӏизе
1166,jagen::V,venari,чан гьабизе
1167,fischen::V,piscari,ччугӏа кквезе
1168,fassen::V,capere,кквезе
1169,hüten::V,custodire,кваназабизе
1170,treiben::V,agere,гъезе
1171,anbinden::V,alligare,бухьине
1172,füttern::V,nutrire,кваназабизе
1173,melken::V,mulgere,бечӏчӏизе
1174,hacken::V,findere,чӏвазе
1175,gießen::V,rigare,лъалъазе
1176,reifen::V,maturescere,барщизе
1177,zubereiten::V,apparare,бежа-белъине
1178,kochen::V,coquere,белъине
1179,backen::V,coquere,базе
1180,braten::V,torrere,бежизе
1181,umrühren::V,commovere,багъаризе
1182,stricken::V,texere,хьухьине
1183,nähen::V,suere,букъизе
1184,färben::V,tingere,кьер гьабизе
1185,reinigen::V,purgare,бацӏцӏине
1186,waschen::V,lavare,чуризе
1187,abwischen::V,abstergere,бацӏцӏине
1188,spülen::V,perluere,хулизе
1189,fegen::V,verrere,лъухьизе
1190,kehren::V,purgare,лъухьизе
1191,baden::V,lavari,чордезе
1192,sich waschen::V,lavari,
1193,ausziehen::V,exuere,бахъизе
1194,anziehen::V,induere,ретӏине
1195,sich anziehen::V,vestiri,ретӏине
1196,kämmen::V,pectere,хазе
1197,schmücken::V,ornare,чӏухӏизабизе
1198,schmücken::V,decorare,чӏухӏизабизе
1199,sagen::V,dicere,бицине
1200,sprechen::V,fari,бицине
1201,reden::V,loqui,гаргадизе
1202,sich unterhalten::V,colloqui,гаргадизе
1203,sich unterhalten::V,disputare,гаргадизе
1204,fragen::V,rogare,цӏехезе
1205,fragen::V,rogare,гьикъизе
1206,fragen::V,quaerere,цӏехезе
1207,fragen::V,quaerere,гьикъизе
1208,bitten::V,orare,гьаризе
1209,bitten::V,rogare,гьаризе
1210,erzählen::V,narrare,бицине
1211,mitteilen::V,communicare,лъазабизе
1212,nennen::V,appellare,цӏар лъезе
1213,rufen::V,vocare,ахӏизе
1214,prahlen::V,gloriari,беццаризе
1215,übersetzen::V,vertere,буссинабизе
1216,denken::V,cogitare,ургъизе
1217,glauben::V,credere,божизе
1218,bemerken::V,animadvertere,берречӏчӏизе
1219,erkennen::V,cognoscere,лъазе
1220,erkennen::V,cognoscere,батӏаго бахъизе
1221,begreifen::V,comprehendere,бичӏчӏизе
1222,verstehen::V,intellegere,
1223,lernen::V,discere,цӏализе
1224,wissen::V,scire,лъазе
1225,sich erinnern an::V,meminisse,ракӏалде щвезе
1226,vergessen::V,oblivisci,кӏочене
1227,messen::V,metiri,борцине
1228,zählen::V,numerare,рикӏкӏине
1229,rechnen::V,reri,рикӏкӏине
1230,rechnen::V,calculare,рикӏкӏине
1231,lesen::V,legere,цӏализе
1232,malen::V,pingere,бахъизе
1233,zeichnen::V,scribere,бахъизе
1234,schreiben::V,scribere,хъвазе
1235,besitzen::V,possidere,щвезе
1236,besitzen::V,possidere,бу́кӏине
1237,kaufen::V,emere,босизе
1238,verkaufen::V,vendere,бичизе
1239,bezahlen::V,pendere,кьезе
1240,zahlen::V,solvere,кьезе
1241,beherrschen::V,regere,
1242,beherrschen::V,imperare,
1243,ertragen::V,tolerare,баччизе
1244,ertragen::V,sustinere,баччизе
1245,wünschen::V,,бокьизе
1246,wiegen::V,,чӏучӏадизабизе
