,Concept_ID,ga,vep
816,plötzlich::ADV,go tobann,äkkid
817,plötzlich::ADV,i dtobainne,äkkid
818,sofort::ADV,ar an toirt,kerdalaz
819,sofort::ADV,ar an bpointe,kerdalaz
820,später::ADV,níos déanaí,möhemba
821,jetzt::ADV,anois,nügüd'
822,heute::ADV,inniu,tämbei
823,morgen::ADV,amárach,homen
824,bald::ADV,go luath,pigai
825,bald::ADV,gan mhoill,pigai
826,dann::ADV,ansin,sid'
827,gestern::ADV,inné,eglai
828,einst::ADV,tráth,ende
829,einst::ADV,tráth,kerdan
830,einst::ADV,uair amháin,ende
831,einst::ADV,uair amháin,kerdan
832,damals::ADV,ag an am,siloi
833,damals::ADV,an t-am sin,siloi
834,danach::ADV,ina dhiaidh sin,sid'
835,vorher::ADV,cheana,ende
836,vorher::ADV,roimhe sin,ende
837,zuerst::ADV,ar dtús,ezmäi
838,einmal::ADV,uair amháin,kerdan
839,manchmal::ADV,uaireanta,erašti
840,oft::ADV,minic,paksus
841,immer::ADV,i gcónaí,kaiken
842,niemals::ADV,riamh,ei nikonz
843,hier::ADV,anseo,täs
844,hier::ADV,anseo,tägä
845,hierhin::ADV,anseo,tänna
846,von hier::ADV,an áit seo,täspäi
847,von hier::ADV,an áit seo,sid'päi
848,dort::ADV,ann,sigä
849,dort::ADV,ansin,sigä
850,dorthin::ADV,ann,sinna
851,dorthin::ADV,ann,nakkale
852,dorthin::ADV,ansin,sinna
853,dorthin::ADV,ansin,nakkale
854,geradeaus::ADV,ar aghaidh,kohtha
855,rückwärts::ADV,siar,sel'gin
856,zurück::ADV,ar ais,tagaze
857,unten::ADV,thíos,alahan
858,hinab::ADV,síos,alaz
859,hinab::ADV,síos,alahaks
860,oben::ADV,thuas,ülähän
861,hinauf::ADV,suas,ülez
862,hinauf::ADV,suas,ülähäks
863,überall::ADV,i ngach áit,kaikjal
864,überall::ADV,ar fud na háite,kaikjal
865,nicht::ADV,ní,ei
866,nicht::ADV,cha,ei
867,ein wenig::ADV,beagán,vähän
868,kaum::ADV,ar éigean,habi
869,sehr::ADV,an-,lujas
870,so::ADV,chomh,muga
871,so::ADV,chomh,ninga
872,so::ADV,mar sin,muga
873,so::ADV,mar sin,ninga
874,noch::ADV,fós,völ
875,noch::ADV,go fóill,völ
876,nur::ADV,amháin,järg
877,nur::ADV,amháin,vaiše
878,nur::ADV,níl ach,järg
879,nur::ADV,níl ach,vaiše
880,schon::ADV,cheana,jo
881,schon::ADV,cheana féin,jo
882,wieder::ADV,arís,möst
883,wieder::ADV,athuair,möst
884,vergebens::ADV,amú,uhtei
885,vergebens::ADV,in aisce,uhtei
886,vor::PRP,ar thosach,edes
887,hinter::PRP,laistiar de,taga
888,hinter::PRP,taobh thiar de,taga
889,unter::PRP,faoi,al
890,durch::PRP,trí,läbi
891,durch::PRP,trí,kal't
892,neben::PRP,taobh le,rindal
893,neben::PRP,in aice le,rindal
894,zwischen::PRP,idir,keskes
895,wegen::PRP,de bharr,tagut
896,wegen::PRP,mar gheall ar,tagut
897,dies::PRN,seo,nece
898,das::PRN,sin,se
899,alles::PRN,gach rud,kaik
900,ich::PRN,mé,minä
901,ich::PRN,mise,minä
902,du::PRN,tú,sinä
903,du::PRN,tusa,sinä
904,er::PRN,sé,hän
905,er::PRN,seisean,hän
906,wir::PRN,sinn,mö
907,ihr::PRN,sibh,tö
908,ihr::PRN,sibhse,tö
909,sie::PRN,siad,hö
910,sie::PRN,siadsan,hö
911,was::FPRN,cad,mi
912,was::FPRN,céard,mi
913,wer::FPRN,cé,ken
914,wo::FADV,cá,kus
915,wo::FADV,cén áit,kus
916,wohin::FADV,cá,kuna
917,wohin::FADV,cén áit,kuna
918,wie::FADV,conas,kut
919,wie::FADV,conas,mit'
920,wie::FADV,cén chaoi,kut
921,wie::FADV,cén chaoi,mit'
922,warum::FADV,cén fáth,mikš
923,warum::FADV,cad chuige,mikš
924,wieviel::FNUM,cá mhéad,äjak
925,wieviel::FNUM,cá mhéad,kuverz'
926,eins::NUM,aon,üks'
927,zwei::NUM,dhá,kaks'
928,drei::NUM,trí,koume
929,vier::NUM,ceathair,nel'l'
930,fünf::NUM,cúig,viž
931,sechs::NUM,sé,kuz'
932,sieben::NUM,seacht,seičeme
933,acht::NUM,ocht,kahesa
934,neun::NUM,naoi,ühesa
935,zehn::NUM,deich,kümne
936,elf::NUM,aon déag,üks'toštkümne
937,zwölf::NUM,dó dhéag,kaks'toštkümne
938,zwanzig::NUM,fiche,kaks'kümne
939,dreißig::NUM,tríocha,koumekümne
940,vierzig::NUM,daichead,nel'l'kümne
941,vierzig::NUM,ceathracha,nel'l'kümne
942,fünfzig::NUM,caoga,vižkümne
943,sechzig::NUM,seasca,kuz'kümne
944,siebzig::NUM,seachtó,seičemekümne
945,achtzig::NUM,ochtó,kahesakümne
946,neunzig::NUM,nócha,ühesakümne
947,hundert::NUM,céad,sada
948,tausend::NUM,míle,tuha
949,und::CNJ,agus,i
950,und::CNJ,agus,da
951,oder::CNJ,nó,vai
952,stehen::V,seas,seišta
953,sitzen::V,suigh,ištta
954,liegen::V,luigh,venuda
955,hängen::V,tá crochta,ripta
956,werden::V,éirigh,lindä
957,werden::V,éirigh,tehtas
958,passieren::V,tarlaigh,ozaitas
959,beginnen::V,tosaigh,augotadas
960,enden::V,críochnaigh,loptas
961,wechseln::V,athraigh,vajehtadas
962,aufgehen[Sonne]::V,éirigh,nousta
963,untergehen[Sonne]::V,fuin,lasktas
964,untergehen[Sonne]::V,téigh faoi,lasktas
965,scheinen[Sonne]::V,taitin,paštta
966,scheinen[Sonne]::V,soilsigh,paštta
967,donnern::V,tá toirneach ann,juraita
968,wehen::V,séid,dölta
969,wehen::V,séid,puhuda
970,strömen::V,sil,valadas
971,fließen::V,rith,valuda
972,fließen::V,snigh,valuda
973,sich drehen::V,cas,punotas
974,sich drehen::V,imrothlaigh,punotas
975,schwanken::V,luasc,čibuda
976,schwingen::V,luasc,čibuda
977,fallen::V,tit,langeta
978,brennen::V,dóigh,pallada
979,rauchen::V,plúch toite,savustada
980,regnen::V,báistigh,vihmda
981,regnen::V,tá ag cur báistí,vihmda
982,gefrieren::V,sioc,jäduda
983,gefrieren::V,sioc,kül'mdä
984,gefrieren::V,reoigh,jäduda
985,gefrieren::V,reoigh,kül'mdä
986,tauen::V,leáigh,sulada
987,tauen::V,coscair,sulada
988,schmelzen::V,leáigh,sulada
989,trocknen::V,triomaigh,kuida
990,trocknen::V,triomaigh,kuivehtuda
991,sieden::V,fiuch,kehuda
992,sieden::V,beirigh,kehuda
993,faulen::V,lobh,hapata
994,faulen::V,lobh,traudäs
995,faulen::V,dreoigh,hapata
996,faulen::V,dreoigh,traudäs
997,verfaulen::V,lobh,hapata
998,verfaulen::V,feoigh,hapata
999,reißen::V,bris,rebita
1000,versinken::V,téigh síos,upota
1001,vergehen::V,téigh thart,mända
1002,erscheinen::V,tar,ozutadas
1003,verschwinden::V,imigh,hajeta
1004,sinken::V,tit,väheta
1005,sinken::V,tit,lasktas
1006,sinken::V,ísligh,väheta
1007,sinken::V,ísligh,lasktas
1008,abnehmen::V,maolaigh,peneta
1009,abnehmen::V,laghdaigh,peneta
1010,zunehmen::V,méadaigh,ližaduda
1011,steigen::V,éirigh,nousta
1012,wachsen::V,fás,kazda
1013,glänzen::V,lonraigh,loštta
1014,funkeln::V,drithligh,hoštta
1015,lärmen::V,tóg callán,robaita
1016,läuten::V,buail,judaita
1017,klingeln::V,buail,kelotada
1018,klirren::V,cling,biraita
1019,brausen::V,búir,bruncta
1020,rauschen::V,tá ag siosarnach,šobaita
1021,klingen::V,tá glór ag,heläita
1022,bellen::V,amhastraigh,nutta
1023,heulen::V,glam,ulaita
1024,blasen::V,séid,puhuda
1025,pfeifen::V,lig fead,pistta
1026,pfeifen::V,lig fead,vihelta
1027,schreien::V,béic,kirkta
1028,schreien::V,béic,kidastada
1029,schreien::V,glaoigh,kirkta
1030,schreien::V,glaoigh,kidastada
1031,stöhnen::V,lig cnead,ohkta
1032,stöhnen::V,lig cnead,voivotada
1033,zittern::V,crith,säraita
1034,zittern::V,creathnaigh,säraita
1035,leben::V,mair,eläda
1036,geboren werden::V,rugadh,sünduda
1037,atmen::V,análaigh,henktä
1038,trinken::V,ól,joda
1039,essen::V,ith,söda
1040,schlucken::V,slog,lainata
1041,müde werden::V,tuirsigh,väzuda
1042,müde werden::V,tuirsigh,šuštuda
1043,einschlafen::V,tit ina chodladh,uinota
1044,schlafen::V,codail,magata
1045,schlafen::V,codail,nukkuda
1046,aufwachen::V,múscail,heraštuda
1047,aufstehen::V,éirigh,nousta
1048,sich erholen::V,lig scíth,lebaitas
1049,krank werden::V,éirigh tinn,läžegata
1050,krank sein::V,tá tinn,läžuda
1051,schmerzen::V,tá pian i,kibištada
1052,husten::V,déan casacht,rügda
1053,genesen::V,téarnaigh,tervehtuda
1054,sterben::V,éag,kolda
1055,sterben::V,faigh bás,kolda
1056,umkommen::V,caill,kolda
1057,sich bewegen::V,bog,likkuda
1058,sich bewegen::V,gluais,likkuda
1059,sich rühren::V,corraigh,likahtada
1060,sich rühren::V,corraigh,kubahtada
1061,sich erheben::V,seas suas,nousta
1062,sich setzen::V,suigh,išttas
1063,hinfallen::V,tit,langeta
1064,laufen::V,siúil,kävuda
1065,schreiten::V,siúil,astta
1066,schreiten::V,siúil,haškta
1067,spazierengehen::V,téigh ag spaisteoireacht,kävelta
1068,eilen::V,deifrigh,kiruhtada
1069,eilen::V,brostaigh,kiruhtada
1070,sich beeilen::V,deifrigh,kiruhtada
1071,sich beeilen::V,déan deifir,kiruhtada
1072,sausen::V,luathaigh,fun'urta
1073,rennen::V,rith,joksta
1074,springen::V,léim,hüptä
1075,klettern::V,dreap,libuda
1076,schaukeln::V,téigh ar an maide corrach,čibuda
1077,kriechen::V,snámh,ličtas
1078,schwimmen::V,snámh,ujuda
1079,tauchen::V,tum,čukautas
1080,rudern::V,iomair,souta
1081,rudern::V,rámhaigh,souta
1082,fahren::V,tiomáin,ajada
1083,fahren::V,tiomáin,ajelda
1084,fliegen::V,eitil,leta
1085,gehen::V,téigh,mända
1086,gehen::V,téigh,kävuda
1087,weggehen::V,imigh,päzda
1088,weggehen::V,imigh,lähtta
1089,abfahren::V,imigh,tönduda
1090,anhalten::V,stad,seižutadas
1091,hineingehen::V,téigh isteach,mända südäimehe
1092,eintreten::V,téigh isteach,tulda
1093,kommen::V,tar,tulda
1094,ankommen::V,tar,tulda
1095,zurückkommen::V,fill,pörtas
1096,bleiben::V,fan,jäda
1097,warten::V,fan,varastada
1098,erwarten::V,tá ag súil le,varastada
1099,erwarten::V,tá ag dréim le,varastada
1100,suchen::V,lorg,ectä
1101,finden::V,faigh,löuta
1102,finden::V,aimsigh,löuta
1103,versuchen::V,triail,ladida
1104,versuchen::V,triail,rohkaita
1105,vorbereiten::V,réitigh,vaumita
1106,lieben::V,gráigh,armastada
1107,mögen::V,taitin le,navedida
1108,mögen::V,is maith le,navedida
1109,lachen::V,gáir,nagrda
1110,rühren::V,téigh i bhfeidhm ar,likutada
1111,weinen::V,goil,itkta
1112,weinen::V,caoin,itkta
1113,schimpfen::V,tá ag clamhsán,laidas
1114,schimpfen::V,tá ag clamhsán,pačatada
1115,sich ärgern::V,tá corraithe,rändüda
1116,sich fürchten::V,tá eagla ar,varaita
1117,fürchten::V,tá eagla ar,varaita
1118,fliehen::V,teith,pageta
1119,flüchten::V,éalaigh,pageta
1120,flüchten::V,éalaigh,joksta
1121,sehen::V,feic,nähta
1122,anschauen::V,dearc,kacta
1123,anschauen::V,féach ar,kacta
1124,ansehen::V,breathnaigh,kacta
1125,hören::V,cluin,kulda
1126,zuhören::V,éist,kundeltas
1127,probieren::V,bliais,mujada
1128,riechen::V,bolaigh,rižada
1129,fühlen::V,braith,mujada
1130,fühlen::V,mothaigh,mujada
1131,scheinen::V,tá an chuma ar,näguda
1132,zu sehen sein::V,tá le feiceáil,näguda
1133,vernehmen::V,clois,kulištada
1134,frieren::V,tá fuar,kül'mdä
1135,tun::V,déan,tehta
1136,können::V,féad,voida
1137,können::V,féad,mahtta
1138,können::V,is féidir le,voida
1139,können::V,is féidir le,mahtta
1140,wollen::V,tá ag iarraidh,himoita
1141,wollen::V,tá ag iarraidh,tahtoida
1142,anfangen::V,tosaigh,zavottä
1143,anfangen::V,tosaigh,augotada
1144,anfangen::V,cuir tús le,zavottä
1145,anfangen::V,cuir tús le,augotada
1146,beenden::V,críochnaigh,loptä
1147,beenden::V,cuir deireadh le,loptä
1148,aufhören::V,stad,loptas
1149,gelingen::V,éirigh le,lähtta
1150,gelingen::V,éirigh le,tehtas
1151,geraten::V,tá deireadh ar,tulda
1152,öffnen::V,oscail,avaita
1153,schließen::V,dún,saubata
1154,schließen::V,iaigh,saubata
1155,stellen::V,cuir,panda
1156,stellen::V,cuir,seižutada
1157,setzen::V,cuir,ištutada
1158,setzen::V,socraigh,ištutada
1159,legen::V,cuir,panda
1160,berühren::V,teagmhaigh le,koskta
1161,berühren::V,teagmhaigh le,käziduda
1162,verbinden::V,ceangail,ühtenzoitta
1163,bedecken::V,clúdaigh,katta
1164,bedecken::V,clúdaigh,peitta
1165,bedecken::V,cumhdaigh,katta
1166,bedecken::V,cumhdaigh,peitta
1167,aufhängen::V,croch,riputada
1168,anzünden::V,las,sütutada
1169,anzünden::V,adhain,sütutada
1170,aufheben::V,tóg,leta
1171,aufheben::V,ardaigh,leta
1172,zurücklassen::V,fág,jätta
1173,verlieren::V,caill,kadotada
1174,fallen lassen::V,lig uait,kirbotada
1175,fallen lassen::V,caith uait,kirbotada
1176,machen::V,déan,säta
1177,machen::V,déan,tehta
1178,machen::V,réitigh,säta
1179,machen::V,réitigh,tehta
1180,herstellen::V,táirg,tehta
1181,bauen::V,tóg,leta
1182,bauen::V,tóg,sauda
1183,reparieren::V,deisigh,koheta
1184,verbessern::V,feabhsaigh,paremboita
1185,ändern::V,athraigh,vajehtada
1186,graben::V,tochail,kaida
1187,graben::V,tochail,čongoida
1188,beugen::V,crom,koverta
1189,biegen::V,lúb,painda
1190,drehen::V,cas,punotada
1191,wenden::V,tiontaigh,käta
1192,wenden::V,tiontaigh,kärauta
1193,umdrehen::V,iompaigh,käta
1194,umdrehen::V,tiontaigh,käta
1195,heben::V,ardaigh,leta
1196,hochheben::V,tóg,libutada
1197,ergreifen::V,beir ar,tabata
1198,halten::V,coimeád,pidada
1199,halten::V,coinnigh,pidada
1200,drücken::V,brúigh,painda
1201,schieben::V,brúigh,žigutada
1202,kratzen::V,scríob,künstä
1203,lecken::V,ligh,nolda
1204,lecken::V,leadhb,nolda
1205,beißen::V,bain greim as,purda
1206,beißen::V,bain greim as,hambastada
1207,abreißen::V,stróic,ratketa
1208,abreißen::V,tarraing,ratketa
1209,abschneiden::V,scoith,čapata
1210,abschneiden::V,scoith,leikata
1211,binden::V,ceangail,sidoda
1212,stecken::V,sáigh,čokaita
1213,brechen::V,bris,katkaita
1214,klopfen::V,cnag,kolkotada
1215,hauen::V,buail,löda
1216,kleben::V,gliúáil,klejata
1217,reiben::V,cuimil,hosta
1218,reiben::V,cuimil,törkita
1219,reiben::V,cuimil,jorotada
1220,streichen::V,leath,voita
1221,schleifen::V,líomh,hijoida
1222,schleifen::V,líomh,teravzoitta
1223,schneiden::V,gearr,leikata
1224,rütteln::V,croith,heilutada
1225,schütteln::V,croith,pudištada
1226,schwenken::V,luasc,maihutada
1227,schütten::V,doirt,valada
1228,füllen::V,líon,täutta
1229,einwickeln::V,cuach,kärdä
1230,einwickeln::V,clúdaigh,kärdä
1231,tragen::V,iompair,kantta
1232,tragen::V,iompair,kandišta
1233,schleppen::V,tarraing,vedätada
1234,ziehen::V,tarraing,vedada
1235,aufbewahren::V,coinnigh,kaita
1236,werfen::V,caith,čuta
1237,werfen::V,caith,tactä
1238,fangen::V,ceap,püta
1239,packen::V,beir ar,tabata
1240,verstecken::V,folaigh,peitta
1241,verstecken::V,cuir i bhfolach,peitta
1242,teilen::V,roinn,jagada
1243,schicken::V,seol,oigeta
1244,bringen::V,beir,veda
1245,bringen::V,tabhair,veda
1246,hinzufügen::V,cuir le,ližata
1247,bekommen::V,faigh,sada
1248,erhalten::V,faigh,sada
1249,nehmen::V,tóg,otta
1250,nehmen::V,glac,otta
1251,wählen::V,pioc,valita
1252,wählen::V,roghnaigh,valita
1253,auswählen::V,roghnaigh,valita
1254,bewahren::V,caomhnaigh,kaita
1255,behindern::V,cuir bac ar,telustada
1256,verderben::V,mill,travida
1257,beschädigen::V,loit,satatada
1258,beschädigen::V,déan damáiste do,satatada
1259,zerbrechen::V,bris,mureta
1260,zerreißen::V,stiall,rebitada
1261,zerstören::V,mill,mureta
1262,zerstören::V,scrios,mureta
1263,verbrennen::V,las,poltta
1264,verbrennen::V,dóigh,poltta
1265,geben::V,tabhair,antta
1266,reichen::V,sín,antta
1267,reichen::V,cuir,antta
1268,schenken::V,bronn,lahjoita
1269,schenken::V,tabhair,lahjoita
1270,versprechen::V,geall,toivotada
1271,wünschen::V,guigh,toivotada
1272,loben::V,mol,kitta
1273,küssen::V,póg,tervehtada
1274,wiegen::V,bog,likutada
1275,wiegen::V,luasc,likutada
1276,zudecken::V,clúdaigh,katta
1277,wecken::V,dúisigh,noustatada
1278,zeigen::V,taispeáin,ozutada
1279,führen::V,treoraigh,astutada
1280,lehren::V,múin,opeta
1281,lehren::V,teagasc,opeta
1282,unterrichten::V,múin,opeta
1283,unterrichten::V,teagasc,opeta
1284,aufziehen::V,tóg,kazvatada
1285,leiten::V,tá i gceannas ar,ohjata
1286,antreiben::V,gríosaigh,rigehtoitta
1287,lassen::V,cuir ag,käskta
1288,einladen::V,cuir cuireadh ar,kucta
1289,vereinigen::V,aontaigh,ühtenzoitta
1290,besuchen::V,tabhair cuairt ar,rižada
1291,treffen::V,cas ar,vastata
1292,treffen::V,buail le,vastata
1293,sich versammeln::V,bailigh,kägeta
1294,sich versammeln::V,bailigh,sätas
1295,sich versammeln::V,cruinnigh,kägeta
1296,sich versammeln::V,cruinnigh,sätas
1297,spielen::V,imir,väta
1298,spielen::V,tá ag spraoi,väta
1299,singen::V,can,pajatada
1300,tanzen::V,rinc,kargaita
1301,tanzen::V,damhsaigh,kargaita
1302,sich trennen::V,scar,erigata
1303,verlassen::V,fág,jätta
1304,retten::V,tarrtháil,päzutada
1305,bewachen::V,cosain,varjoita
1306,bewachen::V,gardáil,varjoita
1307,schützen::V,cosain,kaita
1308,verteidigen::V,cosain,kaita
1309,sich schlagen::V,tá ag bruíon,torata
1310,schießen::V,caith,ampta
1311,schießen::V,scaoil,ampta
1312,siegen::V,bain,vägestada
1313,siegen::V,buaigh,vägestada
1314,ärgern::V,cuir isteach ar,verdutada
1315,ärgern::V,cuir isteach ar,rändütada
1316,schlagen::V,buail,löda
1317,schlagen::V,buail,iškta
1318,treten::V,ciceáil,peksta
1319,treten::V,ciceáil,topsta
1320,stechen::V,sáigh,pystiä
1321,stoßen::V,brúigh,iškta
1322,stoßen::V,brúigh,pudištada
1323,stoßen::V,soncáil,iškta
1324,stoßen::V,soncáil,pudištada
1325,stehlen::V,goid,vargastada
1326,stören::V,cuir isteach ar,keskustada
1327,belästigen::V,cuir as do,tartuteldas
1328,verbergen::V,ceil,katelda
1329,täuschen::V,cuir dallamullóg ar,manitada
1330,betrügen::V,déan calaois ar,manitada
1331,töten::V,maraigh,rikta
1332,töten::V,maraigh,surmita
1333,wohnen::V,cuir faoi,eläda
1334,wohnen::V,tá ina chónaí,eläda
1335,arbeiten::V,oibrigh,rata
1336,sammeln::V,bailigh,kogota
1337,sammeln::V,cruinnigh,kogota
1338,pflücken::V,pioc,poimda
1339,jagen::V,seilg,mecata
1340,fischen::V,iasc,kalatada
1341,fassen::V,beir ar,tabata
1342,hüten::V,aoirigh,paimeta
1343,treiben::V,seol,ajada
1344,treiben::V,tiomáin,ajada
1345,anbinden::V,ceangail,küttestada
1346,anbinden::V,ceangail,sidoda
1347,füttern::V,cothaigh,sötta
1348,füttern::V,beathaigh,sötta
1349,melken::V,bligh,lüpsta
1350,melken::V,crúigh,lüpsta
1351,hacken::V,gearr,sauda
1352,gießen::V,uiscigh,valada
1353,reifen::V,aibigh,küpseta
1354,zubereiten::V,cócaráil,vaumištada
1355,kochen::V,bruith,keitta
1356,kochen::V,beirigh,keitta
1357,backen::V,bácáil,paštta
1358,braten::V,róst,žarda
1359,braten::V,frioch,žarda
1360,umrühren::V,measc,segoitada
1361,stricken::V,cniotáil,kudoda
1362,nähen::V,fuaigh,ombelta
1363,färben::V,dathaigh,mujutada
1364,reinigen::V,glan,puhtastada
1365,waschen::V,nigh,pesta
1366,abwischen::V,glan,pühktä
1367,spülen::V,sruthlaigh,huhtoida
1368,fegen::V,scuab,pühkta
1369,kehren::V,scuab,uhoita
1370,baden::V,folc,kül'ptäs
1371,sich waschen::V,nigh é féin,pestas
1372,ausziehen::V,bain de,riičta
1373,ausziehen::V,bain de,rušta
1374,anziehen::V,cuir ar,panda päle
1375,anziehen::V,cuir ar,panda kädehe
1376,anziehen::V,cuir ar,panda jaugha
1377,sich anziehen::V,gléas é féin,sobdas
1378,kämmen::V,cíor,harjata
1379,schmücken::V,maisigh,čomitada
1380,sagen::V,abair,sanuda
1381,sprechen::V,labhair,pagišta
1382,reden::V,caintigh,pagišta
1383,sich unterhalten::V,caintigh,lodaita
1384,sich unterhalten::V,tá ag comhrá,lodaita
1385,fragen::V,fiafraigh,küzuda
1386,fragen::V,cuir ceist,küzuda
1387,bitten::V,iarr,pakita
1388,erzählen::V,inis,sanuda
1389,erzählen::V,inis,starinoita
1390,erzählen::V,eachtraigh,sanuda
1391,erzählen::V,eachtraigh,starinoita
1392,mitteilen::V,aithris,tedotada
1393,mitteilen::V,cuir in iúl,tedotada
1394,nennen::V,ainmnigh,nimitada
1395,rufen::V,glaoigh,kucta
1396,prahlen::V,maígh,kittäs
1397,übersetzen::V,aistrigh,käta
1398,denken::V,síl,meletada
1399,denken::V,ceap,meletada
1400,glauben::V,creid,uskta
1401,bemerken::V,tabhair faoi deara,homaita
1402,erkennen::V,aithin,tundištada
1403,begreifen::V,tuig,tabata
1404,verstehen::V,tuig,el'geta
1405,verstehen::V,tuig,toimetada
1406,lernen::V,foghlaim,opetas
1407,wissen::V,tá a fhios ag,teta
1408,sich erinnern an::V,cuimhnigh ar,johtutada
1409,sich erinnern an::V,is cuimhne ar,johtutada
1410,vergessen::V,dearmad,unohtada
1411,messen::V,tomhais,märita
1412,zählen::V,cuntais,lugeda
1413,rechnen::V,ríomh,lugeda
1414,rechnen::V,áirigh,lugeda
1415,lesen::V,léigh,lugeda
1416,malen::V,péinteáil,pirta
1417,zeichnen::V,línigh,pirta
1418,zeichnen::V,tarraing,pirta
1419,schreiben::V,scríobh,kirjutada
1420,besitzen::V,is le,omištada
1421,kaufen::V,ceannaigh,ostta
1422,verkaufen::V,díol,möda
1423,bezahlen::V,íoc as,maksta
1424,zahlen::V,íoc,maksta
1425,beherrschen::V,rialaigh,valdoita
1426,ertragen::V,seas,tirpta
1427,ertragen::V,fulaing,tirpta
1428,ertragen::V,foighnigh,tirpta
1429,Ader::N,,son'
1430,vorwärts::ADV,,edehe
