,Concept_ID,et,ml
647,anderer::A,muu,മറ്റുള്ള
648,anderer::A,teine,മറ്റുള്ള
649,erster::A,esimene,ആദ്യത്തെ
650,zweiter::A,teine,രണ്ടാം
651,dritter::A,kolmas,മൂന്നാമത്
652,letzter::A,viimane,അവസാനത്തെ
653,allein::ADV,üksi,തനിച്ചുള്ള
654,auf einmal::ADV,korraga,ഉടന്
655,auf einmal::ADV,ühekorraga,ഉടന്
656,zusammen::ADV,koos,ഒരുമിച്ച
657,zusammen::ADV,üheskoos,ഒരുമിച്ച
658,lange::ADV,kaua,നീണ്ട_കാലത്തേയ്ക്ക്
659,plötzlich::ADV,äkki,പെട്ടെന്ന്
660,plötzlich::ADV,järsku,പെട്ടെന്ന്
661,sofort::ADV,kohe,തത്ക്ഷണം
662,später::ADV,hiljem,പിന്നീട്
663,jetzt::ADV,nüüd,ഇപ്പോൾ
664,heute::ADV,täna,ഇന്ന്
665,morgen::ADV,homme,നാളെ
666,bald::ADV,pea,ഉടനെ
667,bald::ADV,varsti,ഉടനെ
668,dann::ADV,siis,അപ്പോൾ
669,gestern::ADV,eile,ഇന്നലെ
670,einst::ADV,vanasti,പണ്ടൊരിക്കല്
671,damals::ADV,tookord,അപ്പോൾ
672,danach::ADV,seejärel,പിന്നീട്
673,vorher::ADV,enne,മുൻപ്
674,zuerst::ADV,enne,ആദ്യം
675,zuerst::ADV,esmalt,ആദ്യം
676,einmal::ADV,kord,ഒരിക്കൽ
677,einmal::ADV,üks kord,ഒരിക്കൽ
678,manchmal::ADV,mõnikord,ചിലപ്പോൾ
679,oft::ADV,tihti,പലപ്പോഴും
680,oft::ADV,sageli,പലപ്പോഴും
681,immer::ADV,ikka,എപ്പോഴും
682,immer::ADV,alati,എപ്പോഴും
683,niemals::ADV,mitte kunagi,ഒരിക്കലും
684,hier::ADV,siin,ഇവിടെ
685,hierhin::ADV,siia,ഇവിടേക്ക്
686,von hier::ADV,siit,ഇവിടെനിന്ന്
687,dort::ADV,seal,അവിടെ
688,dorthin::ADV,sinna,അവിടേക്ക്
689,geradeaus::ADV,otse edasi,മുമ്പിൽ
690,geradeaus::ADV,otse edasi,മുമന്നോട്ട്
691,vorwärts::ADV,edasi,മുന്നോട്ട്
692,rückwärts::ADV,tagurpidi,തലതിരിച്ച്
693,zurück::ADV,tagasi,പുറകിലേക്ക്
694,unten::ADV,all,താഴെ
695,unten::ADV,allpool,താഴെ
696,hinab::ADV,alla,താഴേക്ക്
697,oben::ADV,ülal,മുകളിൽ
698,hinauf::ADV,üles,മുകളിൽ
699,überall::ADV,kõikjal,എല്ലായിടത്തും
700,nicht::ADV,ei,ഇല്ല
701,nicht::ADV,mitte,ഇല്ല
702,ein wenig::ADV,veidi,കുറച്ച്
703,ein wenig::ADV,natuke,കുറച്ച്
704,kaum::ADV,vaevalt,കഷ്ടിച്ച്
705,sehr::ADV,väga,വളരെ
706,so::ADV,nii,അങ്ങനെ
707,noch::ADV,veel,ഇപ്പോഴും
708,nur::ADV,ainult,മാത്രം
709,schon::ADV,juba,നേരത്തേ തന്നെ
710,wieder::ADV,jälle,വീണ്ടും
711,vergebens::ADV,asjata,വിഫല
712,vor::PRP,ees,മുമ്പിൽ
713,hinter::PRP,taha,പുറകിൽ
714,unter::PRP,all,കീഴിൽ
715,durch::PRP,läbi,ഉള്ളിലൂടെ
716,durch::PRP,kaudu,ഉള്ളിലൂടെ
717,neben::PRP,kõrval,അടുത്ത്
718,zwischen::PRP,vahel,ഇടയ്ക്ക്
719,wegen::PRP,tõttu,നിമിത്തം
720,wegen::PRP,pärast,നിമിത്തം
721,dies::PRN,see,ഇത്
722,das::PRN,see,അത്
723,alles::PRN,kõik,എല്ലാം
724,ich::PRN,mina,ഞാൻ
725,du::PRN,sina,നിങ്ങൾ
726,er::PRN,tema,അദ്ദേഹം
727,er::PRN,tema,അയാൾ
728,er::PRN,tema,അവൻ
729,er::PRN,tema,അവർ
730,er::PRN,tema,അവൾ
731,wir::PRN,me,നമ്മൾ
732,ihr::PRN,te,നിങ്ങൾ
733,sie::PRN,nad,അവർ
734,was::FPRN,mis,എന്ത്
735,wer::FPRN,kes,ആര്
736,wo::FADV,kus,എവിടെ
737,wohin::FADV,kuhu,എവിടേക്ക്
738,wie::FADV,kuidas,എങ്ങനെ
739,warum::FADV,miks,എന്തുകൊണ്ട്
740,wieviel::FNUM,mitu,എത്ര
741,wieviel::FNUM,kui palju,എത്ര
742,eins::NUM,üks,ഒന്ന്
743,zwei::NUM,kaks,രണ്ട്
744,drei::NUM,kolm,മൂന്ന്
745,vier::NUM,neli,നാല്
746,fünf::NUM,viis,അഞ്ച്
747,sechs::NUM,kuus,ആറ്
748,sieben::NUM,seitse,ഏഴ്
749,acht::NUM,kaheksa,എട്ട്
750,neun::NUM,üheksa,ഒമ്പത്
751,zehn::NUM,kümme,പത്ത്
752,elf::NUM,üksteist,പതിനൊന്ന്
753,zwölf::NUM,kaksteist,പന്ത്രണ്ട്
754,zwanzig::NUM,kakskümmend,ഇരുപത്
755,dreißig::NUM,kolmkümmend,മുപ്പത്
756,vierzig::NUM,nelikümmend,നാൽപ്പത്
757,fünfzig::NUM,viiskümmend,അൻപത്
758,sechzig::NUM,kuuskümmend,അറുപത്
759,siebzig::NUM,seitsekümmend,എഴുപത്
760,achtzig::NUM,kaheksakümmend,എൺപത്
761,neunzig::NUM,üheksakümmend,തൊണ്ണൂറ്
762,hundert::NUM,sada,നൂറ്
763,tausend::NUM,tuhat,ആയിരം
764,und::CNJ,ja,ഉം
765,oder::CNJ,või,അഥവാ
766,stehen::V,seisma,നിൽക്കുക
767,sitzen::V,istuma,ഇരിക്കുക
768,liegen::V,lamama,കിടക്കുക
769,hängen::V,rippuma,തൂങ്ങുക
770,werden::V,saama,ആയിത്തീരുക
771,werden::V,hakkama,ആയിത്തീരുക
772,passieren::V,juhtuma,സംഭവിക്കുക
773,beginnen::V,algama,ആരംഭിക്കുക
774,beginnen::V,hakkama,ആരംഭിക്കുക
775,enden::V,lõppema,അവസാനിപ്പിക്കുക
776,wechseln::V,vahelduma,മാറ്റുക
777,aufgehen[Sonne]::V,tõusma,ഉയരുക
778,untergehen[Sonne]::V,loojuma,അടുക്കി_വയ്ക്കുക
779,scheinen[Sonne]::V,paistma,പ്രകാശിക്കുക
780,donnern::V,kõmisema,ഇടിവെട്ടുക
781,wehen::V,puhuma,വീശുക
782,strömen::V,voolama,ഒഴുകുക
783,fließen::V,voolama,ഒഴുകുക
784,sich drehen::V,pöörduma,ചുറ്റുക
785,sich drehen::V,pöörduma,കറക്കുക
786,schwanken::V,kõikuma,ഇരുവശത്തേയ്ക്കും_ആടുക
787,schwingen::V,võnkuma,ആടുക
788,fallen::V,langema,വീഴുക
789,brennen::V,põlema,കത്തുക
790,rauchen::V,suitsema,പുകയുക
791,regnen::V,sadama,മഴ_പെയ്യുക
792,gefrieren::V,kinni külmuma,തണത്ത്_മരവിക്കുക
793,tauen::V,sulama,അലിയുക
794,schmelzen::V,sulama,ഉരുകുക
795,trocknen::V,kuivama,വരളുക
796,sieden::V,keema,തിളപ്പിക്കുക
797,faulen::V,mädanema,ചീയുക
798,verfaulen::V,mädanema,അഴുകുക
799,reißen::V,rebenema,ശബ്ദത്തോടെ_മുറിയുക
800,versinken::V,uppuma,മുക്കുക
801,vergehen::V,mööduma,കടന്നുപോകുക
802,erscheinen::V,ilmuma,പ്രത്യക്ഷപ്പെടുക
803,verschwinden::V,kaduma,അദൃശ്യമാകുക
804,sinken::V,vajuma,താഴുക
805,sinken::V,langema,താഴുക
806,abnehmen::V,vähenema,കുറിയുക
807,abnehmen::V,kahenema,കുറിയുക
808,zunehmen::V,kasvama,വർദ്ധിക്കുക
809,steigen::V,tõusma,ഉയരുക
810,steigen::V,üles minema,ഉയരുക
811,wachsen::V,kasvama,വളരുക
812,glänzen::V,läikimä,മിന്നുക
813,funkeln::V,sädelema,തിളങ്ങുക
814,lärmen::V,lärmama,ശബ്ദമുണ്ടാക്കുക
815,läuten::V,helisema,മണിമുഴങ്ങുക
816,klingeln::V,helisema,ചിലമ്പുക
817,klirren::V,kõlisema,കിലുക്കുക
818,brausen::V,kohisema,മുഴങ്ങുക
819,rauschen::V,kohisema,അനങ്ങുക
820,klingen::V,kõlama,മുഴക്കുക
821,bellen::V,haukuma,കുരയ്ക്കുക
822,heulen::V,uluma,ഓരിയിടുക
823,blasen::V,puhuma,ഊതുക
824,pfeifen::V,vilistama,വിസിലടിക്കുക
825,schreien::V,karjuma,ആക്രോശിക്കുക
826,stöhnen::V,oigama,അരക്കം
827,stöhnen::V,oigama,ആർത്തനാദം
828,zittern::V,värisema,വിറയ്ക്കുക
829,leben::V,elama,താമസിക്കുക
830,leben::V,elus olema,താമസിക്കുക
831,geboren werden::V,sündima,ജനിക്കുക
832,atmen::V,hingama,ശ്വസിക്കുക
833,trinken::V,jooma,കുടിക്കുക
834,essen::V,sööma,കഴിക്കുക
835,schlucken::V,neelama,വിഴുങ്ങുക
836,müde werden::V,väsima,ക്ഷീണിക്കുക
837,einschlafen::V,uinuma,നിദ്രിക്കുക
838,schlafen::V,magama,ഉറങ്ങുക
839,aufwachen::V,ärkama,ഉണരുക
840,aufstehen::V,ärkama,എഴുന്നേൽക്കുക
841,aufstehen::V,üles tõusma,എഴുന്നേൽക്കുക
842,sich erholen::V,puhkama,വിശ്രമിക്കുക
843,krank werden::V,haigestuma,ദീനംപിടിക്കുക
844,krank werden::V,haigeks jääma,ദീനംപിടിക്കുക
845,krank sein::V,haige olema,രോഗികളാകുക
846,schmerzen::V,valutama,വേദനിക്കുക
847,husten::V,köhima,ചുമയ്ക്കുക
848,genesen::V,toibuma,സുഖപ്പെടുക
849,sterben::V,surema,മരിക്കുക
850,umkommen::V,surma saama,മരിക്കുക
851,sich bewegen::V,liikuma,സ്ഥലം_മാറുക
852,sich rühren::V,liikuma,ചലിക്കുക
853,sich erheben::V,kerkima,നിൽക്കുക
854,sich setzen::V,istet võtma,ഇരിക്കുക
855,hinfallen::V,kukkuma,വീഴുക
856,hinfallen::V,maha kukkuma,വീഴുക
857,laufen::V,kõndima,നടക്കുക
858,schreiten::V,astuma,നടക്കുക
859,spazierengehen::V,jalutama,ഉലാത്തുക
860,eilen::V,ruttama,പാഞ്ഞെത്തുക
861,eilen::V,kiirustama,പാഞ്ഞെത്തുക
862,sich beeilen::V,ruttama,തിരിക്കുകൂട്ടുക
863,sich beeilen::V,ruttama,തിടുക്കം_കാട്ടുക
864,sich beeilen::V,kiirustama,തിരിക്കുകൂട്ടുക
865,sich beeilen::V,kiirustama,തിടുക്കം_കാട്ടുക
866,sausen::V,kihutama,കുതിക്കുക
867,sausen::V,tormama,കുതിക്കുക
868,rennen::V,jooksma,ഓടുക
869,rennen::V,kihutama,ഓടുക
870,springen::V,hüppama,ചാടുക
871,klettern::V,ronima,കയറുക
872,schaukeln::V,kiikuma,ഇളകുക
873,kriechen::V,roomama,പതുങ്ങികയറുക
874,schwimmen::V,ujuma,നീന്തുക
875,tauchen::V,sukelduma,വെള്ളത്തിലേക്ക് ചാടുക
876,rudern::V,sõudma,തുഴയുക
877,fahren::V,sõitma,വാഹനം ഓടിക്കുക
878,fliegen::V,lendama,പറക്കുക
879,gehen::V,käima,പോകുക
880,gehen::V,minema,പോകുക
881,weggehen::V,ära minema,വിടുക
882,weggehen::V,välja minema,വിടുക
883,abfahren::V,väljuma,പുറപ്പെടുക
884,abfahren::V,ära sõitma,പുറപ്പെടുക
885,anhalten::V,peatuma,നിർത്തുക
886,hineingehen::V,sisenema,പ്രവേശിക്കുക
887,hineingehen::V,sisse minema,പ്രവേശിക്കുക
888,eintreten::V,sisenema,പ്രവേശിക്കുക
889,eintreten::V,sisse astuma,പ്രവേശിക്കുക
890,kommen::V,tulema,വരുക
891,ankommen::V,saabuma,എത്തിച്ചേരുക
892,zurückkommen::V,tagasi tulema,തിരിച്ചു വരുക
893,bleiben::V,jääma,തുടരുക
894,warten::V,ootama,കാത്തിരിക്കുക
895,erwarten::V,ootama,പ്രതീക്ഷിക്കുക
896,erwarten::V,lootma,പ്രതീക്ഷിക്കുക
897,suchen::V,otsima,തിരയുക
898,finden::V,leidma,കണ്ടെത്തുക
899,versuchen::V,püüdma,ശ്രമിക്കുക
900,versuchen::V,üritama,ശ്രമിക്കുക
901,versuchen::V,katsetama,ശ്രമിക്കുക
902,vorbereiten::V,valmistama,തയ്യാറെടുക്കുക
903,lieben::V,armastama,സ്നേഹിക്കുക
904,mögen::V,sallima,ഇഷ്ടപ്പെടുക
905,mögen::V,meeldima,ഇഷ്ടപ്പെടുക
906,lachen::V,naerma,ചിരിക്കുക
907,rühren::V,liigutama,ഹൃദയം സ്പർശിക്കുക
908,rühren::V,heldima panema,ഹൃദയം സ്പർശിക്കുക
909,weinen::V,nutma,തേങ്ങുക
910,schimpfen::V,sõimama,പിറുപിറുക്കുക
911,sich ärgern::V,ärrituma,കോപിക്കുക
912,sich ärgern::V,vihastuma,കോപിക്കുക
913,sich fürchten::V,kartma,പേടിക്കുക
914,sich fürchten::V,hirmu tundma,പേടിക്കുക
915,fürchten::V,kartma,പേടിക്കുക
916,fliehen::V,põgenema,രക്ഷപ്പെടുക
917,flüchten::V,põgenema,രക്ഷപ്പെടുക
918,sehen::V,nägema,കാണുക
919,anschauen::V,vaatama,നോക്കുക
920,ansehen::V,vaatama,നോക്കുക
921,hören::V,kuulma,കേൾക്കുക
922,zuhören::V,kuulama,ശ്രദ്ധിക്കുക
923,probieren::V,proovima,രുചിയുള്ളതായി_തോന്നുക
924,riechen::V,nuusutama,മണത്തു_നോക്കുക
925,fühlen::V,tundma,സ്പർശിച്ചറിയുക
926,scheinen::V,näida,കാണപ്പെടുക
927,scheinen::V,ilmuda,കാണപ്പെടുക
928,zu sehen sein::V,ilmuma,വെളിച്ചപ്പെടുക
929,vernehmen::V,üle kuulama,കേൾക്കുക
930,frieren::V,külmetada,വിറയ്ക്കുക
931,tun::V,tegema,ചെയ്യുക
932,können::V,võima,കഴിയുക
933,können::V,oskama,കഴിയുക
934,wollen::V,tahtma,വേണുക
935,anfangen::V,hakkama,തുടങ്ങുക
936,anfangen::V,alustama,തുടങ്ങുക
937,beenden::V,lõpetama,പൂർത്തിയാക്കുക
938,aufhören::V,lakkama,നിർത്തുക
939,gelingen::V,õnnestuma,വിജയിക്കുക
940,geraten::V,jõudma,പരിണമിക്കുക
941,öffnen::V,avama,തുറക്കുക
942,schließen::V,sulgema,അടയ്ക്കുക
943,stellen::V,panema,വയ്ക്കുക
944,stellen::V,asetama,വയ്ക്കുക
945,setzen::V,panema,വയ്ക്കുക
946,legen::V,panema,ഇടുക
947,legen::V,asetama,ഇടുക
948,berühren::V,riivama,തൊടുക
949,berühren::V,puudutama,തൊടുക
950,verbinden::V,ühendama,ഘടിപ്പിക്കുക
951,bedecken::V,katma,മുടുക
952,aufhängen::V,riputama,കെട്ടിതൂക്കുക
953,anzünden::V,süütama,കത്തിക്കുക
954,aufheben::V,üles tõstma,പെറുക്കിയെടുക്കുക
955,zurücklassen::V,jätma,വച്ചുപോരുക
956,verlieren::V,kaotama,നഷ്ടപ്പെടുക
957,fallen lassen::V,maha pillama,വീഴ്ത്തുക
958,fallen lassen::V,kukkuda laskma,വീഴ്ത്തുക
959,machen::V,tegema,ഉണ്ടാക്കുക
960,herstellen::V,valmistama,ഉൽപാദിപ്പിക്കുക
961,bauen::V,ehitama,നിർമ്മിക്കുക
962,reparieren::V,parandama,നന്നാക്കുക
963,verbessern::V,parandama,മെച്ചപ്പെടുക
964,ändern::V,muutma,മാറ്റംവരുത്തുക
965,ändern::V,ümber tegema,മാറ്റംവരുത്തുക
966,graben::V,kaevama,കുഴിക്കുക
967,beugen::V,painutama,വണങ്ങുക
968,biegen::V,painutama,കുനിയുക
969,drehen::V,keerama,തിരിക്കുക
970,wenden::V,ümber pöörama,തിരിയുക
971,umdrehen::V,ümber keerama,തിരിയുക
972,heben::V,tõstma,ഉയർത്തുക
973,hochheben::V,üles tõstma,ഉയർത്തുക
974,hochheben::V,kõrgele tõstma,ഉയർത്തുക
975,ergreifen::V,haarama,ബലമായി_പിടിക്കുക
976,halten::V,hoidma,പിടിക്കുക
977,drücken::V,pigistama,അമർത്തുക
978,schieben::V,lükkama,തള്ളുക
979,kratzen::V,kraapima,ചുരണ്ടുക
980,lecken::V,lakkuma,നക്കുക
981,beißen::V,purema,കടിക്കുക
982,beißen::V,hammustama,കടിക്കുക
983,abreißen::V,rebima,കീറിക്കളയുക
984,abreißen::V,ära rebima,കീറിക്കളയുക
985,abschneiden::V,ära lõikama,മുറിച്ചുമാറ്റുക
986,binden::V,siduma,കെട്ടുക
987,stecken::V,pistma,തുളയ്ക്കുക
988,brechen::V,murdma,ഉടയുക
989,klopfen::V,koputama,തട്ടുക
990,hauen::V,lööma,അടിക്കുക
991,kleben::V,kleepima,ഒട്ടിക്കുക
992,reiben::V,hõõruma,തിരുമ്മിത്തുടയ്ക്കുക
993,streichen::V,silitama,പടർത്തുക
994,schleifen::V,lihvima,പൊടിക്കുക
995,schleifen::V,teritama,പൊടിക്കുക
996,schneiden::V,lõikama,മുറിക്കുക
997,rütteln::V,raputama,മുട്ടുക
998,schütteln::V,raputama,കുലുക്കുക
999,schütteln::V,loksutama,കുലുക്കുക
1000,schwenken::V,vehkima,ആടുക
1001,schwenken::V,lehvitama,ആടുക
1002,schütten::V,kallama,ഒഴിക്കുക
1003,füllen::V,täitma,നിറയ്ക്കുക
1004,einwickeln::V,sisse mähkima,പൊതിയുക
1005,tragen::V,kandma,വഹിക്കുക
1006,schleppen::V,tassima,വലിച്ചിഴയ്ക്കുക
1007,schleppen::V,lohistama,വലിച്ചിഴയ്ക്കുക
1008,ziehen::V,vedama,വലിക്കുക
1009,ziehen::V,tõmbama,വലിക്കുക
1010,aufbewahren::V,säilitama,വയ്ക്കുക
1011,aufbewahren::V,alal hoidma,വയ്ക്കുക
1012,werfen::V,viskama,എറിയുക
1013,fangen::V,püüdma,പിടിക്കുക
1014,packen::V,kinni haarama,തട്ടിപ്പറിക്കുക
1015,packen::V,kinni võtma,തട്ടിപ്പറിക്കുക
1016,verstecken::V,peitma,മറയ്ക്കുക
1017,teilen::V,jagama,വിഭജിക്കുക
1018,teilen::V,jaotama,വിഭജിക്കുക
1019,schicken::V,saatma,അയയ്ക്കുക
1020,bringen::V,viima,കൊണ്ടുവരുക
1021,hinzufügen::V,lisama,കൂട്ടുക
1022,bekommen::V,saama,കിട്ടുക
1023,erhalten::V,saama,സ്വീകരിക്കുക
1024,nehmen::V,võtma,എടുക്കുക
1025,wählen::V,valima,തിരഞ്ഞെടുക്കുക
1026,auswählen::V,valima,തിരഞ്ഞെടുക്കുക
1027,bewahren::V,hoidma,പുലർത്തുക
1028,behindern::V,takistama,തടയിടുക
1029,verderben::V,rikkuma,നശിപ്പിക്കുക
1030,beschädigen::V,rikkuma,ക്ഷതമേൽപ്പിക്കുക
1031,zerbrechen::V,katki tegema,ഉടയുക
1032,zerreißen::V,katki rebima,കീറുക
1033,zerstören::V,purustama,നശിപ്പിക്കുക
1034,verbrennen::V,põletama,കത്തിനശിക്കുക
1035,verbrennen::V,põletama,കത്തിച്ചുകളയുക
1036,geben::V,andma,കൊടുക്കുക
1037,geben::V,andma,തരുക
1038,reichen::V,andma,കൈമാറുക
1039,reichen::V,ulatama,കൈമാറുക
1040,schenken::V,kinkima,സമ്മാനം കൊടുക്കുക
1041,versprechen::V,lubama,വാഗ്ദാനം_നൽകുക
1042,versprechen::V,tõotama,വാഗ്ദാനം_നൽകുക
1043,wünschen::V,soovima,ആഗ്രഹിക്കുക
1044,loben::V,kiitma,പുകഴ്ത്തുക
1045,küssen::V,suudlema,ഉമ്മവയ്ക്കുക
1046,wiegen::V,hällitama,ഇളകുക
1047,zudecken::V,kaanetama,മുടുക
1048,zudecken::V,kinni katma,മുടുക
1049,wecken::V,äratama,ഉണർത്തുക
1050,zeigen::V,näitama,കാണിക്കുക
1051,führen::V,juhatama,നടത്തുക
1052,lehren::V,õpetama,പഠിപ്പിക്കുക
1053,unterrichten::V,õpetama,പരിശീലിപ്പിക്കുക
1054,aufziehen::V,üles kasvatama,വളർത്തിക്കൊണ്ടുവരുക
1055,leiten::V,juhtima,നയിക്കുക
1056,antreiben::V,ergutama,പ്രേരിപ്പിക്കുക
1057,lassen::V,laskma,അനുവദിക്കുക
1058,einladen::V,kutsuma,ക്ഷണിക്കുക
1059,vereinigen::V,ühendama,കൂടിച്ചേരുക
1060,besuchen::V,külastama,സന്ദർശിക്കുക
1061,treffen::V,kohtama,തമ്മിൽ കാണുക
1062,sich versammeln::V,kogunema,സംയോജിപ്പിക്കുക
1063,spielen::V,mängima,കളിക്കുക
1064,singen::V,laulma,പാടുക
1065,tanzen::V,tantsima,നൃത്തം ചെയ്യുക
1066,sich trennen::V,lahku minema,നേർപെടുത്തുക
1067,verlassen::V,maha jätma,പിൻവാങ്ങുക
1068,retten::V,päästma,രക്ഷിക്കുക
1069,bewachen::V,valvama,കാവൽനിൽക്കുക
1070,schützen::V,kaitsma,പരിരക്ഷിക്കുക
1071,verteidigen::V,kaitsma,പ്രതിരോധിക്കുക
1072,sich schlagen::V,kaklema,കലഹിക്കുക
1073,schießen::V,tulistama,വെടിവെക്കുക
1074,siegen::V,võitma,വിജയിക്കുക
1075,ärgern::V,ärritama,വിഷമിപ്പിക്കുക
1076,ärgern::V,vihastama,വിഷമിപ്പിക്കുക
1077,schlagen::V,lööma,അടിക്കുക
1078,treten::V,sõtkuma,തൊഴിക്കുക
1079,stechen::V,pistma,കുത്തുക
1080,stechen::V,torkama,കുത്തുക
1081,stoßen::V,tõukama,തള്ളുക
1082,stehlen::V,varastama,മോഷ്ടിക്കുക
1083,stören::V,segama,ശല്യപ്പെടുത്തുക
1084,stören::V,häirima,ശല്യപ്പെടുത്തുക
1085,belästigen::V,ahistama,മെനക്കെടുക
1086,verbergen::V,peitma,മറയ്ക്കുക
1087,verbergen::V,peitma,ഒളിക്കുക
1088,verbergen::V,varjama,മറയ്ക്കുക
1089,verbergen::V,varjama,ഒളിക്കുക
1090,täuschen::V,petma,കബളിപ്പിക്കുക
1091,täuschen::V,tüssama,കബളിപ്പിക്കുക
1092,betrügen::V,petma,ചതിക്കുക
1093,betrügen::V,tüssama,ചതിക്കുക
1094,betrügen::V,truudust murtma,ചതിക്കുക
1095,töten::V,tapma,കൊല്ലുക
1096,töten::V,surmama,കൊല്ലുക
1097,wohnen::V,elama,താമസിക്കുക
1098,arbeiten::V,töötama,ജോലിചെയ്യുക
1099,sammeln::V,koguma,സഞ്ചയിക്കുക
1100,sammeln::V,korjama,സഞ്ചയിക്കുക
1101,pflücken::V,noppima,പറിച്ചെടുക്കുക
1102,jagen::V,jahtima,വേട്ടയാടുക
1103,fischen::V,kalastama,മീൻ പിടിക്കുക
1104,fischen::V,kala püüdma,മീൻ പിടിക്കുക
1105,fassen::V,püüdma,പിടിക്കുക
1106,hüten::V,karjatama,ചേർക്കുക
1107,treiben::V,ajama,വാഹനം_ഓടിക്കുക
1108,anbinden::V,kinni siduma,കെട്ടിയിടുക
1109,füttern::V,söötma,തീറ്റുക
1110,melken::V,lüpsma,പാലുകറക്കുക
1111,hacken::V,raiuma,വെട്ടിമുറിക്കുക
1112,hacken::V,lõhkuma,വെട്ടിമുറിക്കുക
1113,gießen::V,kastma,നനയ്ക്കുക
1114,reifen::V,valmima,പാകമാകുക
1115,zubereiten::V,valmistama,പാചകം_ചെയ്യുക
1116,kochen::V,keetma,വേവിക്കുക
1117,backen::V,küpsetama,ബേക്ക് ചെയ്യുക
1118,braten::V,praadima,പോരിക്കുക
1119,umrühren::V,segama,ഇളക്കുക
1120,stricken::V,kuduma,മെടയുക
1121,nähen::V,õmblema,തുന്നുക
1122,färben::V,värvima,ചായം പൂശുക
1123,reinigen::V,puhastama,വൃത്തിയാക്കുക
1124,waschen::V,pesema,കഴുകുക
1125,abwischen::V,puhtaks pühkima,തുടയ്ക്കുക
1126,spülen::V,uhtma,കഴുകുക
1127,fegen::V,pühkima,അടിച്ചുവാരുക
1128,kehren::V,pühkima,അടിച്ചുവാരുക
1129,baden::V,suplema,നീന്തിത്തുടിക്കുക
1130,baden::V,kümblema,നീന്തിത്തുടിക്കുക
1131,sich waschen::V,end pesema,കഴുകുക
1132,ausziehen::V,käest võtma,ഇഴുക്കുക
1133,ausziehen::V,jalast võtma,ഇഴുക്കുക
1134,ausziehen::V,seljast võtma,ഇഴുക്കുക
1135,anziehen::V,jalga panema,ഉടുക്കുക
1136,sich anziehen::V,riietuma,ധരിച്ച നേടുകയുക
1137,kämmen::V,kammima,മുടിചീകുക
1138,schmücken::V,kaunistama,അലങ്കരിക്കുക
1139,sagen::V,ütlema,പറയുക
1140,sprechen::V,rääkima,സംസാരിക്കുക
1141,sprechen::V,kõnelema,സംസാരിക്കുക
1142,reden::V,kõnelema,സംസാരിക്കുക
1143,sich unterhalten::V,vestlema,നർമ്മസല്ലാപം നടത്തുക
1144,fragen::V,küsima,ചോദിക്കുക
1145,bitten::V,paluma,അപേക്ഷിക്കുക
1146,erzählen::V,jutustama,പറയുക
1147,mitteilen::V,teatama,അറിയിക്കുക
1148,mitteilen::V,teada andma,അറിയിക്കുക
1149,nennen::V,nimetama,പേരിടുക
1150,rufen::V,kutsuma,വിളിക്കുക
1151,prahlen::V,hooplema,പൊങ്ങച്ചം പറയുക
1152,übersetzen::V,tõlkima,പരിഭാഷപ്പെടുത്തുക
1153,denken::V,mõtlema,ചിന്തിക്കുക
1154,glauben::V,uskuma,വിശ്വസിക്കുക
1155,bemerken::V,märkama,ശ്രദ്ധിക്കുക
1156,erkennen::V,ära tundma,തിരിചറിയുക
1157,begreifen::V,aru saama,കൈപ്പിടിയിലാക്കുക
1158,verstehen::V,mõistma,മനസ്സിലാക്കുക
1159,lernen::V,õppima,പഠിക്കുക
1160,wissen::V,teadma,അറിയുക
1161,sich erinnern an::V,mäletama,ഓർമിക്കുക
1162,vergessen::V,unustama,മറക്കുക
1163,messen::V,mõõtma,അളക്കുക
1164,zählen::V,loendama,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1165,rechnen::V,arvutama,ഗണിക്കുക
1166,lesen::V,lugema,വായിക്കുക
1167,malen::V,maalima,ചിത്രം വരയ്ക്കുക
1168,zeichnen::V,joonistama,വരയ്ക്കുക
1169,schreiben::V,kirjutama,എഴുതുക
1170,besitzen::V,omama,സ്വന്തമാക്കുക
1171,kaufen::V,ostma,വാങ്ങുക
1172,verkaufen::V,müüma,വിൽക്കുക
1173,bezahlen::V,tasuma,പരിഹാരം ചെയ്യുക
1174,zahlen::V,maksma,പണം അടയ്ക്കുക
1175,beherrschen::V,valitsema,ഭരിക്കുക
1176,ertragen::V,taluma,താങ്ങുക
