,Concept_ID,ro,kn
216,Gold::N,aur,ಚಿನ್ನ
217,Silber::N,argint,ಬೆಳ್ಳಿ
218,Kohle::N,cărbune,ಕಲ್ಲಿದ್ದಲು
219,Glas::N,sticlă,ಗಾಜು
220,Lehm::N,lut,ಜೇಡಿಮಣ್ಣು
221,Lehm::N,humă,ಜೇಡಿಮಣ್ಣು
222,Sand::N,nisip,ಮರಳು
223,Mensch::N,om,ಪುರುಷ
224,Mensch::N,persoană,ಪುರುಷ
225,Mann::N,om,ಆಳು
226,Mann::N,bărbat,ಆಳು
227,Frau::N,femeie,ಹೆಣ್ಣು
228,Kind::N,copil,ಮಗು
229,Junge::N,băiat,ಹುಡುಗ
230,Junge::N,flăcău,ಹುಡುಗ
231,Mädchen::N,fată,ಹುಡುಗಿ
232,Familie::N,familie,ಕುಟುಂಬ
233,Großvater::N,bunic,ಅಜ್ಜ
234,Großvater::N,tată mare,ಅಜ್ಜ
235,Großmutter::N,bunică,ಅಮ್ಮ
236,Großmutter::N,mamă mare,ಅಮ್ಮ
237,Eltern::N,părinți,ಹೆತ್ತವರು
238,Vater::N,tată,ತಂದೆ
239,Vater::N,părinte,ತಂದೆ
240,Mutter::N,mamă,ಅಮ್ಮ
241,Sohn::N,fiu,ಮಗ 
242,Sohn::N,fecior,ಮಗ 
243,Tochter::N,fiică,ಮಗಳು
244,Bruder::N,frate,ತಮ್ಮ
245,Schwester::N,soră,ತಂಗಿ
246,Onkel::N,unchi,ಸೋದರಮಾವ
247,Onkel::N,unchi,ದೊಡ್ಡಪ್ಪ
248,Tante::N,mătușă,ಚಿಕ್ಕಮ್ಮ
249,Ehemann::N,soț,ಗಂಡ
250,Ehemann::N,bărbat,ಗಂಡ
251,Ehefrau::N,soție,ಹೆಂಡತಿ
252,Freude::N,bucurie,ನಲಿವು
253,Gelächter::N,râset,ನಗೆ
254,Glück::N,fericire,ಆನಂದ
255,Kummer::N,mâhnire,ದುಃಖ
256,Wunsch::N,dorință,ಬಯಕೆ
257,Wunsch::N,deziderat,ಬಯಕೆ
258,Lust::N,poftă,ಇಷ್ಟ
259,Lust::N,înclinare,ಇಷ್ಟ
260,Geist::N,duh,ಆತ್ಮ
261,Geist::N,minte,ಆತ್ಮ
262,Geist::N,suflet,ಆತ್ಮ
263,Gedanke::N,gând,ಯೋಚನೆ
264,Gedanke::N,cuget,ಯೋಚನೆ
265,Gedächtnis::N,memorie,ಸ್ಮರಣೆ
266,Verstand::N,minte,ಮನಸ್ಸು
267,Verstand::N,intelect,ಮನಸ್ಸು
268,Sinn::N,sens,ಅರ್ಥ
269,Sinn::N,înțeles,ಅರ್ಥ
270,Grund::N,cauză,ಕಾರಣ
271,Grund::N,pricină,ಕಾರಣ
272,Wahrheit::N,adevăr,ಸತ್ಯ
273,Gespräch::N,convorbire,ಸಂಭಾಷಣೆ
274,Gespräch::N,conversație,ಸಂಭಾಷಣೆ
275,Märchen::N,basm,ಸುಳ್ಳು ಕಥೆ
276,Märchen::N,poveste,ಸುಳ್ಳು ಕಥೆ
277,Erzählung::N,poveste,ಕಥೆ
278,Nachricht::N,veste,ಸಂದೇಶ
279,Neuigkeit::N,noutate,ಸುದ್ದಿ
280,Neuigkeit::N,actualitate,ಸುದ್ದಿ
281,Name::N,nume,ಹೆಸರು
282,Rätsel::N,ghicitoare,ಒಗಟು
283,Rede::N,discurs,ಮಾತು
284,Sprache::N,limbă,ಭಾಷೆ
285,Sprache::N,limbaj,ಭಾಷೆ
286,Stimme::N,glas,ಧ್ವನಿ
287,Wort::N,cuvânt,ಮಾತು
288,Zeichen::N,semn,ಗುರುತು
289,Zeichen::N,semnal,ಗುರುತು
290,Ruf::N,chemare,ಕೂಗು
291,Lärm::N,zgomot,ಸದ್ದು
292,Lärm::N,tărăboi,ಸದ್ದು
293,Laut::N,sunet,ಶಬ್ದ
294,Ton::N,ton,ನಾದ
295,Lied::N,cântec,ಗಾನ
296,Ruhe::N,odihnă,ಶಾಂತಿ
297,Ruhe::N,liniște,ಶಾಂತಿ
298,Leute::N,lume,ಮಂದಿ
299,Leute::N,oameni,ಮಂದಿ
300,Volk::N,popor,ಜನಾಂಗ
301,Volk::N,națiune,ಜನಾಂಗ
302,Arbeit::N,lucru,ಕೆಲಸ
303,Gast::N,musafir,ಅತಿಥಿ
304,Geschenk::N,dar,ಕಾಣಿಕೆ
305,Geschenk::N,cadou,ಕಾಣಿಕೆ
306,Spiel::N,joc,ಆಟ
307,Gesellschaft::N,societate,ಸಂಗ
308,Hilfe::N,ajutor,ಸಹಾಯ
309,Freund::N,amic,ಸ್ನೇಹಿತ
310,Freund::N,prieten,ಸ್ನೇಹಿತ
311,Kamerad::N,tovarăș,ಜೊತೆಗಾರ
312,Angelegenheit::N,afacere,ವಿಚಾರ
313,Anzahl::N,număr,ಎಣಿಕೆ
314,Anzahl::N,cantitate,ಎಣಿಕೆ
315,Art::N,fel,ತರ
316,Art::N,specie,ತರ
317,Stück::N,bucată,ತುಂಡು
318,Teil::N,parte,ಭಾಗ
319,Teil::N,porție,ಭಾಗ
320,Hälfte::N,jumătate,ಅರ್ಧ
321,Kreis::N,cerc,ವೃತ್ತ
322,Kreuz::N,cruce,ಶಿಲುಬೆ
323,Linie::N,linie,ರೀಖೆ
324,Strich::N,linie,ಗೀಟು
325,Strich::N,trăsătură,ಗೀಟು
326,Abstand::N,distanță,ಅಂತರ
327,Abstand::N,depărtare,ಅಂತರ
328,Entfernung::N,distanță,ದೂರ
329,Entfernung::N,depărtare,ದೂರ
330,Gegend::N,regiune,ವಿಸ್ತೀರ್ಣ
331,Platz::N,loc,ಅಂತರ
332,Ort::N,loc,ಸ್ಥಳ
333,Seite::N,latură,ಪಕ್ಷ
334,Mitte::N,centru,ನಡು
335,Gegenstand::N,obiect,ವಸ್ತು
336,Sache::N,lucru,ವಸ್ತು
337,Sache::N,chestie,ವಸ್ತು
338,Rand::N,bordură,ಅಂಚು
339,Kante::N,muchie,ಅಂಚು
340,Kante::N,bordură,ಅಂಚು
341,Ecke::N,colț,ಮೂಲೆ
342,Spitze::N,vârf,ತುದಿ
343,Spitze::N,creștet,ತುದಿ
344,Ende::N,capăt,ಕೊನೆ
345,Loch::N,gaură,ತೂತು
346,Winkel::N,colț,ಕೋನ
347,Muster::N,desen,ನಮೂನೆ
348,Größe::N,mărime,ಪ್ರಮಾಣ
349,Länge::N,lungime,ಉದ್ದ
350,Höhe::N,înălțime,ಎತ್ತರ
351,Gewicht::N,greutate,ತೂಕ
352,Menge::N,cantitate,ಮೊತ್ತ
353,Haufen::N,grămadă,ರಾಶಿ
354,Reihe::N,șir,ಸಾಲು
355,Reihe::N,rând,ಸಾಲು
356,Boot::N,barcă,ದೋಣಿ
357,Boot::N,luntre,ದೋಣಿ
358,Ruder::N,vâslă,ಹುಟ್ಟು
359,Ruder::N,lopată,ಹುಟ್ಟು
360,Schlitten::N,sanie,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
361,Ski::N,schi,ಜಾರುಪಟ್ಟಿ
362,Lagerfeuer::N,foc de tabără,ಶಿಬಿರಾಗ್ನಿ
363,Last::N,povară,ಹೊರೆ
364,Last::N,sarcină,ಹೊರೆ
365,Gang::N,mers,ತಿರುಗಾಟ
366,Gang::N,umblet,ತಿರುಗಾಟ
367,Schritt::N,pas,ಹೆಜ್ಜೆ
368,Norden::N,nord,ಉತ್ತರ
369,Norden::N,miazănoapte,ಉತ್ತರ
370,Süden::N,sud,ದಕ್ಷಿಣ
371,Süden::N,miazăzi,ದಕ್ಷಿಣ
372,Westen::N,apus,ಪಶ್ಚಿಮ
373,Osten::N,est,ಮೂಡಲು
374,Osten::N,răsărit,ಮೂಡಲು
375,Holz::N,lemn,ಚೌಬೀನೆ
376,Brett::N,scândură,ಹಲಗೆ
377,Platte::N,placă,ಹಲಗೆ
378,Stütze::N,proptea,ಆಸರೆ
379,Stange::N,bară,ಕಂಬ
380,Stange::N,prăjină,ಕಂಬ
381,Stock::N,băț,ಕೋಲು
382,Stock::N,baston,ಕೋಲು
383,Stab::N,baston,ದೊಣ್ಣೆ
384,Stab::N,prăjină,ದೊಣ್ಣೆ
385,Rohr::N,tub,ನಳಿಕೆ
386,Rohr::N,țeavă,ನಳಿಕೆ
387,Haus::N,casă,ಮನೆ
388,Heim::N,casă,ಗೃಹ
389,Heim::N,cămin,ಗೃಹ
390,Ofen::N,sobă,ಒಲೆ
391,Fußboden::N,podea,ನೆಲ
392,Fußboden::N,dușumea,ನೆಲ
393,Tisch::N,masă,ಮೇಜು
394,Stuhl::N,scaun,ಕುರ್ಚಿ
395,Wiege::N,leagăn,ತೊಟ್ಟಿಲು
396,Bett::N,pat,ಹಾಸಿಗೆ
397,Regal::N,rafturi,ಬೀರು
398,Kiste::N,ladă,ಪಟ್ಟಿಗೆ
399,Kiste::N,cutie,ಪಟ್ಟಿಗೆ
400,Fenster::N,fereastră,ಕಿಟಕಿ
401,Tür::N,ușă,ಬಾಗಿಲು
402,Tor::N,poartă,ಹೆಬ್ಬಾಗಿಲು
403,Zaun::N,gard,ಬೇಲಿ
404,Dach::N,acoperiș,ಮಾಳಿಗೆ
405,Leiter::N,scară,ಏಣಿ
406,Besen::N,mătură,ಪೊರಕೆ
407,Spaten::N,cazma,ಗುದ್ದಲಿ
408,Spaten::N,hârleț,ಗುದ್ದಲಿ
409,Schaufel::N,lopată,ಸನಿಕೆ
410,Gabel::N,furculiță,ಕವಲು
411,Löffel::N,lingură,ಚಮಚ
412,Messer::N,cuțit,ಚಾಕು
413,Nagel::N,cui,ಆಣಿ
414,Netz::N,plasă,ಬಲೆ
415,Haken::N,cârlig,ಕೊಂಡಿ
416,Griff::N,mâner,ಹಿಡಿ
417,Schloss::N,lacăt,ವೀಗ
418,Bild::N,tablou,ಚಿತ್ರ
419,Bild::N,imagine,ಚಿತ್ರ
420,Figur::N,chip,ಆಕಾರ
421,Figur::N,figură,ಆಕಾರ
422,Puppe::N,păpușă,ಗೊಂಬೆ
423,Beutel::N,pungă,ಸಂಚಿ
424,Beutel::N,săculeț,ಸಂಚಿ
425,Bündel::N,mănunchi,ಕಟ್ಟು
426,Tasche::N,geantă,ಚೀಲ
427,Eimer::N,găleată,ಬಾನೆ
428,Deckel::N,capac,ಮುಚ್ಚಳ
429,Geschirr::N,vase,ಭಕ್ಷ್ಯಗಳು
430,Geschirr::N,tacâmuri,ಭಕ್ಷ್ಯಗಳು
431,Sack::N,sac,ಮೂಟೆ
432,Tasse::N,ceașcă,ಬಟ್ಟಲು
433,Topf::N,oală,ಮಡಕೆ
434,Kessel::N,cazan,ಕೆಟಲ್
435,Kessel::N,căldare,ಕೆಟಲ್
436,Essen::N,mâncare,ಊಟ
437,Nahrung::N,hrană,ಆಹಾರ
438,Nahrung::N,aliment,ಆಹಾರ
439,Speise::N,bucate,ಊಟ
440,Speise::N,fel de bucate,ಊಟ
441,Fleisch::N,carne,ಮಾಂಸ
442,Getreide::N,cereale,ಧಾನ್ಯ
443,Brei::N,pireu,ಗಂಜಿ
444,Brot::N,pâine,ರೊಟ್ಟಿ
445,Scheibe::N,felie,ಹೋಳು
446,Scheibe::N,bucată,ಹೋಳು
447,Fett::N,untură,ಕೊಬ್ಬು
448,Fett::N,grăsime,ಕೊಬ್ಬು
449,Butter::N,unt,ಬೆಣ್ಣೆ
450,Öl::N,ulei,ಎಣ್ಣೆ
451,Salz::N,sare,ಉಪ್ಪು
452,Suppe::N,supă,ಎಸರು
453,Suppe::N,ciorbă,ಎಸರು
454,Honig::N,miere,ಮಧು
455,Milch::N,lapte,ಹಾಲು
456,Tee::N,ceai,ಚಹ
457,Leder::N,piele,ಚಕ್ಕಳ
458,Wolle::N,lână,ಉಣ್ಣೆ
459,Stoff::N,stofă,ಬಟ್ಟೆ
460,Nadel::N,ac,ಸೂಜಿ
461,Faden::N,ață,ದಾರ
462,Knopf::N,buton,ಗುಂಡು
463,Knoten::N,nod,ಗಂಟು
464,Farbe::N,vopsea,ಬಣ್ಣ
465,Kleidung::N,haine,ಅರಿವೆ
466,Kleidung::N,îmbrăcăminte,ಅರಿವೆ
467,Hemd::N,cămașă,ಅಂಗಿ
468,Kragen::N,guler,ಕುತ್ತಿಗೆಪಟ್ಟಿ
469,Ärmel::N,mânecă,ತೋಳು
470,Hose::N,pantaloni,ಇಜಾರ
471,Gürtel::N,cordon,ಬೆಲ್ಟು
472,Mütze::N,șapcă,ಟೋಪಿ
473,Schuh::N,gheată,ಪಾದರಕ್ಷೆ
474,Stiefel::N,cizmă,ಬೂಟು
475,Ring::N,inel,ಉಂಗುರ
476,Ring::N,verigă,ಉಂಗುರ
477,Band::N,panglică,ರಿಬ್ಬನ್
478,Band::N,șiret,ರಿಬ್ಬನ್
479,Kamm::N,pieptene,ಹಣಿಗೆ
480,Spiegel::N,oglindă,ಕನ್ನಡಿ
481,Riemen::N,curea,ಬಾರು
482,Schnur::N,funie,ಹುರಿ
483,Schnur::N,sfoară,ಹುರಿ
484,Leine::N,lesă,ಹಗ್ಗ
485,Leine::N,curea,ಹಗ್ಗ
486,Decke::N,pătură,ಕಂಬಳಿ
487,Kissen::N,pernă,ದಿಂಬು
488,Tuch::N,batic,ಕೊರಳ ಬಟ್ಟೆ
489,Handtuch::N,prosop,ಚೌಕ
490,Handtuch::N,ștergar,ಚೌಕ
491,Kraft::N,forță,ಬಲ
492,Kraft::N,putere,ಬಲ
493,Stärke::N,tărie,ಶಕ್ತಿ
494,Stärke::N,vigoare,ಶಕ್ತಿ
495,Gesundheit::N,sănătate,ಆರೋಗ್ಯ
496,Krankheit::N,boală,ರೋಗ
497,Krankheit::N,maladie,ರೋಗ
498,Schmerz::N,durere,ನೋವು
499,Wunde::N,rană,ಗಾಯ
500,Fieber::N,febră,ಜ್ವರ
501,Arznei::N,leac,ಔಷಧ
502,Arznei::N,medicament,ಔಷಧ
503,Brücke::N,pod,ಸೇತುವೆ
504,Brücke::N,punte,ಸೇತುವೆ
505,Brunnen::N,puț,ಬಾವಿ
506,Weide::N,izlaz,ಗೋಮಾಳ
507,Weide::N,pășune,ಗೋಮಾಳ
508,Pfad::N,cărare,ದಾರಿ
509,Weg::N,drum,ಹಾದಿ
510,Straße::N,cale,ರಸ್ತೆ
511,Straße::N,stradă,ರಸ್ತೆ
512,Dorf::N,sat,ಹಳ್ಳಿ
513,Stadt::N,oraș,ಪಟ್ಟಣ
514,Brief::N,scrisoare,ಕಾಗದ
515,Buch::N,carte,ಪುಸ್ತಕ
516,Buchstabe::N,literă,ಅಕ್ಷರ
517,Buchstabe::N,caracter,ಅಕ್ಷರ
518,Zeitung::N,ziar,ವಾರ್ತಾಪತ್ರಿಕೆ
519,Zeitung::N,gazetă,ವಾರ್ತಾಪತ್ರಿಕೆ
520,Leben::N,viață,ಜೀವನ
521,Tod::N,moarte,ಮರಣ
522,Grab::N,groapă,ಗೋರಿ
523,Grab::N,mormânt,ಗೋರಿ
524,Kirche::N,biserică,ಚರ್ಚು
525,Sünde::N,păcat,ಪಾಪ
526,Gott::N,zeu,ದೇವರು
527,Arbeiter::N,muncitor,ಕೆಲಸಗಾರ
528,Chef::N,șef,ದಣಿ
529,Meister::N,meșter,ಶಿಕ್ಷಕ
530,Meister::N,maestru,ಶಿಕ್ಷಕ
531,Arzt::N,medic,ವೈದ್ಯ
532,Arzt::N,doctor,ವೈದ್ಯ
533,Lehrer::N,profesor,ಉಪಾಧ್ಯಾಯ
534,Lehrer::N,învățător,ಉಪಾಧ್ಯಾಯ
535,Geld::N,bani,ಹಣ
536,Geld::N,parale,ಹಣ
537,Geschäft::N,treabă,ವಾಣಿಜ್ಯ
538,Geschäft::N,afacere,ವಾಣಿಜ್ಯ
539,Laden::N,magazin,ಅಂಗಡಿ
540,Laden::N,prăvălie,ಅಂಗಡಿ
541,Preis::N,preț,ಬೆಲೆ
542,Ware::N,marfă,ಸರಕು
543,Nutzen::N,folos,ಲಾಭ
544,Nutzen::N,profit,ಲಾಭ
545,Reichtum::N,avuție,ಸಂಪತ್ತು
546,Reichtum::N,bogăție,ಸಂಪತ್ತು
547,Welt::N,lume,ಭೂಲೋಕ
548,Land::N,țară,ದೇಶ
549,Staat::N,stat,ರಾಜ್ಯ
550,König::N,rege,ರಾಜ
551,Macht::N,putere,ಅಧಿಕಾರ
552,Macht::N,putință,ಅಧಿಕಾರ
553,Grenze::N,hotar,ಗಡಿ
554,Grenze::N,graniță,ಗಡಿ
555,Grenze::N,frontieră,ಗಡಿ
556,Krieg::N,război,ಯುದ್ಧ
557,Feind::N,dușman,ಶತ್ರು
558,Gewalt::N,violență,ಹಿಂಸೆ
559,Kampf::N,luptă,ಹೋರಾಟ
560,Bogen[Waffe]::N,arc,ಬಿಲ್ಲು
561,Pfeil::N,săgeată,ಅಂಬು
562,Gewehr::N,armă,ಬಂದೂಕು
563,Gewehr::N,pușcă,ಬಂದೂಕು
564,Fehler::N,eroare,ತಪ್ಪು
565,Fehler::N,greșeală,ತಪ್ಪು
566,Lüge::N,minciună,ಸುಳ್ಳು
567,Schaden::N,daună,ಹಾನಿ
568,Schaden::N,pagubă,ಹಾನಿ
569,Unglück::N,nenorocire,ಅಪಾಯ
570,Schuld::N,vină,ದೋಷ
571,Alter::N,etate,ಮುಪ್ಪು
572,Alter::N,vârstă,ಮುಪ್ಪು
573,Schluss::N,sfârșit,ಮುಕ್ತಾಯ
574,Zeit::N,timp,ಕಾಲ
575,Zeit::N,vreme,ಕಾಲ
576,Tag::N,zi,ದಿನ
