,Concept_ID,kl,sv
63,Himmel::N,qilak,himmel
64,Sonne::N,seqineq,sol
65,Mond::N,qaammat,måne
66,Stern::N,ulloriaq,stjärna
67,Luft::N,silaannaq,luft
68,Wind::N,anori,vind
69,Wind::N,anorsarik,vind
70,Welle::N,aalappaa,våg
71,Welle::N,aalappaa,bölja
72,Wasser::N,imeq,vatten
73,Stein::N,ujarak,sten
74,Boden::N,nateq,mark
75,Erde::N,issoq,jord
76,Staub::N,pujualanerit,damm
77,Staub::N,pujoralanerit,damm
78,Rauch::N,iseq,rök
79,Rauch::N,pujoq,rök
80,Funke::N,illoorneq,gnista
81,Feuer::N,inneq,eld
82,Licht::N,qaamaneq,ljus
83,Schatten::N,tarraq,skugga
84,Wetter::N,sila,väder
85,Nebel::N,pujoq,dimma
86,Nebel::N,pujoq,töcken
87,Wolke::N,nuia,sky
88,Wolke::N,nuia,moln
89,Regen::N,sialuk,regn
90,Schnee::N,aput,snö
91,Eis::N,siku,is
92,Frost::N,issi,frost
93,Frost::N,issik,frost
94,Kälte::N,issi,köld
95,Hitze::N,kianneq,hetta
96,Hitze::N,kiassuseq,hetta
97,Raureif::N,kaneq,rimfrost
98,Regenbogen::N,neriusaaq,regnbåge
99,Donner::N,kalleq,åska
100,Donner::N,kalleq,dunder
101,Tropfen::N,kuseriarneq,dropper
102,Schaum::N,qapuk,skum
103,Schmutz::N,minguk,lort
104,Schmutz::N,minguk,smuts
105,See::N,taseq,sjö
106,Sumpf::N,maqulluk,träsk
107,Wiese::N,masarsuk,äng
108,Hügel::N,qattuneq,höjd
109,Hügel::N,qattuneq,kulle
110,Hügel::N,majuariaq,höjd
111,Hügel::N,majuariaq,kulle
112,Hügel::N,majorajaaq,höjd
113,Hügel::N,majorajaaq,kulle
114,Hügel::N,qaqqannguaq,höjd
115,Hügel::N,qaqqannguaq,kulle
116,Berg::N,qaqqaq,berg
117,Berg::N,qaqqaq,fjäll
118,Höhle::N,qaarusuk,håla
119,Höhle::N,qaarusuk,grotta
120,Abhang::N,ippik,slänt
121,Abhang::N,ippik,sluttning
122,Abhang::N,sivinganeq,slänt
123,Abhang::N,sivinganeq,sluttning
124,Abhang::N,sivingajaaq,slänt
125,Abhang::N,sivingajaaq,sluttning
126,Abhang::N,kussangajaaq,slänt
127,Abhang::N,kussangajaaq,sluttning
128,Bach::N,kuunnguaq,bäck
129,Fluss::N,kuuk,älv
130,Fluss::N,kuuk,flod
131,Ufer::N,sissap sinaa,strand
132,Küste::N,sineriak,kust
133,Meer::N,imaq,hav
134,Bucht::N,ikeq,vik
135,Bucht::N,ikeq,bukt
136,Bucht::N,kangerluk,vik
137,Bucht::N,kangerluk,bukt
138,Bucht::N,kangerliumaneq,vik
139,Bucht::N,kangerliumaneq,bukt
140,Insel::N,qeqertaq,ö
141,Blume::N,naasoq,blomma
142,Blume::N,naasoq,blomster
143,Gras::N,ivigaq,gräs
144,Wurzel::N,niulutaq,rot
145,Baum::N,orpik,träd
146,Stamm::N,kanaartaq,stam
147,Rinde::N,ameraq,bark
148,Ast::N,avalequt,gren
149,Zweig::N,avalequt,kvist
150,Blatt::N,pilutaq,löv
151,Blatt::N,pilutaq,blad
152,Birke::N,patitsit,björk
153,Weide[Baum]::N,palleq,pil
154,Weide[Baum]::N,palleq,vide
155,Tanne::N,orsuerneq,gran
156,Horn::N,nassuk,horn
157,Feder::N,suluk,fjäder
158,Fell::N,ameq,fäll
159,Fell::N,ameq,skinn
160,Flügel::N,suluk,vinge
161,Flügel::N,isaroq,vinge
162,Klaue::N,kukik,klöv
163,Kralle::N,kukik,klo
164,Schwanz::N,pamioq,svans
165,Schwanz::N,pamioq,stjärt
166,Schwanz::N,paperuusaq,svans
167,Schwanz::N,paperuusaq,stjärt
168,Ei::N,mannik,ägg
169,Nest::N,ullut,rede
170,Nest::N,ullut,näste
171,Bau::N,ini,bo
172,Tier::N,uumasoq,djur
173,Herde::N,unguukkat,flock
174,Kuh::N,ussik,ko
175,Bulle::N,angukulak,tjur
176,Bulle::N,anguteralak,tjur
177,Bulle::N,angutikulooq,tjur
178,Schaf::N,sava,får
179,Schwein::N,puuluki,svin
180,Hund::N,qimmeq,hund
181,Katze::N,puisaaq,katt
182,Bär::N,allaq,björn
183,Eichhörnchen::N,sissinnguaq,ekorre
184,Fuchs::N,terianniaq,räv
185,Hase::N,ukaleq,hare
186,Maus::N,teriannguaq,mus
187,Wolf::N,amaroq,varg
188,Vogel::N,timmiaq,fågel
189,Huhn::N,kukkukooq,höns
190,Huhn::N,marloraaqaaq,höns
191,Hahn::N,kiasiusaq,tupp
192,Gans::N,nerleq,gås
193,Adler::N,nattoralik,örn
194,Eule::N,uppik,uggla
195,Kranich::N,qorlorfik,trana
196,Krähe::N,tuluatsiaq,kråka
197,Kuckuck::N,kukkooq,gök
198,Schwan::N,qussuk,svan
199,Fisch::N,aalisagaq,fisk
200,Schlange[Tier]::N,pulateriarsuk,orm
201,Schlange[Tier]::N,pulateriaarsuk,orm
202,Spinne::N,aasiaq,spindel
203,Spinne::N,nissavaarsuk,spindel
204,Ameise::N,uniaaluk,myra
205,Laus::N,kumak,lus
206,Mücke::N,ippernaq,mygga
207,Fliege::N,ippernaq,fluga
208,Schmetterling::N,paluaq,fjäril
209,Schmetterling::N,pakkaluaq,fjäril
210,Schmetterling::N,utsuppaluaq,fjäril
211,Schmetterling::N,taqaleqisaaq,fjäril
212,Beere::N,paarmaq,bär
213,Beere::N,paarngaq,bär
214,Apfel::N,iipili,äpple
215,Pilz::N,anngiusaq,svamp
216,Zwiebel::N,uanitsoq,lök
217,Saat::N,naatsiiassaq,sådd
218,Korn::N,maannineq,korn
219,Schale::N,niutsivik,skal
220,Schale::N,ilulissaq qaartussaq,skal
221,Grube::N,itersaq,grop
222,Falle::N,pualavoq,fälla
223,Schlinge::N,orseq,snara
224,Schlinge::N,norloq,snara
225,Spur::N,tumaa,spår
226,Asche::N,arsat,aska
227,Dreck::N,minguk,lort
228,Eisen::N,savimineq,järn
229,Eisen::N,saffiugassaq,järn
230,Gold::N,kuulti,guld
231,Silber::N,siilviuvoq,silver
232,Kohle::N,aamarsuit aamaruutissat,kol
233,Glas::N,igalaaq,glas
234,Glas::N,imertarfik,glas
235,Glas::N,igalaamineq,glas
236,Lehm::N,marraq,lera
237,Sand::N,sioqqat,sand
238,Mensch::N,inuk,människa
239,Mensch::N,silamiu,människa
240,Mann::N,angut,man
241,Frau::N,arnaq,kvinna
242,Kind::N,meeraq,barn
243,Junge::N,nukappiaraq,pojke
244,Mädchen::N,arnannguaq,flicka
245,Familie::N,ilaqutakka,familj
246,Familie::N,ilaqutariit,familj
247,Großvater::N,aatak,morfar
248,Großmutter::N,aanaq,farmor
249,Eltern::N,angajoqqaat,föräldrar
250,Vater::N,ataata,far
251,Vater::N,ataataq,far
252,Mutter::N,anaana,mor
253,Sohn::N,erneq,son
254,Tochter::N,panik,dotter
255,Bruder::N,ani,bror
256,Bruder::N,aqqaluk,bror
257,Bruder::N,qatanngut,bror
258,Schwester::N,naja,syster
259,Schwester::N,aleqa,syster
260,Schwester::N,qatanngut,syster
261,Onkel::N,akkak,morbror
262,Tante::N,aja,tant
263,Tante::N,ajak,tant
264,Tante::N,atsak,tant
265,Ehemann::N,ui,äkta man
266,Ehefrau::N,nuliaq,hustru
267,Freude::N,tipaatsussuseq,fröjd
268,Freude::N,tipaatsussuseq,glädje
269,Gelächter::N,illaq,åtlöje
270,Glück::N,usornaat,lycka
271,Glück::N,usornarsuseq,lycka
272,Wunsch::N,kissaat,önskan
273,Lust::N,illigussuseq,lust
274,Lust::N,piummaseq,lust
275,Geist::N,anerneq,ande
276,Geist::N,toornaq,ande
277,Gedanke::N,isumassaq,tanke
278,Gedächtnis::N,eqqaamannissuseq,minne
279,Verstand::N,isuma,förstånd
280,Verstand::N,sianissut,förstånd
281,Verstand::N,misigissut,förstånd
282,Verstand::N,sianissuseq,förstånd
283,Verstand::N,silaqassuseq,förstånd
284,Sinn::N,isuma,mening
285,Sinn::N,isuma,betydelse
286,Grund::N,patsit,skäl
287,Grund::N,patsit,grund
288,Wahrheit::N,sallusuissut,sanning
289,Märchen::N,oqalualaarut,saga
290,Märchen::N,oqaluasaaq,saga
291,Erzählung::N,oqaluttuaq,berättelse
292,Nachricht::N,oqaassut,meddelande
293,Nachricht::N,oqqersuut,meddelande
294,Neuigkeit::N,tusarnartaq,nyhet
295,Name::N,ateq,namn
296,Rätsel::N,nalorsitsaarut,gåta
297,Rede::N,oqaluuseq,tal
298,Sprache::N,oqaatsit,språk
299,Stimme::N,erinaq,stämma
300,Stimme::N,qarluuseq,stämma
301,Wort::N,oqaasii,ord
302,Zeichen::N,nalunaaqqut,tecken
303,Ruf::N,qaaqqussut,rop
304,Lärm::N,perpaluk,bråk
305,Lärm::N,perpaluk,oväsen
306,Laut::N,torsukattak,ljud
307,Ton::N,erinaq,ton
308,Lied::N,taalliaq,sång
309,Lied::N,erinarsuut,sång
310,Ruhe::N,qatsunganeq,ro
311,Ruhe::N,qatsunganeq,lugn
312,Leute::N,inuiak,folk
313,Leute::N,inuiaqatigiit,folk
314,Volk::N,inuiaat,folk
315,Arbeit::N,suliaq,arbete
316,Gast::N,qaaqqusaq,gäst
317,Geschenk::N,pajugut,gåva
318,Geschenk::N,pajugut,present
319,Hilfe::N,annertoqqut,hjälp
320,Freund::N,tiliaq,vän
321,Freund::N,ikinngut,vän
322,Kamerad::N,tiliaq,kamrat
323,Kamerad::N,ikinngut,kamrat
324,Art::N,ileqquuseq,art
325,Art::N,ileqquuseq,slag
326,Stück::N,nakkaalaniku,stycke
327,Teil::N,tassiaasat,del
328,Hälfte::N,affaq,halva
329,Kreis::N,kaajaluinneq or kaajaluitsoq,krets
330,Kreis::N,kaajaluinneq or kaajaluitsoq,cirkel
331,Kreuz::N,sanningasulik,kors
332,Kreuz::N,sanningasulik,kryss
333,Linie::N,tittaq,linje
334,Linie::N,titarneq,linje
335,Abstand::N,aku,avstånd
336,Abstand::N,ikiaq,avstånd
337,Entfernung::N,asi,avstånd
338,Gegend::N,nuna,trakt
339,Platz::N,ini,plats
340,Platz::N,inissaq,plats
341,Ort::N,sumiiffik,plats
342,Ort::N,sumiiffik,ställe
343,Seite::N,saneraq,sida
344,Mitte::N,qiteq,mitt
345,Sache::N,pigisaq,sak
346,Rand::N,sini,rand
347,Rand::N,akerfineq,rand
348,Kante::N,akerfineq,kant
349,Ecke::N,teqeqqoq,vrå
350,Ecke::N,teqeqqoq,hörn
351,Ecke::N,tikeqqoq,vrå
352,Ecke::N,tikeqqoq,hörn
353,Spitze::N,inngik,spets
354,Ende::N,isu,ända
355,Loch::N,putu,hål
356,Winkel::N,teqeqqorissaat,vinkel
357,Muster::N,ilisserut,mönster
358,Größe::N,angissuseq,storlek
359,Länge::N,takissuseq,längd
360,Gewicht::N,oqimaalutaq,tyngd
361,Menge::N,amerlassuseq,mängd
362,Haufen::N,eqimattat,hög
363,Reihe::N,allunaasaq,rad
364,Boot::N,qajaq,båt
365,Boot::N,angallat,båt
366,Boot::N,umiatsiaq,båt
367,Ruder::N,iput,åra
368,Schlitten::N,qamutit,släde
369,Schlitten::N,qimusseq,släde
370,Ski::N,ataarut,skida
371,Last::N,nammagaq,last
372,Last::N,nammagaq,börda
373,Schritt::N,allorneq,steg
374,Norden::N,avannaq,norr
375,Süden::N,qava,söder
376,Süden::N,kujat,söder
377,Süden::N,kujataa,söder
378,Westen::N,kitaa,väster
379,Osten::N,kangi,öster
380,Holz::N,qisuk,trä
381,Brett::N,salliligaq,bräda
382,Platte::N,qaateq,platta
383,Stütze::N,ajagutaq,stöd
384,Stütze::N,ajagutaq,stötta
385,Stütze::N,ajaagutaq,stöd
386,Stütze::N,ajaagutaq,stötta
387,Stange::N,kaaviffik,stång
388,Stock::N,ajaappissat,käpp
389,Stock::N,ajaappissat,pinne
390,Stab::N,ajaappissat,stav
391,Rohr::N,sullulik,rör
392,Haus::N,illu,hus
393,Ofen::N,kissarsuut,ugn
394,Fußboden::N,nateq,golv
395,Tisch::N,allattarfik,bord
396,Stuhl::N,issiavik,stol
397,Stuhl::N,issiaffik,stol
398,Wiege::N,uaasoq,vagga
399,Bett::N,nallavik,säng
400,Regal::N,ilisivik,hylla
401,Kiste::N,sakissat,låda
402,Kiste::N,illerfiusaq,låda
403,Fenster::N,aki,fönster
404,Fenster::N,igalaaq,fönster
405,Tür::N,matu,dörr
406,Tor::N,isaaffik,port
407,Zaun::N,saputit,staket
408,Zaun::N,saputit,stängsel
409,Dach::N,qaliaq,tak
410,Leiter::N,tummeqqat,stege
411,Leiter::N,majuartarfiit,stege
412,Besen::N,saligutit,kvast
413,Spaten::N,nivaataq,spade
414,Schaufel::N,nivaataq,skovel
415,Schaufel::N,nivaataq,skyffel
416,Gabel::N,qilluaq,gaffel
417,Gabel::N,ajassaatit,gaffel
418,Löffel::N,alussaat,sked
419,Messer::N,savik,kniv
420,Nagel::N,kukik,spik
421,Netz::N,anguffaseq,nät
422,Haken::N,nissik,krok
423,Haken::N,qarsorsaq,krok
424,Haken::N,qarsorsartoq,krok
425,Griff::N,ipi,tag
426,Griff::N,ipi,handtag
427,Schloss::N,illussaarsuaq,las
428,Bild::N,assiliaq,bild
429,Figur::N,kisitsit,figur
430,Puppe::N,inuusaq,docka
431,Bündel::N,qilertaq,bunt
432,Bündel::N,qilertaq,knippa
433,Tasche::N,pooqattaq,väska
434,Deckel::N,matu,lock
435,Geschirr::N,anut,servis
436,Geschirr::N,anut,porslin
437,Tasse::N,tiitorfik,kopp
438,Tasse::N,tiitorfiup ilorlia,kopp
439,Topf::N,qoqqoq,gryta
440,Topf::N,qoqqoq,kastrull
441,Kessel::N,uunnaavik,kittel
442,Essen::N,igaaq,mål
443,Nahrung::N,neqissaq,näring
444,Speise::N,nerisassat,maträtt
445,Fleisch::N,neqi,kött
446,Getreide::N,maannineq,säd
447,Getreide::N,maannineq,spannmål
448,Brot::N,iffit,bröd
449,Brot::N,iffiaq,bröd
450,Scheibe::N,igalaassiaq,skiva
451,Fett::N,tarnutissaq,fett
452,Fett::N,tarnutissiaq,fett
453,Butter::N,punneq,smör
454,Öl::N,uulia,olja
455,Salz::N,taratsut,salt
456,Suppe::N,qajoq,soppa
457,Honig::N,tungusunnitsuut,honung
458,Milch::N,immuk,mjölk
459,Tee::N,tii,te
460,Tee::N,teeq,te
461,Wolle::N,nuersagassiaq,ull
462,Wolle::N,nuersagassiaq,ylle
463,Stoff::N,milliaq,tyg
464,Stoff::N,milliaq,stoff
465,Stoff::N,qarlissiaq,tyg
466,Stoff::N,qarlissiaq,stoff
467,Nadel::N,meqqut,nål
468,Faden::N,ujalussiaq,tråd
469,Knopf::N,attat,knapp
470,Knoten::N,akeroq,knut
471,Knoten::N,qilerneq,knut
472,Farbe::N,qalipaat,färg
473,Kleidung::N,atisat,klädsel
474,Kleidung::N,annoraaq,klädsel
475,Hemd::N,ilupaaq,skjorta
476,Kragen::N,qungasiinnaq,krage
477,Ärmel::N,aaq,ärm
478,Hose::N,qarliit,byxor
479,Gürtel::N,qiterut,bälte
480,Gürtel::N,unngersaq,bälte
481,Mütze::N,nasaq,mössa
482,Schuh::N,skuu,sko
483,Schuh::N,ikernuk,sko
484,Schuh::N,ateraasaq,sko
485,Stiefel::N,kamik,stövel
486,Ring::N,assammiu,ring
487,Band::N,qilerutissiaq,band
488,Kamm::N,illaagutit,kam
489,Kamm::N,illaajaatit pl.,kam
490,Spiegel::N,tarrarsuut,spegel
491,Riemen::N,allunaaq,rem
492,Schnur::N,kujaaq,snöre
493,Schnur::N,allunaasaq,snöre
494,Leine::N,aleq,lina
495,Decke::N,qipik,täcke
496,Kissen::N,akit,dyna
497,Kissen::N,akit,kudde
498,Tuch::N,qarlissiaq,sjal
499,Handtuch::N,allarut,handduk
500,Handtuch::N,allarterut,handduk
501,Kraft::N,pissak,kraft
502,Stärke::N,qerattarsaat,styrka
503,Gesundheit::N,peqqisusseq,hälsa
504,Krankheit::N,nappaat,sjukdom
505,Schmerz::N,anniaat,smärta
506,Wunde::N,iki,sår
507,Fieber::N,nappaat qanimanartoq,feber
508,Arznei::N,imigassaq,medicin
509,Arznei::N,imigassaq,läkemedel
510,Brücke::N,ikaartarfik,bro
511,Brunnen::N,tissaluttuliaq,brunn
512,Weide::N,masarsuk,bete
513,Pfad::N,aqqut,stig
514,Weg::N,aggerfik,väg
515,Straße::N,aqqusineq,gata
516,Dorf::N,nunaqarfik,by
517,Stadt::N,illorpaat,stad
518,Stadt::N,illorpalik,stad
519,Brief::N,allagarsiaq,brev
520,Buch::N,atuakkat,bok
521,Buch::N,mappersagaq,bok
522,Buchstabe::N,naqinneq,bokstav
523,Zeitung::N,aviisi,tidning
524,Leben::N,inuussuseq,liv
525,Tod::N,toqu,död
526,Tod::N,toquneq,död
527,Grab::N,iliveq,grav
528,Grab::N,illissat,grav
529,Kirche::N,oqaluffik,kyrka
530,Sünde::N,ajorti,synd
531,Arbeiter::N,sulisoq,arbetare
532,Chef::N,ittoqut,chef
533,Meister::N,naalagaq,mästare
534,Arzt::N,katsorsaasoq,läkare
535,Lehrer::N,ilinniartitsisoq,lärare
536,Geld::N,aningaasat,pengar
537,Geschäft::N,niuertarfik,rörelse
538,Laden::N,niuertarfik,affär
539,Preis::N,aki,pris
540,Ware::N,qaliata pii,vara
541,Ware::N,nioqqutissaq,vara
542,Nutzen::N,iluaqut,gagn
543,Nutzen::N,iluaqut,nytta
544,Welt::N,nunarsuaq,värld
545,Land::N,nuna,land
546,König::N,kunngi,kung
547,König::N,kunngi,konung
548,Macht::N,pissaassuseq,makt
549,Grenze::N,killik,gräns
550,Krieg::N,sorsunneq,krig
551,Feind::N,akeraq,fiende
552,Feind::N,akerartorti,fiende
553,Feind::N,qinngarsuisoq,fiende
554,Kampf::N,sorsunneq,kamp
555,Kampf::N,sorsunneq,strid
556,Pfeil::N,qalugiusaq,pil
557,Gewehr::N,aallaat,gevär
558,Fehler::N,kukkuneq,fel
559,Fehler::N,paarlaappaa,fel
560,Unglück::N,perluut,otur
561,Unglück::N,perluut,olycka
562,Schuld::N,akiitsugaq,skuld
563,Schuld::N,akiligassaq,skuld
564,Alter::N,utoqqaq,ålder
565,Schluss::N,isu,slut
566,Zeit::N,ulloq,tid
567,Zeit::N,akuttoqatigiinneq,tid
568,Tag::N,ulloq,dag
569,Morgen::N,ullaaq,morgon
570,Mittag::N,ulloqeqqa,middag
571,Abend::N,unnuk,kväll
572,Nacht::N,unnuaq,natt
573,Woche::N,sapaatip akunnera,vecka
574,Monat::N,qaammat,månad
575,Jahr::N,ukioq,år
576,Frühling::N,upernaaq,vår
577,Sommer::N,aasaq,sommar
578,Herbst::N,ukiaq,höst
579,Winter::N,ukioq,vinter
580,Januar::N,siulleeq,januari
581,Januar::N,qaammaliaq,januari
582,Februar::N,aarlaat,februari
583,März::N,marsi,mars
584,März::N,martsi,mars
585,Mai::N,maaji,maj
586,Juni::N,juuni,juni
587,Juli::N,juuli,juli
588,August::N,aggusti,augusti
589,September::N,septembari,september
590,Oktober::N,oktobari,oktober
591,November::N,novembari,november
592,Dezember::N,detsembari,december
593,Montag::N,ataasinngortoq,måndag
594,Dienstag::N,marlunngorneq,tisdag
595,Mittwoch::N,pingasunngorneq,onsdag
596,Donnerstag::N,sisamanngorneq,torsdag
597,Freitag::N,tallimanngorneq,fredag
598,Samstag::N,arfininngorneq,lördag
599,Sonntag::N,sapaat,söndag
600,Sonntag::N,sapaati,söndag
601,groß::A,angivoq,stor
602,klein::A,mikivoq,liten
603,lang::A,takisooq,lång
604,kurz::A,naatsoq,kort
605,breit::A,silippoq,bred
606,schmal::A,amitsoq,smal
607,dicht::A,torsusooq,tät
608,dick[Gegenstand]::A,issuvoq,tjock
609,dick[Gegenstand]::A,issusooq,tjock
610,dünn::A,amitsoq,tunn
611,fein::A,mamarpoq,fin
612,fest::A,tangeqarpoq,fast
613,flach::A,nalimmappoq,platt
614,glatt::A,quasak,glatt
615,hart::A,mattusooq,hård
616,hart::A,manngerpoq,hård
617,hart::A,titeqquluppoq,hård
618,weich::A,nerumaarpoq,mjuk
619,rund::A,ammallorippoq,rund
620,spitz::A,qummukujooq,toppig
621,spitz::A,qummukujooq,spetsig
622,scharf::A,ipippoq,vass
623,scharf::A,ipippoq,skarp
624,stumpf::A,anngerpoq,slö
625,schwer::A,oqimaappoq,tung
626,schön::A,kusanarpoq,skön
627,schön::A,kusanarpoq,vacker
628,heiß::A,kiappoq,het
629,warm::A,oqorpoq,varm
630,kalt::A,issippoq,kall
631,kühl::A,pueqqortippoq,sval
632,kühl::A,pueqqortippoq,kylig
633,feucht::A,isugutavoq,fuktig
634,feucht::A,qaasernarpoq,fuktig
635,nass::A,imerorpoq,våt
636,trocken::A,panerpoq,torr
637,voll::A,ulikkaarpoq,full
638,leer::A,imaattuarpoq,tom
639,offen::A,ammavoq,öppen
640,geschlossen::A,matuvoq,stängd
641,sauber::A,eqqippoq,ren
642,sauber::A,sukuluippoq,ren
643,sauber::A,ipeqanngilaq,ren
644,schmutzig::A,tapappoq,snuskig
645,schmutzig::A,minguppoq,snuskig
646,roh::A,aapavoq,rå
647,reif::A,qaarulerpoq,mogen
648,süß::A,tungusunnippoq,söt
649,bitter::A,qasilippoq,besk
650,bitter::A,qasilippoq,bitter
651,hell::A,qaamavoq,ljus
652,dunkel::A,qernerpoq,mörk
653,schwarz::A,qernerpoq,svart
654,weiß::A,qaqorpoq,vit
655,rot::A,aappaluppoq,röd
656,gelb::A,sungaarpoq,gul
657,blau::A,tungujorpoq,blå
658,grün::A,qorsooqqippoq,grön
659,grau::A,qaserpoq,grå
660,billig::A,akikippoq,billig
661,wertvoll::A,erlinnarpoq,värdefull
662,blind::A,tappiippoq,blind
663,blind::A,isigisaqanngilaq,blind
664,taub::A,tusilarpoq,döv
665,kräftig::A,pissaq,kraftig
666,kräftig::A,pissarsuaq,kraftig
667,stark::A,sanngivoq,stark
668,schwach::A,nakuippoq,svag
669,fett::A,pualavoq,fet
670,schlank::A,tuappoq,slank
671,hübsch::A,aatsialaq,snygg
672,hübsch::A,aatsialaq,vacker
673,böse::A,ajorpoq,ond
674,böse::A,ajorpoq,elak
675,dumm::A,taqajak,dum
676,dumm::A,sikkilluppoq,dum
677,dumm::A,qaatusimasaqanngilaq,dum
678,faul::A,eqiasuppoq,lat
679,faul::A,eqiattortuvoq,lat
680,fleißig::A,eqiasuippoq,flitig
681,geizig::A,iasilaarpoq,snål
682,geizig::A,iasilaarpoq,girig
683,geizig::A,tukkuippoq,snål
684,geizig::A,tukkuippoq,girig
685,klug::A,mallak,klok
686,klug::A,ittanneq,klok
687,klug::A,kutaappoq,klok
688,klug::A,kuttaappoq,klok
689,klug::A,qarasagippoq,klok
690,lieb::A,akisooq,kär
691,lieb::A,akisooq,snäll
692,lustig::A,piikulavoq,rolig
693,lustig::A,piikulavoq,lustig
694,sanft::A,isumagippoq,mild
695,hungrig::A,kaappoq,hungrig
696,hungrig::A,perlilerpoq,hungrig
697,krank::A,napparsimavoq,sjuk
698,traurig::A,aliasuppoq,ledsen
699,traurig::A,aliasuppoq,sorgsen
700,lebendig::A,uumavoq,levande
701,gut::A,ajunngilaq,bra
702,schlecht::A,sualuppoq,dålig
703,richtig::A,iluarpoq,riktig
704,schlimm::A,amiilaarnarpoq,illa
705,wahr::A,ilumoorpoq,sann
706,alt::A,pisoqaq,gammal
707,neu::A,nutaavoq,ny
708,alt[Lebewesen]::A,utoqqaq,gammal
709,jung::A,inuusuppoq,ung
710,jung::A,kingulliarsuk,ung
711,arm::A,piillasoq,fattig
712,arm::A,piitsuuvoq,fattig
713,reich::A,pisuuvoq,rik
714,berühmt::A,tusaamasaq,berömd
715,fremd::A,ajasoornarpoq,främmande
716,verschieden::A,allatut,åtskillig
717,verschieden::A,tamalaat,åtskillig
718,nah::A,qanippoq,nära
719,fern::A,ungasippoq,fjärran
720,linker::A,saamerleq,vänster
721,rechter::A,innarluissut,höger
722,erster::A,siulleq,första
723,zweiter::A,qataatsup tullia,andra
724,dritter::A,pingajorarterut,tredje
725,letzter::A,kingulleq,sist
726,allein::ADV,kisimiippoq,allena
727,auf einmal::ADV,tassanngaannaq,på en gång
728,zusammen::ADV,attaasa,tillsammans
729,zusammen::ADV,attarmik,tillsammans
730,lange::ADV,akuni,länge
731,plötzlich::ADV,tassanngaannaq,plötsligt
732,sofort::ADV,erniinnaq,strax
733,sofort::ADV,erniinnaq,genast
734,später::ADV,kingorna,senare
735,jetzt::ADV,maanna,nu
736,jetzt::ADV,massakkut,nu
737,heute::ADV,ullumi,i dag
738,morgen::ADV,aqagu,i morgon
739,bald::ADV,erniinnaq,snart
740,dann::ADV,taava,då
741,gestern::ADV,ippassaq,i går
742,einst::ADV,ataatsimik,en gång
743,einst::ADV,ilaanni,en gång
744,damals::ADV,taamani,då
745,damals::ADV,taamani,den gången
746,damals::ADV,taamanikkut,då
747,damals::ADV,taamanikkut,den gången
748,damals::ADV,taassumuunakkut,då
749,damals::ADV,taassumuunakkut,den gången
750,danach::ADV,taava,därefter
751,vorher::ADV,siornagut,före
752,vorher::ADV,siornagut,förut
753,einmal::ADV,ilaanni,en gång
754,einmal::ADV,ataatsimik,en gång
755,manchmal::ADV,qaqutigu,ibland
756,manchmal::ADV,qaqutigut,ibland
757,oft::ADV,akulikitsumik,ofta
758,immer::ADV,tamatigut,alltid
759,hier::ADV,maani,här
760,hierhin::ADV,maani,hit
