,Concept_ID,sah,be
768,vier::NUM,түөрт,чатыры
769,fünf::NUM,биэс,пяць
770,sechs::NUM,алта,шесць
771,sieben::NUM,сэттэ,сем
772,acht::NUM,аҕыс,восем
773,neun::NUM,тоҕус,дзевяць
774,zehn::NUM,уон,дзесяць
775,elf::NUM,уон биир,адзінаццаць
776,zwölf::NUM,уон икки,дванаццаць
777,zwanzig::NUM,сүүрбэ,дваццаць
778,dreißig::NUM,отут,трыццаць
779,vierzig::NUM,түөрт уон,сорак
780,fünfzig::NUM,биэс уон,пядзесят
781,sechzig::NUM,алта уон,шесдзесят
782,siebzig::NUM,сэттэ уон,семдзесят
783,achtzig::NUM,аҕыс уон,восемдзесят
784,neunzig::NUM,тоҕус уонус,дзевяноста
785,hundert::NUM,сүүс,сто
786,tausend::NUM,тыһыынча,тысяча
787,und::CNJ,да,і
788,und::CNJ,да,ды
789,und::CNJ,уонна,і
790,und::CNJ,уонна,ды
791,und::CNJ,итиэннэ,і
792,und::CNJ,итиэннэ,ды
793,oder::CNJ,эбэтэр,або
794,stehen::V,тур,стаяць
795,sitzen::V,олор,сядзець
796,liegen::V,сыт,ляжаць
797,hängen::V,санньылый,вісець
798,werden::V,буол,стаць
799,werden::V,буол,зрабіцца
800,passieren::V,буол,трапіцца
801,beginnen::V,саҕалан,пачацца
802,enden::V,бүт,кончыцца
803,wechseln::V,уларый,мяняцца
804,aufgehen[Sonne]::V,ой,узысці
805,untergehen[Sonne]::V,киир,зайсці
806,scheinen[Sonne]::V,сырдат,свяціць
807,donnern::V,эт,грымець
808,wehen::V,үр,дзьмуць
809,strömen::V,кутулун,ліцца
810,fließen::V,сүүр,цячы
811,sich drehen::V,эргий,круціцца
812,sich drehen::V,эргий,варочацца
813,schwanken::V,биэтэҥнээ,хістацца
814,schwingen::V,эйэҥнээ,гайдацца
815,schwingen::V,эйэҥнээ,калыхацца
816,fallen::V,оҕут,падаць
817,brennen::V,умай,гарэць
818,rauchen::V,буруолаа,дымець
819,regnen::V,самыырдаа,дажджыць
820,gefrieren::V,тоҥ,замерзнуць
821,tauen::V,ир,раставаць
822,schmelzen::V,уулун,плавіцца
823,trocknen::V,куур,сохнуць
824,sieden::V,оргуй,кіпець
825,faulen::V,сытый,гнісці
826,verfaulen::V,сытыйан_хаал,згнісці
827,reißen::V,хайыт,ірвацца
828,reißen::V,быһытталан,ірвацца
829,versinken::V,тимир,тануць
830,versinken::V,батылын,тануць
831,vergehen::V,дьай,праходзіць
832,erscheinen::V,көһүн,зʼявіцца
833,verschwinden::V,сүт,знікнуць
834,sinken::V,намтаа,спадаць
835,abnehmen::V,аччаа,паменшыцца
836,zunehmen::V,элбээ,павялічвацца
837,steigen::V,үрдээ,паднімацца
838,wachsen::V,үүн,расці
839,glänzen::V,кылбай,блішчаць
840,funkeln::V,күлүмнээ,бліскаць
841,funkeln::V,күлүмүрдээ,бліскаць
842,lärmen::V,тыаһаа,шумець
843,läuten::V,собуоннаа,званіць
844,klingeln::V,линкинээ,званіць
845,klirren::V,айгырат,бразгаць
846,brausen::V,сирилээ,бушаваць
847,rauschen::V,суугунаа,шастаць
848,klingen::V,доргуй,гучаць
849,bellen::V,үр,брахаць
850,heulen::V,улуй,выць
851,blasen::V,үр,дзьмухнуць
852,pfeifen::V,иһиир,свістаць
853,schreien::V,кылан,крычаць
854,schreien::V,хаһыытаа,крычаць
855,stöhnen::V,ынчыктаа,стагнаць
856,zittern::V,титирээ,дрыжаць
857,zittern::V,дьигиһий,дрыжаць
858,leben::V,олор,жыць
859,geboren werden::V,төрөө,нарадзіцца
860,atmen::V,тыын,дыхаць
861,trinken::V,ис,піць
862,essen::V,аһаа,есці
863,schlucken::V,ыйыһын,глытаць
864,müde werden::V,сылай,стаміцца
865,einschlafen::V,утуйан хаал,заснуць
866,schlafen::V,утуй,спаць
867,schlafen::V,утуйа сыт,спаць
868,aufwachen::V,уһугун,рассыпацца
869,aufstehen::V,тур,устаць
870,sich erholen::V,сынньан,адпачываць
871,krank werden::V,ыарый,захварэць
872,krank sein::V,ыарый,хварэць
873,krank sein::V,ыарыт,хварэць
874,schmerzen::V,ыарыт,балець
875,husten::V,сөтөлүн,кашляць
876,genesen::V,көн,паправіцца
877,genesen::V,көн,паздаравець
878,sterben::V,өл,памерці
879,umkommen::V,өл,загінуць
880,umkommen::V,оҕут,загінуць
881,sich bewegen::V,хамсаа,рухацца
882,sich rühren::V,хамсаа,варушыцца
883,sich erheben::V,тур,устаць
884,sich setzen::V,олор,сесці
885,hinfallen::V,оҕут,упасці
886,laufen::V,хаам,хадзіць
887,schreiten::V,атыллаа,шагаць
888,schreiten::V,атыллаа,крочыць
889,spazierengehen::V,дьаарбай,гуляць
890,eilen::V,тиэтэй,спяшацца
891,sich beeilen::V,ыксаа,спяшацца
892,sausen::V,элээр,імчацца
893,rennen::V,сүүрэкэлээ,бегаць
894,springen::V,ой,скакаць
895,springen::V,ыстан,скакаць
896,klettern::V,ытын,лазіць
897,schaukeln::V,эйэҥнээ,гайдацца
898,schaukeln::V,биэрэҥнээ,гайдацца
899,kriechen::V,сыыл,поўзаць
900,schwimmen::V,уһун,плаваць
901,schwimmen::V,харбаа,плаваць
902,tauchen::V,умус,ныраць
903,rudern::V,эрт,веславаць
904,fahren::V,айаннаа,ехаць
905,fliegen::V,көт,лятаць
906,gehen::V,бар,ісці
907,weggehen::V,бар,пайсці
908,abfahren::V,бар,адʼяжджаць
909,anhalten::V,тохтоо,спыніцца
910,anhalten::V,тохтоо,затрымацца
911,hineingehen::V,киир,уваходзіць
912,eintreten::V,киир,увайсці
913,kommen::V,кэл,прыйсці
914,ankommen::V,кэл,прыбыць
915,ankommen::V,тиий,прыбыць
916,zurückkommen::V,төнүн,вярнуцца
917,bleiben::V,хаал,застацца
918,warten::V,көһүт,чакаць
919,erwarten::V,күүт,чакаць
920,erwarten::V,көһүт,чакаць
921,suchen::V,ирдээ,шукаць
922,suchen::V,көрдөө,шукаць
923,finden::V,бул,знайсці
924,versuchen::V,сорун,прабаваць
925,vorbereiten::V,бэлэмнээ,падрыхтаваць
926,lieben::V,таптаа,кахаць
927,mögen::V,сөбүл,любіць
928,lachen::V,күл,смяяцца
929,rühren::V,долгут,расчуліць
930,weinen::V,ытаа,плакаць
931,schimpfen::V,үөҕүс,лаяцца
932,sich ärgern::V,кыыһыр,сердаваць
933,sich ärgern::V,кыйахан,сердаваць
934,sich fürchten::V,куттан,баяцца
935,sich fürchten::V,дьиксин,баяцца
936,fürchten::V,дьиксин,баяцца
937,fürchten::V,куттан,баяцца
938,fliehen::V,күрээ,уцякаць
939,flüchten::V,күрээ,уцячы
940,sehen::V,көр,бачыць
941,anschauen::V,көр,паглядзець
942,ansehen::V,көр,глядзець
943,hören::V,бил,чуць
944,hören::V,иһит,чуць
945,zuhören::V,иһит,слухаць
946,probieren::V,боруобалаан көр,каштаваць
947,probieren::V,амсайан көр,каштаваць
948,riechen::V,сытырҕаа,нюхаць
949,fühlen::V,бил,адчуваць
950,scheinen::V,көһүн,здавацца
951,zu sehen sein::V,көһүн,віднецца
952,vernehmen::V,иһит,пачуць
953,frieren::V,тоҥ,мёрзнуць
954,frieren::V,үлүй,мёрзнуць
955,tun::V,гын,рабіць
956,können::V,кыай,умець
957,wollen::V,баҕар,хацець
958,anfangen::V,саҕалаа,пачаць
959,beenden::V,бүтэр,закончыць
960,aufhören::V,уурай,перастаць
961,gelingen::V,сатан,удацца
962,geraten::V,баар буолан биэр,аказацца
963,geraten::V,баар буола тус,аказацца
964,geraten::V,буолан таҕыс,аказацца
965,öffnen::V,ас,адчыніць
966,schließen::V,сап,зачыніць
967,schließen::V,хатаа,зачыніць
968,stellen::V,уур,паставіць
969,stellen::V,туруор,паставіць
970,setzen::V,туруор,пасадзіць
971,setzen::V,уур,пасадзіць
972,legen::V,уур,класці
973,berühren::V,тыыт,чапаць
974,berühren::V,таарый,чапаць
975,verbinden::V,кэлгий,звязаць
976,bedecken::V,бүрүй,накрыць
977,aufhängen::V,ыйаа,павесіць
978,anzünden::V,умат,запаліць
979,aufheben::V,өрө тарт,падняць
980,zurücklassen::V,бырах,пакінуць
981,verlieren::V,сүтэр,згубіць
982,fallen lassen::V,түһэр,упусціць
983,fallen lassen::V,мүлчү тут,упусціць
984,machen::V,оҥор,зрабіць
985,machen::V,оҥоһун,зрабіць
986,herstellen::V,оҥор,вырабіць
987,bauen::V,тут,будаваць
988,reparieren::V,абырахтаа,правіць
989,verbessern::V,тупсар,палепшыць
990,ändern::V,уларыт,змяніць
991,graben::V,хас,капаць
992,beugen::V,бокут,сагнуць
993,beugen::V,токурут,сагнуць
994,beugen::V,бүк баттаа,сагнуць
995,biegen::V,иэх,пагнуць
996,biegen::V,өҕүлүннэр,пагнуць
997,drehen::V,эргит,вярцець
998,drehen::V,эргичит,вярцець
999,wenden::V,эргилин,павярнуць
1000,umdrehen::V,түҥнэр,перавярнуць
1001,heben::V,көтөх,падымаць
1002,hochheben::V,таһаар,падняць
1003,ergreifen::V,тут,схапіць
1004,ergreifen::V,тут,схваціць
1005,halten::V,тут,трымаць
1006,drücken::V,ык,націскаць
1007,schieben::V,ас,пхаць
1008,schieben::V,ас,штурхаць
1009,kratzen::V,кыһыы,скрэбці
1010,lecken::V,салаа,лізаць
1011,beißen::V,ытыр,кусаць
1012,abreißen::V,быһа тарт,адарваць
1013,abreißen::V,туура тарт,адарваць
1014,abschneiden::V,быс,адрэзаць
1015,abschneiden::V,быһан ыл,адрэзаць
1016,abschneiden::V,быһа баттаа,адрэзаць
1017,binden::V,кэлгий,вязаць
1018,stecken::V,батары ас,уваткнуць
1019,brechen::V,тоһут,зламаць
1020,klopfen::V,тоҥсуй,стукаць
1021,hauen::V,оҕус,біць
1022,kleben::V,силимнээ,клеіць
1023,reiben::V,аал,церці
1024,streichen::V,сыбаа,намазаць
1025,schleifen::V,чочуй,тачыць
1026,schneiden::V,быс,рэзаць
1027,rütteln::V,иэҕэҥнэт,хістаць
1028,schütteln::V,сахсый,трэсці
1029,schwenken::V,дайбаа,махаць
1030,schütten::V,кут,наліць
1031,füllen::V,толор,напоўніць
1032,einwickeln::V,суулаа,загарнуць
1033,tragen::V,ит,несці
1034,schleppen::V,сос,цягнуць
1035,ziehen::V,тарт,цягнуць
1036,aufbewahren::V,уур,захоўваць
1037,aufbewahren::V,харай,захоўваць
1038,werfen::V,бырах,кідаць
1039,fangen::V,хап,лавіць
1040,packen::V,тут,схапіць
1041,packen::V,тут,схваціць
1042,verstecken::V,саһыар,схаваць
1043,teilen::V,үллэр,раздзяліць
1044,schicken::V,ыыт,пасылаць
1045,bringen::V,аҕал,прынесці
1046,hinzufügen::V,эп,дабавіць
1047,bekommen::V,ыл,дастаць
1048,bekommen::V,булун,дастаць
1049,erhalten::V,ыл,атрымаць
1050,nehmen::V,ыл,ўзяць
1051,wählen::V,быыбардаа,выбраць
1052,auswählen::V,тал,адабраць
1053,bewahren::V,харай,захаваць
1054,behindern::V,мэһэйдээ,перашкаджаць
1055,verderben::V,буорту гын,сапсаваць
1056,beschädigen::V,алдьат,пашкодзіць
1057,zerbrechen::V,үлтүрүт,разбіць
1058,zerreißen::V,хайыта тарт,разадраць
1059,zerstören::V,алдьат,разбурыць
1060,verbrennen::V,уоттаа,спаліць
1061,geben::V,биэр,даць
1062,reichen::V,аҕал,перадаць
1063,schenken::V,бэлэхтээ,дарыць
1064,versprechen::V,эрэннэр,абяцаць
1065,wünschen::V,баҕар,жадаць
1066,loben::V,хайҕаа,хваліць
1067,küssen::V,уураа,цалаваць
1068,wiegen::V,бигээ,гушкаць
1069,wiegen::V,бигээ,калыхаць
1070,zudecken::V,сап,накрыць
1071,zudecken::V,бүрүй,накрыць
1072,wecken::V,уһугуннар,пабудзіць
1073,zeigen::V,көрдөр,паказаць
1074,führen::V,салай,весці
1075,lehren::V,үөрэт,вучыць
1076,unterrichten::V,үөрэт,выкладаць
1077,aufziehen::V,иит,выхаваць
1078,leiten::V,салай,кіраваць
1079,antreiben::V,кыһай,падганяць
1080,lassen::V,күһэй,прымусіць
1081,einladen::V,ыҥыр,запрасіць
1082,vereinigen::V,холбоо,абʼяднаць
1083,vereinigen::V,түм,абʼяднаць
1084,besuchen::V,сырыт,наведаць
1085,besuchen::V,билсэ сырыт,наведаць
1086,treffen::V,көрүс,сустрэць
1087,sich versammeln::V,мүһүн,сабрацца
1088,sich versammeln::V,түмүс,сабрацца
1089,spielen::V,оонньоо,гуляць
1090,singen::V,ыллаа,пець
1091,singen::V,ыллаа,спяваць
1092,tanzen::V,үҥкүүлээ,танцаваць
1093,sich trennen::V,араҕыс,расстацца
1094,verlassen::V,хааллар,пакінуць
1095,retten::V,өрүһүй,выратаваць
1096,bewachen::V,араҥаччылаа,ахоўваць
1097,schützen::V,көмүскээ,уберагаць
1098,verteidigen::V,көмүскээ,абараніць
1099,sich schlagen::V,охсус,біцца
1100,sich schlagen::V,охсус,драцца
1101,schießen::V,ытыалаа,страляць
1102,siegen::V,хот,перамагчы
1103,siegen::V,кыай,перамагчы
1104,ärgern::V,кыыһырт,злаваць
1105,schlagen::V,оҕус,ударыць
1106,treten::V,тэп,штурхаць
1107,stechen::V,кэй,укалоць
1108,stoßen::V,кэп,папхнуць
1109,stoßen::V,үтүрүй,папхнуць
1110,stehlen::V,уор,украсці
1111,stören::V,мэһэйдээ,перашкодзіць
1112,belästigen::V,батар,дакучаць
1113,verbergen::V,кистээ,скрыць
1114,verbergen::V,кистээ,схаваць
1115,täuschen::V,албыннаа,падмануць
1116,betrügen::V,албыннаа,змахляваць
1117,töten::V,өлөр,забіць
1118,wohnen::V,олор,жыць
1119,arbeiten::V,үлэлээ,працаваць
1120,sammeln::V,мус,сабраць
1121,sammeln::V,хомуй,сабраць
1122,pflücken::V,үргээ,зрываць
1123,jagen::V,бултаа,паляваць
1124,fischen::V,балыктаа,рыбачыць
1125,fassen::V,тут,злавіць
1126,hüten::V,манаа,пасвіць
1127,treiben::V,үүр,гнаць
1128,anbinden::V,баай,прывязаць
1129,füttern::V,аһат,карміць
1130,melken::V,ыа,даіць
1131,hacken::V,кэрт,сячы
1132,gießen::V,сиигирт,паліць
1133,reifen::V,бус,паспець
1134,zubereiten::V,бэлэмнээ,зварыць
1135,zubereiten::V,бэлэмнээ,згатаваць
1136,kochen::V,буһар,варыць
1137,backen::V,буһар,пячы
1138,braten::V,хооруй,смажыць
1139,braten::V,ыһаарылаа,смажыць
1140,braten::V,соркуойдаа,смажыць
1141,umrühren::V,былаа,перамяшаць
1142,stricken::V,өр,вязаць
1143,nähen::V,иистэн,шыць
1144,färben::V,кырааскалаа,пафарбаваць
1145,reinigen::V,ыраастаа,ачысціць
1146,waschen::V,сууй,мыць
1147,abwischen::V,сот,выцерці
1148,spülen::V,сайҕаа,паласкаць
1149,fegen::V,сиппий,падмятаць
1150,kehren::V,харбаа,месці
1151,baden::V,сөтүөлээ,купацца
1152,sich waschen::V,суун,мыцца
1153,ausziehen::V,уһул,зняць
1154,anziehen::V,кэтэрт,надзець
1155,sich anziehen::V,таҥын,адзецца
1156,kämmen::V,тараа,прычасаць
1157,schmücken::V,симээ,аздобіць
1158,sagen::V,диэ,сказаць
1159,sprechen::V,эт,гаварыць
1160,sprechen::V,саҥар,гаварыць
1161,reden::V,кэпсэт,размаўляць
1162,sich unterhalten::V,кэпсэт,гутарыць
1163,fragen::V,ыйыт,спытаць
1164,bitten::V,көрдөс,прасіць
1165,erzählen::V,кэпсээ,расказаць
1166,erzählen::V,сэһэргээ,расказаць
1167,mitteilen::V,биллэр,паведаміць
1168,nennen::V,ааттаа,назваць
1169,rufen::V,ыҥыр,зваць
1170,prahlen::V,чабылан,хваліцца
1171,prahlen::V,киһиргээ,хваліцца
1172,übersetzen::V,тылбаастаа,перакласці
1173,denken::V,санаа,думаць
1174,denken::V,толкуйдаа,думаць
1175,glauben::V,итэҕэй,верыць
1176,bemerken::V,бэлиэтээ,заўважыць
1177,erkennen::V,бил,пазнаць
1178,begreifen::V,өйдөө,спасцігнуць
1179,verstehen::V,өйдөө,пачуць
1180,lernen::V,үөрэн,вучыцца
1181,wissen::V,бил,знаць
1182,sich erinnern an::V,аҕын,памятаць
1183,vergessen::V,умун,забыць
1184,messen::V,кэмнээ,мераць
1185,messen::V,кээмэйдээ,мераць
1186,zählen::V,аах,лічыць
1187,rechnen::V,аах,лічыць
1188,lesen::V,аах,чытаць
1189,malen::V,уруһуйдаа,маляваць
1190,zeichnen::V,уруһуйдаа,рысаваць
1191,schreiben::V,суруй,пісаць
1192,besitzen::V,баһылаа,мець
1193,kaufen::V,атыылас,купіць
1194,verkaufen::V,атыылаа,прадаць
1195,bezahlen::V,төлөө,заплаціць
1196,zahlen::V,төлөө,плаціць
1197,beherrschen::V,баһылаа,уладаць
1198,beherrschen::V,баһылаа,валодаць
1199,ertragen::V,тулуй,выцерпець
