,Concept_ID,xal,ml
621,nackt::A,нүцкн,നഡമായ
622,traurig::A,һундлта,വിഷമമുള്ള
623,lebendig::A,әмд,ഉപജീവനം
624,gut::A,сән,നല്ല
625,schlecht::A,му,മോശമായ
626,richtig::A,зөвтә,ശരിയായ
627,schlimm::A,җигшүртә,വൃത്തികെട്ട
628,wahr::A,үнн,ശരിയായ
629,wahr::A,мөн,ശരിയായ
630,alt::A,хуучн,പഴയ
631,neu::A,шин,പുതിയ
632,ehemalig::A,хуучн,മുൻ
633,alt[Lebewesen]::A,көгшн,വയസ്സുള്ള
634,jung::A,баһ,കൌമാരമായ
635,arm::A,угатя,പാവപ്പെട്ട
636,reich::A,байн,സമ്പന്നമായ
637,bekannt::A,таньл,പരിചിതമായ
638,bekannt::A,таньдг,പരിചിതമായ
639,berühmt::A,туурсн,പ്രശസ്തനായ
640,fremd::A,күүнә,വൈദേശികമായ
641,verschieden::A,әдл биш,വ്യത്യസ്തമായ
642,verschieden::A,йилһәтә,വ്യത്യസ്തമായ
643,nah::A,өөрхн,അരികത്തുള്ള
644,fern::A,хол,അകലെയുള്ള
645,linker::A,зүн,അവശേഷിച്ച
646,rechter::A,барун,വലത്തേ
647,anderer::A,талдан,മറ്റുള്ള
648,erster::A,негдгч,ആദ്യത്തെ
649,zweiter::A,хойрдгч,രണ്ടാം
650,dritter::A,һурвдгч,മൂന്നാമത്
651,letzter::A,отхн,അവസാനത്തെ
652,allein::ADV,һанцарн,തനിച്ചുള്ള
653,auf einmal::ADV,нег дәкҗ,ഉടന്
654,zusammen::ADV,хамдан,ഒരുമിച്ച
655,lange::ADV,удан,നീണ്ട_കാലത്തേയ്ക്ക്
656,plötzlich::ADV,генткн,പെട്ടെന്ന്
657,sofort::ADV,дарунь,തത്ക്ഷണം
658,später::ADV,сүүлд,പിന്നീട്
659,jetzt::ADV,ода,ഇപ്പോൾ
660,heute::ADV,эндр,ഇന്ന്
661,morgen::ADV,маңһдур,നാളെ
662,bald::ADV,дарунь,ഉടനെ
663,dann::ADV,дәкәд,അപ്പോൾ
664,gestern::ADV,өцклдүр,ഇന്നലെ
665,einst::ADV,нег саамд,പണ്ടൊരിക്കല്
666,damals::ADV,тиигхд,അപ്പോൾ
667,danach::ADV,тегәд,പിന്നീട്
668,vorher::ADV,урд,മുൻപ്
669,zuerst::ADV,түрүләд,ആദ്യം
670,einmal::ADV,нег дәкҗ,ഒരിക്കൽ
671,manchmal::ADV,зәрмдән,ചിലപ്പോൾ
672,oft::ADV,хара биш,പലപ്പോഴും
673,oft::ADV,хатяр биш,പലപ്പോഴും
674,oft::ADV,дару-дарунь,പലപ്പോഴും
675,immer::ADV,оньдинд,എപ്പോഴും
676,niemals::ADV,кезә чмгн биш,ഒരിക്കലും
677,hier::ADV,энд,ഇവിടെ
678,hier::ADV,энүнд,ഇവിടെ
679,hierhin::ADV,нааран,ഇവിടേക്ക്
680,von hier::ADV,эндәс,ഇവിടെനിന്ന്
681,dort::ADV,тенд,അവിടെ
682,dorthin::ADV,тиигән,അവിടേക്ക്
683,geradeaus::ADV,шуд,മുമ്പിൽ
684,geradeaus::ADV,шуд,മുമന്നോട്ട്
685,vorwärts::ADV,уралан,മുന്നോട്ട്
686,rückwärts::ADV,гедргән,തലതിരിച്ച്
687,zurück::ADV,хәрү,പുറകിലേക്ക്
688,unten::ADV,дор,താഴെ
689,hinab::ADV,дор,താഴേക്ക്
690,hinab::ADV,доракшан,താഴേക്ക്
691,oben::ADV,деер,മുകളിൽ
692,hinauf::ADV,өөдән,മുകളിൽ
693,hinauf::ADV,деер,മുകളിൽ
694,überall::ADV,альд болв чигн,എല്ലായിടത്തും
695,nicht::ADV,эс,ഇല്ല
696,nicht::ADV,биш,ഇല്ല
697,nicht::ADV,бичә,ഇല്ല
698,ein wenig::ADV,баахн,കുറച്ച്
699,ein wenig::ADV,баахнар,കുറച്ച്
700,kaum::ADV,әрә,കഷ്ടിച്ച്
701,sehr::ADV,йир,വളരെ
702,so::ADV,иигҗ,അങ്ങനെ
703,noch::ADV,ода чигн,ഇപ്പോഴും
704,nur::ADV,һанцхн,മാത്രം
705,schon::ADV,одх,നേരത്തേ തന്നെ
706,wieder::ADV,бас,വീണ്ടും
707,vergebens::ADV,киидән,വിഫല
708,vor::PRP,урд,മുമ്പിൽ
709,hinter::PRP,ца,പുറകിൽ
710,unter::PRP,дор,കീഴിൽ
711,durch::PRP,ивт,ഉള്ളിലൂടെ
712,durch::PRP,дундаһур,ഉള്ളിലൂടെ
713,neben::PRP,хаҗуд,അടുത്ത്
714,zwischen::PRP,хоорнд,ഇടയ്ക്ക്
715,wegen::PRP,көлтә,നിമിത്തം
716,wegen::PRP,деерәс,നിമിത്തം
717,dies::PRN,эн,ഇത്
718,das::PRN,тер,അത്
719,alles::PRN,цуһар,എല്ലാം
720,ich::PRN,би,ഞാൻ
721,du::PRN,чи,നിങ്ങൾ
722,er::PRN,тер,അദ്ദേഹം
723,er::PRN,тер,അയാൾ
724,er::PRN,тер,അവൻ
725,er::PRN,тер,അവർ
726,er::PRN,тер,അവൾ
727,wir::PRN,мадн,നമ്മൾ
728,ihr::PRN,та,നിങ്ങൾ
729,sie::PRN,тедн,അവർ
730,was::FPRN,юн,എന്ത്
731,wer::FPRN,кен,ആര്
732,wo::FADV,хама,എവിടെ
733,wohin::FADV,хамаран,എവിടേക്ക്
734,wie::FADV,яһҗ,എങ്ങനെ
735,wie::FADV,яһад,എങ്ങനെ
736,warum::FADV,юңгад,എന്തുകൊണ്ട്
737,wieviel::FNUM,кедү,എത്ര
738,eins::NUM,негн,ഒന്ന്
739,zwei::NUM,хойр,രണ്ട്
740,drei::NUM,һурвн,മൂന്ന്
741,vier::NUM,дөрвн,നാല്
742,fünf::NUM,тавн,അഞ്ച്
743,sechs::NUM,зурһан,ആറ്
744,sieben::NUM,долан,ഏഴ്
745,acht::NUM,нәәмн,എട്ട്
746,neun::NUM,йисн,ഒമ്പത്
747,zehn::NUM,арвн,പത്ത്
748,elf::NUM,арвн негн,പതിനൊന്ന്
749,zwölf::NUM,арвн хойр,പന്ത്രണ്ട്
750,zwanzig::NUM,хөрн,ഇരുപത്
751,dreißig::NUM,һучн,മുപ്പത്
752,vierzig::NUM,дөчн,നാൽപ്പത്
753,fünfzig::NUM,тәвн,അൻപത്
754,sechzig::NUM,җирн,അറുപത്
755,siebzig::NUM,далн,എഴുപത്
756,achtzig::NUM,найн,എൺപത്
757,neunzig::NUM,йирн,തൊണ്ണൂറ്
758,hundert::NUM,зун,നൂറ്
759,tausend::NUM,миңһн,ആയിരം
760,und::CNJ,болн,ഉം
761,oder::CNJ,эс гиҗ,അഥവാ
762,oder::CNJ,эс гихлә,അഥവാ
763,stehen::V,зогсх,നിൽക്കുക
764,sitzen::V,суух,ഇരിക്കുക
765,liegen::V,кевтх,കിടക്കുക
766,hängen::V,өлгәтә бәәх,തൂങ്ങുക
767,werden::V,болх,ആയിത്തീരുക
768,passieren::V,болх,സംഭവിക്കുക
769,beginnen::V,эклх,ആരംഭിക്കുക
770,enden::V,төгсх,അവസാനിപ്പിക്കുക
771,wechseln::V,хүврх,മാറ്റുക
772,aufgehen[Sonne]::V,һарх,ഉയരുക
773,untergehen[Sonne]::V,орх,അടുക്കി_വയ്ക്കുക
774,untergehen[Sonne]::V,сүүрлх,അടുക്കി_വയ്ക്കുക
775,scheinen[Sonne]::V,герлтх,പ്രകാശിക്കുക
776,donnern::V,күрҗңнх,ഇടിവെട്ടുക
777,wehen::V,сальклх,വീശുക
778,strömen::V,һооҗх,ഒഴുകുക
779,fließen::V,урсх,ഒഴുകുക
780,sich drehen::V,эргх,ചുറ്റുക
781,sich drehen::V,эргх,കറക്കുക
782,schwanken::V,дәәвлх,ഇരുവശത്തേയ്ക്കും_ആടുക
783,schwingen::V,нәәхлх,ആടുക
784,fallen::V,унх,വീഴുക
785,fallen::V,киисх,വീഴുക
786,brennen::V,шатх,കത്തുക
787,rauchen::V,ута һарһх,പുകയുക
788,regnen::V,орх,മഴ_പെയ്യുക
789,gefrieren::V,мөстх,തണത്ത്_മരവിക്കുക
790,tauen::V,хәәлх,അലിയുക
791,schmelzen::V,хәәлх,ഉരുകുക
792,schmelzen::V,хәәлгдх,ഉരുകുക
793,trocknen::V,эврх,വരളുക
794,sieden::V,буслх,തിളപ്പിക്കുക
795,faulen::V,үмкәрх,ചീയുക
796,verfaulen::V,илҗрх,അഴുകുക
797,reißen::V,тасрх,ശബ്ദത്തോടെ_മുറിയുക
798,versinken::V,чивх,മുക്കുക
799,vergehen::V,болх,കടന്നുപോകുക
800,erscheinen::V,һарх,പ്രത്യക്ഷപ്പെടുക
801,verschwinden::V,уга болх,അദൃശ്യമാകുക
802,sinken::V,татгдх,താഴുക
803,abnehmen::V,хасгдх,കുറിയുക
804,zunehmen::V,өсх,വർദ്ധിക്കുക
805,steigen::V,немх,ഉയരുക
806,wachsen::V,өсх,വളരുക
807,wachsen::V,урһх,വളരുക
808,glänzen::V,гилвкх,മിന്നുക
809,funkeln::V,цәклх,തിളങ്ങുക
810,lärmen::V,шууглдх,ശബ്ദമുണ്ടാക്കുക
811,läuten::V,хоңх,മണിമുഴങ്ങുക
812,klingeln::V,җиңнулх,ചിലമ്പുക
813,klirren::V,җиңнх,കിലുക്കുക
814,brausen::V,догшрхх,മുഴങ്ങുക
815,rauschen::V,сарҗңнх,അനങ്ങുക
816,klingen::V,ә һарх,മുഴക്കുക
817,bellen::V,хуцх,കുരയ്ക്കുക
818,heulen::V,уульх,ഓരിയിടുക
819,blasen::V,үләх,ഊതുക
820,pfeifen::V,ишкрх,വിസിലടിക്കുക
821,schreien::V,хәәкрх,ആക്രോശിക്കുക
822,stöhnen::V,түңшх,അരക്കം
823,stöhnen::V,түңшх,ആർത്തനാദം
824,zittern::V,дагҗннх,വിറയ്ക്കുക
825,leben::V,бәәх,താമസിക്കുക
826,geboren werden::V,төрх,ജനിക്കുക
827,atmen::V,әмсхлх,ശ്വസിക്കുക
828,trinken::V,уух,കുടിക്കുക
829,essen::V,идх,കഴിക്കുക
830,schlucken::V,зальгх,വിഴുങ്ങുക
831,müde werden::V,көшх,ക്ഷീണിക്കുക
832,einschlafen::V,унтх,നിദ്രിക്കുക
833,schlafen::V,нөөрсх,ഉറങ്ങുക
834,aufwachen::V,серх,ഉണരുക
835,aufstehen::V,босх,എഴുന്നേൽക്കുക
836,sich erholen::V,амрх,വിശ്രമിക്കുക
837,krank werden::V,гемтх,ദീനംപിടിക്കുക
838,krank sein::V,шалтглх,രോഗികളാകുക
839,schmerzen::V,өвдх,വേദനിക്കുക
840,husten::V,ханях,ചുമയ്ക്കുക
841,genesen::V,эдгх,സുഖപ്പെടുക
842,sterben::V,үкх,മരിക്കുക
843,sterben::V,өңгрх,മരിക്കുക
844,umkommen::V,үкх,മരിക്കുക
845,sich bewegen::V,көдлх,സ്ഥലം_മാറുക
846,sich bewegen::V,көндрх,സ്ഥലം_മാറുക
847,sich rühren::V,көндрх,ചലിക്കുക
848,sich erheben::V,босх,നിൽക്കുക
849,sich setzen::V,суух,ഇരിക്കുക
850,hinfallen::V,унх,വീഴുക
851,hinfallen::V,киисх,വീഴുക
852,laufen::V,йовх,നടക്കുക
853,schreiten::V,алхх,നടക്കുക
854,spazierengehen::V,сергҗ йовх,ഉലാത്തുക
855,eilen::V,шулудх,പാഞ്ഞെത്തുക
856,sich beeilen::V,адһх,തിരിക്കുകൂട്ടുക
857,sich beeilen::V,адһх,തിടുക്കം_കാട്ടുക
858,sich beeilen::V,шамдх,തിരിക്കുകൂട്ടുക
859,sich beeilen::V,шамдх,തിടുക്കം_കാട്ടുക
860,sausen::V,хурдлх,കുതിക്കുക
861,sausen::V,йир_хурдар_гүүх,കുതിക്കുക
862,sausen::V,йир_хурдар_йовх,കുതിക്കുക
863,rennen::V,гүүх,ഓടുക
864,springen::V,һәрәдх,ചാടുക
865,klettern::V,давшх,കയറുക
866,schaukeln::V,дүүдңндх,ഇളകുക
867,kriechen::V,мөлкх,പതുങ്ങികയറുക
868,schwimmen::V,усчх,നീന്തുക
869,tauchen::V,булхх,വെള്ളത്തിലേക്ക് ചാടുക
870,rudern::V,хәәвдх,തുഴയുക
871,fahren::V,йовх,വാഹനം ഓടിക്കുക
872,fliegen::V,нисх,പറക്കുക
873,gehen::V,йовх,പോകുക
874,weggehen::V,йовх,വിടുക
875,weggehen::V,одх,വിടുക
876,weggehen::V,һарх,വിടുക
877,weggehen::V,мөрлх,വിടുക
878,abfahren::V,мордх,പുറപ്പെടുക
879,anhalten::V,зогсх,നിർത്തുക
880,hineingehen::V,орх,പ്രവേശിക്കുക
881,eintreten::V,орх,പ്രവേശിക്കുക
882,kommen::V,ирх,വരുക
883,ankommen::V,ирх,എത്തിച്ചേരുക
884,zurückkommen::V,орх,തിരിച്ചു വരുക
885,bleiben::V,бәәх,തുടരുക
886,warten::V,күләх,കാത്തിരിക്കുക
887,erwarten::V,күләх,പ്രതീക്ഷിക്കുക
888,suchen::V,хәәх,തിരയുക
889,finden::V,олх,കണ്ടെത്തുക
890,versuchen::V,седх,ശ്രമിക്കുക
891,vorbereiten::V,белдх,തയ്യാറെടുക്കുക
892,lieben::V,дурлх,സ്നേഹിക്കുക
893,mögen::V,таассгдх,ഇഷ്ടപ്പെടുക
894,lachen::V,инәх,ചിരിക്കുക
895,rühren::V,уйрах,ഹൃദയം സ്പർശിക്കുക
896,weinen::V,уульх,തേങ്ങുക
897,schimpfen::V,харах,പിറുപിറുക്കുക
898,sich ärgern::V,уурлх,കോപിക്കുക
899,sich fürchten::V,әәх,പേടിക്കുക
900,fürchten::V,әәх,പേടിക്കുക
901,fürchten::V,сүрдх,പേടിക്കുക
902,fliehen::V,зулх,രക്ഷപ്പെടുക
903,flüchten::V,орһх,രക്ഷപ്പെടുക
904,flüchten::V,зулх,രക്ഷപ്പെടുക
905,sehen::V,үзх,കാണുക
906,anschauen::V,харх,നോക്കുക
907,ansehen::V,хәләх,നോക്കുക
908,ansehen::V,үзх,നോക്കുക
909,hören::V,соңсх,കേൾക്കുക
910,zuhören::V,соңсх,ശ്രദ്ധിക്കുക
911,probieren::V,амсх,രുചിയുള്ളതായി_തോന്നുക
912,riechen::V,үнрчлх,മണത്തു_നോക്കുക
913,fühlen::V,медх,സ്പർശിച്ചറിയുക
914,scheinen::V,болҗ медгдх,കാണപ്പെടുക
915,scheinen::V,миниһәр болхла,കാണപ്പെടുക
916,scheinen::V,болад бәәх,കാണപ്പെടുക
917,zu sehen sein::V,үзгдх,വെളിച്ചപ്പെടുക
918,vernehmen::V,соңсх,കേൾക്കുക
919,frieren::V,даарх,വിറയ്ക്കുക
920,tun::V,кех,ചെയ്യുക
921,können::V,чадх,കഴിയുക
922,wollen::V,дурлх,വേണുക
923,anfangen::V,эклх,തുടങ്ങുക
924,beenden::V,дуусх,പൂർത്തിയാക്കുക
925,aufhören::V,уурх,നിർത്തുക
926,gelingen::V,бүтх,വിജയിക്കുക
927,gelingen::V,күцәх,വിജയിക്കുക
928,geraten::V,болх,പരിണമിക്കുക
929,öffnen::V,секх,തുറക്കുക
930,schließen::V,хаах,അടയ്ക്കുക
931,stellen::V,тәвх,വയ്ക്കുക
932,setzen::V,суулһх,വയ്ക്കുക
933,legen::V,тәвх,ഇടുക
934,berühren::V,көндәх,തൊടുക
935,verbinden::V,боох,ഘടിപ്പിക്കുക
936,bedecken::V,хучх,മുടുക
937,bedecken::V,бүркх,മുടുക
938,aufhängen::V,өлгх,കെട്ടിതൂക്കുക
939,anzünden::V,асах,കത്തിക്കുക
940,anzünden::V,шатах,കത്തിക്കുക
941,aufheben::V,өөдән өргх,പെറുക്കിയെടുക്കുക
942,zurücklassen::V,үлдәх,വച്ചുപോരുക
943,verlieren::V,геех,നഷ്ടപ്പെടുക
944,fallen lassen::V,алдх,വീഴ്ത്തുക
945,machen::V,кех,ഉണ്ടാക്കുക
946,herstellen::V,кех,ഉൽപാദിപ്പിക്കുക
947,bauen::V,тосхх,നിർമ്മിക്കുക
948,reparieren::V,ясх,നന്നാക്കുക
949,verbessern::V,сәәрүлх,മെച്ചപ്പെടുക
950,ändern::V,хүврәх,മാറ്റംവരുത്തുക
951,graben::V,малтх,കുഴിക്കുക
952,beugen::V,нуһлх,വണങ്ങുക
953,biegen::V,матилһх,കുനിയുക
954,drehen::V,эргүлх,തിരിക്കുക
955,wenden::V,көмрх,തിരിയുക
956,wenden::V,эргүлх,തിരിയുക
957,umdrehen::V,эргүлх,തിരിയുക
958,heben::V,өргх,ഉയർത്തുക
959,heben::V,деер өргх,ഉയർത്തുക
960,hochheben::V,өргх,ഉയർത്തുക
961,ergreifen::V,бәрх,ബലമായി_പിടിക്കുക
962,halten::V,бәрх,പിടിക്കുക
963,drücken::V,шахх,അമർത്തുക
964,schieben::V,түлкх,തള്ളുക
965,kratzen::V,мааҗх,ചുരണ്ടുക
966,lecken::V,долах,നക്കുക
967,beißen::V,хазх,കടിക്കുക
968,abreißen::V,таслх,കീറിക്കളയുക
969,abschneiden::V,тәәрх,മുറിച്ചുമാറ്റുക
970,binden::V,боох,കെട്ടുക
971,stecken::V,шаах,തുളയ്ക്കുക
972,stecken::V,хатхх,തുളയ്ക്കുക
973,brechen::V,хамхлх,ഉടയുക
974,klopfen::V,цокх,തട്ടുക
975,hauen::V,цокх,അടിക്കുക
976,kleben::V,наах,ഒട്ടിക്കുക
977,reiben::V,зүлгх,തിരുമ്മിത്തുടയ്ക്കുക
978,streichen::V,наах,പടർത്തുക
979,streichen::V,лашх,പടർത്തുക
980,streichen::V,түркх,പടർത്തുക
981,schleifen::V,хурцлх,പൊടിക്കുക
982,schneiden::V,хәәчлх,മുറിക്കുക
983,rütteln::V,дәәвлүлх,മുട്ടുക
984,schütteln::V,сегсрх,കുലുക്കുക
985,schwenken::V,дайлх,ആടുക
986,schütten::V,кех,ഒഴിക്കുക
987,füllen::V,дүүргх,നിറയ്ക്കുക
988,einwickeln::V,орах,പൊതിയുക
989,tragen::V,зөөх,വഹിക്കുക
990,schleppen::V,чирх,വലിച്ചിഴയ്ക്കുക
991,ziehen::V,татх,വലിക്കുക
992,aufbewahren::V,хадһлх,വയ്ക്കുക
993,werfen::V,хайх,എറിയുക
994,fangen::V,бәрх,പിടിക്കുക
995,fangen::V,хавлх,പിടിക്കുക
996,packen::V,бәрх,തട്ടിപ്പറിക്കുക
997,verstecken::V,дүрх,മറയ്ക്കുക
998,verstecken::V,бултулх,മറയ്ക്കുക
999,teilen::V,хувах,വിഭജിക്കുക
1000,schicken::V,илгәх,അയയ്ക്കുക
1001,bringen::V,авч ирх,കൊണ്ടുവരുക
1002,hinzufügen::V,немх,കൂട്ടുക
1003,bekommen::V,авх,കിട്ടുക
1004,erhalten::V,авх ,സ്വീകരിക്കുക
1005,nehmen::V,авх,എടുക്കുക
1006,wählen::V,шүүх,തിരഞ്ഞെടുക്കുക
1007,auswählen::V,шүүх,തിരഞ്ഞെടുക്കുക
1008,bewahren::V,хадһлх,പുലർത്തുക
1009,bewahren::V,кевтнь үлдәх,പുലർത്തുക
1010,bewahren::V,кевтнь бәәлһх,പുലർത്തുക
1011,behindern::V,харшлх,തടയിടുക
1012,verderben::V,үрәх,നശിപ്പിക്കുക
1013,beschädigen::V,эвдх,ക്ഷതമേൽപ്പിക്കുക
1014,zerbrechen::V,күүлх,ഉടയുക
1015,zerbrechen::V,хамхлх,ഉടയുക
1016,zerreißen::V,шуучх,കീറുക
1017,zerstören::V,эвдх,നശിപ്പിക്കുക
1018,verbrennen::V,шатах,കത്തിനശിക്കുക
1019,verbrennen::V,шатах,കത്തിച്ചുകളയുക
1020,geben::V,өгх,കൊടുക്കുക
1021,geben::V,өгх,തരുക
1022,reichen::V,өгх,കൈമാറുക
1023,schenken::V,белглх,സമ്മാനം കൊടുക്കുക
1024,versprechen::V,амлх,വാഗ്ദാനം_നൽകുക
1025,wünschen::V,сә хәәх,ആഗ്രഹിക്കുക
1026,loben::V,магтх,പുകഴ്ത്തുക
1027,küssen::V,үмсх,ഉമ്മവയ്ക്കുക
1028,wiegen::V,саатулх,ഇളകുക
1029,zudecken::V,бүркх,മുടുക
1030,wecken::V,серүлх,ഉണർത്തുക
1031,zeigen::V,үзүлх,കാണിക്കുക
1032,führen::V,көтлх,നടത്തുക
1033,lehren::V,заах,പഠിപ്പിക്കുക
1034,lehren::V,сурһх,പഠിപ്പിക്കുക
1035,unterrichten::V,сурһх,പരിശീലിപ്പിക്കുക
1036,unterrichten::V,багшлх,പരിശീലിപ്പിക്കുക
1037,aufziehen::V,өскәх,വളർത്തിക്കൊണ്ടുവരുക
1038,leiten::V,һардх,നയിക്കുക
1039,leiten::V,толһалх,നയിക്കുക
1040,antreiben::V,шамдах,പ്രേരിപ്പിക്കുക
1041,lassen::V,күч үзүлх,അനുവദിക്കുക
1042,einladen::V,үрх,ക്ഷണിക്കുക
1043,vereinigen::V,хамцулх,കൂടിച്ചേരുക
1044,besuchen::V,одх,സന്ദർശിക്കുക
1045,treffen::V,харһх,തമ്മിൽ കാണുക
1046,sich versammeln::V,цуглрх,സംയോജിപ്പിക്കുക
1047,sich versammeln::V,хурх,സംയോജിപ്പിക്കുക
1048,spielen::V,наадх,കളിക്കുക
1049,singen::V,дуулх,പാടുക
1050,tanzen::V,биилх,നൃത്തം ചെയ്യുക
1051,sich trennen::V,хаһцх,നേർപെടുത്തുക
1052,verlassen::V,хайх,പിൻവാങ്ങുക
1053,retten::V,әм аврх,രക്ഷിക്കുക
1054,retten::V,әәмшгәс харсх,രക്ഷിക്കുക
1055,bewachen::V,харх,കാവൽനിൽക്കുക
1056,bewachen::V,манх,കാവൽനിൽക്കുക
1057,schützen::V,харсх,പരിരക്ഷിക്കുക
1058,verteidigen::V,харсх,പ്രതിരോധിക്കുക
1059,sich schlagen::V,гүвдлдх,കലഹിക്കുക
1060,schießen::V,хах,വെടിവെക്കുക
1061,siegen::V,диилх,വിജയിക്കുക
1062,ärgern::V,уурлулх,വിഷമിപ്പിക്കുക
1063,schlagen::V,цокх,അടിക്കുക
1064,schlagen::V,гүвдх,അടിക്കുക
1065,stechen::V,хатхх,കുത്തുക
1066,stoßen::V,түлкчкх,തള്ളുക
1067,stehlen::V,хулхалх,മോഷ്ടിക്കുക
1068,stören::V,һә болх,ശല്യപ്പെടുത്തുക
1069,belästigen::V,амр эс өгх,മെനക്കെടുക
1070,verbergen::V,нуух,മറയ്ക്കുക
1071,verbergen::V,нуух,ഒളിക്കുക
1072,verbergen::V,бултулх,മറയ്ക്കുക
1073,verbergen::V,бултулх,ഒളിക്കുക
1074,täuschen::V,меклх,കബളിപ്പിക്കുക
1075,betrügen::V,меклх,ചതിക്കുക
1076,betrügen::V,мек һарһх,ചതിക്കുക
1077,töten::V,алх,കൊല്ലുക
1078,wohnen::V,бәәх,താമസിക്കുക
1079,arbeiten::V,көдлх,ജോലിചെയ്യുക
1080,sammeln::V,түүх,സഞ്ചയിക്കുക
1081,pflücken::V,түүх,പറിച്ചെടുക്കുക
1082,pflücken::V,хурах,പറിച്ചെടുക്കുക
1083,jagen::V,аңнх,വേട്ടയാടുക
1084,jagen::V,аңһучлх,വേട്ടയാടുക
1085,fischen::V,заһс аңнх,മീൻ പിടിക്കുക
1086,fassen::V,бәрх,പിടിക്കുക
1087,hüten::V,хәрүлх,ചേർക്കുക
1088,treiben::V,туух,വാഹനം_ഓടിക്കുക
1089,anbinden::V,уйх,കെട്ടിയിടുക
1090,füttern::V,теҗәх,തീറ്റുക
1091,melken::V,саах,പാലുകറക്കുക
1092,hacken::V,чавчх,വെട്ടിമുറിക്കുക
1093,gießen::V,услх,നനയ്ക്കുക
1094,reifen::V,болх,പാകമാകുക
1095,reifen::V,болвсрх,പാകമാകുക
1096,zubereiten::V,белдх,പാചകം_ചെയ്യുക
1097,kochen::V,чанх,വേവിക്കുക
1098,kochen::V,болһх,വേവിക്കുക
1099,backen::V,болһх,ബേക്ക് ചെയ്യുക
1100,braten::V,хуурх,പോരിക്കുക
1101,umrühren::V,самрх,ഇളക്കുക
1102,stricken::V,өлгх,മെടയുക
1103,nähen::V,уйх,തുന്നുക
1104,färben::V,будх,ചായം പൂശുക
1105,reinigen::V,цеврлх,വൃത്തിയാക്കുക
1106,waschen::V,уһах,കഴുകുക
1107,abwischen::V,арчх,തുടയ്ക്കുക
1108,spülen::V,зәәлх,കഴുകുക
1109,fegen::V,сәвүрдх,അടിച്ചുവാരുക
1110,kehren::V,сәвүрдх,അടിച്ചുവാരുക
1111,baden::V,өөмх,നീന്തിത്തുടിക്കുക
1112,sich waschen::V,уһах,കഴുകുക
1113,sich waschen::V,бийән уһаҗ,കഴുകുക
1114,ausziehen::V,тәәлх,ഇഴുക്കുക
1115,anziehen::V,өмсх,ഉടുക്കുക
1116,sich anziehen::V,хувцлх,ധരിച്ച നേടുകയുക
1117,kämmen::V,самлх,മുടിചീകുക
1118,schmücken::V,чимх,അലങ്കരിക്കുക
1119,schmücken::V,кеерүлх,അലങ്കരിക്കുക
1120,sagen::V,келх,പറയുക
1121,sprechen::V,келх,സംസാരിക്കുക
1122,reden::V,күүндх,സംസാരിക്കുക
1123,reden::V,күр_кех,സംസാരിക്കുക
1124,sich unterhalten::V,күүндх,നർമ്മസല്ലാപം നടത്തുക
1125,fragen::V,сурх,ചോദിക്കുക
1126,bitten::V,эрх,അപേക്ഷിക്കുക
1127,erzählen::V,келх,പറയുക
1128,erzählen::V,келҗ өгх,പറയുക
1129,mitteilen::V,медүлх,അറിയിക്കുക
1130,nennen::V,нерәдх,പേരിടുക
1131,nennen::V,нер өгх,പേരിടുക
1132,rufen::V,дуудх,വിളിക്കുക
1133,prahlen::V,көөрх,പൊങ്ങച്ചം പറയുക
1134,übersetzen::V,орчулх,പരിഭാഷപ്പെടുത്തുക
1135,denken::V,санх,ചിന്തിക്കുക
1136,glauben::V,шүтх,വിശ്വസിക്കുക
1137,glauben::V,нәәлх,വിശ്വസിക്കുക
1138,bemerken::V,темдглх,ശ്രദ്ധിക്കുക
1139,erkennen::V,таньх,തിരിചറിയുക
1140,erkennen::V,медх,തിരിചറിയുക
1141,begreifen::V,медх,കൈപ്പിടിയിലാക്കുക
1142,verstehen::V,соңсх,മനസ്സിലാക്കുക
1143,lernen::V,сурх,പഠിക്കുക
1144,wissen::V,медх,അറിയുക
1145,sich erinnern an::V,санх,ഓർമിക്കുക
1146,vergessen::V,мартх,മറക്കുക
1147,messen::V,кемҗәлх,അളക്കുക
1148,zählen::V,тоолх,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1149,rechnen::V,тоолх,ഗണിക്കുക
1150,lesen::V,умшх,വായിക്കുക
1151,malen::V,зурх,ചിത്രം വരയ്ക്കുക
1152,zeichnen::V,зурх,വരയ്ക്കുക
1153,schreiben::V,бичх,എഴുതുക
1154,besitzen::V,эзлх,സ്വന്തമാക്കുക
1155,kaufen::V,хулдҗ авх,വാങ്ങുക
1156,verkaufen::V,хулдх,വിൽക്കുക
1157,verkaufen::V,гүүлгх,വിൽക്കുക
1158,bezahlen::V,өгх,പരിഹാരം ചെയ്യുക
1159,zahlen::V,өгх,പണം അടയ്ക്കുക
1160,beherrschen::V,эзлх,ഭരിക്കുക
1161,ertragen::V,даах,താങ്ങുക
1162,treten::V,,തൊഴിക്കുക
