,Concept_ID,is,hy
215,Schale::N,hýði,կեղեւ
216,Grube::N,gryfja,փոս
217,Falle::N,gildra,ծուղակ
218,Schlinge::N,snara,խեղդան
219,Spur::N,spor,հետք
220,Asche::N,aska,մոխիր
221,Dreck::N,óþverri,աղտ
222,Eisen::N,járn,երկաթ
223,Gold::N,gull,ոսկի
224,Silber::N,silfur,արծաթ
225,Kohle::N,kol,քարածուխ
226,Glas::N,gler,ապակի
227,Lehm::N,leir,կավ
228,Sand::N,sandur,ավազ
229,Mensch::N,maður,մարդ
230,Mensch::N,manneskja,մարդ
231,Mann::N,maður,մարդ
232,Mann::N,maður,տղամարդ
233,Mann::N,karlmaður,մարդ
234,Mann::N,karlmaður,տղամարդ
235,Frau::N,kona,կին
236,Kind::N,barn,զավակ
237,Kind::N,krakki,զավակ
238,Junge::N,drengur,տղա
239,Mädchen::N,stelpa,աղջիկ
240,Familie::N,fjölskylda,ընտանիք
241,Großvater::N,afi,պապ
242,Großmutter::N,amma,տատ
243,Eltern::N,foreldrar,ծնողներ
244,Vater::N,faðir,հայր
245,Mutter::N,móðir,մայր
246,Sohn::N,sonur,որդի
247,Tochter::N,dóttir,աղջիկ
248,Tochter::N,dóttir,դուստր
249,Bruder::N,bróðir,եղբայր
250,Schwester::N,systir,քույր
251,Onkel::N,föðurbróðir,քեռի
252,Onkel::N,föðurbróðir,հորեղբայր
253,Tante::N,frænka,մորաքույր
254,Tante::N,móðursystir,մորաքույր
255,Ehemann::N,eiginmaður,մարդ
256,Ehemann::N,eiginmaður,ամուսին
257,Ehefrau::N,eiginkona,կին ամուսին
258,Freude::N,gleði,ուրախություն
259,Gelächter::N,hlátur,ծիծաղ
260,Glück::N,gæfa,երջանկություն
261,Kummer::N,sorg,վիշտ
262,Wunsch::N,ósk,ցանկություն
263,Lust::N,fýsn,փափագ
264,Lust::N,fýsn,իղձ
265,Lust::N,löngun,փափագ
266,Lust::N,löngun,իղձ
267,Geist::N,andi,ոգի
268,Gedanke::N,hugsun,միտք
269,Gedächtnis::N,minni,հիշողություն
270,Verstand::N,vit,խելք
271,Sinn::N,merking,իմաստ
272,Grund::N,ástæða,պատճառ
273,Wahrheit::N,sannleikur,ճշմարտություն
274,Gespräch::N,samtal,զրույց
275,Märchen::N,ævintýri,պայիկի պատմություն
276,Erzählung::N,saga,պատմվածք
277,Erzählung::N,saga,պատմություն
278,Nachricht::N,frétt,հաղորդագրություն
279,Neuigkeit::N,frétt,լուր
280,Neuigkeit::N,frétt,նորություն
281,Name::N,nafn,անուն
282,Rätsel::N,gáta,բարդ խնդիր
283,Rede::N,ræða,ճառ
284,Rede::N,ræða,ելույթ
285,Sprache::N,mál,լեզու
286,Sprache::N,tungumál,լեզու
287,Stimme::N,rödd,ձայն
288,Wort::N,orð,բառ
289,Zeichen::N,tákn,նշան
290,Zeichen::N,merki,նշան
291,Ruf::N,kall,կոչ
292,Ruf::N,kall,կանչ
293,Lärm::N,hávaði,աղմուկ
294,Laut::N,hljóð,հնչյուն
295,Laut::N,hljóð,ձայն
296,Ton::N,tónn,տոն
297,Lied::N,ljóð,երգ
298,Lied::N,söngur,երգ
299,Ruhe::N,ró,անդորրություն
300,Ruhe::N,kyrrð,անդորրություն
301,Leute::N,fólk,մարդիկ
302,Volk::N,þjóð,ազգ
303,Arbeit::N,vinna,գործ
304,Arbeit::N,vinna,աշխատանք
305,Gast::N,gestur,հյուր
306,Geschenk::N,gjöf,նվեր
307,Spiel::N,leikur,խաղ
308,Gesellschaft::N,selskapur,ընկերություն
309,Hilfe::N,hjálp,օգնությթուն
310,Freund::N,vinur,ընկեր
311,Freund::N,vinur,բարեկամ
312,Kamerad::N,félagi,ուղեկից
313,Angelegenheit::N,mál,բան
314,Angelegenheit::N,mál,գործ
315,Angelegenheit::N,málefni,բան
316,Angelegenheit::N,málefni,գործ
317,Anzahl::N,tala,քանակ
318,Anzahl::N,tala,գումար
319,Anzahl::N,fjöldi,քանակ
320,Anzahl::N,fjöldi,գումար
321,Art::N,tegund,տեսակ
322,Stück::N,biti,կտոր
323,Stück::N,stykki,կտոր
324,Teil::N,hluti,մաս
325,Teil::N,partur,մաս
326,Hälfte::N,helmingur,կես
327,Kreis::N,hringur,շիջանակ
328,Kreuz::N,kross,խաչ
329,Kreuz::N,krossmark,խաչ
330,Linie::N,lína,գիծ
331,Strich::N,strik,գիծ
332,Abstand::N,millibil,անջրպետ
333,Entfernung::N,fjarlægð,հեռավորություն
334,Gegend::N,hérað,շրջան
335,Platz::N,pláss,տարածություն
336,Ort::N,staður,տեղ
337,Ort::N,staður,վայր
338,Seite::N,hlið,կողմ
339,Mitte::N,miðja,մեջտեղ
340,Gegenstand::N,hlutur,առարկա
341,Sache::N,mál,բան
342,Rand::N,brún,վերջք
343,Kante::N,rönd,եզր
344,Ecke::N,horn,անկյուն
345,Spitze::N,oddur,ծայր
346,Ende::N,endi,ծայր
347,Loch::N,gat,անցք
348,Loch::N,hola,անցք
349,Winkel::N,skot,անկյուն
350,Winkel::N,krókur,անկյուն
351,Muster::N,munstur,օրինակ
352,Größe::N,stærð,մեծություն
353,Länge::N,lengd,երկարություն
354,Höhe::N,hæð,բարձրություն
355,Gewicht::N,vigt,կշիռ
356,Gewicht::N,þyngd,կշիռ
357,Menge::N,magn,քանակ
358,Haufen::N,hrúga,դեզ
359,Haufen::N,hrúga,կույտ
360,Haufen::N,haugur,դեզ
361,Haufen::N,haugur,կույտ
362,Reihe::N,röð,շարք
363,Reihe::N,röð,կարգ
364,Boot::N,bátur,նավակ
365,Ruder::N,ár,թի
366,Ruder::N,ár,թիակ
367,Schlitten::N,sleði,բալխիր
368,Ski::N,skíði,դահուկ
369,Lagerfeuer::N,varðeldur,բացօդեայ կրակ
370,Last::N,byrði,բեռ
371,Last::N,farmur,բեռ
372,Gang::N,ganga,զբոսանք
373,Schritt::N,skref,քայլ
374,Norden::N,norður,հյուսիս
375,Süden::N,suður,հարավ
376,Westen::N,vestur,արեւմուտք
377,Osten::N,austur,արեւելք
378,Holz::N,viður,փայտ
379,Brett::N,fjöl,տախտակ
380,Platte::N,flötur,թիթեղ
381,Stütze::N,stoð,նեցուկ
382,Stange::N,stöng,ձող
383,Stock::N,prik,փայտ
384,Stock::N,stafur,փայտ
385,Stab::N,prik,ցուպ
386,Stab::N,prik,գավազան
387,Stab::N,stafur,ցուպ
388,Stab::N,stafur,գավազան
389,Rohr::N,rör,խողովակ
390,Rohr::N,pípa,խողովակ
391,Haus::N,hús,տուն
392,Heim::N,heimili,տուն
393,Ofen::N,ofn,վառարան
394,Fußboden::N,gólf,հատակ
395,Tisch::N,borð,սեղան
396,Stuhl::N,stóll,աթոռ
397,Wiege::N,vagga,օրորոց
398,Bett::N,rúm,անկողին
399,Bett::N,hvíla,անկողին
400,Regal::N,hilla,դարակ
401,Kiste::N,kassi,տուփ
402,Fenster::N,gluggi,պատուհան
403,Tür::N,dyr,դուռ
404,Tür::N,hurð,դուռ
405,Tor::N,hlið,դարպաս
406,Zaun::N,girðing,ցանկապատ
407,Zaun::N,limgarður,ցանկապատ
408,Dach::N,þak,տանիք
409,Dach::N,þak,կտուր
410,Leiter::N,stigi,սանդուղք
411,Besen::N,sópur,ավել
412,Spaten::N,spaði,բահ
413,Schaufel::N,skófla,թի
414,Gabel::N,gaffall,պատառաքաղ
415,Löffel::N,skeið,գդալ
416,Messer::N,hnífur,դանակ
417,Nagel::N,nögl,մեխ
418,Netz::N,net,ցանց
419,Haken::N,krókur,կարթ
420,Griff::N,tak,կոթ
421,Griff::N,tak,բռնակ
422,Schloss::N,lás,կողպեք
423,Bild::N,mynd,նկար
424,Bild::N,mynd,պատկեր
425,Figur::N,stytta,քանդակ
426,Figur::N,stytta,պատկեր
427,Puppe::N,brúða,տիկնիկ
428,Beutel::N,poki,տոպրակ
429,Beutel::N,baggi,տոպրակ
430,Bündel::N,böggull,կապոց
431,Tasche::N,veski,պայուսակ
432,Eimer::N,fata,դույլ
433,Deckel::N,lok,կափարիչ
434,Geschirr::N,leirtau,ամանեղեն
435,Sack::N,sekkur,պարկ
436,Sack::N,sekkur,տոպրակ
437,Tasse::N,bolli,թաս
438,Tasse::N,bolli,գավաթ
439,Topf::N,pottur,անոթ
440,Kessel::N,ketill,կաթսա
441,Essen::N,matur,կերակուր
442,Nahrung::N,fæða,ուտելիք
443,Speise::N,réttur,խորտիկ
444,Speise::N,réttur,կերակուր
445,Speise::N,matarréttur,խորտիկ
446,Speise::N,matarréttur,կերակուր
447,Fleisch::N,kjöt,միս
448,Getreide::N,korn,հացահատիկ
449,Brei::N,grautur,լանդակ
450,Brot::N,brauð,հաց
451,Scheibe::N,sneið,կտոր
452,Scheibe::N,sneið,պատառ
453,Fett::N,fita,ճարպ
454,Butter::N,smjör,կարագ
455,Öl::N,olía,ձեթ
456,Salz::N,salt,աղ
457,Suppe::N,súpa,սուպ
458,Suppe::N,súpa,ապուր
459,Honig::N,hunang,մեղր
460,Milch::N,mjólk,կաթ
461,Tee::N,te,թեյ
462,Leder::N,skinn,կաշի
463,Wolle::N,ull,բուրդ
464,Stoff::N,dúkur,գործվածք
465,Nadel::N,nál,ասեղ
466,Faden::N,þráður,թել
467,Knopf::N,tala,կոճակ
468,Knopf::N,hnappur,կոճակ
469,Knoten::N,hnútur,հանգույց
470,Farbe::N,málning,ներկ
471,Kleidung::N,búningur,հագուստ
472,Kleidung::N,klæðnaður,հագուստ
473,Hemd::N,skyrta,վերնաշապիկ
474,Kragen::N,kragi,օձիք
475,Kragen::N,flibbi,օձիք
476,Ärmel::N,ermi,թեւք
477,Hose::N,buxur,շալվար
478,Gürtel::N,belti,գոտի
479,Mütze::N,húfa,կեպի
480,Schuh::N,skór,կոշիկ
481,Stiefel::N,stígvél,երկարաճիթ կոշիկ
482,Ring::N,hringur,զնգալ
483,Band::N,band,ժապավեն
484,Kamm::N,greiða,սանր
485,Spiegel::N,spegill,հայելի
486,Riemen::N,ól,փոկ
487,Riemen::N,reim,փոկ
488,Schnur::N,snúra,լար
489,Leine::N,band,փոկ
490,Decke::N,teppi,վերմակ
491,Kissen::N,koddi,բարձ
492,Tuch::N,klútur,թաշկինակ
493,Handtuch::N,þurrka,սրբիչ
494,Handtuch::N,handklæði,սրբիչ
495,Kraft::N,afl,ուժ
496,Kraft::N,kraftur,ուժ
497,Stärke::N,styrkur,պնդություն
498,Stärke::N,styrkur,ամրություն
499,Gesundheit::N,heilsa,առողջություն
500,Gesundheit::N,heilbrigði,առողջություն
501,Krankheit::N,sjúkdómur,ախտ
502,Krankheit::N,sjúkdómur,հիվանդություն
503,Schmerz::N,sársauki,ցավ
504,Schmerz::N,sársauki,տանջանք
505,Wunde::N,sár,վերք
506,Fieber::N,hitasótt,տենդ
507,Arznei::N,lyf,դեղ
508,Brücke::N,brú,կամուրջ
509,Brunnen::N,brunnur,հոր
510,Brunnen::N,brunnur,ջրհոր
511,Weide::N,hagi,արոտավայր
512,Pfad::N,stígur,արահետ
513,Weg::N,vegur,ուղի
514,Straße::N,gata,ճանապարհ
515,Straße::N,stræti,ճանապարհ
516,Dorf::N,þorp,գյուղ
517,Stadt::N,borg,քաղաք
518,Brief::N,bréf,նամակ
519,Buch::N,bók,գիրք
520,Buchstabe::N,bókstafur,տառ
521,Buchstabe::N,bókstafur,գիր
522,Zeitung::N,dagblað,լրագիր
523,Leben::N,líf,կյանք
524,Tod::N,dauði,մահ
525,Grab::N,gröf,գերեզման
526,Kirche::N,kirkja,եկեղեցի
527,Sünde::N,synd,մեղք
528,Gott::N,guð,աստված
529,Arbeiter::N,verkamaður,բանվոր
530,Arbeiter::N,verkamaður,աշխատող
531,Chef::N,yfirmaður,տեր
532,Meister::N,meistari,վարպետ
533,Arzt::N,læknir,բժիշկ
534,Lehrer::N,kennari,ուսուցիչ
535,Geld::N,peningar,փող
536,Geschäft::N,viðskipti,գործ
537,Geschäft::N,viðskipti,աշխատանք
538,Laden::N,búð,կրպակ
539,Laden::N,búð,խանութ
540,Laden::N,verslun,կրպակ
541,Laden::N,verslun,խանութ
542,Preis::N,verð,գին
543,Ware::N,vara,ապրանք
544,Nutzen::N,gagn,օգուտ
545,Reichtum::N,auður,հարստություն
546,Welt::N,veröld,աշխարհ
547,Land::N,land,երկիր
548,Staat::N,ríki,պետություն
549,König::N,konungur,արքա
550,König::N,konungur,թագավոր
551,Macht::N,vald,իշխանություն
552,Grenze::N,landamæri,սահման
553,Krieg::N,stríð,պատերազմ
554,Feind::N,fjandmaður,թշնամի
555,Gewalt::N,ofbeldi,բռնություն
556,Gewalt::N,ofbeldi,սաստկություն
557,Kampf::N,bardagi,մարտ
558,Bogen[Waffe]::N,bogi,աղեղ
559,Pfeil::N,ör,նետ
560,Gewehr::N,byssa,հրացան
561,Fehler::N,villa,սխալ
562,Lüge::N,lygi,սուտ
563,Schaden::N,skemmd,վնաս
564,Unglück::N,óhamingja,դժբախտություն
565,Schuld::N,sök,պակասություն
566,Alter::N,aldur,հասակ
567,Schluss::N,lok,վերջ
568,Schluss::N,lok,վախճան
569,Schluss::N,endir,վերջ
570,Schluss::N,endir,վախճան
571,Zeit::N,tími,ժամանակ
572,Tag::N,dagur,օր
573,Morgen::N,morgunn,առավոտ
574,Mittag::N,hádegi,կեսօր
575,Abend::N,kvöld,երեկո
576,Nacht::N,nótt,գիշեր
577,Woche::N,vika,շաբաթ
578,Monat::N,mánuður,ամիս
579,Jahr::N,ár,տարի
580,Frühling::N,vor,գարուն
581,Sommer::N,sumar,ամառ
582,Herbst::N,haust,աշուն
583,Winter::N,vetur,ձմեռ
584,Januar::N,janúar,հունվար
585,Februar::N,február,փետրվար
586,März::N,mars,մարտ
587,April::N,apríl,ապրիլ
588,Mai::N,maí,մայիս
589,Juni::N,júní,հունիս
590,Juli::N,júlí,հուլիս
591,August::N,ágúst,օգոստոս
592,September::N,september,սեպտեմբեր
593,Oktober::N,október,հոկտեմբեր
594,November::N,nóvember,նոյեմբեր
595,Dezember::N,desember,դեկտեմբեր
596,Montag::N,mánudagur,երկուշաբթի
597,Dienstag::N,þriðjudagur,երեքշաբթի
598,Mittwoch::N,miðvikudagur,չորեքշաբթի
599,Donnerstag::N,fimmtudagur,հինգշաբթի
600,Freitag::N,föstudagur,ուրբաթ
601,Samstag::N,laugardagur,շաբաթ
602,Sonntag::N,sunnudagur,կիրակի
603,groß::A,stór,մեծ
604,groß::A,stór,խոշոր
605,klein::A,lítill,պստիկ
606,klein::A,lítill,փոքրիկ
607,lang::A,langur,երկար
608,kurz::A,stuttur,կարճ
609,breit::A,breiður,լայն
610,schmal::A,mjór,նեղ
611,dicht::A,þéttur,խիտ
612,dick[Gegenstand]::A,þykkur,հաստ
613,dünn::A,þunnur,բարակ
614,fein::A,fíngerður,նուրբ
615,fest::A,fastur,ամուր
616,fest::A,fastur,պինդ
617,flach::A,flatur,տափակ
618,glatt::A,háll,հարթ
619,glatt::A,sléttur,հարթ
620,hart::A,harður,կարծր
621,weich::A,mjúkur,մեղմ
622,weich::A,mjúkur,փափուկ
623,rund::A,kringlóttur,կլոր
624,spitz::A,oddhvass,սրածայր
625,scharf::A,beittur,սուր
626,stumpf::A,bitlaus,գուլ
627,schwer::A,þungur,ծանր
628,schön::A,fagur,սիրուն
629,schön::A,fagur,գեղեցիկ
630,schön::A,fallegur,սիրուն
631,schön::A,fallegur,գեղեցիկ
632,heiß::A,heitur,թեժ
633,warm::A,hlýr,տաք
634,warm::A,hlýr,ջերմ
635,warm::A,heitur,տաք
636,warm::A,heitur,ջերմ
637,kalt::A,kaldur,ցուրտ
638,kühl::A,svalur,զով
639,frisch::A,frískur,թարմ
640,feucht::A,rakur,ղոնավ
641,feucht::A,þvalur,ղոնավ
642,nass::A,votur,թաց
643,nass::A,blautur,թաց
644,trocken::A,þurr,ցամաք
645,voll::A,fullur,լի
646,voll::A,fullur,լիքը
647,leer::A,tómur,դատարկ
648,offen::A,opinn,բաց
649,geschlossen::A,lokaður,գոց
650,sauber::A,þrifinn,մաքուր
651,schmutzig::A,óhreinn,կեղտոտ
652,schmutzig::A,sóðalegur,կեղտոտ
653,roh::A,hrár,հում
654,reif::A,þroskaður,հասած
655,reif::A,þroskaður,հասուն
656,lecker::A,ljúffengur,համեղ
657,süß::A,sætur,անուշ
658,bitter::A,beiskur,կծու
659,sauer::A,súr,թթու
660,sauer::A,súr,թթված
661,hell::A,bjartur,պայծառ
662,hell::A,bjartur,խելամիտ
663,dunkel::A,dimmur,մութ
664,schwarz::A,svartur,սեւ
665,weiß::A,hvítur,սպիտակ
666,rot::A,rauður,կարմիր
667,gelb::A,gulur,դեղին
668,blau::A,blár,կապույտ
669,grün::A,grænn,կանաչ
670,grau::A,grár,գորշ
671,bunt::A,marglitur,գոյնզգոյն
672,billig::A,ódýr,էժան
673,teuer::A,dýr,թանկ
674,wertvoll::A,verðmætur,թանկարժեք
675,blind::A,blindur,կույր
676,taub::A,heyrnarlaus,խուլ
677,kräftig::A,öflugur,հզոր
678,stark::A,sterkur,ուժեղ
679,schwach::A,veill,տկար
680,schwach::A,veill,թույլ
681,fett::A,feitur,գեր
682,schlank::A,grannur,նիհար
683,schlank::A,spengilegur,նիհար
684,hübsch::A,snotur,գրավիչ
685,hübsch::A,snotur,սիրունիկ
686,hübsch::A,laglegur,գրավիչ
687,hübsch::A,laglegur,սիրունիկ
688,böse::A,illur,չար
689,böse::A,vondur,չար
690,dumm::A,heimskur,հիմար
691,faul::A,latur,ծույլ
692,fleißig::A,iðinn,ջանասեր
693,fleißig::A,iðinn,փութաջան
694,geizig::A,nískur,ագահ
695,geizig::A,nískur,կծծի
696,klug::A,hygginn,խելոք
697,klug::A,hygginn,ընդունակ
698,geschickt::A,fimur,ճարտար
699,geschickt::A,laginn,ճարտար
700,lieb::A,kær,սիրելի
701,lieb::A,ljúfur,սիրելի
702,lustig::A,kátur,զվարթ
703,sanft::A,blíður,հեզ
704,hungrig::A,soltinn,քաղցած
705,hungrig::A,hungraður,քաղցած
706,krank::A,sjúkur,հիվանդ
707,nackt::A,nakinn,մերկ
708,traurig::A,dapur,տխուր
709,traurig::A,hryggur,տխուր
710,lebendig::A,lifandi,կենդանի
711,gut::A,góður,լավ
712,schlecht::A,slæmur,վատ
713,schlecht::A,lélegur,վատ
714,richtig::A,réttur,ձիշտ
715,schlimm::A,slæmur,լղրճուկ
716,wahr::A,sannur,ճիշտ
717,wahr::A,sannur,իրական
718,alt::A,gamall,հին
719,neu::A,nýr,նոր
720,ehemalig::A,fyrrverandi,նախկին
721,alt[Lebewesen]::A,gamall,ծեր
722,alt[Lebewesen]::A,gamall,պառավ
723,jung::A,ungur,մատաղ
724,arm::A,vesall,աղքատ
725,arm::A,fátækur,աղքատ
726,reich::A,ríkur,հարուստ
727,reich::A,auðugur,հարուստ
728,bekannt::A,kunnugur,ծանոթ
729,berühmt::A,frægur,հայտնի
730,berühmt::A,frægur,հռչակավոր
731,fremd::A,framandi,օտար
732,fremd::A,ókunnugur,օտար
733,verschieden::A,ýmis,տարբեր
734,nah::A,nálægur,մոտ
735,nah::A,nálægur,մերձ
736,fern::A,fjarri,հեռավոր
737,fern::A,fjarlægur,հեռավոր
738,linker::A,vinstri,ձախ
739,rechter::A,hægri,աջ
740,anderer::A,annar,այլ
741,anderer::A,annar,ուրիշ
742,erster::A,fyrsti,առաջին
743,zweiter::A,annar,երկրորդ
744,dritter::A,þriðji,երրորդ
745,letzter::A,síðasti,վերջին
746,allein::ADV,einn,միայնակ
747,allein::ADV,aleinn,միայնակ
748,auf einmal::ADV,allt í einu,միասնաբար
749,zusammen::ADV,saman,միասին
750,zusammen::ADV,saman,իրար հետ
751,lange::ADV,lengi,երկար ժամանակ
752,plötzlich::ADV,skyndilega,հանկարծ
753,sofort::ADV,strax,իսկույն
754,sofort::ADV,þegar í stað,իսկույն
755,später::ADV,seinna,ավելի ուշ
756,später::ADV,seinna,հետո
