,Concept_ID,eu,hr
282,Lehm::N,buztin,ilovača
283,Sand::N,harea,pijesak
284,Sand::N,hondar,pijesak
285,Mensch::N,gizaki,čovjek
286,Mann::N,gizon,muškarac
287,Frau::N,andere,žena
288,Frau::N,emakume,žena
289,Kind::N,haur,čedo
290,Kind::N,haur,dijete
291,Junge::N,mutil,momče
292,Junge::N,mutil,dječak
293,Mädchen::N,neska,djevojka
294,Mädchen::N,neska,djevojčica
295,Familie::N,sendi,obitelj
296,Familie::N,sendi,porodica
297,Familie::N,familia,obitelj
298,Familie::N,familia,porodica
299,Großvater::N,aitona,djed
300,Großvater::N,aitatxi,djed
301,Großmutter::N,amona,baka
302,Großmutter::N,amatxi,baka
303,Eltern::N,gurasoak,roditelji
304,Vater::N,aita,otac
305,Mutter::N,ama,majka
306,Sohn::N,seme,sin
307,Tochter::N,alaba,kći
308,Tochter::N,alaba,kćerka
309,Bruder::N,neba,brat
310,Bruder::N,anaia,brat
311,Schwester::N,ahizpa,sestra
312,Onkel::N,osaba,čika
313,Onkel::N,osaba,ujak
314,Tante::N,izeba,ujna
315,Tante::N,izeba,tetka
316,Ehemann::N,senar,muž
317,Ehemann::N,senar,suprug
318,Ehefrau::N,emazte,žena
319,Ehefrau::N,emazte,supruga
320,Freude::N,poz,radost
321,Freude::N,pozkari,radost
322,Gelächter::N,barre,grohot
323,Gelächter::N,karkara,grohot
324,Glück::N,zori,sreća
325,Kummer::N,xangrin,jad
326,Kummer::N,xangrin,briga
327,Kummer::N,atsekabe,jad
328,Kummer::N,atsekabe,briga
329,Wunsch::N,nahi,želja
330,Wunsch::N,nahikunde,želja
331,Lust::N,gogo,volja
332,Geist::N,gogo,duh
333,Gedanke::N,gogoeta,misao
334,Gedächtnis::N,oroimen,pamćenje
335,Gedächtnis::N,gogoramen,pamćenje
336,Verstand::N,adimen,um
337,Verstand::N,adimen,razum
338,Verstand::N,ulermen,um
339,Verstand::N,ulermen,razum
340,Sinn::N,zentzu,smisao
341,Sinn::N,zentzu,značenje
342,Grund::N,zergati,razlog
343,Wahrheit::N,egia,istina
344,Gespräch::N,hizketa,razgovor
345,Gespräch::N,elkarrizketa,razgovor
346,Märchen::N,ipuin,bajka
347,Erzählung::N,edesti,priča
348,Erzählung::N,edesti,pripovijest
349,Erzählung::N,kontakizun,priča
350,Erzählung::N,kontakizun,pripovijest
351,Nachricht::N,albiste,vijest
352,Neuigkeit::N,berri,novost
353,Name::N,izen,ime
354,Rätsel::N,asmakizun,zagonetka
355,Rede::N,hitzaldi,govor
356,Rede::N,hitzaldi,besjeda
357,Rede::N,mintzaldi,govor
358,Rede::N,mintzaldi,besjeda
359,Sprache::N,hizkuntza,jezik
360,Stimme::N,ahots,glas
361,Wort::N,hitz,riječ
362,Zeichen::N,agerbide,znak
363,Zeichen::N,agergarri,znak
364,Ruf::N,dei,povik
365,Ruf::N,dei,poklik
366,Lärm::N,zarata,buka
367,Lärm::N,zarata,galama
368,Lärm::N,harrabots,buka
369,Lärm::N,harrabots,galama
370,Laut::N,hots,zvuk
371,Ton::N,tonu,ton
372,Ton::N,soinu,ton
373,Lied::N,abesti,pjesma
374,Ruhe::N,nasaitasun,tišina
375,Ruhe::N,nasaitasun,počinak
376,Leute::N,jende,ljudi
377,Volk::N,herri,puk
378,Volk::N,herri,narod
379,Volk::N,populu,puk
380,Volk::N,populu,narod
381,Arbeit::N,lan,rad
382,Arbeit::N,lan,posao
383,Gast::N,arrotz,gost
384,Gast::N,apopilo,gost
385,Geschenk::N,opari,dar
386,Geschenk::N,opari,poklon
387,Spiel::N,jolas,igra
388,Gesellschaft::N,gizarte,društvo
389,Gesellschaft::N,gizarte,kompanija
390,Hilfe::N,helpide,pomoć
391,Hilfe::N,laguntza,pomoć
392,Freund::N,lagun,prijatelj
393,Kamerad::N,adiskide,drug
394,Kamerad::N,adiskide,drugar
395,Kamerad::N,lagunkide,drug
396,Kamerad::N,lagunkide,drugar
397,Angelegenheit::N,afera,posao
398,Anzahl::N,kopuru,broj
399,Anzahl::N,kopuru,brojnost
400,Art::N,mota,vid
401,Art::N,mota,vrst
402,Stück::N,puska,komad
403,Teil::N,atal,dio
404,Hälfte::N,erdi,polovina
405,Kreis::N,biribilki,krug
406,Kreuz::N,gurutze,križ
407,Linie::N,linea,crta
408,Strich::N,marra,crta
409,Abstand::N,tarte,razmak
410,Abstand::N,tarte,odstojanje
411,Entfernung::N,urrunera,udaljenost
412,Gegend::N,alderdi,kraj
413,Gegend::N,alderdi,predeo
414,Gegend::N,eskualde,kraj
415,Gegend::N,eskualde,predeo
416,Platz::N,leku,mjesto
417,Ort::N,toki,mjesto
418,Seite::N,albo,bok
419,Seite::N,albo,strana
420,Mitte::N,erdi,sredina
421,Gegenstand::N,gauzaki,predmet
422,Sache::N,gauza,posao
423,Rand::N,ertz,rub
424,Rand::N,ertz,kraj
425,Kante::N,ertz,brid
426,Kante::N,ertz,ivica
427,Ecke::N,kantoi,ugao
428,Spitze::N,punta,vrh
429,Spitze::N,punta,šiljak
430,Ende::N,buru,konac
431,Ende::N,mutur,konac
432,Loch::N,zulo,rupa
433,Winkel::N,zoko,kut
434,Winkel::N,zoko,ugao
435,Winkel::N,bazter,kut
436,Winkel::N,bazter,ugao
437,Muster::N,eredu,uzor
438,Muster::N,marrazki,uzor
439,Größe::N,kaizu,veličina
440,Größe::N,tamaina,veličina
441,Länge::N,luzera,duljina
442,Höhe::N,goiera,visina
443,Höhe::N,garaiera,visina
444,Gewicht::N,hazta,težina
445,Menge::N,kopuru,mnoštvo
446,Menge::N,kopuru,količina
447,Haufen::N,pila,hrpa
448,Haufen::N,pila,gomila
449,Haufen::N,mendoi,hrpa
450,Haufen::N,mendoi,gomila
451,Reihe::N,ilara,red
452,Reihe::N,errenkada,red
453,Boot::N,potin,čun
454,Boot::N,potin,čamac
455,Boot::N,txalupa,čun
456,Boot::N,txalupa,čamac
457,Ruder::N,arraun,veslo
458,Schlitten::N,lera,saone
459,Schlitten::N,narra,saone
460,Ski::N,eski,ski
461,Ski::N,eski,smučka
462,Lagerfeuer::N,su,logorska vatra
463,Last::N,zama,tovar
464,Last::N,karga,tovar
465,Gang::N,ibilera,hod
466,Schritt::N,pauso,korak
467,Schritt::N,urrats,korak
468,Norden::N,ipar,sjever
469,Norden::N,iparralde,sjever
470,Süden::N,hego,jug
471,Süden::N,hegoalde,jug
472,Westen::N,sartalde,zapad
473,Westen::N,mendebalde,zapad
474,Osten::N,ekialde,istok
475,Osten::N,sortalde,istok
476,Holz::N,zur,drvo
477,Brett::N,ohol,daska
478,Platte::N,lauza,ploča
479,Stütze::N,irozgarri,potpora
480,Stütze::N,bermagailu,potpora
481,Stange::N,haga,motka
482,Stock::N,makila,štap
483,Stock::N,makila,palica
484,Stab::N,makila,štap
485,Stab::N,makila,šipka
486,Rohr::N,hodi,cijev
487,Haus::N,etxe,kuća
488,Heim::N,etxe,dom
489,Heim::N,etxaleku,dom
490,Ofen::N,berogailu,peć
491,Fußboden::N,zoru,pod
492,Tisch::N,mahai,stol
493,Tisch::N,mahai,trpeza
494,Stuhl::N,aulki,stolac
495,Stuhl::N,aulki,stolica
496,Wiege::N,kuma,kolijevka
497,Wiege::N,sehaska,kolijevka
498,Bett::N,ohe,krevet
499,Bett::N,ohe,postelja
500,Bett::N,ohatze,krevet
501,Bett::N,ohatze,postelja
502,Regal::N,apalategi,polica
503,Kiste::N,kutxa,sanduk
504,Fenster::N,leiho,prozor
505,Tür::N,ate,vrata
506,Tor::N,atari,vrata
507,Tor::N,atari,kapija
508,Zaun::N,hesi,plot
509,Zaun::N,hesi,ograda
510,Dach::N,teilatu,krov
511,Leiter::N,zurubi,ljestve
512,Leiter::N,zurubi,ljestvice
513,Besen::N,erratz,metla
514,Spaten::N,burdinpala,ašov
515,Schaufel::N,pala,lopata
516,Gabel::N,sardexka,viljuška
517,Löffel::N,koilara,žlica
518,Messer::N,aizto,nož
519,Nagel::N,iltze,čavao
520,Netz::N,sare,mreža
521,Haken::N,mako,kuka
522,Griff::N,eskutoki,držak
523,Griff::N,eskutoki,ručica
524,Schloss::N,sarraila,brava
525,Bild::N,irudi,slika
526,Figur::N,figura,figura
527,Puppe::N,panpina,lutka
528,Puppe::N,andrakila,lutka
529,Beutel::N,zorro,kesa
530,Bündel::N,azao,snop
531,Bündel::N,azao,svežanj
532,Bündel::N,espal,snop
533,Bündel::N,espal,svežanj
534,Tasche::N,poltsa,torba
535,Tasche::N,poltsa,taška
536,Eimer::N,treska,kabao
537,Deckel::N,tapa,poklopac
538,Deckel::N,estalki,poklopac
539,Geschirr::N,baxera,suđe
540,Geschirr::N,baxera,posuđe
541,Geschirr::N,ontziteria,suđe
542,Geschirr::N,ontziteria,posuđe
543,Sack::N,zaku,džak
544,Sack::N,zaku,vreća
545,Tasse::N,kikara,šalica
546,Topf::N,ontzi,lonac
547,Topf::N,lapiko,lonac
548,Kessel::N,pazia,kazan
549,Essen::N,janaldi,obrok
550,Nahrung::N,jan,hrana
551,Speise::N,jaki,jelo
552,Fleisch::N,okela,meso
553,Fleisch::N,haragi,meso
554,Getreide::N,labore,žito
555,Getreide::N,labore,žitarice
556,Brei::N,ahi,kaša
557,Brei::N,pure,kaša
558,Brot::N,ogi,kruh
559,Scheibe::N,xerra,kriška
560,Scheibe::N,pirripita,kriška
561,Fett::N,urin,mast
562,Fett::N,urin,salo
563,Fett::N,koipe,mast
564,Fett::N,koipe,salo
565,Butter::N,gurin,buter
566,Butter::N,gurin,maslac
567,Öl::N,olio,ulje
568,Salz::N,gatz,sol
569,Suppe::N,zopa,supa
570,Suppe::N,salda,supa
571,Honig::N,ezti,med
572,Milch::N,esne,mlijeko
573,Tee::N,te,čaj
574,Leder::N,larru,koža
575,Wolle::N,artile,vuna
576,Stoff::N,ehun,štof
577,Stoff::N,ehun,tkanina
578,Nadel::N,orratz,igla
579,Nadel::N,jostorratz,igla
580,Faden::N,hari,nit
581,Faden::N,hari,konac
582,Knopf::N,botoi,dugme
583,Knoten::N,korapilo,čvor
584,Knoten::N,korapilo,uzao
585,Farbe::N,pintura,farba
586,Kleidung::N,arropa,odjeća
587,Kleidung::N,jantziak,odjeća
588,Hemd::N,atorra,košulja
589,Hemd::N,alkandora,košulja
590,Kragen::N,idun,ovratnik
591,Ärmel::N,mahuka,rukav
592,Hose::N,prakak,hlače
593,Hose::N,galtzak,hlače
594,Gürtel::N,gerriko,pas
595,Gürtel::N,gerriko,pojas
596,Mütze::N,txano,kapa
597,Mütze::N,txapel,kapa
598,Schuh::N,oski,cipela
599,Schuh::N,oinetako,cipela
600,Stiefel::N,bota,čizma
601,Ring::N,uztai,prsten
602,Band::N,zinta,vrpca
603,Band::N,xingola,vrpca
604,Kamm::N,orrazi,češalj
605,Spiegel::N,mirail,zrcalo
606,Spiegel::N,mirail,ogledalo
607,Riemen::N,uhal,kaiš
608,Riemen::N,uhal,remen
609,Schnur::N,lokailu,vrpca
610,Leine::N,lotura,uzica
611,Decke::N,burusi,ćebe
612,Decke::N,burusi,pokrivač
613,Kissen::N,kuxin,jastuk
614,Tuch::N,zapi,rubac
615,Tuch::N,zapi,marama
616,Tuch::N,oihal,rubac
617,Tuch::N,oihal,marama
618,Handtuch::N,eskuzapi,ručnik
619,Handtuch::N,eskuoihal,ručnik
620,Kraft::N,indar,snaga
621,Stärke::N,indar,jakost
622,Gesundheit::N,osasun,zdravlje
623,Krankheit::N,eritasun,bolest
624,Krankheit::N,gaixotasun,bolest
625,Schmerz::N,min,bol
626,Wunde::N,zauri,rana
627,Fieber::N,sukar,groznica
628,Arznei::N,osagai,lijek
629,Arznei::N,sendagai,lijek
630,Brücke::N,zubi,most
631,Brücke::N,zubi,ćuprija
632,Brunnen::N,putzu,bunar
633,Brunnen::N,putzu,zdenac
634,Weide::N,alha,paša
635,Weide::N,alha,pašnjak
636,Weide::N,bazkaleku,paša
637,Weide::N,bazkaleku,pašnjak
638,Pfad::N,zidor,staza
639,Pfad::N,bidexka,staza
640,Weg::N,bide,put
641,Straße::N,errepide,drum
642,Straße::N,errepide,cesta
643,Dorf::N,herri,selo
644,Stadt::N,hiri,grad
645,Stadt::N,hiri,varoš
646,Brief::N,gutun,list
647,Brief::N,gutun,pismo
648,Brief::N,eskutitz,list
649,Brief::N,eskutitz,pismo
650,Buch::N,liburu,knjiga
651,Buchstabe::N,hizki,slovo
652,Zeitung::N,egunkari,novine
653,Leben::N,bizi,život
654,Leben::N,bizitza,život
655,Tod::N,herio,smrt
656,Tod::N,heriotza,smrt
657,Grab::N,hobi,raka
658,Grab::N,hilobi,raka
659,Kirche::N,eliza,crkva
660,Sünde::N,hoben,grijeh
661,Sünde::N,bekatu,grijeh
662,Gott::N,jainko,bog
663,Arbeiter::N,langile,radnik
664,Arbeiter::N,behargin,radnik
665,Chef::N,nagusi,šef
666,Meister::N,maisu,majstor
667,Arzt::N,osagile,liječnik
668,Arzt::N,sendagile,liječnik
669,Lehrer::N,irakasle,učitelj
670,Geld::N,diru,novac
671,Geschäft::N,negozio,posao
672,Geschäft::N,negozio,trgovina
673,Laden::N,denda,dućan
674,Laden::N,saltegi,dućan
675,Preis::N,prezio,cijena
676,Preis::N,salneurri,cijena
677,Ware::N,salgai,roba
678,Nutzen::N,onura,korist
679,Nutzen::N,probetxu,korist
680,Reichtum::N,aberastasun,bogatstvo
681,Welt::N,ludi,svijet
682,Welt::N,mundu,svijet
683,Land::N,herrialde,zemlja
684,Staat::N,estatu,država
685,König::N,errege,kralj
686,Macht::N,botere,moć
687,Macht::N,botere,vlast
688,Grenze::N,muga,granica
689,Krieg::N,guda,rat
690,Feind::N,etsai,neprijatelj
691,Feind::N,arerio,neprijatelj
692,Gewalt::N,bortxa,sila
693,Gewalt::N,bortxa,nasilje
694,Gewalt::N,bortizkeria,sila
695,Gewalt::N,bortizkeria,nasilje
696,Kampf::N,gudu,boj
697,Kampf::N,gudu,borba
698,Kampf::N,auska,boj
699,Kampf::N,auska,borba
700,Bogen[Waffe]::N,arku,luk
701,Pfeil::N,gezi,strijela
702,Gewehr::N,fusil,puška
703,Fehler::N,huts,pogreška
704,Fehler::N,huts,griješka
705,Fehler::N,hutsegin,pogreška
706,Fehler::N,hutsegin,griješka
707,Lüge::N,gezur,laž
708,Schaden::N,kalte,šteta
709,Unglück::N,zoritxar,nesreća
710,Unglück::N,zorigaitz,nesreća
711,Schuld::N,erru,krivnja
712,Alter::N,adin,dob
713,Schluss::N,bukaera,kraj
714,Schluss::N,bukaera,konac
715,Zeit::N,aldi,doba
716,Zeit::N,aldi,vrijeme
717,Zeit::N,denbora,doba
718,Zeit::N,denbora,vrijeme
719,Tag::N,egun,dan
720,Morgen::N,goiz,jutro
721,Mittag::N,eguerdi,podne
722,Abend::N,arrats,veče
723,Abend::N,arrats,večer
724,Nacht::N,gau,noć
725,Woche::N,aste,sedmica
726,Monat::N,hil,mjesec
727,Jahr::N,urte,godina
728,Frühling::N,udalehen,proljeće
729,Sommer::N,uda,ljeto
730,Herbst::N,udazken,jesen
731,Herbst::N,neguantz,jesen
732,Winter::N,negu,zima
733,Januar::N,urtarril,januar
734,Januar::N,urtarril,siječanj
735,Februar::N,otsail,veljača
736,Februar::N,otsail,februar
737,März::N,martxo,mart
738,März::N,martxo,ožujak
739,April::N,apiril,april
740,April::N,apiril,travanj
741,Mai::N,maiatz,maj
742,Mai::N,maiatz,svibanj
743,Juni::N,ekain,juni
744,Juni::N,ekain,lipanj
745,Juli::N,uztail,juli
746,Juli::N,uztail,srpanj
747,August::N,abuztu,august
748,August::N,abuztu,kolovoz
749,September::N,irail,rujan
750,September::N,irail,septembar
751,Oktober::N,urri,oktobar
752,Oktober::N,urri,listopad
753,November::N,azaro,studeni
754,November::N,azaro,novembar
755,Dezember::N,abendu,prosinac
756,Montag::N,astelehen,ponedjeljak
757,Montag::N,astelehen,ponedjeljnik
758,Dienstag::N,astearte,utorak
759,Dienstag::N,astearte,utornik
760,Mittwoch::N,asteazken,srijeda
761,Donnerstag::N,ostegun,četvrtak
762,Freitag::N,ostiral,petak
763,Samstag::N,larunbat,subota
764,Sonntag::N,igande,nedjelja
765,groß::A,handi,velik
766,klein::A,txiki,mali
767,klein::A,txiki,malen
768,lang::A,luze,dug
769,lang::A,luze,dugačak
770,kurz::A,labur,kratak
771,breit::A,zabal,širok
772,schmal::A,mehar,uski
773,schmal::A,mehar,uzak
774,dicht::A,sarri,gust
775,dicht::A,trinko,gust
776,dick[Gegenstand]::A,lodi,debeo
777,dünn::A,mehe,tanak
778,fein::A,fin,fin
779,fein::A,fin,tanak
780,fest::A,tinko,čvrst
781,flach::A,lau,ravan
782,flach::A,lau,plosnat
783,flach::A,ordoki,ravan
784,flach::A,ordoki,plosnat
785,glatt::A,leun,gladak
786,hart::A,gogor,tvrd
787,weich::A,bigun,mek
788,weich::A,bigun,mekan
789,weich::A,beratz,mek
790,weich::A,beratz,mekan
791,rund::A,biribil,okrugao
792,spitz::A,puntadun,oštar
793,spitz::A,puntadun,šiljast
794,scharf::A,zorrotz,oštar
795,scharf::A,zorrotz,bridak
796,stumpf::A,kamuts,tup
797,schwer::A,astun,težak
798,schwer::A,pisutsu,težak
799,schön::A,eder,krasan
800,heiß::A,bero,vruć
801,heiß::A,oso bero,vruć
802,warm::A,bero,topao
803,kalt::A,hotz,hladan
804,kühl::A,hotzil,hladan
805,frisch::A,fresko,svjež
806,frisch::A,hozkirri,svjež
807,feucht::A,heze,vlažan
808,nass::A,busti,mokar
809,trocken::A,siku,suh
810,trocken::A,lehor,suh
811,voll::A,bete,pun
812,leer::A,huts,prazan
813,offen::A,ireki,otvoren
814,geschlossen::A,itxita,zatvoren
815,sauber::A,xahu,čist
816,sauber::A,garbi,čist
817,schmutzig::A,lohi,nečist
818,schmutzig::A,lohi,blatan
819,schmutzig::A,zikin,nečist
820,schmutzig::A,zikin,blatan
821,roh::A,gordin,sirov
822,reif::A,umo,zreo
823,reif::A,heldu,zreo
824,lecker::A,goxo,tečan
825,lecker::A,goxo,ukusan
826,süß::A,goxo,sladak
827,bitter::A,karmin,gorak
828,bitter::A,garratz,gorak
829,sauer::A,mingots,kiseo
830,hell::A,argi,vedar
831,hell::A,argi,svijetao
832,dunkel::A,ilun,taman
