,Concept_ID,et,eu
836,bald::ADV,varsti,aurki
837,bald::ADV,varsti,laster
838,dann::ADV,siis,ondoren
839,gestern::ADV,eile,atzo
840,einst::ADV,vanasti,antzina
841,damals::ADV,tookord,orduan
842,danach::ADV,seejärel,gerora
843,danach::ADV,seejärel,ondoren
844,vorher::ADV,enne,lehenago
845,zuerst::ADV,enne,aurrena
846,zuerst::ADV,enne,lehenbizi
847,zuerst::ADV,esmalt,aurrena
848,zuerst::ADV,esmalt,lehenbizi
849,einmal::ADV,kord,behin
850,einmal::ADV,kord,aldi bat
851,einmal::ADV,üks kord,behin
852,einmal::ADV,üks kord,aldi bat
853,manchmal::ADV,mõnikord,batzuetan
854,manchmal::ADV,mõnikord,zenbaitetan
855,oft::ADV,tihti,maiz
856,oft::ADV,tihti,askotan
857,oft::ADV,sageli,maiz
858,oft::ADV,sageli,askotan
859,immer::ADV,ikka,beti
860,immer::ADV,alati,beti
861,niemals::ADV,mitte kunagi,inoiz ez
862,niemals::ADV,mitte kunagi,sekula ez
863,hier::ADV,siin,hemen
864,hierhin::ADV,siia,hona
865,von hier::ADV,siit,hemendik
866,von hier::ADV,siit,honetatik
867,dort::ADV,seal,han
868,dorthin::ADV,sinna,hara
869,geradeaus::ADV,otse edasi,artez
870,vorwärts::ADV,edasi,aurrera
871,rückwärts::ADV,tagurpidi,atzera
872,rückwärts::ADV,tagurpidi,atzerantz
873,zurück::ADV,tagasi,atzera
874,unten::ADV,all,behean
875,unten::ADV,allpool,behean
876,hinab::ADV,alla,behera
877,hinab::ADV,alla,beherantz
878,oben::ADV,ülal,goian
879,hinauf::ADV,üles,gora
880,hinauf::ADV,üles,gorantz
881,überall::ADV,kõikjal,edonon
882,nicht::ADV,ei,ez
883,nicht::ADV,mitte,ez
884,ein wenig::ADV,veidi,apur bat
885,ein wenig::ADV,veidi,pixka bat
886,ein wenig::ADV,natuke,apur bat
887,ein wenig::ADV,natuke,pixka bat
888,kaum::ADV,vaevalt,ozta
889,kaum::ADV,vaevalt,nekez
890,sehr::ADV,väga,oso
891,so::ADV,nii,hala
892,so::ADV,nii,honela
893,noch::ADV,veel,oraindik
894,nur::ADV,ainult,bakarrik
895,schon::ADV,juba,ja
896,schon::ADV,juba,jada
897,wieder::ADV,jälle,berriro
898,vergebens::ADV,asjata,alferrik
899,vor::PRP,ees,aurrean
900,hinter::PRP,taha,ostean
901,hinter::PRP,taha,gibelean
902,unter::PRP,all,pean
903,unter::PRP,all,azpian
904,durch::PRP,läbi,zehar
905,durch::PRP,kaudu,zehar
906,neben::PRP,kõrval,ondoan
907,neben::PRP,kõrval,aldamenean
908,zwischen::PRP,vahel,artean
909,wegen::PRP,tõttu,-gatik
910,wegen::PRP,pärast,-gatik
911,dies::PRN,see,hau
912,das::PRN,see,hura
913,alles::PRN,kõik,dena
914,ich::PRN,mina,ni
915,du::PRN,sina,zu
916,er::PRN,tema,bera
917,wir::PRN,me,gu
918,ihr::PRN,te,zuek
919,sie::PRN,nad,berak
920,was::FPRN,mis,zer
921,wer::FPRN,kes,nor
922,wo::FADV,kus,non
923,wohin::FADV,kuhu,nora
924,wie::FADV,kuidas,nola
925,wie::FADV,kuidas,zelan
926,warum::FADV,miks,zeren
927,warum::FADV,miks,zergatik
928,wieviel::FNUM,mitu,zenbat
929,wieviel::FNUM,kui palju,zenbat
930,eins::NUM,üks,bat
931,zwei::NUM,kaks,bi
932,zwei::NUM,kaks,biga
933,drei::NUM,kolm,hiru
934,vier::NUM,neli,lau
935,fünf::NUM,viis,bost
936,sechs::NUM,kuus,sei
937,sieben::NUM,seitse,zazpi
938,acht::NUM,kaheksa,zortzi
939,neun::NUM,üheksa,bederatzi
940,zehn::NUM,kümme,hamar
941,elf::NUM,üksteist,hamaika
942,zwölf::NUM,kaksteist,hamabi
943,zwanzig::NUM,kakskümmend,hogei
944,dreißig::NUM,kolmkümmend,hogeita hamar
945,vierzig::NUM,nelikümmend,berrogei
946,fünfzig::NUM,viiskümmend,berrogeita hamar
947,sechzig::NUM,kuuskümmend,hirurogei
948,siebzig::NUM,seitsekümmend,hirurogeita hamar
949,achtzig::NUM,kaheksakümmend,laurogei
950,neunzig::NUM,üheksakümmend,laurogeita hamar
951,hundert::NUM,sada,ehun
952,tausend::NUM,tuhat,mila
953,und::CNJ,ja,eta
954,oder::CNJ,või,edo
955,stehen::V,seisma,zutik egon
956,sitzen::V,istuma,eserita egon
957,liegen::V,lamama,etzan
958,hängen::V,rippuma,eskegita egon
959,hängen::V,rippuma,zintzilik egon
960,werden::V,saama,bihurtu
961,werden::V,saama,bilakatu
962,werden::V,hakkama,bihurtu
963,werden::V,hakkama,bilakatu
964,passieren::V,juhtuma,pasatu
965,passieren::V,juhtuma,gertatu
966,beginnen::V,algama,hasi
967,beginnen::V,hakkama,hasi
968,enden::V,lõppema,bukatu
969,wechseln::V,vahelduma,aldatu
970,aufgehen[Sonne]::V,tõusma,ilki
971,aufgehen[Sonne]::V,tõusma,sortu
972,untergehen[Sonne]::V,loojuma,sartu
973,scheinen[Sonne]::V,paistma,eguzkia egon
974,donnern::V,kõmisema,trumoia jo
975,wehen::V,puhuma,haizea ibili
976,strömen::V,voolama,zorrotadaka isuri
977,fließen::V,voolama,isuri
978,sich drehen::V,pöörduma,biratu
979,schwanken::V,kõikuma,zabuka ibili
980,schwingen::V,võnkuma,kulunkatu
981,fallen::V,langema,erori
982,brennen::V,põlema,sutan egon
983,rauchen::V,suitsema,kea bota
984,regnen::V,sadama,euria ari izan
985,gefrieren::V,kinni külmuma,izoztu
986,gefrieren::V,kinni külmuma,hormatu
987,tauen::V,sulama,gesaldu
988,schmelzen::V,sulama,urtu
989,trocknen::V,kuivama,idortu
990,trocknen::V,kuivama,lehortu
991,sieden::V,keema,irakin
992,faulen::V,mädanema,hirotu
993,faulen::V,mädanema,usteldu
994,verfaulen::V,mädanema,hirotu
995,verfaulen::V,mädanema,usteldu
996,reißen::V,rebenema,eten
997,reißen::V,rebenema,tarrat egin
998,versinken::V,uppuma,urperatu
999,vergehen::V,mööduma,iragan
1000,erscheinen::V,ilmuma,agertu
1001,verschwinden::V,kaduma,desagertu
1002,sinken::V,vajuma,beheititu
1003,sinken::V,langema,beheititu
1004,abnehmen::V,vähenema,gutxitu
1005,abnehmen::V,vähenema,beheratu
1006,abnehmen::V,kahenema,gutxitu
1007,abnehmen::V,kahenema,beheratu
1008,zunehmen::V,kasvama,gora egin
1009,steigen::V,tõusma,igo
1010,steigen::V,üles minema,igo
1011,wachsen::V,kasvama,hazi
1012,glänzen::V,läikimä,distiratu
1013,funkeln::V,sädelema,izarniatu
1014,lärmen::V,lärmama,zarata atera
1015,läuten::V,helisema,jo
1016,läuten::V,helisema,hots egin
1017,klingeln::V,helisema,txirrina jo
1018,klirren::V,kõlisema,tintin egin
1019,brausen::V,kohisema,marru egin
1020,rauschen::V,kohisema,fir-fir egin
1021,klingen::V,kõlama,soinu egin
1022,bellen::V,haukuma,zaunkatu
1023,heulen::V,uluma,ulu egin
1024,heulen::V,uluma,uhuri egin
1025,blasen::V,puhuma,ufa egin
1026,blasen::V,puhuma,putz egin
1027,pfeifen::V,vilistama,txistu egin
1028,schreien::V,karjuma,oihu egin
1029,schreien::V,karjuma,garrasi egin
1030,stöhnen::V,oigama,intziri egin
1031,zittern::V,värisema,ikara egin
1032,zittern::V,värisema,dar-dar egin
1033,leben::V,elama,bizi izan
1034,leben::V,elus olema,bizi izan
1035,geboren werden::V,sündima,jaio
1036,atmen::V,hingama,hats egin
1037,atmen::V,hingama,arnasa egin
1038,trinken::V,jooma,edan
1039,essen::V,sööma,jan
1040,schlucken::V,neelama,irentsi
1041,müde werden::V,väsima,unatu
1042,müde werden::V,väsima,nekatu
1043,einschlafen::V,uinuma,lokartu
1044,schlafen::V,magama,lo egin
1045,aufwachen::V,ärkama,esnatu
1046,aufwachen::V,ärkama,atzarri
1047,aufstehen::V,ärkama,jaiki
1048,aufstehen::V,üles tõusma,jaiki
1049,sich erholen::V,puhkama,atseden egin
1050,krank werden::V,haigestuma,gaixotu
1051,krank werden::V,haigeks jääma,gaixotu
1052,krank sein::V,haige olema,eri izan
1053,krank sein::V,haige olema,gaixo izan
1054,schmerzen::V,valutama,min egin
1055,husten::V,köhima,eztul egin
1056,genesen::V,toibuma,osatu
1057,sterben::V,surema,hil
1058,sterben::V,surema,zendu
1059,umkommen::V,surma saama,istripuz hil
1060,sich bewegen::V,liikuma,higitu
1061,sich rühren::V,liikuma,zirkin egin
1062,sich erheben::V,kerkima,zutitu
1063,sich erheben::V,kerkima,altxatu
1064,sich setzen::V,istet võtma,eseri
1065,sich setzen::V,istet võtma,jesarri
1066,hinfallen::V,kukkuma,erori
1067,hinfallen::V,maha kukkuma,erori
1068,laufen::V,kõndima,ibili
1069,schreiten::V,astuma,oinkatu
1070,spazierengehen::V,jalutama,paseatu
1071,spazierengehen::V,jalutama,ostera bat egin
1072,eilen::V,ruttama,lasterkatu
1073,eilen::V,kiirustama,lasterkatu
1074,sich beeilen::V,ruttama,lehiatu
1075,sich beeilen::V,kiirustama,lehiatu
1076,sausen::V,kihutama,ziztu bizian joan
1077,sausen::V,tormama,ziztu bizian joan
1078,rennen::V,jooksma,lasterka egin
1079,rennen::V,kihutama,lasterka egin
1080,springen::V,hüppama,jauzi egin
1081,klettern::V,ronima,igo
1082,schaukeln::V,kiikuma,zabu egin
1083,schaukeln::V,kiikuma,zanbulu egin
1084,kriechen::V,roomama,narras egin
1085,schwimmen::V,ujuma,igerikatu
1086,schwimmen::V,ujuma,igeri egin
1087,tauchen::V,sukelduma,murgildu
1088,tauchen::V,sukelduma,pulunpatu
1089,rudern::V,sõudma,bogatu
1090,rudern::V,sõudma,arraun egin
1091,fahren::V,sõitma,joan
1092,fliegen::V,lendama,hegaldatu
1093,fliegen::V,lendama,hegan egin
1094,gehen::V,käima,joan
1095,gehen::V,minema,joan
1096,weggehen::V,ära minema,alde egin
1097,weggehen::V,välja minema,alde egin
1098,abfahren::V,väljuma,abiatu
1099,abfahren::V,ära sõitma,abiatu
1100,anhalten::V,peatuma,geratu
1101,anhalten::V,peatuma,gelditu
1102,hineingehen::V,sisenema,sartu
1103,hineingehen::V,sisse minema,sartu
1104,eintreten::V,sisenema,sartu
1105,eintreten::V,sisse astuma,sartu
1106,kommen::V,tulema,etorri
1107,ankommen::V,saabuma,heldu
1108,ankommen::V,saabuma,iritsi
1109,zurückkommen::V,tagasi tulema,itzuli
1110,bleiben::V,jääma,gelditu
1111,warten::V,ootama,itxaron
1112,warten::V,ootama,zain egon
1113,erwarten::V,ootama,iguriki
1114,erwarten::V,lootma,iguriki
1115,suchen::V,otsima,bilatu
1116,finden::V,leidma,idoro
1117,finden::V,leidma,aurkitu
1118,versuchen::V,püüdma,saiatu
1119,versuchen::V,püüdma,ahalegindu
1120,versuchen::V,üritama,saiatu
1121,versuchen::V,üritama,ahalegindu
1122,versuchen::V,katsetama,saiatu
1123,versuchen::V,katsetama,ahalegindu
1124,vorbereiten::V,valmistama,gertatu
1125,lieben::V,armastama,maitatu
1126,lieben::V,armastama,maite izan
1127,mögen::V,sallima,laket izan
1128,mögen::V,sallima,atsegin izan
1129,mögen::V,meeldima,laket izan
1130,mögen::V,meeldima,atsegin izan
1131,lachen::V,naerma,irri egin
1132,lachen::V,naerma,barre egin
1133,rühren::V,liigutama,hunkitu
1134,rühren::V,heldima panema,hunkitu
1135,weinen::V,nutma,negar egin
1136,schimpfen::V,sõimama,erneguka ari izan
1137,sich ärgern::V,ärrituma,ernegatu
1138,sich ärgern::V,ärrituma,haserretu
1139,sich ärgern::V,vihastuma,ernegatu
1140,sich ärgern::V,vihastuma,haserretu
1141,sich fürchten::V,kartma,beldur izan
1142,sich fürchten::V,hirmu tundma,beldur izan
1143,fürchten::V,kartma,beldur izan
1144,fliehen::V,põgenema,ihes egin
1145,flüchten::V,põgenema,ihes egin
1146,sehen::V,nägema,ikusi
1147,anschauen::V,vaatama,begietsi
1148,ansehen::V,vaatama,begiratu
1149,hören::V,kuulma,aditu
1150,zuhören::V,kuulama,entzun
1151,probieren::V,proovima,dastatu
1152,riechen::V,nuusutama,usnatu
1153,riechen::V,nuusutama,usaindu
1154,fühlen::V,tundma,sentitu
1155,scheinen::V,näida,iruditu
1156,scheinen::V,näida,begitandu
1157,scheinen::V,ilmuda,iruditu
1158,scheinen::V,ilmuda,begitandu
1159,zu sehen sein::V,ilmuma,azaldu
1160,vernehmen::V,üle kuulama,aditu
1161,frieren::V,külmetada,hotz izan
1162,tun::V,tegema,egin
1163,können::V,võima,ahal izan
1164,können::V,oskama,ahal izan
1165,wollen::V,tahtma,nahi izan
1166,anfangen::V,hakkama,hasi
1167,anfangen::V,alustama,hasi
1168,beenden::V,lõpetama,bukatu
1169,aufhören::V,lakkama,utzi
1170,gelingen::V,õnnestuma,lortu
1171,geraten::V,jõudma,heldu
1172,öffnen::V,avama,ireki
1173,öffnen::V,avama,zabaldu
1174,schließen::V,sulgema,itxi
1175,stellen::V,panema,ipini
1176,stellen::V,asetama,ipini
1177,setzen::V,panema,jesarri
1178,legen::V,panema,jarri
1179,legen::V,asetama,jarri
1180,berühren::V,riivama,ukitu
1181,berühren::V,puudutama,ukitu
1182,verbinden::V,ühendama,uztartu
1183,bedecken::V,katma,estali
1184,aufhängen::V,riputama,eseki
1185,aufhängen::V,riputama,eskegi
1186,anzünden::V,süütama,piztu
1187,aufheben::V,üles tõstma,jaso
1188,zurücklassen::V,jätma,atzean utzi
1189,verlieren::V,kaotama,galdu
1190,fallen lassen::V,maha pillama,erortzen utzi
1191,fallen lassen::V,kukkuda laskma,erortzen utzi
1192,machen::V,tegema,egin
1193,herstellen::V,valmistama,ekoiztu
1194,bauen::V,ehitama,eraiki
1195,reparieren::V,parandama,konpondu
1196,verbessern::V,parandama,hobetu
1197,ändern::V,muutma,mudatu
1198,ändern::V,ümber tegema,mudatu
1199,graben::V,kaevama,aitzurtu
1200,beugen::V,painutama,makurtu
1201,biegen::V,painutama,malgutu
1202,biegen::V,painutama,makolatu
1203,drehen::V,keerama,jiratu
1204,wenden::V,ümber pöörama,bihurtu
1205,umdrehen::V,ümber keerama,biratu
1206,umdrehen::V,ümber keerama,alderantzikatu
1207,heben::V,tõstma,jaso
1208,heben::V,tõstma,goratu
1209,hochheben::V,üles tõstma,goratu
1210,hochheben::V,üles tõstma,altxatu
1211,hochheben::V,kõrgele tõstma,goratu
1212,hochheben::V,kõrgele tõstma,altxatu
1213,ergreifen::V,haarama,oratu
1214,halten::V,hoidma,eutsi
1215,drücken::V,pigistama,sakatu
1216,schieben::V,lükkama,bultzatu
1217,kratzen::V,kraapima,hatz egin
1218,kratzen::V,kraapima,hazka egin
1219,lecken::V,lakkuma,miaztu
1220,lecken::V,lakkuma,lamikatu
1221,beißen::V,purema,hozka egin
1222,beißen::V,purema,ausiki egin
1223,beißen::V,hammustama,hozka egin
1224,beißen::V,hammustama,ausiki egin
1225,abreißen::V,rebima,kendu
1226,abreißen::V,ära rebima,kendu
1227,abschneiden::V,ära lõikama,moztu
1228,abschneiden::V,ära lõikama,pikatu
1229,binden::V,siduma,lotu
1230,binden::V,siduma,estekatu
1231,stecken::V,pistma,sartu
1232,brechen::V,murdma,apurtu
1233,klopfen::V,koputama,jo
1234,hauen::V,lööma,jo
1235,kleben::V,kleepima,itsatsi
1236,reiben::V,hõõruma,igurtzi
1237,streichen::V,silitama,igurtzi
1238,schleifen::V,lihvima,zorroztu
1239,schleifen::V,teritama,zorroztu
1240,schneiden::V,lõikama,moztu
1241,rütteln::V,raputama,astindu
1242,rütteln::V,raputama,inarrosi
1243,schütteln::V,raputama,astindu
1244,schütteln::V,raputama,inarrosi
1245,schütteln::V,loksutama,astindu
1246,schütteln::V,loksutama,inarrosi
1247,schwenken::V,vehkima,zabukatu
1248,schwenken::V,lehvitama,zabukatu
1249,schütten::V,kallama,isuri
1250,füllen::V,täitma,bete
1251,einwickeln::V,sisse mähkima,bildu
1252,tragen::V,kandma,eroan
1253,tragen::V,kandma,eraman
1254,schleppen::V,tassima,narrastu
1255,schleppen::V,tassima,herrestatu
1256,schleppen::V,lohistama,narrastu
1257,schleppen::V,lohistama,herrestatu
1258,ziehen::V,vedama,tira egin
1259,ziehen::V,tõmbama,tira egin
1260,aufbewahren::V,säilitama,gorde
1261,aufbewahren::V,alal hoidma,gorde
1262,werfen::V,viskama,jaurti
1263,werfen::V,viskama,aurtiki
1264,fangen::V,püüdma,atzeman
1265,packen::V,kinni haarama,heldu
1266,packen::V,kinni võtma,heldu
1267,verstecken::V,peitma,ostendu
1268,verstecken::V,peitma,ezkutatu
1269,teilen::V,jagama,zatitu
1270,teilen::V,jaotama,zatitu
1271,schicken::V,saatma,bidali
1272,bringen::V,viima,ekarri
1273,hinzufügen::V,lisama,eratxiki
1274,hinzufügen::V,lisama,gaineratu
1275,bekommen::V,saama,jaso
1276,erhalten::V,saama,jaso
1277,nehmen::V,võtma,hartu
1278,wählen::V,valima,hautatu
1279,wählen::V,valima,aukeratu
1280,auswählen::V,valima,hautatu
1281,auswählen::V,valima,aukeratu
1282,bewahren::V,hoidma,begiratu
1283,behindern::V,takistama,oztopatu
1284,verderben::V,rikkuma,hondatu
1285,beschädigen::V,rikkuma,akastu
1286,zerbrechen::V,katki tegema,apurtu
1287,zerreißen::V,katki rebima,zarratatu
1288,zerstören::V,purustama,suntsitu
1289,verbrennen::V,põletama,erre
1290,verbrennen::V,põletama,kiskali
1291,geben::V,andma,eman
1292,reichen::V,andma,luzatu
1293,reichen::V,andma,helarazi
1294,reichen::V,ulatama,luzatu
1295,reichen::V,ulatama,helarazi
1296,schenken::V,kinkima,oparitu
1297,versprechen::V,lubama,agindu
1298,versprechen::V,tõotama,agindu
1299,wünschen::V,soovima,opatu
1300,wünschen::V,soovima,opetsi
1301,loben::V,kiitma,laudatu
1302,loben::V,kiitma,goraipatu
1303,küssen::V,suudlema,musu eman
1304,wiegen::V,hällitama,kulunkatu
1305,zudecken::V,kaanetama,estali
1306,zudecken::V,kinni katma,estali
1307,wecken::V,äratama,esnatu
1308,wecken::V,äratama,iratzartu
1309,zeigen::V,näitama,erakutsi
1310,führen::V,juhatama,gidatu
1311,lehren::V,õpetama,irakatsi
1312,unterrichten::V,õpetama,eskolak eman
1313,aufziehen::V,üles kasvatama,hazi
1314,leiten::V,juhtima,arteztu
1315,antreiben::V,ergutama,bulkatu
1316,lassen::V,laskma,-arazi
1317,einladen::V,kutsuma,gonbidatu
1318,vereinigen::V,ühendama,batu
1319,vereinigen::V,ühendama,bateratu
1320,besuchen::V,külastama,ikustatu
1321,treffen::V,kohtama,topatu
1322,sich versammeln::V,kogunema,bildu
1323,spielen::V,mängima,jolastu
1324,singen::V,laulma,abestu
1325,singen::V,laulma,kantatu
1326,tanzen::V,tantsima,dantzatu
1327,tanzen::V,tantsima,dantzan egin
1328,sich trennen::V,lahku minema,banandu
1329,verlassen::V,maha jätma,utzietsi
1330,retten::V,päästma,salbatu
1331,retten::V,päästma,gaizkatu
1332,bewachen::V,valvama,jagon
1333,bewachen::V,valvama,zaindu
1334,schützen::V,kaitsma,babestu
1335,schützen::V,kaitsma,gerizatu
1336,verteidigen::V,kaitsma,aldeztu
1337,sich schlagen::V,kaklema,elkar jo
1338,sich schlagen::V,kaklema,elkar borrokatu
1339,schießen::V,tulistama,tiro egin
1340,siegen::V,võitma,irabazi
1341,ärgern::V,ärritama,ernegatu
1342,ärgern::V,ärritama,haserretu
1343,ärgern::V,vihastama,ernegatu
1344,ärgern::V,vihastama,haserretu
1345,schlagen::V,lööma,jo
1346,schlagen::V,lööma,erauntsi
1347,treten::V,sõtkuma,zapaldu
1348,treten::V,sõtkuma,ostiaktu
1349,stechen::V,pistma,sastatu
1350,stechen::V,torkama,sastatu
1351,stoßen::V,tõukama,bultzatu
1352,stehlen::V,varastama,ostu
1353,stehlen::V,varastama,lapurtu
1354,stören::V,segama,galarazi
1355,stören::V,häirima,galarazi
1356,belästigen::V,ahistama,gohaindu
1357,belästigen::V,ahistama,alamena eman
1358,verbergen::V,peitma,ezkutatu
1359,verbergen::V,varjama,ezkutatu
1360,täuschen::V,petma,tronpatu
1361,täuschen::V,petma,engainatu
1362,täuschen::V,tüssama,tronpatu
1363,täuschen::V,tüssama,engainatu
1364,betrügen::V,petma,iruzurtu
1365,betrügen::V,tüssama,iruzurtu
1366,betrügen::V,truudust murtma,iruzurtu
1367,töten::V,tapma,hil
1368,töten::V,tapma,heriotza eman
1369,töten::V,surmama,hil
1370,töten::V,surmama,heriotza eman
1371,wohnen::V,elama,bizi izan
1372,arbeiten::V,töötama,lan egin
1373,arbeiten::V,töötama,behar egin
1374,sammeln::V,koguma,bildu
1375,sammeln::V,koguma,bildumatu
1376,sammeln::V,korjama,bildu
1377,sammeln::V,korjama,bildumatu
1378,pflücken::V,noppima,batu
1379,pflücken::V,noppima,bildu
1380,jagen::V,jahtima,ehizatu
1381,fischen::V,kalastama,arrantzatu
1382,fischen::V,kalastama,arrantza egin
1383,fischen::V,kala püüdma,arrantzatu
1384,fischen::V,kala püüdma,arrantza egin
1385,fassen::V,püüdma,harrapatu
1386,hüten::V,karjatama,begiratu
1387,treiben::V,ajama,bultza egin
1388,anbinden::V,kinni siduma,estekatu
1389,füttern::V,söötma,bazkatu
1390,melken::V,lüpsma,jetzi
1391,hacken::V,raiuma,xehatu
1392,hacken::V,lõhkuma,xehatu
1393,gießen::V,kastma,isuri
1394,reifen::V,valmima,heldu
1395,reifen::V,valmima,zoritu
1396,zubereiten::V,valmistama,prestatu
1397,kochen::V,keetma,egosi
1398,backen::V,küpsetama,labean egin
1399,braten::V,praadima,erregosi
1400,umrühren::V,segama,eragin
1401,stricken::V,kuduma,trikotatu
1402,stricken::V,kuduma,puntu egin
1403,nähen::V,õmblema,josi
1404,färben::V,värvima,tindatu
1405,reinigen::V,puhastama,ikuzi
1406,reinigen::V,puhastama,garbitu
1407,waschen::V,pesema,xahutu
1408,waschen::V,pesema,garbitu
1409,abwischen::V,puhtaks pühkima,xukatu
1410,spülen::V,uhtma,irakutzi
1411,fegen::V,pühkima,erraztatu
1412,kehren::V,pühkima,isastu
1413,baden::V,suplema,bainatu
1414,baden::V,suplema,bainua hartu
1415,baden::V,kümblema,bainatu
1416,baden::V,kümblema,bainua hartu
1417,sich waschen::V,end pesema,burua garbitu
1418,ausziehen::V,käest võtma,erantzi
1419,ausziehen::V,jalast võtma,erantzi
1420,ausziehen::V,seljast võtma,erantzi
1421,anziehen::V,jalga panema,jantzi
1422,sich anziehen::V,riietuma,jantzi
1423,kämmen::V,kammima,orraztu
1424,schmücken::V,kaunistama,apaindu
1425,sagen::V,ütlema,esan
1426,sprechen::V,rääkima,mintzatu
1427,sprechen::V,rääkima,hitz egin
1428,sprechen::V,kõnelema,mintzatu
1429,sprechen::V,kõnelema,hitz egin
1430,reden::V,kõnelema,hitz egin
1431,sich unterhalten::V,vestlema,solastu
1432,sich unterhalten::V,vestlema,solas egin
1433,fragen::V,küsima,galdetu
1434,bitten::V,paluma,eskatu
1435,bitten::V,paluma,galdegin
1436,erzählen::V,jutustama,edestu
1437,erzählen::V,jutustama,kontatu
1438,mitteilen::V,teatama,jakinarazi
1439,mitteilen::V,teada andma,jakinarazi
1440,nennen::V,nimetama,izena eman
1441,rufen::V,kutsuma,dei egin
1442,prahlen::V,hooplema,harrokerian ibili
1443,prahlen::V,hooplema,ahoberokeriak esan
1444,übersetzen::V,tõlkima,itzuli
1445,denken::V,mõtlema,pentsatu
1446,denken::V,mõtlema,gogoeta egin
1447,glauben::V,uskuma,sinetsi
1448,bemerken::V,märkama,ohartu
1449,bemerken::V,märkama,konturatu
1450,erkennen::V,ära tundma,ezagutu
1451,erkennen::V,ära tundma,antzeman
1452,begreifen::V,aru saama,ulertu
1453,verstehen::V,mõistma,aditu
1454,lernen::V,õppima,ikasi
1455,wissen::V,teadma,jakin
1456,sich erinnern an::V,mäletama,gogoratu
1457,sich erinnern an::V,mäletama,gogoan izan
1458,vergessen::V,unustama,ahaztu
1459,vergessen::V,unustama,ahantzi
1460,messen::V,mõõtma,neurtu
1461,zählen::V,loendama,zenbatu
1462,zählen::V,loendama,kopuratu
1463,rechnen::V,arvutama,kalkulatu
1464,lesen::V,lugema,irakurri
1465,malen::V,maalima,margotu
1466,zeichnen::V,joonistama,marraztu
1467,schreiben::V,kirjutama,idatzi
1468,besitzen::V,omama,ukan
1469,besitzen::V,omama,eduki
1470,kaufen::V,ostma,erosi
1471,verkaufen::V,müüma,saldu
1472,bezahlen::V,tasuma,ordaindu
1473,zahlen::V,maksma,ordaindu
1474,beherrschen::V,valitsema,menpean izan
1475,ertragen::V,taluma,jasan
1476,ertragen::V,taluma,pairatu
