,Concept_ID,kn,cv
13,Bart::N,ಗಡ್ಡ,сухал
14,Kinn::N,ಗದ್ದ,янах
15,Kiefer[Anatomie]::N,ದವಡೆ,янах
16,Kehle::N,ಗಂಟಲು,пыр
17,Kehle::N,ಗಂಟಲು,карланкӑ
18,Hals::N,ಕೊರಳು,пыр
19,Genick::N,ಹಿಂಗತ್ತು,ӗнсе
20,Kopf::N,ತಲೆ,пуҫ
21,Rücken::N,ಬೆನ್ನು,ҫурӑм
22,Bauch::N,ಹೊಟ್ಟೆ,
23,Nabel::N,ಹೊಕ್ಕುಳು,кӑвапа
24,Busen::N,ಸ್ತನ,кӑкӑр
25,Brust::N,ಎದೆ,умӗ
26,Schulter::N,ಭುಜ,хул пуҫҫи
27,Arm::N,ತೋಳು,алӑ
28,Ellenbogen::N,ಮೊಣಕೈ,чавса
29,Hand::N,ಕೈ,алӑ сыппи
30,Handfläche::N,ಅಂಗೈ,ал лаппи
31,Finger::N,ಕೈಬೆರಳು,пӳрне
32,Fingernagel::N,ಉಗುರು,чӗрне
33,Nagel[Anatomie]::N,ಉಗುರು,чӗрне
34,Zeh::N,ಕಾಲ್ಬೆರಳು,пӳрне
35,Fuß::N,ಪಾದ,ура лаппи
36,Ferse::N,ಹಿಮ್ಮಡಿ,кӗле
37,Knie::N,ಮಂಡಿ,чӗркуҫҫи
38,Oberschenkel::N,ತೊಡೆ,пӗҫӗ
39,Bein::N,ಕಾಲು,ура
40,Körper::N,ದೇಹ,ӳт
41,Körper::N,ದೇಹ,ӳт-пӳ
42,Haut::N,ಚರ್ಮ,тир
43,Blut::N,ರಕ್ತ,юн
44,Ader::N,ನರ,вена
45,Sehne::N,ನರ,шӑнӑр
46,Knochen::N,ಮೂಳೆ,шӑмӑ
47,Gehirn::N,ಮಿದುಳು,миме
48,Herz::N,ಹೃದಯ,чӗре
49,Magen::N,ಉದರ,хырӑмлӑх
50,Leber::N,ಯಕೃತ್ತು,пӗвер
51,Atem::N,ಉಸಿರು,сывлав
52,Hunger::N,ಹಸಿವು,выҫлӑх
53,Träne::N,ಕಣ್ಣೀರು,куҫҫуль
54,Geschmack::N,ರುಚಿ,техӗм
55,Geruch::N,ವಾಸನೆ,шӑршӑ
56,Schlaf::N,ನಿದ್ರೆ,ыйхӑ
57,Traum::N,ಕನಸು,тӗлӗк
58,Himmel::N,ಬಾನು,пӗлӗт
59,Sonne::N,ಸೂರ್ಯ,хӗвел
60,Mond::N,ಚಂದ್ರ,уйӑх
61,Stern::N,ಚುಕ್ಕಿ,ҫӑлтӑр
62,Luft::N,ವಾಯು,сывлӑш
63,Wind::N,ಗಾಳಿ,ҫил
64,Welle::N,ಅಲೆ,хум
65,Wasser::N,ನೀರು,шыв
66,Wasser::N,ನೀರು,шыв-шур
67,Stein::N,ಕಲ್ಲು,чул
68,Boden::N,ನೆಲ,тӑпра
69,Erde::N,ಭೂಮಿ,ҫӗр
70,Staub::N,ದೂಳು,тусан
71,Rauch::N,ಹೊಗೆ,тӗтӗм
72,Funke::N,ಕಿಡಿ,хӗм
73,Feuer::N,ಬೆಂಕಿ,вут
74,Feuer::N,ಬೆಂಕಿ,ҫулӑм
75,Licht::N,ಬೆಳಕು,ҫутӑ
76,Schatten::N,ನೆರಳು,сулхӑн
77,Wetter::N,ಹವ,ҫанталӑк
78,Nebel::N,ಮಂಜು,тӗтре
79,Wolke::N,ಮೋಡ,пӗлӗт
80,Regen::N,ಮಳೆ,ҫумӑр
81,Schnee::N,ಹಿಮ,юр
82,Eis::N,ಮಂಜುಗಡ್ಡೆ,пӑр
83,Frost::N,ಮಂಜು,сивӗ
84,Kälte::N,ಹಿಮ,сивӗ
85,Hitze::N,ಉಷ್ಣ,вӗри
86,Hitze::N,ಉಷ್ಣ,шӑрӑх
87,Raureif::N,ಇಬ್ಬನಿ,пас
88,Regenbogen::N,ಇಂದ್ರಚಾಪ,асамат кӗперӗ
89,Donner::N,ಗುಡುಗು,аслати
90,Strömung::N,ಪ್ರವಾಹ,юхӑ
91,Tropfen::N,ತೊಟ್ಟು,тумлам
92,Schaum::N,ನೊರೆ,кӑпӑк
93,Schmutz::N,ಕಸ,пылчӑк
94,See::N,ಸರೋವರ,кӳлӗ
95,Sumpf::N,ಜೌಗುಸ್ಥಳ,шур
96,Sumpf::N,ಜೌಗುಸ್ಥಳ,шурлӑх
97,Moor::N,ಬಂಜರು ಭೂಮಿ,торфлӑ шурлӑх
98,Wiese::N,ಹುಲ್ಲುಗಾವಲು,улӑх
99,Wiese::N,ಹುಲ್ಲುಗಾವಲು,ҫаран
100,Wald::N,ಕಾಡು,вӑрман
101,Hügel::N,ಗುಡ್ಡೆ,сӑрт
102,Hügel::N,ಗುಡ್ಡೆ,тӗмеске
103,Anhöhe::N,ದಿಬ್ಬ,сӑрт
104,Berg::N,ಮಲೆ,ту
105,Berg::N,ಪರ್ವತ,ту
106,Gipfel::N,ಶೃಂಗ,тӳпе
107,Höhle::N,ಗುಹೆ,ҫӗр хӑвӑлӗ
108,Abhang::N,ಇಳಿಜಾರು,тӑвайкки
109,Quelle::N,ಮೂಲ,ҫӑл куҫ
110,Bach::N,ತೊರೆ,пӗчӗк шыв
111,Fluss::N,ನದಿ,юхан шыв
112,Ufer::N,ತೀರ,ҫыран
113,Küste::N,ದಂಡೆ,тинӗс ҫыранӗ
114,Festland::N,ಭೂಮಿ,тип ҫӗр
115,Meer::N,ಕಡಲು,тинӗс
116,Bucht::N,ಖಾರಿ,тинӗс кукӑрӗ
117,Insel::N,ದ್ವೀಪ,утрав
118,Blume::N,ಸುಮ,чечек
119,Gras::N,ಹುಲ್ಲು,курӑк
120,Wurzel::N,ಬೇರು,тымар
121,Baum::N,ಮರ,йывӑҫ
122,Stamm::N,ಕಾಂಡ,вулӑ
123,Rinde::N,ತೂಗಟಿ,хуйӑр
124,Ast::N,ಶಾಖೆ,турат
125,Zweig::N,ರೆಂಬೆ,турат
126,Blatt::N,ಎಲೆ,ҫулҫӑ
127,Birke::N,ಬರ್ಚ್ ಮರ,хурӑн
128,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,хыр
129,Weide[Baum]::N,ವಿಲೋಮರ,хӑва
130,Tanne::N,ಭದ್ರದಾರು,чӑрӑш
131,Horn::N,ಕೊಂಬು,мӑйрака
132,Feder::N,ಪುಕ್ಕ,тӗк
133,Fell::N,ರೋಮ,ҫӑм
134,Flügel::N,ರೆಕ್ಕೆ,ҫунат
135,Klaue::N,ಪಂಜ,чӗрне
136,Kralle::N,ಉಗುರು,ура
137,Schwanz::N,ಬಾಲ,хӳре
138,Ei::N,ಮೊಟ್ಟೆ,ҫӑмарта
139,Nest::N,ಗೂಡು,йӑва
140,Bau::N,ಅಡಗುದಾಣ,йӗнӗ
141,Tier::N,ಪ್ರಾಣಿ,выльӑх
142,Herde::N,ಗುಂಪು,кӗтӳ
143,Kuh::N,ಹಸು,ӗне
144,Bulle::N,ಗೂಳಿ,вӑкӑр
145,Pferd::N,ಕುದುರೆ,лаша
146,Schaf::N,ಕುರಿ,сурӑх
147,Schwein::N,ಹಂದಿ,сысна
148,Hund::N,ನಾಯಿ,йытӑ
149,Katze::N,ಬೆಕ್ಕು,кушак
150,Bär::N,ಕರಡಿ,упа
151,Eichhörnchen::N,ಉಡುತೆ,пакша
152,Elch::N,ಕಡವೆ,пӑши
153,Fuchs::N,ನರಿ,тилӗ
154,Hase::N,ಮೊಲ,куян
155,Hase::N,ಮೊಲ,мулкач
156,Maus::N,ಇಲಿ,шӑши
157,Wolf::N,ತೋಳ,кашкӑр
158,Vogel::N,ಪಕ್ಷಿ,кайӑк
159,Vogel::N,ಪಕ್ಷಿ,вӗҫен кайӑк
160,Schwarm::N,ಗುಂಪು,ушкӑн
161,Huhn::N,ಚಿಕ್,чӑх
162,Huhn::N,ಚಿಕ್,чӑхӑ
163,Hahn::N,ಹುಂಜ,автан
164,Gans::N,ವರಟೆ,хур
165,Adler::N,ಗರುಡ,ӑмӑрт кайӑк
166,Ente::N,ಬಾತು,кӑвакал
167,Eule::N,ಗೂಬೆ,тӑмана
168,Kranich::N,ಕೊಕ್ಕರ,тӑрна
169,Krähe::N,ಕಾಗೆ,ула курак
170,Kuckuck::N,ಕೋಗಿಲೆ,куккук
171,Schwan::N,ಹಂಸಪಕ್ಷಿ,акӑш
172,Fisch::N,ಮೀನು,пулӑ
173,Barsch::N,ಪರ್ಚ್ ಮೀನು,уланкӑ
174,Hecht::N,ಪೈಕ್ ಮೀನು,ҫӑрттан
175,Schlange[Tier]::N,ಹಾವು,ҫӗлен
176,Wurm::N,ಹುಳು,ӑман
177,Spinne::N,ಊರ್ಣನಾಭ,эрешмен
178,Ameise::N,ಇರುವೆ,кӑткӑ
179,Laus::N,ಹೇನು,пыйтӑ
180,Mücke::N,ಸೊಳ್ಳೆ,вӑрӑм туна
181,Fliege::N,ನೊಣ,шӑна
182,Schmetterling::N,ಪತಂಗ,лӗпӗш
183,Beere::N,ನಯವಣ್ಣು,ҫырла
184,Apfel::N,ಸೇಬು,улма
185,Apfel::N,ಸೇಬು,пан улми
186,Pilz::N,ಅಣಬೆ,кӑмпа
187,Zwiebel::N,ನೀರುಳ್ಳಿ,сухан
188,Saat::N,ಬಿತ್ತ,вӑрӑ
189,Korn::N,ಬೀಜ,тӗшӗ
190,Korn::N,ಬೀಜ,пӗрчӗ
191,Heu::N,ಕರಡ,утӑ
192,Schale::N,ಹೊಟ್ಟು,хупӑ
193,Grube::N,ಗುಂಡಿ,шӑтӑк
194,Falle::N,ಬೋನು,тапӑ
195,Falle::N,ಬೋನು,капкӑн
196,Schlinge::N,ಉರುಲು,йӑлӑ
197,Spur::N,ಜಾಡು,йӗр
198,Asche::N,ಬೂದಿ,кӗл
199,Dreck::N,ಹೊಲಸು,пылчӑк
200,Eisen::N,ಕಬ್ಬಿಣ,тимӗр
201,Gold::N,ಚಿನ್ನ,ылтӑн
202,Silber::N,ಬೆಳ್ಳಿ,кӗмӗл
203,Kohle::N,ಕಲ್ಲಿದ್ದಲು,кӑмрӑк
204,Glas::N,ಗಾಜು,кӗленче
205,Lehm::N,ಜೇಡಿಮಣ್ಣು,тӑм
206,Sand::N,ಮರಳು,хӑйӑр
207,Mensch::N,ಪುರುಷ,ҫын
208,Mensch::N,ಪುರುಷ,этем
209,Mann::N,ಆಳು,ар
210,Frau::N,ಹೆಣ್ಣು,хӗрарӑм
211,Kind::N,ಮಗು,ача
212,Junge::N,ಹುಡುಗ,ача
213,Junge::N,ಹುಡುಗ,ар ҫын ача
214,Mädchen::N,ಹುಡುಗಿ,хӗр ача
215,Familie::N,ಕುಟುಂಬ,ҫемье
216,Familie::N,ಕುಟುಂಬ,кил-йыш
217,Großvater::N,ಅಜ್ಜ,кукаҫи
218,Großmutter::N,ಅಮ್ಮ,кукамай
219,Eltern::N,ಹೆತ್ತವರು,аҫа-ама
220,Vater::N,ತಂದೆ,атте
221,Mutter::N,ಅಮ್ಮ,анне
222,Sohn::N,ಮಗ ,ывӑл
223,Tochter::N,ಮಗಳು,хӗр
224,Bruder::N,ತಮ್ಮ,ар тӑван
225,Schwester::N,ತಂಗಿ,аппа
226,Schwester::N,ತಂಗಿ,йӑмӑк
227,Onkel::N,ಸೋದರಮಾವ,мучи
228,Onkel::N,ಸೋದರಮಾವ,пичче
229,Onkel::N,ದೊಡ್ಡಪ್ಪ,мучи
230,Onkel::N,ದೊಡ್ಡಪ್ಪ,пичче
231,Tante::N,ಚಿಕ್ಕಮ್ಮ,аппа
232,Ehemann::N,ಗಂಡ,упӑшка
233,Ehefrau::N,ಹೆಂಡತಿ,арӑм
234,Freude::N,ನಲಿವು,савӑнӑҫ
235,Freude::N,ನಲಿವು,хаваслӑх
236,Gelächter::N,ನಗೆ,кулӑ
237,Glück::N,ಆನಂದ,телей
238,Glück::N,ಆನಂದ,ӑраскал
239,Kummer::N,ದುಃಖ,хурлӑх
240,Wunsch::N,ಬಯಕೆ,ӗмӗт
241,Wunsch::N,ಬಯಕೆ,кӑмӑл
242,Lust::N,ಇಷ್ಟ,кӑмӑл
243,Geist::N,ಆತ್ಮ,чун-чӗм
244,Geist::N,ಆತ್ಮ,ыр-усал
245,Geist::N,ಆತ್ಮ,чун хавалӗ
246,Gedanke::N,ಯೋಚನೆ,шухӑш
247,Gedächtnis::N,ಸ್ಮರಣೆ,ас
248,Verstand::N,ಮನಸ್ಸು,ӑс
249,Verstand::N,ಮನಸ್ಸು,ӑс-тӑн
250,Verstand::N,ಮನಸ್ಸು,ӑс-хакӑл
251,Sinn::N,ಅರ್ಥ,тупсӑм
252,Sinn::N,ಅರ್ಥ,пӗлтерӗш
253,Grund::N,ಕಾರಣ,сӑлтав
254,Wahrheit::N,ಸತ್ಯ,чӑнлӑх
255,Gespräch::N,ಸಂಭಾಷಣೆ,калаҫу
256,Märchen::N,ಸುಳ್ಳು ಕಥೆ,юмах
257,Erzählung::N,ಕಥೆ,акалав
258,Erzählung::N,ಕಥೆ,каласа пани
259,Nachricht::N,ಸಂದೇಶ,хыпар
260,Neuigkeit::N,ಸುದ್ದಿ,ҫӗнӗ хыпар
261,Name::N,ಹೆಸರು,ят
262,Rätsel::N,ಒಗಟು,сутмалли юмах
263,Rede::N,ಮಾತು,сӑмах
264,Sprache::N,ಭಾಷೆ,чӗлхе
265,Stimme::N,ಧ್ವನಿ,сасӑ
266,Wort::N,ಮಾತು,сӑмах
267,Zeichen::N,ಗುರುತು,паллӑ
268,Ruf::N,ಕೂಗು,йыхрав
269,Ruf::N,ಕೂಗು,чӗнӳ
270,Lärm::N,ಸದ್ದು,шав
271,Laut::N,ಶಬ್ದ,сасӑ
272,Ton::N,ನಾದ,сасӑ
273,Lied::N,ಗಾನ,юрӑ
274,Ruhe::N,ಶಾಂತಿ,канӑҫлӑх
275,Ruhe::N,ಶಾಂತಿ,лӑпкӑлӑх
276,Leute::N,ಮಂದಿ,ҫамрӑксем
277,Leute::N,ಮಂದಿ,ҫамрӑк ҫынсем
278,Volk::N,ಜನಾಂಗ,халӑх
279,Arbeit::N,ಕೆಲಸ,ӗҫхӗл
280,Arbeit::N,ಕೆಲಸ,ӗҫлев
281,Gast::N,ಅತಿಥಿ,хӑна
282,Geschenk::N,ಕಾಣಿಕೆ,парне
283,Geschenk::N,ಕಾಣಿಕೆ,кучченеҫ
284,Spiel::N,ಆಟ,вӑйӑ
285,Gesellschaft::N,ಸಂಗ,общество
286,Hilfe::N,ಸಹಾಯ,пулӑшу
287,Freund::N,ಸ್ನೇಹಿತ,тус
288,Kamerad::N,ಜೊತೆಗಾರ,юлташ
289,Kamerad::N,ಜೊತೆಗಾರ,тус
290,Angelegenheit::N,ವಿಚಾರ,ӗҫ
291,Anzahl::N,ಎಣಿಕೆ,йыш
292,Anzahl::N,ಎಣಿಕೆ,хисеп
293,Art::N,ತರ,тӗс
294,Stück::N,ತುಂಡು,татӑк
295,Teil::N,ಭಾಗ,пай
296,Hälfte::N,ಅರ್ಧ,ҫурӑ
297,Kreis::N,ವೃತ್ತ,ункӑ
298,Kreis::N,ವೃತ್ತ,ҫавракӑш
299,Kreuz::N,ಶಿಲುಬೆ,хӗрес
300,Linie::N,ರೀಖೆ,йӗр
301,Strich::N,ಗೀಟು,йӗр
302,Abstand::N,ಅಂತರ,хушӑ
303,Entfernung::N,ದೂರ,хушӑ
304,Gegend::N,ವಿಸ್ತೀರ್ಣ,вырӑн
305,Platz::N,ಅಂತರ,хутлӑх
306,Ort::N,ಸ್ಥಳ,вырӑн
307,Seite::N,ಪಕ್ಷ,ен
308,Seite::N,ಪಕ್ಷ,аяк
309,Seite::N,ಪಕ್ಷ,айӑк
310,Mitte::N,ನಡು,варӑ
311,Gegenstand::N,ವಸ್ತು,япала
312,Sache::N,ವಸ್ತು,япала
313,Rand::N,ಅಂಚು,вӗҫ
314,Rand::N,ಅಂಚು,хӗрӗ
315,Rand::N,ಅಂಚು,хӗрри
316,Kante::N,ಅಂಚು,хайкача
317,Kante::N,ಅಂಚು,хысак
318,Ecke::N,ಮೂಲೆ,кӗтес
319,Spitze::N,ತುದಿ,вӗҫ
320,Ende::N,ಕೊನೆ,вӗҫ
321,Loch::N,ತೂತು,шӑтӑк
322,Winkel::N,ಕೋನ,кӗтес
323,Muster::N,ನಮೂನೆ,эреш
324,Größe::N,ಪ್ರಮಾಣ,пысӑкӑш
325,Länge::N,ಉದ್ದ,вӑрӑмӑш
326,Höhe::N,ಎತ್ತರ,ҫӳллӗш
327,Gewicht::N,ತೂಕ,виҫе
328,Gewicht::N,ತೂಕ,йывӑрӑш
329,Menge::N,ಮೊತ್ತ,йыш
330,Haufen::N,ರಾಶಿ,купа
331,Reihe::N,ಸಾಲು,рет
332,Boot::N,ದೋಣಿ,кимӗ
333,Ruder::N,ಹುಟ್ಟು,кӗсмен
334,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,ҫуна
335,Ski::N,ಜಾರುಪಟ್ಟಿ,йӗлтӗр
336,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,вут
337,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,кӑвайт
338,Last::N,ಹೊರೆ,сулмаклӑх
339,Last::N,ಹೊರೆ,йывӑр япала
340,Gang::N,ತಿರುಗಾಟ,куҫӑм
341,Schritt::N,ಹೆಜ್ಜೆ,утӑм
342,Schritt::N,ಹೆಜ್ಜೆ,пусӑм
343,Norden::N,ಉತ್ತರ,ҫурҫӗр
344,Süden::N,ದಕ್ಷಿಣ,кӑнтӑр
345,Westen::N,ಪಶ್ಚಿಮ,анӑҫ
346,Westen::N,ಪಶ್ಚಿಮ,хӗвел анӑҫ
347,Osten::N,ಮೂಡಲು,хӗвел тухӑҫ
348,Holz::N,ಚೌಬೀನೆ,йывӑҫ
349,Brett::N,ಹಲಗೆ,хӑма
350,Platte::N,ಹಲಗೆ,плита
351,Stütze::N,ಆಸರೆ,ура
352,Stange::N,ಕಂಬ,шерте
353,Stock::N,ಕೋಲು,патак
354,Stab::N,ದೊಣ್ಣೆ,шӑчӑ
355,Rohr::N,ನಳಿಕೆ,пӑрӑх
356,Haus::N,ಮನೆ,ҫурт
357,Heim::N,ಗೃಹ,кил
358,Ofen::N,ಒಲೆ,кӑмака
359,Fußboden::N,ನೆಲ,урай
360,Tisch::N,ಮೇಜು,сӗтел
361,Stuhl::N,ಕುರ್ಚಿ,пукан
362,Wiege::N,ತೊಟ್ಟಿಲು,сӑпка
363,Bett::N,ಹಾಸಿಗೆ,кравать
364,Regal::N,ಬೀರು,ҫӳлӗк
365,Regal::N,ಬೀರು,сентре
366,Kiste::N,ಪಟ್ಟಿಗೆ,ещӗк
367,Kiste::N,ಪಟ್ಟಿಗೆ,сунтӑх
368,Fenster::N,ಕಿಟಕಿ,чӳрече
369,Tür::N,ಬಾಗಿಲು,алӑк
370,Tor::N,ಹೆಬ್ಬಾಗಿಲು,хапха
371,Zaun::N,ಬೇಲಿ,хӳме
372,Dach::N,ಮಾಳಿಗೆ,тӑрӑ
373,Leiter::N,ಏಣಿ,пусма
374,Besen::N,ಪೊರಕೆ,шӑпӑр
375,Spaten::N,ಗುದ್ದಲಿ,кӗреҫе
376,Schaufel::N,ಸನಿಕೆ,кӗреҫе
377,Gabel::N,ಕವಲು,вилка
378,Löffel::N,ಚಮಚ,кашӑк
379,Messer::N,ಚಾಕು,ҫӗҫӗ
380,Nagel::N,ಆಣಿ,пӑта
381,Netz::N,ಬಲೆ,тетел
382,Haken::N,ಕೊಂಡಿ,йӑрхах
383,Haken::N,ಕೊಂಡಿ,ҫекӗл
384,Griff::N,ಹಿಡಿ,хӑлӑп
385,Schloss::N,ವೀಗ,ҫӑра
386,Bild::N,ಚಿತ್ರ,сӑн
387,Bild::N,ಚಿತ್ರ,сӑнлӑх
388,Bild::N,ಚಿತ್ರ,картина
389,Figur::N,ಆಕಾರ,кӗлетке
390,Puppe::N,ಗೊಂಬೆ,пукане
391,Beutel::N,ಸಂಚಿ,михӗ
392,Bündel::N,ಕಟ್ಟು,ҫыхӑ
393,Bündel::N,ಕಟ್ಟು,тӗрке
394,Tasche::N,ಚೀಲ,сумка
395,Eimer::N,ಬಾನೆ,витре
396,Deckel::N,ಮುಚ್ಚಳ,хупӑ
397,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,савӑт-сапа
398,Sack::N,ಮೂಟೆ,михӗ
399,Tasse::N,ಬಟ್ಟಲು,курка
400,Topf::N,ಮಡಕೆ,кастрюль
401,Kessel::N,ಕೆಟಲ್,хуран
402,Essen::N,ಊಟ,апат
403,Nahrung::N,ಆಹಾರ,апат-ҫимӗс
404,Speise::N,ಊಟ,апат
405,Speise::N,ಊಟ,ҫимӗҫ
406,Fleisch::N,ಮಾಂಸ,аш
407,Fleisch::N,ಮಾಂಸ,какай
408,Getreide::N,ಧಾನ್ಯ,тырӑ
409,Brei::N,ಗಂಜಿ,пӑтӑ
410,Brot::N,ರೊಟ್ಟಿ,ҫӑкӑр
411,Scheibe::N,ಹೋಳು,чӗлӗ
412,Scheibe::N,ಹೋಳು,касӑк
413,Fett::N,ಕೊಬ್ಬು,ҫу
414,Butter::N,ಬೆಣ್ಣೆ,ҫу
415,Öl::N,ಎಣ್ಣೆ,ҫу
416,Salz::N,ಉಪ್ಪು,тӑвар
417,Suppe::N,ಎಸರು,яшка
418,Honig::N,ಮಧು,пыл
419,Milch::N,ಹಾಲು,сӗт
420,Tee::N,ಚಹ,чей
421,Leder::N,ಚಕ್ಕಳ,сӑран
422,Wolle::N,ಉಣ್ಣೆ,ҫӑм
423,Stoff::N,ಬಟ್ಟೆ,тӗртӗм
424,Nadel::N,ಸೂಜಿ,йӗп
425,Faden::N,ದಾರ,ҫип
426,Knopf::N,ಗುಂಡು,тӳме
427,Knoten::N,ಗಂಟು,йӑлӑ
428,Farbe::N,ಬಣ್ಣ,сӑрӑ
429,Kleidung::N,ಅರಿವೆ,тум
430,Kleidung::N,ಅರಿವೆ,ҫипуҫ
431,Kleidung::N,ಅರಿವೆ,тум-тир
432,Hemd::N,ಅಂಗಿ,кӗпе
433,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,ҫуха
434,Ärmel::N,ತೋಳು,ҫанӑ
435,Hose::N,ಇಜಾರ,шӑлавар
436,Gürtel::N,ಬೆಲ್ಟು,пиҫиххи
437,Mütze::N,ಟೋಪಿ,ҫӗлӗк
438,Schuh::N,ಪಾದರಕ್ಷೆ,пушмак
439,Schuh::N,ಪಾದರಕ್ಷೆ,ботинок
440,Stiefel::N,ಬೂಟು,атӑ
441,Ring::N,ಉಂಗುರ,ҫӗрӗ
442,Band::N,ರಿಬ್ಬನ್,хаю
443,Band::N,ರಿಬ್ಬನ್,йӗсме
444,Kamm::N,ಹಣಿಗೆ,тура
445,Spiegel::N,ಕನ್ನಡಿ,тӗкӗр
446,Spiegel::N,ಕನ್ನಡಿ,куҫ кӗски
447,Riemen::N,ಬಾರು,чӗн
448,Schnur::N,ಹುರಿ,кантра
449,Leine::N,ಹಗ್ಗ,касмӑк
450,Decke::N,ಕಂಬಳಿ,утиял
451,Kissen::N,ದಿಂಬು,ҫытар
452,Kissen::N,ದಿಂಬು,минтер
453,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,тутӑр
454,Handtuch::N,ಚೌಕ,ал шӑлли
455,Kraft::N,ಬಲ,вӑй
456,Kraft::N,ಬಲ,хӑват
457,Stärke::N,ಶಕ್ತಿ,хал
458,Stärke::N,ಶಕ್ತಿ,хӑват
459,Gesundheit::N,ಆರೋಗ್ಯ,хал
460,Gesundheit::N,ಆರೋಗ್ಯ,сывлӑх
461,Krankheit::N,ರೋಗ,чир
462,Schmerz::N,ನೋವು,ырату
463,Wunde::N,ಗಾಯ,суран
464,Fieber::N,ಜ್ವರ,сив чир
465,Arznei::N,ಔಷಧ,эмел
466,Brücke::N,ಸೇತುವೆ,кӗпер
467,Brunnen::N,ಬಾವಿ,ҫӑл
468,Brunnen::N,ಬಾವಿ,пусӑ
469,Weide::N,ಗೋಮಾಳ,ҫаран
470,Pfad::N,ದಾರಿ,йӗр
471,Pfad::N,ದಾರಿ,сукмак
472,Weg::N,ಹಾದಿ,ҫул
473,Weg::N,ಹಾದಿ,ҫул-йӗр
474,Straße::N,ರಸ್ತೆ,ҫӳрев
475,Straße::N,ರಸ್ತೆ,ҫул ҫӳрени
476,Dorf::N,ಹಳ್ಳಿ,ял
477,Stadt::N,ಪಟ್ಟಣ,хула
478,Brief::N,ಕಾಗದ,ҫыру
479,Buch::N,ಪುಸ್ತಕ,кӗнеке
480,Buchstabe::N,ಅಕ್ಷರ,сас палли
481,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,хаҫат
482,Leben::N,ಜೀವನ,пурнӑҫ
483,Tod::N,ಮರಣ,вилӗм
484,Grab::N,ಗೋರಿ,масар шӑтӑкӗ
485,Kirche::N,ಚರ್ಚು,чиркӳ
486,Sünde::N,ಪಾಪ,ҫылӑх
487,Gott::N,ದೇವರು,турӑ
488,Arbeiter::N,ಕೆಲಸಗಾರ,рабочи
489,Chef::N,ದಣಿ,пуҫлӑх
490,Meister::N,ಶಿಕ್ಷಕ,ӑста
491,Meister::N,ಶಿಕ್ಷಕ,мастер
492,Arzt::N,ವೈದ್ಯ,врач
493,Arzt::N,ವೈದ್ಯ,тухтӑр
494,Lehrer::N,ಉಪಾಧ್ಯಾಯ,учитель
495,Lehrer::N,ಉಪಾಧ್ಯಾಯ,вӗрентекен
496,Geld::N,ಹಣ,укҫа
497,Geschäft::N,ವಾಣಿಜ್ಯ,бизнес
498,Laden::N,ಅಂಗಡಿ,магазин
499,Preis::N,ಬೆಲೆ,хак
500,Ware::N,ಸರಕು,тавар
501,Nutzen::N,ಲಾಭ,пайта
502,Reichtum::N,ಸಂಪತ್ತು,мул
503,Welt::N,ಭೂಲೋಕ,тӗнче
504,Land::N,ದೇಶ,ҫӗр-шыв
505,Staat::N,ರಾಜ್ಯ,патшàлӑх
506,König::N,ರಾಜ,король
507,Macht::N,ಅಧಿಕಾರ,власть
508,Grenze::N,ಗಡಿ,чикӗ
509,Krieg::N,ಯುದ್ಧ,вӑрҫӑ
510,Feind::N,ಶತ್ರು,тӑшман
511,Gewalt::N,ಹಿಂಸೆ,ирӗксӗрлӳ
512,Kampf::N,ಹೋರಾಟ,кӗрешӳ
513,Bogen[Waffe]::N,ಬಿಲ್ಲು,ухӑ
514,Pfeil::N,ಅಂಬು,ҫӗмрен
515,Pfeil::N,ಅಂಬು,ухӑ йӗппи
516,Gewehr::N,ಬಂದೂಕು,пӑшал
517,Fehler::N,ತಪ್ಪು,йӑнӑш
518,Lüge::N,ಸುಳ್ಳು,суя
519,Lüge::N,ಸುಳ್ಳು,ултав
520,Schaden::N,ಹಾನಿ,сиен
521,Unglück::N,ಅಪಾಯ,шар
522,Unglück::N,ಅಪಾಯ,инкек
523,Schuld::N,ದೋಷ,айӑп
524,Alter::N,ಮುಪ್ಪು,ҫул шучӗ
525,Schluss::N,ಮುಕ್ತಾಯ,пӗтни
526,Schluss::N,ಮುಕ್ತಾಯ,пӗтмӗш
527,Zeit::N,ಕಾಲ,вӑхӑт
528,Tag::N,ದಿನ,кун
529,Morgen::N,ಮುಂಜಾನೆ,ир
530,Mittag::N,ನಡುಹಗಲು,кӑнтӑрла
531,Abend::N,ಸಂಜೆ,каҫ
532,Nacht::N,ರಾತ್ರಿ,каҫ
533,Woche::N,ವಾರ,эрне
534,Monat::N,ತಿಂಗಳು,уйӑх
535,Jahr::N,ಸಂವತ್ಸರ,ҫулталӑк
536,Frühling::N,ವಸಂತ,ҫур
537,Frühling::N,ವಸಂತ,ҫуркунне
