,Concept_ID,xal,fa
780,lange::ADV,удан,مدت‌ها
781,lange::ADV,удан,مدت زیادی
782,plötzlich::ADV,генткн,ناگهان
783,sofort::ADV,дарунь,فوراً
784,später::ADV,сүүлд,بعدها
785,jetzt::ADV,ода,حالا
786,jetzt::ADV,ода,اکنون
787,heute::ADV,эндр,امروز
788,morgen::ADV,маңһдур,فردا
789,bald::ADV,дарунь,زود
790,bald::ADV,дарунь,بزودی
791,dann::ADV,дәкәд,سپس
792,dann::ADV,дәкәд,آنوقت
793,gestern::ADV,өцклдүр,دیروز
794,einst::ADV,нег саамд,وقتی
795,einst::ADV,нег саамд,زمانی
796,damals::ADV,тиигхд,آنوقت
797,damals::ADV,тиигхд,آنزمان
798,danach::ADV,тегәд,بعد
799,vorher::ADV,урд,قبلاً
800,zuerst::ADV,түрүләд,اول
801,zuerst::ADV,түрүләд,ابتداء
802,einmal::ADV,нег дәкҗ,یکدفعه
803,manchmal::ADV,зәрмдән,گاهی
804,manchmal::ADV,зәрмдән,بعضی اوقات
805,oft::ADV,хара биш,اغلب
806,oft::ADV,хатяр биш,اغلب
807,oft::ADV,дару-дарунь,اغلب
808,immer::ADV,оньдинд,همیشه
809,niemals::ADV,кезә чмгн биш,هرگز
810,hier::ADV,энд,اینجا
811,hier::ADV,энүнд,اینجا
812,hierhin::ADV,нааран,به اینجا
813,von hier::ADV,эндәс,از اینجا
814,dort::ADV,тенд,آنجا
815,dorthin::ADV,тиигән,به آنجا
816,geradeaus::ADV,шуд,راست
817,vorwärts::ADV,уралан,جلو
818,vorwärts::ADV,уралан,به پیش
819,rückwärts::ADV,гедргән,عقب
820,zurück::ADV,хәрү,پس
821,zurück::ADV,хәрү,عقب
822,zurück::ADV,хәрү,بالعکس
823,unten::ADV,дор,زیر
824,unten::ADV,дор,پایین
825,hinab::ADV,дор,به پایین
826,hinab::ADV,доракшан,به پایین
827,oben::ADV,деер,بالا
828,hinauf::ADV,өөдән,به بالا
829,hinauf::ADV,деер,به بالا
830,überall::ADV,альд болв чигн,همه‌جا
831,nicht::ADV,эс,نه
832,nicht::ADV,биш,نه
833,nicht::ADV,бичә,نه
834,ein wenig::ADV,баахн,کمی
835,ein wenig::ADV,баахнар,کمی
836,kaum::ADV,әрә,به سختی
837,sehr::ADV,йир,خیلی
838,sehr::ADV,йир,بسیار
839,so::ADV,иигҗ,چنین
840,so::ADV,иигҗ,اینطور
841,noch::ADV,ода чигн,هنوز
842,nur::ADV,һанцхн,فقط
843,nur::ADV,һанцхн,تنها
844,schon::ADV,одх,قبلاً
845,schon::ADV,одх,به این زودی
846,wieder::ADV,бас,باز
847,wieder::ADV,бас,دوباره
848,vergebens::ADV,киидән,بیهوده
849,vor::PRP,урд,در جلوی
850,hinter::PRP,ца,پشت
851,unter::PRP,дор,تحت
852,durch::PRP,ивт,از وسط
853,durch::PRP,ивт,از ميان
854,durch::PRP,дундаһур,از وسط
855,durch::PRP,дундаһур,از ميان
856,neben::PRP,хаҗуд,کنار
857,neben::PRP,хаҗуд,پهلوی
858,zwischen::PRP,хоорнд,بین
859,zwischen::PRP,хоорнд,میان
860,wegen::PRP,көлтә,برای
861,wegen::PRP,көлтә,بخاطر
862,wegen::PRP,деерәс,برای
863,wegen::PRP,деерәс,بخاطر
864,dies::PRN,эн,این
865,das::PRN,тер,آن
866,alles::PRN,цуһар,تمام
867,alles::PRN,цуһар,همه‌چیر
868,ich::PRN,би,من
869,du::PRN,чи,تو
870,er::PRN,тер,او
871,wir::PRN,мадн,ما
872,ihr::PRN,та,شما
873,sie::PRN,тедн,آنها
874,was::FPRN,юн,چه
875,wer::FPRN,кен,کی
876,wo::FADV,хама,کجا
877,wohin::FADV,хамаран,بکجا
878,wie::FADV,яһҗ,چطور
879,wie::FADV,яһҗ,چگونه
880,wie::FADV,яһад,چطور
881,wie::FADV,яһад,چگونه
882,warum::FADV,юңгад,چرا
883,warum::FADV,юңгад,برای چه
884,wieviel::FNUM,кедү,چند
885,wieviel::FNUM,кедү,چقدر
886,eins::NUM,негн,یک
887,zwei::NUM,хойр,دو
888,drei::NUM,һурвн,سه
889,vier::NUM,дөрвн,چهار
890,fünf::NUM,тавн,پنج
891,sechs::NUM,зурһан,شش
892,sieben::NUM,долан,هفت
893,acht::NUM,нәәмн,هشت
894,neun::NUM,йисн,نه
895,zehn::NUM,арвн,ده
896,elf::NUM,арвн негн,یازده
897,zwölf::NUM,арвн хойр,دوازده
898,zwanzig::NUM,хөрн,بیست
899,dreißig::NUM,һучн,سی
900,vierzig::NUM,дөчн,چهل
901,fünfzig::NUM,тәвн,پنجاه
902,sechzig::NUM,җирн,شصت
903,siebzig::NUM,далн,هفتاد
904,achtzig::NUM,найн,هشتاد
905,neunzig::NUM,йирн,نود
906,hundert::NUM,зун,صد
907,tausend::NUM,миңһн,هزار
908,und::CNJ,болн,و
909,oder::CNJ,эс гиҗ,یا
910,oder::CNJ,эс гихлә,یا
911,stehen::V,зогсх,ایستادن
912,sitzen::V,суух,نشستن
913,liegen::V,кевтх,خوابیدن
914,liegen::V,кевтх,دراز کشیدن
915,hängen::V,өлгәтә бәәх,آویزان بودن
916,werden::V,болх,شدن
917,passieren::V,болх,گذشتن
918,passieren::V,болх,اتفاق افتادن
919,beginnen::V,эклх,شروع شدن
920,enden::V,төгсх,تمام شدن
921,wechseln::V,хүврх,عوض شدن
922,aufgehen[Sonne]::V,һарх,برآمدن
923,aufgehen[Sonne]::V,һарх,طلوع کردن
924,untergehen[Sonne]::V,орх,غروب کردن
925,untergehen[Sonne]::V,сүүрлх,غروب کردن
926,scheinen[Sonne]::V,герлтх,تابیدن
927,donnern::V,күрҗңнх,رعد زدن
928,wehen::V,сальклх,دمیدن
929,strömen::V,һооҗх,روان شدن
930,fließen::V,урсх,روان شدن
931,sich drehen::V,эргх,چرخیدن
932,schwanken::V,дәәвлх,خم و راست شدن
933,schwingen::V,нәәхлх,تاب خوردن
934,schwingen::V,нәәхлх,نوسان کردن
935,fallen::V,унх,افتادن
936,fallen::V,унх,سقوط کردن
937,fallen::V,киисх,افتادن
938,fallen::V,киисх,سقوط کردن
939,brennen::V,шатх,سوزاندن
940,rauchen::V,ута һарһх,دود کردن
941,regnen::V,орх,باران آمدن
942,gefrieren::V,мөстх,یخ بستن
943,tauen::V,хәәлх,آب شدن
944,schmelzen::V,хәәлх,آب شدن
945,schmelzen::V,хәәлгдх,آب شدن
946,trocknen::V,эврх,خشک شدن
947,sieden::V,буслх,جوشیدن
948,faulen::V,үмкәрх,فاسد شدن
949,verfaulen::V,илҗрх,پوسیدن
950,reißen::V,тасрх,پاره شدن
951,versinken::V,чивх,غرق شدن
952,vergehen::V,болх,گذشتن
953,erscheinen::V,һарх,ظاهر شدن
954,verschwinden::V,уга болх,گم شدن
955,verschwinden::V,уга болх,از بین رفتن
956,sinken::V,татгдх,پایین آمدن
957,abnehmen::V,хасгдх,کم شدن
958,zunehmen::V,өсх,زیاد شدن
959,steigen::V,немх,بالا رفتن
960,wachsen::V,өсх,قد کشیدن
961,wachsen::V,урһх,قد کشیدن
962,glänzen::V,гилвкх,برق زدن
963,funkeln::V,цәклх,جرقه زدن
964,lärmen::V,шууглдх,شلوغ کردن
965,läuten::V,хоңх,زنگ زدن
966,klingeln::V,җиңнулх,زنگ زدن
967,klirren::V,җиңнх,جرنگ جرنگ صدا کردن
968,brausen::V,догшрхх,طوفانی بودن
969,rauschen::V,сарҗңнх,خش‌خش کردن
970,klingen::V,ә һарх,صدا دادن
971,bellen::V,хуцх,عوعو کردن
972,heulen::V,уульх,زوزه کشیدن
973,blasen::V,үләх,فوت کردن
974,pfeifen::V,ишкрх,سوت زدن
975,schreien::V,хәәкрх,فریاد زدن
976,stöhnen::V,түңшх,نالیدن
977,zittern::V,дагҗннх,لرزیدن
978,leben::V,бәәх,زیستن
979,leben::V,бәәх,زندگی کردن
980,geboren werden::V,төрх,متولد شدن
981,atmen::V,әмсхлх,تنفس کردن
982,trinken::V,уух,نوشیدن
983,essen::V,идх,خوردن
984,schlucken::V,зальгх,بلعیدن
985,schlucken::V,зальгх,قورت دادن
986,müde werden::V,көшх,خسته شدن
987,einschlafen::V,унтх,خواب رفتن
988,schlafen::V,нөөрсх,خوابیدن
989,aufwachen::V,серх,از خواب بیدار شدن
990,aufstehen::V,босх,بیدار شدن
991,sich erholen::V,амрх,استراحت کردن
992,krank werden::V,гемтх,مریض شدن
993,krank sein::V,шалтглх,بیمار بودن
994,schmerzen::V,өвдх,درد کردن
995,husten::V,ханях,سرفه کردن
996,genesen::V,эдгх,بهبود یافتن
997,sterben::V,үкх,مردن
998,sterben::V,өңгрх,مردن
999,umkommen::V,үкх,کشته شدن
1000,sich bewegen::V,көдлх,حرکت کردن
1001,sich bewegen::V,көндрх,حرکت کردن
1002,sich rühren::V,көндрх,تکان خوردن
1003,sich erheben::V,босх,برخواستن
1004,sich setzen::V,суух,نشستن
1005,hinfallen::V,унх,زمین خوردن
1006,hinfallen::V,киисх,زمین خوردن
1007,laufen::V,йовх,پیاده رفتن
1008,schreiten::V,алхх,قدم زدن
1009,spazierengehen::V,сергҗ йовх,گردش رفتن
1010,eilen::V,шулудх,شتاب کردن
1011,sich beeilen::V,адһх,عجله کردن
1012,sich beeilen::V,шамдх,عجله کردن
1013,sausen::V,хурдлх,صفیر کشیدن
1014,sausen::V,йир_хурдар_гүүх,صفیر کشیدن
1015,sausen::V,йир_хурдар_йовх,صفیر کشیدن
1016,rennen::V,гүүх,دویدن
1017,springen::V,һәрәдх,پریدن
1018,klettern::V,давшх,بالا رفتن
1019,schaukeln::V,дүүдңндх,تاب خوردن
1020,kriechen::V,мөлкх,خزیدن
1021,schwimmen::V,усчх,شنا کردن
1022,tauchen::V,булхх,غواصی کردن
1023,rudern::V,хәәвдх,پارو زدن
1024,fahren::V,йовх,سواره رفتن
1025,fliegen::V,нисх,پریدن
1026,gehen::V,йовх,رفتن
1027,weggehen::V,йовх,رفتن
1028,weggehen::V,одх,رفتن
1029,weggehen::V,һарх,رفتن
1030,weggehen::V,мөрлх,رفتن
1031,abfahren::V,мордх,حرکت کردن
1032,anhalten::V,зогсх,ایست کردن
1033,hineingehen::V,орх,داخل شدن
1034,eintreten::V,орх,وارد شدن
1035,kommen::V,ирх,آمدن
1036,ankommen::V,ирх,رسیدن
1037,zurückkommen::V,орх,برگشتن
1038,bleiben::V,бәәх,ماندن
1039,warten::V,күләх,منتظر بودن
1040,erwarten::V,күләх,انتظار داشتن
1041,suchen::V,хәәх,جستجو کردن
1042,finden::V,олх,یافتن
1043,finden::V,олх,پیدا کردن
1044,versuchen::V,седх,سعی کردن
1045,versuchen::V,седх,کوشش کردن
1046,vorbereiten::V,белдх,آماده کردن
1047,lieben::V,дурлх,عاشق بودن
1048,mögen::V,таассгдх,میل داشتن
1049,mögen::V,таассгдх,دوست داشتن
1050,lachen::V,инәх,خندیدن
1051,rühren::V,уйрах,به رقت آوردن
1052,weinen::V,уульх,گریه کردن
1053,schimpfen::V,харах,فحاشی کردن
1054,sich ärgern::V,уурлх,ناراحت شدن
1055,sich fürchten::V,әәх,واهمه کردن
1056,fürchten::V,әәх,ترسیدن
1057,fürchten::V,сүрдх,ترسیدن
1058,fliehen::V,зулх,گریختن
1059,flüchten::V,орһх,فرار کردن
1060,flüchten::V,зулх,فرار کردن
1061,sehen::V,үзх,دیدن
1062,anschauen::V,харх,نگاه کردن
1063,ansehen::V,хәләх,تماشا کردن
1064,ansehen::V,үзх,تماشا کردن
1065,hören::V,соңсх,شنیدن
1066,zuhören::V,соңсх,گوش دادن
1067,probieren::V,амсх,چشیدن
1068,riechen::V,үнрчлх,بوییدن
1069,riechen::V,үнрчлх,بو کردن
1070,fühlen::V,медх,احساس کردن
1071,scheinen::V,болҗ медгдх,بنظر آمدن
1072,scheinen::V,миниһәр болхла,بنظر آمدن
1073,scheinen::V,болад бәәх,بنظر آمدن
1074,zu sehen sein::V,үзгдх,دیده شدن
1075,vernehmen::V,соңсх,شنیدن
1076,frieren::V,даарх,سرد بودن
1077,tun::V,кех,کردن
1078,können::V,чадх,توانستن
1079,wollen::V,дурлх,خواستن
1080,anfangen::V,эклх,شروع کردن
1081,beenden::V,дуусх,تمام کردن
1082,beenden::V,дуусх,پایان دادن
1083,aufhören::V,уурх,دست کشیدن
1084,gelingen::V,бүтх,موفق شدن
1085,gelingen::V,күцәх,موفق شدن
1086,geraten::V,болх,نتیجه دادن
1087,öffnen::V,секх,گشودن
1088,öffnen::V,секх,باز کردن
1089,schließen::V,хаах,بستن
1090,schließen::V,хаах,قفل کردن
1091,stellen::V,тәвх,گذاردن
1092,setzen::V,суулһх,نشاندن
1093,legen::V,тәвх,گذاشتن
1094,berühren::V,көндәх,دست زدن
1095,berühren::V,көндәх,لمس کردن
1096,verbinden::V,боох,وصل کردن
1097,bedecken::V,хучх,پوشاندن
1098,bedecken::V,бүркх,پوشاندن
1099,aufhängen::V,өлгх,آویختن
1100,anzünden::V,асах,سوزاندن
1101,anzünden::V,шатах,سوزاندن
1102,aufheben::V,өөдән өргх,برداشتن
1103,aufheben::V,өөдән өргх,بلند کردن
1104,zurücklassen::V,үлдәх,گذاشتن
1105,verlieren::V,геех,گم کردن
1106,fallen lassen::V,алдх,انداختن
1107,machen::V,кех,کردن
1108,machen::V,кех,ساختن
1109,herstellen::V,кех,ساختن
1110,herstellen::V,кех,تولید کردن
1111,bauen::V,тосхх,ساختن
1112,bauen::V,тосхх,بنا کردن
1113,reparieren::V,ясх,درست کردن
1114,reparieren::V,ясх,تعمیر کردن
1115,verbessern::V,сәәрүлх,بهتر کردن
1116,ändern::V,хүврәх,تغییر دادن
1117,graben::V,малтх,کندن
1118,graben::V,малтх,گود کردن
1119,beugen::V,нуһлх,کج کردن
1120,biegen::V,матилһх,خم کردن
1121,drehen::V,эргүлх,چرخاندن
1122,wenden::V,көмрх,برگرداندن
1123,wenden::V,эргүлх,برگرداندن
1124,umdrehen::V,эргүлх,برگرداندن
1125,heben::V,өргх,برداشتن
1126,heben::V,деер өргх,برداشتن
1127,hochheben::V,өргх,برآوردن
1128,hochheben::V,өргх,بلند کردن
1129,ergreifen::V,бәрх,گرفتن
1130,halten::V,бәрх,نگاه داشتن
1131,drücken::V,шахх,فشار دادن
1132,drücken::V,шахх,فشار آوردن
1133,schieben::V,түлкх,هل دادن
1134,kratzen::V,мааҗх,خاریدن
1135,lecken::V,долах,لیسیدن
1136,beißen::V,хазх,گاز زدن
1137,abreißen::V,таслх,پاره کردن
1138,abschneiden::V,тәәрх,بریدن
1139,abschneiden::V,тәәрх,قطع کردن
1140,binden::V,боох,بستن
1141,stecken::V,шаах,فرو کردن
1142,stecken::V,хатхх,فرو کردن
1143,brechen::V,хамхлх,شکستن
1144,klopfen::V,цокх,کوبیدن
1145,hauen::V,цокх,زدن
1146,kleben::V,наах,چسباندن
1147,reiben::V,зүлгх,مالش دادن
1148,streichen::V,наах,مالیدن
1149,streichen::V,лашх,مالیدن
1150,streichen::V,түркх,مالیدن
1151,schleifen::V,хурцлх,تیز کردن
1152,schneiden::V,хәәчлх,چیدن
1153,schneiden::V,хәәчлх,بریدن
1154,rütteln::V,дәәвлүлх,لرزاندن
1155,rütteln::V,дәәвлүлх,تکان دادن
1156,schütteln::V,сегсрх,تکان دادن
1157,schwenken::V,дайлх,تاب دادن
1158,schütten::V,кех,ریختن
1159,füllen::V,дүүргх,پر کردن
1160,einwickeln::V,орах,پیچیدن
1161,tragen::V,зөөх,بردن
1162,tragen::V,зөөх,حمل کردن
1163,schleppen::V,чирх,کشیدن
1164,ziehen::V,татх,کشیدن
1165,aufbewahren::V,хадһлх,نگهداری کردن
1166,werfen::V,хайх,انداختن
1167,werfen::V,хайх,پرتاب کردن
1168,fangen::V,бәрх,گرفتن
1169,fangen::V,хавлх,گرفتن
1170,packen::V,бәрх,گرفتن
1171,verstecken::V,дүрх,قایم کردن
1172,verstecken::V,дүрх,پنهان کردن
1173,verstecken::V,бултулх,قایم کردن
1174,verstecken::V,бултулх,پنهان کردن
1175,teilen::V,хувах,قسمت کردن
1176,teilen::V,хувах,تقسیم کردن
1177,schicken::V,илгәх,فرستادن
1178,schicken::V,илгәх,ارسال کردن
1179,bringen::V,авч ирх,آوردن
1180,hinzufügen::V,немх,افزودن
1181,hinzufügen::V,немх,اضافه کردن
1182,bekommen::V,авх,گرفتن
1183,erhalten::V,авх ,دریافت کردن
1184,nehmen::V,авх,گرفتن
1185,nehmen::V,авх,برداشتن
1186,wählen::V,шүүх,انتخاب کردن
1187,auswählen::V,шүүх,برگزیدن
1188,bewahren::V,хадһлх,حفظ کردن
1189,bewahren::V,хадһлх,حفاظت کردن
1190,bewahren::V,кевтнь үлдәх,حفظ کردن
1191,bewahren::V,кевтнь үлдәх,حفاظت کردن
1192,bewahren::V,кевтнь бәәлһх,حفظ کردن
1193,bewahren::V,кевтнь бәәлһх,حفاظت کردن
1194,behindern::V,харшлх,مانع بودن
1195,verderben::V,үрәх,از بین بردن
1196,beschädigen::V,эвдх,صدمه زدن
1197,zerbrechen::V,күүлх,شکستن
1198,zerbrechen::V,хамхлх,شکستن
1199,zerreißen::V,шуучх,دریدن
1200,zerreißen::V,шуучх,پاره کردن
1201,zerstören::V,эвдх,خراب کردن
1202,zerstören::V,эвдх,ویران کردن
1203,verbrennen::V,шатах,سوزاندن
1204,geben::V,өгх,دادن
1205,reichen::V,өгх,دادن
1206,schenken::V,белглх,هدیه دادن
1207,versprechen::V,амлх,قول دادن
1208,versprechen::V,амлх,وعده دادن
1209,wünschen::V,сә хәәх,آرزو کردن
1210,loben::V,магтх,ستایش کردن
1211,küssen::V,үмсх,بوسیدن
1212,wiegen::V,саатулх,نوسان کردن
1213,zudecken::V,бүркх,پوشاندن
1214,wecken::V,серүлх,بیدار کردن
1215,zeigen::V,үзүлх,نشان دادن
1216,führen::V,көтлх,رهنمائی کردن
1217,lehren::V,заах,آموختن
1218,lehren::V,заах,یاد دادن
1219,lehren::V,сурһх,آموختن
1220,lehren::V,сурһх,یاد دادن
1221,unterrichten::V,сурһх,درس دادن
1222,unterrichten::V,сурһх,تدریس کردن
1223,unterrichten::V,багшлх,درس دادن
1224,unterrichten::V,багшлх,تدریس کردن
1225,aufziehen::V,өскәх,تربیت کردن
1226,leiten::V,һардх,اداره کردن
1227,leiten::V,толһалх,اداره کردن
1228,antreiben::V,шамдах,عجله دادن
1229,lassen::V,күч үзүлх,وادار کردن
1230,einladen::V,үрх,دعوت کردن
1231,einladen::V,үрх,مهمان کردن
1232,vereinigen::V,хамцулх,یکی کردن
1233,vereinigen::V,хамцулх,متحد کردن
1234,besuchen::V,одх,دیدار کردن
1235,treffen::V,харһх,ملاقات کردن
1236,sich versammeln::V,цуглрх,جمع شدن
1237,sich versammeln::V,хурх,جمع شدن
1238,spielen::V,наадх,بازی کردن
1239,singen::V,дуулх,آواز خواندن
1240,tanzen::V,биилх,رقصیدن
1241,sich trennen::V,хаһцх,جدا شدن
1242,verlassen::V,хайх,ترک کردن
1243,retten::V,әм аврх,نجات دادن
1244,retten::V,әәмшгәс харсх,نجات دادن
1245,bewachen::V,харх,حراست کردن
1246,bewachen::V,манх,حراست کردن
1247,schützen::V,харсх,حفظ کردن
1248,verteidigen::V,харсх,دفاع کردن
1249,sich schlagen::V,гүвдлдх,کتک‌کاری کردن
1250,schießen::V,хах,تیر زدن
1251,siegen::V,диилх,پیروز شدن
1252,ärgern::V,уурлулх,ناراحت کردن
1253,schlagen::V,цокх,زدن
1254,schlagen::V,цокх,کوبیدن
1255,schlagen::V,гүвдх,زدن
1256,schlagen::V,гүвдх,کوبیدن
1257,stechen::V,хатхх,چاقو زدن
1258,stoßen::V,түлкчкх,هل دادن
1259,stehlen::V,хулхалх,دزدیدن
1260,stören::V,һә болх,مزاحم شدن
1261,belästigen::V,амр эс өгх,زحمت دادن
1262,verbergen::V,нуух,پنهان کردن
1263,verbergen::V,бултулх,پنهان کردن
1264,täuschen::V,меклх,گول زدن
1265,täuschen::V,меклх,فریب دادن
1266,betrügen::V,меклх,گول زدن
1267,betrügen::V,меклх,فریب دادن
1268,betrügen::V,мек һарһх,گول زدن
1269,betrügen::V,мек һарһх,فریب دادن
1270,töten::V,алх,کشتن
1271,wohnen::V,бәәх,منزل داشتن
1272,wohnen::V,бәәх,سکونت داشتن
1273,arbeiten::V,көдлх,کار کردن
1274,sammeln::V,түүх,جمع کردن
1275,pflücken::V,түүх,چیدن
1276,pflücken::V,хурах,چیدن
1277,jagen::V,аңнх,شکار کردن
1278,jagen::V,аңһучлх,شکار کردن
1279,fischen::V,заһс аңнх,صید کردن
1280,fischen::V,заһс аңнх,ماهی‌گیری کردن
1281,fassen::V,бәрх,گرفتن
1282,hüten::V,хәрүлх,چراندن
1283,hüten::V,хәрүлх,مراقبت کردن
1284,treiben::V,туух,راندن
1285,anbinden::V,уйх,متصل کردن
1286,füttern::V,теҗәх,غذا دادن
1287,melken::V,саах,دوشیدن
1288,hacken::V,чавчх,خرد کردن
1289,gießen::V,услх,ریختن
1290,reifen::V,болх,رسیدن
1291,reifen::V,болвсрх,رسیدن
1292,zubereiten::V,белдх,طبخ کردن
1293,zubereiten::V,белдх,آماده کردن
1294,kochen::V,чанх,پختن
1295,kochen::V,чанх,آشپزی کردن
1296,kochen::V,болһх,پختن
1297,kochen::V,болһх,آشپزی کردن
1298,backen::V,болһх,پختن
1299,braten::V,хуурх,سرخ کردن
1300,umrühren::V,самрх,هم زدن
1301,stricken::V,өлгх,بافتن
1302,nähen::V,уйх,دوختن
1303,färben::V,будх,رنگ زدن
1304,reinigen::V,цеврлх,پاک کردن
1305,reinigen::V,цеврлх,تمیز کردن
1306,waschen::V,уһах,شستن
1307,abwischen::V,арчх,زدودن
1308,spülen::V,зәәлх,شستن
1309,fegen::V,сәвүрдх,جارو کردن
1310,kehren::V,сәвүрдх,جارو کردن
1311,baden::V,өөмх,شنا کردن
1312,baden::V,өөмх,حمام کردن
1313,sich waschen::V,уһах,شستشو کردن
1314,sich waschen::V,бийән уһаҗ,شستشو کردن
1315,ausziehen::V,тәәлх,درآوردن
1316,anziehen::V,өмсх,پوشیدن
1317,sich anziehen::V,хувцлх,لباس پوشیدن
1318,kämmen::V,самлх,شانه زدن
1319,schmücken::V,чимх,زینت دادن
1320,schmücken::V,кеерүлх,زینت دادن
1321,sagen::V,келх,گفتن
1322,sprechen::V,келх,حرف زدن
1323,sprechen::V,келх,صحبت کردن
1324,reden::V,күүндх,حرف زدن
1325,reden::V,күүндх,صحبت کردن
1326,reden::V,күр_кех,حرف زدن
1327,reden::V,күр_кех,صحبت کردن
1328,sich unterhalten::V,күүндх,گپ زدن
1329,fragen::V,сурх,پرسیدن
1330,fragen::V,сурх,سؤال کردن
1331,bitten::V,эрх,خواهش کردن
1332,bitten::V,эрх,درخواست کردن
1333,erzählen::V,келх,نقل کردن
1334,erzählen::V,келх,حکایت کردن
1335,erzählen::V,келҗ өгх,نقل کردن
1336,erzählen::V,келҗ өгх,حکایت کردن
1337,mitteilen::V,медүлх,خبر دادن
1338,nennen::V,нерәдх,نامیدن
1339,nennen::V,нер өгх,نامیدن
1340,rufen::V,дуудх,صدا کردن
1341,prahlen::V,көөрх,پز آمدن
1342,übersetzen::V,орчулх,ترجمه کردن
1343,denken::V,санх,فکر کردن
1344,glauben::V,шүтх,باور کردن
1345,glauben::V,шүтх,عقیده داشتن
1346,glauben::V,нәәлх,باور کردن
1347,glauben::V,нәәлх,عقیده داشتن
1348,bemerken::V,темдглх,متوجه شدن
1349,erkennen::V,таньх,شناختن
1350,erkennen::V,таньх,تشخیص دادن
1351,erkennen::V,медх,شناختن
1352,erkennen::V,медх,تشخیص دادن
1353,begreifen::V,медх,فهمیدن
1354,begreifen::V,медх,درک کردن
1355,verstehen::V,соңсх,فهمیدن
1356,lernen::V,сурх,آموختن
1357,lernen::V,сурх,یاد گرفتن
1358,wissen::V,медх,دانستن
1359,sich erinnern an::V,санх,به یاد آوردن
1360,vergessen::V,мартх,فراموش کردن
1361,messen::V,кемҗәлх,اندازه گرفتن
1362,zählen::V,тоолх,شمردن
1363,rechnen::V,тоолх,حساب کردن
1364,lesen::V,умшх,خواندن
1365,malen::V,зурх,نقاشی کردن
1366,zeichnen::V,зурх,کشیدن
1367,zeichnen::V,зурх,رسم کردن
1368,schreiben::V,бичх,نوشتن
1369,besitzen::V,эзлх,داشتن
1370,kaufen::V,хулдҗ авх,خریدن
1371,kaufen::V,хулдҗ авх,خرید کردن
1372,verkaufen::V,хулдх,فروختن
1373,verkaufen::V,гүүлгх,فروختن
1374,bezahlen::V,өгх,پرداختن
1375,zahlen::V,өгх,پرداخت کردن
1376,beherrschen::V,эзлх,مسلط بودن
1377,ertragen::V,даах,تحمل کردن
1378,treten::V,,لگد زدن
