,Concept_ID,av,fi
319,Anzahl::N,рикӏкӏен,lukumäärä
320,Art::N,жинс,laji
321,Stück::N,кесек,pala
322,Stück::N,кесек,kappale
323,Teil::N,пай,osa
324,Hälfte::N,бащдаб,puoli
325,Kreis::N,гор,ympyrä
326,Kreuz::N,хъанч,risti
327,Linie::N,мухъ,viiva
328,Strich::N,хӏучч,piirto
329,Abstand::N,манзил,väli
330,Abstand::N,манзил,väljyys
331,Entfernung::N,манзил,etäisyys
332,Gegend::N,рахъ,seutu
333,Platz::N,бакӏ,tila
334,Ort::N,бакӏ,kohta
335,Ort::N,бакӏ,paikka
336,Seite::N,рахъ,sivu
337,Seite::N,рахъ,kylki
338,Mitte::N,бакьулъбакӏ,keskus
339,Mitte::N,бакьулъбакӏ,puoliväli
340,Gegenstand::N,жо,kalu
341,Gegenstand::N,жо,esine
342,Sache::N,жо,asia
343,Rand::N,мицӏир,ääri
344,Rand::N,мицӏир,syrjä
345,Kante::N,рагӏал,särmä
346,Kante::N,рагӏа-ракьан,särmä
347,Ecke::N,цили,nurkka
348,Spitze::N,тӏогь,terä
349,Spitze::N,тӏогь,kärki
350,Ende::N,кӏал,pää
351,Ende::N,кӏал,perä
352,Loch::N,каратӏ,kolo
353,Loch::N,каратӏ,reikä
354,Muster::N,накъиш,kuvio
355,Größe::N,кӏодо́лъи,koko
356,Größe::N,кӏодо́лъи,suuruus
357,Länge::N,халалъи,pituus
358,Höhe::N,борхалъи,korkeus
359,Gewicht::N,бакӏлъи,paino
360,Haufen::N,гъуни,kasa
361,Reihe::N,ирга́,rivi
362,Boot::N,раса,vene
363,Ruder::N,раххан,airo
364,Schlitten::N,чанагъ,reki
365,Schlitten::N,чанагъ,kelkka
366,Ski::N,лыжаби,suksi
367,Lagerfeuer::N,цӏа,nuotio
368,Last::N,бакӏлъи,kuorma
369,Gang::N,хьвади,kulku
370,Gang::N,хьвади,käynti
371,Gang::N,хьвада-чӏвади,kulku
372,Gang::N,хьвада-чӏвади,käynti
373,Schritt::N,гали,askel
374,Norden::N,шимал,pohjoinen
375,Süden::N,юг,etelä
376,Süden::N,къибла,etelä
377,Westen::N,гъарб,länsi
378,Westen::N,магъриб,länsi
379,Osten::N,шаркъ,itä
380,Osten::N,машрикъ,itä
381,Holz::N,цӏул,puu
382,Brett::N,хъарщи,lauta
383,Platte::N,къоно,levy
384,Stange::N,гӏер,tanko
385,Stock::N,тӏил,keppi
386,Stab::N,гӏер,sauva
387,Stab::N,гӏер,seiväs
388,Rohr::N,турба,putki
389,Haus::N,ригь,talo
390,Haus::N,рукъзал,talo
391,Heim::N,рукъ,koti
392,Ofen::N,печь,uuni
393,Fußboden::N,чӏабар,lattia
394,Tisch::N,стол,pöytä
395,Stuhl::N,бакӏу,tuoli
396,Wiege::N,кини,kehto
397,Bett::N,кровать,sänky
398,Regal::N,хъарщи,hylly
399,Kiste::N,ящик,arkku
400,Kiste::N,ящик,kirstu
401,Kiste::N,ящик,laatikko
402,Kiste::N,тӏалагъуд,arkku
403,Kiste::N,тӏалагъуд,kirstu
404,Kiste::N,тӏалагъуд,laatikko
405,Fenster::N,гордо,ikkuna
406,Tür::N,нуцӏа,ovi
407,Tor::N,каву,portti
408,Zaun::N,раци,aita
409,Dach::N,тӏох,katto
410,Leiter::N,мали,tikkaat
411,Leiter::N,мали,tikapuut
412,Besen::N,жул,luuta
413,Spaten::N,бел,lapio
414,Schaufel::N,раххан,lapio
415,Gabel::N,гӏучӏ,haarukka
416,Löffel::N,гъуд,lusikka
417,Messer::N,нус,veitsi
418,Nagel::N,магӏ,naula
419,Netz::N,гьин,verkko
420,Haken::N,гъанцӏа,haka
421,Haken::N,гъанцӏа,koukku
422,Griff::N,гӏоркь,ripa
423,Griff::N,гӏоркь,kahva
424,Schloss::N,кӏулал,lukko
425,Bild::N,сурат,kuva
426,Puppe::N,нани,nukke
427,Beutel::N,таргьа,pussi
428,Bündel::N,къай,nippu
429,Bündel::N,къай,kimppu
430,Tasche::N,сумка,laukku
431,Tasche::N,къвачӏа,laukku
432,Eimer::N,ведро,sanko
433,Eimer::N,ведро,ämpäri
434,Deckel::N,тӏалъел,kansi
435,Deckel::N,дадитӏалъел,kansi
436,Geschirr::N,цӏарагӏ,astia
437,Sack::N,хъап,säkki
438,Sack::N,къандалъо,säkki
439,Tasse::N,чашка,kuppi
440,Topf::N,хьаг,pata
441,Kessel::N,хьаг,kattila
442,Kessel::N,гереги,kattila
443,Essen::N,тӏагӏам,syönti
444,Nahrung::N,квен,ruoka
445,Nahrung::N,квен,ravinto
446,Speise::N,квен,ruoka
447,Fleisch::N,гьан,liha
448,Getreide::N,бугӏа-ролъ,vilja
449,Getreide::N,могьолабл_культураби,vilja
450,Brei::N,карщ,puuro
451,Brot::N,чед,leipä
452,Scheibe::N,мочӏу,viipale
453,Fett::N,беэнлъи,rasva
454,Butter::N,нах,voi
455,Öl::N,нах,öljy
456,Salz::N,цӏам,suola
457,Suppe::N,чурпа,keitto
458,Honig::N,гьоцӏо,hunaja
459,Milch::N,рахь,maito
460,Tee::N,чай,tee
461,Leder::N,тӏом,nahka
462,Wolle::N,квас,villa
463,Stoff::N,ххам,kangas
464,Nadel::N,рокӏкӏен,neula
465,Faden::N,кун,lanka
466,Knopf::N,маргъал,nappi
467,Knoten::N,гарацӏ,solmu
468,Farbe::N,релъен,maali
469,Kleidung::N,ретӏел,vaatteet
470,Hemd::N,гурде,paita
471,Kragen::N,габур,kaulus
472,Ärmel::N,къвал,hiha
473,Hose::N,тӏажу,housut
474,Gürtel::N,рачел,vyö
475,Mütze::N,тӏагъур,lakki
476,Stiefel::N,этек,saapas
477,Stiefel::N,чакма,saapas
478,Ring::N,баргъич,sormus
479,Band::N,лента,nauha
480,Kamm::N,гьоркьо,kampa
481,Spiegel::N,матӏу,peili
482,Riemen::N,рижу,hihna
483,Decke::N,одея́ло,peite
484,Kissen::N,къандалъо,tyyny
485,Kissen::N,къандалъо,pielus
486,Tuch::N,квархьи,huivi
487,Handtuch::N,беркӏалрацӏцӏ,pyyheliina
488,Kraft::N,гуч,väki
489,Kraft::N,гуч,voima
490,Kraft::N,къуват,väki
491,Kraft::N,къуват,voima
492,Stärke::N,хӏалкӏвей,vahvuus
493,Gesundheit::N,сахлъи́,terveys
494,Krankheit::N,унти,tauti
495,Krankheit::N,унти,sairaus
496,Krankheit::N,щокълъи,tauti
497,Krankheit::N,щокълъи,sairaus
498,Schmerz::N,унти,kipu
499,Schmerz::N,унти,särky
500,Wunde::N,ругъун,haava
501,Fieber::N,цӏа-кан,kuume
502,Arznei::N,дару,lääke
503,Brücke::N,кьо,silta
504,Brunnen::N,гъуй,kaivo
505,Weide::N,рицӏцӏ,laidun
506,Weide::N,лъичӏирма,laidun
507,Weide::N,гӏурдаллъи,laidun
508,Weide::N,ри́цӏигъветӏ,laidun
509,Weide::N,рицӏцӏигъветӏ,laidun
510,Pfad::N,сухъмахъ,polku
511,Weg::N,нух,tie
512,Straße::N,нух,katu
513,Dorf::N,росу,kylä
514,Stadt::N,шагьар,kaupunki
515,Brief::N,кагъат,kirje
516,Brief::N,рисалат,kirje
517,Buch::N,тӏехь,kirja
518,Buchstabe::N,хӏарп,kirjain
519,Zeitung::N,газет,lehti
520,Zeitung::N,газет,sanomalehti
521,Leben::N,яшав,elo
522,Leben::N,яшав,elämä
523,Tod::N,хвел,kuolema
524,Grab::N,хоб,hauta
525,Kirche::N,килиса,kirkko
526,Sünde::N,хӏакъ,synti
527,Sünde::N,мунагь,synti
528,Gott::N,бичас,jumala
529,Gott::N,аллагь,jumala
530,Arbeiter::N,хӏалтӏухъан,työläinen
531,Chef::N,хӏаким,päällikkö
532,Chef::N,начальник,päällikkö
533,Meister::N,устар,mestari
534,Meister::N,мастер,mestari
535,Meister::N,махщалилав,mestari
536,Arzt::N,жайрахӏ,lääkäri
537,Lehrer::N,мугӏалим,opettaja
538,Geld::N,гӏарац,raha
539,Laden::N,тукен,puoti
540,Laden::N,тукен,kauppa
541,Preis::N,багьа,hinta
542,Ware::N,къайи,tavara
543,Nutzen::N,мунпагӏат,hyöty
544,Reichtum::N,бечелъи,rikkaus
545,Welt::N,дуниял,maailma
546,Land::N,улка,maa
547,Land::N,икълим,maa
548,Staat::N,пачалихъ,valtio
549,König::N,пача,kuningas
550,König::N,малик,kuningas
551,König::N,къирал,kuningas
552,König::N,падишагь,kuningas
553,Macht::N,кверщел,mahti
554,Grenze::N,гӏорхъи,raja
555,Krieg::N,рагъ,sota
556,Feind::N,тушман,vihollinen
557,Gewalt::N,зулму,väkivalta
558,Kampf::N,къеркьей,taistelu
559,Bogen[Waffe]::N,газаргъо,jousi
560,Pfeil::N,чӏор,nuoli
561,Gewehr::N,туманкӏ,kivääri
562,Fehler::N,гъалатӏ,vika
563,Fehler::N,гъалатӏ,virhe
564,Lüge::N,гьереси,valhe
565,Schaden::N,зиян,vaurio
566,Schaden::N,зиян,vahinko
567,Schaden::N,зарал,vaurio
568,Schaden::N,зарал,vahinko
569,Unglück::N,балагь,vahinko
570,Unglück::N,балагь,onnettomuus
571,Schuld::N,гӏайиб,syy
572,Alter::N,гӏумру,ikä
573,Schluss::N,ахир,loppu
574,Zeit::N,заман,aika
575,Tag::N,къо,päivä
576,Morgen::N,радалмех,aamu
577,Morgen::N,радалмех,huomen
578,Mittag::N,къадемех,keskipäivä
579,Abend::N,релъедамех,ilta
580,Nacht::N,сордо,yö
581,Woche::N,анкь,viikko
582,Monat::N,моцӏ,kuukausi
583,Jahr::N,сон,vuosi
584,Jahr::N,лъагӏел,vuosi
585,Frühling::N,их,kevät
586,Sommer::N,рии,kesä
587,Herbst::N,хасалихълъи,syksy
588,Winter::N,кьин,talvi
589,Januar::N,январь,tammikuu
590,Februar::N,февра́ль,helmikuu
591,März::N,март,maaliskuu
592,April::N,апрель,huhtikuu
593,Mai::N,май,toukokuu
594,Juni::N,июнь,kesäkuu
595,Juli::N,июль,heinäkuu
596,August::N,август,elokuu
597,September::N,сентябрь,syyskuu
598,Oktober::N,октябрь,lokakuu
599,November::N,ноябрь,marraskuu
600,Dezember::N,декабрь,joulukuu
601,Montag::N,итни,maanantai
602,Dienstag::N,талат,tiistai
603,Mittwoch::N,арбагӏ,keskiviikko
604,Donnerstag::N,хамиз,torstai
605,Freitag::N,рузман,perjantai
606,Samstag::N,щамат,lauantai
607,Sonntag::N,гьатӏан,sunnuntai
608,groß::A,кӏудияб,iso
609,groß::A,кӏудияб,suuri
610,klein::A,гьитӏинаб,pieni
611,lang::A,халатаб,pitkä
612,kurz::A,къокъаб,lyhyt
613,breit::A,гӏебаб,leveä
614,schmal::A,къваридаб,kapea
615,dicht::A,ризаб,taaja
616,dick[Gegenstand]::A,бицатаб,paksu
617,dünn::A,тӏеренаб,ohut
618,fein::A,тӏеренаб,hieno
619,fest::A,къвакӏараб,luja
620,flach::A,чӏепараб,litteä
621,flach::A,чӏепараб,tasainen
622,glatt::A,цӏвакараб,sileä
623,glatt::A,цӏвакараб,siloinen
624,hart::A,кьварараб,kova
625,weich::A,тамахаб,pehmeä
626,rund::A,гургинаб,pyöreä
627,spitz::A,бегӏераб,terävä
628,scharf::A,рекӏараб,terävä
629,stumpf::A,тӏехӏараб,tylsä
630,stumpf::A,рекӏинчӏеб,tylsä
631,schwer::A,бакӏаб,raskas
632,schwer::A,бакӏаб,painava
633,schön::A,берцинаб,kaunis
634,heiß::A,лагьараб,kuuma
635,warm::A,хинаб,lämmin
636,kalt::A,квачараб,kylmä
637,kalt::A,квачараб,viluinen
638,kühl::A,квачараб,viileä
639,frisch::A,цӏияб,tuore
640,feucht::A,рагьараб,kostea
641,nass::A,би́ччараб,märkä
642,trocken::A,бакъвараб,kuiva
643,leer::A,чӏобогояб,tyhjä
644,offen::A,рагьараб,avonainen
645,geschlossen::A,рахараб-къараб,suljettu
646,sauber::A,бацӏцӏадаб,puhdas
647,schmutzig::A,гъизараб,likainen
648,roh::A,хамаб,raaka
649,roh::A,гӏатӏгояб,raaka
650,reif::A,барщараб,kypsä
651,lecker::A,тӏагӏамаб,herkullinen
652,süß::A,гьуинаб,makea
653,bitter::A,кьогӏаб,karvas
654,bitter::A,кьогӏаб,kitkerä
655,sauer::A,цӏекӏаб,hapan
656,hell::A,канаб,kirkas
657,hell::A,канаб,valoisa
658,dunkel::A,бецӏаб,pimeä
659,schwarz::A,чӏегӏераб,musta
660,weiß::A,хъахӏаб,valkea
661,rot::A,багӏараб,punainen
662,gelb::A,гӏобилаб,keltainen
663,gelb::A,тӏогьилаб,keltainen
664,blau::A,хъахӏилаб,sininen
665,grün::A,гӏурччинаб,vihreä
666,grau::A,накӏкӏуяб,harmaa
667,bunt::A,къвекӏаб,kirjava
668,bunt::A,чара-гъараб,kirjava
669,billig::A,учузаб,halpa
670,billig::A,учузаб,huokea
671,teuer::A,хири́яб,kallis
672,wertvoll::A,къиматаб,arvokas
673,blind::A,беццаб,sokea
674,taub::A,гъугъаб,kuuro
675,kräftig::A,гучаб,väkevä
676,kräftig::A,гучаб,voimakas
677,stark::A,къуватаб,vahva
678,schwach::A,гӏажизаб,heikko
679,fett::A,кьарияб,lihava
680,schlank::A,чергесаб,hoikka
681,schlank::A,чергесаб,solakka
682,hübsch::A,гьайбатаб,soma
683,hübsch::A,гьайбатаб,sievä
684,böse::A,ракӏквешаб,paha
685,böse::A,ракӏквешаб,häijy
686,dumm::A,гьагаб,tyhmä
687,dumm::A,гьагаб,typerä
688,dumm::A,гӏантаб,tyhmä
689,dumm::A,гӏантаб,typerä
690,faul::A,кӏохӏалаб,laiska
691,faul::A,кӏухӏа́лаб,laiska
692,fleißig::A,хӏаракатаб,ahkera
693,geizig::A,къарумаб,saita
694,klug::A,лумияб,älykäs
695,geschickt::A,махщел бугев,taitava
696,lieb::A,гӏазизаб,rakas
697,lustig::A,кепаб,hauska
698,lustig::A,кепаб,iloinen
699,sanft::A,хӏалимаб,lauha
700,sanft::A,хӏалимаб,lempeä
701,sanft::A,хӏере́наб,lauha
702,sanft::A,хӏере́наб,lempeä
703,hungrig::A,бакъараб,nälkäinen
704,krank::A,щокъаб,sairas
705,krank::A,унтараб,sairas
706,nackt::A,гӏицӏаб,alaston
707,nackt::A,чӏанкӏараб,alaston
708,traurig::A,пашманаб,surullinen
709,traurig::A,пашманаб,murheellinen
710,lebendig::A,чӏагояб,elävä
711,gut::A,лъикӏаб,hyvä
712,schlecht::A,къадараб,paha
713,schlecht::A,къадараб,huono
714,richtig::A,битӏараб,oikea
715,schlimm::A,нажасаб,paha
716,schlimm::A,къабихӏаб,paha
717,wahr::A,хӏакъаб,tosi
718,wahr::A,битӏараб,tosi
719,alt::A,басрияб,vanha
720,neu::A,цӏияб,uusi
721,ehemalig::A,цебе́госеб,entinen
722,ehemalig::A,цебе́госеб,muinainen
723,alt[Lebewesen]::A,хераб,vanha
724,jung::A,тӏинчӏаб,nuori
725,jung::A,гӏолохъанаб,nuori
726,arm::A,пакъираб,köyhä
727,reich::A,бечедаб,rikas
728,bekannt::A,лъалеб,tuttu
729,bekannt::A,лъалеб,tunnettu
730,berühmt::A,машгьураб,kuuluisa
731,fremd::A,чияр,vieras
732,verschieden::A,батӏи-батӏияб,eri
733,verschieden::A,батӏи-батӏияб,erilainen
734,nah::A,гӏагарда бугеб,läheinen
735,fern::A,рикӏкӏадаб,etäinen
736,linker::A,квегӏаб,vasen
737,rechter::A,кваранаб,oikea
738,anderer::A,батӏияб,muu
739,anderer::A,батӏияб,toinen
740,erster::A,тӏоцебесеб,ensimmäinen
741,zweiter::A,кӏиабилеб,toinen
742,dritter::A,лъабабилеб,kolmas
743,letzter::A,ахирисеб,viimeinen
744,allein::ADV,ялгъузго,yksin
745,auf einmal::ADV,цихӏинтӏаго,yhdellä kertaa
746,zusammen::ADV,цойида,yhdessä
747,plötzlich::ADV,цойидасанго,äkkiä
