,Concept_ID,vep,bg
95,Licht::N,vauktuz,светлина
96,Schatten::N,pil'vez,сянка
97,Schatten::N,kuvahaine,сянка
98,Wetter::N,sä,време
99,Nebel::N,sumeg,мъгла
100,Wolke::N,pil'v,облак
101,Regen::N,vihm,дъжд
102,Schnee::N,lumi,сняг
103,Eis::N,jä,лед
104,Frost::N,hala,мраз
105,Frost::N,pakaine,мраз
106,Kälte::N,vilu,студ
107,Hitze::N,räk,жега
108,Hitze::N,räk,горещина
109,Raureif::N,hüde,скреж
110,Raureif::N,hüde,слана
111,Regenbogen::N,jumalanbembel',дъга
112,Donner::N,juru,гръм
113,Donner::N,jumalanjuru,гръм
114,Strömung::N,joksmuz,течение
115,Tropfen::N,tilkuine,капка
116,Schaum::N,vaht,пяна
117,Schmutz::N,redu,кал
118,Schmutz::N,redu,мръсотия
119,Schmutz::N,pačak,кал
120,Schmutz::N,pačak,мръсотия
121,See::N,järv,езеро
122,Sumpf::N,so,блато
123,Moor::N,so,мочурище
124,Wiese::N,nit,ливада
125,Wald::N,mec,гора
126,Hügel::N,kukaz,рид
127,Hügel::N,kukaz,хълм
128,Anhöhe::N,kukaz,могила
129,Anhöhe::N,kukaz,възвишение
130,Berg::N,mägi,планина
131,Gipfel::N,ladv,връх
132,Höhle::N,mägionduz,пещера
133,Abhang::N,paute,склон
134,Abhang::N,paute,стръмнина
135,Quelle::N,lähte,извор
136,Bach::N,oja,поток
137,Fluss::N,jogi,река
138,Ufer::N,rand,бряг
139,Küste::N,randišt,бряг
140,Küste::N,randišt,крайбрежие
141,Festland::N,kuivma,суша
142,Meer::N,meri,море
143,Bucht::N,laht,залив
144,Insel::N,sar',остров
145,Blume::N,änik,цвете
146,Gras::N,hein,трева
147,Wurzel::N,jur',корен
148,Baum::N,pu,дърво
149,Stamm::N,tüvi,стъбло
150,Rinde::N,kor',кора
151,Ast::N,oks,клон
152,Zweig::N,oks,клон
153,Zweig::N,barb,клон
154,Blatt::N,lehtez,лист
155,Birke::N,koiv,бреза
156,Kiefer[Baum]::N,pedai,бор
157,Weide[Baum]::N,raid,върба
158,Tanne::N,kuz',ела
159,Horn::N,sar'v,рог
160,Feder::N,höuneh,перо
161,Fell::N,nahk,кожа
162,Flügel::N,suug,крило
163,Klaue::N,künz',нокът
164,Kralle::N,künz',нокът
165,Schwanz::N,händ,опашка
166,Ei::N,muna,яйце
167,Nest::N,peza,гнездо
168,Bau::N,uru,дупка
169,Tier::N,živat,животно
170,Herde::N,kogo,стадо
171,Kuh::N,lehm,крава
172,Bulle::N,härg,бик
173,Pferd::N,hebo,кон
174,Schaf::N,lambaz,овца
175,Schwein::N,siga,свиня
176,Hund::N,koir,куче
177,Katze::N,kaži,котка
178,Bär::N,kondi,мечка
179,Eichhörnchen::N,orav,катерица
180,Elch::N,hirb',лос
181,Fuchs::N,reboi,лисица
182,Hase::N,jäniš,заек
183,Maus::N,hir',мишка
184,Wolf::N,händikaz,вълк
185,Vogel::N,lind,птица
186,Schwarm::N,parveh,рой
187,Schwarm::N,parveh,рояк
188,Huhn::N,kana,кокошка
189,Hahn::N,kukoi,петел
190,Gans::N,hanh',гъска
191,Adler::N,orl,орел
192,Ente::N,sorz,патица
193,Eule::N,hir'pulo,сова
194,Kranich::N,kurg,жерав
195,Krähe::N,variš,врана
196,Kuckuck::N,kägi,кукувица
197,Schwan::N,joucen,лебед
198,Fisch::N,kala,риба
199,Barsch::N,ahven,костур
200,Hecht::N,haug',щука
201,Schlange[Tier]::N,kü,змия
202,Schlange[Tier]::N,mado,змия
203,Wurm::N,mado,червей
204,Spinne::N,hämähouk,паяк
205,Ameise::N,murahaine,мравка
206,Laus::N,täi,въшка
207,Mücke::N,säs'k,комар
208,Fliege::N,kärbhaine,муха
209,Schmetterling::N,lipkaine,пеперуда
210,Beere::N,marj,плод
211,Apfel::N,jablok,ябълка
212,Pilz::N,sen',гъба
213,Pilz::N,babuk,гъба
214,Zwiebel::N,lauk,лук
215,Zwiebel::N,lauk,кромид
216,Saat::N,semned,семе
217,Korn::N,jüvä,зърно
218,Korn::N,vill',зърно
219,Heu::N,hein,сено
220,Schale::N,kor',кора
221,Grube::N,kop,яма
222,Grube::N,kop,дупка
223,Falle::N,rida,примка
224,Schlinge::N,rihm,клуп
225,Spur::N,jäl'g,диря
226,Spur::N,jäl'g,следа
227,Asche::N,tuhk,пепел
228,Dreck::N,redu,кал
229,Dreck::N,pačak,кал
230,Eisen::N,raud,желязо
231,Gold::N,kuld,злато
232,Silber::N,hobed,сребро
233,Kohle::N,hil',въглища
234,Glas::N,stökol,стъкло
235,Lehm::N,savi,глина
236,Sand::N,lete,пясък
237,Mensch::N,mez',човек
238,Mensch::N,ristit,човек
239,Mann::N,mez',мъж
240,Frau::N,naine,жена
241,Kind::N,laps',дете
242,Junge::N,poig,момче
243,Junge::N,prihaine,момче
244,Mädchen::N,neičukaine,момиче
245,Familie::N,kanz,фамилия
246,Familie::N,kanz,семейство
247,Familie::N,pereh,фамилия
248,Familie::N,pereh,семейство
249,Großvater::N,ded,дядо
250,Großmutter::N,bab,баба
251,Eltern::N,vanhembad,родители
252,Eltern::N,kazvatajad,родители
253,Vater::N,tat,баща
254,Mutter::N,mam,майка
255,Sohn::N,poig,син
256,Tochter::N,tütär,дъщеря
257,Bruder::N,veik,брат
258,Bruder::N,vell',брат
259,Schwester::N,čiža,сестра
260,Schwester::N,sizar,сестра
261,Onkel::N,däd',чичо
262,Onkel::N,däd',вуйчо
263,Tante::N,tädi,леля
264,Ehemann::N,mužik,съпруг
265,Ehefrau::N,ak,съпруга
266,Freude::N,ilo,радост
267,Freude::N,ihastuz,радост
268,Gelächter::N,nagr,смях
269,Glück::N,oza,щастие
270,Kummer::N,gor'a,тъга
271,Wunsch::N,taht,желание
272,Lust::N,himo,желание
273,Geist::N,heng,дух
274,Gedanke::N,meletuz,мисъл
275,Gedächtnis::N,mušt,памет
276,Verstand::N,mel',ум
277,Verstand::N,mel',разум
278,Sinn::N,jüvä,смисъл
279,Grund::N,sü,причина
280,Wahrheit::N,tozi,правда
281,Gespräch::N,lodu,разговор
282,Gespräch::N,pagin,разговор
283,Märchen::N,sarn,приказка
284,Erzählung::N,sanutez,разказ
285,Nachricht::N,tedotuz,вест
286,Nachricht::N,tedotuz,известие
287,Neuigkeit::N,uzištuz,новина
288,Name::N,nimi,име
289,Rätsel::N,ozoitez,гатанка
290,Rede::N,pagin,реч
291,Rede::N,pagin,слово
292,Rede::N,sanad,реч
293,Rede::N,sanad,слово
294,Sprache::N,kel',език
295,Stimme::N,än',глас
296,Wort::N,sana,дума
297,Zeichen::N,znam,знак
298,Ruf::N,kida,зов
299,Ruf::N,kucund,зов
300,Lärm::N,judu,шум
301,Lärm::N,judu,глъчка
302,Laut::N,kulund,звук
303,Ton::N,kulund,тон
304,Lied::N,pajo,песен
305,Ruhe::N,lebu,тишина
306,Ruhe::N,lebu,спокойствие
307,Leute::N,rahvaz,хора
308,Volk::N,rahvaz,народ
309,Arbeit::N,tö,труд
310,Arbeit::N,tö,работа
311,Arbeit::N,rad,труд
312,Arbeit::N,rad,работа
313,Gast::N,adiv,гост
314,Geschenk::N,lahj,дар
315,Geschenk::N,lahj,подарък
316,Spiel::N,vänd,игра
317,Gesellschaft::N,sebr,общество
318,Hilfe::N,abu,помощ
319,Freund::N,sebranik,приятел
320,Kamerad::N,sebranik,другар
321,Angelegenheit::N,azj,работа
322,Anzahl::N,lugu,брой
323,Anzahl::N,lugu,количество
324,Art::N,rod,вид
325,Art::N,rodsugu,вид
326,Stück::N,pala,къс
327,Stück::N,pala,парче
328,Stück::N,supal,къс
329,Stück::N,supal,парче
330,Teil::N,pala,дял
331,Teil::N,pala,част
332,Hälfte::N,pol',половина
333,Kreis::N,ümbruz,кръг
334,Kreis::N,kehkruz,кръг
335,Kreuz::N,rist,кръст
336,Linie::N,pird,черта
337,Strich::N,pird,щрих
338,Strich::N,pird,черта
339,Abstand::N,keskust,дистанция
340,Abstand::N,keskust,разстояние
341,Entfernung::N,matk,разстояние
342,Gegend::N,taho,местност
343,Platz::N,avaruz',място
344,Ort::N,koht,място
345,Seite::N,pol',страна
346,Seite::N,kül'g,страна
347,Mitte::N,kesk,среда
348,Gegenstand::N,kalu,предмет
349,Sache::N,azj,вещ
350,Rand::N,röun,ръб
351,Kante::N,röun,ръб
352,Kante::N,röun,кант
353,Ecke::N,saum,ъгъл
354,Spitze::N,agjaine,връх
355,Spitze::N,agjaine,острие
356,Ende::N,agj,край
357,Loch::N,reig,дупка
358,Winkel::N,čoga,кът
359,Winkel::N,čoga,ъгъл
360,Winkel::N,saum,кът
361,Winkel::N,saum,ъгъл
362,Muster::N,kirjam,десен
363,Muster::N,kirjam,образец
364,Größe::N,suruz',големина
365,Länge::N,piduz,дължина
366,Höhe::N,korktuz',висота
367,Höhe::N,korktuz',височина
368,Gewicht::N,jügu,тегло
369,Gewicht::N,jügu,тежест
370,Gewicht::N,vedäduz,тегло
371,Gewicht::N,vedäduz,тежест
372,Menge::N,äjüz',количество
373,Haufen::N,kogo,куп
374,Haufen::N,kogo,грамада
375,Reihe::N,rivi,ред
376,Reihe::N,rivi,редица
377,Boot::N,veneh,лодка
378,Ruder::N,air,весло
379,Ruder::N,air,гребло
380,Schlitten::N,regi,шейна
381,Schlitten::N,regut,шейна
382,Ski::N,suks',ски
383,Lagerfeuer::N,nodj,огнище
384,Lagerfeuer::N,pažag,огнище
385,Last::N,jüguz,товар
386,Gang::N,astund,ход
387,Gang::N,astund,вървеж
388,Schritt::N,hašk,стъпка
389,Norden::N,pohjoine,север
390,Süden::N,suvi,юг
391,Westen::N,päivlaskm,запад
392,Osten::N,päivnouzm,изток
393,Holz::N,pu,дърво
394,Brett::N,laud,дъска
395,Platte::N,keitim,
396,Stütze::N,tugi,
397,Stange::N,arz',прът
398,Stange::N,arz',върлина
399,Stock::N,kalu,прът
400,Stock::N,kalu,тояга
401,Stab::N,seibaz,прът
402,Rohr::N,torv,цев
403,Rohr::N,torv,тръба
404,Haus::N,pert',къща
405,Heim::N,kodi,дом
406,Ofen::N,päč,печка
407,Fußboden::N,lava,под
408,Tisch::N,laud,маса
409,Tisch::N,stal'c,маса
410,Stuhl::N,ištim,стол
411,Wiege::N,kätte,люлка
412,Bett::N,sija,легло
413,Bett::N,sija,креват
414,Bett::N,magaduzsija,легло
415,Bett::N,magaduzsija,креват
416,Regal::N,palič,рафт
417,Regal::N,palič,етажерка
418,Kiste::N,mülütim,кутия
419,Kiste::N,mülütim,сандък
420,Fenster::N,ikun,прозорец
421,Tür::N,uks',врата
422,Tor::N,verai,врата
423,Zaun::N,aid,ограда
424,Dach::N,katuz,покрив
425,Leiter::N,pordhad,стълба
426,Besen::N,lud,метла
427,Besen::N,vast,метла
428,Spaten::N,labid,лопата
429,Schaufel::N,labid,лопата
430,Gabel::N,hangoine,вилица
431,Löffel::N,luzik,лъжица
432,Messer::N,veič,нож
433,Nagel::N,nagl,гвоздей
434,Netz::N,verk,мрежа
435,Haken::N,kouk,кука
436,Haken::N,kouk,закачалка
437,Griff::N,kägä,ръчка
438,Griff::N,kägä,дръжка
439,Griff::N,varz',ръчка
440,Griff::N,varz',дръжка
441,Schloss::N,lukkol,брава
442,Schloss::N,lukkol,ключалка
443,Bild::N,kuva,картина
444,Figur::N,figur,фигура
445,Puppe::N,tätüine,кукла
446,Beutel::N,havad,кесия
447,Bündel::N,toppaz,връзка
448,Bündel::N,käč,връзка
449,Tasche::N,sumk,чанта
450,Eimer::N,vädr,кофа
451,Deckel::N,katuz,капак
452,Deckel::N,katuz,похлупак
453,Geschirr::N,astii,съдове
454,Sack::N,havad,чувал
455,Tasse::N,čašk,чаша
456,Topf::N,pada,гърне
457,Topf::N,pada,тенджера
458,Kessel::N,katil,котел
459,Essen::N,sönd,ядене
460,Nahrung::N,söm,храна
461,Speise::N,sömine,ястие
462,Fleisch::N,liha,месо
463,Getreide::N,vill',зърнено храни
464,Brei::N,pudr,каша
465,Brot::N,leib,хляб
466,Scheibe::N,bibaleh,резен
467,Scheibe::N,šlik,резен
468,Fett::N,razv,мазнина
469,Butter::N,voi,масло
470,Öl::N,voi,олио
471,Öl::N,voi,оливия
472,Salz::N,sol,сол
473,Suppe::N,lem',супа
474,Suppe::N,keitoz,супа
475,Honig::N,mezi,мед
476,Milch::N,maid,мляко
477,Tee::N,čai,чай
478,Leder::N,nahk,кожа
479,Wolle::N,vill,вълна
480,Stoff::N,kangaz,плат
481,Stoff::N,kangaz,материал
482,Nadel::N,negl,игла
483,Faden::N,nit',конец
484,Knopf::N,nübl',копче
485,Knoten::N,sol'm,възел
486,Farbe::N,muju,боя
487,Kleidung::N,sobad,дрехи
488,Kleidung::N,sobad,облекло
489,Hemd::N,paid,риза
490,Kragen::N,kagluz,яка
491,Ärmel::N,hijam,ръкав
492,Hose::N,štanad,панталони
493,Gürtel::N,vö,пояс
494,Gürtel::N,vö,колан
495,Mütze::N,šapuk,каскет
496,Mütze::N,šapuk,фуражка
497,Schuh::N,keng',обувка
498,Stiefel::N,sapug,ботуш
499,Ring::N,rengaz,пръстен
500,Band::N,lentaine,лента
501,Band::N,lentaine,връзка
502,Kamm::N,suga,гребен
503,Spiegel::N,zerkol,огледало
504,Riemen::N,vö,каиш
505,Riemen::N,vö,ремък
506,Schnur::N,nor,връв
507,Leine::N,talutimnor,връв
508,Leine::N,talutimnor,въже
509,Decke::N,sijakatuz,покривка
510,Kissen::N,pöluz,възглавница
511,Tuch::N,paik,сукно
512,Handtuch::N,käzipaik,пешкир
513,Handtuch::N,käzipaik,кърпа за лице
514,Kraft::N,vägi,мощ
515,Kraft::N,vägi,сила
516,Stärke::N,vahvuz',сила
517,Gesundheit::N,tervhuz,здраве
518,Krankheit::N,läžund,болест
519,Schmerz::N,kibu,болка
520,Wunde::N,čapatez,рана
521,Fieber::N,säru,треска
522,Fieber::N,säru,температура
523,Arznei::N,zel'l',лек
524,Arznei::N,zel'l',лекарство
525,Brücke::N,sild,мост
526,Brunnen::N,kaiv,чешма
527,Brunnen::N,kaiv,кладенец
528,Weide::N,omaluine,паша
529,Weide::N,omaluine,пасище
530,Pfad::N,tehut,пътека
531,Weg::N,te,път
532,Straße::N,te,шосе
533,Dorf::N,külä,село
534,Stadt::N,lidn,град
535,Brief::N,kirjeine,писмо
536,Buch::N,kirj,книга
537,Buchstabe::N,kirjam,буква
538,Zeitung::N,lehtez,вестник
539,Leben::N,elo,живот
540,Tod::N,surm,смърт
541,Grab::N,kaum,гроб
542,Kirche::N,jumalanpert',църква
543,Sünde::N,grähk,грях
544,Gott::N,jumal,бог
545,Arbeiter::N,radnik,работник
546,Chef::N,pämez',шеф
547,Chef::N,pämez',началник
548,Meister::N,mastar,майстор
549,Arzt::N,lekar',лекар
550,Lehrer::N,opendai,учител
551,Geld::N,rahad,пари
552,Geschäft::N,biznes,сделка
553,Laden::N,lauk,дюкян
554,Laden::N,lauk,магазин
555,Preis::N,arv,цена
556,Ware::N,tavar,стока
557,Nutzen::N,liža,полза
558,Nutzen::N,liža,облага
559,Reichtum::N,kodielo,богатство
560,Reichtum::N,kal'huz',богатство
561,Welt::N,mail'm,свят
562,Land::N,ma,страна
563,Staat::N,valdkund,щат
564,Staat::N,valdkund,държава
565,König::N,kunigaz,крал
566,Macht::N,vald,мощ
567,Macht::N,vald,власт
568,Grenze::N,röun,граница
569,Krieg::N,soda,война
570,Feind::N,vihanik,враг
571,Feind::N,vihanik,неприятел
572,Feind::N,vastustai,враг
573,Feind::N,vastustai,неприятел
574,Gewalt::N,vägivald,сила
575,Gewalt::N,vägivald,насилие
576,Kampf::N,tora,борба
577,Kampf::N,tora,сражение
578,Bogen[Waffe]::N,taug,лък
579,Pfeil::N,nol,стрела
580,Gewehr::N,oružj,пушка
581,Fehler::N,viga,грешка
582,Lüge::N,kelastuz,лъжа
583,Schaden::N,pahuz',повреда
584,Unglück::N,bed,нещастие
585,Unglück::N,gor'a,нещастие
586,Schuld::N,värhuz',вина
587,Alter::N,igä,възраст
588,Schluss::N,lop,край
589,Zeit::N,aig,време
590,Tag::N,päiv,ден
591,Morgen::N,homendez,утро
592,Morgen::N,homendez,сутрин
593,Mittag::N,keskpäiv,обед
594,Mittag::N,keskpäiv,пладне
595,Abend::N,eht,вечер
596,Nacht::N,ö,нощ
597,Woche::N,nedal',седмица
598,Monat::N,ku,месец
599,Jahr::N,voz',година
600,Frühling::N,keväz',пролет
601,Sommer::N,keza,лято
602,Herbst::N,sügüz',есен
603,Winter::N,tal'v,зима
604,Januar::N,viluku,януари
605,Februar::N,uhoku,февруари
606,März::N,keväz'ku,март
607,April::N,sulaku,април
608,Mai::N,semendku,май
609,Juni::N,kezaku,юни
610,Juli::N,heinku,юли
611,August::N,eloku,август
612,September::N,sügüz'ku,септември
613,Oktober::N,reduku,октомври
614,November::N,kül'mku,ноември
615,Dezember::N,tal'vku,декември
616,Montag::N,ezmärg,понеделник
617,Dienstag::N,tožnarg,вторник
618,Mittwoch::N,koumanz'päiv,сряда
619,Donnerstag::N,nellänz'päiv,четвъртък
620,Freitag::N,pätnič,петък
621,Freitag::N,videnz'päiv,петък
622,Samstag::N,sobat,събота
623,Sonntag::N,pühäpäiv,неделя
624,groß::A,sur',едър
625,groß::A,sur',голям
626,groß::A,järed,едър
627,groß::A,järed,голям
628,klein::A,pen',малък
629,klein::A,pen',дребен
630,klein::A,pičuine,малък
631,klein::A,pičuine,дребен
632,lang::A,pit'k,дълъг
633,kurz::A,lühüd,къс
634,breit::A,leved,широк
635,schmal::A,kaid,тесен
636,dicht::A,tihed,гъст
637,dick[Gegenstand]::A,paks,дебел
638,dünn::A,hoik,тънък
639,fein::A,hen,фин
640,fein::A,hen,тънък
641,fest::A,luja,твърд
642,fest::A,luja,плътен
643,fest::A,ninev,твърд
644,fest::A,ninev,плътен
645,flach::A,lapak,равен
646,flach::A,lapak,плосък
647,glatt::A,siled,гладък
648,hart::A,kova,твърд
649,hart::A,kova,корав
650,weich::A,pehmed,мек
651,rund::A,kehker,кръгъл
652,spitz::A,nügu,островръх
653,spitz::A,terav,островръх
654,scharf::A,terav,остър
655,stumpf::A,tül'c,тъп
656,schwer::A,jüged,тежък
657,schön::A,čoma,хубав
658,schön::A,čoma,красив
659,heiß::A,räk,жарък
660,warm::A,läm',топъл
661,kalt::A,vilu,студен
662,kühl::A,raibak,хладен
663,kühl::A,viluhk,хладен
664,frisch::A,lahed,свеж
665,feucht::A,neps,влажен
666,feucht::A,toreh,влажен
667,nass::A,märg,мокър
668,trocken::A,kuiv,сух
669,voll::A,täuz',пълен
670,leer::A,joudai,празен
671,offen::A,avoin,откровен
672,offen::A,avol'jaine,откровен
673,geschlossen::A,saubaline,закрит
674,geschlossen::A,saubaline,затворен
675,sauber::A,puhtaz,чист
676,schmutzig::A,redukaz,мръсен
677,roh::A,rohk,суров
678,roh::A,toreh,суров
679,reif::A,küps,зрял
680,lecker::A,magukaz,вкусен
681,süß::A,maged,сладък
682,bitter::A,karged,горчив
683,sauer::A,muiged,кисел
684,hell::A,kirkas,ясен
685,hell::A,kirkas,светъл
686,hell::A,valgei,ясен
687,hell::A,valgei,светъл
688,dunkel::A,pimed,тъмен
689,schwarz::A,must,черен
690,weiß::A,vauged,бял
691,rot::A,rusked,червен
692,gelb::A,pakuine,жълт
693,blau::A,sinine,син
694,grün::A,vihand,зелен
695,grau::A,hahk,сив
696,bunt::A,kirjav,шарен
697,bunt::A,kirjav,пъстър
698,billig::A,odav,евтин
699,teuer::A,kalliž,скъп
700,wertvoll::A,arvokas,ценен
701,blind::A,soged,сляп
702,taub::A,kurdiž,глух
703,kräftig::A,vägev,силен
704,stark::A,vahv,здрав
705,stark::A,vahv,силен
706,stark::A,vägekaz,здрав
707,stark::A,vägekaz,силен
708,schwach::A,väll',слаб
709,fett::A,razvakaz,тлъст
710,schlank::A,kapos,тънък
711,schlank::A,kapos,строен
712,hübsch::A,čoma,хубав
713,böse::A,äred,зъл
714,böse::A,käred,зъл
715,dumm::A,el'getoi,глупав
716,faul::A,lašk,ленив
717,faul::A,lašk,мързелив
718,fleißig::A,radonnavedii,прилежен
719,geizig::A,ažlak,скъпернически
720,klug::A,melev,умен
721,klug::A,melev,разумен
722,klug::A,melekaz,умен
723,klug::A,melekaz,разумен
724,geschickt::A,mahtokaz,умел
725,geschickt::A,mahtokaz,сръчен
726,lieb::A,izo,мил
727,lieb::A,izo,драг
728,lieb::A,sula,мил
729,lieb::A,sula,драг
730,lustig::A,ilokaz,весел
731,sanft::A,laskav,нежен
732,sanft::A,laskav,кротък
733,hungrig::A,näl'ghine,гладен
734,krank::A,läžui,болен
735,nackt::A,alastoi,гол
736,traurig::A,opalahine,тъжен
737,traurig::A,opalahine,печален
738,lebendig::A,eläb,жив
739,gut::A,hüvä,добър
740,schlecht::A,huba,лош
741,richtig::A,oiged,правилен
742,schlimm::A,paha,лош
743,wahr::A,todesine,верен
744,wahr::A,todesine,истински
745,alt::A,vanh,стар
746,alt::A,vanh,древен
747,neu::A,uz',нов
748,ehemalig::A,edeline,бивш
749,alt[Lebewesen]::A,ravaz,стар
750,jung::A,nor',млад
751,arm::A,gol'l',беден
752,reich::A,elokaz,богат
753,bekannt::A,tutab,познат
754,bekannt::A,tutab,известен
755,berühmt::A,tetab,почут
756,berühmt::A,tetab,известен
757,fremd::A,veraz,чужд
758,verschieden::A,erazvuitte,разен
759,verschieden::A,erazvuitte,различен
760,nah::A,läheline,близък
761,fern::A,edahaine,далечен
762,linker::A,hura,ляв
763,rechter::A,oiged,прав
764,anderer::A,toine,друг
765,erster::A,ezmäine,пръв
766,erster::A,ezmäine,първи
767,zweiter::A,toine,втори
768,dritter::A,koumanz',трети
769,letzter::A,jäl'gmäine,последен
770,allein::ADV,üksnäze,само
771,auf einmal::ADV,ühten aigan,същевременно
772,zusammen::ADV,ühtes,заедно
773,lange::ADV,hätken,дълго
774,plötzlich::ADV,äkkid,изведнъж
775,sofort::ADV,kerdalaz,веднага
776,später::ADV,möhemba,по-късно
777,jetzt::ADV,nügüd',сега
778,heute::ADV,tämbei,днес
779,morgen::ADV,homen,утре
780,bald::ADV,pigai,скоро
781,dann::ADV,sid',после
782,dann::ADV,sid',тогава
783,gestern::ADV,eglai,вчера
784,einst::ADV,ende,някога
785,einst::ADV,kerdan,някога
786,damals::ADV,siloi,тогава
787,danach::ADV,sid',после
788,danach::ADV,sid',след това
789,vorher::ADV,ende,преди
790,vorher::ADV,ende,преди това
791,zuerst::ADV,ezmäi,най-напред
792,einmal::ADV,kerdan,веднъж
793,einmal::ADV,kerdan,един път
794,manchmal::ADV,erašti,понякога
795,oft::ADV,paksus,често
796,immer::ADV,kaiken,винаги
797,niemals::ADV,ei nikonz,никога
798,hier::ADV,täs,тук
799,hier::ADV,täs,тука
800,hier::ADV,tägä,тук
801,hier::ADV,tägä,тука
802,hierhin::ADV,tänna,насам
803,von hier::ADV,täspäi,оттук
804,von hier::ADV,täspäi,оттука
805,von hier::ADV,sid'päi,оттук
806,von hier::ADV,sid'päi,оттука
807,dort::ADV,sigä,там
808,dorthin::ADV,sinna,натам
809,dorthin::ADV,sinna,нататък
810,dorthin::ADV,nakkale,натам
811,dorthin::ADV,nakkale,нататък
812,geradeaus::ADV,kohtha,направо
813,vorwärts::ADV,edehe,напред
814,rückwärts::ADV,sel'gin,назад
815,zurück::ADV,tagaze,обратно
816,unten::ADV,alahan,долу
817,hinab::ADV,alaz,надолу
818,hinab::ADV,alahaks,надолу
819,oben::ADV,ülähän,горе
820,hinauf::ADV,ülez,нагоре
821,hinauf::ADV,ülähäks,нагоре
822,überall::ADV,kaikjal,навсякъде
823,nicht::ADV,ei,не
824,ein wenig::ADV,vähän,малко
825,kaum::ADV,habi,едва
826,kaum::ADV,habi,едвам
827,sehr::ADV,lujas,много
828,sehr::ADV,lujas,твърде
829,so::ADV,muga,тъй
830,so::ADV,muga,така
831,so::ADV,ninga,тъй
832,so::ADV,ninga,така
833,noch::ADV,völ,още
834,nur::ADV,järg,само
835,nur::ADV,vaiše,само
836,schon::ADV,jo,вече
837,wieder::ADV,möst,пак
838,wieder::ADV,möst,отново
839,vergebens::ADV,uhtei,напразно
840,vor::PRP,edes,пред
841,hinter::PRP,taga,зад
842,unter::PRP,al,под
843,durch::PRP,läbi,през
844,durch::PRP,kal't,през
845,neben::PRP,rindal,до
846,neben::PRP,rindal,при
847,zwischen::PRP,keskes,между
848,zwischen::PRP,keskes,помежду
849,wegen::PRP,tagut,заради
850,dies::PRN,nece,този
851,das::PRN,se,туй
852,das::PRN,se,това
853,alles::PRN,kaik,всичко
