,Concept_ID,hu,bn
725,dorthin::ADV,oda,ওখানে
726,geradeaus::ADV,egyenesen,অগ্রগামী
727,vorwärts::ADV,előre,সন্মুখিকে
728,rückwärts::ADV,hátrafelé,খিরিয়া
729,zurück::ADV,hátra,পিঠ
730,zurück::ADV,vissza,পিঠ
731,unten::ADV,alul,নীচে
732,hinab::ADV,le,নিম্নগামী
733,hinab::ADV,lefelé,নিম্নগামী
734,oben::ADV,fenn,উপরে
735,oben::ADV,felül,উপরে
736,hinauf::ADV,fel,উচ্চতর অংশে
737,hinauf::ADV,felfelé,উচ্চতর অংশে
738,überall::ADV,mindenütt,সর্বত্র
739,nicht::ADV,nem,না
740,ein wenig::ADV,egy kicsit,অল্প
741,kaum::ADV,alig,কষ্টসহকাবে
742,sehr::ADV,nagyon,খুব
743,so::ADV,úgy,তত
744,noch::ADV,még,এখন পর্যস্ত
745,nur::ADV,csak,শুধু
746,nur::ADV,csupán,শুধু
747,schon::ADV,már,ইতঃপুর্বে
748,wieder::ADV,ismét,আবার
749,wieder::ADV,megint,আবার
750,vergebens::ADV,hiába,বিফলে
751,vor::PRP,előtt,সম্মুখে
752,hinter::PRP,mögött,পশ্চাতে
753,unter::PRP,alatt,নীচে
754,durch::PRP,át,দ্বারা
755,durch::PRP,keresztül,দ্বারা
756,neben::PRP,mellett,কাছে
757,zwischen::PRP,között,মধ্যে
758,wegen::PRP,miatt,জন্য
759,wegen::PRP,végett,জন্য
760,dies::PRN,ez,এটা
761,das::PRN,az,ওটা
762,alles::PRN,minden,সব
763,ich::PRN,én,আমি
764,du::PRN,te,তুমি
765,er::PRN,ő,উনি
766,wir::PRN,mi,আমরা
767,ihr::PRN,ti,তোমরা
768,sie::PRN,ők,তারা
769,was::FPRN,mi,কি
770,wer::FPRN,ki,কে
771,wo::FADV,hol,কোথায়
772,wohin::FADV,hova,কোথায়
773,wie::FADV,hogy,কেমন
774,wie::FADV,hogyan,কেমন
775,warum::FADV,miért,কেন
776,wieviel::FNUM,hány,কত
777,wieviel::FNUM,mennyi,কত
778,eins::NUM,egy,অক
779,zwei::NUM,kettő,দুই
780,drei::NUM,három,তিন
781,vier::NUM,négy,চার
782,fünf::NUM,öt,পাঁচ
783,sechs::NUM,hat,ছয়
784,sieben::NUM,hét,সাত
785,acht::NUM,nyolc,আট
786,neun::NUM,kilenc,নয়
787,zehn::NUM,tíz,দশ
788,elf::NUM,tizenegy,এগারো
789,zwölf::NUM,tizenkettő,দ্বাদশ
790,zwanzig::NUM,húsz,বিশ
791,dreißig::NUM,harminc,ত্রিশ
792,vierzig::NUM,negyven,চল্লিশ
793,fünfzig::NUM,ötven,পঞ্চাশ
794,sechzig::NUM,hatvan,ষাট
795,siebzig::NUM,hetven,সত্তর
796,achtzig::NUM,nyolcvan,আশি
797,neunzig::NUM,kilencven,নব্বুই
798,hundert::NUM,száz,শত
799,tausend::NUM,ezer,হাজার
800,und::CNJ,és,আর
801,und::CNJ,és,এবং
802,und::CNJ,meg,আর
803,und::CNJ,meg,এবং
804,oder::CNJ,vagy,বা
805,stehen::V,áll,দাঁড়ানো
806,sitzen::V,ül,বসা
807,liegen::V,fekszik,শোয়া
808,hängen::V,függ,ঝোলা
809,werden::V,lesz,হইয়া উঠা
810,passieren::V,történik,ঘটা
811,beginnen::V,kezdődik,আরম্ভ হওয়া
812,enden::V,végződik,শেষ হওয়া
813,enden::V,befejeződik,শেষ হওয়া
814,wechseln::V,változik,রূপাস্তর করা
815,aufgehen[Sonne]::V,kel,উদিত হওয়া
816,untergehen[Sonne]::V,lemegy,অস্ত যাওয়া
817,scheinen[Sonne]::V,süt,আলো দেওয়া
818,donnern::V,dörög,বজ্রধ্বনি করা
819,wehen::V,fúj,প্রবাহিত হওয়া
820,strömen::V,áramlik,প্রবাহিত হওয়া
821,fließen::V,folyik,ছুটা
822,sich drehen::V,forog,পাক খাওয়া
823,schwanken::V,inog,দোলা
824,schwanken::V,ingadozik,দোলা
825,schwingen::V,leng,দোলা
826,fallen::V,esik,পড়া
827,brennen::V,ég,সেঁকা
828,rauchen::V,füstöl,ধোঁয়া ছড়ান
829,regnen::V,esik,বর্ষণ_করা
830,gefrieren::V,megfagy,হিমায়িত হওয়া
831,tauen::V,olvad,গলা
832,schmelzen::V,olvad,গলা
833,schmelzen::V,elolvad,গলা
834,trocknen::V,szárad,শুষ্ক করা
835,sieden::V,forr,ফোঁড়া
836,faulen::V,rothad,ক্ষয় হওয়া
837,verfaulen::V,elrothad,ক্ষয় হওয়া 
838,verfaulen::V,megrothad,ক্ষয় হওয়া 
839,reißen::V,szakad,ছিঁড়া
840,versinken::V,süllyed,ডুবা
841,versinken::V,elsüllyed,ডুবা
842,vergehen::V,múlik,যাওয়া
843,vergehen::V,elmúlik,যাওয়া
844,erscheinen::V,feltűnik,আসা
845,erscheinen::V,megjelenik,আসা
846,verschwinden::V,letűnik,অদৃশ্য হওয়া
847,sinken::V,süllyed,হ্রাস হওয়া
848,abnehmen::V,apad,হ্রাস হওয়া
849,abnehmen::V,csökken,হ্রাস হওয়া
850,zunehmen::V,növekszik,বৃদ্ধি পাওয়া
851,zunehmen::V,gyarapszik,বৃদ্ধি পাওয়া
852,steigen::V,emelkedik,ওঠা
853,wachsen::V,nő,বড় হওয়া
854,wachsen::V,terem,বড় হওয়া
855,wachsen::V,növekszik,বড় হওয়া
856,glänzen::V,ragyog,জ্বলা
857,glänzen::V,fénylik,জ্বলা
858,funkeln::V,csillog,জ্বল্জ্বল করা
859,funkeln::V,tündöklik,জ্বল্জ্বল করা
860,lärmen::V,lármázik,
861,läuten::V,cseng,রুসুঝুসু করা
862,klingeln::V,csenget,বাজা
863,klirren::V,csörömpöl,টুংটাং-শব্দ করা
864,brausen::V,zúg,গর্জন করা
865,brausen::V,morajlik,গর্জন করা
866,rauschen::V,zúg,মর্মরধ্বনি করা
867,klingen::V,hangzik,শব্দ করা
868,bellen::V,ugat,ঘেউ ঘেউ করা
869,heulen::V,bőg,গর্জন করা
870,heulen::V,üvölt,গর্জন করা
871,blasen::V,fúj,ফুঁ দেওয়া
872,pfeifen::V,fütyül,শিস্ দেওয়া
873,schreien::V,kiált,চিৎকার করা
874,schreien::V,kiabál,চিৎকার করা
875,stöhnen::V,nyög,গোঁ-গো করা
876,zittern::V,remeg,কাঁপা
877,zittern::V,reszket,কাঁপা
878,leben::V,él,বাঁচা
879,geboren werden::V,születik,জন্মানো
880,atmen::V,lélegzik,শ্বাস ফেলা
881,trinken::V,iszik,পান করা
882,essen::V,eszik,ভক্ষণ করা
883,schlucken::V,nyel,গেলা
884,müde werden::V,elfárad,পরিশ্রান্ত হওয়া
885,müde werden::V,kifárad,পরিশ্রান্ত হওয়া
886,einschlafen::V,elalszik,নিদ্রামগ্ন হওয়া
887,schlafen::V,alszik,নিদ্রা যাওয়া
888,aufwachen::V,felébred,জাগা
889,aufstehen::V,felkel,জাগা
890,sich erholen::V,pihen,আরাম করা
891,krank werden::V,megbetegedik,অসুস্থ হত্তয়া
892,krank werden::V,belebetegszik,অসুস্থ হত্তয়া
893,krank sein::V,betegeskedik,রূগ্ণ হত্তয়া
894,schmerzen::V,fáj,কন্কন করা
895,husten::V,köhög,কাশা
896,genesen::V,meggyógyul,আরোগ্য হওয়া
897,sterben::V,hal,মারা যাওয়া
898,umkommen::V,elpusztul,মারা যাওয়া
899,sich bewegen::V,mozog,চলা
900,sich rühren::V,mozdul,নড়া
901,sich erheben::V,feláll,উদিত হওয়া
902,sich erheben::V,felemelkedik,উদিত হওয়া
903,sich setzen::V,ül,বসা
904,sich setzen::V,leül,বসা
905,hinfallen::V,bukik,পড়া
906,hinfallen::V,elesik,পড়া
907,laufen::V,jár,হাঁটা
908,schreiten::V,lép,হাঁটা
909,spazierengehen::V,sétál,পায়চারি করা
910,eilen::V,siet,ত্বরাম্বিত করা
911,sich beeilen::V,siet,ত্বরাম্বিত করা
912,sausen::V,robog,ধেয়ে যাওয়া
913,rennen::V,fut,চলা
914,rennen::V,szalad,চলা
915,springen::V,ugrik,লাফানো
916,klettern::V,kúszik,আরোহণ করা
917,schaukeln::V,hintázik,দোলা
918,kriechen::V,kúszik,হামাগুড়ি দেওয়া
919,schwimmen::V,úszik,সাঁতার কাটা
920,tauchen::V,merül,ডোবা
921,rudern::V,evez,দাঁড় টানা
922,fahren::V,jár,চালান
923,fahren::V,megy,চালান
924,fahren::V,utazik,চালান
925,fliegen::V,száll,ওড়া
926,gehen::V,megy,যাওয়া
927,weggehen::V,elmegy,প্রস্থান করা
928,abfahren::V,indul,প্রস্থান করা
929,anhalten::V,megáll,থামা
930,hineingehen::V,bemegy,ঢোকা
931,eintreten::V,belép,ঢোকা
932,kommen::V,jön,আসা
933,ankommen::V,érkezik,আসা
934,ankommen::V,megérkezik,আসা
935,zurückkommen::V,visszajön,ফিরা
936,bleiben::V,marad,থাকা
937,bleiben::V,megmarad,থাকা
938,warten::V,vár,অপেক্ষা করা
939,warten::V,várakozik,অপেক্ষা করা
940,erwarten::V,vár,অপেক্ষা করা
941,erwarten::V,megvár,অপেক্ষা করা
942,suchen::V,kutat,খোঁজ করা
943,finden::V,talál,পাওয়া
944,versuchen::V,megpróbál,পরখ করা
945,versuchen::V,megkísérel,পরখ করা
946,vorbereiten::V,előkészít,প্রস্তুত করা
947,lieben::V,szeret,ভালবাসা
948,mögen::V,szeret,পছন্দ করা
949,lachen::V,nevet,হাসা
950,rühren::V,mozdít,হৃদয়ম্পর্শ করা
951,weinen::V,sír,কাঁদা
952,schimpfen::V,szid,নালিশ করা
953,schimpfen::V,szitkozódik,নালিশ করা
954,sich ärgern::V,mérgelődik,রাগ হত্তয়া
955,sich ärgern::V,bosszankodik,রাগ হত্তয়া
956,sich fürchten::V,fél,ভয় করা
957,sich fürchten::V,retteg,ভয় করা
958,fürchten::V,fél,ডরা
959,fliehen::V,menekül,পালানো
960,flüchten::V,elmenekül,পালানো
961,sehen::V,néz,দেখা
962,anschauen::V,megnéz,দেখা
963,ansehen::V,néz,দেখা
964,ansehen::V,ránéz,দেখা
965,ansehen::V,megnéz,দেখা
966,hören::V,hall,শোনা
967,zuhören::V,hallgat,শোনা
968,zuhören::V,meghallgat,শোনা
969,probieren::V,kóstol,পরখ করা
970,probieren::V,megkóstol,পরখ করা
971,riechen::V,szagol,শুঁকা
972,fühlen::V,érez,অনুভব করা
973,scheinen::V,tűnik,মনে হত্তয়া
974,scheinen::V,látszik,মনে হত্তয়া
975,zu sehen sein::V,mutatkozik,দেখা দেত্তয়া
976,vernehmen::V,hall,শোনা
977,frieren::V,fázik,শীত লাগা
978,tun::V,csinál,করা
979,tun::V,cselekszik,করা
980,können::V,tud,পারা
981,wollen::V,akar,ইচ্ছা করা
982,anfangen::V,kezd,আরম্ভ করা
983,beenden::V,befejez,শেষ করা
984,aufhören::V,megszűnik,থামা
985,gelingen::V,sikerül,সিদ্ধিলাভ করা
986,geraten::V,kerül,পরিণত হত্তয়া
987,geraten::V,jut,পরিণত হত্তয়া
988,öffnen::V,nyit,খোলা
989,öffnen::V,kinyit,খোলা
990,schließen::V,csuk,বন্ধ করা
991,schließen::V,becsuk,বন্ধ করা
992,stellen::V,állít,স্থাপন করা
993,stellen::V,helyez,স্থাপন করা
994,setzen::V,ültet,স্থাপন করা
995,setzen::V,helyez,স্থাপন করা
996,legen::V,tesz,স্থাপন করা
997,legen::V,fektet,স্থাপন করা
998,berühren::V,érint,স্পর্শ করা
999,verbinden::V,beköt,সংযুক্ত করা
1000,verbinden::V,összeköt,সংযুক্ত করা
1001,bedecken::V,betakar,ঢাকা
1002,bedecken::V,beborít,ঢাকা
1003,aufhängen::V,felakaszt,ঝুলানো
1004,anzünden::V,gyújt,জ্বালান
1005,anzünden::V,meggyújt,জ্বালান
1006,aufheben::V,felemel,কুড়াইয়া তোলা
1007,zurücklassen::V,hátrahagy,পরিত্যাগ করা
1008,verlieren::V,veszít,হারান
1009,verlieren::V,elveszít,হারান
1010,fallen lassen::V,elejt,ফেলা
1011,machen::V,tesz,গঠন করা
1012,machen::V,csinál,গঠন করা
1013,herstellen::V,gyárt,সৃষ্টি করা
1014,herstellen::V,előállít,সৃষ্টি করা
1015,bauen::V,épít,নির্মাণ করা
1016,reparieren::V,javít,মেরামত করা
1017,reparieren::V,kijavít,মেরামত করা
1018,reparieren::V,megjavít,মেরামত করা
1019,verbessern::V,megjavít,উন্নতিলাভ করা
1020,ändern::V,változtat,পরিবর্তিত করা
1021,ändern::V,megváltoztat,পরিবর্তিত করা
1022,graben::V,ás,খনন করা
1023,beugen::V,meghajt,নোয়া
1024,biegen::V,hajlít,নোয়া
1025,drehen::V,forgat,ঘোরান
1026,wenden::V,fordít,উলটাইয়া দেত্তয়া
1027,wenden::V,megfordít,উলটাইয়া দেত্তয়া
1028,umdrehen::V,megfordít,উলটানো
1029,umdrehen::V,megforgat,উলটানো
1030,heben::V,emel,উত্তোলন করা
1031,hochheben::V,felemel,উঁচু করা
1032,ergreifen::V,megfog,দখল করা
1033,halten::V,tart,ধরা
1034,drücken::V,nyom,টেপা
1035,drücken::V,megnyom,টেপা
1036,schieben::V,tol,ঠেলা
1037,kratzen::V,vakar,চাঁচা
1038,lecken::V,nyal,চাটা
1039,beißen::V,harap,দংশন করা
1040,abreißen::V,letép,বিচ্ছিন্ন করা
1041,abschneiden::V,levág,বিচ্ছিন্ন করা
1042,binden::V,köt,বন্ধন করা
1043,binden::V,kötöz,বন্ধন করা
1044,stecken::V,dug,বিদ্ধ করা
1045,brechen::V,tör,ভাঙা
1046,brechen::V,eltör,ভাঙা
1047,klopfen::V,kopogtat,আঘাত করা
1048,hauen::V,vág,আঘাত করা
1049,hauen::V,levág,আঘাত করা
1050,kleben::V,tapaszt,সাঁটা
1051,reiben::V,dörzsöl,ঘষা
1052,reiben::V,súrol,ঘষা
1053,streichen::V,simít,ছড়াইয়া
1054,schleifen::V,fen,ধার দেওয়া
1055,schleifen::V,csiszol,ধার দেওয়া
1056,schleifen::V,köszörül,ধার দেওয়া
1057,schneiden::V,vág,কাটা
1058,schneiden::V,szel,কাটা
1059,schneiden::V,metsz,কাটা
1060,rütteln::V,ráz,নাড়ান
1061,schütteln::V,ráz,নড়া
1062,schütteln::V,megráz,নড়া
1063,schwenken::V,lóbál,দোলা
1064,schwenken::V,lobogtat,দোলা
1065,schütten::V,önt,বর্ষণ করা
1066,füllen::V,tölt,পরিপূর্ণ করা
1067,füllen::V,megtölt,পরিপূর্ণ করা
1068,einwickeln::V,becsavar,মুড়া
1069,tragen::V,hord,বহন করা
1070,schleppen::V,vonszol,টানা
1071,ziehen::V,húz,টানা
1072,aufbewahren::V,megőriz,রাখা
1073,werfen::V,dob,ছুড়া
1074,werfen::V,hajít,ছুড়া
1075,fangen::V,fog,লোফা
1076,packen::V,megragad,ধরা
1077,verstecken::V,eldug,গোপন করা
1078,verstecken::V,elrejt,গোপন করা
1079,teilen::V,oszt,বিভক্ত করা
1080,teilen::V,megoszt,বিভক্ত করা
1081,schicken::V,küld,প্রেরণ করা
1082,bringen::V,hoz,আনা
1083,bringen::V,visz,আনা
1084,hinzufügen::V,hozzáad,একত্র করা
1085,bekommen::V,kap,পাওয়া
1086,bekommen::V,megkap,পাওয়া
1087,erhalten::V,kap,পাওয়া
1088,erhalten::V,megkap,পাওয়া
1089,nehmen::V,vesz,নেওয়া
1090,wählen::V,választ,বাছা
1091,auswählen::V,kiválaszt,বাছা
1092,bewahren::V,megtart,বাঁচাইয়া রাখা
1093,behindern::V,akadályoz,বাধা দেওয়া
1094,behindern::V,gátol,বাধা দেওয়া
1095,verderben::V,elront,নষ্ট করা
1096,beschädigen::V,rongál,ক্ষতি করা
1097,zerbrechen::V,eltör,ভাঙ্গিয়া যাওয়া
1098,zerbrechen::V,széttör,ভাঙ্গিয়া যাওয়া
1099,zerbrechen::V,kettétör,ভাঙ্গিয়া যাওয়া
1100,zerreißen::V,eltép,ছিঁড়া
1101,zerreißen::V,széttép,ছিঁড়া
1102,zerstören::V,elpusztít,বিনাশ করা
1103,verbrennen::V,éget,দহন করা
1104,verbrennen::V,eléget,দহন করা
1105,geben::V,ad,দেওয়া
1106,reichen::V,nyújt,দেওয়া
1107,schenken::V,ajándékoz,উপহার দেত্তয়া
1108,versprechen::V,ígér,প্রতিশ্রুতি দেওয়া
1109,wünschen::V,kíván,আকাঙ্ক্ষা করা
1110,loben::V,dicsér,প্রশংসা করা
1111,küssen::V,csókol,চুম্বন করা
1112,wiegen::V,ringat,দুলানো
1113,zudecken::V,betakar,ঢাকা
1114,wecken::V,kelt,জাগানো
1115,wecken::V,ébreszt,জাগানো
1116,zeigen::V,mutat,দেখানো
1117,führen::V,visz,পথ দেখানো
1118,führen::V,vezet,পথ দেখানো
1119,lehren::V,tanít,শেখানো
1120,unterrichten::V,tanít,শিক্ষা দেওয়া
1121,aufziehen::V,felnevel,পালন করা
1122,leiten::V,vezet,পরিচালনা করা
1123,leiten::V,vezérel,পরিচালনা করা
1124,antreiben::V,hajt,চালনা করা
1125,lassen::V,-tat,অনুমতি দেওয়া
1126,lassen::V,-at,অনুমতি দেওয়া
1127,einladen::V,meghív,নিমন্ত্রণ করা
1128,vereinigen::V,egyesít,এক করা
1129,besuchen::V,látogat,দেখিতে যাওয়া
1130,treffen::V,talál,সন্মুখীন হওয়া
1131,sich versammeln::V,gyülekezik,জড়ো হওয়া
1132,sich versammeln::V,összegyűlik,জড়ো হওয়া
1133,spielen::V,játszik,খেলা
1134,singen::V,énekel,গাওয়া
1135,tanzen::V,táncol,নাচা
1136,sich trennen::V,elválik,পৃথক করা
1137,verlassen::V,elhagy,পরিত্যাগ করা
1138,retten::V,ment,উদ্ধার করা
1139,bewachen::V,őriz,পাহারা দেওয়া
1140,schützen::V,óv,রক্ষা করা
1141,schützen::V,véd,রক্ষা করা
1142,verteidigen::V,véd,রক্ষা করা
1143,sich schlagen::V,verekszik,লড়াই করা
1144,schießen::V,lő,তীরবেগে ছোটা
1145,siegen::V,győz,জেতা
1146,ärgern::V,bosszant,বিরক্ত করা
1147,schlagen::V,üt,আঘাত করা
1148,schlagen::V,ver,আঘাত করা
1149,treten::V,rúg,লাথি মারা
1150,stechen::V,döf,দংশন করা
1151,stechen::V,szúr,দংশন করা
1152,stoßen::V,lök,ঠেলা
1153,stehlen::V,lop,অপহরণ করা
1154,stören::V,zavar,ঘাঁটান
1155,belästigen::V,zaklat,বিরক্ত করা
1156,verbergen::V,rejt,গোপন করা
1157,verbergen::V,elrejt,গোপন করা
1158,täuschen::V,megtéveszt,প্রবঞ্চনা করা
1159,betrügen::V,csal,প্রতারণা করা
1160,töten::V,öl,হত্যা করা
1161,wohnen::V,lakik,বাস করা
1162,arbeiten::V,dolgozik,কাজ করা
1163,sammeln::V,szed,সংগ্রহ করা
1164,sammeln::V,gyűjt,সংগ্রহ করা
1165,pflücken::V,szed,চয়ন করা
1166,jagen::V,vadászik,শিকার করা
1167,fischen::V,halászik,মাছ ধরা
1168,fassen::V,fog,ধরা
1169,hüten::V,őriz,যুথভুক্ত করা
1170,hüten::V,legeltet,যুথভুক্ত করা
1171,treiben::V,hajt,চালনা করা
1172,anbinden::V,köt,বন্ধন করা
1173,füttern::V,etet,ভোজন করানো
1174,melken::V,fej,দুগ্ধ দোহন করা
1175,hacken::V,vág,কাটা
1176,gießen::V,öntöz,বর্ষণ করা
1177,reifen::V,érik,পাকা
1178,zubereiten::V,elkészít,রন্ধন করা
1179,kochen::V,főz,রন্ধন করা
1180,backen::V,süt,সেকা
1181,braten::V,süt,ভাজা
1182,umrühren::V,megkever,নড়ানো
1183,stricken::V,köt,বোনা
1184,nähen::V,varr,সেলাই করা
1185,färben::V,fest,রঞ্জিত করা
1186,reinigen::V,tisztít,পরিষ্কার করা
1187,waschen::V,mos,পরিষ্কার করা
1188,abwischen::V,letöröl,মুছা
1189,spülen::V,mosogat,পরিষ্কার করা
1190,fegen::V,söpör,ঝাঁট দেওয়া
1191,kehren::V,söpör,ঝাঁট দেওয়া
1192,baden::V,fürdik,অবগাহন করা
1193,sich waschen::V,mosdik,ধোয়া
1194,sich waschen::V,mosakszik,ধোয়া
1195,ausziehen::V,levesz,খুলা
1196,anziehen::V,felölt,গায়ে দেত্তয়া
1197,anziehen::V,felvesz,গায়ে দেত্তয়া
1198,sich anziehen::V,öltözik,পোশাক পরা
1199,sich anziehen::V,felöltözik,পোশাক পরা
1200,kämmen::V,fésül,আঁচড়ানো
1201,schmücken::V,díszít,সাজান করা
1202,sagen::V,mond,উচ্চারণ করা
1203,sprechen::V,beszél,বলা
1204,reden::V,beszél,আলাপ করা
1205,sich unterhalten::V,beszélget,আড্ডা দেওয়া
1206,fragen::V,kérdez,জিজ্ঞাসা করা
1207,bitten::V,kér,প্রার্থনা করা
1208,erzählen::V,mesél,বর্ণনা করা
1209,erzählen::V,elbeszél,বর্ণনা করা
1210,mitteilen::V,közöl,বলা
1211,nennen::V,hív,নাম দেওয়া
1212,nennen::V,nevez,নাম দেওয়া
1213,rufen::V,hív,আমন্ত্রণ করা
1214,prahlen::V,dicsekszik,বড়াই করা
1215,übersetzen::V,fordít,ভাষাস্তরিত করা
1216,denken::V,gondol,ভাবা
1217,glauben::V,hisz,বিশ্বাস করা
1218,bemerken::V,észrevesz,লক্ষ্য করা
1219,erkennen::V,ráismer,চিনিতে পারা
1220,erkennen::V,felismer,চিনিতে পারা
1221,begreifen::V,felfog,উপলব্ধি করা
1222,verstehen::V,ért,উপলব্ধি করা
1223,verstehen::V,megért,উপলব্ধি করা
1224,lernen::V,tanul,শেখা
1225,lernen::V,megtanul,শেখা
1226,wissen::V,tud,জানা
1227,sich erinnern an::V,emlékszik,মনে করা
1228,vergessen::V,felejt,বিস্মৃত হওয়া
1229,vergessen::V,elfelejt,বিস্মৃত হওয়া
1230,messen::V,mér,মাপা
1231,messen::V,megmér,মাপা
1232,zählen::V,számol,গণনা করা
1233,zählen::V,megszámol,গণনা করা
1234,rechnen::V,számít,হিসাব করা
1235,lesen::V,olvas,পাঠ করা
1236,malen::V,fest,আঁকা
1237,zeichnen::V,rajzol,ছকা
1238,schreiben::V,ír,লেখা
1239,besitzen::V,birtokol,অধিকার করা
1240,kaufen::V,vesz,ক্রয় করা
1241,kaufen::V,megvesz,ক্রয় করা
1242,verkaufen::V,elad,বেচা
1243,bezahlen::V,fizet,প্রদান করা
1244,bezahlen::V,kifizet,প্রদান করা
1245,zahlen::V,fizet,প্রদান করা
1246,zahlen::V,megfizet,প্রদান করা
1247,beherrschen::V,ural,শাসন করা
1248,ertragen::V,elbír,বহন করা
1249,ertragen::V,elvisel,বহন করা
