,Concept_ID,,bn
93,Wiese::N,,তৃণভূমি
94,Wald::N,,বন
95,Hügel::N,,পাহাড়
96,Anhöhe::N,,টিলা
97,Berg::N,,পর্বত
98,Gipfel::N,,শীর্ষ
99,Höhle::N,,গুহা
100,Abhang::N,,ঢাল
101,Quelle::N,,উৎস
102,Bach::N,,ক্ষুদ্র নদী
103,Fluss::N,,নদী
104,Ufer::N,,উপকূল
105,Küste::N,,তীর
106,Festland::N,,ভূমি
107,Meer::N,,সমুদ্র
108,Bucht::N,,উপসাগর
109,Insel::N,,দ্বীপ
110,Blume::N,,ফুল
111,Gras::N,,ঘাস
112,Wurzel::N,,শিকড়
113,Baum::N,,গাছ
114,Stamm::N,,স্কন্ধ
115,Rinde::N,,বল্কল
116,Ast::N,,শাখা
117,Zweig::N,,ডাল
118,Blatt::N,,পর্ণ
119,Birke::N,,ভুর্জ
120,Kiefer[Baum]::N,,পাইন গাছ
121,Weide[Baum]::N,,উইলো
122,Tanne::N,,দেবদারূ গাছ
123,Horn::N,,শিং
124,Feder::N,,পালক
125,Fell::N,,রোম
126,Flügel::N,,ডানা
127,Klaue::N,,নখর
128,Kralle::N,,নখর
129,Schwanz::N,,লেজ
130,Ei::N,,ডিম
131,Nest::N,,কুলায়
132,Bau::N,,ডেরা
133,Tier::N,,জন্তু
134,Herde::N,,ঝাঁক
135,Kuh::N,,গোরু
136,Bulle::N,,বৃষ
137,Pferd::N,,ঘোড়া
138,Schaf::N,,ভেড়া
139,Schwein::N,,শূকর
140,Hund::N,,কুকুর
141,Katze::N,,বেড়াল
142,Bär::N,,ভল্লুক
143,Eichhörnchen::N,,কাঠবিড়াল
144,Elch::N,,হরিণবিশেষ
145,Fuchs::N,,পাঁতিশিয়াল
146,Hase::N,,শশক
147,Maus::N,,নেংটি ইঁদুর
148,Wolf::N,,নেকড়ে
149,Vogel::N,,পক্ষী
150,Schwarm::N,,ঝাঁক
151,Huhn::N,,মোরগ
152,Hahn::N,,কুক্কুট
153,Gans::N,,হংসী
154,Adler::N,,ইগল
155,Ente::N,,হংসী
156,Eule::N,,পেচক
157,Kranich::N,,সারস
158,Krähe::N,,কাক
159,Kuckuck::N,,কোকিল
160,Schwan::N,,মরাল
161,Fisch::N,,মাছ
162,Barsch::N,,মৎন্যবিশেষ
163,Hecht::N,,বানমাছ
164,Schlange[Tier]::N,,সর্প
165,Wurm::N,,কীট
166,Spinne::N,,মাকড়সা
167,Ameise::N,,পিপীলিকা
168,Laus::N,,উকুন
169,Mücke::N,,মশা
170,Fliege::N,,মাছি
171,Schmetterling::N,,প্রজাপতি
172,Beere::N,,বেরি
173,Apfel::N,,আপেল
174,Pilz::N,,ছত্রক
175,Zwiebel::N,,পিয়াজ
176,Saat::N,,বীজ
177,Korn::N,,শস্য
178,Heu::N,,খড়
179,Schale::N,,খোসা
180,Grube::N,,গর্ত
181,Falle::N,,ফাঁদ
182,Schlinge::N,,পাশ
183,Spur::N,,চিহ্ন
184,Asche::N,,ভস্ম
185,Dreck::N,,ময়লা
186,Eisen::N,,লোহা
187,Gold::N,,স্বর্ণ
188,Silber::N,,রৌপ্য
189,Kohle::N,,অঙ্গার
190,Glas::N,,কাচ
191,Lehm::N,,মৃত্তিকা
192,Sand::N,,বালি
193,Mensch::N,,নর
194,Mensch::N,,মানুষ
195,Mann::N,,মানুষ
196,Frau::N,,নারী
197,Kind::N,,বাচ্চা
198,Junge::N,,ছেলে
199,Mädchen::N,,মেয়ে
200,Familie::N,,পরিবার
201,Großvater::N,,মাতামহ
202,Großmutter::N,,মাতামহী
203,Eltern::N,,মাতাপিতা
204,Vater::N,,পিতা
205,Mutter::N,,মাতা
206,Sohn::N,,ছেলে
207,Tochter::N,,মেয়ে
208,Bruder::N,,দাদা
209,Schwester::N,,বোন
210,Schwester::N,,দিদি
211,Onkel::N,,মামা
212,Tante::N,,মাসী
213,Ehemann::N,,স্বামী
214,Ehefrau::N,,পত্নী
215,Freude::N,,উল্লাস
216,Gelächter::N,,হাসি
217,Glück::N,,সুখ
218,Kummer::N,,দুঃখ
219,Wunsch::N,,আকাঙ্ক্ষা
220,Lust::N,,বাসনা
221,Geist::N,,আত্না
222,Gedanke::N,,চিন্তা
223,Gedächtnis::N,,স্মরণশক্তি
224,Verstand::N,,মন
225,Sinn::N,,পদার্থ
226,Grund::N,,কারণ
227,Wahrheit::N,,সত্য
228,Gespräch::N,,কথাবার্তা
229,Märchen::N,,রূপকথা
230,Erzählung::N,,গল্প
231,Nachricht::N,,তথ্য
232,Neuigkeit::N,,খবরাখবর
233,Name::N,,নাম
234,Rätsel::N,,ধাঁধা
235,Rede::N,,বক্তৃতা
236,Sprache::N,,ভাষা
237,Stimme::N,,স্বর
238,Wort::N,,শব্দ
239,Zeichen::N,,প্রতীক
240,Ruf::N,,ডাক
241,Lärm::N,,হৈচৈ
242,Laut::N,,ধ্বনি
243,Ton::N,,স্বর
244,Lied::N,,গান
245,Ruhe::N,,শান্তি
246,Leute::N,,প্রজাপুঞ্জ
247,Volk::N,,জাতি
248,Arbeit::N,,চাকরি
249,Gast::N,,অতিথি
250,Geschenk::N,,উপহার
251,Spiel::N,,খেলা
252,Gesellschaft::N,,সঙ্গিগণ
253,Hilfe::N,,সাহায্য
254,Freund::N,,বন্ধু
255,Kamerad::N,,সঙ্গী
256,Angelegenheit::N,,বিষয়
257,Anzahl::N,,পরিমাণ
258,Art::N,,রকম
259,Stück::N,,টুকরো
260,Teil::N,,অংশ
261,Hälfte::N,,অর্ধেক
262,Kreis::N,,বৃত্ত
263,Kreuz::N,,ক্রুশ
264,Linie::N,,রেখা
265,Strich::N,,কষি
266,Abstand::N,,ফাঁক
267,Entfernung::N,,ব্যবধান
268,Gegend::N,,ক্ষেত্র
269,Platz::N,,জায়গা
270,Ort::N,,স্থান
271,Seite::N,,পার্শ্ব
272,Mitte::N,,মধ্য
273,Gegenstand::N,,জিনিস
274,Sache::N,,বস্তু
275,Rand::N,,কানা
276,Kante::N,,ধার
277,Ecke::N,,কোণ
278,Spitze::N,,ডগা
279,Ende::N,,প্রান্ত
280,Loch::N,,গর্ত
281,Winkel::N,,কোণ
282,Muster::N,,নমুন্
283,Größe::N,,আয়তন
284,Länge::N,,দৈর্ঘ্য
285,Höhe::N,,উচ্চতা
286,Gewicht::N,,ওজন
287,Menge::N,,পরিমাণ
288,Haufen::N,,পুঞ্জ
289,Reihe::N,,শ্রেণী
290,Boot::N,,নৌকা
291,Ruder::N,,দাঁড়
292,Schlitten::N,,স্নেজ্-গাড়ি
293,Ski::N,,শী
294,Lagerfeuer::N,,অগ্নি
295,Last::N,,বোঝা
296,Gang::N,,হণ্টন
297,Schritt::N,,পদ
298,Norden::N,,উত্তরদিক্
299,Süden::N,,দক্ষিণদিক
300,Westen::N,,পশ্চিমদিক্
301,Osten::N,,পূর্বদিক
302,Holz::N,,কাঠ
303,Brett::N,,তক্তা
304,Platte::N,,ফলক
305,Stütze::N,,নাগদণ্ড
306,Stange::N,,দণ্ড
307,Stock::N,,ছড়ি
308,Stab::N,,যষ্টি
309,Rohr::N,,নল
310,Haus::N,,ঘর
311,Heim::N,,বাসা
312,Ofen::N,,স্টোভ্
313,Fußboden::N,,গহতল
314,Tisch::N,,মেজ
315,Tisch::N,,টেবিল
316,Stuhl::N,,চেয়ার
317,Stuhl::N,,কেদারা
318,Wiege::N,,দোলনা
319,Bett::N,,শয্যা
320,Regal::N,,তাক
321,Kiste::N,,বাক্স
322,Fenster::N,,জানালা
323,Tür::N,,দ্বার
324,Tor::N,,দ্বার
325,Zaun::N,,বেড়া
326,Dach::N,,ছাদ
327,Leiter::N,,মই
328,Besen::N,,গুল্মবিশেষ
329,Spaten::N,,কোদাল
330,Schaufel::N,,বেলচা
331,Gabel::N,,কাঁটা
332,Löffel::N,,চামচ
333,Messer::N,,ছুরি
334,Nagel::N,,পেরেক
335,Netz::N,,জাল
336,Haken::N,,কাচি
337,Griff::N,,হাতল
338,Schloss::N,,তালা
339,Bild::N,,ছবি
340,Bild::N,,চিত্র
341,Figur::N,,আকার
342,Puppe::N,,পুতুল
343,Beutel::N,,বটুয়া
344,Bündel::N,,আঁটি
345,Tasche::N,,থলি
346,Eimer::N,,বাল্তি
347,Deckel::N,,আবরণ
348,Geschirr::N,,থালা-বাসন
349,Sack::N,,বস্তা
350,Tasse::N,,কাপ
351,Topf::N,,পাত্র
352,Kessel::N,,কেটলি
353,Essen::N,,আহার
354,Nahrung::N,,খাদ্য
355,Speise::N,,খাদ্য
356,Fleisch::N,,মাংস
357,Getreide::N,,শস্য
358,Brei::N,,মণ্ড
359,Brot::N,,রুটি
360,Scheibe::N,,ফালি
361,Fett::N,,মেদ
362,Butter::N,,মাখন
363,Öl::N,,তৈল
364,Salz::N,,নুন
365,Suppe::N,,শুরুয়া
366,Honig::N,,মধু
367,Milch::N,,দুধ
368,Tee::N,,চা
369,Leder::N,,পাকা চামড়া
370,Wolle::N,,পশম
371,Stoff::N,,বস্ত্র
372,Nadel::N,,সুচ
373,Faden::N,,সূত্র
374,Knopf::N,,বোতাম
375,Knoten::N,,গিঁট
376,Farbe::N,,রং
377,Kleidung::N,,কাপড়
378,Hemd::N,,শার্ট
379,Kragen::N,,গলবন্ধ
380,Ärmel::N,,আস্তিন্
381,Hose::N,,ট্রাউজার
382,Gürtel::N,,কটিবন্ধ
383,Mütze::N,,টুপি
384,Schuh::N,,জুতো
385,Stiefel::N,,বুট
386,Ring::N,,আংটি
387,Band::N,,ফিতা
388,Kamm::N,,চিরুনি
389,Spiegel::N,,আয়না
390,Riemen::N,,চাবুক
391,Schnur::N,,দড়ি
392,Leine::N,,শিকল
393,Decke::N,,কম্বল
394,Kissen::N,,উপাধান
395,Tuch::N,,বস্ত্র
396,Handtuch::N,,তোয়ালে
397,Kraft::N,,জোর
398,Stärke::N,,শক্তি
399,Gesundheit::N,,স্বাস্থ্য
400,Krankheit::N,,অসুখ
401,Krankheit::N,,ব্যামো
402,Schmerz::N,,যন্ত্রণা
403,Wunde::N,,ক্ষত
404,Fieber::N,,জ্বর
405,Arznei::N,,ঔষধ
406,Brücke::N,,সেতু
407,Brunnen::N,,কূপ
408,Weide::N,,পশুচারণভূমি
409,Pfad::N,,পথ
410,Weg::N,,পথ
411,Straße::N,,রাস্তা
412,Dorf::N,,গ্রাম
413,Stadt::N,,শহর
414,Brief::N,,চিঠি
415,Buch::N,,বই
416,Buchstabe::N,,অক্ষর
417,Zeitung::N,,সংবাদপত্র
418,Leben::N,,জীবন
419,Tod::N,,মৃত্যু
420,Grab::N,,কবর
421,Kirche::N,,গির্জা
422,Sünde::N,,পাপ
423,Gott::N,,দেবতা
424,Arbeiter::N,,শ্রমিক
425,Chef::N,,নেতা
426,Meister::N,,ব্যক্তি
427,Arzt::N,,চিকিৎসক
428,Lehrer::N,,অধ্যাপক
429,Geld::N,,মুদ্রা
430,Geld::N,,টাকাপয়সা
431,Geschäft::N,,ব্যস্ততা
432,Laden::N,,দোকান
433,Preis::N,,মূল্য
434,Ware::N,,পণ্যদ্রব্য
435,Nutzen::N,,সুবিধা
436,Reichtum::N,,ধনদৌলত
437,Welt::N,,জগৎ
438,Land::N,,খেত
439,Staat::N,,রাষ্ট্র
440,König::N,,রাজা
441,Macht::N,,প্রভাব
442,Grenze::N,,সীমা
443,Krieg::N,,যুদ্ধ
444,Feind::N,,শত্রু
445,Gewalt::N,,জোর
446,Kampf::N,,লড়াই
447,Bogen[Waffe]::N,,ধনুক
448,Pfeil::N,,বাণ
449,Gewehr::N,,বন্দুক
450,Fehler::N,,ভুল
451,Lüge::N,,মিথ্যা
452,Schaden::N,,ক্ষতি
453,Unglück::N,,দুর্ভাগ্য
454,Schuld::N,,অপরাধ
455,Alter::N,,আয়ু
456,Schluss::N,,শেষ
457,Zeit::N,,সময়
458,Tag::N,,দিন
459,Morgen::N,,সকাল
460,Mittag::N,,মধ্যাহু
461,Abend::N,,সন্ধ্যা
462,Nacht::N,,রাত্রি
463,Woche::N,,সপ্তাহ
464,Monat::N,,মাস
465,Jahr::N,,সৌরবর্ষ
466,Frühling::N,,বসন্তকাল
467,Sommer::N,,গ্রীষ্মকাল
468,Herbst::N,,শরংঋতু
469,Winter::N,,শীতকাল
470,Januar::N,,জানুয়ারী
471,Februar::N,,ফেব্রুয়ারী
472,März::N,,মার্চ
473,April::N,,এপ্রিল
474,Mai::N,,মে
475,Juni::N,,জুন
476,Juli::N,,জুলাই
477,August::N,,অগাস্ট
478,September::N,,সেপ্টেম্বর
479,Oktober::N,,অক্টোবর
480,November::N,,নভেম্বর
481,Dezember::N,,ডিসেম্বর
482,Montag::N,,সোমবার
483,Dienstag::N,,মঙ্গলবার
484,Mittwoch::N,,বুধবার
485,Donnerstag::N,,বৃহম্পতিবার
486,Freitag::N,,শুক্রবার
487,Samstag::N,,শনিবার
488,Sonntag::N,,রবিবার
489,groß::A,,বৃহৎ
490,klein::A,,ছোট
491,lang::A,,দীর্ঘ
492,kurz::A,,খর্ব
493,kurz::A,,হ্রস্ব
494,breit::A,,চওড়া
495,schmal::A,,সরু
496,dicht::A,,ঘন
497,dick[Gegenstand]::A,,পুরু
498,dünn::A,,কৃশ
499,fein::A,,সূক্ষ্ম
500,fest::A,,দৃঢ়
501,flach::A,,সমতল
502,glatt::A,,মসৃণ
503,hart::A,,শক্ত
504,weich::A,,নরম
505,rund::A,,গোলাকার
506,spitz::A,,তীক্ষ্ন
507,scharf::A,,শাণিত
508,stumpf::A,,ভোঁতা
509,schwer::A,,ভারী
510,schön::A,,সুন্দর
511,heiß::A,,গরম
512,warm::A,,ঈষদুষ্ণ
513,kalt::A,,ঠাণ্ডা
514,kühl::A,,শীতল
515,frisch::A,,তাজা
516,feucht::A,,ভিজা
517,nass::A,,ভিজা
518,trocken::A,,শুষ্ক
519,voll::A,,পূর্ণ
520,leer::A,,খালি
521,offen::A,,খোলা
522,geschlossen::A,,বন্ধ
523,sauber::A,,নির্মল
524,schmutzig::A,,নোংরা
525,roh::A,,কাঁচা
526,reif::A,,পাকা
527,lecker::A,,সুস্বাদ
528,süß::A,,মিষ্ট
529,bitter::A,,তিক্ত
530,sauer::A,,টক
531,hell::A,,উজ্জ্বল
532,dunkel::A,,অন্ধকারময়
533,schwarz::A,,কালো
534,weiß::A,,সাদা
535,rot::A,,লাল
536,gelb::A,,হলদে
537,blau::A,,নীল
538,grün::A,,সবুজ
539,grau::A,,ছাই-রঙা
540,bunt::A,,রঙিন
541,billig::A,,সস্তা
542,teuer::A,,আক্রা
543,wertvoll::A,,মহার্ঘ
544,blind::A,,কানা
545,taub::A,,বধির
546,kräftig::A,,বিশাল
547,stark::A,,শক্তিশালী
548,schwach::A,,দুর্বল
549,fett::A,,মোটা
550,schlank::A,,কৃশ
551,hübsch::A,,সুন্দর
552,böse::A,,খারাপ
553,dumm::A,,মূর্খ
554,faul::A,,শ্রমবিমুখ
555,fleißig::A,,পরিশ্রমী
556,geizig::A,,ব্যয়কুণ্ঠ
557,klug::A,,দক্ষ
558,geschickt::A,,পটু
559,lieb::A,,প্রেয়
560,lustig::A,,প্রফুল্ল
561,sanft::A,,নম্র
562,hungrig::A,,ক্ষুধার্ত
563,krank::A,,অসুস্থ
564,nackt::A,,উলঙ্গ
565,traurig::A,,দুঃখিত
566,lebendig::A,,জীবিত
567,gut::A,,ভালো
568,schlecht::A,,মন্দ
569,richtig::A,,ঠিক
570,schlimm::A,,কদর্য
571,wahr::A,,বাস্তব
572,alt::A,,পুরাতন
573,neu::A,,নব
574,neu::A,,নূতন
575,ehemalig::A,,পূর্বকালীন
576,alt[Lebewesen]::A,,বৃদ্ধ
577,jung::A,,তরুণ
578,arm::A,,ক্ষুদ্র
579,reich::A,,ধনবান্
580,bekannt::A,,সুপরিচিত
581,berühmt::A,,বিখ্যাত
582,fremd::A,,বিদেশি
583,verschieden::A,,বিসদৃশ
584,nah::A,,নিকটবতী
585,fern::A,,দুরবতী
586,linker::A,,বাম
587,rechter::A,,ডান
588,rechter::A,,ডাইন
589,anderer::A,,অন্যতর
590,erster::A,,প্রথম
591,zweiter::A,,দ্বিতীয়
592,dritter::A,,তৃতীয়
593,letzter::A,,সর্বশেষ
594,allein::ADV,,একক
595,auf einmal::ADV,,জলদি
596,zusammen::ADV,,একসঙ্গে
597,lange::ADV,,লম্বা
598,plötzlich::ADV,,হঠাৎ
599,sofort::ADV,,মুহ্ণর্তমধ্যে
600,später::ADV,,পশ্চাতে
601,jetzt::ADV,,এখন
602,heute::ADV,,আজ
603,morgen::ADV,,আগামিকাল
604,bald::ADV,,অস্পকালমধ্যে
605,dann::ADV,,তখন
606,gestern::ADV,,গতকাল
607,einst::ADV,,একবার মাত্র
608,damals::ADV,,তখন
609,danach::ADV,,পরে
610,vorher::ADV,,আগে
611,zuerst::ADV,,আগে
612,einmal::ADV,,একবার
613,manchmal::ADV,,কখনও কখনও
614,oft::ADV,,ঘনঘন
615,immer::ADV,,সর্বদা
616,niemals::ADV,,কখলও নহে
617,hier::ADV,,এখানে
618,hierhin::ADV,,এখানে
619,von hier::ADV,,ত্রই স্তান হইতে
620,dort::ADV,,ওখানে
621,dorthin::ADV,,ওখানে
622,geradeaus::ADV,,অগ্রগামী
623,vorwärts::ADV,,সন্মুখিকে
624,rückwärts::ADV,,খিরিয়া
625,zurück::ADV,,পিঠ
626,unten::ADV,,নীচে
627,hinab::ADV,,নিম্নগামী
628,oben::ADV,,উপরে
629,hinauf::ADV,,উচ্চতর অংশে
630,überall::ADV,,সর্বত্র
631,nicht::ADV,,না
632,ein wenig::ADV,,অল্প
633,kaum::ADV,,কষ্টসহকাবে
634,sehr::ADV,,খুব
635,so::ADV,,তত
636,noch::ADV,,এখন পর্যস্ত
637,nur::ADV,,শুধু
638,schon::ADV,,ইতঃপুর্বে
639,wieder::ADV,,আবার
640,vergebens::ADV,,বিফলে
641,vor::PRP,,সম্মুখে
642,hinter::PRP,,পশ্চাতে
643,unter::PRP,,নীচে
644,durch::PRP,,দ্বারা
645,neben::PRP,,কাছে
646,zwischen::PRP,,মধ্যে
647,wegen::PRP,,জন্য
648,dies::PRN,,এটা
649,das::PRN,,ওটা
650,alles::PRN,,সব
651,ich::PRN,,আমি
652,du::PRN,,তুমি
653,er::PRN,,উনি
654,wir::PRN,,আমরা
655,ihr::PRN,,তোমরা
656,sie::PRN,,তারা
657,was::FPRN,,কি
658,wer::FPRN,,কে
659,wo::FADV,,কোথায়
660,wohin::FADV,,কোথায়
661,wie::FADV,,কেমন
662,warum::FADV,,কেন
663,wieviel::FNUM,,কত
664,eins::NUM,,অক
665,zwei::NUM,,দুই
666,drei::NUM,,তিন
667,vier::NUM,,চার
668,fünf::NUM,,পাঁচ
669,sechs::NUM,,ছয়
670,sieben::NUM,,সাত
671,acht::NUM,,আট
672,neun::NUM,,নয়
673,zehn::NUM,,দশ
674,elf::NUM,,এগারো
675,zwölf::NUM,,দ্বাদশ
676,zwanzig::NUM,,বিশ
677,dreißig::NUM,,ত্রিশ
678,vierzig::NUM,,চল্লিশ
679,fünfzig::NUM,,পঞ্চাশ
680,sechzig::NUM,,ষাট
681,siebzig::NUM,,সত্তর
682,achtzig::NUM,,আশি
683,neunzig::NUM,,নব্বুই
684,hundert::NUM,,শত
685,tausend::NUM,,হাজার
686,und::CNJ,,আর
687,und::CNJ,,এবং
688,oder::CNJ,,বা
689,stehen::V,,দাঁড়ানো
690,sitzen::V,,বসা
691,liegen::V,,শোয়া
692,hängen::V,,ঝোলা
693,werden::V,,হইয়া উঠা
694,passieren::V,,ঘটা
695,beginnen::V,,আরম্ভ হওয়া
696,enden::V,,শেষ হওয়া
697,wechseln::V,,রূপাস্তর করা
698,aufgehen[Sonne]::V,,উদিত হওয়া
699,untergehen[Sonne]::V,,অস্ত যাওয়া
700,scheinen[Sonne]::V,,আলো দেওয়া
701,donnern::V,,বজ্রধ্বনি করা
702,wehen::V,,প্রবাহিত হওয়া
703,strömen::V,,প্রবাহিত হওয়া
704,fließen::V,,ছুটা
705,sich drehen::V,,পাক খাওয়া
706,schwanken::V,,দোলা
707,schwingen::V,,দোলা
708,fallen::V,,পড়া
709,brennen::V,,সেঁকা
710,rauchen::V,,ধোঁয়া ছড়ান
711,regnen::V,,বর্ষণ_করা
712,gefrieren::V,,হিমায়িত হওয়া
713,tauen::V,,গলা
714,schmelzen::V,,গলা
715,trocknen::V,,শুষ্ক করা
716,sieden::V,,ফোঁড়া
717,faulen::V,,ক্ষয় হওয়া
718,verfaulen::V,,ক্ষয় হওয়া 
719,reißen::V,,ছিঁড়া
720,versinken::V,,ডুবা
721,vergehen::V,,যাওয়া
722,erscheinen::V,,আসা
723,verschwinden::V,,অদৃশ্য হওয়া
724,sinken::V,,হ্রাস হওয়া
725,abnehmen::V,,হ্রাস হওয়া
726,zunehmen::V,,বৃদ্ধি পাওয়া
727,steigen::V,,ওঠা
728,wachsen::V,,বড় হওয়া
729,glänzen::V,,জ্বলা
730,funkeln::V,,জ্বল্জ্বল করা
731,läuten::V,,রুসুঝুসু করা
732,klingeln::V,,বাজা
733,klirren::V,,টুংটাং-শব্দ করা
734,brausen::V,,গর্জন করা
735,rauschen::V,,মর্মরধ্বনি করা
736,klingen::V,,শব্দ করা
737,bellen::V,,ঘেউ ঘেউ করা
738,heulen::V,,গর্জন করা
739,blasen::V,,ফুঁ দেওয়া
740,pfeifen::V,,শিস্ দেওয়া
741,schreien::V,,চিৎকার করা
742,stöhnen::V,,গোঁ-গো করা
743,zittern::V,,কাঁপা
744,leben::V,,বাঁচা
745,geboren werden::V,,জন্মানো
746,atmen::V,,শ্বাস ফেলা
747,trinken::V,,পান করা
748,essen::V,,ভক্ষণ করা
749,schlucken::V,,গেলা
750,müde werden::V,,পরিশ্রান্ত হওয়া
751,einschlafen::V,,নিদ্রামগ্ন হওয়া
752,schlafen::V,,নিদ্রা যাওয়া
753,aufwachen::V,,জাগা
754,aufstehen::V,,জাগা
755,sich erholen::V,,আরাম করা
756,krank werden::V,,অসুস্থ হত্তয়া
757,krank sein::V,,রূগ্ণ হত্তয়া
758,schmerzen::V,,কন্কন করা
759,husten::V,,কাশা
760,genesen::V,,আরোগ্য হওয়া
761,sterben::V,,মারা যাওয়া
762,umkommen::V,,মারা যাওয়া
763,sich bewegen::V,,চলা
764,sich rühren::V,,নড়া
765,sich erheben::V,,উদিত হওয়া
766,sich setzen::V,,বসা
767,hinfallen::V,,পড়া
768,laufen::V,,হাঁটা
769,schreiten::V,,হাঁটা
770,spazierengehen::V,,পায়চারি করা
771,eilen::V,,ত্বরাম্বিত করা
772,sich beeilen::V,,ত্বরাম্বিত করা
773,sausen::V,,ধেয়ে যাওয়া
774,rennen::V,,চলা
775,springen::V,,লাফানো
776,klettern::V,,আরোহণ করা
777,schaukeln::V,,দোলা
778,kriechen::V,,হামাগুড়ি দেওয়া
779,schwimmen::V,,সাঁতার কাটা
780,tauchen::V,,ডোবা
781,rudern::V,,দাঁড় টানা
782,fahren::V,,চালান
783,fliegen::V,,ওড়া
784,gehen::V,,যাওয়া
785,weggehen::V,,প্রস্থান করা
786,abfahren::V,,প্রস্থান করা
787,anhalten::V,,থামা
788,hineingehen::V,,ঢোকা
789,eintreten::V,,ঢোকা
790,kommen::V,,আসা
791,ankommen::V,,আসা
792,zurückkommen::V,,ফিরা
793,bleiben::V,,থাকা
794,warten::V,,অপেক্ষা করা
795,erwarten::V,,অপেক্ষা করা
796,suchen::V,,খোঁজ করা
797,finden::V,,পাওয়া
798,versuchen::V,,পরখ করা
799,vorbereiten::V,,প্রস্তুত করা
800,lieben::V,,ভালবাসা
801,mögen::V,,পছন্দ করা
802,lachen::V,,হাসা
803,rühren::V,,হৃদয়ম্পর্শ করা
804,weinen::V,,কাঁদা
805,schimpfen::V,,নালিশ করা
806,sich ärgern::V,,রাগ হত্তয়া
807,sich fürchten::V,,ভয় করা
808,fürchten::V,,ডরা
809,fliehen::V,,পালানো
810,flüchten::V,,পালানো
811,sehen::V,,দেখা
812,anschauen::V,,দেখা
813,ansehen::V,,দেখা
814,hören::V,,শোনা
815,zuhören::V,,শোনা
816,probieren::V,,পরখ করা
817,riechen::V,,শুঁকা
818,fühlen::V,,অনুভব করা
819,scheinen::V,,মনে হত্তয়া
820,zu sehen sein::V,,দেখা দেত্তয়া
821,vernehmen::V,,শোনা
822,frieren::V,,শীত লাগা
823,tun::V,,করা
824,können::V,,পারা
825,wollen::V,,ইচ্ছা করা
826,anfangen::V,,আরম্ভ করা
827,beenden::V,,শেষ করা
828,aufhören::V,,থামা
829,gelingen::V,,সিদ্ধিলাভ করা
830,geraten::V,,পরিণত হত্তয়া
831,öffnen::V,,খোলা
