,Concept_ID,cs,te
701,hinauf::ADV,nahoru,పైకి
702,überall::ADV,všude,అంతటా
703,nicht::ADV,ne,కాదు
704,ein wenig::ADV,trochu,కొంచెము
705,kaum::ADV,sotva,చాలిచాలక
706,sehr::ADV,velmi,చాల
707,sehr::ADV,velice,చాల
708,so::ADV,tak,ఆలాగున
709,so::ADV,takto,ఆలాగున
710,noch::ADV,ještě,ఇప్పటికిని
711,nur::ADV,jen,మాత్రము
712,nur::ADV,jenom,మాత్రము
713,schon::ADV,už,ఇదివఱకే
714,schon::ADV,již,ఇదివఱకే
715,wieder::ADV,zase,తిరిగి
716,vergebens::ADV,marně,నిష్ఫలముగా
717,vor::PRP,před,ముందు
718,hinter::PRP,za,వెనుక
719,unter::PRP,pod,క్రింద
720,durch::PRP,skrz,ద్వారా
721,neben::PRP,vedle,దగ్గెర
722,zwischen::PRP,mezi,మధ్య
723,wegen::PRP,pro,కారణంగా
724,dies::PRN,toto,ఇది
725,dies::PRN,tohle,ఇది
726,das::PRN,to,అది
727,alles::PRN,všechno,సకలము
728,ich::PRN,já,నేను
729,du::PRN,ty,నీవు
730,er::PRN,on,అతడు
731,wir::PRN,my,మనము
732,ihr::PRN,vy,మీరు
733,sie::PRN,oni,వారు
734,was::FPRN,co,ఏమి
735,wer::FPRN,kdo,ఎవడు
736,wo::FADV,kde,ఎక్కడ
737,wohin::FADV,kam,ఎందుకు
738,wie::FADV,jak,ఎట్టు
739,warum::FADV,proč,ఏల
740,wieviel::FNUM,kolik,ఎంత
741,eins::NUM,jeden,ఒకటి
742,zwei::NUM,dva,రెండు
743,drei::NUM,tři,మూడు
744,vier::NUM,čtyři,నాలుగు
745,fünf::NUM,pět,అయిదు
746,sechs::NUM,šest,ఆఱు
747,sieben::NUM,sedm,ఏరు
748,acht::NUM,osm,ఎనిమదు
749,neun::NUM,devět,తొమ్మిది
750,zehn::NUM,deset,పది
751,elf::NUM,jedenáct,పదునొకొండు
752,zwölf::NUM,dvanáct,పండ్రండు
753,zwanzig::NUM,dvacet,ఇరుపది
754,dreißig::NUM,třicet,ముప్పది
755,vierzig::NUM,čtyřicet,నలువది
756,fünfzig::NUM,padesát,ఏబది
757,sechzig::NUM,šedesát,అరుపది
758,siebzig::NUM,sedmdesát,డెబ్బది
759,achtzig::NUM,osmdesát,ఎనుబది
760,neunzig::NUM,devadesát,తొంబది
761,hundert::NUM,sto,నూఱు
762,tausend::NUM,tisíc,వేయి
763,und::CNJ,a,మఱియు
764,oder::CNJ,nebo,లేక
765,stehen::V,stát,నిలుచు
766,sitzen::V,sedět,కూర్చుండు
767,liegen::V,ležet,పండుకొనుట
768,hängen::V,viset,వ్రేలాడదీయు
769,werden::V,stát se,అగు
770,passieren::V,stát se,సంభవించు
771,beginnen::V,počít,ఆరంభించు
772,enden::V,končit,తీరుట
773,enden::V,skončit,తీరుట
774,wechseln::V,měnit se,మార్చు
775,aufgehen[Sonne]::V,vyjít,ఉదయించు
776,untergehen[Sonne]::V,zapadnout,అస్తమించు
777,scheinen[Sonne]::V,svítit,ప్రకాశించు
778,donnern::V,hřmět,ఉరుముట
779,wehen::V,vát,దురద్పప్టము
780,wehen::V,vanout,దురద్పప్టము
781,strömen::V,proudit,పారుట
782,fließen::V,téct,ప్రవహించు
783,sich drehen::V,točit se,తిరుగు
784,schwanken::V,kolísat,ఆడించుట
785,schwanken::V,houpat se,ఆడించుట
786,schwingen::V,kývat se,ఊగుట
787,fallen::V,padat,పడు
788,brennen::V,hořet,కాలుట
789,rauchen::V,kouřit,పొగసుట
790,regnen::V,pršet,కురిపించుట
791,gefrieren::V,zamrznout,గడ్డకట్టు
792,tauen::V,tát,కరగు
793,schmelzen::V,tavit,కరగు
794,trocknen::V,schnout,యెండుట
795,sieden::V,vřít,ఉడుకు
796,faulen::V,hnít,క్రుళ్లు
797,verfaulen::V,shnít,క్షిణించు
798,reißen::V,roztrhat se,చించు
799,versinken::V,topit se,మునుగు
800,versinken::V,ponořit se,మునుగు
801,vergehen::V,plynout,సంభవించు
802,erscheinen::V,objevit se,కనబడు
803,verschwinden::V,zmizet,అదృశ్యమగు
804,sinken::V,klesat,ముణుగుట
805,abnehmen::V,ubýt,తగ్గు
806,zunehmen::V,přibýt,పెరుగుట
807,steigen::V,stoupat,లేచు
808,wachsen::V,růst,పెరుగు
809,glänzen::V,lesknout se,ప్రకాశించు
810,funkeln::V,jiskřit se,ప్రకాశించు
811,lärmen::V,dělat hluk,అరుచుట
812,läuten::V,zvonit,మేళవించుట
813,klingeln::V,zvonit,వాయించుట
814,klirren::V,řinčet,ఘంటానాదము
815,brausen::V,hučet,గర్జించు
816,rauschen::V,šumět,చటచటమనుట
817,klingen::V,znít,ధ్వనించుట
818,bellen::V,štěkat,అఱచు
819,heulen::V,výt,కూయు
820,blasen::V,foukat,దురద్పప్టము
821,pfeifen::V,pískat,ఈలవేయు
822,schreien::V,křičet,అఱచు
823,stöhnen::V,sténat,మూలుగు
824,zittern::V,třást se,వణకు
825,leben::V,žít,జీవించుట
826,geboren werden::V,rodit se,పుట్టుట
827,atmen::V,dýchat,ఉపిరి తీయు
828,trinken::V,pít,త్రాగు
829,essen::V,jíst,తిను
830,schlucken::V,polykat,మ్రింగు
831,müde werden::V,unavit se,అలయు
832,einschlafen::V,usnout,నిద్రించు
833,schlafen::V,spát,నిద్రురించు
834,aufwachen::V,probudit se,మేలుకొను
835,aufstehen::V,vstát,లేచు
836,sich erholen::V,zotavovat se,నడ్డి వాల్చు
837,krank werden::V,onemocnět,జబ్బుపడు
838,krank sein::V,být nemocný,జబ్బు చేయు
839,schmerzen::V,bolet,నొచ్చుట
840,husten::V,kašlat,దగ్గుట
841,genesen::V,uzdravit se,కుదురుట
842,sterben::V,umřít,మరణించు
843,umkommen::V,zahynout,నశించు
844,sich bewegen::V,pohnout se,కదలు
845,sich rühren::V,hnout se,కదలు
846,sich erheben::V,zdvihnout se,లేచు
847,sich setzen::V,posadit se,కూర్చుణ్డు
848,hinfallen::V,upadnout,దొర్లు
849,laufen::V,běžet,నడచు
850,schreiten::V,kráčet,అడుగుపెట్టుట
851,spazierengehen::V,procházet se,పచారు చేయు
852,eilen::V,spěchat,తొందరపడు
853,sich beeilen::V,pospíšit si,త్వరపెట్టు
854,sausen::V,fičet,విసరికొట్టు
855,rennen::V,pádit,పరుగెత్తు
856,springen::V,skákat,దుముకు
857,klettern::V,lézt,ఎక్కు
858,klettern::V,šplhat,ఎక్కు
859,schaukeln::V,houpat,ఉయ్యాల ఊగు 
860,kriechen::V,lézt,ప్రాకు
861,kriechen::V,plazit se,ప్రాకు
862,schwimmen::V,plavat,ఈదు
863,tauchen::V,nořit se,మునుగు
864,rudern::V,veslovat,తెడ్లతోఁగడపు
865,fahren::V,jet,నడపు
866,fahren::V,jezdit,నడపు
867,fliegen::V,létat,ఎగురు
868,gehen::V,jít,పోవు
869,weggehen::V,odejít,బయలుదేరు
870,abfahren::V,odjet,విడిచిపోవు
871,anhalten::V,zastavit se,నిలుపు
872,hineingehen::V,vcházet se,ప్రవేశించు
873,eintreten::V,vstoupit,ప్రవేశించు
874,kommen::V,přijít,వచ్చు
875,ankommen::V,dojít,వచ్చి చేరు
876,zurückkommen::V,vrátit se,తిరిగీవచ్చుట
877,bleiben::V,zůstat,ఉండు
878,warten::V,čekat,కనిపెట్టు
879,erwarten::V,čekat na,నిరిక్షించు
880,suchen::V,hledat,వెదకు
881,finden::V,najít,కనుగొను
882,versuchen::V,zkoušet,ప్రయత్నించు
883,vorbereiten::V,připravit,తయారుచేయు
884,lieben::V,milovat,ప్రేమించు
885,mögen::V,mít rád,ఇష్టపడు
886,lachen::V,smát se,నవ్వు
887,rühren::V,dojmout,గుండె తాకు
888,weinen::V,plakat,వీడ్చు
889,schimpfen::V,nadávat,గొణుగు
890,sich ärgern::V,pohoršit se,అలుగు
891,sich fürchten::V,bát se,భయపడు
892,fürchten::V,bát se,భయపడు
893,fliehen::V,utéct,పాఱిపోపు
894,flüchten::V,prchnout,తప్పించుకొను
895,sehen::V,vidět,చూచు
896,anschauen::V,podívat se na,చూచు
897,ansehen::V,sledovat,కాచియుండు
898,hören::V,slyšet,విను
899,zuhören::V,poslouchat,విను
900,probieren::V,ochutnávat,చవిచూచుట
901,riechen::V,cítit,వాసనచూచు
902,fühlen::V,cítit,స్పర్శించుట
903,scheinen::V,zdát se,కనబడు
904,zu sehen sein::V,moci být viděn,చూవు
905,vernehmen::V,uslyšet,విను
906,frieren::V,mrznout,చలికి వడకు
907,tun::V,dělat,చేయు
908,können::V,moct,గల
909,wollen::V,chtít,కోరు
910,anfangen::V,začít,ఆరంభించు
911,beenden::V,ukončit,ముగించు
912,aufhören::V,přestat,నిలుపు
913,gelingen::V,podařit se,గెలుపాందు
914,geraten::V,dařit se,వెలువడు
915,öffnen::V,otevřít,తెఱచు
916,schließen::V,zavřít,మూయు
917,stellen::V,postavit,ఉంచు
918,setzen::V,posadit,ఉంచు
919,legen::V,klást,పెట్టు
920,legen::V,položit,పెట్టు
921,berühren::V,dotýkat se,తాకు
922,verbinden::V,spojit,చేర్చుట
923,bedecken::V,pokrýt,మూయు
924,aufhängen::V,oběsit,వ్రేలాడదీయు
925,aufhängen::V,pověsit,వ్రేలాడదీయు
926,anzünden::V,zapálit,వెలిగించు
927,anzünden::V,podpálit,వెలిగించు
928,aufheben::V,zvednout,సేకరించు
929,aufheben::V,zdvihnout,సేకరించు
930,zurücklassen::V,zanechat,విడుచు
931,verlieren::V,ztratit,పోగొట్టుకొను
932,fallen lassen::V,upustit,జాఱవిడుచు
933,machen::V,udělat,చేయు
934,herstellen::V,vyrobit,ఉత్పత్తిచేయు
935,bauen::V,stavět,నిర్మించు
936,bauen::V,budovat,నిర్మించు
937,reparieren::V,opravit,సరిచేయు
938,verbessern::V,zlepšit,వృద్ధి చేయు
939,ändern::V,změnit,మార్చు
940,graben::V,rýt,త్రవ్వు
941,graben::V,kopat,త్రవ్వు
942,beugen::V,ohnout,వంచు
943,biegen::V,ohnout,వంచు
944,drehen::V,točit,నూలువడుకు
945,wenden::V,obrátit,త్రిప్పు
946,umdrehen::V,obrátit,త్రిప్పు
947,heben::V,zdvihnout,ఎత్తు
948,hochheben::V,zvednout,ఎత్తు
949,ergreifen::V,chopit se,వశపఱచుకొను
950,halten::V,držet,ఉంచు
951,drücken::V,stisknout,అణచు
952,schieben::V,posouvat,నొక్కు
953,kratzen::V,škrábat,గోకు
954,lecken::V,lízat,నాకు
955,beißen::V,kousat,కఱచు
956,abreißen::V,utrhat,తెగతెంచు
957,abreißen::V,odtrhat,తెగతెంచు
958,abschneiden::V,uřezat,తెగకొట్టు
959,abschneiden::V,ukrojit,తెగకొట్టు
960,binden::V,přivázat,కట్టు
961,stecken::V,strčit,తగులుకొనివుండుట
962,brechen::V,lomit,పగులగొట్టు
963,klopfen::V,ťukat,కొట్టు
964,klopfen::V,klepat,కొట్టు
965,hauen::V,bít,కొట్టు
966,kleben::V,lepit,అంటుకొను
967,reiben::V,třít,రాచు
968,streichen::V,mazat,వ్యాపింపజేయు
969,schleifen::V,brousit,రాచు
970,schneiden::V,řezat,కోయు
971,schneiden::V,střihat,కోయు
972,rütteln::V,třást,కుదిలించుట
973,rütteln::V,otřást,కుదిలించుట
974,schütteln::V,třást,కదల్చు
975,schütteln::V,zatřást,కదల్చు
976,schwenken::V,mávat,ఊచుట
977,schütten::V,nasypat,పోయు
978,füllen::V,naplnit,నింపు
979,einwickeln::V,zavinout,చుట్టు
980,tragen::V,nést,మోయు
981,schleppen::V,vléct,ఈడ్చు
982,ziehen::V,tahat,ఈడ్చు
983,ziehen::V,táhnout,ఈడ్చు
984,aufbewahren::V,schovat,కాపాడు
985,werfen::V,házet,విసరు
986,fangen::V,chytat,పట్టుకొను
987,packen::V,uchvátit,పట్టుకొను
988,verstecken::V,schovat,దాచు
989,teilen::V,rozdělit,భాగించు
990,schicken::V,posílat,పంపు
991,bringen::V,přinést,తెచ్చు
992,hinzufügen::V,připojit,చేర్చు
993,bekommen::V,dostat,సంపాదించు
994,erhalten::V,uchovat,పుచ్చుకొను
995,nehmen::V,vzít,తీసికొను
996,wählen::V,zvolit,ఇష్టపడు
997,auswählen::V,vybrat,ఏరుకొను
998,bewahren::V,uchránit,భద్రపఱుచు
999,behindern::V,překážet,అడ్డగించుట
1000,verderben::V,zkazit,చెఱచు
1001,beschädigen::V,porušit,చెరుపుట
1002,beschädigen::V,poškodit,చెరుపుట
1003,zerbrechen::V,rozlámat,పగులగొట్టు
1004,zerreißen::V,roztrhnout,చించు
1005,zerstören::V,zničit,వాశనము చేయు
1006,verbrennen::V,spálit,కాల్చు
1007,geben::V,dát,ఇచ్చు
1008,reichen::V,podat,అందుకొనుట
1009,schenken::V,darovat,అర్పించు
1010,versprechen::V,slíbit,వాగ్దత్తము చేయు
1011,wünschen::V,přát,కోరు
1012,loben::V,chválit,స్తుతించు
1013,küssen::V,líbat,ముద్దుపెట్టుకొను
1014,wiegen::V,chovat,ఊచుట
1015,wiegen::V,kolébat,ఊచుట
1016,zudecken::V,přikrýt,మూయు
1017,zudecken::V,přiklopit,మూయు
1018,wecken::V,vzbudit,నిద్రపలేపుట
1019,zeigen::V,ukázat,చూవు
1020,führen::V,vést,దారిచూపు
1021,lehren::V,učit,బోధించు
1022,unterrichten::V,vyučovat,నేర్పు
1023,aufziehen::V,vychovat,పెంచు
1024,leiten::V,vodit,తీసుకపోవుట
1025,antreiben::V,nutit,ప్రేరేపించు
1026,lassen::V,dát,అనుమతించు
1027,einladen::V,pozvat,ఆహ్వానించు
1028,vereinigen::V,spojit,కూడుట
1029,besuchen::V,návštívit,పోయి చూచు
1030,treffen::V,potkat,కలియు
1031,sich versammeln::V,shromáždit se,కూర్చు
1032,spielen::V,hrát,ఆట లాడు
1033,singen::V,zpívat,పాడు
1034,tanzen::V,tančit,నృత్యముచేయు
1035,sich trennen::V,rozejít se,ఎడబాయుట
1036,verlassen::V,opustit,విడుచు
1037,retten::V,zachránit,తప్పించుట
1038,bewachen::V,hlídat,కాపాడు
1039,schützen::V,chránit,రక్షించు
1040,verteidigen::V,obhájit,రక్షించు
1041,sich schlagen::V,bít se,జగడమాడు
1042,schießen::V,střílet,కాల్చు
1043,siegen::V,zvítězit,గెలుచు
1044,ärgern::V,zlobit,పీడించుట
1045,ärgern::V,pohoršit,పీడించుట
1046,schlagen::V,udeřit,కొట్టు
1047,schlagen::V,praštit,కొట్టు
1048,treten::V,kopnout,తన్ను
1049,stechen::V,bodnout,కుట్టు
1050,stechen::V,píchnout,కుట్టు
1051,stoßen::V,strčit,గెంటు
1052,stehlen::V,ukrást,దొంగిలించు
1053,stören::V,vyrušit,కలతపఱచు
1054,belästigen::V,obtěžovat,పీడించు
1055,verbergen::V,skrýt,దాచు
1056,täuschen::V,klamat,మోసము చేయు
1057,betrügen::V,podvést,మోసపుచ్చు
1058,töten::V,zabít,చంపు
1059,wohnen::V,bydlit,నివసించు
1060,arbeiten::V,pracovat,పనిచేయు
1061,sammeln::V,sebrat,ప్రోగుచేయు
1062,pflücken::V,česat,యేరుట
1063,jagen::V,uhonit,వేటాడు
1064,fischen::V,chytat ryby,వెదకు
1065,fassen::V,ulovit,పట్టుకొమ
1066,hüten::V,pást,మందచేరుట
1067,treiben::V,hnát,నడపు
1068,anbinden::V,přivázat,కట్టు
1069,füttern::V,krmit,భోజనము పెట్టు
1070,melken::V,dojit,పాలు పితుకు
1071,hacken::V,seknout,నఱకు
1072,gießen::V,zalít,నీళ్ళుకట్టుట
1073,reifen::V,uzrát,పండుట
1074,zubereiten::V,připravit,వండు
1075,kochen::V,vařit,వండు
1076,backen::V,péct,రొట్టెకాల్చు
1077,braten::V,smažit,వేపు
1078,umrühren::V,zamíchat,కదులుట
1079,stricken::V,plést,అల్లు
1080,nähen::V,šít,కుట్టు
1081,färben::V,nabarvit,రంగు వేయు
1082,reinigen::V,očistit,శుభ్రము చేయు
1083,waschen::V,mýt,కడుగు
1084,abwischen::V,utřít,తుడుచు
1085,spülen::V,spláchnout,నీటిలో జడించు
1086,fegen::V,zamést,ఊడ్చు
1087,kehren::V,mést,ఊడ్చు
1088,baden::V,koupat se,స్నానము చేయు
1089,sich waschen::V,mýt se,కడుగు
1090,ausziehen::V,svléct,విప్పు
1091,anziehen::V,obléct,ధరించు
1092,sich anziehen::V,oblékat se,బట్టలు వేసుకొను
1093,sich anziehen::V,oblékat se,తొడుగుకొను
1094,kämmen::V,učesat,దువ్వుట
1095,schmücken::V,ozdobit,అలంకరించు
1096,sagen::V,říct,చెప్పు
1097,sprechen::V,mluvit,చెప్పు
1098,reden::V,hovořit,మాటలాడు
1099,sich unterhalten::V,povídat se,ముచ్చటలాడు
1100,fragen::V,zeptat se,ప్రశ్నించు
1101,bitten::V,prosit,కోరు
1102,erzählen::V,povídat,చెప్పు
1103,mitteilen::V,sdělit,తెలియజేయు
1104,mitteilen::V,oznámit,తెలియజేయు
1105,nennen::V,nazvat,పేరు వెట్టు
1106,rufen::V,volat,పిలుచు
1107,rufen::V,zavolat,పిలుచు
1108,prahlen::V,chlubit se,జల్లి
1109,übersetzen::V,přeložit,తర్జుమాచేయు
1110,denken::V,myslit,ఆలోచించు
1111,glauben::V,věřit,నమ్ము
1112,bemerken::V,zpozorovat,గుర్తించు
1113,erkennen::V,poznat,గుర్తించు
1114,begreifen::V,pochopit,గ్రహించు
1115,verstehen::V,porozumět,గ్రహించు
1116,lernen::V,učit se,నేర్చు కొను
1117,wissen::V,vědět,తెలిసికొను
1118,sich erinnern an::V,vzpomínat si na,జ్ఞాపకముంచుకొను
1119,vergessen::V,zapomínat,మఱచిపోవు
1120,messen::V,měřit,కొలుచుట
1121,zählen::V,spočítat,లెక్కపెట్టు
1122,rechnen::V,počítat,లెక్కపెట్టు
1123,lesen::V,číst,చదువు
1124,malen::V,malovat,పూనుట
1125,zeichnen::V,rýsovat,వ్రాసుట
1126,schreiben::V,psát,వ్రాయు
1127,besitzen::V,mít,కలిగియుండు
1128,besitzen::V,vlastnit,కలిగియుండు
1129,kaufen::V,koupit,కొను
1130,verkaufen::V,prodat,అమ్ము
1131,bezahlen::V,zaplatit,చెల్లించు
1132,zahlen::V,platit,చెల్లించు
1133,beherrschen::V,ovládat,ఏలు
1134,ertragen::V,snést,భరించు
