,Concept_ID,ba,cv
687,stark::A,көслө,вирлӗ
688,stark::A,ҡеүәтле,вирлӗ
689,schwach::A,көсһөҙ,халсӑр
690,fett::A,һимеҙ,самӑр
691,fett::A,һимеҙ,мӑнтӑр
692,schlank::A,зифа,йӑрӑс
693,schlank::A,зифа,яштака
694,hübsch::A,матур,хитре
695,böse::A,асыулы,усал
696,dumm::A,иҫәр,ухмах
697,faul::A,иренсәк,наян
698,faul::A,иренсәк,юлхав
699,faul::A,иренсәк,ӳркенчӗк
700,fleißig::A,тырыш,хастар
701,geizig::A,һаран,хытӑ
702,klug::A,аҡыллы,ӑслӑ
703,geschickt::A,оҫта,ӑста
704,lieb::A,яғымлы,савнӑ
705,lustig::A,күңелле,хаваслӑ
706,sanft::A,йыуаш,ачаш
707,hungrig::A,ас,выҫӑ
708,krank::A,сирле,чирлӗ
709,krank::A,ауырыу,чирлӗ
710,nackt::A,яланғас,ҫара
711,traurig::A,яманһыу,салхуллӑ
712,lebendig::A,тере,чӗрӗ
713,lebendig::A,йәнле,чӗрӗ
714,gut::A,яҡшы,аван
715,gut::A,яҡшы,лайӑх
716,schlecht::A,хөрт,япӑх
717,schlecht::A,хөрт,начар
718,schlecht::A,алама,япӑх
719,schlecht::A,алама,начар
720,richtig::A,дөрөҫ,тӗрӗс
721,schlimm::A,хөрт,йӗрӗнчӗк
722,schlimm::A,алама,йӗрӗнчӗк
723,wahr::A,дөрөҫ,чӑн
724,alt::A,иҫке,кивӗ
725,alt::A,боронғо,кивӗ
726,neu::A,яңы,ҫӗнӗ
727,ehemalig::A,элекке,пулнӑ
728,alt[Lebewesen]::A,ҡарт,ватӑ
729,jung::A,йәш,яш
730,jung::A,йәш,ҫамрӑк
731,arm::A,фәҡир,чухӑн
732,reich::A,бай,пуян
733,bekannt::A,таныш,пӗлӗш
734,berühmt::A,атаҡлы,чаплӑ
735,berühmt::A,данлыҡлы,чаплӑ
736,fremd::A,ят,ют
737,fremd::A,сит,ют
738,verschieden::A,төрлө,расна
739,nah::A,яҡын,ҫывӑх
740,nah::A,яҡын,ҫывӑхри
741,fern::A,алыҫ,инҫе
742,fern::A,алыҫ,аякри
743,fern::A,йыраҡ,инҫе
744,fern::A,йыраҡ,аякри
745,linker::A,һул,сулахай
746,rechter::A,уң,сылтӑм
747,anderer::A,бутән,урӑх
748,erster::A,тәүге,пӗрремӗш
749,zweiter::A,икенсе,иккӗмӗш
750,dritter::A,өсөнсө,виҫҫӗмӗш
751,letzter::A,һуңғы,юлашки
752,allein::ADV,бер үҙе,пӗччен
753,allein::ADV,яңғыҙ,пӗччен
754,auf einmal::ADV,бер юлы,кӗмӗрккен
755,zusammen::ADV,бергә,пӗрле
756,lange::ADV,оҙаҡ,вӑрах
757,plötzlich::ADV,ҡапыл,сасартӑк
758,sofort::ADV,шунда уҡ,тӳрех
759,später::ADV,һуңыраҡ,кайран
760,jetzt::ADV,хәҙер,халь
761,jetzt::ADV,хәҙер,халӗ
762,heute::ADV,бөгөн,паян
763,morgen::ADV,иртәгә,ыран
764,bald::ADV,тиҙҙән,халех
765,bald::ADV,тиҙҙән,кӗҫех
766,dann::ADV,һуңынан,унтан
767,gestern::ADV,кисә,ӗнер
768,einst::ADV,ҡасандыр,пӗррехинче
769,einst::ADV,бер баҡыт,пӗррехинче
770,damals::ADV,ул саҡта,ун чухне
771,damals::ADV,ул саҡта,апла пулсан
772,danach::ADV,һуңынан,унтан
773,vorher::ADV,элек,малтан
774,zuerst::ADV,башта,пирвай
775,einmal::ADV,бер,пӗррехинче
776,manchmal::ADV,ҡайһы берҙә,хӑш чухне
777,oft::ADV,йыш,тӑтӑш
778,immer::ADV,һәр ҡасан,ялан
779,niemals::ADV,бер ҡасан да,нихӑҫан та
780,niemals::ADV,бер ваҡытта ла,нихӑҫан та
781,hier::ADV,бында,кунта
782,hierhin::ADV,бында,кунта
783,von hier::ADV,бынан,кунтан
784,von hier::ADV,ошонан,кунтан
785,dort::ADV,шунда,унта
786,dort::ADV,шунда,ҫавӑнта
787,dort::ADV,тегендә,унта
788,dort::ADV,тегендә,ҫавӑнта
789,dorthin::ADV,шунда,унта
790,dorthin::ADV,шунда,ҫавӑнта
791,dorthin::ADV,тегеләй,унта
792,dorthin::ADV,тегеләй,ҫавӑнта
793,geradeaus::ADV,тура,тикӗс
794,vorwärts::ADV,алға,малалла
795,rückwärts::ADV,кирегә,хыҫала
796,zurück::ADV,кирегә,каялла
797,unten::ADV,түбәндә,аялта
798,hinab::ADV,түбәнгә,аялта
799,oben::ADV,юғарыла,ҫӳлте
800,hinauf::ADV,юғарыға,ҫӳле
801,überall::ADV,бөтә урында,таҫта та
802,überall::ADV,бөтә урында,пур ҫӗрте те
803,überall::ADV,бөтә урында,кирек ӑҫта та
804,nicht::ADV,тугел,мар
805,ein wenig::ADV,аҙ,пӑртак
806,kaum::ADV,көскә,аран
807,kaum::ADV,саҡ-саҡ,аран
808,sehr::ADV,ифат,питӗ
809,so::ADV,шулай,апла
810,noch::ADV,йәнә,татах
811,nur::ADV,бары,ҫех
812,schon::ADV,инде,ӗнтӗ
813,wieder::ADV,тағы,каллех
814,vergebens::ADV,бушҡа,харам
815,vor::PRP,алдында,умӗнче
816,hinter::PRP,артында,кайра
817,unter::PRP,аҫтында,айне
818,unter::PRP,аҫтында,айӗпе
819,unter::PRP,аҫтында,айӗнче
820,unter::PRP,аҫтында,ҫитеспе
821,durch::PRP,үтә,витӗр
822,neben::PRP,эргәһендә,патӗнче
823,zwischen::PRP,араһында,хушшинче
824,wegen::PRP,өсөн,пула
825,wegen::PRP,өсөн,пирки
826,wegen::PRP,сәбәпле,пула
827,wegen::PRP,сәбәпле,пирки
828,dies::PRN,был,ку
829,dies::PRN,был,ҫак
830,dies::PRN,ошо,ку
831,dies::PRN,ошо,ҫак
832,das::PRN,ул,ҫав
833,alles::PRN,бөтә,пурте
834,alles::PRN,бөтә,йӑлт
835,ich::PRN,мин,эп
836,du::PRN,һин,эс
837,er::PRN,ул,вӑл
838,wir::PRN,беҙ,эпир
839,ihr::PRN,һеҙ,эсир
840,sie::PRN,улар,вӗсем
841,was::FPRN,ә,мӗн
842,was::FPRN,ә,мӗскер
843,was::FPRN,ә,мӗн те пулин
844,was::FPRN,ни,мӗн
845,was::FPRN,ни,мӗскер
846,was::FPRN,ни,мӗн те пулин
847,was::FPRN,нәмә,мӗн
848,was::FPRN,нәмә,мӗскер
849,was::FPRN,нәмә,мӗн те пулин
850,wer::FPRN,ҡем,кам
851,wo::FADV,ҡайҙа,ӑҫта
852,wohin::FADV,ҡайҙа,ӑҫта
853,wie::FADV,инидәй,епле
854,wie::FADV,инидәй,мӗнле
855,warum::FADV,ин өсөн,ма
856,warum::FADV,ин өсөн,мӗншӗн
857,wieviel::FNUM,күпме,миҫе
858,eins::NUM,бер,пӗр
859,eins::NUM,бер,пӗрре
860,zwei::NUM,ике,ик
861,zwei::NUM,ике,икӗ
862,zwei::NUM,ике,иккӗ
863,zwei::NUM,икәү,ик
864,zwei::NUM,икәү,икӗ
865,zwei::NUM,икәү,иккӗ
866,drei::NUM,өс,виҫ
867,drei::NUM,өс,виҫӗ
868,drei::NUM,өс,виҫҫӗ
869,vier::NUM,дүрт,тӑват
870,fünf::NUM,биш,пилӗк
871,fünf::NUM,биш,пиллӗк
872,sechs::NUM,алты,улт
873,sechs::NUM,алты,ултӑ
874,sechs::NUM,алты,улттӑ
875,sieben::NUM,ете,ҫич
876,sieben::NUM,ете,ҫичӗ
877,sieben::NUM,ете,ҫиччӗ
878,acht::NUM,һигеҙ,сакӑр
879,acht::NUM,һигеҙ,саккӑр
880,neun::NUM,туғыҙ,тӑхӑр
881,neun::NUM,туғыҙ,тӑххӑр
882,zehn::NUM,ун,вунӑ
883,zehn::NUM,ун,вуннӑ
884,elf::NUM,ун бер,вун пӗр
885,zwölf::NUM,ун ике,вун ик
886,zwölf::NUM,ун ике,вун икӗ
887,zwölf::NUM,ун ике,вун иккӗ
888,zwanzig::NUM,егерме,ҫирӗм
889,dreißig::NUM,утыҙ,вӑтӑр
890,vierzig::NUM,ҡырҡ,хӗрӗх
891,fünfzig::NUM,илле,аллӑ
892,sechzig::NUM,алтмыш,утмӑл
893,siebzig::NUM,етмеш,ҫитмӗл
894,achtzig::NUM,һикһән,сакӑр вунӑ
895,achtzig::NUM,һикһән,сакӑр вуннӑ
896,neunzig::NUM,туҡһан,тӑхӑр вун
897,neunzig::NUM,туҡһан,тӑхӑр вунӑ
898,neunzig::NUM,туҡһан,тӑхӑр вуннӑ
899,hundert::NUM,йөҙ,ҫӗр
900,tausend::NUM,мең,пин
901,und::CNJ,да,та
902,oder::CNJ,йәки,е
903,stehen::V,тороу,тӑр
904,sitzen::V,ултырыу,лар
905,liegen::V,ятыу,вырт
906,hängen::V,аҫылынып тороу,усӑнса тӑр
907,hängen::V,аҫылынып тороу,ҫакӑнса тӑр
908,werden::V,булыу,пул
909,passieren::V,булыу,пул
910,beginnen::V,башлау,пуҫлан
911,enden::V,бөтөү,пӗт
912,enden::V,бөтөү,вӗҫлен
913,enden::V,тамамланыү,пӗт
914,enden::V,тамамланыү,вӗҫлен
915,wechseln::V,үҙгәреү,улшӑн
916,aufgehen[Sonne]::V,ҡалҡыу,тух
917,untergehen[Sonne]::V,байыу,анса лар
918,scheinen[Sonne]::V,яҡтыртып тороу,пӑх
919,donnern::V,күкрәү,кӗмсӗртет
920,donnern::V,күкрәү,авӑт
921,wehen::V,иҫеү,варкӑш
922,strömen::V,ташыу,тӑкӑн
923,fließen::V,ағыу,юх
924,sich drehen::V,әйләнеү,ҫаврӑн
925,schwanken::V,тирбәлеү,чӳхен
926,schwingen::V,бәүетеү,суллан
927,fallen::V,йығылыу,кип
928,fallen::V,йығылыу,тӳр кип
929,fallen::V,йығылыу,татӑлса ан
930,brennen::V,яныу,ҫун
931,rauchen::V,төтәү,мӑкӑрлан
932,rauchen::V,төтәү,тӗтӗм кӑлар
933,regnen::V,ямғыр яуа,ҫумӑр ҫӑвать
934,gefrieren::V,туңыү,шӑн
935,tauen::V,иреү,ирӗл
936,schmelzen::V,иреү,ирӗл
937,trocknen::V,кибеү,тип
938,sieden::V,ҡайнау,вӗре
939,faulen::V,сереу,ҫӗр
940,verfaulen::V,сереу,ҫӗр
941,reißen::V,өҙөү,ҫурӑл
942,reißen::V,йыртылыу,ҫурӑл
943,versinken::V,батыу,пут
944,vergehen::V,үтеү,ирт
945,erscheinen::V,килеп сығыу,курӑн
946,erscheinen::V,килеп сығыу,курӑнса кай
947,verschwinden::V,юғалыу,ҫухал
948,sinken::V,түбәнәйеү,чак
949,abnehmen::V,кәметеү,чак
950,zunehmen::V,артыу,пысӑклан
951,steigen::V,күтәрелеү,ҫӗклен
952,wachsen::V,үҫеү,ӳс
953,glänzen::V,ялтырау,ҫиҫ
954,funkeln::V,баҙлау,ялкӑш
955,funkeln::V,баҙлау,йӑлтӑртат
956,lärmen::V,шаулау,шавла
957,läuten::V,ҡағыу,шӑнкӑравла
958,klingeln::V,ҡағыу,шӑнкӑравла
959,klingeln::V,шылтыратыу,шӑнкӑравла
960,klirren::V,шылтыратыу,калтлат
961,klirren::V,шылтыратыу,шӑнкӑлтат
962,brausen::V,ҡотороноу,ахӑр
963,rauschen::V,шыптырлау,вашӑлтат
964,rauschen::V,шыптырлау,чашӑлтат
965,klingen::V,яңғырау,янӑра
966,bellen::V,өрөү,вӗр
967,heulen::V,олоу,ула
968,blasen::V,өрөү,вӗр
969,pfeifen::V,һызғырып ебәреү,шӑхӑр
970,schreien::V,ҡысҡырыу,кӑшкӑр
971,stöhnen::V,уңғырашыу,йынӑш
972,zittern::V,ҡалтырау,чӗтре
973,leben::V,йәшәү,пурӑн
974,geboren werden::V,тыуыу,ҫурал
975,atmen::V,тын алыү,сывла
976,trinken::V,эсеү,ӗҫ
977,essen::V,ашау,ҫи
978,schlucken::V,йотоу,ҫӑт
979,müde werden::V,арыу,ӗшен
980,einschlafen::V,йоҡлап китеү,ыйха пут
981,einschlafen::V,йоҡлап китеү,ҫывӑрса кай
982,schlafen::V,йоҡлау,ҫывӑр
983,aufwachen::V,уяныу,вӑран
984,aufstehen::V,тороу,тӑр
985,sich erholen::V,ял итеү,кан
986,krank werden::V,сирләү,чирле
987,krank sein::V,сирләү,чирле
988,schmerzen::V,ауыртыу,сур
989,schmerzen::V,ауыртыу,ырат
990,husten::V,йүтәлләү,ӳсӗр
991,genesen::V,һауығыу,сывал
992,genesen::V,һауығыу,тӳрлен
993,sterben::V,үлеү,вил
994,umkommen::V,һәләк булыу,вил
995,sich bewegen::V,хәрәкәт итеү,куҫ
996,sich rühren::V,ҡуҙғалыу,хускал
997,sich erheben::V,тороу,тӑр
998,sich setzen::V,ултырыу,лар
999,hinfallen::V,ҡолау,ӳк
1000,laufen::V,йөрөү,ут
1001,schreiten::V,атлау,ут
1002,spazierengehen::V,ял итеп йороү,уҫӑлса ҫӳре
1003,spazierengehen::V,ял итеп йороү,уткаласа ҫӳре
1004,eilen::V,ашығыу,васка
1005,eilen::V,ашығыу,хыпалан
1006,eilen::V,ҡабаланыу,васка
1007,eilen::V,ҡабаланыу,хыпалан
1008,sich beeilen::V,ашығыу,васка
1009,sich beeilen::V,ашығыу,хыпалан
1010,sich beeilen::V,ҡабаланыу,васка
1011,sich beeilen::V,ҡабаланыу,хыпалан
1012,sausen::V,елеү,ыткӑн
1013,sausen::V,елеү,вӗҫтер
1014,rennen::V,йүгеп йөрөү,чуп
1015,springen::V,һикереү,сик
1016,klettern::V,үрмәләү,улӑх
1017,klettern::V,үрмәләп менеү,улӑх
1018,schaukeln::V,сайҡалыу,йӳрӗн
1019,kriechen::V,шыуышыу,шу
1020,kriechen::V,шыуышыу,упален
1021,schwimmen::V,йоҙөү,иш
1022,tauchen::V,сумыу,чӑм
1023,rudern::V,ишеү,авӑс
1024,fahren::V,йөрөү,пыр
1025,fliegen::V,осоу,вӗҫ
1026,gehen::V,барыу,кай
1027,weggehen::V,китеү,кай
1028,abfahren::V,сығыу,тапран
1029,anhalten::V,тукталыу,чарӑн
1030,hineingehen::V,инеү,кӗр
1031,eintreten::V,инеү,кӗр
1032,kommen::V,килеү,кил
1033,ankommen::V,килеү,ҫит
1034,zurückkommen::V,ҡайтыу,таврӑн
1035,zurückkommen::V,ҡайтыу,каялла кил
1036,bleiben::V,ҡалыу,юл
1037,warten::V,көтөп тороу,кӗт
1038,erwarten::V,көтөү,кӗт
1039,suchen::V,эҙләү,шыра
1040,finden::V,табыу,туп
1041,versuchen::V,тырышып ҡарау,пикен
1042,vorbereiten::V,әҙерләү,хатӗрле
1043,lieben::V,яратыу,юрат
1044,mögen::V,һөйөү,кӑмӑлла
1045,mögen::V,һөйөү,килӗштер
1046,mögen::V,яратыу,кӑмӑлла
1047,mögen::V,яратыу,килӗштер
1048,lachen::V,көлөү,кул
1049,lachen::V,көлөү,ахӑлтат
1050,rühren::V,ҡағылыу,ҫулӑх
1051,weinen::V,илау,йӗр
1052,weinen::V,илау,макӑр
1053,schimpfen::V,һүгенеү,вӑрҫ
1054,schimpfen::V,һүгенеү,ятлаҫ
1055,schimpfen::V,тиргәнеү,вӑрҫ
1056,schimpfen::V,тиргәнеү,ятлаҫ
1057,schimpfen::V,һуҡраныу,вӑрҫ
1058,schimpfen::V,һуҡраныу,ятлаҫ
1059,sich ärgern::V,асыуланыу,ҫиллен
1060,sich fürchten::V,ҡурҡыу,шиклен
1061,fürchten::V,ҡурҡыу,хӑра
1062,fliehen::V,ҡасыу,тар
1063,flüchten::V,ҡасыу,чупса тар
1064,sehen::V,күреү,кур
1065,anschauen::V,ҡарау,пӑхса ил
1066,ansehen::V,ҡарау,пӑх
1067,ansehen::V,тикшереү,пӑх
1068,hören::V,ишетеү,илт
1069,zuhören::V,тыңлау,итле
1070,zuhören::V,тыңлау,тӑнла
1071,probieren::V,татыу,астив
1072,riechen::V,еҫкәү,шӑршла
1073,fühlen::V,тойоу,туй
1074,fühlen::V,тойоу,сис
1075,scheinen::V,кеүек күренеү,туйӑн
1076,scheinen::V,тойолоу,туйӑн
1077,zu sehen sein::V,күренеү,курӑн
1078,vernehmen::V,ишетеү,пӑл
1079,frieren::V,туңыү,йӳтен
1080,tun::V,яһау,ту
1081,tun::V,әшләү,ту
1082,können::V,алыу,пултар
1083,können::V,мөмкин булыу,пултар
1084,wollen::V,теләү,те
1085,anfangen::V,башлау,пуҫла
1086,beenden::V,бөтөрөү,пӗтер
1087,beenden::V,тамамлау,пӗтер
1088,aufhören::V,туктау,пӑрах
1089,gelingen::V,уңышлы булыу,ӑн
1090,geraten::V,булып сығыу,пул
1091,öffnen::V,асыу,уҫ
1092,schließen::V,йомоу,хуп
1093,stellen::V,ҡуйыу,ларт
1094,stellen::V,ҡуйыу,тӑрат
1095,setzen::V,урынлаштырыу,ларт
1096,legen::V,һалыу,хур
1097,berühren::V,тейеү,перӗн
1098,berühren::V,ҡағылыу,перӗн
1099,verbinden::V,ҡушыу,сып
1100,verbinden::V,бәйләү,сып
1101,bedecken::V,ҡаплау,вит
1102,aufhängen::V,элеү,ҫак
1103,anzünden::V,тоҡандырыу,ҫут
1104,aufheben::V,мендереү,ҫӗкле
1105,zurücklassen::V,ҡалдырыу,манса хӑвар
1106,verlieren::V,юғалтыу,ҫӗтер
1107,fallen lassen::V,төшөрөп ебәреү,ӳкер
1108,machen::V,яһау,ту
1109,machen::V,эшләү,ту
1110,herstellen::V,эшләп сығарыу,ӑстала
1111,bauen::V,төҙөү,ту
1112,reparieren::V,төҙәтеү,юса
1113,verbessern::V,яҡшыртыу,лайӑхлат
1114,ändern::V,үҙгәртеү,улӑштар
1115,graben::V,ҡаҙыу,чав
1116,graben::V,ҡаҙыу,чакала
1117,beugen::V,бөгөү,кукӑрт
1118,biegen::V,бөгөү,ав
1119,biegen::V,бөгөү,кукӑрт
1120,drehen::V,өйрөлтөү,ҫавӑр
1121,drehen::V,әйләндереү,ҫавӑр
1122,wenden::V,әйләндереү,ӳпӗнтер
1123,umdrehen::V,түңкәреү,ҫавӑр
1124,heben::V,күтәреү,хӑпарт
1125,heben::V,мендереү,хӑпарт
1126,hochheben::V,күтәреү,йӑт
1127,ergreifen::V,тотоп алыу,тыт
1128,halten::V,тотоу,тыт
1129,drücken::V,ҡыҫыу,пус
1130,schieben::V,этеү,тӗк
1131,schieben::V,этеү,тӗрт
1132,schieben::V,төртөү,тӗк
1133,schieben::V,төртөү,тӗрт
1134,kratzen::V,ҡырыу,хыр
1135,lecken::V,ялау,ҫула
1136,beißen::V,тешләү,ҫырт
1137,beißen::V,тешләү,хып
1138,abreißen::V,өҙөү,тат
1139,abschneiden::V,ҡырҡыу,кас
1140,binden::V,бәйләү,ҫых
1141,stecken::V,ҡаҙау,чик
1142,brechen::V,боҙоу,хуҫ
1143,klopfen::V,шаҡылдау,такка
1144,hauen::V,туҡмау,шакка
1145,kleben::V,йәбештереү,ҫыпӑҫтар
1146,reiben::V,ыуыу,сӑтӑр
1147,reiben::V,ышҡыу,сӑтӑр
1148,streichen::V,яғыу,сӗр
1149,schleifen::V,үткерләү,хӑйра
1150,schneiden::V,ҡырҡыу,кас
1151,rütteln::V,һелкетеү,лӑка
1152,rütteln::V,һелкетеү,силлентер
1153,schütteln::V,һелкетеү,лӑка
1154,schütteln::V,һелкетеү,силлентер
1155,schwenken::V,болғау,сулла
1156,schütten::V,ҡойоу,тултар
1157,füllen::V,тултырыу,тултар
1158,einwickeln::V,төрөү,чӗрке
1159,tragen::V,алып барыу,ҫӗкле
1160,schleppen::V,һөйрәү,сӗтӗр
1161,ziehen::V,тартыу,тӑс
1162,aufbewahren::V,һаҡлау,усра
1163,werfen::V,ырғытыу,пӑрах
1164,fangen::V,тотоу,тыт
1165,packen::V,етеү,тыт
1166,packen::V,тотоп алыу,тыт
1167,verstecken::V,йәшереү,пытарса хур
1168,teilen::V,бүлеү,уйӑр
1169,teilen::V,бүлеү,пайла
1170,schicken::V,ебәреү,яр
1171,bringen::V,килтереү,кӳр
1172,hinzufügen::V,өтәү,хуш
1173,bekommen::V,алыу,ил
1174,bekommen::V,алыу,туян
1175,erhalten::V,алыу,ил
1176,erhalten::V,алыу,туян
1177,nehmen::V,алыу,ил
1178,wählen::V,һайлаү,суйла
1179,auswählen::V,һайлап алыу,суйла
1180,bewahren::V,һаҡлау,упра
1181,behindern::V,тотҡарлыҡ яһау,кансӗрле
1182,behindern::V,тотҡарлыҡ яһау,чӑрмантар
1183,verderben::V,боҙоу,пӑс
1184,beschädigen::V,боҙоу,пӑс
1185,zerbrechen::V,ҡыйратыу,ват
1186,zerbrechen::V,ҡыйратыу,ҫӗмӗр
1187,zerreißen::V,йыртыу,ҫур
1188,zerstören::V,емереү,иш
1189,verbrennen::V,үртәү,ҫунтар
1190,geben::V,биреү,пар
1191,reichen::V,биреү,пар
1192,schenken::V,бүләк итеү,парнеле
1193,versprechen::V,вәғәҙә биреү,тума пул
1194,versprechen::V,вәғәҙә биреү,сӑмах пар
1195,wünschen::V,теләу,сун
1196,loben::V,маҡтау,ырла
1197,küssen::V,үбеү,чуп ту
1198,wiegen::V,бәүетеү,сиктер
1199,wiegen::V,бәүетеү,силле
1200,wiegen::V,тирбәтеү,сиктер
1201,wiegen::V,тирбәтеү,силле
1202,zudecken::V,ҡаплау,вит
1203,wecken::V,уятыу,вӑрат
1204,zeigen::V,күрһәтеү,кӑтарт
1205,führen::V,етәкләү,илсе пыр
1206,führen::V,етәкләү,ҫавӑтса пыр
1207,lehren::V,уҡытыу,вёрент
1208,lehren::V,өйрәтеү,вёрент
1209,unterrichten::V,уҡытыу,вёрент
1210,aufziehen::V,тәрбиәле,вӗрент
1211,leiten::V,етәкләү,тытса пыр
1212,leiten::V,етәкселек итеү,тытса пыр
1213,antreiben::V,ашыҡтырыу,васкат
1214,lassen::V,мәжбүр итеү,пусахла
1215,lassen::V,мәжбүр итеү,хуш
1216,einladen::V,саҡырыу,чӗн
1217,vereinigen::V,берләштереү,пӗрлештер
1218,besuchen::V,килеп сығыу,ҫит
1219,besuchen::V,килеп сығыу,кӗрсе кур
1220,treffen::V,тойоү,тӗл пул
1221,treffen::V,осратыу,тӗл пул
1222,treffen::V,ҡаршылау,тӗл пул
1223,sich versammeln::V,йыйылыу,пуҫтарӑн
1224,spielen::V,тартыу,выля
1225,singen::V,йырлау,юрла
1226,tanzen::V,бейеү,ташла
1227,sich trennen::V,айырылышыу,уйрӑл
1228,verlassen::V,ташлау,хӑвар
1229,verlassen::V,ташлап китеү,хӑвар
1230,retten::V,ҡотҡарыу,ҫӑл
1231,bewachen::V,һаҡлау,хуралла
1232,schützen::V,һаҡлау,сыхла
1233,verteidigen::V,яҡлау,хӳтӗле
1234,sich schlagen::V,һуғышыу,ҫапӑҫ
1235,schießen::V,атыу,пер
1236,siegen::V,еңеү,ҫӗн
1237,siegen::V,еңеү,ҫӗнтер
1238,ärgern::V,асыуландырыу,тарӑхтар
1239,ärgern::V,асыуландырыу,ҫиллентер
1240,schlagen::V,бәреү,ҫап
1241,schlagen::V,туҡмау,ҫап
1242,treten::V,тибеү,тап
1243,treten::V,типкеләү,тап
1244,stechen::V,сәнсеү,чик
1245,stoßen::V,этеү,чыш
1246,stoßen::V,төртөү,чыш
1247,stehlen::V,урлау,вӑрла
1248,stören::V,ҡамасаулау,кансӗрле
1249,belästigen::V,бимазалау,аптӑрат
1250,belästigen::V,бимазалау,хупла
1251,belästigen::V,ҡамасаулау,аптӑрат
1252,belästigen::V,ҡамасаулау,хупла
1253,verbergen::V,йәшереү,пытар
1254,täuschen::V,ултыртыу,суй
1255,betrügen::V,алдау,ултала
1256,töten::V,үлтереү,вӗлер
1257,wohnen::V,йәшәү,чуна пар
1258,wohnen::V,йәшәү,парӑнса тӑр
1259,arbeiten::V,эшләү,ӗҫле
1260,sammeln::V,йыйыу,пух
1261,pflücken::V,өҙөү,тат
1262,jagen::V,аулау,сунара ҫӳре
1263,fischen::V,аулау,пулӑ тыт
1264,fassen::V,тотоу,тыт
1265,hüten::V,көтөү,кӗт
1266,treiben::V,ҡыуыу,хӑвала
1267,anbinden::V,бәйләү,кӑкар
1268,füttern::V,ашатыу,ҫитер
1269,melken::V,һауыү,су
1270,hacken::V,турау,вакла
1271,hacken::V,тапау,вакла
1272,gießen::V,ҡойоу,шӑвар
1273,reifen::V,өлғөрөү,пиҫ
1274,zubereiten::V,бешереү,пӗҫер
1275,kochen::V,бешереү,пӗҫер
1276,backen::V,бешереү,пӗҫер
1277,braten::V,ҡурыу,ӑшала
1278,umrühren::V,ҡатнаштырыу,хутӑштар
1279,stricken::V,бәйләү,ҫых
1280,nähen::V,тегеү,ҫӗле
1281,färben::V,буяу,пӗвет
1282,reinigen::V,таҙартыу,тасат
1283,waschen::V,йыуыу,ҫу
1284,abwischen::V,һөртөү,шӑл
1285,spülen::V,сайҡау,чӳхе
1286,fegen::V,һепереү,шӑл
1287,kehren::V,һепереү,шӑл
1288,baden::V,һыу инеү,шыва кӗр
1289,sich waschen::V,йыуыныу,ҫӑвӑн
1290,ausziehen::V,сисеү,салан
1291,anziehen::V,кейеү,тӑхӑн
1292,sich anziehen::V,кейенеү,тӑхӑн
1293,kämmen::V,тарау,тура
1294,schmücken::V,биҙәү,илемлет
1295,sagen::V,әйтеү,те
1296,sprechen::V,әйтеү,кала
1297,sprechen::V,һөйләшеү,кала
1298,reden::V,һөйләшеү,сӑмахла
1299,reden::V,һөйләшеү,калаҫ
1300,sich unterhalten::V,әңгәмәләшеү,пупле
1301,fragen::V,һорау,ыйт
1302,bitten::V,үтенеү,ыйт
1303,erzählen::V,һөйләү,каласа пар
1304,mitteilen::V,әйтеү,пӗлтер
1305,mitteilen::V,әйтеү,хыпарла
1306,nennen::V,атау,те
1307,nennen::V,атау,чӗн
1308,nennen::V,исемләү,те
1309,nennen::V,исемләү,чӗн
1310,rufen::V,саҡырыу,чӗн
1311,prahlen::V,маҡтаныу,мухтан
1312,prahlen::V,маҡтаныу,вӗҫкӗнлен
1313,prahlen::V,шапырыныу,мухтан
1314,prahlen::V,шапырыныу,вӗҫкӗнлен
1315,übersetzen::V,тәржемә итеү,куҫар
1316,denken::V,уйлау,шухӑшла
1317,glauben::V,ышаныу,ӗнен
1318,bemerken::V,күреү,асӑрха
1319,erkennen::V,таныу,палла
1320,begreifen::V,аңлау,ӑнлан
1321,verstehen::V,аңлау,пӗл
1322,lernen::V,өйрәнеү,вӗрен
1323,wissen::V,белеү,пӗл
1324,wissen::V,белеү,ӑнкар
1325,sich erinnern an::V,хәтергә алыу,аса ил
1326,vergessen::V,онотоу,ман
1327,vergessen::V,онотоу,манса кай
1328,messen::V,үлсәү,виҫ
1329,zählen::V,һанау,шутла
1330,rechnen::V,һанау,шутла
1331,lesen::V,уҡыу,вула
1332,malen::V,һүрәт яһау,ӳкер
1333,malen::V,рәсем төшөрөү,ӳкер
1334,zeichnen::V,һүрәт яһау,ӳкер
1335,zeichnen::V,рәсем төшөрөү,ӳкер
1336,schreiben::V,яҙыу,ҫыр
1337,besitzen::V,биләү,тыт
1338,kaufen::V,һатып алыу,ил
1339,kaufen::V,һатып алыу,туян
1340,verkaufen::V,һатыу,сут
1341,bezahlen::V,түләү,тӳле
1342,zahlen::V,түләү,тӳле
1343,beherrschen::V,биләү,тыт
1344,ertragen::V,түҙеү,тӳс
