,Concept_ID,et,mhr
753,oft::ADV,sageli,чӱ́чкыдын
754,immer::ADV,ikka,эре́
755,immer::ADV,ikka,ту́тыш
756,immer::ADV,alati,эре́
757,immer::ADV,alati,ту́тыш
758,niemals::ADV,mitte kunagi,ок нигуна́м
759,hier::ADV,siin,ты́ште
760,hierhin::ADV,siia,ты́шке
761,hierhin::ADV,siia,тыш
762,von hier::ADV,siit,тыше́ч
763,von hier::ADV,siit,тыве́ч
764,dort::ADV,seal,ту́што
765,dorthin::ADV,sinna,туш
766,dorthin::ADV,sinna,ту́шко
767,geradeaus::ADV,otse edasi,вик
768,vorwärts::ADV,edasi,о́нчыко
769,rückwärts::ADV,tagurpidi,шеҥге́к
770,zurück::ADV,tagasi,мӧҥге́ш
771,unten::ADV,all,ӱ́лнӧ
772,unten::ADV,all,йыма́лне
773,unten::ADV,allpool,ӱ́лнӧ
774,unten::ADV,allpool,йыма́лне
775,hinab::ADV,alla,йыма́к
776,oben::ADV,ülal,кӱ́шнӧ
777,oben::ADV,ülal,ӱмба́лне
778,hinauf::ADV,üles,кӱ́ш
779,hinauf::ADV,üles,кӱ́шкӧ
780,überall::ADV,kõikjal,чыла́ вере́
781,nicht::ADV,ei,ок
782,nicht::ADV,ei,о́геш
783,nicht::ADV,mitte,ок
784,nicht::ADV,mitte,о́геш
785,ein wenig::ADV,veidi,изи́ш
786,ein wenig::ADV,natuke,изи́ш
787,kaum::ADV,vaevalt,пыкше́
788,sehr::ADV,väga,чот
789,so::ADV,nii,тыге́
790,noch::ADV,veel,а́ле
791,nur::ADV,ainult,гына́
792,schon::ADV,juba,ы́нде
793,wieder::ADV,jälle,ада́к
794,vergebens::ADV,asjata,ара́м
795,vor::PRP,ees,о́нчыч
796,hinter::PRP,taha,шеҥге́лне
797,unter::PRP,all,йыма́лне
798,durch::PRP,läbi,вошт
799,durch::PRP,kaudu,вошт
800,neben::PRP,kõrval,вокте́н
801,zwischen::PRP,vahel,кокла́ште
802,wegen::PRP,tõttu,верч
803,wegen::PRP,pärast,верч
804,dies::PRN,see,ти́де
805,das::PRN,see,са́де
806,alles::PRN,kõik,чыла́
807,ich::PRN,mina,мый
808,du::PRN,sina,тый
809,er::PRN,tema,ту́до
810,wir::PRN,me,ме
811,ihr::PRN,te,те
812,sie::PRN,nad,ну́но
813,was::FPRN,mis,мо
814,wer::FPRN,kes,кӧ
815,wo::FADV,kus,куша́н
816,wohin::FADV,kuhu,куш
817,wohin::FADV,kuhu,ку́шко
818,wie::FADV,kuidas,кузе́
819,warum::FADV,miks,мо
820,warum::FADV,miks,мола́н
821,wieviel::FNUM,mitu,куна́р
822,wieviel::FNUM,kui palju,куна́р
823,eins::NUM,üks,ик
824,zwei::NUM,kaks,ко́кыт
825,drei::NUM,kolm,кум
826,vier::NUM,neli,ныл
827,fünf::NUM,viis,вич
828,sechs::NUM,kuus,куд
829,sieben::NUM,seitse,шым
830,acht::NUM,kaheksa,канда́ш
831,neun::NUM,üheksa,инде́ш
832,zehn::NUM,kümme,лу
833,elf::NUM,üksteist,лати́к
834,zwölf::NUM,kaksteist,латко́к
835,zwanzig::NUM,kakskümmend,ко́ло
836,dreißig::NUM,kolmkümmend,ку́мло
837,vierzig::NUM,nelikümmend,ны́лле
838,fünfzig::NUM,viiskümmend,ви́тле
839,sechzig::NUM,kuuskümmend,ку́дло
840,siebzig::NUM,seitsekümmend,шы́мле
841,achtzig::NUM,kaheksakümmend,канда́шле
842,neunzig::NUM,üheksakümmend,инде́шле
843,hundert::NUM,sada,шӱ́дӧ
844,tausend::NUM,tuhat,тӱже́м
845,und::CNJ,ja,да
846,und::CNJ,ja,ден
847,oder::CNJ,või,я
848,oder::CNJ,või,а́ле
849,stehen::V,seisma,шога́ш
850,sitzen::V,istuma,шинча́ш
851,liegen::V,lamama,кия́ш
852,hängen::V,rippuma,кеча́ш
853,werden::V,saama,лия́ш
854,werden::V,hakkama,лия́ш
855,passieren::V,juhtuma,лия́ш
856,beginnen::V,algama,тӱҥгала́ш
857,beginnen::V,hakkama,тӱҥгала́ш
858,enden::V,lõppema,пыта́ш
859,wechseln::V,vahelduma,вашталта́ш
860,aufgehen[Sonne]::V,tõusma,лекта́ш
861,untergehen[Sonne]::V,loojuma,шинча́ш
862,scheinen[Sonne]::V,paistma,волгалта́ш
863,donnern::V,kõmisema,кӱдырта́ш
864,donnern::V,kõmisema,сургалта́ш
865,wehen::V,puhuma,пуа́ш
866,strömen::V,voolama,шийалтара́ш
867,fließen::V,voolama,йога́ш
868,sich drehen::V,pöörduma,пӧрда́ш
869,schwanken::V,kõikuma,лӱҥга́ш
870,schwanken::V,kõikuma,тайныла́ш
871,schwingen::V,võnkuma,рӱпшалта́ш
872,fallen::V,langema,воза́ш
873,fallen::V,langema,йӧрла́ш
874,brennen::V,põlema,йӱла́ш
875,rauchen::V,suitsema,шикша́ш
876,regnen::V,sadama,йӱра́ш
877,gefrieren::V,kinni külmuma,кылма́ш
878,gefrieren::V,kinni külmuma,ияҥа́ш
879,tauen::V,sulama,шула́ш
880,schmelzen::V,sulama,лева́ш
881,trocknen::V,kuivama,кошка́ш
882,sieden::V,keema,шола́ш
883,faulen::V,mädanema,шӱя́ш
884,verfaulen::V,mädanema,шӱйы́н шуа́ш
885,reißen::V,rebenema,кӱрла́ш
886,versinken::V,uppuma,пуре́н кая́ш
887,vergehen::V,mööduma,эрте́н кая́ш
888,erscheinen::V,ilmuma,толы́н лекта́ш
889,verschwinden::V,kaduma,йома́ш
890,sinken::V,vajuma,пуча́ш
891,sinken::V,langema,пуча́ш
892,abnehmen::V,vähenema,пуча́ш
893,abnehmen::V,kahenema,пуча́ш
894,zunehmen::V,kasvama,шукема́ш
895,steigen::V,tõusma,нӧлталта́ш
896,steigen::V,üles minema,нӧлталта́ш
897,wachsen::V,kasvama,кушка́ш
898,glänzen::V,läikimä,йылгыжа́ш
899,funkeln::V,sädelema,чолга́ш
900,lärmen::V,lärmama,рӱшка́ш
901,läuten::V,helisema,мура́ш
902,klingeln::V,helisema,йыҥгырта́ш
903,klirren::V,kõlisema,чылдыртата́ш
904,brausen::V,kohisema,лӱшка́ш
905,rauschen::V,kohisema,лыжга́ш
906,klingen::V,kõlama,йоҥга́ш
907,bellen::V,haukuma,опта́ш
908,heulen::V,uluma,урмыжа́ш
909,blasen::V,puhuma,пуала́ш
910,pfeifen::V,vilistama,шӱ́шкаш
911,schreien::V,karjuma,кычкыра́ш
912,stöhnen::V,oigama,йыҥыса́ш
913,zittern::V,värisema,чытыра́ш
914,leben::V,elama,ила́ш
915,leben::V,elus olema,ила́ш
916,geboren werden::V,sündima,шоча́ш
917,atmen::V,hingama,шӱла́ш
918,trinken::V,jooma,йӱа́ш
919,essen::V,sööma,кочка́ш
920,schlucken::V,neelama,нела́ш
921,müde werden::V,väsima,ноя́ш
922,einschlafen::V,uinuma,мале́н колта́ш
923,schlafen::V,magama,мала́ш
924,aufwachen::V,ärkama,помыжалта́ш
925,aufstehen::V,ärkama,кынела́ш
926,aufstehen::V,üles tõusma,кынела́ш
927,sich erholen::V,puhkama,кана́ш
928,krank werden::V,haigestuma,черлане́н воза́ш
929,krank werden::V,haigeks jääma,черлане́н воза́ш
930,krank sein::V,haige olema,черлане́н кия́ш
931,schmerzen::V,valutama,коршта́ш
932,husten::V,köhima,кокыра́ш
933,genesen::V,toibuma,тӱрла́ш
934,genesen::V,toibuma,тазаҥа́ш
935,sterben::V,surema,кола́ш
936,umkommen::V,surma saama,вуй йома́ш
937,sich bewegen::V,liikuma,кошта́ш
938,sich rühren::V,liikuma,тарвана́ш
939,sich erheben::V,kerkima,кынела́ш
940,sich setzen::V,istet võtma,шинча́ш
941,hinfallen::V,kukkuma,йӧрла́ш
942,hinfallen::V,maha kukkuma,йӧрла́ш
943,laufen::V,kõndima,кошта́ш
944,schreiten::V,astuma,ошкыла́ш
945,spazierengehen::V,jalutama,гуля́яш
946,eilen::V,ruttama,вашка́ш
947,eilen::V,kiirustama,вашка́ш
948,sich beeilen::V,ruttama,вашкешта́ш
949,sich beeilen::V,kiirustama,вашкешта́ш
950,sausen::V,kihutama,юлтка́ш
951,sausen::V,tormama,юлтка́ш
952,rennen::V,jooksma,куржтала́ш
953,rennen::V,kihutama,куржтала́ш
954,springen::V,hüppama,тӧршта́ш
955,klettern::V,ronima,кӱза́ш
956,schaukeln::V,kiikuma,лӱҥгалта́ш
957,kriechen::V,roomama,нушка́ш
958,schwimmen::V,ujuma,ия́ш
959,tauchen::V,sukelduma,шуҥгалта́ш
960,rudern::V,sõudma,удыра́ш
961,fahren::V,sõitma,кудала́ш
962,fliegen::V,lendama,чоҥешта́ш
963,gehen::V,käima,кая́ш
964,gehen::V,minema,кая́ш
965,weggehen::V,ära minema,кораҥа́ш
966,weggehen::V,välja minema,кораҥа́ш
967,abfahren::V,väljuma,лекта́ш
968,abfahren::V,ära sõitma,лекта́ш
969,anhalten::V,peatuma,чарна́ш
970,hineingehen::V,sisenema,пура́ш
971,hineingehen::V,sisse minema,пура́ш
972,eintreten::V,sisenema,пура́ш
973,eintreten::V,sisse astuma,пура́ш
974,kommen::V,tulema,тола́ш
975,ankommen::V,saabuma,шуа́ш
976,zurückkommen::V,tagasi tulema,пӧртыла́ш
977,bleiben::V,jääma,кода́ш
978,warten::V,ootama,вуча́ш
979,erwarten::V,ootama,вуча́ш
980,erwarten::V,lootma,вуча́ш
981,suchen::V,otsima,кычала́ш
982,finden::V,leidma,муа́ш
983,versuchen::V,püüdma,толаша́ш
984,versuchen::V,üritama,толаша́ш
985,versuchen::V,katsetama,толаша́ш
986,vorbereiten::V,valmistama,ямдыла́ш
987,lieben::V,armastama,йӧрата́ш
988,mögen::V,sallima,йӧрата́ш
989,mögen::V,meeldima,йӧрата́ш
990,lachen::V,naerma,воштыла́ш
991,rühren::V,liigutama,ку́мыл тарвата́ш
992,rühren::V,heldima panema,ку́мыл тарвата́ш
993,weinen::V,nutma,шорта́ш
994,schimpfen::V,sõimama,каргаша́ш
995,sich ärgern::V,ärrituma,сыра́ш
996,sich ärgern::V,vihastuma,сыра́ш
997,sich fürchten::V,kartma,лӱда́ш
998,sich fürchten::V,hirmu tundma,лӱда́ш
999,fürchten::V,kartma,лӱда́ш
1000,fliehen::V,põgenema,куржа́ш
1001,flüchten::V,põgenema,куржа́ш
1002,sehen::V,nägema,ужа́ш
1003,anschauen::V,vaatama,онча́ш
1004,ansehen::V,vaatama,эскера́ш
1005,hören::V,kuulma,кола́ш
1006,zuhören::V,kuulama,колышта́ш
1007,probieren::V,proovima,тамла́ш
1008,riechen::V,nuusutama,ӱпшынча́ш
1009,fühlen::V,tundma,шижа́ш
1010,scheinen::V,näida,чуча́ш
1011,scheinen::V,ilmuda,чуча́ш
1012,zu sehen sein::V,ilmuma,коя́ш
1013,vernehmen::V,üle kuulama,кола́ш
1014,frieren::V,külmetada,кылма́ш
1015,tun::V,tegema,ышта́ш
1016,können::V,võima,мошта́ш
1017,können::V,oskama,мошта́ш
1018,wollen::V,tahtma,тӱна́ш
1019,anfangen::V,hakkama,тӱҥала́ш
1020,anfangen::V,alustama,тӱҥала́ш
1021,beenden::V,lõpetama,пытара́ш
1022,aufhören::V,lakkama,чарна́ш
1023,gelingen::V,õnnestuma,сай лекта́ш
1024,geraten::V,jõudma,лекта́ш
1025,öffnen::V,avama,поча́ш
1026,schließen::V,sulgema,петыра́ш
1027,stellen::V,panema,шында́ш
1028,stellen::V,asetama,шында́ш
1029,setzen::V,panema,шында́ш
1030,legen::V,panema,опта́ш
1031,legen::V,panema,пышта́ш
1032,legen::V,asetama,опта́ш
1033,legen::V,asetama,пышта́ш
1034,berühren::V,riivama,тӱка́ш
1035,berühren::V,puudutama,тӱка́ш
1036,verbinden::V,ühendama,пида́ш
1037,bedecken::V,katma,леведа́ш
1038,aufhängen::V,riputama,сака́ш
1039,anzünden::V,süütama,чӱкта́ш
1040,aufheben::V,üles tõstma,нӧлтала́ш
1041,zurücklassen::V,jätma,кода́ш
1042,verlieren::V,kaotama,йомдара́ш
1043,fallen lassen::V,maha pillama,воза́ш
1044,fallen lassen::V,kukkuda laskma,воза́ш
1045,machen::V,tegema,ышта́ш
1046,herstellen::V,valmistama,ямдыла́ш
1047,bauen::V,ehitama,чоҥа́ш
1048,reparieren::V,parandama,ачала́ш
1049,verbessern::V,parandama,саемда́ш
1050,ändern::V,muutma,весемда́ш
1051,ändern::V,ümber tegema,весемда́ш
1052,graben::V,kaevama,кӱнча́ш
1053,beugen::V,painutama,пӱгырта́ш
1054,biegen::V,painutama,лывырта́ш
1055,drehen::V,keerama,пӱтыра́ш
1056,wenden::V,ümber pöörama,ирала́ш
1057,umdrehen::V,ümber keerama,савырала́ш
1058,heben::V,tõstma,нӧлта́ш
1059,hochheben::V,üles tõstma,нӧлта́ш
1060,hochheben::V,kõrgele tõstma,нӧлта́ш
1061,ergreifen::V,haarama,руалта́ш
1062,halten::V,hoidma,куча́ш
1063,drücken::V,pigistama,иша́ш
1064,drücken::V,pigistama,темда́ш
1065,schieben::V,lükkama,шӱкала́ш
1066,kratzen::V,kraapima,удыра́ш
1067,lecken::V,lakkuma,нула́ш
1068,beißen::V,purema,пура́ш
1069,beißen::V,hammustama,пура́ш
1070,abreißen::V,rebima,кӱрла́ш
1071,abreißen::V,ära rebima,кӱрла́ш
1072,abschneiden::V,ära lõikama,пӱчка́ш
1073,binden::V,siduma,кылда́ш
1074,stecken::V,pistma,шуралта́ш
1075,brechen::V,murdma,тодышта́ш
1076,klopfen::V,koputama,кыра́ш
1077,hauen::V,lööma,тӱя́ш
1078,kleben::V,kleepima,клеитла́ш
1079,reiben::V,hõõruma,йыга́ш
1080,reiben::V,hõõruma,туржала́ш
1081,streichen::V,silitama,шӱра́ш
1082,schleifen::V,lihvima,шума́ш
1083,schleifen::V,lihvima,яна́ш
1084,schleifen::V,teritama,шума́ш
1085,schleifen::V,teritama,яна́ш
1086,schneiden::V,lõikama,пӱчка́ш
1087,rütteln::V,raputama,рӱза́ш
1088,schütteln::V,raputama,почка́ш
1089,schütteln::V,loksutama,почка́ш
1090,schwenken::V,vehkima,рӱза́ш
1091,schwenken::V,lehvitama,рӱза́ш
1092,schütten::V,kallama,опта́ш
1093,füllen::V,täitma,тема́ш
1094,einwickeln::V,sisse mähkima,вӱдыла́ш
1095,tragen::V,kandma,нумала́ш
1096,schleppen::V,tassima,шӱдыра́ш
1097,schleppen::V,lohistama,шӱдыра́ш
1098,ziehen::V,vedama,шупша́ш
1099,ziehen::V,tõmbama,шупша́ш
1100,aufbewahren::V,säilitama,арала́ш
1101,aufbewahren::V,alal hoidma,арала́ш
1102,werfen::V,viskama,шуа́ш
1103,werfen::V,viskama,кышка́ш
1104,fangen::V,püüdma,куча́ш
1105,packen::V,kinni haarama,руалта́ш
1106,packen::V,kinni võtma,руалта́ш
1107,verstecken::V,peitma,тоя́ш
1108,teilen::V,jagama,пӧла́ш
1109,teilen::V,jaotama,пӧла́ш
1110,schicken::V,saatma,колта́ш
1111,bringen::V,viima,конда́ш
1112,hinzufügen::V,lisama,ешара́ш
1113,bekommen::V,saama,нала́ш
1114,erhalten::V,saama,нала́ш
1115,nehmen::V,võtma,нала́ш
1116,wählen::V,valima,сайла́ш
1117,auswählen::V,valima,таҥгла́ш
1118,bewahren::V,hoidma,сакла́ш
1119,behindern::V,takistama,чаракла́ш
1120,verderben::V,rikkuma,пужа́ш
1121,beschädigen::V,rikkuma,пужа́ш
1122,zerbrechen::V,katki tegema,пудырта́ш
1123,zerreißen::V,katki rebima,кӱрла́ш
1124,zerstören::V,purustama,шалата́ш
1125,verbrennen::V,põletama,йӱлата́ш
1126,geben::V,andma,пуа́ш
1127,reichen::V,andma,пуа́ш
1128,reichen::V,ulatama,пуа́ш
1129,schenken::V,kinkima,пӧлекла́ш
1130,versprechen::V,lubama,сӧра́ш
1131,versprechen::V,tõotama,сӧра́ш
1132,wünschen::V,soovima,тылана́ш
1133,loben::V,kiitma,мокта́ш
1134,küssen::V,suudlema,шупшала́ш
1135,wiegen::V,hällitama,рӱпша́ш
1136,zudecken::V,kaanetama,леведа́ш
1137,zudecken::V,kinni katma,леведа́ш
1138,wecken::V,äratama,помыжалтара́ш
1139,zeigen::V,näitama,ончыкта́ш
1140,führen::V,juhatama,вӱда́ш
1141,lehren::V,õpetama,туныкта́ш
1142,unterrichten::V,õpetama,туныкта́ш
1143,aufziehen::V,üles kasvatama,орышта́ш
1144,leiten::V,juhtima,вӱда́ш
1145,leiten::V,juhtima,вуйлата́ш
1146,antreiben::V,ergutama,поктыла́ш
1147,lassen::V,laskma,-та́ш
1148,einladen::V,kutsuma,ӱжа́ш
1149,vereinigen::V,ühendama,иктешла́ш
1150,besuchen::V,külastama,то́лын кая́ш
1151,treffen::V,kohtama,вашлия́ш
1152,sich versammeln::V,kogunema,погына́ш
1153,sich versammeln::V,kogunema,чумырга́ш
1154,spielen::V,mängima,мода́ш
1155,singen::V,laulma,мура́ш
1156,tanzen::V,tantsima,кушта́ш
1157,sich trennen::V,lahku minema,ойырла́ш
1158,verlassen::V,maha jätma,кудалта́ш
1159,retten::V,päästma,утара́ш
1160,bewachen::V,valvama,орола́ш
1161,schützen::V,kaitsma,арала́ш
1162,verteidigen::V,kaitsma,арала́ш
1163,sich schlagen::V,kaklema,кредала́ш
1164,schießen::V,tulistama,лӱя́ш
1165,siegen::V,võitma,сеҥа́ш
1166,ärgern::V,ärritama,сырыкта́ш
1167,ärgern::V,vihastama,сырыкта́ш
1168,schlagen::V,lööma,пера́ш
1169,treten::V,sõtkuma,тошка́ш
1170,stechen::V,pistma,кера́ш
1171,stechen::V,torkama,кера́ш
1172,stoßen::V,tõukama,шӱкала́ш
1173,stehlen::V,varastama,шолышта́ш
1174,stören::V,segama,мешая́ш
1175,stören::V,häirima,мешая́ш
1176,belästigen::V,ahistama,толаштара́ш
1177,verbergen::V,peitma,шылта́ш
1178,verbergen::V,varjama,шылта́ш
1179,täuschen::V,petma,ондала́ш
1180,täuschen::V,tüssama,ондала́ш
1181,betrügen::V,petma,ондала́ш
1182,betrügen::V,tüssama,ондала́ш
1183,betrügen::V,truudust murtma,ондала́ш
1184,töten::V,tapma,пушта́ш
1185,töten::V,surmama,пушта́ш
1186,wohnen::V,elama,ила́ш
1187,arbeiten::V,töötama,пашалана́ш
1188,arbeiten::V,töötama,паша́м ышта́ш
1189,sammeln::V,koguma,пога́ш
1190,sammeln::V,korjama,пога́ш
1191,pflücken::V,noppima,кӱра́ш
1192,jagen::V,jahtima,сонарла́ш
1193,fischen::V,kalastama,кол куча́ш
1194,fischen::V,kala püüdma,кол куча́ш
1195,fassen::V,püüdma,куча́ш
1196,hüten::V,karjatama,кӱта́ш
1197,treiben::V,ajama,покта́ш
1198,anbinden::V,kinni siduma,йолышта́ш
1199,füttern::V,söötma,пукша́ш
1200,melken::V,lüpsma,лӱшта́ш
1201,hacken::V,raiuma,руа́ш
1202,hacken::V,lõhkuma,руа́ш
1203,gießen::V,kastma,шава́ш
1204,reifen::V,valmima,кӱа́ш
1205,zubereiten::V,valmistama,ямдыла́ш
1206,kochen::V,keetma,шолта́ш
1207,backen::V,küpsetama,кӱкташ
1208,braten::V,praadima,пуштыла́ш
1209,braten::V,praadima,жаритла́ш
1210,umrühren::V,segama,луга́ш
1211,stricken::V,kuduma,пида́ш
1212,nähen::V,õmblema,урга́ш
1213,färben::V,värvima,чиялта́ш
1214,reinigen::V,puhastama,эрыкта́ш
1215,waschen::V,pesema,мушка́ш
1216,abwischen::V,puhtaks pühkima,ӱшта́ш
1217,spülen::V,uhtma,шӱалта́ш
1218,fegen::V,pühkima,ӱшта́ш
1219,kehren::V,pühkima,ӱшта́ш
1220,baden::V,suplema,йӱштыла́ш
1221,baden::V,kümblema,йӱштыла́ш
1222,sich waschen::V,end pesema,мушкылта́ш
1223,ausziehen::V,käest võtma,кудаша́ш
1224,ausziehen::V,jalast võtma,кудаша́ш
1225,ausziehen::V,seljast võtma,кудаша́ш
1226,anziehen::V,jalga panema,чия́ш
1227,sich anziehen::V,riietuma,чия́ш
1228,kämmen::V,kammima,шера́ш
1229,schmücken::V,kaunistama,тӱзата́ш
1230,schmücken::V,kaunistama,чеверта́ш
1231,sagen::V,ütlema,ойла́ш
1232,sagen::V,ütlema,каласа́ш
1233,sprechen::V,rääkima,кутыра́ш
1234,sprechen::V,kõnelema,кутыра́ш
1235,reden::V,kõnelema,мутлана́ш
1236,sich unterhalten::V,vestlema,кутыра́ш
1237,fragen::V,küsima,йода́ш
1238,bitten::V,paluma,йода́ш
1239,erzählen::V,jutustama,ойла́ш
1240,mitteilen::V,teatama,увертара́ш
1241,mitteilen::V,teada andma,увертара́ш
1242,nennen::V,nimetama,лӱмда́ш
1243,rufen::V,kutsuma,ӱжа́ш
1244,prahlen::V,hooplema,моктана́ш
1245,übersetzen::V,tõlkima,кусара́ш
1246,denken::V,mõtlema,шона́ш
1247,glauben::V,uskuma,ӱшана́ш
1248,bemerken::V,märkama,шижа́ш
1249,erkennen::V,ära tundma,пала́ш
1250,begreifen::V,aru saama,ыҥла́ш
1251,verstehen::V,mõistma,умыла́ш
1252,lernen::V,õppima,тунема́ш
1253,wissen::V,teadma,шинча́ш
1254,sich erinnern an::V,mäletama,шарна́ш
1255,vergessen::V,unustama,монда́ш
1256,messen::V,mõõtma,виса́ш
1257,zählen::V,loendama,шотла́ш
1258,rechnen::V,arvutama,шотла́ш
1259,lesen::V,lugema,луда́ш
1260,malen::V,maalima,сӱретла́ш
1261,zeichnen::V,joonistama,сӱретла́ш
1262,schreiben::V,kirjutama,воза́ш
1263,besitzen::V,omama,лия́ш
1264,kaufen::V,ostma,нала́ш
1265,verkaufen::V,müüma,ужала́ш
1266,bezahlen::V,tasuma,тӱла́ш
1267,zahlen::V,maksma,тӱла́ш
1268,beherrschen::V,valitsema,куча́ш
1269,ertragen::V,taluma,турка́ш
