,Concept_ID,ce,uz
768,aufstehen::V,гӏатта,qo'pmoq
769,sich erholen::V,садаӏа,dam olmoq
770,krank werden::V,цомгуш хила,kasallanmoq
771,krank sein::V,цомгуш хила,betob yotmoq
772,schmerzen::V,лаза,og'rimoq
773,schmerzen::V,ӏийжа,og'rimoq
774,husten::V,йовхарш етта,yo'talmoq
775,genesen::V,тадала,tuzalmoq
776,sterben::V,дала,o'lmoq
777,umkommen::V,хӏаллакхила,halok bo'lmoq
778,sich bewegen::V,лела,harakat qilmoq
779,sich rühren::V,меттахъхьен,qimirlamoq
780,sich erheben::V,хьалагlатта,qo'pmoq
781,sich setzen::V,хаа,o'tirmoq
782,hinfallen::V,дожа,yiqilmoq
783,hinfallen::V,охьакхета,yiqilmoq
784,laufen::V,вада,yurmoq
785,laufen::V,хьада,yurmoq
786,schreiten::V,болар дан,yurmoq
787,schreiten::V,ког баккха,yurmoq
788,spazierengehen::V,доладала,sayr ätmoq
789,eilen::V,сихдала,tezlamoq
790,sich beeilen::V,сихдала,shoshmoq
791,rennen::V,дада,yugurmoq
792,springen::V,ирхкхийсадала,sakramoq
793,klettern::V,тӏедийла,yuqorilamoq
794,schaukeln::V,техко,irg'amoq
795,kriechen::V,такха,ämaklamoq
796,schwimmen::V,некадан,suzmoq
797,tauchen::V,чулелха,chu'mmoq
798,rudern::V,дига лело,eshkak eshmoq
799,rudern::V,кема лело,eshkak eshmoq
800,fahren::V,хахка,haydamoq
801,fliegen::V,тӏемадала,uchmoq
802,gehen::V,лeла,bormoq
803,weggehen::V,дӏадаха,ketoq
804,abfahren::V,дӏадаха,jo'namoq
805,anhalten::V,саца,to'xtamoq
806,hineingehen::V,чудала,kirmoq
807,eintreten::V,чудала,kirmoq
808,kommen::V,кхача,kelmoq
809,kommen::V,дӏакхача,kelmoq
810,kommen::V,схьакхача,kelmoq
811,ankommen::V,кхача,etib kelmoq
812,ankommen::V,схьакхача,etib kelmoq
813,zurückkommen::V,юхада,qaytib kelmoq
814,bleiben::V,диса,qolmoq
815,warten::V,хьежа,poylamoq
816,warten::V,cобар дан,poylamoq
817,erwarten::V,хьоьжуш ӏан,kutmoq
818,suchen::V,леха,izlamoq
819,finden::V,каро,topmoq
820,versuchen::V,дан хьажа,chalishmoq
821,vorbereiten::V,кечъян,hozirlamoq
822,lieben::V,деза,sevmoq
823,mögen::V,безамхила,ardoqlamoq
824,lachen::V,дела,kulmoq
825,rühren::V,хьедан,ta'sirlantirmoq
826,weinen::V,делха,yig'lamoq
827,schimpfen::V,чехо,koyinmoq
828,sich ärgern::V,оьгӏазъэха,g'azab qilmoq
829,sich fürchten::V,кхера,hurkmoq
830,fürchten::V,кхера,qo'rqmoq
831,fliehen::V,дӏадада,qochmoq
832,flüchten::V,дӏадада,qochmoq
833,sehen::V,ган,ko'rmoq
834,anschauen::V,хьажа,razm solmoq
835,anschauen::V,хьежа,razm solmoq
836,ansehen::V,хьовса,razm qilmoq
837,hören::V,хаза,äshitmoq
838,zuhören::V,ладогӏа,tinglamoq
839,probieren::V,хьажа,tatib ko'rmoq
840,riechen::V,хьожа яха,iskamoq
841,fühlen::V,хаадала,sezmoq
842,scheinen::V,мотта,tuyilmoq
843,zu sehen sein::V,гуш хила,ko'rinmoq
844,vernehmen::V,бартхатта,äshitmoq
845,frieren::V,гӏоро,sovuq qotmoq
846,tun::V,дан,ätmoq
847,können::V,дадала,-a olmoq
848,können::V,дадала,-y olmoq
849,wollen::V,тӏергӏа,istamoq
850,anfangen::V,доло,boshlamoq
851,beenden::V,довла,bitirmoq
852,aufhören::V,саца,tinmoq
853,gelingen::V,кадала,muvaffaqiyat qozonmoq
854,geraten::V,хила,bo'lmoq
855,öffnen::V,дӏаделла,ochmoq
856,öffnen::V,схьаделла,ochmoq
857,schließen::V,къовла,yopmoq
858,schließen::V,дӏачӏагӏа,yopmoq
859,stellen::V,хlотто,qo'ymoq
860,setzen::V,дийгӏа,o'tqazmoq
861,legen::V,охьадилла,yotqizmoq
862,berühren::V,хьедан,tegmoq
863,verbinden::V,вовшахтаса,ulamoq
864,bedecken::V,тилла,bekitmoq
865,bedecken::V,тӏетаса,bekitmoq
866,aufhängen::V,хьалаолла,ildirmoq
867,anzünden::V,лато,yondirmoq
868,aufheben::V,айа,ko'tarmoq
869,zurücklassen::V,дита,ayrilmoq
870,verlieren::V,дайа,yo'qotmoq
871,fallen lassen::V,охьадожо,tushirmoq
872,machen::V,дан,qilmoq
873,herstellen::V,дан,chiqarmoq
874,bauen::V,гӏишлоян,solmoq
875,reparieren::V,тадан,tuzatmoq
876,verbessern::V,нисдан,isloh qilmoq
877,ändern::V,хийца,o'zgartirmoq
878,graben::V,ахка,qazimoq
879,beugen::V,сатто,bukmoq
880,biegen::V,сатто,bukmoq
881,drehen::V,хьовзо,aylantirmoq
882,umdrehen::V,хьовзo,ag'darmoq
883,heben::V,айа,yuksaltirmoq
884,heben::V,хьалаайа,yuksaltirmoq
885,hochheben::V,хьалаайа,ko'tarmoq
886,ergreifen::V,дӏалаца,tutamlamoq
887,halten::V,латто,tutmoq
888,drücken::V,тӏетаӏо,bosmoq
889,schieben::V,татта,surmoq
890,kratzen::V,мӏараш тийса,qashimoq
891,lecken::V,мотт хьекха,mijimoq
892,beißen::V,катoха,tishlamoq
893,abreißen::V,схьадаккха,emirmoq
894,abschneiden::V,кхада,cho'rt kesmoq
895,binden::V,дӏадехка,bog'lamoq
896,binden::V,вовшахтаса,bog'lamoq
897,stecken::V,чудахийта,suqmoq
898,brechen::V,кагдан,sindirmoq
899,klopfen::V,детта,dukurlamoq
900,hauen::V,етта,urmoq
901,kleben::V,тӏелато,yopishtirmoq
902,reiben::V,хьекхо,surkamoq
903,streichen::V,тlехьакха,surkamoq
904,schleifen::V,ирдан,qayramoq
905,schneiden::V,ларга,kesmoq
906,rütteln::V,лесто,chayqamoq
907,schütteln::V,лесто,chayqamoq
908,schwenken::V,лесто,chayqatmoq
909,schütten::V,дотта,quymoq
910,füllen::V,дуза,to'ldirmoq
911,einwickeln::V,хьарчо,chulg'amoq
912,tragen::V,дахьа,tashimoq
913,schleppen::V,ийзо,sudramoq
914,ziehen::V,озо,tortmoq
915,aufbewahren::V,ӏалашдан,tutmoq
916,werfen::V,кхосса,tashlamoq
917,fangen::V,леца,tutmoq
918,packen::V,леца,opqochmoq
919,verstecken::V,къайладаккха,yashirmoq
920,teilen::V,декъа,bo'lmoq
921,schicken::V,дӏадахьийта,yubormoq
922,bringen::V,дан,keltirmoq
923,hinzufügen::V,тӏетоха,tirkamoq
924,bekommen::V,даккха,olmoq
925,erhalten::V,даккха,olmoq
926,nehmen::V,схьаэца,olmoq
927,wählen::V,харжа,saylamoq
928,auswählen::V,харжа,saylamoq
929,bewahren::V,lалашдан,saqlamoq
930,behindern::V,новкъарло ян,xalal bermoq
931,verderben::V,талхо,xazon qilmoq
932,beschädigen::V,дохо,buzmoq
933,zerbrechen::V,дохо,sindirmoq
934,zerbrechen::V,кагдан,sindirmoq
935,zerreißen::V,хадо,yirtmoq
936,zerstören::V,дохо,vayron qilmoq
937,zerstören::V,кагдан,vayron qilmoq
938,verbrennen::V,даго,kuydirmoq
939,geben::V,яла,bermoq
940,reichen::V,дӏадала,bermoq
941,reichen::V,дӏакховдо,bermoq
942,schenken::V,совгӏат дан,sovg'a qilmoq
943,versprechen::V,ваӏда дан,va'da bermoq
944,wünschen::V,лаа,orziqmoq
945,loben::V,хасто,maqtamoq
946,küssen::V,оба яккха,o'pmoq
947,wiegen::V,тахка,tebratmoq
948,zudecken::V,тӏетаса,yopmoq
949,wecken::V,самадаккха,uyg'otmoq
950,zeigen::V,гайта,ko'rsatmoq
951,führen::V,дига,boshlik bo'lmoq
952,lehren::V,ӏамо,o'rgatmoq
953,unterrichten::V,хьеха,dars bermoq
954,aufziehen::V,кхио,o'stirmoq
955,leiten::V,урхалла дан,boshqarmoq
956,antreiben::V,сихдан,shoshiltirmoq
957,lassen::V,-йта,ruxsat bermoq
958,einladen::V,кхайкха,taklif kilmoq
959,vereinigen::V,цхьаьнатоха,qo'shmoq
960,besuchen::V,хьажахIотта,mehmonga bormoq
961,treffen::V,дуьхьалкхета,duchor bo'lmoq
962,sich versammeln::V,гулдан,to'planmoq
963,spielen::V,ловза,o'ynamoq
964,singen::V,лакха,yalla qilmoq
965,tanzen::V,хелхадала,raqs qilmoq
966,sich trennen::V,къаста,yakkalanmoq
967,verlassen::V,дита,qoldirmoq
968,retten::V,кӏелхьардаккха,qutqazmoq
969,bewachen::V,ха дан,qo'rimoq
970,schützen::V,лардан,yoniga olmoq
971,verteidigen::V,лардан,yoqlamoq
972,sich schlagen::V,етта,yoqalashmoq
973,schießen::V,детта,otmoq
974,siegen::V,тола,engmoq
975,ärgern::V,оьгӏаздахийта,jahl chiqarmoq
976,schlagen::V,тоха,urmoq
977,treten::V,мийра тоха,tepmoq
978,stechen::V,ӏотта,qadamoq
979,stechen::V,къовзо,qadamoq
980,stoßen::V,татта,turtmoq
981,stehlen::V,лачкъо,o'g'rilamoq
982,stören::V,новкъарло ян,tebratmoq
983,belästigen::V,сагатдан,g'ashini keltirmoq
984,verbergen::V,къайладаккха,berkitmoq
985,täuschen::V,ӏexo,aldamoq
986,betrügen::V,ледан,tirriq qilmoq
987,töten::V,ден,o'ldirmoq
988,wohnen::V,даха,istiqomat qilmoq
989,arbeiten::V,къахьега,ishlamoq
990,sammeln::V,гулдан,yig'moq
991,pflücken::V,даха,termoq
992,jagen::V,талла,ov qilmoq
993,fischen::V,чӏерий леца,baliq ovlamoq
994,fassen::V,лаца,ilinmoq
995,fassen::V,схьалаца,ilinmoq
996,hüten::V,лардан,boqtirmoq
997,treiben::V,лахка,haydamoq
998,anbinden::V,дӏадехка,bog'lamoq
999,füttern::V,хӏума яла,edirmoq
1000,melken::V,оза,sog'moq
1001,gießen::V,хи тоха,oqizmoq
1002,reifen::V,хьекъа,qizarmoq
1003,zubereiten::V,кечъян,pishirmoq
1004,zubereiten::V,кхача бан,pishirmoq
1005,kochen::V,кхача бан,qaynatmoq
1006,backen::V,датта,yopmoq
1007,braten::V,кхарза,qovurmoq
1008,umrühren::V,кего,atalamoq
1009,nähen::V,тега,tikmoq
1010,färben::V,басардан,bo'yoqlamoq
1011,reinigen::V,цӏандан,tozalamoq
1012,waschen::V,йила,yuvmoq
1013,waschen::V,йитта,yuvmoq
1014,waschen::V,дӏадайа,yuvmoq
1015,abwischen::V,дӏадайа,surkamoq
1016,spülen::V,хи кхарза,chaymoq
1017,fegen::V,нуй хьакха,cho'tkalamoq
1018,kehren::V,нуй хьакха,supurmoq
1019,baden::V,лийча,cho'milmoq
1020,sich waschen::V,юьхь йила,yuvinmoq
1021,ausziehen::V,духар дӏадаккха,echintirmoq
1022,sich anziehen::V,духа,kiyinmoq
1023,kämmen::V,ехк хьакха,taramoq
1024,schmücken::V,хаздан,yasatmoq
1025,sagen::V,ала,aytmoq
1026,sprechen::V,баха,so'zlamoq
1027,sprechen::V,мотт бийца,so'zlamoq
1028,reden::V,къамел дан,gapirmoq
1029,sich unterhalten::V,къамел дан,suhbatlashmoq
1030,fragen::V,хатта,so'ramoq
1031,bitten::V,деха,iltimos qilmoq
1032,erzählen::V,дийца,aytib bermoq
1033,mitteilen::V,хаам бан,bildirmoq
1034,nennen::V,цӏе яккха,atamoq
1035,rufen::V,кхайкха,chaqirmoq
1036,prahlen::V,куралла ян,gerdaymoq
1037,prahlen::V,дозалла дан,gerdaymoq
1038,übersetzen::V,гоч дан,tarjima qilmoq
1039,denken::V,ойла ян,o'ylamoq
1040,glauben::V,теша,ishonmoq
1041,bemerken::V,ган,payqamoq
1042,erkennen::V,довза,tanimoq
1043,begreifen::V,кхета,tushunmoq
1044,verstehen::V,кхета,anglamoq
1045,lernen::V,деша,o'qimoq
1046,wissen::V,хаа,bilmoq
1047,sich erinnern an::V,дагадан,äsni tanimoq
1048,vergessen::V,дицдала,unutmoq
1049,messen::V,дуста,o'lchamoq
1050,zählen::V,дагардан,raqamlamoq
1051,rechnen::V,лара,cho'tlamoq
1052,lesen::V,еша,o'qimoq
1053,malen::V,сурт дилла,rasm solmoq
1054,zeichnen::V,сурт дилла,chizmoq
1055,schreiben::V,яздан,yozmoq
1056,besitzen::V,доладан,ägalamoq
1057,kaufen::V,эца,olmoq
1058,verkaufen::V,дохка,sotmoq
1059,bezahlen::V,мах бала,to'lamoq
1060,zahlen::V,мах бала,to'lamoq
1061,beherrschen::V,собаре хила,ägalamoq
1062,ertragen::V,лан,chidamoq
1063,ertragen::V,сатоха,chidamoq
1064,ertragen::V,садетта,chidamoq
1065,Schwarm::N,,to'da
1066,Schlinge::N,,sirtmoq
1067,Art::N,,tur
1068,Entfernung::N,,uzoqlik
1069,Griff::N,,sop
1070,Griff::N,,tutqich
1071,Figur::N,,shakl
1072,Bogen[Waffe]::N,,yoy
1073,so::ADV,,shunday
1074,abnehmen::V,,kamaymoq
1075,sausen::V,,chopqillamoq
1076,wenden::V,,burmoq
1077,hacken::V,,chopmoq
1078,stricken::V,,to'qimoq
1079,anziehen::V,,kiymoq
