,Concept_ID,hi,mhr
102,Geschmack::N,ज़ायक़ा,там
103,Geruch::N,बू,пуш
104,Geruch::N,गंध,пуш
105,Schlaf::N,नींद,о́мо
106,Schlaf::N,निद्रा,о́мо
107,Traum::N,सपना,йӱдо́мо
108,Traum::N,स्वप्न,йӱдо́мо
109,Himmel::N,आकाश,кава́
110,Himmel::N,आसमान,кава́
111,Sonne::N,रवि,ке́че
112,Sonne::N,सूरज,ке́че
113,Sonne::N,सूर्य,ке́че
114,Mond::N,चाँद,ты́лзе
115,Mond::N,चंद्र,ты́лзе
116,Stern::N,तारा,шӱ́дыр
117,Stern::N,सितारा,шӱ́дыр
118,Luft::N,हवा,юж
119,Luft::N,वायु,юж
120,Wind::N,पाद,марде́ж
121,Welle::N,लहर,то́лкын
122,Welle::N,तरंग,то́лкын
123,Wasser::N,जल,вӱд
124,Wasser::N,पानी,вӱд
125,Stein::N,पत्थर,кӱ
126,Boden::N,मिट्टी,рок
127,Erde::N,भूमि,мла́нде
128,Erde::N,ज़मीन,мла́нде
129,Staub::N,धूल,пура́к
130,Rauch::N,धूआँ,шикш
131,Rauch::N,धुम्र,шикш
132,Funke::N,चिनगारी,сеске́м
133,Funke::N,चिनगारी,тулйы́п
134,Funke::N,स्फुलिंग,сеске́м
135,Funke::N,स्फुलिंग,тулйы́п
136,Feuer::N,आग,тул
137,Feuer::N,आतिश,тул
138,Feuer::N,अग्नि,тул
139,Licht::N,रोशनी,со́то
140,Licht::N,प्रकाश,со́то
141,Schatten::N,छाया,ӱ́мыл
142,Schatten::N,परछाई,ӱ́мыл
143,Wetter::N,ऋतु,иге́че
144,Wetter::N,मौसम,иге́че
145,Nebel::N,धुँध,тӱтыра́
146,Nebel::N,कुहरा,тӱтыра́
147,Wolke::N,मेघ,пыл
148,Wolke::N,अभ्र,пыл
149,Regen::N,मेंह,йӱр
150,Regen::N,बारिश,йӱр
151,Schnee::N,हिम,лум
152,Schnee::N,बर्फ़,лум
153,Eis::N,हिम,ий
154,Eis::N,बर्फ़,ий
155,Frost::N,ठंड,чатлама́
156,Kälte::N,सर्दी,йӱ́штӧ
157,Kälte::N,शीतलता,йӱ́штӧ
158,Hitze::N,ताप,шо́кшо
159,Hitze::N,गरमी,шо́кшо
160,Raureif::N,पाला,пӧрш
161,Raureif::N,पाला,по́кшым
162,Regenbogen::N,इंद्र-धनुष,шонанпы́л
163,Donner::N,गरज,кӱ́дырчӧ
164,Donner::N,मेघ-गर्जन,кӱ́дырчӧ
165,Strömung::N,बहाव,йо́гын
166,Strömung::N,प्रवाह,йо́гын
167,Tropfen::N,बूँद,чӱча́лтыш
168,Schaum::N,झाग,шоҥ
169,Schmutz::N,गंद,лавыра́
170,Schmutz::N,कीचड़,лавыра́
171,See::N,झील,ер
172,See::N,सरोवर,ер
173,Sumpf::N,दलदल,лӱ́кӧ
174,Sumpf::N,धँसान,лӱ́кӧ
175,Moor::N,झाबर,куп
176,Moor::N,धँसान,куп
177,Wiese::N,घास-स्थल,о́лык
178,Wald::N,जंगल,чодыра́
179,Hügel::N,टीला,арка́
180,Hügel::N,पहाड़,арка́
181,Anhöhe::N,टीला,тӧва́
182,Anhöhe::N,टीला,кӱкшака́
183,Anhöhe::N,पहाड़ी,тӧва́
184,Anhöhe::N,पहाड़ी,кӱкшака́
185,Berg::N,पहाड़,ку́рык
186,Gipfel::N,शिखर,чаҥга́
187,Gipfel::N,शिखर,курыкву́й
188,Höhle::N,गुहा,пеще́р
189,Höhle::N,गुहा,курыкпо́мыш
190,Höhle::N,गुफ़ा,пеще́р
191,Höhle::N,गुफ़ा,курыкпо́мыш
192,Abhang::N,ढाल,та́йыл
193,Abhang::N,ढलान,та́йыл
194,Quelle::N,चश्मा,важ
195,Quelle::N,चश्मा,вӱдшинча́
196,Bach::N,सोता,изэҥе́р
197,Bach::N,नदिका,изэҥе́р
198,Fluss::N,नदी,эҥе́р
199,Fluss::N,सरिता,эҥе́р
200,Ufer::N,तट,сер
201,Ufer::N,किनारा,сер
202,Küste::N,समुद्र-तट,вӱдтӱ́р
203,Festland::N,महाद्वीप,мла́нде
204,Meer::N,सागर,те́ҥыз
205,Meer::N,समुद्र,те́ҥыз
206,Bucht::N,खाड़ी,икса́
207,Insel::N,टापू,отро́
208,Insel::N,द्वीप,отро́
209,Blume::N,फूल,пеле́дыш
210,Blume::N,पुष्प,пеле́дыш
211,Gras::N,घास,шу́до
212,Wurzel::N,मूल,вож
213,Baum::N,पेड़,пуше́ҥге
214,Baum::N,वृक्ष,пуше́ҥге
215,Stamm::N,धड़,йы́тыр
216,Rinde::N,छाल,шӱм
217,Rinde::N,वल्कल,шӱм
218,Ast::N,डाल,укш
219,Ast::N,शाखा,укш
220,Zweig::N,टहनी,торма́к
221,Blatt::N,पत्र,лышта́ш
222,Blatt::N,पत्ता,лышта́ш
223,Birke::N,भूर्ज,куэ́
224,Kiefer[Baum]::N,पाइन-वृक्ष,пӱ́нчӧ
225,Weide[Baum]::N,बेंत,уа́
226,Tanne::N,फ़र,кож
227,Horn::N,सींग,шур
228,Horn::N,विषाण,шур
229,Feder::N,पर,пы́стыл
230,Feder::N,पंख,пы́стыл
231,Fell::N,खाल,кова́ште
232,Fell::N,पशु-चर्म,кова́ште
233,Flügel::N,पंख,шу́лдыр
234,Flügel::N,डैना,шу́лдыр
235,Klaue::N,पंजा,кӱч
236,Kralle::N,पंजा,ла́па
237,Kralle::N,पंजा,копа́
238,Kralle::N,नाख़ून,ла́па
239,Kralle::N,नाख़ून,копа́
240,Schwanz::N,पूँछ,поч
241,Ei::N,अंडा,му́но
242,Nest::N,नीड़,пыжа́ш
243,Nest::N,घोंसला,пыжа́ш
244,Bau::N,बिल,пыжа́ш
245,Bau::N,माँद,пыжа́ш
246,Tier::N,पशु,я́нлык
247,Tier::N,पशु,живо́тный
248,Tier::N,जानवर,я́нлык
249,Tier::N,जानवर,живо́тный
250,Herde::N,गल्ला,кӱ́тӱ
251,Herde::N,गल्ला,тӱшка́
252,Kuh::N,गौ,ушка́л
253,Kuh::N,गाय,ушка́л
254,Bulle::N,साँड़,ӱ́шкыж
255,Pferd::N,अश्व,и́мне
256,Pferd::N,घोड़ा,и́мне
257,Schaf::N,भेड़,шо́рык
258,Schwein::N,शूकर,сӧсна́
259,Hund::N,श्वान,пий
260,Hund::N,कुत्ता,пий
261,Katze::N,बिल्ली,пы́рыс
262,Bär::N,रीछ,маска́
263,Bär::N,भालू,маска́
264,Eichhörnchen::N,गिलहरी,ур
265,Elch::N,एल्क,шо́рдо
266,Fuchs::N,लोमड़ी,ры́выж
267,Hase::N,खरहा,мера́ҥ
268,Hase::N,ख़रगोश,мера́ҥ
269,Maus::N,मूष,коля́
270,Maus::N,चूहा,коля́
271,Wolf::N,वृक,пи́ре
272,Wolf::N,भेड़िया,пи́ре
273,Vogel::N,पक्षी,ка́йык
274,Vogel::N,चिड़िया,ка́йык
275,Schwarm::N,झुंड,каша́к
276,Huhn::N,मुर्ग़ी,чы́ве
277,Hahn::N,मुर्ग़ा,агыта́н
278,Gans::N,हंस,ко́мбо
279,Gans::N,हंसिनी,ко́мбо
280,Adler::N,उक़ाब,карагу́ш
281,Ente::N,बतख़,лу́до
282,Ente::N,बत्तक,лу́до
283,Eule::N,उल्लू,тумна́
284,Kranich::N,सारस,турня́
285,Kranich::N,क्रौंंच,турня́
286,Krähe::N,काक,кора́к
287,Kuckuck::N,कोयल,куку́
288,Kuckuck::N,कोकिल,куку́
289,Schwan::N,हंस,йӱ́ксӧ
290,Schwan::N,मराल,йӱ́ксӧ
291,Fisch::N,मछली,кол
292,Fisch::N,मत्स्य,кол
293,Barsch::N,पर्च,ола́ҥге
294,Hecht::N,पाइक,нуж
295,Hecht::N,पाइक,чорта́н
296,Schlange[Tier]::N,सर्प,ки́шке
297,Wurm::N,कृमि,шукш
298,Wurm::N,कीड़ा,шукш
299,Spinne::N,लूता,эҥыре́мыш
300,Spinne::N,मकड़ी,эҥыре́мыш
301,Ameise::N,चींटी,ку́тко
302,Laus::N,जूँ,тий
303,Mücke::N,डाँस,шыҥа́
304,Fliege::N,मक्खी,ка́рме
305,Fliege::N,मक्षिका,ка́рме
306,Schmetterling::N,तितली,лы́ве
307,Beere::N,बेरी,мӧр
308,Apfel::N,सेब,олма́
309,Pilz::N,खुंबी,по́ҥго
310,Zwiebel::N,प्याज़,шога́н
311,Saat::N,बीज,нӧ́шмӧ
312,Saat::N,बीज,туш
313,Korn::N,दाना,шу́рно
314,Heu::N,मूखी घास,шу́до
315,Schale::N,बकला,шӱм
316,Schale::N,छिलका,шӱм
317,Grube::N,गड्ढा,выне́м
318,Falle::N,जाल,лӧ́дӧ
319,Falle::N,फँदा,лӧ́дӧ
320,Schlinge::N,फँदा,о́птыш
321,Schlinge::N,फँदा,шӧрга́лтыш
322,Spur::N,सुराग़,кыша́
323,Spur::N,पद-चिह्न,кыша́
324,Asche::N,राख,ло́мыж
325,Dreck::N,मैल,лавыра́
326,Dreck::N,गंदगी,лавыра́
327,Eisen::N,लोहा,кӱ́ртньӧ
328,Gold::N,सोना,шӧ́ртньӧ
329,Gold::N,स्वर्ण,шӧ́ртньӧ
330,Silber::N,रजत,ший
331,Silber::N,चाँदी,ший
332,Kohle::N,कोयला,мландышӱ́й
333,Glas::N,काँच,янда́
334,Lehm::N,चिकनी मिट्टी,шун
335,Sand::N,रेत,ошма́
336,Sand::N,बालू,ошма́
337,Mensch::N,मानव,еҥ
338,Mensch::N,मानव,айде́ме
339,Mensch::N,इनसान,еҥ
340,Mensch::N,इनसान,айде́ме
341,Mensch::N,मनुष्य,еҥ
342,Mensch::N,मनुष्य,айде́ме
343,Mann::N,आदमी,пӧръе́ҥ
344,Mann::N,पुरुष,пӧръе́ҥ
345,Frau::N,औरत,ӱдырама́ш
346,Frau::N,महिला,ӱдырама́ш
347,Frau::N,स्त्री,ӱдырама́ш
348,Kind::N,बाल,аза́
349,Kind::N,बच्चा,аза́
350,Junge::N,लड़का,рве́зе
351,Mädchen::N,लड़की,ӱдыра́ш
352,Mädchen::N,कुमारी,ӱдыра́ш
353,Familie::N,परिवार,еш
354,Großvater::N,दादा,коча́
355,Großmutter::N,नानी,кова́
356,Eltern::N,माँ-बाप,ача́-ава́
357,Eltern::N,माता-पिता,ача́-ава́
358,Vater::N,बाप,ача́
359,Vater::N,पिता,ача́
360,Mutter::N,माँ,ава́
361,Mutter::N,माता,ава́
362,Sohn::N,बेटा,э́рге
363,Sohn::N,पुत्र,э́рге
364,Tochter::N,बेटी,ӱ́дыр
365,Tochter::N,पुत्री,ӱ́дыр
366,Bruder::N,भाई,иза́
367,Bruder::N,भाई,шо́льо
368,Bruder::N,भ्राता,иза́
369,Bruder::N,भ्राता,шо́льо
370,Schwester::N,बहन,ака́
371,Schwester::N,भगिनी,ака́
372,Onkel::N,ताऊ,иза́
373,Onkel::N,काका,иза́
374,Tante::N,बूआ,кока́
375,Tante::N,फूफी,кока́
376,Tante::N,ख़ाला,кока́
377,Ehemann::N,पति,мари́й
378,Ehemann::N,शौहर,мари́й
379,Ehefrau::N,बीवी,ва́те
380,Freude::N,आनंद,куа́н
381,Freude::N,आनंद,куаныма́ш
382,Freude::N,प्रसन्नता,куа́н
383,Freude::N,प्रसन्नता,куаныма́ш
384,Gelächter::N,हँसी,во́штылтыш
385,Gelächter::N,क़हक़हा,во́штылтыш
386,Glück::N,आनंद,пиа́л
387,Glück::N,ख़ुशी,пиа́л
388,Kummer::N,शोक,о́йго
389,Kummer::N,दुःख,о́йго
390,Wunsch::N,इच्छा,ку́мыл
391,Wunsch::N,अभिलाषा,ку́мыл
392,Lust::N,चाह,ку́мыл
393,Lust::N,कामना,ку́мыл
394,Geist::N,जान,ӧрт
395,Geist::N,जान,чон
396,Geist::N,प्राण,ӧрт
397,Geist::N,प्राण,чон
398,Gedanke::N,विचार,ой
399,Gedanke::N,विचार,шоныма́ш
400,Gedächtnis::N,याददाश्त,шарныма́ш
401,Gedächtnis::N,स्मरण-शक्ति,шарныма́ш
402,Verstand::N,समझ,уш
403,Verstand::N,अक़्ल,уш
404,Verstand::N,बुद्धि,уш
405,Sinn::N,अर्थ,смысл
406,Grund::N,वजह,ама́л
407,Grund::N,कारण,ама́л
408,Wahrheit::N,सत्य,чын
409,Wahrheit::N,सच्चाई,чын
410,Gespräch::N,चर्चा,мутланыма́ш
411,Gespräch::N,वार्ता,мутланыма́ш
412,Gespräch::N,बात-चीत,мутланыма́ш
413,Märchen::N,क़िस्सा,йома́к
414,Erzählung::N,कथा,ойлыма́ш
415,Erzählung::N,कहानी,ойлыма́ш
416,Nachricht::N,सूचना,увертарыма́ш
417,Nachricht::N,समाचार,увертарыма́ш
418,Neuigkeit::N,ख़बर,уве́р
419,Neuigkeit::N,समाचार,уве́р
420,Name::N,नाम,лӱм
421,Rätsel::N,पहेली,ту́што
422,Rede::N,वचन,ойлыма́ш
423,Rede::N,भाषण,ойлыма́ш
424,Sprache::N,भाषा,йы́лме
425,Sprache::N,ज़बान,йы́лме
426,Stimme::N,स्वर,йӱк
427,Stimme::N,आवाज़,йӱк
428,Wort::N,शब्द,ой
429,Wort::N,शब्द,мут
430,Wort::N,लफ़्ज़,ой
431,Wort::N,लफ़्ज़,мут
432,Zeichen::N,निशान,ти́ште
433,Zeichen::N,निशान,знак
434,Ruf::N,पुकार,ӱжма́ш
435,Ruf::N,आह्वान,ӱжма́ш
436,Lärm::N,शोर,лӱшкыма́ш
437,Lärm::N,शोर,йӱк-йӱа́н
438,Lärm::N,हुल्लड़,лӱшкыма́ш
439,Lärm::N,हुल्लड़,йӱк-йӱа́н
440,Laut::N,स्वर,йӱк
441,Laut::N,ध्वनि,йӱк
442,Ton::N,सुर,йӱксе́м
443,Ton::N,स्वर,йӱксе́м
444,Lied::N,गीत,му́ро
445,Ruhe::N,आराम,ты́мык
446,Ruhe::N,ख़ामोशी,ты́мык
447,Leute::N,लोग,еҥ-влак
448,Volk::N,क़ौम,ка́лык
449,Volk::N,प्रजा,ка́лык
450,Arbeit::N,काम,паша́
451,Gast::N,अतिथि,уна́
452,Gast::N,मेहमान,уна́
453,Geschenk::N,उपहार,пӧле́к
454,Geschenk::N,तोहफ़ा,пӧле́к
455,Spiel::N,खेल,мо́дыш
456,Spiel::N,खेल,модма́ш
457,Spiel::N,क्रीड़ा,мо́дыш
458,Spiel::N,क्रीड़ा,модма́ш
459,Gesellschaft::N,साथ,тӱшка́
460,Hilfe::N,मदद,по́лыш
461,Hilfe::N,सहायता,по́лыш
462,Freund::N,मित्र,таҥ
463,Freund::N,मित्र,йолта́ш
464,Kamerad::N,साथी,таҥ
465,Kamerad::N,कामरेड,таҥ
466,Angelegenheit::N,बात,паша́
467,Angelegenheit::N,मामला,паша́
468,Anzahl::N,तादाद,чот
469,Anzahl::N,संख्या,чот
470,Art::N,तरह,вид
471,Art::N,क़िस्म,вид
472,Stück::N,फाँक,ка́тыш
473,Stück::N,फाँक,ла́стык
474,Stück::N,टुकड़ा,ка́тыш
475,Stück::N,टुकड़ा,ла́стык
476,Teil::N,भाग,ужа́ш
477,Teil::N,हिस्सा,ужа́ш
478,Hälfte::N,अर्धभाग,пел
479,Hälfte::N,अर्धभाग,пе́ле
480,Kreis::N,चक्कर,ты́ртыш
481,Kreuz::N,सलीब,ыре́с
482,Kreuz::N,क्रूस,ыре́с
483,Linie::N,लाइन,ли́ний
484,Strich::N,लकीर,коре́ш
485,Abstand::N,अंतर,кокла́
486,Abstand::N,फ़ासला,кокла́
487,Entfernung::N,दूरी,тора́
488,Entfernung::N,दूरी,ку́жыт
489,Entfernung::N,फ़ासला,тора́
490,Entfernung::N,फ़ासला,ку́жыт
491,Gegend::N,इलाक़ा,кунде́м
492,Platz::N,जगह,ку́мдык
493,Platz::N,स्थान,ку́мдык
494,Ort::N,स्थल,вер
495,Ort::N,स्थल,о́лмо
496,Ort::N,स्थान,вер
497,Ort::N,स्थान,о́лмо
498,Seite::N,ओर,ӧ́рдыж
499,Seite::N,तरफ़,ӧ́рдыж
500,Mitte::N,बीच,покше́л
501,Mitte::N,मध्य,покше́л
502,Gegenstand::N,चीज़,наста́
503,Gegenstand::N,पदार्थ,наста́
504,Sache::N,चीज़,наста́
505,Sache::N,वस्तु,наста́
506,Rand::N,छोर,тӱр
507,Rand::N,उपांत,тӱр
508,Kante::N,कोर,тӱр
509,Kante::N,किनारा,тӱр
510,Ecke::N,कोना,лук
511,Ecke::N,नुक्कड़,лук
512,Spitze::N,नोक,вуй
513,Ende::N,छोर,муча́ш
514,Ende::N,सिरा,муча́ш
515,Loch::N,छेद,рож
516,Loch::N,सूराख़,рож
517,Winkel::N,कोण,лук
518,Winkel::N,कोना,лук
519,Muster::N,नमूना,пеза́к
520,Muster::N,नमूना,узо́р
521,Muster::N,नमूना,ӱ́лгӧ
522,Muster::N,डिज़ाइन,пеза́к
523,Muster::N,डिज़ाइन,узо́р
524,Muster::N,डिज़ाइन,ӱ́лгӧ
525,Größe::N,परिमाण,кӱ́кшыт
526,Größe::N,विस्तार,кӱ́кшыт
527,Länge::N,लंबाई,ку́тыш
528,Höhe::N,ऊँचाई,кӱ́кшыт
529,Höhe::N,उच्चता,кӱ́кшыт
530,Gewicht::N,भार,не́лыт
531,Gewicht::N,वज़न,не́лыт
532,Menge::N,मात्रा,чот
533,Haufen::N,ढेर,кы́шыл
534,Haufen::N,अंबार,кы́шыл
535,Reihe::N,क़तार,рада́м
536,Reihe::N,पंक्ति,рада́м
537,Boot::N,नाव,пуш
538,Boot::N,नौका,пуш
539,Ruder::N,चप्पू,эшка́к
540,Schlitten::N,बर्फ़-गाड़ी,тер
541,Schlitten::N,बर्फ़-गाड़ी,изде́р
542,Ski::N,स्की,е́че
543,Lagerfeuer::N,अलाव,туло́то
544,Lagerfeuer::N,कैंप-फ़ायर,туло́то
545,Last::N,भार,нӧ́лтыш
546,Gang::N,चाल,ошкылма́ш
547,Schritt::N,डग,о́шкыл
548,Schritt::N,क़दम,о́шкыл
549,Norden::N,उत्तर,йӱдйыма́л
550,Süden::N,दक्खिन,кечывалве́л
551,Westen::N,पश्चिम,касве́л
552,Osten::N,पूरब,эрве́л
553,Holz::N,काठ,пу
554,Holz::N,काष्ठ,пу
555,Brett::N,पटरा,оҥа́
556,Brett::N,तख़्ता,оҥа́
557,Platte::N,फलक,аста́р
558,Platte::N,तख़्ता,аста́р
559,Stütze::N,टेक,чара́к
560,Stütze::N,थूनी,чара́к
561,Stange::N,छड़,лома́ш
562,Stange::N,बाँस,лома́ш
563,Stock::N,लाठी,тоя́
564,Stab::N,लग्गा,вара́
565,Stab::N,लग्गा,кашта́
566,Rohr::N,नल,пуч
567,Haus::N,घर,пӧрт
568,Haus::N,मकान,пӧрт
569,Heim::N,घर,мӧ́ҥгӧ
570,Heim::N,गृह,мӧ́ҥгӧ
571,Ofen::N,चूल्हा,комака́
572,Fußboden::N,फ़र्श,кӱва́р
573,Tisch::N,मेज़,ӱсте́л
574,Stuhl::N,कुरसी,пӱке́н
575,Wiege::N,पालना,шепка́
576,Wiege::N,हिंडोला,шепка́
577,Bett::N,खाट,ва́кшыш
578,Bett::N,पलंग,ва́кшыш
579,Regal::N,शेल्फ़,шӧ́рлык
580,Kiste::N,पेटी,шо́ндык
581,Kiste::N,पेटी,я́шлык
582,Kiste::N,डिब्बा,шо́ндык
583,Kiste::N,डिब्बा,я́шлык
584,Fenster::N,खिड़की,окна́
585,Tür::N,द्वार,омса́
586,Tür::N,दरवाज़ा,омса́
587,Tor::N,फाटक,капка́
588,Zaun::N,बाड़ा,сава́р
589,Dach::N,छत,леве́дыш
590,Dach::N,छप्पर,леве́дыш
591,Leiter::N,सीढ़ी,тошка́лтыш
592,Besen::N,झाड़ू,ӱштерво́штыр
593,Besen::N,बुहारी,ӱштерво́штыр
594,Spaten::N,कुदाल,ко́льмо
595,Schaufel::N,बेलचा,сово́к
596,Schaufel::N,बेलचा,су́ско
597,Schaufel::N,फावड़ा,сово́к
598,Schaufel::N,फावड़ा,су́ско
599,Gabel::N,काँटा,ви́лке
600,Löffel::N,चम्मच,па́не
601,Löffel::N,चम्मच,совла́
602,Messer::N,छुरा,кӱ́зӧ
603,Messer::N,चाक़ू,кӱ́зӧ
604,Nagel::N,कील,пуда́
605,Nagel::N,मेख़,пуда́
606,Netz::N,जाल,вапш
607,Haken::N,अंकुश,са́гыле
608,Griff::N,मूठ,кыл
609,Griff::N,हत्था,кыл
610,Schloss::N,ताला,кӧгӧ́н
611,Bild::N,चित्र,сӱре́т
612,Figur::N,मूर्ति,фигу́р
613,Puppe::N,पुतली,курча́к
614,Puppe::N,गुड़िया,курча́к
615,Beutel::N,झोला,меша́к
616,Bündel::N,पुलिंदा,арша́ш
617,Tasche::N,बेग,сумка́
618,Tasche::N,बस्ता,сумка́
619,Eimer::N,बाल्टी,ведра́
620,Deckel::N,ढक्कन,ко́мдыш
621,Geschirr::N,बरतन-भाँड़े,а́те
622,Sack::N,बोरा,куль
623,Sack::N,बोरा,меша́к
624,Tasse::N,प्याला,чу́кыр
625,Tasse::N,प्याला,чашка́
626,Topf::N,देग़चा,ми́ске
627,Kessel::N,देग़,под
628,Kessel::N,बटलोई,под
629,Essen::N,खाना,ко́чкыш
630,Nahrung::N,भोजन,ку́рго
631,Speise::N,खाना,ко́чкыш
632,Speise::N,व्यंजन,ко́чкыш
633,Fleisch::N,मांस,шыл
634,Fleisch::N,गोश्त,шыл
635,Getreide::N,अनाज,шу́рно
636,Brei::N,भरता,пу́чымыш
637,Brei::N,दलिया,пу́чымыш
638,Brot::N,रोटी,ки́нде
639,Scheibe::N,कतला,ка́тыш
640,Fett::N,वसा,коя́
641,Fett::N,चरबी,коя́
642,Butter::N,मक्खन,ӱй
643,Öl::N,तेल,ӱй
644,Salz::N,नमक,шинча́л
645,Suppe::N,सूप,шӱр
646,Suppe::N,शोरबा,шӱр
647,Honig::N,शहद,мӱй
648,Milch::N,दूध,шӧр
649,Tee::N,चाय,чай
650,Leder::N,चमड़ा,сура́н
651,Leder::N,चमड़ा,шӱ́штӧ
652,Wolle::N,ऊन,пун
653,Stoff::N,कपड़ा,куэ́м
654,Stoff::N,कपड़ा,посто́
655,Nadel::N,सूई,и́ме
656,Faden::N,डोरा,шӱ́ртӧ
657,Knopf::N,बटन,по́лдыш
658,Knopf::N,घुंडी,по́лдыш
659,Knoten::N,गाँठ,пышке́м
660,Knoten::N,गुत्थी,пышке́м
661,Farbe::N,रंग,чия́
662,Farbe::N,वर्ण,чия́
663,Kleidung::N,पहनावा,чие́м
664,Kleidung::N,पहनावा,вурге́м
665,Hemd::N,कुरता,ту́выр
666,Hemd::N,क़मीज़,ту́выр
667,Kragen::N,गरदनी,сога́
668,Kragen::N,गरेबान,сога́
669,Ärmel::N,आस्तीन,шокш
670,Hose::N,पैंट,йола́ш
671,Hose::N,पतलून,йола́ш
672,Gürtel::N,पेटी,ӱ́штӧ
673,Gürtel::N,मेखला,ӱ́штӧ
674,Mütze::N,टोपी,упш
675,Schuh::N,जूता,боти́нке
676,Stiefel::N,बूट,кем
677,Ring::N,अँगूठी,шерга́ш
678,Band::N,पट्टी,тасма́
679,Band::N,पट्टी,ле́нте
680,Kamm::N,कंघी,шерге́
681,Spiegel::N,आईना,вошто́нчыш
682,Spiegel::N,दर्पण,вошто́нчыш
683,Riemen::N,तसमा,кӱзанӱ́штӧ
684,Riemen::N,पट्टा,кӱзанӱ́штӧ
685,Schnur::N,डोरी,кере́м
686,Schnur::N,डोरी,кандыра́
687,Schnur::N,सुतली,кере́м
688,Schnur::N,सुतली,кандыра́
