,Concept_ID,it,cy
812,nah::A,propinquo,agos
813,fern::A,lontano,pell
814,linker::A,sinistro,aswy
815,linker::A,sinistro,chwith
816,rechter::A,destro,de
817,rechter::A,destro,deau
818,anderer::A,altro,arall
819,erster::A,primo,cyntaf
820,zweiter::A,secondo,ail
821,dritter::A,terzo,trydydd
822,letzter::A,ùltimo,olaf
823,allein::ADV,solo,unig
824,allein::ADV,solo,ar ei ben ei hun
825,allein::ADV,da solo,unig
826,allein::ADV,da solo,ar ei ben ei hun
827,auf einmal::ADV,insieme,ar yr un pryd
828,zusammen::ADV,insieme,ynghyd
829,zusammen::ADV,insieme,gyda'i gilydd
830,lange::ADV,a lungo,amser hir
831,plötzlich::ADV,all'improvviso,yn sydyn
832,sofort::ADV,sùbito,ar unwaith
833,sofort::ADV,all'istante,ar unwaith
834,später::ADV,più tardi,yn ddiweddarach
835,jetzt::ADV,ora,yn awr
836,jetzt::ADV,adesso,yn awr
837,heute::ADV,oggi,heddiw
838,morgen::ADV,domani,yfory
839,bald::ADV,presto,yn fuan
840,bald::ADV,presto,gyda hyn
841,bald::ADV,tra poco,yn fuan
842,bald::ADV,tra poco,gyda hyn
843,dann::ADV,allora,yna
844,dann::ADV,allora,y pryd hwnnw
845,gestern::ADV,ieri,ddoe
846,einst::ADV,prima,gynt
847,einst::ADV,un tempo,gynt
848,damals::ADV,allora,ar y pryd
849,damals::ADV,allora,bryd hynny
850,danach::ADV,poi,wedyn
851,danach::ADV,dopo,wedyn
852,vorher::ADV,prima,o'r blaen
853,zuerst::ADV,prima,yn gyntaf
854,zuerst::ADV,dapprima,yn gyntaf
855,einmal::ADV,una volta,unwaith
856,manchmal::ADV,talvolta,weithiau
857,manchmal::ADV,talvolta,ar brydiau
858,manchmal::ADV,qualche volta,weithiau
859,manchmal::ADV,qualche volta,ar brydiau
860,oft::ADV,spesso,yn aml
861,oft::ADV,spesso,yn fynych
862,immer::ADV,sempre,bob amser
863,niemals::ADV,non mai,ni ... byth
864,niemals::ADV,non mai,ni ... erioed
865,hier::ADV,qua,yma
866,hierhin::ADV,qua,hyd yma
867,von hier::ADV,ne,oddi yma
868,von hier::ADV,da qui,oddi yma
869,dort::ADV,lì,acw
870,dorthin::ADV,là,tuag yno
871,geradeaus::ADV,diritto,syth ymlaen
872,vorwärts::ADV,avanti,ymlaen
873,rückwärts::ADV,all'indietro,yn ôl
874,zurück::ADV,di indietro,yn ôl
875,unten::ADV,giù,isod
876,unten::ADV,giù,oddi tanodd
877,unten::ADV,sotto,isod
878,unten::ADV,sotto,oddi tanodd
879,hinab::ADV,giù,i lawr
880,hinab::ADV,giù,i waered
881,hinab::ADV,in giù,i lawr
882,hinab::ADV,in giù,i waered
883,oben::ADV,su,fry
884,oben::ADV,sopra,fry
885,hinauf::ADV,in sù,i fyny
886,hinauf::ADV,in sù,i'r lan
887,hinauf::ADV,in alto,i fyny
888,hinauf::ADV,in alto,i'r lan
889,überall::ADV,dappertutto,ym mhobman
890,nicht::ADV,non,ni
891,nicht::ADV,non,nid
892,ein wenig::ADV,un po',tipyn
893,ein wenig::ADV,un po',ychydig
894,ein wenig::ADV,un poco,tipyn
895,ein wenig::ADV,un poco,ychydig
896,kaum::ADV,a appena,prin
897,sehr::ADV,molto,iawn
898,so::ADV,così,fel
899,so::ADV,così,felly
900,so::ADV,tanto,fel
901,so::ADV,tanto,felly
902,noch::ADV,ancora,eto
903,nur::ADV,solo,yn unig
904,nur::ADV,soltanto,yn unig
905,schon::ADV,già,eisoes
906,schon::ADV,già,yn barod
907,wieder::ADV,di nuovo,drachefn
908,vergebens::ADV,invano,yn ofer
909,vor::PRP,davanti a,o flaen
910,hinter::PRP,dietro,ar ôl
911,unter::PRP,sotto,islaw
912,durch::PRP,per,trwy
913,durch::PRP,attraverso,trwy
914,neben::PRP,a accanto a,ar bwys
915,zwischen::PRP,fra,rhwng
916,zwischen::PRP,fra,cydrhwng
917,wegen::PRP,a causa di,o achos
918,wegen::PRP,a causa di,oherwydd
919,dies::PRN,ciò,hyn
920,dies::PRN,questo,hyn
921,das::PRN,ciò,hynny
922,das::PRN,quello,hynny
923,alles::PRN,tutto,popeth
924,ich::PRN,ìo,fi
925,du::PRN,tu,ti
926,er::PRN,lui,fe
927,er::PRN,egli,fe
928,wir::PRN,noi,ni
929,ihr::PRN,voi,chi
930,sie::PRN,loro,hwy
931,was::FPRN,che,pa beth
932,was::FPRN,che cosa,pa beth
933,wer::FPRN,chi,pwy
934,wo::FADV,dove,ble
935,wo::FADV,dove,ym mha le
936,wohin::FADV,dove,i ble
937,wohin::FADV,dove,i ba le
938,wie::FADV,come,sut
939,warum::FADV,perche,pam
940,wieviel::FNUM,quanto,faint
941,eins::NUM,uno,un
942,zwei::NUM,due,dau
943,drei::NUM,tre,tri
944,vier::NUM,quattro,pedwar
945,fünf::NUM,cinque,pump
946,sechs::NUM,sei,chwech
947,sieben::NUM,sette,saith
948,acht::NUM,otto,wyth
949,neun::NUM,nove,naw
950,zehn::NUM,dieci,deg
951,elf::NUM,ùndici,un ar ddeg
952,zwölf::NUM,dodici,deuddeg
953,zwölf::NUM,dodici,un deg dau
954,zwanzig::NUM,venti,ugain
955,dreißig::NUM,trenta,tri deg
956,dreißig::NUM,trenta,deg ar hugain
957,vierzig::NUM,quaranta,deugain
958,fünfzig::NUM,cinquanta,hanner cant
959,sechzig::NUM,sessanta,chwe deg
960,siebzig::NUM,settanta,saith deg
961,siebzig::NUM,settanta,deg a thrigain
962,achtzig::NUM,ottanta,wyth deg
963,achtzig::NUM,ottanta,pedar ugain
964,neunzig::NUM,novanta,naw deg
965,neunzig::NUM,novanta,deg a phedwar ugain
966,hundert::NUM,cento,cant
967,tausend::NUM,mille,mil
968,und::CNJ,e,a
969,oder::CNJ,o,neu
970,stehen::V,stare in piedi,sefyll
971,sitzen::V,sedere,eistedd
972,sitzen::V,stare seduto,eistedd
973,liegen::V,giacere,gorwedd
974,hängen::V,pèndere,hongian
975,hängen::V,èssere appeso,hongian
976,werden::V,farsi,dod yn
977,werden::V,farsi,mynd yn
978,werden::V,diventare,dod yn
979,werden::V,diventare,mynd yn
980,passieren::V,succèdere,digwydd
981,beginnen::V,cominciare,cychwyn
982,enden::V,finire,gorffen
983,enden::V,terminare,gorffen
984,wechseln::V,variare,newid
985,wechseln::V,cambiare,newid
986,aufgehen[Sonne]::V,sòrgere,codi
987,aufgehen[Sonne]::V,spuntare,codi
988,untergehen[Sonne]::V,tramontare,machlud
989,scheinen[Sonne]::V,splèndere,tywynnu
990,donnern::V,tonare,taranu
991,wehen::V,soffiare,chwythu
992,strömen::V,fluire,ffrydio
993,fließen::V,fluire,llifo
994,fließen::V,scorrere,llifo
995,sich drehen::V,girarsi,troi
996,sich drehen::V,girarsi,cylchdroi
997,schwanken::V,oscillare,siglo
998,schwanken::V,barcollare,siglo
999,schwingen::V,vibrare,siglo
1000,schwingen::V,oscillare,siglo
1001,fallen::V,cadere,cwympo
1002,brennen::V,àrdere,llosgi
1003,brennen::V,bruciare,llosgi
1004,rauchen::V,fumare,mygu
1005,regnen::V,piòvere,glawio
1006,gefrieren::V,gelarsi,rhewi
1007,gefrieren::V,congelarsi,rhewi
1008,tauen::V,sciògliersi,toddi
1009,tauen::V,sciògliersi,meirioli
1010,schmelzen::V,fòndere,toddi
1011,schmelzen::V,sciògliersi,toddi
1012,trocknen::V,asciugarsi,sychu
1013,sieden::V,bollire,berwi
1014,faulen::V,marcire,pydru
1015,faulen::V,marcire,braenu
1016,verfaulen::V,imputridire,pydru
1017,verfaulen::V,imputridire,dadfeilio
1018,reißen::V,strapparsi,clecian
1019,reißen::V,strapparsi,torri'n glats
1020,versinken::V,affondare,suddo
1021,vergehen::V,passare,myned heibio
1022,vergehen::V,passare,pasio
1023,erscheinen::V,apparire,ymddangos
1024,erscheinen::V,comparire,ymddangos
1025,verschwinden::V,sparire,diflannu
1026,verschwinden::V,scomparire,diflannu
1027,sinken::V,calare,syrthio
1028,sinken::V,scendere,syrthio
1029,abnehmen::V,diminuire,lleihau
1030,zunehmen::V,aumentare,cynyddu
1031,steigen::V,salire,codi
1032,steigen::V,montare,codi
1033,wachsen::V,crescere,tyfu
1034,glänzen::V,splèndere,disgleirio
1035,funkeln::V,brillare,pefrio
1036,funkeln::V,scintillare,pefrio
1037,lärmen::V,strepitare,cadw sŵn
1038,lärmen::V,strepitare,gwneud twrw
1039,lärmen::V,fare chiasso,cadw sŵn
1040,lärmen::V,fare chiasso,gwneud twrw
1041,läuten::V,suonare,canu
1042,klingeln::V,suonare,canu
1043,klingeln::V,suonare,seinio
1044,klirren::V,tintinnare,tincian
1045,brausen::V,rombare,rhuo
1046,brausen::V,rumoreggiare,rhuo
1047,rauschen::V,frusciare,siffrwd
1048,rauschen::V,frusciare,chwithrwd
1049,klingen::V,suonare,seinio
1050,bellen::V,latrare,cyfarth
1051,bellen::V,abbaiare,cyfarth
1052,heulen::V,urlare,udo
1053,heulen::V,urlare,oernadu
1054,heulen::V,ululare,udo
1055,heulen::V,ululare,oernadu
1056,blasen::V,soffiare,chwythu
1057,pfeifen::V,fischiare,chwibanu
1058,schreien::V,gridare,gweiddi
1059,schreien::V,gridare,bloeddio
1060,stöhnen::V,gèmere,griddfan
1061,zittern::V,tremare,crynu
1062,leben::V,vìvere,byw
1063,geboren werden::V,nàscere,cael eich geni
1064,atmen::V,respirare,anadlu
1065,trinken::V,bere,yfed
1066,essen::V,mangiare,bwyta
1067,schlucken::V,inghiottire,llyncu
1068,müde werden::V,stancarsi,blino
1069,einschlafen::V,addormentarsi,mynd i gysgu
1070,einschlafen::V,addormentarsi,syrthio i gysgu
1071,schlafen::V,dormire,huno
1072,schlafen::V,dormire,cysgu
1073,aufwachen::V,svegliarsi,dihuno
1074,aufstehen::V,levarsi,codi
1075,sich erholen::V,riposarsi,ymlacio
1076,sich erholen::V,riposarsi,dadflino
1077,krank werden::V,ammalarsi,mynd yn sâl
1078,krank werden::V,ammalarsi,mynd yn wael
1079,krank sein::V,èssere malato,gwaelu
1080,schmerzen::V,dolere,brifo
1081,husten::V,tossire,pesychu
1082,genesen::V,guarire,gwella
1083,genesen::V,guarire,cael yn ôl
1084,sterben::V,morire,marw
1085,umkommen::V,perire,trengi
1086,sich bewegen::V,agitarsi,symud
1087,sich rühren::V,muòversi,syflyd
1088,sich erheben::V,alzarsi,codi
1089,sich setzen::V,sedersi,eistedd
1090,hinfallen::V,cadere,cwympo
1091,laufen::V,camminare,cerdded
1092,laufen::V,andare a piedi,cerdded
1093,schreiten::V,andare,camu
1094,schreiten::V,procedere,camu
1095,spazierengehen::V,passeggiare,mynd am dro
1096,spazierengehen::V,andare a passeggio,mynd am dro
1097,eilen::V,andare in fretta,rhuthro
1098,sich beeilen::V,affrettarsi,brysio
1099,sausen::V,volare,rhuthro
1100,sausen::V,correre,rhuthro
1101,rennen::V,correre,rhedeg
1102,springen::V,saltare,llamu
1103,springen::V,saltare,neidio
1104,klettern::V,arrampicarsi,dringo
1105,schaukeln::V,fare l'altalena,siglo
1106,kriechen::V,strisciare,cropian
1107,schwimmen::V,nuotare,nofio
1108,tauchen::V,tuffarsi,plymio
1109,tauchen::V,tuffarsi,ymsuddo
1110,tauchen::V,immèrgersi,plymio
1111,tauchen::V,immèrgersi,ymsuddo
1112,rudern::V,remare,rhwyfo
1113,fahren::V,andare,gyrru
1114,fahren::V,andare,dreifio
1115,fahren::V,viaggiare,gyrru
1116,fahren::V,viaggiare,dreifio
1117,fliegen::V,volare,hedfan
1118,gehen::V,andare,mynd
1119,weggehen::V,andàrsene,mynd
1120,weggehen::V,andàrsene,ymadael
1121,weggehen::V,andare via,mynd
1122,weggehen::V,andare via,ymadael
1123,abfahren::V,partire,ymadael
1124,anhalten::V,fermarsi,stopio
1125,hineingehen::V,entrare,mynd i mewn
1126,eintreten::V,entrare,mynd i
1127,kommen::V,venire,dod
1128,ankommen::V,arrivare,cyrraedd
1129,zurückkommen::V,ritornare,dychwelyd
1130,bleiben::V,restare,aros
1131,bleiben::V,restare,sefyll
1132,bleiben::V,rimanere,aros
1133,bleiben::V,rimanere,sefyll
1134,warten::V,aspettare,aros
1135,warten::V,aspettare,disgwyl
1136,erwarten::V,attèndere,disgwyl
1137,suchen::V,cercare,chwilio am
1138,finden::V,trovare,darganfod
1139,versuchen::V,tentare,profi
1140,versuchen::V,tentare,ceisio
1141,vorbereiten::V,preparare,paratoi
1142,lieben::V,amare,caru
1143,mögen::V,piacere a,hoffi
1144,mögen::V,volere bene a,hoffi
1145,lachen::V,rìdere,chwerthin
1146,rühren::V,commuòvere,cynhyrfu
1147,weinen::V,piàngere,wylo
1148,weinen::V,piàngere,llefain
1149,schimpfen::V,imprecare,grwgnach
1150,sich ärgern::V,stizzirsi,gofidio
1151,sich ärgern::V,arrabbiarsi,gofidio
1152,sich fürchten::V,avere paura,ofni
1153,fürchten::V,temere,arswydo
1154,fliehen::V,fuggire,ffoi
1155,flüchten::V,sfuggire,dianc
1156,sehen::V,vedere,gweld
1157,anschauen::V,guardare,syllu
1158,anschauen::V,guardare,edrych
1159,ansehen::V,guardare,gwylio
1160,hören::V,udire,clywed
1161,hören::V,sentire,clywed
1162,zuhören::V,ascoltare,gwrando
1163,probieren::V,degustare,profi
1164,probieren::V,assaggiare,profi
1165,riechen::V,sentire,arogli
1166,fühlen::V,sentire,teimlo
1167,fühlen::V,sentire,clywed
1168,scheinen::V,parere,ymddangos
1169,scheinen::V,sembrare,ymddangos
1170,zu sehen sein::V,vedersi,dod i'r golwg
1171,vernehmen::V,sentire,clywed sôn am
1172,vernehmen::V,percepire,clywed sôn am
1173,frieren::V,aver freddo,bod yn oer
1174,tun::V,fare,gwneud
1175,können::V,sapere,gallu
1176,wollen::V,volere,bod mewn angen
1177,anfangen::V,iniziare,dechrau
1178,anfangen::V,cominciare,dechrau
1179,beenden::V,finire,darfod
1180,beenden::V,finire,gorffen
1181,beenden::V,terminare,darfod
1182,beenden::V,terminare,gorffen
1183,aufhören::V,finire,peidio
1184,aufhören::V,cessare,peidio
1185,gelingen::V,riuscire,llwyddo
1186,geraten::V,stare,diweddu
1187,öffnen::V,aprire,agor
1188,schließen::V,chiùdere,cau
1189,stellen::V,porre,gosod
1190,stellen::V,mettere,gosod
1191,setzen::V,porre,gosod
1192,setzen::V,mettere,gosod
1193,legen::V,posare,gosod
1194,legen::V,mettere,gosod
1195,berühren::V,toccare,cyffwrdd
1196,verbinden::V,unire,cysylltu
1197,verbinden::V,congiùngere,cysylltu
1198,bedecken::V,coprire,gorchuddio
1199,bedecken::V,ricoprire,gorchuddio
1200,aufhängen::V,attaccare,crogi
1201,aufhängen::V,attaccare,hongian
1202,anzünden::V,accèndere,cynnau
1203,anzünden::V,incendiare,cynnau
1204,aufheben::V,raccògliere,codi
1205,zurücklassen::V,lasciare,gadael
1206,zurücklassen::V,lasciare indietro,gadael
1207,verlieren::V,pèrdere,colli
1208,fallen lassen::V,lasciare cadere,gollwng
1209,machen::V,fare,gwneud
1210,herstellen::V,produrre,cynhyrchu
1211,herstellen::V,fabbricare,cynhyrchu
1212,bauen::V,costruire,adeiladu
1213,reparieren::V,riparare,trwsio
1214,reparieren::V,riparare,atgyweirio
1215,verbessern::V,migliorare,diwygio
1216,ändern::V,mutare,altro
1217,ändern::V,cambiare,altro
1218,graben::V,scavare,palu
1219,graben::V,scavare,cloddio
1220,beugen::V,chinare,plygu
1221,beugen::V,flettere,plygu
1222,biegen::V,tòrcere,plygu
1223,drehen::V,girare,troelli
1224,wenden::V,girare,troi
1225,wenden::V,voltare,troi
1226,umdrehen::V,rivoltare,troi
1227,heben::V,levare,codi
1228,hochheben::V,levare,dyrchafu
1229,hochheben::V,sollevare,dyrchafu
1230,ergreifen::V,afferrare,gafael
1231,halten::V,tenere,dal
1232,drücken::V,premere,pwyso
1233,drücken::V,premere,gwasgu
1234,schieben::V,spìngere,gwthio
1235,kratzen::V,grattare,crafu
1236,kratzen::V,graffiare,crafu
1237,lecken::V,leccare,llyfu
1238,beißen::V,mòrdere,cnoi
1239,beißen::V,mòrdere,brathu
1240,abreißen::V,staccarsi,tynnu ymaith
1241,abreißen::V,strapparsi,tynnu ymaith
1242,abschneiden::V,tagliare,torri
1243,binden::V,legare,clymu
1244,binden::V,bendare,clymu
1245,stecken::V,ficcare,plannu
1246,brechen::V,rompere,torri
1247,klopfen::V,bàttere,taro
1248,hauen::V,picchiare,taro
1249,kleben::V,incollare,gludio
1250,reiben::V,fregare,rhwbio
1251,streichen::V,spalmare,taenu
1252,schleifen::V,arrotare,hogi
1253,schneiden::V,tagliare,torri
1254,rütteln::V,scuòtere,ysgytio
1255,schütteln::V,agitare,siglo
1256,schütteln::V,agitare,ysgwyd
1257,schütteln::V,scuòtere,siglo
1258,schütteln::V,scuòtere,ysgwyd
1259,schwenken::V,agitare,siglo
1260,schwenken::V,sventolare,siglo
1261,schütten::V,versare,tywallt
1262,füllen::V,riempire,llenwi
1263,einwickeln::V,involtare,lapio
1264,tragen::V,portare,cludo
1265,schleppen::V,trainare,llusgo
1266,schleppen::V,trascinare,llusgo
1267,ziehen::V,tirare,tynnu
1268,aufbewahren::V,custodire,cadw
1269,aufbewahren::V,conservare,cadw
1270,werfen::V,gettare,taflu
1271,werfen::V,lanciare,taflu
1272,fangen::V,prèndere,dal
1273,fangen::V,acchiappare,dal
1274,packen::V,pigliare,cipio
1275,packen::V,pigliare,crafangu
1276,packen::V,afferrare,cipio
1277,packen::V,afferrare,crafangu
1278,verstecken::V,nascondere,celu
1279,verstecken::V,nascondere,cuddio
1280,teilen::V,divìdere,rhannu
1281,schicken::V,inviare,anfon
1282,bringen::V,portare,dod â
1283,bringen::V,apportare,dod â
1284,hinzufügen::V,aggiùngere,chwanegu
1285,bekommen::V,ricevere,cael
1286,erhalten::V,ricevere,derbyn
1287,nehmen::V,prèndere,cymryd
1288,wählen::V,elèggere,dewis
1289,wählen::V,scegliere,dewis
1290,auswählen::V,scegliere,dethol
1291,bewahren::V,conservare,cadw
1292,behindern::V,impedire,atal
1293,behindern::V,impedire,rhwystro
1294,verderben::V,guastare,difetha
1295,beschädigen::V,danneggiare,niweidio
1296,zerbrechen::V,rompere,torri
1297,zerbrechen::V,spezzare,torri
1298,zerreißen::V,stracciare,rhwygo
1299,zerstören::V,distrùggere,dinistrio
1300,verbrennen::V,bruciare,llosgi
1301,geben::V,dare,rhoi
1302,reichen::V,pòrgere,estyn
1303,schenken::V,regalare,rhoddi
1304,versprechen::V,promettere,addo
1305,wünschen::V,augurare,dymuno
1306,loben::V,lodare,canmol
1307,küssen::V,baciare,cusanu
1308,wiegen::V,cullare,siglo
1309,wiegen::V,dondolare,siglo
1310,zudecken::V,coprire,gorchuddio
1311,wecken::V,svegliare,deffro
1312,zeigen::V,indicare,dangos
1313,führen::V,guidare,arwain
1314,führen::V,condurre,arwain
1315,lehren::V,insegnare,dysgu
1316,unterrichten::V,istruire,hyfforddi
1317,unterrichten::V,insegnare,hyfforddi
1318,aufziehen::V,allevare,dod i fyny
1319,leiten::V,avviare,arwain
1320,leiten::V,dirìgere,arwain
1321,antreiben::V,incitare,annog
1322,lassen::V,fare,gadael
1323,einladen::V,invitare,gwahodd
1324,vereinigen::V,unire,uno
1325,vereinigen::V,unire,cyfuno
1326,besuchen::V,visitare,ymweld â
1327,besuchen::V,far vìsita a,ymweld â
1328,treffen::V,incontrare,cwrdd
1329,treffen::V,incontrare,cyfarfod
1330,sich versammeln::V,rinunirsi,casglu
1331,sich versammeln::V,rinunirsi,cynnull
1332,spielen::V,giocare,chwarae
1333,singen::V,cantare,canu
1334,tanzen::V,danzare,dawnsio
1335,sich trennen::V,separarsi,ymwahanu
1336,verlassen::V,lasciare,gadael
1337,verlassen::V,abbandonare,gadael
1338,retten::V,salvare,achub
1339,bewachen::V,custodire,gwarchod
1340,schützen::V,protèggere,noddi
1341,verteidigen::V,difèndere,amddiffyn
1342,sich schlagen::V,bàttersi,ffraeo
1343,sich schlagen::V,bàttersi,terfysgu
1344,schießen::V,sparare,saethu
1345,siegen::V,vìncere,ennill
1346,ärgern::V,stizzire,cythruddo
1347,schlagen::V,bàttere,curo
1348,treten::V,calciare,cicio
1349,stechen::V,pùngere,pigo
1350,stoßen::V,urtare,gwthio
1351,stoßen::V,spìngere,gwthio
1352,stehlen::V,rubare,dwyn
1353,stehlen::V,rubare,lladrata
1354,stören::V,disturbare,aflonyddu
1355,belästigen::V,molestare,trafferthu
1356,belästigen::V,importunare,trafferthu
1357,verbergen::V,celare,cuddio
1358,verbergen::V,nascondere,cuddio
1359,täuschen::V,ingannare,twyllo
1360,betrügen::V,frodare,hocedu
1361,betrügen::V,truffare,hocedu
1362,töten::V,uccìdere,lladd
1363,wohnen::V,abitare,byw
1364,arbeiten::V,lavorare,gweithio
1365,sammeln::V,raccògliere,casglu
1366,sammeln::V,collezionare,casglu
1367,pflücken::V,cògliere,casglu
1368,jagen::V,cacciare,hela
1369,fischen::V,pescare,pysgota
1370,fassen::V,catturare,dal
1371,fassen::V,acchiappare,dal
1372,hüten::V,pascolare,bugeilio
1373,treiben::V,spìngere,gyrru
1374,anbinden::V,legare,clymu
1375,anbinden::V,attaccare,clymu
1376,füttern::V,dar da mangiare a,porthi
1377,melken::V,mùngere,godro
1378,hacken::V,tritare,torri
1379,hacken::V,spaccare,torri
1380,gießen::V,annaffiare,dyfrhau
1381,reifen::V,maturare,aeddfedu
1382,zubereiten::V,preparare,coginio
1383,kochen::V,cuòcere,berwi
1384,backen::V,cuòcere,pobi
1385,backen::V,cuòcere,crasu
1386,backen::V,cuòcere al forno,pobi
1387,backen::V,cuòcere al forno,crasu
1388,braten::V,frìggere,ffrio
1389,braten::V,arrostire,ffrio
1390,umrühren::V,mescolare,cyffroi
1391,stricken::V,llavorare a maglia,gwau
1392,nähen::V,cucire,gwnïo
1393,färben::V,tìngere,lliwio
1394,reinigen::V,pulire,glanhau
1395,reinigen::V,nettare,glanhau
1396,waschen::V,lavare,golchi
1397,abwischen::V,asciugare,sychu
1398,spülen::V,lavare,streulio
1399,spülen::V,sciacquare,streulio
1400,fegen::V,spazzare,ysgubo
1401,kehren::V,spazzare,ysgubo
1402,baden::V,bagnarsi,cael bath
1403,baden::V,fare il bagno,cael bath
1404,sich waschen::V,lavarsi,ymolchi
1405,ausziehen::V,tògliersi,tynnu
1406,anziehen::V,mettersi,gwisgo
1407,anziehen::V,indossare,gwisgo
1408,sich anziehen::V,vestirsi,ymwisgo
1409,kämmen::V,pettinare,cribo
1410,schmücken::V,ornare,harddu
1411,schmücken::V,ornare,addurno
1412,schmücken::V,decorare,harddu
1413,schmücken::V,decorare,addurno
1414,sagen::V,dire,dweud
1415,sprechen::V,parlare,llefaru
1416,reden::V,parlare,siarad
1417,sich unterhalten::V,conversare,sgwrsio
1418,fragen::V,chièdere,gofyn
1419,fragen::V,domandare,gofyn
1420,bitten::V,pregare,gofyn am
1421,erzählen::V,narrare,dweud
1422,erzählen::V,raccontare,dweud
1423,mitteilen::V,comunicare,cyfleu
1424,nennen::V,nominare,enwi
1425,rufen::V,chiamare,galw
1426,prahlen::V,vantarsi,brolio
1427,prahlen::V,vantarsi,ymffrostio
1428,übersetzen::V,tradurre,cyfieithu
1429,denken::V,pensare,meddwl
1430,glauben::V,credere,credu
1431,glauben::V,credere,coelio
1432,bemerken::V,notare,sylwi
1433,bemerken::V,osservare,sylwi
1434,erkennen::V,riconoscere,adnabod
1435,begreifen::V,capire,amgyffred
1436,begreifen::V,comprèndere,amgyffred
1437,verstehen::V,intèndere,deall
1438,verstehen::V,comprèndere,deall
1439,lernen::V,imparare,dysgu
1440,lernen::V,apprèndere,dysgu
1441,wissen::V,sapere,gwybod
1442,sich erinnern an::V,ricordare,cofio
1443,sich erinnern an::V,ricordarsi di,cofio
1444,vergessen::V,dimenticare,anghofio
1445,messen::V,misurare,mesur
1446,zählen::V,contare,cyfrif
1447,rechnen::V,contare,cyfrifo
1448,rechnen::V,calcolare,cyfrifo
1449,lesen::V,lèggere,darllen
1450,malen::V,dipìngere,peintio
1451,zeichnen::V,disegnare,tynnu
1452,schreiben::V,scrìvere,ysgrifennu
1453,besitzen::V,possedere,meddu
1454,kaufen::V,comprare,prynu
1455,kaufen::V,acquistare,prynu
1456,verkaufen::V,vendere,gwerthu
1457,bezahlen::V,pagare,talu am
1458,zahlen::V,pagare,talu
1459,beherrschen::V,dominare,rheoli
1460,beherrschen::V,dominare,llywodraethu
1461,ertragen::V,sopportare,dioddef
