,Concept_ID,zh,fi
838,glänzen::V,发光,kiiltää
839,funkeln::V,闪烁,kipinöidä
840,lärmen::V,吵闹,meluta
841,läuten::V,响,soida
842,klingeln::V,按铃,soida
843,brausen::V,疾驶,kohista
844,klingen::V,听起来,soida
845,bellen::V,吠,haukkua
846,heulen::V,嗥,ulvoa
847,blasen::V,吹,puhaltaa
848,pfeifen::V,吹口哨,viheltää
849,schreien::V,叫喊,kirkua
850,stöhnen::V,呻吟,voihkia
851,zittern::V,颤抖,vapista
852,leben::V,生存,elää
853,geboren werden::V,出生,syntyä
854,atmen::V,呼吸,hengittää
855,trinken::V,喝,juoda
856,essen::V,吃,syödä
857,schlucken::V,咽,niellä
858,müde werden::V,疲倦,uupua
859,einschlafen::V,入睡,uinahtaa
860,schlafen::V,睡觉,maata
861,schlafen::V,睡觉,nukkua
862,aufwachen::V,睡醒,herätä
863,aufstehen::V,起床,nousta
864,aufstehen::V,起床,nousta ylös
865,sich erholen::V,休养,levätä
866,krank werden::V,生病,sairastua
867,krank sein::V,生病,potea
868,krank sein::V,生病,sairastaa
869,schmerzen::V,疼痛,särkeä
870,schmerzen::V,疼痛,kivistää
871,husten::V,咳,yskiä
872,genesen::V,痊愈,toipua
873,sterben::V,死,kuolla
874,umkommen::V,丧命,saada surmansa
875,umkommen::V,丧命,kuolla
876,sich bewegen::V,移动,liikkua
877,sich rühren::V,动弹,liikahtaa
878,sich erheben::V,站起,nousta
879,sich setzen::V,坐,istuutua
880,hinfallen::V,跌倒,kaatua
881,laufen::V,步行,kävellä
882,schreiten::V,迈步,astua
883,schreiten::V,迈步,astella
884,spazierengehen::V,散步,kävellä
885,eilen::V,急忙,kiirehtiä
886,sich beeilen::V,赶快,kiirehtiä
887,sich beeilen::V,赶快,olla kiireissään
888,sausen::V,疾驰,rynnätä
889,sausen::V,疾驰,viilettää
890,rennen::V,奔跑,juosta
891,springen::V,跳,hypätä
892,klettern::V,攀缘,kiivetä
893,schaukeln::V,荡秋千,kiikkua
894,kriechen::V,爬行,ryömiä
895,schwimmen::V,游泳,uida
896,tauchen::V,潜水,sukeltaa
897,rudern::V,划船,soutaa
898,fahren::V,行驶,ajaa
899,fahren::V,行驶,kulkea
900,fliegen::V,飞,lentää
901,gehen::V,走,käydä
902,weggehen::V,离去,lähteä
903,weggehen::V,离去,poistua
904,abfahren::V,出发,lähteä
905,anhalten::V,停住,pysähtyä
906,anhalten::V,停住,seisahtua
907,hineingehen::V,进去,mennä sisään
908,eintreten::V,进入,astua sisään
909,kommen::V,来,tulla
910,ankommen::V,到达,saapua
911,zurückkommen::V,回来,palata
912,bleiben::V,停留,jäädä
913,bleiben::V,停留,viipyä
914,warten::V,等,odottaa
915,erwarten::V,等候,odottaa
916,suchen::V,找,etsiä
917,finden::V,找到,löytää
918,versuchen::V,尝试,yrittää
919,vorbereiten::V,预备,valmistaa
920,lieben::V,爱,pitää
921,lieben::V,爱,rakastaa
922,mögen::V,喜欢,pitää
923,mögen::V,喜欢,tykätä
924,lachen::V,笑,nauraa
925,weinen::V,哭,itkeä
926,schimpfen::V,骂,haukkua
927,sich ärgern::V,生气,suuttua
928,sich fürchten::V,害怕,pelätä
929,fürchten::V,害怕,pelätä
930,fliehen::V,逃走,paeta
931,flüchten::V,逃跑,paeta
932,sehen::V,看,nähdä
933,anschauen::V,注视,katsoa
934,ansehen::V,注视,katsoa
935,hören::V,听,kuulla
936,zuhören::V,倾听,kuunnella
937,probieren::V,尝,maistaa
938,riechen::V,闻,haistaa
939,fühlen::V,感到,tuntea
940,scheinen::V,照耀,tuntua
941,zu sehen sein::V,可以看到,näkyä
942,vernehmen::V,审讯,kuulla
943,frieren::V,觉得冷,palella
944,tun::V,作,tehdä
945,können::V,能,osata
946,wollen::V,要,tahtoa
947,anfangen::V,开始,ruveta
948,anfangen::V,开始,aloittaa
949,beenden::V,结束,lopettaa
950,aufhören::V,停止,loppua
951,gelingen::V,成功,onnistua
952,geraten::V,陷于,sujua
953,geraten::V,陷于,joutua
954,öffnen::V,打开,avata
955,öffnen::V,打开,aukaista
956,schließen::V,关,sulkea
957,stellen::V,放,panna
958,stellen::V,放,asettaa
959,setzen::V,放,panna
960,setzen::V,放,istuttaa
961,legen::V,摆,panna
962,legen::V,摆,asettaa
963,berühren::V,触,koskea
964,berühren::V,触,koskettaa
965,verbinden::V,联结,liittää
966,verbinden::V,联结,yhdistää
967,bedecken::V,覆盖,kattaa
968,bedecken::V,覆盖,peittää
969,aufhängen::V,挂,ripustaa
970,anzünden::V,点,sytyttää
971,aufheben::V,拾起,ylös nostaa
972,aufheben::V,拾起,nostaa
973,zurücklassen::V,遗留,jättää
974,verlieren::V,丧失,kadottaa
975,fallen lassen::V,让掉下,pudottaa
976,machen::V,做,tehdä
977,herstellen::V,生产,tuottaa
978,herstellen::V,生产,valmistaa
979,bauen::V,建造,rakentaa
980,reparieren::V,修理,korjata
981,verbessern::V,改进,parantaa
982,ändern::V,改变,muuttaa
983,graben::V,挖,kaivaa
984,beugen::V,弯下,taivuttaa
985,biegen::V,弯,taivuttaa
986,drehen::V,转动,kääntää
987,wenden::V,转动,kääntää
988,umdrehen::V,转动,kääntää
989,heben::V,举起,nostaa
990,heben::V,举起,kohottaa
991,hochheben::V,抬高,nostaa
992,ergreifen::V,抓住,tarttua
993,halten::V,拿着,pitää
994,drücken::V,压,painaa
995,drücken::V,压,puristaa
996,schieben::V,推,työntää
997,kratzen::V,搔,raapia
998,lecken::V,舔,nuolla
999,beißen::V,咬,purra
1000,abreißen::V,撕下,repiä
1001,abschneiden::V,切断,leikata poikki
1002,abschneiden::V,切断,leikata
1003,binden::V,捆,sitoa
1004,stecken::V,插,pistää
1005,brechen::V,断裂,murtaa
1006,klopfen::V,敲,koputtaa
1007,klopfen::V,敲,kolkuttaa
1008,hauen::V,揍,lyödä
1009,kleben::V,粘,liimata
1010,reiben::V,摩擦,hieroa
1011,reiben::V,摩擦,hangata
1012,streichen::V,涂,sivellä
1013,schleifen::V,拖曳,hioa
1014,schneiden::V,切,leikata
1015,rütteln::V,颠簸,ravistaa
1016,schütteln::V,摇动,pudistaa
1017,schwenken::V,摇动,heiluttaa
1018,schütten::V,倒,kaataa
1019,füllen::V,填满,täyttää
1020,einwickeln::V,包,kääriä
1021,tragen::V,提,kantaa
1022,schleppen::V,扛,raahata
1023,ziehen::V,拉,vetää
1024,aufbewahren::V,保存,säilyttää
1025,werfen::V,扔,viskata
1026,fangen::V,捕捉,napata
1027,fangen::V,捕捉,ottaa kiinni
1028,packen::V,抓住,tarttua
1029,verstecken::V,藏,kätkeä
1030,verstecken::V,藏,piilottaa
1031,teilen::V,分,jakaa
1032,schicken::V,派遣,lähettää
1033,bringen::V,带来,viedä
1034,hinzufügen::V,添加,lisätä
1035,bekommen::V,得到,saada
1036,erhalten::V,接到,saada
1037,nehmen::V,拿,ottaa
1038,wählen::V,挑选,valita
1039,auswählen::V,选择,valikoida
1040,bewahren::V,保持,säilyttää
1041,behindern::V,防碍,estää
1042,verderben::V,败坏,pilata
1043,verderben::V,败坏,turmella
1044,beschädigen::V,损坏,vioittaa
1045,beschädigen::V,损坏,vahingoittaa
1046,zerbrechen::V,破碎,rikkoa
1047,zerreißen::V,撕碎,repiä rikki
1048,zerreißen::V,撕碎,repiä palasiksi
1049,zerstören::V,毁坏,hävittää
1050,verbrennen::V,燃烧,polttaa
1051,geben::V,给,antaa
1052,reichen::V,递给,ojentaa
1053,schenken::V,赠送,lahjoittaa
1054,versprechen::V,许诺,luvata
1055,wünschen::V,祝,toivottaa
1056,loben::V,表扬,ylistää
1057,küssen::V,亲,suudella
1058,wiegen::V,轻摇,tuudittaa
1059,wiegen::V,轻摇,keinuttaa
1060,zudecken::V,盖上,peittää
1061,wecken::V,唤起,herättää
1062,zeigen::V,指,näyttää
1063,zeigen::V,指,osoittaa
1064,führen::V,带领,johdattaa
1065,lehren::V,教,opettaa
1066,unterrichten::V,讲课,opettaa
1067,aufziehen::V,抚养,kasvattaa
1068,leiten::V,领导,johtaa
1069,antreiben::V,催促,hoputtaa
1070,lassen::V,让,antaa
1071,einladen::V,邀请,kutsua
1072,vereinigen::V,统一,yhdistää
1073,besuchen::V,参观,vierailla
1074,treffen::V,会面,tavata
1075,sich versammeln::V,聚集,kokoontua
1076,spielen::V,玩,pelata
1077,spielen::V,玩,leikkiä
1078,singen::V,唱歌,laulaa
1079,tanzen::V,跳舞,tanssia
1080,sich trennen::V,分别,erota
1081,verlassen::V,离开,jättää
1082,retten::V,救,pelastaa
1083,bewachen::V,守卫,vartioida
1084,schützen::V,保护,suojella
1085,verteidigen::V,保卫,puolustaa
1086,sich schlagen::V,打架,tapella
1087,schießen::V,射击,ampua
1088,siegen::V,获胜,voittaa
1089,ärgern::V,激怒,ärsyttää
1090,schlagen::V,打,lyödä
1091,treten::V,踢,potkaista
1092,stechen::V,刺,pistää
1093,stoßen::V,撞,sysätä
1094,stoßen::V,撞,työntää
1095,stehlen::V,盗窃,varastaa
1096,stören::V,干扰,häiritä
1097,belästigen::V,打搅,häiritä
1098,verbergen::V,隐藏,kätkeä
1099,täuschen::V,欺骗,harhauttaa
1100,betrügen::V,欺骗,pettää
1101,betrügen::V,欺骗,petkuttaa
1102,töten::V,杀,tappaa
1103,wohnen::V,居住,asua
1104,arbeiten::V,工作,tehdä työtä
1105,arbeiten::V,工作,työskennellä
1106,sammeln::V,收集,koota
1107,sammeln::V,收集,kerätä
1108,pflücken::V,采,poimia
1109,jagen::V,打猎,metsästää
1110,fischen::V,捕鱼,kalastaa
1111,fassen::V,捉住,pyydystää
1112,fassen::V,捉住,saalistaa
1113,hüten::V,守护,paimentaa
1114,treiben::V,漂,ajaa
1115,anbinden::V,拴,kytkeä
1116,füttern::V,喂,ruokkia
1117,melken::V,挤奶,lypsää
1118,hacken::V,剁细,hakata
1119,gießen::V,浇,kastella
1120,reifen::V,成熟,kypsyä
1121,kochen::V,煮,keittää
1122,backen::V,烤,leipoa
1123,braten::V,煎,paistaa
1124,umrühren::V,搅拌,hämmentää
1125,stricken::V,织,kutoa
1126,stricken::V,织,neuloa
1127,nähen::V,缝,ommella
1128,färben::V,染色,värjätä
1129,färben::V,染色,värittää
1130,reinigen::V,清洁,puhdistaa
1131,waschen::V,洗,pestä
1132,abwischen::V,擦掉,pyyhkiä
1133,spülen::V,清洗,huuhtoa
1134,fegen::V,扫,pyyhkäistä
1135,kehren::V,打扫,lakaista
1136,baden::V,给...洗澡,kylpeä
1137,sich waschen::V,洗澡,peseytyä
1138,ausziehen::V,脱,riisua
1139,anziehen::V,穿,pukea ylleen
1140,sich anziehen::V,穿衣,pukeutua
1141,kämmen::V,梳,kammata
1142,schmücken::V,装饰,koristaa
1143,schmücken::V,装饰,kaunistaa
1144,sagen::V,说,sanoa
1145,sprechen::V,说,puhua
1146,reden::V,讲,keskustella
1147,sich unterhalten::V,聊天,jutella
1148,fragen::V,问,kysyä
1149,bitten::V,请,pyytää
1150,erzählen::V,叙述,kertoa
1151,mitteilen::V,通知,ilmoittaa
1152,nennen::V,叫做,kutsua
1153,nennen::V,叫做,nimittää
1154,rufen::V,叫,kutsua
1155,prahlen::V,吹牛,kerskailla
1156,übersetzen::V,翻译,kääntää
1157,denken::V,想,miettiä
1158,denken::V,想,ajatella
1159,glauben::V,以为,uskoa
1160,bemerken::V,发觉,huomata
1161,erkennen::V,识别,tunnistaa
1162,begreifen::V,理解,ymmärtää
1163,verstehen::V,明白,ymmärtää
1164,lernen::V,学,oppia
1165,wissen::V,知道,tietää
1166,sich erinnern an::V,回忆,muistaa
1167,vergessen::V,忘记,unohtaa
1168,messen::V,测量,mitata
1169,zählen::V,数,laskea
1170,rechnen::V,计算,laskea
1171,lesen::V,读,lukea
1172,malen::V,画,maalata
1173,zeichnen::V,绘制,piirtää
1174,zeichnen::V,绘制,piirustaa
1175,schreiben::V,写,kirjoittaa
1176,besitzen::V,占有,omistaa
1177,kaufen::V,买,ostaa
1178,verkaufen::V,卖,myydä
1179,bezahlen::V,付钱,maksaa
1180,zahlen::V,支付,maksaa
1181,beherrschen::V,统治,hallita
1182,ertragen::V,忍耐,kestää
1183,vergebens::ADV,,turhaan
1184,klirren::V,,kalista
1185,rauschen::V,,kohista
1186,rühren::V,,liikuttaa
1187,zubereiten::V,,valmistaa
