,Concept_ID,ab,sq
717,linker::A,арма,majtë
718,rechter::A,арҕьа,djathtë
719,anderer::A,даҽа,tjetër
720,anderer::A,даҽакы,tjetër
721,erster::A,актәи,parë
722,zweiter::A,аҩбатəи,dytë
723,dritter::A,ахҕатәи,i tretë
724,letzter::A,аҵыхəтəантəи,fundit
725,allein::ADV,мацара,vetëm
726,auf einmal::ADV,зныкала,njëkohësisht
727,auf einmal::ADV,зныкҟьара,njëkohësisht
728,zusammen::ADV,аиц...,bashkë
729,zusammen::ADV,аиц...,së bashku
730,lange::ADV,акыраамҭа,për një kohë të gjatë
731,plötzlich::ADV,иаалырҟьаны,befas
732,sofort::ADV,иаразнакҵәҟьа,menjëherë
733,sofort::ADV,иаразнакҵәҟьа,aty për aty
734,später::ADV,уажəшьҭаншəа,më vonë
735,jetzt::ADV,уажәы,tash
736,heute::ADV,иахьа,sot
737,morgen::ADV,уаҵәы,nesër
738,bald::ADV,иласны,shpejt
739,bald::ADV,иласны,së shpejti
740,dann::ADV,нас,pastaj
741,gestern::ADV,иацы,dje
742,einst::ADV,зны,dikur
743,damals::ADV,усҟан,atëherë
744,danach::ADV,нас,mandej
745,vorher::ADV,уаанӡа,më parë
746,zuerst::ADV,азнаказы,së pari
747,zuerst::ADV,аҧхьа,së pari
748,einmal::ADV,зны,njëherë
749,manchmal::ADV,зны-зынла,nganjëherë
750,oft::ADV,лассы-лассы,shpesh
751,immer::ADV,енагь,përherë
752,immer::ADV,енагь,gjithnjë
753,immer::ADV,еснагь,përherë
754,immer::ADV,еснагь,gjithnjë
755,niemals::ADV,ианакəызаалак,kurrë
756,niemals::ADV,ианакəызаалак,asnjëherë
757,hier::ADV,ара,këtu
758,hier::ADV,абра,këtu
759,hier::ADV,араҟа,këtu
760,hierhin::ADV,ара,knej
761,hierhin::ADV,араҟа,knej
762,von hier::ADV,арантә,që këtej
763,von hier::ADV,арантә,prej këtej
764,dort::ADV,уа,aty
765,dort::ADV,уа,atje
766,dorthin::ADV,уахь,anej
767,dorthin::ADV,анахь,anej
768,geradeaus::ADV,ишиашоу,drejt
769,vorwärts::ADV,ҕхьаҟа,mbroth
770,vorwärts::ADV,ҕхьаҟа,përpara
771,rückwärts::ADV,шьҭахьла,mbrapsht
772,zurück::ADV,шьҭахьҟа,prapa
773,zurück::ADV,шьҭахьҟа,mbrapsht
774,unten::ADV,лбаа,poshtë
775,hinab::ADV,алада,përposh
776,oben::ADV,хыхь,lart
777,oben::ADV,хыхь,sipër
778,hinauf::ADV,аҩада,lart
779,hinauf::ADV,аҩада,përpjetë
780,überall::ADV,зегьынцьара,kudo
781,nicht::ADV,-м,s'
782,nicht::ADV,-м,nuk
783,ein wenig::ADV,ҕыҭк,një tis
784,kaum::ADV,аарлаҳәа,mezi
785,kaum::ADV,афергьҳәа,mezi
786,sehr::ADV,даара,fort
787,sehr::ADV,даара,shumë
788,so::ADV,ас,ashtu
789,so::ADV,ас,kështu
790,so::ADV,абас,ashtu
791,so::ADV,абас,kështu
792,noch::ADV,макьана,ende
793,noch::ADV,макьана,akoma
794,nur::ADV,заҵәык,vetëm
795,schon::ADV,уажәшьҭа,tashmë
796,schon::ADV,аиҳа ипоу,tashmë
797,wieder::ADV,ҿыц,përsëri
798,wieder::ADV,дырҩегь,përsëri
799,wieder::ADV,дырҩегьых,përsëri
800,vergebens::ADV,баша,kot
801,vor::PRP,аҕхьа,para
802,hinter::PRP,нхыҵ,prapa
803,hinter::PRP,нхыҵ,mbrapa
804,unter::PRP,амҵа,nën
805,unter::PRP,амҵан,nën
806,neben::PRP,ааигуара,pranë
807,neben::PRP,ааигуара,përbri
808,zwischen::PRP,абжьара,midis
809,zwischen::PRP,абжьара,ndërmjet
810,wegen::PRP,-иззы,për
811,wegen::PRP,-ҟнытә,për
812,dies::PRN,ари,ky
813,dies::PRN,абри,ky
814,das::PRN,Абни,ky
815,das::PRN,убри,ky
816,alles::PRN,зегьы,gjithçka
817,ich::PRN,са,unë
818,ich::PRN,сара,unë
819,du::PRN,бара,ti
820,er::PRN,иара,ai
821,wir::PRN,ҳара,ne
822,ihr::PRN,шәара,ju
823,sie::PRN,дара,ata
824,wer::FPRN,дарбан,kush
825,wo::FADV,иабыкуу,ku
826,wo::FADV,аба-,ku
827,wo::FADV,ахь-,ku
828,wohin::FADV,иабыкуу,për ku
829,wohin::FADV,аба-,për ku
830,wohin::FADV,ахь-,për ku
831,wie::FADV,-шҕа,si
832,warum::FADV,избан,pse
833,warum::FADV,избан,përse
834,wieviel::FNUM,заҟа,sa
835,eins::NUM,акы,një
836,eins::NUM,аӡәы,një
837,zwei::NUM,ҩба,dy
838,drei::NUM,хҕа,tre
839,vier::NUM,ҕшьба,katër
840,fünf::NUM,хəба,pesë
841,sechs::NUM,фба,gjashtë
842,sieben::NUM,Бжьба,shtatë
843,acht::NUM,ааба,tetë
844,neun::NUM,жәба,nëntë
845,zehn::NUM,жәаба,dhjetë
846,elf::NUM,жәеизатәи,njëmbëdhjetë
847,zwölf::NUM,жәаҩа,dymbëdhjetë
848,zwanzig::NUM,ҩажәа,njëzet
849,dreißig::NUM,ҩажәижәабатәи,tridhjetë
850,vierzig::NUM,ҩынҩажәа,dyzet
851,fünfzig::NUM,ҩынҩажәеижәаба,pesëdhjetë
852,sechzig::NUM,хынҩажәа,gjashtëdhjetë
853,siebzig::NUM,хынҩажәижәаба,shtatëdhjetë
854,achtzig::NUM,ҕшьынҩажәа,tetëdhjetë
855,neunzig::NUM,ҕшьынҩажәижәаба,nëntëdhjetë
856,hundert::NUM,шәкы,qind
857,tausend::NUM,зқьы,mijë
858,und::CNJ,-и,e
859,und::CNJ,-и,dhe
860,oder::CNJ,ма,a
861,oder::CNJ,ма,apo
862,stehen::V,агылазаара,rri
863,sitzen::V,атəара,rri
864,sitzen::V,атəа(заа)ра,rri
865,liegen::V,аиара,rri shtrirë
866,hängen::V,акнаҳара,varem
867,werden::V,аҟалара,bëhem
868,passieren::V,аҟалара,ndodh
869,beginnen::V,алагара,filloj
870,enden::V,алгара,përfundoj
871,wechseln::V,аҽыҧсахра,ndërroj
872,aufgehen[Sonne]::V,агылара,hapem
873,aufgehen[Sonne]::V,ахашлара,hapem
874,aufgehen[Sonne]::V,аҩаҵхахара,hapem
875,untergehen[Sonne]::V,аҭашəара,hyj
876,untergehen[Sonne]::V,аҭашəара,perëndoj
877,scheinen[Sonne]::V,акаҧхара,ndriçoj
878,donnern::V,адыдра,gjëmoj
879,donnern::V,адыдра,bubulloj
880,wehen::V,асра,fryj
881,strömen::V,акаҭəара,derdh
882,fließen::V,ацара,rrjedh
883,sich drehen::V,ахагьежьра,rrotullohem
884,schwanken::V,аҵысра,dyzoj
885,schwingen::V,ахызазара,dridhem
886,schwingen::V,акьаандара,dridhem
887,fallen::V,акаҳара,bie
888,brennen::V,абылра,digjem
889,rauchen::V,ахылҵра,nxjerr tym
890,regnen::V,аура,bie shi
891,gefrieren::V,аҵаара,ngrij
892,tauen::V,аӡҭра,shkrij
893,schmelzen::V,ақəӡыҭра,shkrij
894,schmelzen::V,аҭəара,shkrij
895,trocknen::V,абара,thaj
896,sieden::V,ашра,ziej
897,faulen::V,абаара,kalbem
898,faulen::V,абаара,prishem
899,verfaulen::V,абаара,kalbem
900,verfaulen::V,аилашра,kalbem
901,reißen::V,аҧжəара,grisem
902,reißen::V,аҧжəара,shqyhem
903,versinken::V,аӡааҟəрылара,humboj
904,vergehen::V,ацара,kaloj
905,erscheinen::V,ацəырҵра,dukem
906,verschwinden::V,аҵашəкəара,zhdukem
907,sinken::V,атəара,ulem
908,sinken::V,алаҟəра,ulem
909,abnehmen::V,ацӡаара,pakësohem
910,abnehmen::V,ацӡаара,zvogëlohem
911,abnehmen::V,аиҵалара,pakësohem
912,abnehmen::V,аиҵалара,zvogëlohem
913,zunehmen::V,аҽырҭбаара,shtohem
914,zunehmen::V,аиҵыҵра,shtohem
915,zunehmen::V,арацəахара,shtohem
916,steigen::V,азҳара,rritem
917,steigen::V,ашьҭыҵра,rritem
918,steigen::V,адухара,rritem
919,steigen::V,ацлара,rritem
920,wachsen::V,азҳара,rritem
921,glänzen::V,ацыр-цырра,vezulloj
922,glänzen::V,ацыҩ-цыҩра,vezulloj
923,glänzen::V,аказказра,vezulloj
924,funkeln::V,ашап-шапра,xixoj
925,funkeln::V,ашап-шапра,xixëlloj
926,funkeln::V,ацым-цымра,xixoj
927,funkeln::V,ацым-цымра,xixëlloj
928,lärmen::V,ашьҭыбжьгара,oshtij
929,lärmen::V,ашьҭыбжьгара,zhurmoj
930,lärmen::V,аҕьҕьаҳәа аилалара,oshtij
931,lärmen::V,аҕьҕьаҳәа аилалара,zhurmoj
932,läuten::V,аҵəҵəасра,bie
933,klingeln::V,аҵəҵəасра,i bie ziles
934,klirren::V,ахьархьарра,kërcëlloj
935,klirren::V,архьархьарра,kërcëlloj
936,brausen::V,аилаҽҽара,gjëmoj
937,brausen::V,еилашуера,gjëmoj
938,klingen::V,агара,tingëlloj
939,klingen::V,ашьҭыбжь гара,tingëlloj
940,bellen::V,ашра,leh
941,heulen::V,ауура,ulërij
942,blasen::V,аҭəҳəара,fryj
943,pfeifen::V,ашəшəра,fishkëllej
944,schreien::V,аҳəҳəара,bërtas
945,schreien::V,ахəаара,bërtas
946,schreien::V,аҟаара,bërtas
947,stöhnen::V,ақьра,rënkoj
948,zittern::V,аҵыс-ҵысра,trembem
949,leben::V,аҟазаара,rroj
950,leben::V,аҟазаара,jetoj
951,geboren werden::V,Аира,lind
952,atmen::V,аҕсыҕ лагаҩагара,marr frymë
953,trinken::V,ажəра,pi
954,essen::V,акрыфара,ha
955,schlucken::V,албаадара,gëlltis
956,schlucken::V,албаадара,kapërdij
957,müde werden::V,ааҕсара,lodhem
958,einschlafen::V,ацəара,bie të fle
959,schlafen::V,ацəазаара,fle
960,aufwachen::V,аҿыхара,zgjohem
961,aufstehen::V,Агəылҵра,çohem
962,aufstehen::V,Агəылҵра,ngrihem
963,sich erholen::V,аҧсшьара,qetësohem
964,sich erholen::V,аҧсшьара,shtendosem
965,krank werden::V,ачмазаҩхара,bie i sëmurë
966,krank sein::V,аҳəарҧсарра,jam i sëmurë
967,schmerzen::V,ахьра,dhemb
968,husten::V,аимҳәара,kollitem
969,genesen::V,абзиахара,shërohem
970,genesen::V,аӷəӷəахара,shërohem
971,sterben::V,аҧсра,vdes
972,umkommen::V,аҭахара,vdes
973,umkommen::V,аҭахара,mbaroj
974,sich bewegen::V,аиҭаҵра,shkundem
975,sich rühren::V,ақəацара,lëviz
976,sich erheben::V,аҩагылара,ngrihem
977,sich setzen::V,атəара,ulem
978,hinfallen::V,акаҳара,gremisem
979,laufen::V,аныҟəара,eci
980,schreiten::V,ашьаҿа еихгара,çapem
981,spazierengehen::V,анеи-ааира,shëtis
982,eilen::V,аццакра,ngas
983,sich beeilen::V,аццакра,nxitoj
984,sausen::V,аҧырра,eci shpejt
985,sausen::V,иҭрысны,eci shpejt
986,sausen::V,ишьҭҟьаны ацара,eci shpejt
987,rennen::V,аҩра,vrapoj
988,springen::V,аҧара,kërcej
989,klettern::V,ақəлара,hipi
990,schaukeln::V,аҟəараҟəанҽара,kolovitem
991,kriechen::V,аҳəазара,zvarritem
992,schwimmen::V,аӡсара,notoj
993,tauchen::V,ахəӡааҵəира,zhytem
994,rudern::V,аҵшьра,vozis
995,fahren::V,акала,shkoj
996,fliegen::V,аҧырра,fluturoj
997,gehen::V,аиҭаҵра,eci
998,gehen::V,аиҭаҵра,shkoj
999,weggehen::V,ацара,vete
1000,abfahren::V,адəықəлара,nisem
1001,abfahren::V,ацара,nisem
1002,anhalten::V,ааныргылара,ndalem
1003,hineingehen::V,аҭалара,futem
1004,eintreten::V,аҩналара,hyj
1005,kommen::V,аара,vij
1006,kommen::V,ааира,vij
1007,ankommen::V,ааира,arrij
1008,ankommen::V,ааира,mbërrij
1009,ankommen::V,аара,arrij
1010,ankommen::V,аара,mbërrij
1011,ankommen::V,анеира,arrij
1012,ankommen::V,анеира,mbërrij
1013,zurückkommen::V,азыхынҳəра,kthehem
1014,bleiben::V,аанхара,mbetem
1015,bleiben::V,аанхара,qëndroj
1016,bleiben::V,анхара,mbetem
1017,bleiben::V,анхара,qëndroj
1018,bleiben::V,аангылара,mbetem
1019,bleiben::V,аангылара,qëndroj
1020,warten::V,азҧшзаара,pres
1021,erwarten::V,азҧшра,pres
1022,suchen::V,ашьҭазаара,kërkoj
1023,finden::V,аҧшаара,gjej
1024,versuchen::V,аҽазкра,mundohem
1025,vorbereiten::V,армазеира,përgatis
1026,lieben::V,абзиабара,dashuroj
1027,mögen::V,агəаҧхара,dua
1028,lachen::V,аччара,qesh
1029,rühren::V,арҵəуара,mallëngjej
1030,weinen::V,аҵəуара,qaj
1031,schimpfen::V,ацəҳара,shaj
1032,sich ärgern::V,агəаара,bëhem verem
1033,sich fürchten::V,аӡыӡара,kam frikë
1034,sich fürchten::V,аӡыӡара,frikësohem
1035,fürchten::V,ацəшəара,kam frikë nga
1036,fliehen::V,абналара,arratisem
1037,fliehen::V,ацəцара,arratisem
1038,flüchten::V,абналара,iki
1039,flüchten::V,ацəцара,iki
1040,sehen::V,абара,shoh
1041,anschauen::V,ахəаҧшра,shikoj
1042,ansehen::V,ахəаҧшра,shikoj
1043,hören::V,аҳара,dëgjoj
1044,zuhören::V,азыӡырҩра,veshtoj
1045,probieren::V,аҧышəара,provoj
1046,riechen::V,афыҩра,nuhas
1047,fühlen::V,анырра,ndiej
1048,fühlen::V,ацәакырра,ndiej
1049,scheinen::V,шәа,ndriçoj
1050,scheinen::V,аацәырҵа,ndriçoj
1051,vernehmen::V,аҳара,dëgjoj
1052,frieren::V,ашəра,mërdhij
1053,frieren::V,аҵаара,mërdhij
1054,tun::V,аҟаҵара,bëj
1055,können::V,алшара,mund
1056,wollen::V,аҭахра,dua
1057,wollen::V,аҭахра,dëshiroj
1058,anfangen::V,алагара,filloj
1059,beenden::V,алгара,kryej
1060,beenden::V,алгара,mbaroj
1061,aufhören::V,аҟəыҵра,pushoj
1062,gelingen::V,аура,më shkon mbarë
1063,gelingen::V,аманшəалахара,më shkon mbarë
1064,gelingen::V,алҵра,më shkon mbarë
1065,geraten::V,нзаарын,del
1066,öffnen::V,аартра,hap
1067,schließen::V,аркра,mbyll
1068,stellen::V,аргылара,vë
1069,setzen::V,артəара,vë
1070,legen::V,ақəҵара,vë
1071,berühren::V,акьысра,rrok
1072,berühren::V,алакьысра,rrok
1073,verbinden::V,аҿаҳəара,bashkoj
1074,bedecken::V,ақəршəра,mbuloj
1075,aufhängen::V,акнаҳара,var
1076,anzünden::V,аркра,ndez
1077,aufheben::V,ашьҭыхра,ngre
1078,zurücklassen::V,аныжьра,lë pas
1079,verlieren::V,ацəыӡра,humb
1080,fallen lassen::V,ацəкаҳара,lëshoj
1081,machen::V,ачаҧара,bëj
1082,herstellen::V,аиҵдара,prodhoj
1083,bauen::V,аргылара,ndërtoj
1084,reparieren::V,арҽеира,ndreq
1085,reparieren::V,арҽеира,meremetoj
1086,verbessern::V,аиҕьтəра,përmirësoj
1087,ändern::V,аҧсахра,ndërroj
1088,graben::V,ажра,gërmoj
1089,beugen::V,арҟəра,kërrus
1090,beugen::V,архəара,kërrus
1091,biegen::V,арҟəра,përkul
1092,biegen::V,архəара,përkul
1093,drehen::V,аргьежьра,dredh
1094,drehen::V,аргьежьра,rrotulloj
1095,umdrehen::V,аарҳәра,kthej
1096,heben::V,аҩахара,ngre
1097,heben::V,араҳара,ngre
1098,hochheben::V,ахагалара,ngre
1099,hochheben::V,ашьҭҳəара,ngre
1100,halten::V,акра,mbaj
1101,drücken::V,ақəрӷəӷəара,shtyp
1102,schieben::V,аҵгəара,shtyj
1103,schieben::V,агəара,shtyj
1104,kratzen::V,ацəҟьара,kruaj
1105,kratzen::V,ацəҟьара,gërvisht
1106,lecken::V,арбзара,lëpij
1107,beißen::V,ацҳара,kafshoj
1108,abreißen::V,амжəара,shkëpus
1109,abschneiden::V,ахҵəара,cungoj
1110,abschneiden::V,аҿахҵəара,cungoj
1111,binden::V,аҿаҳəара,lidh
1112,stecken::V,алаҵара,fus
1113,stecken::V,алаҵара,ngul
1114,brechen::V,аҧҵəара,thyej
1115,klopfen::V,асра,trokas
1116,hauen::V,ақəкшара,godas
1117,kleben::V,аҷабра,ngjis
1118,reiben::V,арҟəыҷра,fërkoj
1119,streichen::V,ахьшьра,lyej
1120,schleifen::V,ахра,mpreh
1121,schneiden::V,аҧҟара,pres
1122,rütteln::V,арҵысра,shkund
1123,schütteln::V,аршəшəара,lëkund
1124,schwenken::V,аҟьара,valëvit
1125,schütten::V,аҭаҭəара,mbush
1126,füllen::V,арҭəра,mbush
1127,einwickeln::V,алаҳəара,mbështjell
1128,tragen::V,аҩагара,mbaj
1129,tragen::V,аҩагара,mbart
1130,schleppen::V,арҳəазара,heq
1131,schleppen::V,арҳəазара,zhgërryej
1132,ziehen::V,ахара,tërheq
1133,aufbewahren::V,аҵəахра,ruaj
1134,werfen::V,аршəра,hedh
1135,fangen::V,акра,kap
1136,packen::V,анкра,rrëmbej
1137,packen::V,аҵкаара,rrëmbej
1138,verstecken::V,аҵəахра,fsheh
1139,teilen::V,ашара,ndaj
1140,schicken::V,ашьҭра,dërgoj
1141,bringen::V,аагара,sjell
1142,hinzufügen::V,ацҵара,shtoj
1143,bekommen::V,аҧшаара,kap
1144,bekommen::V,архиара,kap
1145,bekommen::V,аура,kap
1146,erhalten::V,аиура,marr
1147,nehmen::V,агара,marr
1148,wählen::V,алҧшаара,zgjedh
1149,auswählen::V,алхра,përzgjedh
1150,behindern::V,аҧырхагахара,pengoj
1151,verderben::V,алгара,prish
1152,verderben::V,абжьыхра,prish
1153,verderben::V,аҧхасҭатəра,prish
1154,beschädigen::V,аҧхасҭатəра,dëmtoj
1155,zerbrechen::V,аҧҽра,thyej
1156,zerreißen::V,аҧжəара,çjerr
1157,zerreißen::V,аҧжəара,zheloj
1158,zerstören::V,аилаҧыххаара,prish
1159,zerstören::V,аилаҧыххаара,shkatërroj
1160,verbrennen::V,абылра,djeg
1161,geben::V,аҭара,jap
1162,reichen::V,аҭара,jap
1163,schenken::V,аҩгара,fal
1164,schenken::V,аҩгара,dhuroj
1165,versprechen::V,ақəргəыӷра,premtoj
1166,loben::V,арҽхəара,lëvdoj
1167,loben::V,арҽхəара,lavdëroj
1168,küssen::V,агəӡра,puth
1169,zudecken::V,аҵахҩара,mbuloj
1170,zudecken::V,ақəршəра,mbuloj
1171,wecken::V,арҿыхара,zgjoj
1172,zeigen::V,арбара,dëftej
1173,führen::V,аныҟəгара,çoj
1174,lehren::V,арҵара,arsej
1175,unterrichten::V,арҧхьара,arsimoj
1176,aufziehen::V,ааӡара,rris
1177,leiten::V,ахагылазаара,udhëheq
1178,antreiben::V,арццакра,nxis
1179,lassen::V,арҟаҵара,detyroj
1180,einladen::V,ааҕхьара,ftoj
1181,einladen::V,анаҧхьара,ftoj
1182,vereinigen::V,аилаҵара,bashkoj
1183,besuchen::V,абара,vizitoj
1184,treffen::V,аҧылара,ndesh
1185,sich versammeln::V,аизара,tubohem
1186,spielen::V,ахəмарра,loz
1187,spielen::V,ахəмарра,luaj
1188,singen::V,ашəаҳəара,këndoj
1189,tanzen::V,акəашара,kërcej
1190,tanzen::V,акəашара,vallëzoj
1191,sich trennen::V,аилыҵра,ndahem
1192,verlassen::V,акажьра,braktis
1193,retten::V,Аиқəрхара,shpëtoj
1194,bewachen::V,ахьчара,ruaj
1195,schützen::V,ацəыхьчара,ruaj
1196,schützen::V,ацəыхьчара,mbroj
1197,verteidigen::V,ахьчара,mbroj
1198,sich schlagen::V,аисра,zihem
1199,schießen::V,ахысра,shtie
1200,siegen::V,аиааира,fitoj
1201,siegen::V,аиааира,ngadhënjej
1202,ärgern::V,аргəаара,zemëroj
1203,schlagen::V,асра,rrah
1204,schlagen::V,асра,godas
1205,schlagen::V,аҭасра,rrah
1206,schlagen::V,аҭасра,godas
1207,stechen::V,алакшара,ther
1208,stechen::V,алакшара,shpoj
1209,stoßen::V,агəҭасра,shtyj
1210,stehlen::V,аӡара,vjedh
1211,stören::V,аҧырхагахара,pengoj
1212,belästigen::V,аргəамҵра,bezdis
1213,verbergen::V,аӡара,fsheh
1214,täuschen::V,ажьара,mashtroj
1215,betrügen::V,ажьара,kobis
1216,töten::V,ашьра,vras
1217,wohnen::V,анхара,banoj
1218,arbeiten::V,аусура,punoj
1219,arbeiten::V,аусура,vardoj
1220,sammeln::V,аҟəшəара,mbledh
1221,sammeln::V,аҟəшəара,grumbulloj
1222,pflücken::V,аҿыршəара,vjel
1223,pflücken::V,аҿыршəара,mbledh
1224,pflücken::V,аҿыхра,vjel
1225,pflücken::V,аҿыхра,mbledh
1226,jagen::V,ашəарыцара,gjuaj
1227,fischen::V,аҧсыӡ икуеит,peshkoj
1228,fischen::V,аҧсыӡ икуеит,gjuaj peshk
1229,fassen::V,акра,zë
1230,hüten::V,арҳəра,kullos
1231,hüten::V,ахьчара,kullos
1232,treiben::V,акацара,vë përpara
1233,anbinden::V,адҳəалара,lidh
1234,füttern::V,акырҿаҵара,grazhdoj
1235,melken::V,ахьара,mjel
1236,hacken::V,аҟəаҟəара,grij
1237,gießen::V,аҵаҭəара,ujis
1238,reifen::V,ашəра,piqem
1239,reifen::V,аҟалара,piqem
1240,zubereiten::V,ацура,gatuaj
1241,kochen::V,ажəра,ziej
1242,backen::V,аӡра,pjek
1243,backen::V,аӡра,furroj
1244,braten::V,аӡра,fërgoj
1245,braten::V,аӡра,tiganis
1246,umrühren::V,аилрыхра,trazoj
1247,stricken::V,аҧара,thur
1248,nähen::V,аӡахра,qep
1249,färben::V,ашəра,ngjyej
1250,färben::V,ашəра,bojatis
1251,reinigen::V,арыцқьара,qëroj
1252,reinigen::V,арыцқьара,pastroj
1253,waschen::V,аӡәӡәара,laj
1254,waschen::V,аӡәӡәара,finjos
1255,abwischen::V,арбара,fshij
1256,spülen::V,аҭыршара,kulloj
1257,fegen::V,аҧссара,fshij
1258,baden::V,аҽыкəабара,lahem
1259,sich waschen::V,аҽыӡəӡəара,lahem
1260,ausziehen::V,ашəыхра,heq
1261,ausziehen::V,ашəыхра,zbath
1262,anziehen::V,ашəҵара,vesh
1263,anziehen::V,ашəҵара,mbath
1264,sich anziehen::V,аҽеилаҳəара,vishem
1265,kämmen::V,аҳəара,kreh
1266,schmücken::V,арҧшӡара,hijeshoj
1267,sagen::V,аҳəара,them
1268,sprechen::V,ацəажəара,flas
1269,reden::V,ацəажəара,fjalos
1270,reden::V,ацəажəара,fjalëtoj
1271,reden::V,аицәажәара,fjalos
1272,reden::V,аицәажәара,fjalëtoj
1273,sich unterhalten::V,аицәажәара,bisedoj
1274,fragen::V,азҵаара,pyes
1275,bitten::V,аҳəара,lus
1276,bitten::V,аҳəара,lutem
1277,erzählen::V,аҳəара,rrëfej
1278,mitteilen::V,азыцҳара,kumtoj
1279,nennen::V,ахьӡҵара,quaj
1280,rufen::V,азҿыҭра,thërras
1281,prahlen::V,аҽхəара,mburrem
1282,prahlen::V,аҽхəара,kapardisem
1283,übersetzen::V,аиҭагара,përkthej
1284,denken::V,азхəыцра,mendoj
1285,glauben::V,ахаҵара,besoj
1286,bemerken::V,агəаҭара,vërej
1287,erkennen::V,адырра,njoh
1288,erkennen::V,адырра,shquaj
1289,begreifen::V,аилкаара,marr vesh
1290,verstehen::V,аҳара,marr vesh
1291,lernen::V,аҵара,mësoj
1292,wissen::V,адырра,di
1293,sich erinnern an::V,агəаларшəара,kujtoj
1294,vergessen::V,ахашҭра,harroj
1295,messen::V,ашəара,mas
1296,zählen::V,аҧхьаӡара,njeh
1297,rechnen::V,аҳасабра,llogaris
1298,lesen::V,аҧхьара,lexoj
1299,lesen::V,аҧхьара,këndoj
1300,besitzen::V,амазаара,kam
1301,kaufen::V,Аахəара,blej
1302,verkaufen::V,аҭира,shes
1303,bezahlen::V,ахҭынҵара,paguaj
1304,bezahlen::V,ашəара,paguaj
1305,zahlen::V,ашəара,paguaj
1306,ertragen::V,ачҳара,duroj
1307,Moor::N,,kënetë
1308,Kralle::N,,thua
1309,Kralle::N,,kthetër
1310,Schwarm::N,,luzmë
1311,Sache::N,,gjë
1312,Sache::N,,send
1313,Menge::N,,sasi
1314,Essen::N,,ngrënie
1315,Geschäft::N,,ujdi
1316,Geschäft::N,,biznes
1317,Monat::N,,muaj
1318,Jahr::N,,vit
1319,dünn::A,,hollë
1320,roh::A,,gjallë
1321,durch::PRP,,nëpër
1322,was::FPRN,,ç'
1323,was::FPRN,,çfarë
1324,rauschen::V,,fëshfërij
1325,zu sehen sein::V,,dukem
1326,wenden::V,,kthej
1327,ergreifen::V,,rrëmbej
1328,bewahren::V,,ruaj
1329,wünschen::V,,uroj
1330,wiegen::V,,tund
1331,treten::V,,shtyj
1332,treten::V,,shtyj më këmbë
1333,kehren::V,,fshij
1334,malen::V,,lyej
1335,zeichnen::V,,vizatoj
1336,schreiben::V,,shkruaj
1337,beherrschen::V,,zotëroj
