,Concept_ID,ab,kl
676,blind::A,алашə,isigisaqanngilaq
677,taub::A,адагəа,tusilarpoq
678,kräftig::A,аӷəӷəа,pissaq
679,kräftig::A,аӷəӷəа,pissarsuaq
680,stark::A,абаҟа,sanngivoq
681,schwach::A,акəада,nakuippoq
682,fett::A,аҧсыла,pualavoq
683,schlank::A,акала,tuappoq
684,schlank::A,акьалантар,tuappoq
685,schlank::A,аиҿартə,tuappoq
686,hübsch::A,аҧшӡа,aatsialaq
687,böse::A,абааҧсы,ajorpoq
688,dumm::A,агаӡа,taqajak
689,dumm::A,агаӡа,sikkilluppoq
690,dumm::A,агаӡа,qaatusimasaqanngilaq
691,faul::A,аашьа,eqiasuppoq
692,faul::A,аашьа,eqiattortuvoq
693,fleißig::A,иҟубҷоу,eqiasuippoq
694,geizig::A,акы,iasilaarpoq
695,geizig::A,акы,tukkuippoq
696,geizig::A,акаҷбеи,iasilaarpoq
697,geizig::A,акаҷбеи,tukkuippoq
698,geizig::A,аҟəџьыр,iasilaarpoq
699,geizig::A,аҟəџьыр,tukkuippoq
700,klug::A,аҟəыш,mallak
701,klug::A,аҟəыш,ittanneq
702,klug::A,аҟəыш,kutaappoq
703,klug::A,аҟəыш,kuttaappoq
704,klug::A,аҟəыш,qarasagippoq
705,klug::A,аҟəыӷа,mallak
706,klug::A,аҟəыӷа,ittanneq
707,klug::A,аҟəыӷа,kutaappoq
708,klug::A,аҟəыӷа,kuttaappoq
709,klug::A,аҟəыӷа,qarasagippoq
710,geschickt::A,напҟазала,
711,lieb::A,алашара,akisooq
712,lustig::A,алах-ҿых,piikulavoq
713,lustig::A,игурҕьаччо,piikulavoq
714,lustig::A,агурҕьа,piikulavoq
715,lustig::A,агурҿыхага,piikulavoq
716,sanft::A,атата,isumagippoq
717,sanft::A,аҟəымшəышə,isumagippoq
718,sanft::A,ақьыҧш,isumagippoq
719,hungrig::A,амлашь,kaappoq
720,hungrig::A,амлашь,perlilerpoq
721,krank::A,ачымазаҩ,napparsimavoq
722,nackt::A,аҟьантаз,
723,traurig::A,алахьеиқəҵага,aliasuppoq
724,lebendig::A,абза,uumavoq
725,gut::A,абзиа,ajunngilaq
726,schlecht::A,-хəарҭам,sualuppoq
727,richtig::A,иашоу,iluarpoq
728,schlimm::A,абааҧсы,amiilaarnarpoq
729,wahr::A,агəҭылса,ilumoorpoq
730,wahr::A,абзиаҵəҟьа,ilumoorpoq
731,alt::A,Ажə,pisoqaq
732,neu::A,аҿыц,nutaavoq
733,ehemalig::A,анкьатәи,
734,alt[Lebewesen]::A,абырг,utoqqaq
735,alt[Lebewesen]::A,ақабада,utoqqaq
736,alt[Lebewesen]::A,Ажə,utoqqaq
737,jung::A,аҟата,inuusuppoq
738,jung::A,аҟата,kingulliarsuk
739,arm::A,ананамга,piillasoq
740,arm::A,ананамга,piitsuuvoq
741,reich::A,абеиа,pisuuvoq
742,bekannt::A,адыр,
743,berühmt::A,адыр,tusaamasaq
744,fremd::A,атəым,ajasoornarpoq
745,verschieden::A,Еиуа-еиҧшым,allatut
746,verschieden::A,Еиуа-еиҧшым,tamalaat
747,nah::A,ааигəа,qanippoq
748,fern::A,ахара,ungasippoq
749,linker::A,арма,saamerleq
750,rechter::A,арҕьа,innarluissut
751,anderer::A,даҽа,
752,anderer::A,даҽакы,
753,erster::A,актәи,siulleq
754,zweiter::A,аҩбатəи,qataatsup tullia
755,dritter::A,ахҕатәи,pingajorarterut
756,letzter::A,аҵыхəтəантəи,kingulleq
757,allein::ADV,мацара,kisimiippoq
758,auf einmal::ADV,зныкала,tassanngaannaq
759,auf einmal::ADV,зныкҟьара,tassanngaannaq
760,zusammen::ADV,аиц...,attaasa
761,zusammen::ADV,аиц...,attarmik
762,lange::ADV,акыраамҭа,akuni
763,plötzlich::ADV,иаалырҟьаны,tassanngaannaq
764,sofort::ADV,иаразнакҵәҟьа,erniinnaq
765,später::ADV,уажəшьҭаншəа,kingorna
766,jetzt::ADV,уажәы,maanna
767,jetzt::ADV,уажәы,massakkut
768,heute::ADV,иахьа,ullumi
769,morgen::ADV,уаҵәы,aqagu
770,bald::ADV,иласны,erniinnaq
771,dann::ADV,нас,taava
772,gestern::ADV,иацы,ippassaq
773,einst::ADV,зны,ataatsimik
774,einst::ADV,зны,ilaanni
775,damals::ADV,усҟан,taamani
776,damals::ADV,усҟан,taamanikkut
777,damals::ADV,усҟан,taassumuunakkut
778,danach::ADV,нас,taava
779,vorher::ADV,уаанӡа,siornagut
780,zuerst::ADV,азнаказы,
781,zuerst::ADV,аҧхьа,
782,einmal::ADV,зны,ilaanni
783,einmal::ADV,зны,ataatsimik
784,manchmal::ADV,зны-зынла,qaqutigu
785,manchmal::ADV,зны-зынла,qaqutigut
786,oft::ADV,лассы-лассы,akulikitsumik
787,immer::ADV,енагь,tamatigut
788,immer::ADV,еснагь,tamatigut
789,niemals::ADV,ианакəызаалак,
790,hier::ADV,ара,maani
791,hier::ADV,абра,maani
792,hier::ADV,араҟа,maani
793,hierhin::ADV,ара,maani
794,hierhin::ADV,араҟа,maani
795,von hier::ADV,арантә,
796,dort::ADV,уа,
797,dorthin::ADV,уахь,ikuuna
798,dorthin::ADV,анахь,ikuuna
799,geradeaus::ADV,ишиашоу,narlumut
800,vorwärts::ADV,ҕхьаҟа,pilangavoc
801,rückwärts::ADV,шьҭахьла,kingumut
802,rückwärts::ADV,шьҭахьла,tunumut or tunummut
803,zurück::ADV,шьҭахьҟа,kingumut
804,zurück::ADV,шьҭахьҟа,tunumut or tunummut
805,unten::ADV,лбаа,kana
806,hinab::ADV,алада,qiviu
807,oben::ADV,хыхь,
808,hinauf::ADV,аҩада,
809,überall::ADV,зегьынцьара,tamaginni
810,überall::ADV,зегьынцьара,tamani tamaani
811,nicht::ADV,-м,
812,ein wenig::ADV,ҕыҭк,
813,kaum::ADV,аарлаҳәа,qaqutigorsuaq
814,kaum::ADV,афергьҳәа,qaqutigorsuaq
815,sehr::ADV,даара,assut
816,so::ADV,ас,
817,so::ADV,абас,
818,noch::ADV,макьана,qeratavoq
819,nur::ADV,заҵәык,
820,schon::ADV,уажәшьҭа,taava-una
821,schon::ADV,аиҳа ипоу,taava-una
822,wieder::ADV,ҿыц,kingumut
823,wieder::ADV,дырҩегь,kingumut
824,wieder::ADV,дырҩегьых,kingumut
825,vergebens::ADV,баша,angiluk
826,vor::PRP,аҕхьа,
827,hinter::PRP,нхыҵ,
828,unter::PRP,амҵа,
829,unter::PRP,амҵан,
830,neben::PRP,ааигуара,
831,zwischen::PRP,абжьара,
832,wegen::PRP,-иззы,
833,wegen::PRP,-ҟнытә,
834,dies::PRN,ари,manna
835,dies::PRN,ари,matuma
836,dies::PRN,абри,manna
837,dies::PRN,абри,matuma
838,das::PRN,Абни,ua
839,das::PRN,убри,ua
840,alles::PRN,зегьы,
841,ich::PRN,са,uanga
842,ich::PRN,сара,uanga
843,du::PRN,бара,illit
844,er::PRN,иара,una
845,wir::PRN,ҳара,uagut
846,ihr::PRN,шәара,ilissi
847,sie::PRN,дара,uku
848,wer::FPRN,дарбан,kikkut
849,wo::FADV,иабыкуу,sumi
850,wo::FADV,аба-,sumi
851,wo::FADV,ахь-,sumi
852,wohin::FADV,иабыкуу,sumut
853,wohin::FADV,аба-,sumut
854,wohin::FADV,ахь-,sumut
855,wie::FADV,-шҕа,qanoq
856,warum::FADV,избан,sooq
857,wieviel::FNUM,заҟа,qassit
858,wieviel::FNUM,заҟа,qanoq atsigisumik?
859,eins::NUM,акы,ataaseq
860,eins::NUM,аӡәы,ataaseq
861,zwei::NUM,ҩба,marluk
862,drei::NUM,хҕа,pingasut
863,vier::NUM,ҕшьба,sisamat
864,vier::NUM,ҕшьба,qajuusat
865,fünf::NUM,хəба,tallimat
866,sechs::NUM,фба,arfineq
867,sechs::NUM,фба,arfinillit
868,sieben::NUM,Бжьба,arfineq-marluk
869,acht::NUM,ааба,arfineq pingasut
870,neun::NUM,жәба,qulingiluat
871,neun::NUM,жәба,arfineq sisamat
872,zehn::NUM,жәаба,qulit
873,elf::NUM,жәеизатәи,aqqaneq
874,zwölf::NUM,жәаҩа,aqqaneq-marluk
875,zwanzig::NUM,ҩажәа,tyve
876,dreißig::NUM,ҩажәижәабатәи,tredive
877,dreißig::NUM,ҩажәижәабатәи,pingasunik qulillit
878,vierzig::NUM,ҩынҩажәа,fyrre
879,fünfzig::NUM,ҩынҩажәеижәаба,halvtreds
880,fünfzig::NUM,ҩынҩажәеижәаба,tallimanik qulillit
881,sechzig::NUM,хынҩажәа,tres
882,siebzig::NUM,хынҩажәижәаба,halvfjerds
883,achtzig::NUM,ҕшьынҩажәа,firs
884,neunzig::NUM,ҕшьынҩажәижәаба,halvfems
885,hundert::NUM,шәкы,et hundrede
886,tausend::NUM,зқьы,et tusinde
887,und::CNJ,-и,aamma
888,oder::CNJ,ма,imalluunnit
889,stehen::V,агылазаара,sikingavoq
890,sitzen::V,атəара,ingippoq
891,sitzen::V,атəа(заа)ра,ingippoq
892,liegen::V,аиара,nalavoq
893,liegen::V,аиара,aqupivoq
894,hängen::V,акнаҳара,nivinngarpaa
895,werden::V,аҟалара,pinngorpoq
896,passieren::V,аҟалара,pivoq
897,beginnen::V,алагара,aallarnerpaa
898,enden::V,алгара,naggaserpaa
899,wechseln::V,аҽыҧсахра,immikkut ilivoq
900,aufgehen[Sonne]::V,агылара,
901,aufgehen[Sonne]::V,ахашлара,
902,aufgehen[Sonne]::V,аҩаҵхахара,
903,untergehen[Sonne]::V,аҭашəара,ilioqqaasoq
904,scheinen[Sonne]::V,акаҧхара,qinnorpoq
905,scheinen[Sonne]::V,акаҧхара,qinngorpoq
906,donnern::V,адыдра,kalleq
907,wehen::V,асра,timmivoq
908,strömen::V,акаҭəара,
909,fließen::V,ацара,
910,sich drehen::V,ахагьежьра,ipippaa
911,schwanken::V,аҵысра,aalavoq
912,schwingen::V,ахызазара,issakajaat or issakatsiaarut
913,schwingen::V,акьаандара,issakajaat or issakatsiaarut
914,fallen::V,акаҳара,quasivaa
915,brennen::V,абылра,seerpoq
916,brennen::V,абылра,uuppaa
917,rauchen::V,ахылҵра,pujoorpoq
918,regnen::V,аура,siallerpoq
919,gefrieren::V,аҵаара,qiulerpoq
920,tauen::V,аӡҭра,aappoq
921,schmelzen::V,ақəӡыҭра,aappoq
922,schmelzen::V,ақəӡыҭра,aatsippaa
923,schmelzen::V,аҭəара,aappoq
924,schmelzen::V,аҭəара,aatsippaa
925,trocknen::V,абара,panerserpaa
926,sieden::V,ашра,qalappoq
927,faulen::V,абаара,
928,verfaulen::V,абаара,
929,verfaulen::V,аилашра,
930,reißen::V,аҧжəара,qulli
931,reißen::V,аҧжəара,alittorpaa
932,reißen::V,аҧжəара,kimillanneq
933,versinken::V,аӡааҟəрылара,kivivaa
934,versinken::V,аӡааҟəрылара,apparpoq
935,vergehen::V,ацара,qaangerpaa
936,vergehen::V,ацара,sarsuppoq
937,erscheinen::V,ацəырҵра,takutippoq
938,verschwinden::V,аҵашəкəара,
939,sinken::V,атəара,kivivaa
940,sinken::V,атəара,apparpoq
941,sinken::V,алаҟəра,kivivaa
942,sinken::V,алаҟəра,apparpoq
943,abnehmen::V,ацӡаара,ikillipput
944,abnehmen::V,аиҵалара,ikillipput
945,zunehmen::V,аҽырҭбаара,allisippaa
946,zunehmen::V,аиҵыҵра,allisippaa
947,zunehmen::V,арацəахара,allisippaa
948,steigen::V,азҳара,allisippaa
949,steigen::V,ашьҭыҵра,allisippaa
950,steigen::V,адухара,allisippaa
951,steigen::V,ацлара,allisippaa
952,wachsen::V,азҳара,allivoq
953,glänzen::V,ацыр-цырра,qinngorpoq
954,glänzen::V,ацыр-цырра,qinnorpoq
955,glänzen::V,ацыҩ-цыҩра,qinngorpoq
956,glänzen::V,ацыҩ-цыҩра,qinnorpoq
957,glänzen::V,аказказра,qinngorpoq
958,glänzen::V,аказказра,qinnorpoq
959,funkeln::V,ашап-шапра,uisorilavoq
960,funkeln::V,ацым-цымра,uisorilavoq
961,lärmen::V,ашьҭыбжьгара,
962,lärmen::V,аҕьҕьаҳәа аилалара,
963,läuten::V,аҵəҵəасра,avilualaarpoq
964,klingeln::V,аҵəҵəасра,aviluarpoq
965,klingeln::V,аҵəҵəасра,aviluarpaluppoq
966,klirren::V,ахьархьарра,
967,klirren::V,архьархьарра,
968,brausen::V,аилаҽҽара,ittuk
969,brausen::V,аилаҽҽара,ittuppoq
970,brausen::V,аилаҽҽара,ittuppaluppoq
971,brausen::V,еилашуера,ittuk
972,brausen::V,еилашуера,ittuppoq
973,brausen::V,еилашуера,ittuppaluppoq
974,klingen::V,агара,
975,klingen::V,ашьҭыбжь гара,
976,bellen::V,ашра,qiluppoq
977,heulen::V,ауура,maarpoq
978,heulen::V,ауура,maalavoq
979,heulen::V,ауура,miaggoorpoq
980,blasen::V,аҭəҳəара,aporneq
981,pfeifen::V,ашəшəра,siggartartitsivoq
982,pfeifen::V,ашəшəра,siorsulavoq
983,schreien::V,аҳəҳəара,suaarpoq
984,schreien::V,ахəаара,suaarpoq
985,schreien::V,аҟаара,suaarpoq
986,stöhnen::V,ақьра,nipiliorpoq
987,stöhnen::V,ақьра,nipilliorpoq
988,zittern::V,аҵыс-ҵысра,qarsulivik
989,leben::V,аҟазаара,inuuvoq
990,geboren werden::V,Аира,inuuvoq
991,geboren werden::V,Аира,inunngorpoq
992,atmen::V,аҕсыҕ лагаҩагара,anersaarpoq
993,trinken::V,ажəра,imerpoq
994,essen::V,акрыфара,tamorpoq
995,schlucken::V,албаадара,tuluarnaq
996,müde werden::V,ааҕсара,
997,einschlafen::V,ацəара,sinippoq
998,schlafen::V,ацəазаара,sinik
999,aufwachen::V,аҿыхара,iterpoq
1000,aufwachen::V,аҿыхара,eqqumavoq
1001,aufstehen::V,Агəылҵра,makippoq
1002,sich erholen::V,аҧсшьара,qasuerserpoq
1003,krank werden::V,ачмазаҩхара,
1004,krank sein::V,аҳəарҧсарра,
1005,schmerzen::V,ахьра,anneraa
1006,schmerzen::V,ахьра,annernarpoq
1007,husten::V,аимҳәара,quersorpoq
1008,genesen::V,абзиахара,ajunngissivoq
1009,genesen::V,абзиахара,ilisimmarpoq
1010,genesen::V,абзиахара,ilorrippoq
1011,genesen::V,аӷəӷəахара,ajunngissivoq
1012,genesen::V,аӷəӷəахара,ilisimmarpoq
1013,genesen::V,аӷəӷəахара,ilorrippoq
1014,sterben::V,аҧсра,toquvoq
1015,umkommen::V,аҭахара,
1016,sich bewegen::V,аиҭаҵра,ingerlavoq
1017,sich rühren::V,ақəацара,
1018,sich erheben::V,аҩагылара,
1019,sich setzen::V,атəара,ingippoq
1020,hinfallen::V,акаҳара,
1021,laufen::V,аныҟəара,arpappoq
1022,schreiten::V,ашьаҿа еихгара,ingerlavoq
1023,spazierengehen::V,анеи-ааира,utertakajaarpoq
1024,spazierengehen::V,анеи-ааира,utertakattajaarpoq
1025,eilen::V,аццакра,qaa qaa
1026,eilen::V,аццакра,qiilasaarpoq
1027,eilen::V,аццакра,ingerlasaarpaa
1028,sich beeilen::V,аццакра,tuaviorpoq
1029,sausen::V,аҧырра,uiguut
1030,sausen::V,иҭрысны,uiguut
1031,sausen::V,ишьҭҟьаны ацара,uiguut
1032,rennen::V,аҩра,igivoq
1033,springen::V,аҧара,upernassaq
1034,klettern::V,ақəлара,pilaakkeerpoq
1035,schaukeln::V,аҟəараҟəанҽара,aalavoq
1036,kriechen::V,аҳəазара,
1037,schwimmen::V,аӡсара,naluppoq
1038,tauchen::V,ахəӡааҵəира,allorpoq
1039,rudern::V,аҵшьра,ipuppaa
1040,fahren::V,акала,qimusserpoq
1041,fliegen::V,аҧырра,timmivoq
1042,gehen::V,аиҭаҵра,
1043,weggehen::V,ацара,piiarpoq
1044,abfahren::V,адəықəлара,
1045,abfahren::V,ацара,
1046,anhalten::V,ааныргылара,unitsippaa
1047,hineingehen::V,аҭалара,timaappaa
1048,eintreten::V,аҩналара,allattorpaa
1049,kommen::V,аара,qaa-
1050,kommen::V,аара,pivaa
1051,kommen::V,ааира,qaa-
1052,kommen::V,ааира,pivaa
1053,ankommen::V,ааира,tikippoq
1054,ankommen::V,аара,tikippoq
1055,ankommen::V,анеира,tikippoq
1056,zurückkommen::V,азыхынҳəра,angerlarpoq
1057,bleiben::V,аанхара,uninngavoq
1058,bleiben::V,анхара,uninngavoq
1059,bleiben::V,аангылара,uninngavoq
1060,warten::V,азҧшзаара,paavoq
1061,warten::V,азҧшзаара,utaqqivoq
1062,erwarten::V,азҧшра,
1063,suchen::V,ашьҭазаара,nivivaa
1064,finden::V,аҧшаара,nanivaa
1065,versuchen::V,аҽазкра,uuppaa
1066,versuchen::V,аҽазкра,ussersarpaa
1067,vorbereiten::V,армазеира,piareersarpaa
1068,lieben::V,абзиабара,asavaa
1069,mögen::V,агəаҧхара,akaaraa
1070,lachen::V,аччара,
1071,rühren::V,арҵəуара,qeerlerpaa
1072,weinen::V,аҵəуара,qiavoq
1073,schimpfen::V,ацəҳара,qatimaarpoq
1074,sich ärgern::V,агəаара,ugguutigaa
1075,sich fürchten::V,аӡыӡара,eqqanaarpoq
1076,fürchten::V,ацəшəара,ersigaa
1077,fliehen::V,абналара,qimaavoq
1078,fliehen::V,ацəцара,qimaavoq
1079,flüchten::V,абналара,allikarfigaa
1080,flüchten::V,ацəцара,allikarfigaa
1081,sehen::V,абара,isigaa
1082,anschauen::V,ахəаҧшра,
1083,ansehen::V,ахəаҧшра,alaatsinaappaa
1084,hören::V,аҳара,tusarpaa
1085,zuhören::V,азыӡырҩра,naalappoq
1086,probieren::V,аҧышəара,
1087,riechen::V,афыҩра,tipippoq
1088,fühlen::V,анырра,misigaa
1089,fühlen::V,ацәакырра,misigaa
1090,scheinen::V,шәа,takutippoq
1091,scheinen::V,аацәырҵа,takutippoq
1092,vernehmen::V,аҳара,
1093,frieren::V,ашəра,qiiavoq
1094,frieren::V,аҵаара,qiiavoq
1095,tun::V,аҟаҵара,iliorpoq
1096,können::V,алшара,
1097,wollen::V,аҭахра,piumavaa
1098,anfangen::V,алагара,pilerpoq
1099,beenden::V,алгара,naggaserpaa
1100,aufhören::V,аҟəыҵра,naammatsippaa
1101,gelingen::V,аура,
1102,gelingen::V,аманшəалахара,
1103,gelingen::V,алҵра,
1104,geraten::V,нзаарын,
1105,öffnen::V,аартра,ammarpaa
1106,schließen::V,аркра,matuaa
1107,stellen::V,аргылара,ilivaa
1108,stellen::V,аргылара,iliorarpai
1109,stellen::V,аргылара,ilioqqarpai
1110,setzen::V,артəара,iliorarpai
1111,setzen::V,артəара,ilioqqarpai
1112,legen::V,ақəҵара,ilivaa
1113,berühren::V,акьысра,attorpaa
1114,berühren::V,алакьысра,attorpaa
1115,verbinden::V,аҿаҳəара,taperserpaa
1116,bedecken::V,ақəршəра,iikkerpaa
1117,bedecken::V,ақəршəра,iikkersorpaa
1118,aufhängen::V,акнаҳара,inivaa
1119,aufhängen::V,акнаҳара,iniorarpai
1120,anzünden::V,аркра,saggaavoq
1121,aufheben::V,ашьҭыхра,allisippaa
1122,zurücklassen::V,аныжьра,aallarpoq
1123,verlieren::V,ацəыӡра,annaavaa
1124,fallen lassen::V,ацəкаҳара,nakkaavaa
1125,machen::V,ачаҧара,iliorpoq
1126,herstellen::V,аиҵдара,anillatsippaa
1127,bauen::V,аргылара,marrarterpaa
1128,reparieren::V,арҽеира,iluarsaappaa
1129,verbessern::V,аиҕьтəра,naqqippaa
1130,ändern::V,аҧсахра,
1131,graben::V,ажра,assappaa
1132,beugen::V,арҟəра,qappappoq
1133,beugen::V,архəара,qappappoq
1134,biegen::V,арҟəра,qappappoq
1135,biegen::V,архəара,qappappoq
1136,drehen::V,аргьежьра,
1137,umdrehen::V,аарҳәра,assakartippaa
1138,heben::V,аҩахара,kivippaa
1139,heben::V,араҳара,kivippaa
1140,hochheben::V,ахагалара,kissumiarpaa
1141,hochheben::V,ашьҭҳəара,kissumiarpaa
1142,halten::V,акра,minarpaa
1143,drücken::V,ақəрӷəӷəара,naqittaat
1144,schieben::V,аҵгəара,
1145,schieben::V,агəара,
1146,kratzen::V,ацəҟьара,qitsuppaa
1147,lecken::V,арбзара,aluppaa
1148,beißen::V,ацҳара,kiivaa
1149,abreißen::V,амжəара,aqqarpaa
1150,abreißen::V,амжəара,isaterpaa
1151,abschneiden::V,ахҵəара,kipivaa
1152,abschneiden::V,аҿахҵəара,kipivaa
1153,binden::V,аҿаҳəара,kakkersarpaa
1154,stecken::V,алаҵара,kussunneq
1155,brechen::V,аҧҵəара,nallorpaa
1156,klopfen::V,асра,pattappaa
1157,hauen::V,ақəкшара,aqivaa
1158,kleben::V,аҷабра,qaappoq
1159,reiben::V,арҟəыҷра,tagiarpaa
1160,reiben::V,арҟəыҷра,tangiarpaa
1161,streichen::V,ахьшьра,erlerpoq
1162,schleifen::V,ахра,sequppaa
1163,schneiden::V,аҧҟара,uullivoq
1164,rütteln::V,арҵысра,
1165,schütteln::V,аршəшəара,aalavoq
1166,schwenken::V,аҟьара,issarpoq
1167,schütten::V,аҭаҭəара,
1168,füllen::V,арҭəра,immerpaa
1169,einwickeln::V,алаҳəара,immoqquserpaa
1170,tragen::V,аҩагара,maqippaa
1171,tragen::V,аҩагара,assartorpoq
1172,schleppen::V,арҳəазара,assartorpoq
1173,ziehen::V,ахара,kalippaa
1174,ziehen::V,ахара,kalissarpoq
1175,aufbewahren::V,аҵəахра,toqqorpaa
1176,werfen::V,аршəра,kuivaa
1177,fangen::V,акра,anguaa
1178,packen::V,анкра,
1179,packen::V,аҵкаара,
1180,verstecken::V,аҵəахра,anngigaa
1181,teilen::V,ашара,agguut
1182,teilen::V,ашара,agguusersorpaa
1183,schicken::V,ашьҭра,nassiuppaa
1184,bringen::V,аагара,aggiuppaa
1185,bringen::V,аагара,nassataraa
1186,hinzufügen::V,ацҵара,
1187,bekommen::V,аҧшаара,tiguaa
1188,bekommen::V,архиара,tiguaa
1189,bekommen::V,аура,tiguaa
1190,erhalten::V,аиура,tiguaa
1191,nehmen::V,агара,pivoq
1192,nehmen::V,агара,tiguaa
1193,wählen::V,алҧшаара,
1194,auswählen::V,алхра,
1195,behindern::V,аҧырхагахара,
1196,verderben::V,алгара,asiutippaa
1197,verderben::V,алгара,piuneerunnerit
1198,verderben::V,абжьыхра,asiutippaa
1199,verderben::V,абжьыхра,piuneerunnerit
1200,verderben::V,аҧхасҭатəра,asiutippaa
1201,verderben::V,аҧхасҭатəра,piuneerunnerit
1202,beschädigen::V,аҧхасҭатəра,
1203,zerbrechen::V,аҧҽра,ukuvoq
1204,zerreißen::V,аҧжəара,tisavaa
1205,zerreißen::V,аҧжəара,alittorpaa
1206,zerstören::V,аилаҧыххаара,aserorpaa
1207,verbrennen::V,абылра,seerpoq
1208,geben::V,аҭара,pivoq
1209,reichen::V,аҭара,
1210,schenken::V,аҩгара,
1211,versprechen::V,ақəргəыӷра,neriorsorpaa
1212,loben::V,арҽхəара,nersorpaa
1213,loben::V,арҽхəара,nersornaat
1214,küssen::V,агəӡра,kunippaa
1215,küssen::V,агəӡра,kunissorpaa
1216,zudecken::V,аҵахҩара,majorpaa
1217,zudecken::V,ақəршəра,majorpaa
1218,wecken::V,арҿыхара,itersarpaa
1219,zeigen::V,арбара,tikkuuppaa
1220,führen::V,аныҟəгара,tasissiuppaa
1221,führen::V,аныҟəгара,ilitsersorpaa
1222,führen::V,аныҟəгара,tasissersuuppaa
1223,lehren::V,арҵара,ilinniartippaa
1224,unterrichten::V,арҧхьара,ajoqerpaa
1225,unterrichten::V,арҧхьара,ajoqersorpaa
1226,unterrichten::V,арҧхьара,ilinniartitsivoq
1227,aufziehen::V,ааӡара,inororsarpaa
1228,leiten::V,ахагылазаара,iluatsippaa
1229,antreiben::V,арццакра,ikusimmippaa
1230,lassen::V,арҟаҵара,
1231,einladen::V,ааҕхьара,qaaqquaa
1232,einladen::V,ааҕхьара,qaasarpaa
1233,einladen::V,анаҧхьара,qaaqquaa
1234,einladen::V,анаҧхьара,qaasarpaa
1235,vereinigen::V,аилаҵара,taperserpaa
1236,besuchen::V,абара,tikeraarpaa
1237,treffen::V,аҧылара,aporappaa
1238,sich versammeln::V,аизара,majorpoq
1239,spielen::V,ахəмарра,pinnguarpoq
1240,singen::V,ашəаҳəара,erinarsorpoq
1241,tanzen::V,акəашара,qitippoq
1242,sich trennen::V,аилыҵра,immikkoortippaa
1243,verlassen::V,акажьра,
1244,retten::V,Аиқəрхара,annaappaa
1245,bewachen::V,ахьчара,
1246,schützen::V,ацəыхьчара,eriagaa
1247,schützen::V,ацəыхьчара,pineqartaalivaa
1248,verteidigen::V,ахьчара,
1249,sich schlagen::V,аисра,
1250,schießen::V,ахысра,aallaavaa
1251,schießen::V,ахысра,piseriuppaa
1252,siegen::V,аиааира,
1253,ärgern::V,аргəаара,ninngassarpaa
1254,ärgern::V,аргəаара,ninngassaarpaa
1255,schlagen::V,асра,unatarpaa
1256,schlagen::V,аҭасра,unatarpaa
1257,stechen::V,алакшара,iguppaa
1258,stechen::V,алакшара,qasilippoq
1259,stoßen::V,агəҭасра,ikuserpaa
1260,stoßen::V,агəҭасра,ikusimmippaa
1261,stehlen::V,аӡара,tillippaa
1262,stören::V,аҧырхагахара,akornuserpaa
1263,belästigen::V,аргəамҵра,
1264,verbergen::V,аӡара,anngigaa
1265,täuschen::V,ажьара,
1266,betrügen::V,ажьара,peqquserluttuliorfigaa
1267,töten::V,ашьра,maappaa
1268,töten::V,ашьра,toquppaa
1269,wohnen::V,анхара,najugaqarpoq
1270,arbeiten::V,аусура,sulivoq
1271,sammeln::V,аҟəшəара,katersorpai
1272,pflücken::V,аҿыршəара,
1273,pflücken::V,аҿыхра,
1274,jagen::V,ашəарыцара,piniarpoq
1275,fischen::V,аҧсыӡ икуеит,aalisarpoq
1276,fassen::V,акра,
1277,hüten::V,арҳəра,
1278,hüten::V,ахьчара,
1279,treiben::V,акацара,
1280,anbinden::V,адҳəалара,qilerut
1281,anbinden::V,адҳəалара,qilersorpaa
1282,anbinden::V,адҳəалара,ungerlatserpaa
1283,füttern::V,акырҿаҵара,nerlerpaa
1284,melken::V,ахьара,
1285,hacken::V,аҟəаҟəара,
1286,gießen::V,аҵаҭəара,imerterpaa
1287,reifen::V,ашəра,
1288,reifen::V,аҟалара,
1289,zubereiten::V,ацура,
1290,kochen::V,ажəра,igavoq
1291,backen::V,аӡра,
1292,braten::V,аӡра,siappaa
1293,umrühren::V,аилрыхра,qeerlerpaa
1294,stricken::V,аҧара,
1295,nähen::V,аӡахра,
1296,färben::V,ашəра,misuppaa
1297,reinigen::V,арыцқьара,sanniarpaa
1298,waschen::V,аӡәӡәара,asappaa
1299,abwischen::V,арбара,saligarpaa
1300,abwischen::V,арбара,saligartorpaa
1301,spülen::V,аҭыршара,
1302,fegen::V,аҧссара,sanngiarpaa
1303,baden::V,аҽыкəабара,uffarpoq
1304,sich waschen::V,аҽыӡəӡəара,uffarpoq
1305,ausziehen::V,ашəыхра,annoraajarpaa
1306,anziehen::V,ашəҵара,ativaa
1307,anziehen::V,ашəҵара,atitippaa
1308,sich anziehen::V,аҽеилаҳəара,atisalersorpoq
1309,kämmen::V,аҳəара,
1310,schmücken::V,арҧшӡара,
1311,sagen::V,аҳəара,oqarpoq
1312,sprechen::V,ацəажəара,oqaluttarpoq
1313,reden::V,ацəажəара,oqaluppoq
1314,reden::V,аицәажәара,oqaluppoq
1315,sich unterhalten::V,аицәажәара,
1316,fragen::V,азҵаара,aperaa
1317,bitten::V,аҳəара,aperaa
1318,bitten::V,аҳəара,qinnuigaa
1319,erzählen::V,аҳəара,oqaluttuaraa
1320,mitteilen::V,азыцҳара,oqalualaarpoq
