,Concept_ID,ce,it
798,das::PRN,иза,quello
799,alles::PRN,дерриг,tutto
800,ich::PRN,cо,ìo
801,du::PRN,хьо,tu
802,er::PRN,и,lui
803,er::PRN,и,egli
804,er::PRN,иза,lui
805,er::PRN,иза,egli
806,wir::PRN,тхо,noi
807,wir::PRN,вай,noi
808,ihr::PRN,шу,voi
809,sie::PRN,уьш,loro
810,was::FPRN,хӏун,che
811,was::FPRN,хӏун,che cosa
812,wer::FPRN,мила,chi
813,wo::FADV,мичaхь,dove
814,wohin::FADV,мича,dove
815,wie::FADV,муха,come
816,warum::FADV,хӏунда,perche
817,wieviel::FNUM,мел,quanto
818,wieviel::FNUM,маса,quanto
819,eins::NUM,цхьаъ,uno
820,zwei::NUM,шиъ,due
821,drei::NUM,кхоъ,tre
822,vier::NUM,диъ,quattro
823,fünf::NUM,пхиъ,cinque
824,sechs::NUM,ялх,sei
825,sieben::NUM,ворхӏ,sette
826,acht::NUM,бархӏ,otto
827,neun::NUM,исс,nove
828,zehn::NUM,итт,dieci
829,elf::NUM,цхьайтта,ùndici
830,zwölf::NUM,шийтта,dodici
831,zwanzig::NUM,ткъа,venti
832,dreißig::NUM,ткъе итт,trenta
833,vierzig::NUM,шовзткъа,quaranta
834,fünfzig::NUM,шовзткъе итт,cinquanta
835,sechzig::NUM,кхузткъа,sessanta
836,siebzig::NUM,кхузткъе итт,settanta
837,achtzig::NUM,дезткъа,ottanta
838,neunzig::NUM,дезткъе итт,novanta
839,hundert::NUM,бӏе,cento
840,tausend::NUM,эзар,mille
841,und::CNJ,a,e
842,oder::CNJ,я,o
843,stehen::V,латта,stare in piedi
844,sitzen::V,хиъна ӏан,sedere
845,sitzen::V,хиъна ӏан,stare seduto
846,liegen::V,ӏилла,giacere
847,hängen::V,кхаза,pèndere
848,hängen::V,кхаза,èssere appeso
849,werden::V,хила,farsi
850,werden::V,хила,diventare
851,passieren::V,хила,succèdere
852,beginnen::V,доло,cominciare
853,enden::V,дӏадерза,finire
854,enden::V,дӏадерза,terminare
855,wechseln::V,хийца,variare
856,wechseln::V,хийца,cambiare
857,aufgehen[Sonne]::V,кхета,sòrgere
858,aufgehen[Sonne]::V,кхета,spuntare
859,untergehen[Sonne]::V,чубуза,tramontare
860,scheinen[Sonne]::V,серло яла,splèndere
861,donnern::V,къекъа,tonare
862,wehen::V,хьекха,soffiare
863,strömen::V,эха,fluire
864,fließen::V,охьаэха,fluire
865,fließen::V,охьаэха,scorrere
866,sich drehen::V,хьийза,girarsi
867,schwanken::V,леста,oscillare
868,schwanken::V,леста,barcollare
869,schwingen::V,лесто,vibrare
870,schwingen::V,лесто,oscillare
871,fallen::V,охьакхета,cadere
872,brennen::V,дага,àrdere
873,brennen::V,дага,bruciare
874,rauchen::V,оза,fumare
875,regnen::V,догlа догlу,piòvere
876,gefrieren::V,гӏоро,gelarsi
877,gefrieren::V,гӏоро,congelarsi
878,tauen::V,даша,sciògliersi
879,schmelzen::V,лала,fòndere
880,schmelzen::V,лала,sciògliersi
881,trocknen::V,дакъо,asciugarsi
882,sieden::V,кхехка,bollire
883,faulen::V,дахкадала,marcire
884,verfaulen::V,дахкадала,imputridire
885,reißen::V,хеда,strapparsi
886,versinken::V,хичудаха,affondare
887,vergehen::V,дlаэха,passare
888,erscheinen::V,схьадала,apparire
889,erscheinen::V,схьадала,comparire
890,erscheinen::V,ӏоттадала,apparire
891,erscheinen::V,ӏоттадала,comparire
892,verschwinden::V,къайладала,sparire
893,verschwinden::V,къайладала,scomparire
894,sinken::V,лахдала,calare
895,sinken::V,лахдала,scendere
896,zunehmen::V,лакхадала,aumentare
897,steigen::V,хьаладала,salire
898,steigen::V,хьаладала,montare
899,wachsen::V,кхиа,crescere
900,glänzen::V,лепа,splèndere
901,funkeln::V,къега,brillare
902,funkeln::V,къега,scintillare
903,lärmen::V,гӏовгӏаян,strepitare
904,lärmen::V,гӏовгӏаян,fare chiasso
905,läuten::V,детта,suonare
906,klingeln::V,дека,suonare
907,klirren::V,дека,tintinnare
908,brausen::V,хьаьдда даха,rombare
909,brausen::V,хьаьдда даха,rumoreggiare
910,rauschen::V,леста,frusciare
911,klingen::V,дека,suonare
912,bellen::V,лета,latrare
913,bellen::V,лета,abbaiare
914,heulen::V,угӏа,urlare
915,heulen::V,угӏа,ululare
916,blasen::V,хӏуп баха,soffiare
917,pfeifen::V,шок етта,fischiare
918,schreien::V,мохь бетта,gridare
919,stöhnen::V,узарш дан,gèmere
920,zittern::V,дега,tremare
921,leben::V,даха,vìvere
922,geboren werden::V,хила,nàscere
923,atmen::V,садеӏа,respirare
924,trinken::V,мала,bere
925,essen::V,кхалла,mangiare
926,schlucken::V,къурдбан,inghiottire
927,müde werden::V,кӏаддала,stancarsi
928,einschlafen::V,наб кхета,addormentarsi
929,schlafen::V,вижа,dormire
930,schlafen::V,наб ян,dormire
931,schlafen::V,дижина хила,dormire
932,aufwachen::V,самадала,svegliarsi
933,aufstehen::V,гӏатта,levarsi
934,sich erholen::V,садаӏа,riposarsi
935,krank werden::V,цомгуш хила,ammalarsi
936,krank sein::V,цомгуш хила,èssere malato
937,schmerzen::V,лаза,dolere
938,schmerzen::V,ӏийжа,dolere
939,husten::V,йовхарш етта,tossire
940,genesen::V,тадала,guarire
941,sterben::V,дала,morire
942,umkommen::V,хӏаллакхила,perire
943,sich bewegen::V,лела,agitarsi
944,sich rühren::V,меттахъхьен,muòversi
945,sich erheben::V,хьалагlатта,alzarsi
946,sich setzen::V,хаа,sedersi
947,hinfallen::V,дожа,cadere
948,hinfallen::V,охьакхета,cadere
949,laufen::V,вада,camminare
950,laufen::V,вада,andare a piedi
951,laufen::V,хьада,camminare
952,laufen::V,хьада,andare a piedi
953,schreiten::V,болар дан,andare
954,schreiten::V,болар дан,procedere
955,schreiten::V,ког баккха,andare
956,schreiten::V,ког баккха,procedere
957,spazierengehen::V,доладала,passeggiare
958,spazierengehen::V,доладала,andare a passeggio
959,eilen::V,сихдала,andare in fretta
960,sich beeilen::V,сихдала,affrettarsi
961,rennen::V,дада,correre
962,springen::V,ирхкхийсадала,saltare
963,klettern::V,тӏедийла,arrampicarsi
964,schaukeln::V,техко,fare l'altalena
965,kriechen::V,такха,strisciare
966,schwimmen::V,некадан,nuotare
967,tauchen::V,чулелха,tuffarsi
968,tauchen::V,чулелха,immèrgersi
969,rudern::V,дига лело,remare
970,rudern::V,кема лело,remare
971,fahren::V,хахка,andare
972,fahren::V,хахка,viaggiare
973,fliegen::V,тӏемадала,volare
974,gehen::V,лeла,andare
975,weggehen::V,дӏадаха,andàrsene
976,weggehen::V,дӏадаха,andare via
977,abfahren::V,дӏадаха,partire
978,anhalten::V,саца,fermarsi
979,hineingehen::V,чудала,entrare
980,eintreten::V,чудала,entrare
981,kommen::V,кхача,venire
982,kommen::V,дӏакхача,venire
983,kommen::V,схьакхача,venire
984,ankommen::V,кхача,arrivare
985,ankommen::V,схьакхача,arrivare
986,zurückkommen::V,юхада,ritornare
987,bleiben::V,диса,restare
988,bleiben::V,диса,rimanere
989,warten::V,хьежа,aspettare
990,warten::V,cобар дан,aspettare
991,erwarten::V,хьоьжуш ӏан,attèndere
992,suchen::V,леха,cercare
993,finden::V,каро,trovare
994,versuchen::V,дан хьажа,tentare
995,vorbereiten::V,кечъян,preparare
996,lieben::V,деза,amare
997,mögen::V,безамхила,piacere a
998,mögen::V,безамхила,volere bene a
999,lachen::V,дела,rìdere
1000,rühren::V,хьедан,commuòvere
1001,weinen::V,делха,piàngere
1002,schimpfen::V,чехо,imprecare
1003,sich ärgern::V,оьгӏазъэха,stizzirsi
1004,sich ärgern::V,оьгӏазъэха,arrabbiarsi
1005,sich fürchten::V,кхера,avere paura
1006,fürchten::V,кхера,temere
1007,fliehen::V,дӏадада,fuggire
1008,flüchten::V,дӏадада,sfuggire
1009,sehen::V,ган,vedere
1010,anschauen::V,хьажа,guardare
1011,anschauen::V,хьежа,guardare
1012,ansehen::V,хьовса,guardare
1013,hören::V,хаза,udire
1014,hören::V,хаза,sentire
1015,zuhören::V,ладогӏа,ascoltare
1016,probieren::V,хьажа,degustare
1017,probieren::V,хьажа,assaggiare
1018,riechen::V,хьожа яха,sentire
1019,fühlen::V,хаадала,sentire
1020,scheinen::V,мотта,parere
1021,scheinen::V,мотта,sembrare
1022,zu sehen sein::V,гуш хила,vedersi
1023,vernehmen::V,бартхатта,sentire
1024,vernehmen::V,бартхатта,percepire
1025,frieren::V,гӏоро,aver freddo
1026,tun::V,дан,fare
1027,können::V,дадала,sapere
1028,wollen::V,тӏергӏа,volere
1029,anfangen::V,доло,iniziare
1030,anfangen::V,доло,cominciare
1031,beenden::V,довла,finire
1032,beenden::V,довла,terminare
1033,aufhören::V,саца,finire
1034,aufhören::V,саца,cessare
1035,gelingen::V,кадала,riuscire
1036,geraten::V,хила,stare
1037,öffnen::V,дӏаделла,aprire
1038,öffnen::V,схьаделла,aprire
1039,schließen::V,къовла,chiùdere
1040,schließen::V,дӏачӏагӏа,chiùdere
1041,stellen::V,хlотто,porre
1042,stellen::V,хlотто,mettere
1043,setzen::V,дийгӏа,porre
1044,setzen::V,дийгӏа,mettere
1045,legen::V,охьадилла,posare
1046,legen::V,охьадилла,mettere
1047,berühren::V,хьедан,toccare
1048,verbinden::V,вовшахтаса,unire
1049,verbinden::V,вовшахтаса,congiùngere
1050,bedecken::V,тилла,coprire
1051,bedecken::V,тилла,ricoprire
1052,bedecken::V,тӏетаса,coprire
1053,bedecken::V,тӏетаса,ricoprire
1054,aufhängen::V,хьалаолла,attaccare
1055,anzünden::V,лато,accèndere
1056,anzünden::V,лато,incendiare
1057,aufheben::V,айа,raccògliere
1058,zurücklassen::V,дита,lasciare
1059,zurücklassen::V,дита,lasciare indietro
1060,verlieren::V,дайа,pèrdere
1061,fallen lassen::V,охьадожо,lasciare cadere
1062,machen::V,дан,fare
1063,herstellen::V,дан,produrre
1064,herstellen::V,дан,fabbricare
1065,bauen::V,гӏишлоян,costruire
1066,reparieren::V,тадан,riparare
1067,verbessern::V,нисдан,migliorare
1068,ändern::V,хийца,mutare
1069,ändern::V,хийца,cambiare
1070,graben::V,ахка,scavare
1071,beugen::V,сатто,chinare
1072,beugen::V,сатто,flettere
1073,biegen::V,сатто,tòrcere
1074,drehen::V,хьовзо,girare
1075,umdrehen::V,хьовзo,rivoltare
1076,heben::V,айа,levare
1077,heben::V,хьалаайа,levare
1078,hochheben::V,хьалаайа,levare
1079,hochheben::V,хьалаайа,sollevare
1080,ergreifen::V,дӏалаца,afferrare
1081,halten::V,латто,tenere
1082,drücken::V,тӏетаӏо,premere
1083,schieben::V,татта,spìngere
1084,kratzen::V,мӏараш тийса,grattare
1085,kratzen::V,мӏараш тийса,graffiare
1086,lecken::V,мотт хьекха,leccare
1087,beißen::V,катoха,mòrdere
1088,abreißen::V,схьадаккха,staccarsi
1089,abreißen::V,схьадаккха,strapparsi
1090,abschneiden::V,кхада,tagliare
1091,binden::V,дӏадехка,legare
1092,binden::V,дӏадехка,bendare
1093,binden::V,вовшахтаса,legare
1094,binden::V,вовшахтаса,bendare
1095,stecken::V,чудахийта,ficcare
1096,brechen::V,кагдан,rompere
1097,klopfen::V,детта,bàttere
1098,hauen::V,етта,picchiare
1099,kleben::V,тӏелато,incollare
1100,reiben::V,хьекхо,fregare
1101,streichen::V,тlехьакха,spalmare
1102,schleifen::V,ирдан,arrotare
1103,schneiden::V,ларга,tagliare
1104,rütteln::V,лесто,scuòtere
1105,schütteln::V,лесто,agitare
1106,schütteln::V,лесто,scuòtere
1107,schwenken::V,лесто,agitare
1108,schwenken::V,лесто,sventolare
1109,schütten::V,дотта,versare
1110,füllen::V,дуза,riempire
1111,einwickeln::V,хьарчо,involtare
1112,tragen::V,дахьа,portare
1113,schleppen::V,ийзо,trainare
1114,schleppen::V,ийзо,trascinare
1115,ziehen::V,озо,tirare
1116,aufbewahren::V,ӏалашдан,custodire
1117,aufbewahren::V,ӏалашдан,conservare
1118,werfen::V,кхосса,gettare
1119,werfen::V,кхосса,lanciare
1120,fangen::V,леца,prèndere
1121,fangen::V,леца,acchiappare
1122,packen::V,леца,pigliare
1123,packen::V,леца,afferrare
1124,verstecken::V,къайладаккха,nascondere
1125,teilen::V,декъа,divìdere
1126,schicken::V,дӏадахьийта,inviare
1127,bringen::V,дан,portare
1128,bringen::V,дан,apportare
1129,hinzufügen::V,тӏетоха,aggiùngere
1130,bekommen::V,даккха,ricevere
1131,erhalten::V,даккха,ricevere
1132,nehmen::V,схьаэца,prèndere
1133,wählen::V,харжа,elèggere
1134,wählen::V,харжа,scegliere
1135,auswählen::V,харжа,scegliere
1136,bewahren::V,lалашдан,conservare
1137,behindern::V,новкъарло ян,impedire
1138,verderben::V,талхо,guastare
1139,beschädigen::V,дохо,danneggiare
1140,zerbrechen::V,дохо,rompere
1141,zerbrechen::V,дохо,spezzare
1142,zerbrechen::V,кагдан,rompere
1143,zerbrechen::V,кагдан,spezzare
1144,zerreißen::V,хадо,stracciare
1145,zerstören::V,дохо,distrùggere
1146,zerstören::V,кагдан,distrùggere
1147,verbrennen::V,даго,bruciare
1148,geben::V,яла,dare
1149,reichen::V,дӏадала,pòrgere
1150,reichen::V,дӏакховдо,pòrgere
1151,schenken::V,совгӏат дан,regalare
1152,versprechen::V,ваӏда дан,promettere
1153,wünschen::V,лаа,augurare
1154,loben::V,хасто,lodare
1155,küssen::V,оба яккха,baciare
1156,wiegen::V,тахка,cullare
1157,wiegen::V,тахка,dondolare
1158,zudecken::V,тӏетаса,coprire
1159,wecken::V,самадаккха,svegliare
1160,zeigen::V,гайта,indicare
1161,führen::V,дига,guidare
1162,führen::V,дига,condurre
1163,lehren::V,ӏамо,insegnare
1164,unterrichten::V,хьеха,istruire
1165,unterrichten::V,хьеха,insegnare
1166,aufziehen::V,кхио,allevare
1167,leiten::V,урхалла дан,avviare
1168,leiten::V,урхалла дан,dirìgere
1169,antreiben::V,сихдан,incitare
1170,lassen::V,-йта,fare
1171,einladen::V,кхайкха,invitare
1172,vereinigen::V,цхьаьнатоха,unire
1173,besuchen::V,хьажахIотта,visitare
1174,besuchen::V,хьажахIотта,far vìsita a
1175,treffen::V,дуьхьалкхета,incontrare
1176,sich versammeln::V,гулдан,rinunirsi
1177,spielen::V,ловза,giocare
1178,singen::V,лакха,cantare
1179,tanzen::V,хелхадала,danzare
1180,sich trennen::V,къаста,separarsi
1181,verlassen::V,дита,lasciare
1182,verlassen::V,дита,abbandonare
1183,retten::V,кӏелхьардаккха,salvare
1184,bewachen::V,ха дан,custodire
1185,schützen::V,лардан,protèggere
1186,verteidigen::V,лардан,difèndere
1187,sich schlagen::V,етта,bàttersi
1188,schießen::V,детта,sparare
1189,siegen::V,тола,vìncere
1190,ärgern::V,оьгӏаздахийта,stizzire
1191,schlagen::V,тоха,bàttere
1192,treten::V,мийра тоха,calciare
1193,stechen::V,ӏотта,pùngere
1194,stechen::V,къовзо,pùngere
1195,stoßen::V,татта,urtare
1196,stoßen::V,татта,spìngere
1197,stehlen::V,лачкъо,rubare
1198,stören::V,новкъарло ян,disturbare
1199,belästigen::V,сагатдан,molestare
1200,belästigen::V,сагатдан,importunare
1201,verbergen::V,къайладаккха,celare
1202,verbergen::V,къайладаккха,nascondere
1203,täuschen::V,ӏexo,ingannare
1204,betrügen::V,ледан,frodare
1205,betrügen::V,ледан,truffare
1206,töten::V,ден,uccìdere
1207,wohnen::V,даха,abitare
1208,arbeiten::V,къахьега,lavorare
1209,sammeln::V,гулдан,raccògliere
1210,sammeln::V,гулдан,collezionare
1211,pflücken::V,даха,cògliere
1212,jagen::V,талла,cacciare
1213,fischen::V,чӏерий леца,pescare
1214,fassen::V,лаца,catturare
1215,fassen::V,лаца,acchiappare
1216,fassen::V,схьалаца,catturare
1217,fassen::V,схьалаца,acchiappare
1218,hüten::V,лардан,pascolare
1219,treiben::V,лахка,spìngere
1220,anbinden::V,дӏадехка,legare
1221,anbinden::V,дӏадехка,attaccare
1222,füttern::V,хӏума яла,dar da mangiare a
1223,melken::V,оза,mùngere
1224,gießen::V,хи тоха,annaffiare
1225,reifen::V,хьекъа,maturare
1226,zubereiten::V,кечъян,preparare
1227,zubereiten::V,кхача бан,preparare
1228,kochen::V,кхача бан,cuòcere
1229,backen::V,датта,cuòcere
1230,backen::V,датта,cuòcere al forno
1231,braten::V,кхарза,frìggere
1232,braten::V,кхарза,arrostire
1233,umrühren::V,кего,mescolare
1234,nähen::V,тега,cucire
1235,färben::V,басардан,tìngere
1236,reinigen::V,цӏандан,pulire
1237,reinigen::V,цӏандан,nettare
1238,waschen::V,йила,lavare
1239,waschen::V,йитта,lavare
1240,waschen::V,дӏадайа,lavare
1241,abwischen::V,дӏадайа,asciugare
1242,spülen::V,хи кхарза,lavare
1243,spülen::V,хи кхарза,sciacquare
1244,fegen::V,нуй хьакха,spazzare
1245,kehren::V,нуй хьакха,spazzare
1246,baden::V,лийча,bagnarsi
1247,baden::V,лийча,fare il bagno
1248,sich waschen::V,юьхь йила,lavarsi
1249,ausziehen::V,духар дӏадаккха,tògliersi
1250,sich anziehen::V,духа,vestirsi
1251,kämmen::V,ехк хьакха,pettinare
1252,schmücken::V,хаздан,ornare
1253,schmücken::V,хаздан,decorare
1254,sagen::V,ала,dire
1255,sprechen::V,баха,parlare
1256,sprechen::V,мотт бийца,parlare
1257,reden::V,къамел дан,parlare
1258,sich unterhalten::V,къамел дан,conversare
1259,fragen::V,хатта,chièdere
1260,fragen::V,хатта,domandare
1261,bitten::V,деха,pregare
1262,erzählen::V,дийца,narrare
1263,erzählen::V,дийца,raccontare
1264,mitteilen::V,хаам бан,comunicare
1265,nennen::V,цӏе яккха,nominare
1266,rufen::V,кхайкха,chiamare
1267,prahlen::V,куралла ян,vantarsi
1268,prahlen::V,дозалла дан,vantarsi
1269,übersetzen::V,гоч дан,tradurre
1270,denken::V,ойла ян,pensare
1271,glauben::V,теша,credere
1272,bemerken::V,ган,notare
1273,bemerken::V,ган,osservare
1274,erkennen::V,довза,riconoscere
1275,begreifen::V,кхета,capire
1276,begreifen::V,кхета,comprèndere
1277,verstehen::V,кхета,intèndere
1278,verstehen::V,кхета,comprèndere
1279,lernen::V,деша,imparare
1280,lernen::V,деша,apprèndere
1281,wissen::V,хаа,sapere
1282,sich erinnern an::V,дагадан,ricordare
1283,sich erinnern an::V,дагадан,ricordarsi di
1284,vergessen::V,дицдала,dimenticare
1285,messen::V,дуста,misurare
1286,zählen::V,дагардан,contare
1287,rechnen::V,лара,contare
1288,rechnen::V,лара,calcolare
1289,lesen::V,еша,lèggere
1290,malen::V,сурт дилла,dipìngere
1291,zeichnen::V,сурт дилла,disegnare
1292,schreiben::V,яздан,scrìvere
1293,besitzen::V,доладан,possedere
1294,kaufen::V,эца,comprare
1295,kaufen::V,эца,acquistare
1296,verkaufen::V,дохка,vendere
1297,bezahlen::V,мах бала,pagare
1298,zahlen::V,мах бала,pagare
1299,beherrschen::V,собаре хила,dominare
1300,ertragen::V,лан,sopportare
1301,ertragen::V,сатоха,sopportare
1302,ertragen::V,садетта,sopportare
1303,Schwarm::N,,stormo
1304,Schlinge::N,,laccio
1305,Art::N,,tipo
1306,Art::N,,specie
1307,Entfernung::N,,distanza
1308,Entfernung::N,,lontananza
1309,Griff::N,,mànico
1310,Griff::N,,maniglia
1311,Figur::N,,figura
1312,Bogen[Waffe]::N,,arco
1313,so::ADV,,così
1314,so::ADV,,tanto
1315,abnehmen::V,,diminuire
1316,sausen::V,,volare
1317,sausen::V,,correre
1318,wenden::V,,girare
1319,wenden::V,,voltare
1320,hacken::V,,tritare
1321,hacken::V,,spaccare
1322,stricken::V,,llavorare a maglia
1323,anziehen::V,,mettersi
1324,anziehen::V,,indossare
