,Concept_ID,ru,mn
810,kaum::ADV,едва,арай
811,kaum::ADV,едва,арай гэж
812,sehr::ADV,очень,тун
813,so::ADV,так,тэгж
814,so::ADV,так,ингээд
815,noch::ADV,еще,дахин
816,noch::ADV,еще,дахиад
817,nur::ADV,только,зөвхөн
818,nur::ADV,только,гагцхүү
819,schon::ADV,уже,нэгэнт
820,wieder::ADV,опять,дахин
821,wieder::ADV,опять,дахиад
822,vergebens::ADV,напрасно,хий
823,vor::PRP,перед,өмнө
824,hinter::PRP,за,ард
825,hinter::PRP,позади,ард
826,unter::PRP,под,доор
827,durch::PRP,сквозь,дундуур
828,neben::PRP,возле,хажууд
829,zwischen::PRP,между,завсар
830,zwischen::PRP,между,хооронд
831,wegen::PRP,из-за,төлөө
832,wegen::PRP,из-за,дээрээс
833,dies::PRN,это,энэ
834,das::PRN,то,тэр
835,alles::PRN,все,цөм
836,alles::PRN,все,бүгд
837,ich::PRN,я,би
838,du::PRN,ты,чи
839,er::PRN,он,тэр
840,er::PRN,он,тэр хүн
841,wir::PRN,мы,бид
842,ihr::PRN,вы,та нар
843,sie::PRN,они,тэд
844,was::FPRN,что,юу
845,wer::FPRN,кто,хэн
846,wo::FADV,где,хаа
847,wo::FADV,где,хаана
848,wohin::FADV,куда,хааш
849,wohin::FADV,куда,хаана
850,wie::FADV,как,яаж
851,wie::FADV,как,хэрхэн
852,warum::FADV,почему,юунд
853,warum::FADV,почему,яагаад
854,wieviel::FNUM,сколько,хэдий
855,wieviel::FNUM,сколько,хэд
856,eins::NUM,один,нэг
857,zwei::NUM,два,хоёр
858,drei::NUM,три,гурав
859,vier::NUM,четыре,дөрөв
860,fünf::NUM,пять,тав
861,sechs::NUM,шесть,зургаа
862,sieben::NUM,семь,долоо
863,acht::NUM,восемь,найм
864,neun::NUM,девять,ес
865,zehn::NUM,десять,арав
866,elf::NUM,одиннадцать,арван нэг
867,zwölf::NUM,двенадцать,арван хоёр
868,zwanzig::NUM,двадцать,хорь
869,dreißig::NUM,тридцать,гуч
870,vierzig::NUM,сорок,дөч
871,fünfzig::NUM,пятьдесят,тавь
872,sechzig::NUM,шестьдесят,жар
873,siebzig::NUM,семьдесят,дал
874,achtzig::NUM,восемьдесят,ная
875,neunzig::NUM,девяносто,ер
876,hundert::NUM,сто,зуу
877,tausend::NUM,тысяча,мянга
878,und::CNJ,и,ч
879,und::CNJ,и,болон
880,oder::CNJ,или,буюу
881,oder::CNJ,либо,буюу
882,stehen::V,стоять,зогсох
883,sitzen::V,сидеть,суух
884,liegen::V,лежать,хэвтэх
885,hängen::V,висеть,өлгөөтэй байх
886,hängen::V,висеть,дүүжлээтэй байх
887,werden::V,стать,болох
888,passieren::V,случиться,тохиох
889,beginnen::V,начаться,эхлэх
890,enden::V,кончиться,дүүрэх
891,wechseln::V,меняться,хувирах
892,aufgehen[Sonne]::V,взойти,мандах
893,untergehen[Sonne]::V,зайти,жаргах
894,scheinen[Sonne]::V,светить,гэрэлтэх
895,donnern::V,греметь,дуугарах
896,wehen::V,дуть,салхилах
897,wehen::V,дуть,хөөрөгдөх
898,strömen::V,литься,гүйх
899,strömen::V,литься,урсах
900,fließen::V,течь,урсах
901,sich drehen::V,вращаться,эргэлдэх
902,schwanken::V,колебаться,хэлбэлзэх
903,schwingen::V,качаться,ганхах
904,schwingen::V,качаться,хэлбэлзэх
905,fallen::V,падать,унах
906,brennen::V,гореть,шатах
907,rauchen::V,дымить,баагих
908,regnen::V,дождить,бороо орно
909,gefrieren::V,замерзнуть,хөлдөх
910,tauen::V,таять,хайлах
911,schmelzen::V,плавиться,уярах
912,trocknen::V,сохнуть,хатах
913,sieden::V,кипеть,буцлах
914,sieden::V,кипеть,даргилах
915,faulen::V,гнить,үжрэх
916,faulen::V,гнить,өмхийрөх
917,verfaulen::V,сгнить,бээх
918,verfaulen::V,сгнить,өгрөх
919,reißen::V,рваться,цуурах
920,versinken::V,тонуть,живэх
921,vergehen::V,проходить,нөгчих
922,vergehen::V,проходить,өнгөрөх
923,erscheinen::V,появиться,гарах
924,erscheinen::V,появиться,бултайх
925,verschwinden::V,исчезнуть,далд орох
926,verschwinden::V,исчезнуть,алга болох
927,sinken::V,спадать,татрах
928,sinken::V,спадать,доошлох
929,abnehmen::V,уменьшиться,багасах
930,abnehmen::V,уменьшиться,хорогдох
931,zunehmen::V,увеличиваться,ихсэх
932,steigen::V,подниматься,нэмэгдэх
933,wachsen::V,расти,өсөх
934,wachsen::V,расти,ургах
935,glänzen::V,блестеть,гилгэнэх
936,glänzen::V,блестеть,гилбэгнэх
937,funkeln::V,сверкать,гялжах
938,funkeln::V,сверкать,гялалзах
939,lärmen::V,шуметь,шуугих
940,läuten::V,звонить,цохих
941,klingeln::V,звонить,хонхдох
942,klingeln::V,звонить,дуугарах
943,klirren::V,звякать,хангир жингэр хийх
944,brausen::V,бушевать,бургилах
945,rauschen::V,шелестеть,сэржигнэх
946,klingen::V,звучать,хангинах
947,bellen::V,лаять,хуцах
948,heulen::V,выть,улих
949,blasen::V,дунуть,үлзэх
950,pfeifen::V,свистеть,исгэрэх
951,schreien::V,кричать,хашгирах
952,stöhnen::V,стонать,ёолох
953,stöhnen::V,стонать,гэнгэнэх
954,zittern::V,дрожать,дагжих
955,leben::V,жить,амьдрах
956,geboren werden::V,родиться,төрөх
957,atmen::V,дышать,амьсгалах
958,trinken::V,пить,уух
959,essen::V,есть,идэх
960,essen::V,кушать,идэх
961,schlucken::V,глотать,залгих
962,müde werden::V,устать,ядрах
963,einschlafen::V,заснуть,унтчих
964,schlafen::V,спать,унтах
965,aufwachen::V,проснуться,сэрэх
966,aufstehen::V,встать,босох
967,sich erholen::V,отдыхать,амрах
968,krank werden::V,заболеть,өвдөж эхлэх
969,krank sein::V,болеть,өвдөх
970,schmerzen::V,болеть,өвдөх
971,schmerzen::V,болеть,шархирах
972,husten::V,кашлять,ханиах
973,genesen::V,поправиться,засрах
974,sterben::V,умереть,үхэх
975,sterben::V,умереть,нас барах
976,umkommen::V,погибнуть,үхэх
977,sich bewegen::V,двигаться,хөдлөх
978,sich rühren::V,шевельнуться,хөдлөх
979,sich erheben::V,встать,босох
980,sich setzen::V,сесть,суух
981,hinfallen::V,упасть,ойчих
982,laufen::V,ходить,явган явах
983,schreiten::V,шагать,алхах
984,spazierengehen::V,гулять,зугаалах
985,eilen::V,спешить,хурдлах
986,sich beeilen::V,торопиться,яарах
987,sich beeilen::V,торопиться,шамдах
988,sausen::V,мчаться,давхих
989,rennen::V,бегать,гүйх
990,springen::V,прыгать,харайх
991,springen::V,прыгать,дэвхрэх
992,klettern::V,лазать,авирах
993,schaukeln::V,раскачиваться,ганхалзах
994,kriechen::V,ползать,мөлхөх
995,schwimmen::V,плавать,сэлэх
996,tauchen::V,нырять,шунгах
997,rudern::V,грести,сэлүүрдэх
998,fahren::V,ехать,явах
999,fliegen::V,летать,нисэх
1000,gehen::V,идти,явах
1001,weggehen::V,уйти,явах
1002,abfahren::V,отправиться,одох
1003,abfahren::V,отправиться,хөдлөх
1004,anhalten::V,остановиться,зогсох
1005,hineingehen::V,входить,орох
1006,eintreten::V,войти,орох
1007,kommen::V,прийти,ирэх
1008,ankommen::V,прибыть,хүрэх
1009,zurückkommen::V,возвратиться,харих
1010,zurückkommen::V,возвратиться,буцаж ирэх
1011,bleiben::V,остаться,үлдэх
1012,warten::V,ждать,хүлээх
1013,erwarten::V,ожидать,хүлээх
1014,suchen::V,искать,эрэх
1015,suchen::V,искать,бэдрэх
1016,finden::V,найти,олох
1017,versuchen::V,пытаться,оролдох
1018,vorbereiten::V,подготовить,бэлтгэх
1019,lieben::V,любить,янаглах
1020,mögen::V,любить,таалах
1021,lachen::V,смеяться,инээх
1022,rühren::V,растрогать,сэтгэл уяруулах
1023,weinen::V,плакать,уйлах
1024,schimpfen::V,ругаться,хараах
1025,sich ärgern::V,сердиться,уурлах
1026,sich fürchten::V,бояться,айх
1027,fürchten::V,бояться,айх
1028,fliehen::V,убегать,зугтах
1029,fliehen::V,убегать,гүйж очих
1030,flüchten::V,убежать,оргох
1031,sehen::V,видеть,үзэх
1032,anschauen::V,посмотреть,харах
1033,ansehen::V,смотреть,харах
1034,hören::V,слышать,дуулах
1035,zuhören::V,слушать,чагнах
1036,probieren::V,пробовать,амсаж үзэх
1037,riechen::V,нюхать,үнэрлэх
1038,fühlen::V,чувствовать,мэдрэх
1039,scheinen::V,казаться,шиг үзэгдэх
1040,zu sehen sein::V,виднеться,үзэгдэх
1041,zu sehen sein::V,виднеться,харагдах
1042,vernehmen::V,услышать,дуулах
1043,frieren::V,мерзнуть,даарах
1044,tun::V,делать,хийх
1045,tun::V,делать,үйлдэх
1046,können::V,мочь,болох
1047,können::V,уметь,болох
1048,wollen::V,хотеть,хүсэх
1049,anfangen::V,начать,эхлэх
1050,beenden::V,закончить,дуусгах
1051,aufhören::V,перестать,болих
1052,aufhören::V,перестать,зогсох
1053,gelingen::V,удаться,бүтэх
1054,geraten::V,оказаться,илрэх
1055,öffnen::V,открыть,нээх
1056,öffnen::V,открыть,тайлах
1057,schließen::V,закрыть,хаах
1058,stellen::V,поставить,тавих
1059,stellen::V,поставить,босгох
1060,setzen::V,посадить,суулгах
1061,legen::V,класть,хийх
1062,legen::V,класть,тавих
1063,berühren::V,трогать,шүргэх
1064,verbinden::V,связать,залгах
1065,bedecken::V,покрыть,бүрэх
1066,aufhängen::V,повесить,өлгөх
1067,aufhängen::V,повесить,дүүжлэх
1068,anzünden::V,зажечь,асаах
1069,anzünden::V,зажечь,ноцоох
1070,aufheben::V,поднять,өргөх
1071,zurücklassen::V,оставить,орхих
1072,zurücklassen::V,оставить,үлдээх
1073,verlieren::V,потерять,гээх
1074,fallen lassen::V,уронить,унагах
1075,machen::V,сделать,хийх
1076,machen::V,сделать,гаргах
1077,herstellen::V,изготовить,бүтээх
1078,bauen::V,строить,барих
1079,reparieren::V,чинить,засах
1080,reparieren::V,чинить,сэлбэх
1081,verbessern::V,улучшить,засах
1082,verbessern::V,улучшить,сайжруулах
1083,ändern::V,изменить,өөрчлөх
1084,graben::V,копать,малтах
1085,beugen::V,согнуть,бөгтийлгөх
1086,biegen::V,погнуть,матах
1087,biegen::V,погнуть,муруйлгах
1088,drehen::V,вертеть,эргүүлэх
1089,wenden::V,повернуть,эргүүлэх
1090,umdrehen::V,перевернуть,хөрвүүлэх
1091,heben::V,поднимать,өргөх
1092,hochheben::V,поднять,өргөх
1093,ergreifen::V,схватить,атгах
1094,halten::V,держать,барих
1095,drücken::V,нажимать,дарах
1096,schieben::V,толкать,түлхэх
1097,kratzen::V,скрести,хусах
1098,kratzen::V,скрести,маажих
1099,lecken::V,лизать,долоох
1100,beißen::V,кусать,зуух
1101,beißen::V,кусать,хазах
1102,abreißen::V,оторвать,таслах
1103,abschneiden::V,отрезать,тайрах
1104,binden::V,вязать,боох
1105,binden::V,вязать,хүлэх
1106,stecken::V,воткнуть,шаах
1107,stecken::V,воткнуть,шигтгэх
1108,brechen::V,сломать,хугалах
1109,klopfen::V,стучать,цохих
1110,klopfen::V,стучать,тогших
1111,hauen::V,бить,дэлдэх
1112,kleben::V,клеить,наах
1113,reiben::V,тереть,нухах
1114,reiben::V,тереть,нидчих
1115,streichen::V,намазать,нялах
1116,streichen::V,намазать,түрхэх
1117,schleifen::V,точить,билүүдэх
1118,schleifen::V,точить,гуранздах
1119,schneiden::V,резать,огтлох
1120,rütteln::V,шатать,холхнулах
1121,schütteln::V,трясти,сэгсрэх
1122,schwenken::V,махать,дэвэх
1123,schwenken::V,махать,даллах
1124,schütten::V,налить,цутгах
1125,schütten::V,налить,аягалах
1126,füllen::V,наполнить,дүүргэх
1127,einwickeln::V,завернуть,боох
1128,einwickeln::V,завернуть,ороох
1129,tragen::V,нести,авчрах
1130,schleppen::V,тащить,чирэх
1131,ziehen::V,тянуть,татах
1132,aufbewahren::V,хранить,хадгалах
1133,werfen::V,бросать,хаях
1134,werfen::V,бросать,шидэх
1135,fangen::V,ловить,барих
1136,packen::V,схватить,шүүрэх
1137,verstecken::V,спрятать,нуух
1138,teilen::V,разделить,хуваах
1139,schicken::V,посылать,илгээх
1140,schicken::V,посылать,явуулах
1141,bringen::V,принести,авчрах
1142,bringen::V,принести,аваачих
1143,hinzufügen::V,добавить,нэмэх
1144,bekommen::V,достать,хүлээн авах
1145,erhalten::V,получить,хүлээн авах
1146,nehmen::V,взять,авах
1147,wählen::V,выбрать,сонгох
1148,auswählen::V,отобрать,шилэх
1149,bewahren::V,сохранить,гамнах
1150,behindern::V,препятствовать,саад хийх
1151,behindern::V,препятствовать,тотгор болох
1152,verderben::V,испортить,эвдэх
1153,beschädigen::V,повредить,гэмтээх
1154,zerbrechen::V,разбить,хагалах
1155,zerbrechen::V,разбить,хага цохих
1156,zerreißen::V,разорвать,урах
1157,zerstören::V,разрушить,эвдэх
1158,zerstören::V,разрушить,сүйтгэх
1159,verbrennen::V,сжечь,шатаах
1160,geben::V,дать,өгөх
1161,reichen::V,передать,өгөх
1162,reichen::V,передать,дамжуулах
1163,schenken::V,дарить,бэлэглэх
1164,versprechen::V,обещать,амлах
1165,wünschen::V,желать,ерөөх
1166,loben::V,хвалить,магтах
1167,loben::V,хвалить,сайшаах
1168,küssen::V,целовать,озох
1169,küssen::V,целовать,үнсэх
1170,wiegen::V,качать,бүүвэйлэх
1171,zudecken::V,накрыть,хучих
1172,zudecken::V,накрыть,бүтээх
1173,wecken::V,разбудить,сэрээх
1174,zeigen::V,показать,үзүүлэх
1175,führen::V,вести,хөтлөх
1176,lehren::V,учить,заах
1177,unterrichten::V,преподавать,сургах
1178,aufziehen::V,воспитать,өсгөх
1179,aufziehen::V,воспитать,хүмүүжүүлэх
1180,leiten::V,руководить,удирдах
1181,antreiben::V,подгонять,шамдуулах
1182,lassen::V,заставить,-уулах
1183,einladen::V,пригласить,залах
1184,vereinigen::V,объединить,нэгтгэх
1185,vereinigen::V,объединить,хамтруулах
1186,besuchen::V,посетить,зочлох
1187,treffen::V,встретить,учрах
1188,treffen::V,встретить,дайралдах
1189,sich versammeln::V,собраться,хуралдах
1190,spielen::V,играть,наадах
1191,singen::V,петь,дуулах
1192,tanzen::V,плясать,бүжиглэх
1193,tanzen::V,танцевать,бүжиглэх
1194,sich trennen::V,расстаться,салах
1195,verlassen::V,покинуть,хаях
1196,retten::V,спасти,гэтэлгэх
1197,bewachen::V,охранять,сахих
1198,schützen::V,уберегать,хамгаалах
1199,verteidigen::V,защитить,хамгаалах
1200,sich schlagen::V,драться,зодолдох
1201,schießen::V,стрелять,харвах
1202,schießen::V,стрелять,буу буудах
1203,siegen::V,победить,ялах
1204,ärgern::V,сердить,уурлуулах
1205,ärgern::V,сердить,уур хүргэх
1206,schlagen::V,ударить,цохих
1207,treten::V,пинать,өшиглөх
1208,stechen::V,уколоть,хатгах
1209,stoßen::V,толкнуть,ёврох
1210,stoßen::V,толкнуть,нудрах
1211,stehlen::V,украсть,хулгайлах
1212,stören::V,помешать,саад болох
1213,belästigen::V,надоедать,зовоох
1214,belästigen::V,надоедать,амраахгүй байх
1215,verbergen::V,скрыть,нуух
1216,verbergen::V,скрыть,далдлах
1217,täuschen::V,обмануть,мэхлэх
1218,betrügen::V,смошенничать,хуурах
1219,töten::V,убить,алах
1220,wohnen::V,проживать,суух
1221,wohnen::V,проживать,амьдрах
1222,arbeiten::V,работать,ажиллах
1223,arbeiten::V,работать,хөдөлмөрлөх
1224,sammeln::V,собрать,түүх
1225,sammeln::V,собрать,хураах
1226,pflücken::V,рвать,түүх
1227,pflücken::V,срывать,түүх
1228,jagen::V,охотиться,агнах
1229,jagen::V,охотиться,гөрөөлөх
1230,fischen::V,рыбачить,загасчлах
1231,fischen::V,рыбачить,загас барих
1232,fassen::V,поймать,барих
1233,hüten::V,пасти,маллах
1234,hüten::V,пасти,хариулах
1235,treiben::V,гнать,туух
1236,anbinden::V,привязать,уях
1237,füttern::V,кормить,тэжээх
1238,melken::V,доить,саах
1239,hacken::V,рубить,цавчих
1240,gießen::V,полить,услах
1241,reifen::V,созреть,боловсрох
1242,zubereiten::V,приготовить,бэлдэх
1243,kochen::V,варить,чанах
1244,backen::V,печь,жигнэх
1245,braten::V,жарить,шарах
1246,braten::V,жарить,хайрах
1247,umrühren::V,перемешать,хутгах
1248,stricken::V,вязать,нэхэх
1249,stricken::V,вязать,сүлжих
1250,nähen::V,шить,оёх
1251,färben::V,покрасить,будах
1252,reinigen::V,очистить,арилгах
1253,reinigen::V,очистить,цэвэрлэх
1254,waschen::V,стирать,угаах
1255,abwischen::V,вытереть,арчих
1256,spülen::V,полоскать,зайлах
1257,fegen::V,подметать,хамах
1258,fegen::V,подметать,шүүрдэх
1259,kehren::V,мести,шүүрдэх
1260,kehren::V,мести,туужуудах
1261,baden::V,купаться,усанд орох
1262,sich waschen::V,мыться,биеэ угаах
1263,ausziehen::V,снять,тайлах
1264,anziehen::V,надеть,өмсөх
1265,sich anziehen::V,одеться,хувцаслах
1266,kämmen::V,причесать,самнах
1267,schmücken::V,украсить,гоёх
1268,schmücken::V,украсить,чимэх
1269,sagen::V,сказать,гэх
1270,sagen::V,сказать,хэлэх
1271,sprechen::V,говорить,ярих
1272,sprechen::V,говорить,өгүүлэх
1273,reden::V,разговаривать,хэлэх
1274,reden::V,разговаривать,хөөрөлдөх
1275,sich unterhalten::V,беседовать,ярилцах
1276,fragen::V,спросить,асуух
1277,bitten::V,просить,гуйх
1278,erzählen::V,рассказать,өгүүлэх
1279,mitteilen::V,сообщить,дуулгах
1280,mitteilen::V,сообщить,мэдээлэх
1281,nennen::V,назвать,нэрлэх
1282,rufen::V,звать,дуудах
1283,prahlen::V,хвастаться,бардах
1284,prahlen::V,хвастаться,сайрхах
1285,übersetzen::V,перевести,орчуулах
1286,denken::V,думать,санах
1287,glauben::V,верить,итгэх
1288,bemerken::V,заметить,ажих
1289,bemerken::V,заметить,ажиглах
1290,erkennen::V,узнать,таних
1291,begreifen::V,понять,ойлгох
1292,begreifen::V,постичь,ойлгох
1293,verstehen::V,услышать,мэдэж авах
1294,lernen::V,учиться,сурах
1295,wissen::V,знать,мэдэх
1296,sich erinnern an::V,вспомнить,дурсах
1297,vergessen::V,забыть,мартах
1298,messen::V,мерить,хэмжих
1299,zählen::V,считать,тоолох
1300,rechnen::V,считать,тооцоох
1301,lesen::V,читать,унших
1302,malen::V,рисовать,зурах
1303,zeichnen::V,рисовать,дүрслэн бичих
1304,schreiben::V,писать,бичих
1305,besitzen::V,иметь,эзэмших
1306,kaufen::V,купить,худалдан авах
1307,verkaufen::V,продать,худалдах
1308,bezahlen::V,заплатить,төлөх
1309,zahlen::V,платить,төлөх
1310,beherrschen::V,владеть,эзэмших
1311,ertragen::V,вытерпеть,тэсэх
