,Concept_ID,et,et
843,sehr::ADV,väga,väga
844,so::ADV,nii,nii
845,noch::ADV,veel,veel
846,nur::ADV,ainult,ainult
847,schon::ADV,juba,juba
848,wieder::ADV,jälle,jälle
849,vergebens::ADV,asjata,asjata
850,vor::PRP,ees,ees
851,hinter::PRP,taha,taha
852,unter::PRP,all,all
853,durch::PRP,läbi,läbi
854,durch::PRP,läbi,kaudu
855,durch::PRP,kaudu,läbi
856,durch::PRP,kaudu,kaudu
857,neben::PRP,kõrval,kõrval
858,zwischen::PRP,vahel,vahel
859,wegen::PRP,tõttu,tõttu
860,wegen::PRP,tõttu,pärast
861,wegen::PRP,pärast,tõttu
862,wegen::PRP,pärast,pärast
863,dies::PRN,see,see
864,das::PRN,see,see
865,alles::PRN,kõik,kõik
866,ich::PRN,mina,mina
867,du::PRN,sina,sina
868,er::PRN,tema,tema
869,wir::PRN,me,me
870,ihr::PRN,te,te
871,sie::PRN,nad,nad
872,was::FPRN,mis,mis
873,wer::FPRN,kes,kes
874,wo::FADV,kus,kus
875,wohin::FADV,kuhu,kuhu
876,wie::FADV,kuidas,kuidas
877,warum::FADV,miks,miks
878,wieviel::FNUM,mitu,mitu
879,wieviel::FNUM,mitu,kui palju
880,wieviel::FNUM,kui palju,mitu
881,wieviel::FNUM,kui palju,kui palju
882,eins::NUM,üks,üks
883,zwei::NUM,kaks,kaks
884,drei::NUM,kolm,kolm
885,vier::NUM,neli,neli
886,fünf::NUM,viis,viis
887,sechs::NUM,kuus,kuus
888,sieben::NUM,seitse,seitse
889,acht::NUM,kaheksa,kaheksa
890,neun::NUM,üheksa,üheksa
891,zehn::NUM,kümme,kümme
892,elf::NUM,üksteist,üksteist
893,zwölf::NUM,kaksteist,kaksteist
894,zwanzig::NUM,kakskümmend,kakskümmend
895,dreißig::NUM,kolmkümmend,kolmkümmend
896,vierzig::NUM,nelikümmend,nelikümmend
897,fünfzig::NUM,viiskümmend,viiskümmend
898,sechzig::NUM,kuuskümmend,kuuskümmend
899,siebzig::NUM,seitsekümmend,seitsekümmend
900,achtzig::NUM,kaheksakümmend,kaheksakümmend
901,neunzig::NUM,üheksakümmend,üheksakümmend
902,hundert::NUM,sada,sada
903,tausend::NUM,tuhat,tuhat
904,und::CNJ,ja,ja
905,oder::CNJ,või,või
906,stehen::V,seisma,seisma
907,sitzen::V,istuma,istuma
908,liegen::V,lamama,lamama
909,hängen::V,rippuma,rippuma
910,werden::V,saama,saama
911,werden::V,saama,hakkama
912,werden::V,hakkama,saama
913,werden::V,hakkama,hakkama
914,passieren::V,juhtuma,juhtuma
915,beginnen::V,algama,algama
916,beginnen::V,algama,hakkama
917,beginnen::V,hakkama,algama
918,beginnen::V,hakkama,hakkama
919,enden::V,lõppema,lõppema
920,wechseln::V,vahelduma,vahelduma
921,aufgehen[Sonne]::V,tõusma,tõusma
922,untergehen[Sonne]::V,loojuma,loojuma
923,scheinen[Sonne]::V,paistma,paistma
924,donnern::V,kõmisema,kõmisema
925,wehen::V,puhuma,puhuma
926,strömen::V,voolama,voolama
927,fließen::V,voolama,voolama
928,sich drehen::V,pöörduma,pöörduma
929,schwanken::V,kõikuma,kõikuma
930,schwingen::V,võnkuma,võnkuma
931,fallen::V,langema,langema
932,brennen::V,põlema,põlema
933,rauchen::V,suitsema,suitsema
934,regnen::V,sadama,sadama
935,gefrieren::V,kinni külmuma,kinni külmuma
936,tauen::V,sulama,sulama
937,schmelzen::V,sulama,sulama
938,trocknen::V,kuivama,kuivama
939,sieden::V,keema,keema
940,faulen::V,mädanema,mädanema
941,verfaulen::V,mädanema,mädanema
942,reißen::V,rebenema,rebenema
943,versinken::V,uppuma,uppuma
944,vergehen::V,mööduma,mööduma
945,erscheinen::V,ilmuma,ilmuma
946,verschwinden::V,kaduma,kaduma
947,sinken::V,vajuma,vajuma
948,sinken::V,vajuma,langema
949,sinken::V,langema,vajuma
950,sinken::V,langema,langema
951,abnehmen::V,vähenema,vähenema
952,abnehmen::V,vähenema,kahenema
953,abnehmen::V,kahenema,vähenema
954,abnehmen::V,kahenema,kahenema
955,zunehmen::V,kasvama,kasvama
956,steigen::V,tõusma,tõusma
957,steigen::V,tõusma,üles minema
958,steigen::V,üles minema,tõusma
959,steigen::V,üles minema,üles minema
960,wachsen::V,kasvama,kasvama
961,glänzen::V,läikimä,läikimä
962,funkeln::V,sädelema,sädelema
963,lärmen::V,lärmama,lärmama
964,läuten::V,helisema,helisema
965,klingeln::V,helisema,helisema
966,klirren::V,kõlisema,kõlisema
967,brausen::V,kohisema,kohisema
968,rauschen::V,kohisema,kohisema
969,klingen::V,kõlama,kõlama
970,bellen::V,haukuma,haukuma
971,heulen::V,uluma,uluma
972,blasen::V,puhuma,puhuma
973,pfeifen::V,vilistama,vilistama
974,schreien::V,karjuma,karjuma
975,stöhnen::V,oigama,oigama
976,zittern::V,värisema,värisema
977,leben::V,elama,elama
978,leben::V,elama,elus olema
979,leben::V,elus olema,elama
980,leben::V,elus olema,elus olema
981,geboren werden::V,sündima,sündima
982,atmen::V,hingama,hingama
983,trinken::V,jooma,jooma
984,essen::V,sööma,sööma
985,schlucken::V,neelama,neelama
986,müde werden::V,väsima,väsima
987,einschlafen::V,uinuma,uinuma
988,schlafen::V,magama,magama
989,aufwachen::V,ärkama,ärkama
990,aufstehen::V,ärkama,ärkama
991,aufstehen::V,ärkama,üles tõusma
992,aufstehen::V,üles tõusma,ärkama
993,aufstehen::V,üles tõusma,üles tõusma
994,sich erholen::V,puhkama,puhkama
995,krank werden::V,haigestuma,haigestuma
996,krank werden::V,haigestuma,haigeks jääma
997,krank werden::V,haigeks jääma,haigestuma
998,krank werden::V,haigeks jääma,haigeks jääma
999,krank sein::V,haige olema,haige olema
1000,schmerzen::V,valutama,valutama
1001,husten::V,köhima,köhima
1002,genesen::V,toibuma,toibuma
1003,sterben::V,surema,surema
1004,umkommen::V,surma saama,surma saama
1005,sich bewegen::V,liikuma,liikuma
1006,sich rühren::V,liikuma,liikuma
1007,sich erheben::V,kerkima,kerkima
1008,sich setzen::V,istet võtma,istet võtma
1009,hinfallen::V,kukkuma,kukkuma
1010,hinfallen::V,kukkuma,maha kukkuma
1011,hinfallen::V,maha kukkuma,kukkuma
1012,hinfallen::V,maha kukkuma,maha kukkuma
1013,laufen::V,kõndima,kõndima
1014,schreiten::V,astuma,astuma
1015,spazierengehen::V,jalutama,jalutama
1016,eilen::V,ruttama,ruttama
1017,eilen::V,ruttama,kiirustama
1018,eilen::V,kiirustama,ruttama
1019,eilen::V,kiirustama,kiirustama
1020,sich beeilen::V,ruttama,ruttama
1021,sich beeilen::V,ruttama,kiirustama
1022,sich beeilen::V,kiirustama,ruttama
1023,sich beeilen::V,kiirustama,kiirustama
1024,sausen::V,kihutama,kihutama
1025,sausen::V,kihutama,tormama
1026,sausen::V,tormama,kihutama
1027,sausen::V,tormama,tormama
1028,rennen::V,jooksma,jooksma
1029,rennen::V,jooksma,kihutama
1030,rennen::V,kihutama,jooksma
1031,rennen::V,kihutama,kihutama
1032,springen::V,hüppama,hüppama
1033,klettern::V,ronima,ronima
1034,schaukeln::V,kiikuma,kiikuma
1035,kriechen::V,roomama,roomama
1036,schwimmen::V,ujuma,ujuma
1037,tauchen::V,sukelduma,sukelduma
1038,rudern::V,sõudma,sõudma
1039,fahren::V,sõitma,sõitma
1040,fliegen::V,lendama,lendama
1041,gehen::V,käima,käima
1042,gehen::V,käima,minema
1043,gehen::V,minema,käima
1044,gehen::V,minema,minema
1045,weggehen::V,ära minema,ära minema
1046,weggehen::V,ära minema,välja minema
1047,weggehen::V,välja minema,ära minema
1048,weggehen::V,välja minema,välja minema
1049,abfahren::V,väljuma,väljuma
1050,abfahren::V,väljuma,ära sõitma
1051,abfahren::V,ära sõitma,väljuma
1052,abfahren::V,ära sõitma,ära sõitma
1053,anhalten::V,peatuma,peatuma
1054,hineingehen::V,sisenema,sisenema
1055,hineingehen::V,sisenema,sisse minema
1056,hineingehen::V,sisse minema,sisenema
1057,hineingehen::V,sisse minema,sisse minema
1058,eintreten::V,sisenema,sisenema
1059,eintreten::V,sisenema,sisse astuma
1060,eintreten::V,sisse astuma,sisenema
1061,eintreten::V,sisse astuma,sisse astuma
1062,kommen::V,tulema,tulema
1063,ankommen::V,saabuma,saabuma
1064,zurückkommen::V,tagasi tulema,tagasi tulema
1065,bleiben::V,jääma,jääma
1066,warten::V,ootama,ootama
1067,erwarten::V,ootama,ootama
1068,erwarten::V,ootama,lootma
1069,erwarten::V,lootma,ootama
1070,erwarten::V,lootma,lootma
1071,suchen::V,otsima,otsima
1072,finden::V,leidma,leidma
1073,versuchen::V,püüdma,püüdma
1074,versuchen::V,püüdma,üritama
1075,versuchen::V,püüdma,katsetama
1076,versuchen::V,üritama,püüdma
1077,versuchen::V,üritama,üritama
1078,versuchen::V,üritama,katsetama
1079,versuchen::V,katsetama,püüdma
1080,versuchen::V,katsetama,üritama
1081,versuchen::V,katsetama,katsetama
1082,vorbereiten::V,valmistama,valmistama
1083,lieben::V,armastama,armastama
1084,mögen::V,sallima,sallima
1085,mögen::V,sallima,meeldima
1086,mögen::V,meeldima,sallima
1087,mögen::V,meeldima,meeldima
1088,lachen::V,naerma,naerma
1089,rühren::V,liigutama,liigutama
1090,rühren::V,liigutama,heldima panema
1091,rühren::V,heldima panema,liigutama
1092,rühren::V,heldima panema,heldima panema
1093,weinen::V,nutma,nutma
1094,schimpfen::V,sõimama,sõimama
1095,sich ärgern::V,ärrituma,ärrituma
1096,sich ärgern::V,ärrituma,vihastuma
1097,sich ärgern::V,vihastuma,ärrituma
1098,sich ärgern::V,vihastuma,vihastuma
1099,sich fürchten::V,kartma,kartma
1100,sich fürchten::V,kartma,hirmu tundma
1101,sich fürchten::V,hirmu tundma,kartma
1102,sich fürchten::V,hirmu tundma,hirmu tundma
1103,fürchten::V,kartma,kartma
1104,fliehen::V,põgenema,põgenema
1105,flüchten::V,põgenema,põgenema
1106,sehen::V,nägema,nägema
1107,anschauen::V,vaatama,vaatama
1108,ansehen::V,vaatama,vaatama
1109,hören::V,kuulma,kuulma
1110,zuhören::V,kuulama,kuulama
1111,probieren::V,proovima,proovima
1112,riechen::V,nuusutama,nuusutama
1113,fühlen::V,tundma,tundma
1114,scheinen::V,näida,näida
1115,scheinen::V,näida,ilmuda
1116,scheinen::V,ilmuda,näida
1117,scheinen::V,ilmuda,ilmuda
1118,zu sehen sein::V,ilmuma,ilmuma
1119,vernehmen::V,üle kuulama,üle kuulama
1120,frieren::V,külmetada,külmetada
1121,tun::V,tegema,tegema
1122,können::V,võima,võima
1123,können::V,võima,oskama
1124,können::V,oskama,võima
1125,können::V,oskama,oskama
1126,wollen::V,tahtma,tahtma
1127,anfangen::V,hakkama,hakkama
1128,anfangen::V,hakkama,alustama
1129,anfangen::V,alustama,hakkama
1130,anfangen::V,alustama,alustama
1131,beenden::V,lõpetama,lõpetama
1132,aufhören::V,lakkama,lakkama
1133,gelingen::V,õnnestuma,õnnestuma
1134,geraten::V,jõudma,jõudma
1135,öffnen::V,avama,avama
1136,schließen::V,sulgema,sulgema
1137,stellen::V,panema,panema
1138,stellen::V,panema,asetama
1139,stellen::V,asetama,panema
1140,stellen::V,asetama,asetama
1141,setzen::V,panema,panema
1142,legen::V,panema,panema
1143,legen::V,panema,asetama
1144,legen::V,asetama,panema
1145,legen::V,asetama,asetama
1146,berühren::V,riivama,riivama
1147,berühren::V,riivama,puudutama
1148,berühren::V,puudutama,riivama
1149,berühren::V,puudutama,puudutama
1150,verbinden::V,ühendama,ühendama
1151,bedecken::V,katma,katma
1152,aufhängen::V,riputama,riputama
1153,anzünden::V,süütama,süütama
1154,aufheben::V,üles tõstma,üles tõstma
1155,zurücklassen::V,jätma,jätma
1156,verlieren::V,kaotama,kaotama
1157,fallen lassen::V,maha pillama,maha pillama
1158,fallen lassen::V,maha pillama,kukkuda laskma
1159,fallen lassen::V,kukkuda laskma,maha pillama
1160,fallen lassen::V,kukkuda laskma,kukkuda laskma
1161,machen::V,tegema,tegema
1162,herstellen::V,valmistama,valmistama
1163,bauen::V,ehitama,ehitama
1164,reparieren::V,parandama,parandama
1165,verbessern::V,parandama,parandama
1166,ändern::V,muutma,muutma
1167,ändern::V,muutma,ümber tegema
1168,ändern::V,ümber tegema,muutma
1169,ändern::V,ümber tegema,ümber tegema
1170,graben::V,kaevama,kaevama
1171,beugen::V,painutama,painutama
1172,biegen::V,painutama,painutama
1173,drehen::V,keerama,keerama
1174,wenden::V,ümber pöörama,ümber pöörama
1175,umdrehen::V,ümber keerama,ümber keerama
1176,heben::V,tõstma,tõstma
1177,hochheben::V,üles tõstma,üles tõstma
1178,hochheben::V,üles tõstma,kõrgele tõstma
1179,hochheben::V,kõrgele tõstma,üles tõstma
1180,hochheben::V,kõrgele tõstma,kõrgele tõstma
1181,ergreifen::V,haarama,haarama
1182,halten::V,hoidma,hoidma
1183,drücken::V,pigistama,pigistama
1184,schieben::V,lükkama,lükkama
1185,kratzen::V,kraapima,kraapima
1186,lecken::V,lakkuma,lakkuma
1187,beißen::V,purema,purema
1188,beißen::V,purema,hammustama
1189,beißen::V,hammustama,purema
1190,beißen::V,hammustama,hammustama
1191,abreißen::V,rebima,rebima
1192,abreißen::V,rebima,ära rebima
1193,abreißen::V,ära rebima,rebima
1194,abreißen::V,ära rebima,ära rebima
1195,abschneiden::V,ära lõikama,ära lõikama
1196,binden::V,siduma,siduma
1197,stecken::V,pistma,pistma
1198,brechen::V,murdma,murdma
1199,klopfen::V,koputama,koputama
1200,hauen::V,lööma,lööma
1201,kleben::V,kleepima,kleepima
1202,reiben::V,hõõruma,hõõruma
1203,streichen::V,silitama,silitama
1204,schleifen::V,lihvima,lihvima
1205,schleifen::V,lihvima,teritama
1206,schleifen::V,teritama,lihvima
1207,schleifen::V,teritama,teritama
1208,schneiden::V,lõikama,lõikama
1209,rütteln::V,raputama,raputama
1210,schütteln::V,raputama,raputama
1211,schütteln::V,raputama,loksutama
1212,schütteln::V,loksutama,raputama
1213,schütteln::V,loksutama,loksutama
1214,schwenken::V,vehkima,vehkima
1215,schwenken::V,vehkima,lehvitama
1216,schwenken::V,lehvitama,vehkima
1217,schwenken::V,lehvitama,lehvitama
1218,schütten::V,kallama,kallama
1219,füllen::V,täitma,täitma
1220,einwickeln::V,sisse mähkima,sisse mähkima
1221,tragen::V,kandma,kandma
1222,schleppen::V,tassima,tassima
1223,schleppen::V,tassima,lohistama
1224,schleppen::V,lohistama,tassima
1225,schleppen::V,lohistama,lohistama
1226,ziehen::V,vedama,vedama
1227,ziehen::V,vedama,tõmbama
1228,ziehen::V,tõmbama,vedama
1229,ziehen::V,tõmbama,tõmbama
1230,aufbewahren::V,säilitama,säilitama
1231,aufbewahren::V,säilitama,alal hoidma
1232,aufbewahren::V,alal hoidma,säilitama
1233,aufbewahren::V,alal hoidma,alal hoidma
1234,werfen::V,viskama,viskama
1235,fangen::V,püüdma,püüdma
1236,packen::V,kinni haarama,kinni haarama
1237,packen::V,kinni haarama,kinni võtma
1238,packen::V,kinni võtma,kinni haarama
1239,packen::V,kinni võtma,kinni võtma
1240,verstecken::V,peitma,peitma
1241,teilen::V,jagama,jagama
1242,teilen::V,jagama,jaotama
1243,teilen::V,jaotama,jagama
1244,teilen::V,jaotama,jaotama
1245,schicken::V,saatma,saatma
1246,bringen::V,viima,viima
1247,hinzufügen::V,lisama,lisama
1248,bekommen::V,saama,saama
1249,erhalten::V,saama,saama
1250,nehmen::V,võtma,võtma
1251,wählen::V,valima,valima
1252,auswählen::V,valima,valima
1253,bewahren::V,hoidma,hoidma
1254,behindern::V,takistama,takistama
1255,verderben::V,rikkuma,rikkuma
1256,beschädigen::V,rikkuma,rikkuma
1257,zerbrechen::V,katki tegema,katki tegema
1258,zerreißen::V,katki rebima,katki rebima
1259,zerstören::V,purustama,purustama
1260,verbrennen::V,põletama,põletama
1261,geben::V,andma,andma
1262,reichen::V,andma,andma
1263,reichen::V,andma,ulatama
1264,reichen::V,ulatama,andma
1265,reichen::V,ulatama,ulatama
1266,schenken::V,kinkima,kinkima
1267,versprechen::V,lubama,lubama
1268,versprechen::V,lubama,tõotama
1269,versprechen::V,tõotama,lubama
1270,versprechen::V,tõotama,tõotama
1271,wünschen::V,soovima,soovima
1272,loben::V,kiitma,kiitma
1273,küssen::V,suudlema,suudlema
1274,wiegen::V,hällitama,hällitama
1275,zudecken::V,kaanetama,kaanetama
1276,zudecken::V,kaanetama,kinni katma
1277,zudecken::V,kinni katma,kaanetama
1278,zudecken::V,kinni katma,kinni katma
1279,wecken::V,äratama,äratama
1280,zeigen::V,näitama,näitama
1281,führen::V,juhatama,juhatama
1282,lehren::V,õpetama,õpetama
1283,unterrichten::V,õpetama,õpetama
1284,aufziehen::V,üles kasvatama,üles kasvatama
1285,leiten::V,juhtima,juhtima
1286,antreiben::V,ergutama,ergutama
1287,lassen::V,laskma,laskma
1288,einladen::V,kutsuma,kutsuma
1289,vereinigen::V,ühendama,ühendama
1290,besuchen::V,külastama,külastama
1291,treffen::V,kohtama,kohtama
1292,sich versammeln::V,kogunema,kogunema
1293,spielen::V,mängima,mängima
1294,singen::V,laulma,laulma
1295,tanzen::V,tantsima,tantsima
1296,sich trennen::V,lahku minema,lahku minema
1297,verlassen::V,maha jätma,maha jätma
1298,retten::V,päästma,päästma
1299,bewachen::V,valvama,valvama
1300,schützen::V,kaitsma,kaitsma
1301,verteidigen::V,kaitsma,kaitsma
1302,sich schlagen::V,kaklema,kaklema
1303,schießen::V,tulistama,tulistama
1304,siegen::V,võitma,võitma
1305,ärgern::V,ärritama,ärritama
1306,ärgern::V,ärritama,vihastama
1307,ärgern::V,vihastama,ärritama
1308,ärgern::V,vihastama,vihastama
1309,schlagen::V,lööma,lööma
1310,treten::V,sõtkuma,sõtkuma
1311,stechen::V,pistma,pistma
1312,stechen::V,pistma,torkama
1313,stechen::V,torkama,pistma
1314,stechen::V,torkama,torkama
1315,stoßen::V,tõukama,tõukama
1316,stehlen::V,varastama,varastama
1317,stören::V,segama,segama
1318,stören::V,segama,häirima
1319,stören::V,häirima,segama
1320,stören::V,häirima,häirima
1321,belästigen::V,ahistama,ahistama
1322,verbergen::V,peitma,peitma
1323,verbergen::V,peitma,varjama
1324,verbergen::V,varjama,peitma
1325,verbergen::V,varjama,varjama
1326,täuschen::V,petma,petma
1327,täuschen::V,petma,tüssama
1328,täuschen::V,tüssama,petma
1329,täuschen::V,tüssama,tüssama
1330,betrügen::V,petma,petma
1331,betrügen::V,petma,tüssama
1332,betrügen::V,petma,truudust murtma
1333,betrügen::V,tüssama,petma
1334,betrügen::V,tüssama,tüssama
1335,betrügen::V,tüssama,truudust murtma
1336,betrügen::V,truudust murtma,petma
1337,betrügen::V,truudust murtma,tüssama
1338,betrügen::V,truudust murtma,truudust murtma
1339,töten::V,tapma,tapma
1340,töten::V,tapma,surmama
1341,töten::V,surmama,tapma
1342,töten::V,surmama,surmama
1343,wohnen::V,elama,elama
1344,arbeiten::V,töötama,töötama
1345,sammeln::V,koguma,koguma
1346,sammeln::V,koguma,korjama
1347,sammeln::V,korjama,koguma
1348,sammeln::V,korjama,korjama
1349,pflücken::V,noppima,noppima
1350,jagen::V,jahtima,jahtima
1351,fischen::V,kalastama,kalastama
1352,fischen::V,kalastama,kala püüdma
1353,fischen::V,kala püüdma,kalastama
1354,fischen::V,kala püüdma,kala püüdma
1355,fassen::V,püüdma,püüdma
1356,hüten::V,karjatama,karjatama
1357,treiben::V,ajama,ajama
1358,anbinden::V,kinni siduma,kinni siduma
1359,füttern::V,söötma,söötma
1360,melken::V,lüpsma,lüpsma
1361,hacken::V,raiuma,raiuma
1362,hacken::V,raiuma,lõhkuma
1363,hacken::V,lõhkuma,raiuma
1364,hacken::V,lõhkuma,lõhkuma
1365,gießen::V,kastma,kastma
1366,reifen::V,valmima,valmima
1367,zubereiten::V,valmistama,valmistama
1368,kochen::V,keetma,keetma
1369,backen::V,küpsetama,küpsetama
1370,braten::V,praadima,praadima
1371,umrühren::V,segama,segama
1372,stricken::V,kuduma,kuduma
1373,nähen::V,õmblema,õmblema
1374,färben::V,värvima,värvima
1375,reinigen::V,puhastama,puhastama
1376,waschen::V,pesema,pesema
1377,abwischen::V,puhtaks pühkima,puhtaks pühkima
1378,spülen::V,uhtma,uhtma
1379,fegen::V,pühkima,pühkima
1380,kehren::V,pühkima,pühkima
1381,baden::V,suplema,suplema
1382,baden::V,suplema,kümblema
1383,baden::V,kümblema,suplema
1384,baden::V,kümblema,kümblema
1385,sich waschen::V,end pesema,end pesema
1386,ausziehen::V,käest võtma,käest võtma
1387,ausziehen::V,käest võtma,jalast võtma
1388,ausziehen::V,käest võtma,seljast võtma
1389,ausziehen::V,jalast võtma,käest võtma
1390,ausziehen::V,jalast võtma,jalast võtma
1391,ausziehen::V,jalast võtma,seljast võtma
1392,ausziehen::V,seljast võtma,käest võtma
1393,ausziehen::V,seljast võtma,jalast võtma
1394,ausziehen::V,seljast võtma,seljast võtma
1395,anziehen::V,jalga panema,jalga panema
1396,sich anziehen::V,riietuma,riietuma
1397,kämmen::V,kammima,kammima
1398,schmücken::V,kaunistama,kaunistama
1399,sagen::V,ütlema,ütlema
1400,sprechen::V,rääkima,rääkima
1401,sprechen::V,rääkima,kõnelema
1402,sprechen::V,kõnelema,rääkima
1403,sprechen::V,kõnelema,kõnelema
1404,reden::V,kõnelema,kõnelema
1405,sich unterhalten::V,vestlema,vestlema
1406,fragen::V,küsima,küsima
1407,bitten::V,paluma,paluma
1408,erzählen::V,jutustama,jutustama
1409,mitteilen::V,teatama,teatama
1410,mitteilen::V,teatama,teada andma
1411,mitteilen::V,teada andma,teatama
1412,mitteilen::V,teada andma,teada andma
1413,nennen::V,nimetama,nimetama
1414,rufen::V,kutsuma,kutsuma
1415,prahlen::V,hooplema,hooplema
1416,übersetzen::V,tõlkima,tõlkima
1417,denken::V,mõtlema,mõtlema
1418,glauben::V,uskuma,uskuma
1419,bemerken::V,märkama,märkama
1420,erkennen::V,ära tundma,ära tundma
1421,begreifen::V,aru saama,aru saama
1422,verstehen::V,mõistma,mõistma
1423,lernen::V,õppima,õppima
1424,wissen::V,teadma,teadma
1425,sich erinnern an::V,mäletama,mäletama
1426,vergessen::V,unustama,unustama
1427,messen::V,mõõtma,mõõtma
1428,zählen::V,loendama,loendama
1429,rechnen::V,arvutama,arvutama
1430,lesen::V,lugema,lugema
1431,malen::V,maalima,maalima
1432,zeichnen::V,joonistama,joonistama
1433,schreiben::V,kirjutama,kirjutama
1434,besitzen::V,omama,omama
1435,kaufen::V,ostma,ostma
1436,verkaufen::V,müüma,müüma
1437,bezahlen::V,tasuma,tasuma
1438,zahlen::V,maksma,maksma
1439,beherrschen::V,valitsema,valitsema
1440,ertragen::V,taluma,taluma
