,Concept_ID,xal,ko
125,Baum::N,модн,나무
126,Stamm::N,шилв,대
127,Stamm::N,һол модн,대
128,Rinde::N,көрсн,나무껍질
129,Ast::N,ац,가지
130,Zweig::N,ац,가지
131,Blatt::N,хамтхасн,잎
132,Birke::N,хусм модн,자작나무
133,Kiefer[Baum]::N,шар харһа,소나무
134,Weide[Baum]::N,удн,쉬양버들
135,Tanne::N,җөөлн цаһан модн,전나무
136,Horn::N,өвр,뿔
137,Feder::N,өрвлг,깃털
138,Fell::N,арсн,피혁모피
139,Flügel::N,җивр,날개
140,Klaue::N,хумсн,갈고리 발톺
141,Kralle::N,тавг,발툭
142,Schwanz::N,сүл,꼬리
143,Ei::N,өндгн,알
144,Nest::N,үр,보금자리
145,Bau::N,нүкн,굴
146,Tier::N,мал,짐승
147,Herde::N,сүрг мал,가축의떼
148,Kuh::N,үкр,암소
149,Bulle::N,бух,황소
150,Pferd::N,мөрн,말
151,Schaf::N,хөн,양
152,Schwein::N,һаха,돼지
153,Hund::N,ноха,개
154,Katze::N,мис,고양이
155,Bär::N,аю,콤
156,Eichhörnchen::N,кермн,다람쥐
157,Elch::N,хандһа,고라니
158,Fuchs::N,арат,여우
159,Hase::N,туула,토끼
160,Maus::N,хулһн,쥐
161,Wolf::N,чон,늑대
162,Vogel::N,шовун,새
163,Schwarm::N,зел,뗴
164,Huhn::N,така,암탉
165,Hahn::N,эр така,수탉
166,Gans::N,һалун,거위
167,Adler::N,һәрд,수리
168,Ente::N,нуһсн,오리
169,Eule::N,һурвлһ,부엉이
170,Kranich::N,тоһрун,두루미
171,Krähe::N,шаазһа,까마귀
172,Kuckuck::N,эргин хуцдг,뻐꾸기
173,Schwan::N,хун,배조
174,Fisch::N,заһсн,물고기
175,Barsch::N,шүрг,농어
176,Hecht::N,цурх,에속스
177,Schlange[Tier]::N,моһа,뱀
178,Wurm::N,өтн,벌레
179,Spinne::N,аралҗн,거미
180,Ameise::N,шорһлҗн,개미
181,Laus::N,бөөсн,이
182,Mücke::N,бөкүн,모기
183,Fliege::N,батхн,날기
184,Schmetterling::N,эрвәкә,나비
185,Beere::N,бөөлҗрһн,장과
186,Apfel::N,альмн,사과
187,Pilz::N,теңгрин ки,고방이
188,Zwiebel::N,мәңгрснә толһа,양파
189,Saat::N,буудян экн,씨
190,Korn::N,экн,알맹이
191,Heu::N,өвсн,건초
192,Schale::N,хальсн,피상
193,Grube::N,нүкн,
194,Falle::N,урх,함정
195,Falle::N,хавх,함정
196,Schlinge::N,бүтү,올가미
197,Schlinge::N,бүтү,멜빵붕대
198,Spur::N,мөр,발지국
199,Asche::N,үмсн,재
200,Dreck::N,бальчг,똥
201,Dreck::N,бальчг,오물
202,Eisen::N,төмр,쇠
203,Eisen::N,төмр,철
204,Gold::N,алтн,항금
205,Silber::N,мөңгн,은
206,Silber::N,цаһан мөңгн,은
207,Kohle::N,нүүрсн,슻
208,Glas::N,шил,유리
209,Lehm::N,шавр,찰흙
210,Sand::N,элсн,모래
211,Mensch::N,күн,사람
212,Mensch::N,күмн,사람
213,Mann::N,эр,남자
214,Frau::N,күүкд күн,여자
215,Kind::N,үрн,아이
216,Junge::N,көвүн,소녁
217,Mädchen::N,бичкн күүкн,소녀
218,Familie::N,бүл,가족
219,Großvater::N,өвк эцк,할아버지
220,Großvater::N,наһц эцк,할아버지
221,Großmutter::N,эмг эк,할머니
222,Großmutter::N,наһц эк,할머니
223,Eltern::N,эк эцк хойр,어버오
224,Vater::N,эцк,아버지
225,Mutter::N,эк,어머니
226,Sohn::N,көвүн,아들
227,Tochter::N,күүкн,딸기
228,Bruder::N,дү көвүн,형제
229,Schwester::N,эгч,누이
230,Schwester::N,дү күүкн,누이
231,Onkel::N,авһ,백부
232,Onkel::N,наһцх,백부
233,Tante::N,наһц эгч,아주머니
234,Ehemann::N,залу,남편
235,Ehefrau::N,гергн,아내
236,Freude::N,байр,기쁨
237,Gelächter::N,инәдн,웃음
238,Glück::N,җирһл,즐거움
239,Glück::N,сәәхн җирһл,즐거움
240,Kummer::N,зовлң,슬픔
241,Wunsch::N,дурн,소망
242,Lust::N,җилвтлһн,
243,Geist::N,зөрг,할기
244,Gedanke::N,ухан,상념
245,Gedächtnis::N,чееҗин тодлвр,기억
246,Verstand::N,ухан,분별
247,Verstand::N,ухан,지능
248,Sinn::N,учр-утх,센스
249,Grund::N,учр,까닭
250,Grund::N,шалтан,까닭
251,Wahrheit::N,үнн,참
252,Wahrheit::N,үнн,진실
253,Gespräch::N,күүндвүр,대화
254,Märchen::N,тууль,동화
255,Erzählung::N,келвр,이야기
256,Nachricht::N,медүллһн,
257,Neuigkeit::N,зәңг,뉴스
258,Name::N,нерн,이름
259,Rätsel::N,тәәлвртә тууль,수수께끼
260,Rede::N,келлһн,연설
261,Sprache::N,келн,말
262,Stimme::N,дун,목소리
263,Wort::N,үг,낱말
264,Zeichen::N,темдг,신호
265,Ruf::N,дуудлһн,부름
266,Lärm::N,шууган,소동
267,Laut::N,ә,음성
268,Ton::N,дун,목소리
269,Lied::N,дун,노래
270,Ruhe::N,амулң,쉼
271,Leute::N,әмтн,사람들
272,Volk::N,улс,국중
273,Arbeit::N,көдлмш,근로
274,Arbeit::N,көдлмш,너무
275,Gast::N,гиич,손님
276,Geschenk::N,белг,행하
277,Spiel::N,наадн,무리
278,Gesellschaft::N,олн,교제
279,Hilfe::N,нөкд,거들음
280,Hilfe::N,нөкд,보좌
281,Freund::N,иньг,친구
282,Kamerad::N,үр,동실자
283,Angelegenheit::N,керг,용무
284,Anzahl::N,то,어떤
285,Anzahl::N,то,수
286,Art::N,зүүл,정류
287,Stück::N,хусг,일부분
288,Teil::N,хүв,몱
289,Teil::N,хүв,구훠
290,Hälfte::N,өрәл,2분의
291,Kreis::N,төгрг,고리
292,Kreuz::N,кирс,열십자
293,Linie::N,зурасн,선
294,Strich::N,татасн,스침
295,Abstand::N,зә,거리
296,Entfernung::N,һазр,거리
297,Gegend::N,һазр,곳
298,Gegend::N,һазр,부금
299,Platz::N,зә,장소
300,Ort::N,бәәрн,장소
301,Seite::N,тал,옆면
302,Seite::N,хаҗу,옆면
303,Seite::N,хәврһ,옆면
304,Mitte::N,дунд,궁간
305,Gegenstand::N,юмн,항목
306,Sache::N,юмн,뭉에
307,Rand::N,зах,가
308,Kante::N,ирмәг,귀퉁
309,Ecke::N,өнцг,구석
310,Spitze::N,үзүр,끝
311,Spitze::N,үзүр,참단
312,Ende::N,үзүр,말당
313,Loch::N,хаһрха,빙옷
314,Winkel::N,булң,각도
315,Muster::N,намч,본
316,Muster::N,намч,견복
317,Größe::N,кемҗән,신장
318,Länge::N,ут,길이긺
319,Höhe::N,өндр,높이
320,Gewicht::N,күнд,추
321,Gewicht::N,чиңнүр,추
322,Menge::N,ик,수양
323,Haufen::N,ова,퇴적
324,Reihe::N,зерг,열
325,Reihe::N,зерглән,열
326,Boot::N,оңһц,보트
327,Ruder::N,хәәв,노
328,Schlitten::N,цан,썰매
329,Ski::N,лыҗ,스키
330,Lagerfeuer::N,костёр,캠프의 모닥불
331,Last::N,күнд,무거운짐
332,Gang::N,йовлһн,걸음
333,Schritt::N,ишкм,보조
334,Norden::N,ар үзг,북쪽 
335,Süden::N,өмн,남쪽
336,Süden::N,өмн үзг,남쪽
337,Westen::N,барун,서쪽
338,Westen::N,барун үзг,서쪽
339,Osten::N,зүн,동쪽
340,Osten::N,зүн үзг,동쪽
341,Holz::N,модн,목재
342,Brett::N,харһа,마루널
343,Platte::N,хавтха чолун,탤
344,Platte::N,хавтха чолун,금속판
345,Stütze::N,тулг,버팀목
346,Stange::N,уньн,장대
347,Stock::N,модн,막대기
348,Stab::N,шуург,작대기
349,Rohr::N,турва,갈대
350,Haus::N,гер,집
351,Heim::N,гер-бул,집
352,Ofen::N,беш,아궁이
353,Fußboden::N,девскр,마루
354,Tisch::N,ширә,탁자
355,Stuhl::N,стул,의자
356,Wiege::N,өлгә,발상지
357,Wiege::N,дүүҗң,발상지
358,Bett::N,орн,침대
359,Bett::N,орндг,침대
360,Regal::N,таг,서가
361,Regal::N,тәвц,서가
362,Kiste::N,яршг,짐궤
363,Fenster::N,терз,눔
364,Tür::N,үүдн,문
365,Tor::N,үүдн,대문
366,Tor::N,өргн үүдн,대문
367,Tor::N,хашан үүдн,대문
368,Zaun::N,хаша,담장
369,Dach::N,деевр,지붕
370,Leiter::N,шат,사닥다리
371,Leiter::N,давшур,사닥다리
372,Besen::N,сәвүр,비
373,Spaten::N,күрз,가래
374,Schaufel::N,совг,삽
375,Gabel::N,серә,갈래
376,Löffel::N,ухр,숟가락
377,Messer::N,утх,나이프
378,Nagel::N,хадасн,발툽
379,Netz::N,гөлм,그물
380,Haken::N,дегә,갈고리
381,Griff::N,иш,움켜쥠
382,Griff::N,бәрүл,움켜쥠
383,Schloss::N,оньс,자물쇠
384,Bild::N,зург,그림
385,Figur::N,фигур,몸메
386,Puppe::N,наадһа,인형
387,Beutel::N,мишг,클
388,Bündel::N,багла,자근다발
389,Bündel::N,боодһа,자근다발
390,Tasche::N,сумк,가방
391,Eimer::N,суулһ,동이
392,Deckel::N,бүркәсн,뚜껑
393,Geschirr::N,сав,식시
394,Geschirr::N,сав-сарх,식시
395,Sack::N,мишг,조갑
396,Tasse::N,ааһ,차잔
397,Topf::N,кастрюль,단지
398,Kessel::N,хәәсн,주전자
399,Essen::N,зоогллһн,먹기
400,Nahrung::N,теҗәл,식료
401,Speise::N,хот,음식물
402,Fleisch::N,махн,고기
403,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,곡물
404,Brei::N,хаш,젤리
405,Brot::N,өдмг,빵
406,Scheibe::N,зүсм,원반
407,Fett::N,өөкн,기름
408,Butter::N,тосн,버터
409,Öl::N,тосн,올리브유
410,Salz::N,давсн,소금
411,Suppe::N,шөлн,국
412,Suppe::N,шөлн,수프
413,Honig::N,бал,감미
414,Milch::N,үсн,유즙
415,Tee::N,цә,차
416,Leder::N,арсн,가죽
417,Wolle::N,утцн,양털
418,Wolle::N,эд,양털
419,Stoff::N,эд,패료
420,Nadel::N,зүн,바늘
421,Faden::N,утцн,콘실
422,Knopf::N,товч,단추
423,Knoten::N,зәңгдә,곁절
424,Farbe::N,будг,색
425,Kleidung::N,хувцн,옷입기
426,Kleidung::N,хувц-хунр,옷입기
427,Hemd::N,киилг,속옷
428,Kragen::N,зах,깃
429,Ärmel::N,ханцн,소매
430,Hose::N,шалвур,바지
431,Gürtel::N,бүс,밴드
432,Mütze::N,махла,모자
433,Schuh::N,башмгуд,구두
434,Stiefel::N,һосн,장화
435,Ring::N,билцг,고리
436,Band::N,лент,리본
437,Kamm::N,сам,빗
438,Spiegel::N,толь,거울
439,Riemen::N,бүс,가죽끈
440,Schnur::N,деесн,밧줄
441,Leine::N,бурнтг,고삐줄
442,Leine::N,нохан көтлвр,고삐줄
443,Decke::N,көнҗл,이부자리
444,Kissen::N,дер,깔개
445,Tuch::N,альчур,천
446,Handtuch::N,полотенц,수건
447,Handtuch::N,һар-нүүрин альчур,수건
448,Kraft::N,күчн,세력
449,Stärke::N,чидл,힘
450,Gesundheit::N,эрүл-менд,위생
451,Krankheit::N,өвчн,병
452,Schmerz::N,өвдлһн,아픔고통
453,Wunde::N,шав,상처
454,Fieber::N,безг,열별
455,Arznei::N,эм,약
456,Brücke::N,тагт,교량
457,Brunnen::N,худг,원천
458,Weide::N,малын идг,목장
459,Pfad::N,цувг,좁은길
460,Weg::N,хаалһ,길
461,Straße::N,зам,길
462,Dorf::N,хотн,촌
463,Dorf::N,хотн,촌락
464,Stadt::N,балһсн,도시
465,Brief::N,бичг,서한
466,Buch::N,дегтр,책
467,Buchstabe::N,үзг,문자
468,Zeitung::N,газет,신문
469,Leben::N,җирһл,삶
470,Tod::N,үкл,죽음
471,Tod::N,өңгрлһн,죽음
472,Grab::N,оршалһна нүкн,무덤
473,Kirche::N,чонҗ,교회
474,Sünde::N,нүл,부정
475,Sünde::N,килнц,부정
476,Gott::N,бурхн,하느님
477,Arbeiter::N,көдлмшч,일하는사람
478,Chef::N,толһач,사장
479,Meister::N,урн,명인
480,Meister::N,урн,대가
481,Arzt::N,эмч,의사
482,Lehrer::N,багш,교사
483,Geld::N,мөңгн,돈
484,Geschäft::N,көдлмш,일
485,Laden::N,лавк,가게
486,Preis::N,үн,가격
487,Ware::N,эд-тавр,상품
488,Nutzen::N,олз,이익
489,Reichtum::N,зөөр,많음
490,Welt::N,орчлң,세상
491,Welt::N,делкә,세상
492,Land::N,орн-нутг,지방
493,Staat::N,государств,국가
494,König::N,хан,국왕
495,Macht::N,йосн,힘
496,Grenze::N,меҗә,국경
497,Krieg::N,дән,전쟁
498,Feind::N,дәәсн,적
499,Gewalt::N,күч һарһлһн,권력
500,Kampf::N,ноолдан,전투
501,Kampf::N,бәрлдлһн,전투
502,Bogen[Waffe]::N,саадг,활
503,Pfeil::N,сумн,화살
504,Gewehr::N,бу,무기
505,Fehler::N,алдг,오류
506,Lüge::N,худл,거짓말
507,Schaden::N,хорлт,손상
508,Unglück::N,гүрм,불행
509,Schuld::N,гем,부채
510,Schuld::N,буру,부채
511,Alter::N,насн,연령
512,Schluss::N,чилгч,마감
513,Zeit::N,цаг,때
514,Zeit::N,цаг,시간
515,Tag::N,өдр,하루
516,Morgen::N,өрүн,이침
517,Mittag::N,үд,대낮
518,Abend::N,асхн,저녁
519,Nacht::N,сө,밤
520,Woche::N,долан хонг,근무일
521,Monat::N,сар,달
522,Jahr::N,җил,해
523,Frühling::N,хавр,봄
524,Sommer::N,зун,여름
525,Herbst::N,намр,가을
526,Winter::N,үвл,겨울
527,Januar::N,январь,일월
528,Februar::N,февраль,이월
529,März::N,март,삼월
530,März::N,моһа сар,삼월
531,April::N,апрель,사월
532,Mai::N,май,오월
533,Juni::N,июнь,유월
534,Juni::N,мөчн сар,유월
535,Juli::N,июль,칠월
536,August::N,август,팔월
537,September::N,һаха сар,구월
538,Oktober::N,октябрь,시월
539,November::N,ноябрь,십일월
540,November::N,үкр сар,십일월
541,Dezember::N,бар сар,십이월
542,Montag::N,понедельник,월요일
543,Dienstag::N,вторник,화요일
544,Mittwoch::N,среда,수요일
545,Mittwoch::N,үлмҗ өдр,수요일
546,Donnerstag::N,четверг,모교일
547,Donnerstag::N,пүрвә өдр,모교일
548,Freitag::N,пятниц,그묘일
549,Samstag::N,суббот,토요일
550,Sonntag::N,нарн өдр,일요일
551,Sonntag::N,воскресень,일요일
552,groß::A,ик,큰
553,klein::A,бичкн,자근
554,lang::A,ут,긴
555,kurz::A,оһтр,짧은
556,breit::A,өргн,넓은
557,schmal::A,уутьхн,좁은
558,dicht::A,нигт,농밀한
559,dick[Gegenstand]::A,зузан,두꺼운
560,dünn::A,нимгн,얇은
561,fein::A,нәрхн,미세한
562,fest::A,бат,굳은
563,flach::A,хавтха,얕은
564,glatt::A,тегш,반들반들한
565,glatt::A,тиньгр,반들반들한
566,hart::A,хату,굳은
567,weich::A,җөөлн,연한
568,weich::A,җөөлкн,연한
569,rund::A,төгрг,둥근
570,spitz::A,шовһр,뾰족한
571,scharf::A,хурц,날카로운
572,stumpf::A,мука,무딘
573,schwer::A,күнд,무거운
574,schön::A,сәәхн,멋진
575,heiß::A,халун,뜨거운
576,warm::A,дулан,따뜻한
577,kalt::A,киитн,찬
578,kühl::A,серүн,서늘한
579,frisch::A,серүн,신선한
580,feucht::A,чиигтә,축축한
581,nass::A,чиигтә,젖은
582,trocken::A,хагсу,마른
583,voll::A,дүүрң,완전한
584,leer::A,сул,빈
585,leer::A,хоосн,빈
586,offen::A,секәтә,열린
587,geschlossen::A,хаалһата,닫힌
588,sauber::A,цевр,깨끗한
589,schmutzig::A,киртә,더러운
590,roh::A,түүкә,날게잇의
591,reif::A,болсн,이근
592,lecker::A,әмтәхн,맛있는
593,süß::A,әмтәхн,단
594,bitter::A,һашун,찌르는듯한
595,bitter::A,һашута,찌르는듯한
596,sauer::A,ишклң,산성의
597,hell::A,герлтә,밝은
598,dunkel::A,харңһу,어두운
599,schwarz::A,хар,검은
600,weiß::A,цаһан,하얀
601,rot::A,улан,붉은
602,gelb::A,шар,황색
603,blau::A,көк,푸른
604,grün::A,көк,녹색의
605,grau::A,бор,회색의
606,bunt::A,алг,알록달록한
607,bunt::A,эрәтә,알록달록한
608,billig::A,кимд,싼
609,teuer::A,үнтә,값비산
610,wertvoll::A,үнтә,가치가많은
611,wertvoll::A,эрднь,가치가많은
612,blind::A,сохр,눈먼
613,taub::A,дүлә,무감간한
614,kräftig::A,күчтә,강장한
615,stark::A,чаңһ,강한
616,schwach::A,күчн тату,약한
617,fett::A,тарһн,실찐
618,schlank::A,эццн,호리호리한
619,hübsch::A,көркхн,예쁜
620,böse::A,уурта,나쁜
621,dumm::A,тенг,어리석은
622,faul::A,залху,너덜너덜한
623,fleißig::A,кинән,근면한
624,fleißig::A,кинмһә,근면한
625,geizig::A,ховдг,인색한
626,klug::A,ухата,
627,geschickt::A,чадмг,교묘한
628,lieb::A,эңкр,친애하는
629,lustig::A,сергмҗтә,유쾌한
630,lustig::A,җирһлтә,유쾌한
631,sanft::A,номһн,온화한
632,hungrig::A,өлн,배고픈
633,hungrig::A,харһнсн,배고픈
634,krank::A,өвчтә,병든
635,krank::A,шалтгта,병든
636,nackt::A,нүцкн,벌거벗은
637,traurig::A,һундлта,슬픈
638,lebendig::A,әмд,살아있는
639,gut::A,сән,좋은
640,schlecht::A,му,나쁜
641,richtig::A,зөвтә,바른
642,schlimm::A,җигшүртә,못된
643,wahr::A,үнн,참된
644,wahr::A,мөн,참된
645,alt::A,хуучн,늙은
646,neu::A,шин,새
647,ehemalig::A,хуучн,전의
648,alt[Lebewesen]::A,көгшн,낡은
649,jung::A,баһ,젊은
650,arm::A,угатя,가난한
651,reich::A,байн,풍부한
652,bekannt::A,таньл,저명한
653,bekannt::A,таньдг,저명한
654,berühmt::A,туурсн,유명한
655,fremd::A,күүнә,타처이
656,verschieden::A,әдл биш,따른
657,verschieden::A,йилһәтә,따른
658,nah::A,өөрхн,가까운
659,fern::A,хол,먼
660,linker::A,зүн,왼쭉의
661,rechter::A,барун,오른쪽의
662,anderer::A,талдан,다른
663,erster::A,негдгч,첫째
664,zweiter::A,хойрдгч,둘째
665,dritter::A,һурвдгч,셋째
666,letzter::A,отхн,의후자의
667,allein::ADV,һанцарн,훌로
668,auf einmal::ADV,нег дәкҗ,갑자기
669,zusammen::ADV,хамдан,모아서
670,lange::ADV,удан,오래
671,plötzlich::ADV,генткн,둘연한
672,sofort::ADV,дарунь,즉시
673,später::ADV,сүүлд,보다늦은
674,jetzt::ADV,ода,목하
675,heute::ADV,эндр,오늘
676,morgen::ADV,маңһдур,내일
677,bald::ADV,дарунь,곱
678,dann::ADV,дәкәд,그경우에
679,gestern::ADV,өцклдүр,어제
680,einst::ADV,нег саамд,옛날에
681,damals::ADV,тиигхд,그때에
682,danach::ADV,тегәд,그 뒤에
683,vorher::ADV,урд,미리
684,zuerst::ADV,түрүләд,최초로
685,einmal::ADV,нег дәкҗ,한번
686,manchmal::ADV,зәрмдән,땓대로
687,oft::ADV,хара биш,땓대로
688,oft::ADV,хатяр биш,땓대로
689,oft::ADV,дару-дарунь,땓대로
690,immer::ADV,оньдинд,늘
691,niemals::ADV,кезә чмгн биш,결코...(하지)않다
692,hier::ADV,энд,여기
693,hier::ADV,энүнд,여기
694,hierhin::ADV,нааран,여기로
695,von hier::ADV,эндәс,
696,dort::ADV,тенд,거기
697,dorthin::ADV,тиигән,저기예
698,geradeaus::ADV,шуд,곧장
699,vorwärts::ADV,уралан,앞으로
700,rückwärts::ADV,гедргән,뒤로
701,zurück::ADV,хәрү,제자리로
702,unten::ADV,дор,아래에
703,hinab::ADV,дор,아래쪽으로
704,hinab::ADV,доракшан,아래쪽으로
705,oben::ADV,деер,위에
706,hinauf::ADV,өөдән,위쪽으로
707,hinauf::ADV,деер,위쪽으로
708,überall::ADV,альд болв чигн,도처에
709,nicht::ADV,эс,안
710,nicht::ADV,биш,안
711,nicht::ADV,бичә,안
712,ein wenig::ADV,баахн,적음
713,ein wenig::ADV,баахнар,적음
714,kaum::ADV,әрә,가의
715,sehr::ADV,йир,자주
716,so::ADV,иигҗ,그와같이
717,noch::ADV,ода чигн,아직
718,nur::ADV,һанцхн,다만
719,schon::ADV,одх,이미
720,wieder::ADV,бас,다시
721,vergebens::ADV,киидән,헛되이
722,vor::PRP,урд,앞에
723,hinter::PRP,ца,뒤에
724,unter::PRP,дор,잍에
725,durch::PRP,ивт,통고하여
726,durch::PRP,дундаһур,통고하여
727,neben::PRP,хаҗуд,와나란히
728,zwischen::PRP,хоорнд,의사이로
729,wegen::PRP,көлтә,때문에
730,wegen::PRP,деерәс,때문에
731,dies::PRN,эн,이
732,das::PRN,тер,저
733,alles::PRN,цуһар,모든것
734,ich::PRN,би,나
735,du::PRN,чи,너
736,er::PRN,тер,그
737,wir::PRN,мадн,우리
738,ihr::PRN,та,너희들
739,sie::PRN,тедн,그들
740,was::FPRN,юн,뭣
741,wer::FPRN,кен,누구
742,wo::FADV,хама,어디
743,wohin::FADV,хамаран,어디로
744,wie::FADV,яһҗ,어떻게
745,wie::FADV,яһад,어떻게
746,warum::FADV,юңгад,왜
747,wieviel::FNUM,кедү,얼마만큰
748,eins::NUM,негн,하나
749,zwei::NUM,хойр,둘
750,drei::NUM,һурвн,셋
751,vier::NUM,дөрвн,넷
752,fünf::NUM,тавн,다섯
753,sechs::NUM,зурһан,여섯
754,sieben::NUM,долан,일곱
755,acht::NUM,нәәмн,여덟
756,neun::NUM,йисн,아홉
757,zehn::NUM,арвн,열
758,elf::NUM,арвн негн,열하나
759,zwölf::NUM,арвн хойр,열둘
760,zwanzig::NUM,хөрн,스물
761,dreißig::NUM,һучн,서름
762,vierzig::NUM,дөчн,마흔
763,fünfzig::NUM,тәвн,숸
764,sechzig::NUM,җирн,에순
765,siebzig::NUM,далн,일흔
766,achtzig::NUM,найн,여든
767,neunzig::NUM,йирн,아흔
768,hundert::NUM,зун,백
769,tausend::NUM,миңһн,천
770,und::CNJ,болн,와
771,oder::CNJ,эс гиҗ,아니면
772,oder::CNJ,эс гихлә,아니면
773,stehen::V,зогсх,서다
774,sitzen::V,суух,앉다
775,liegen::V,кевтх,눕다
776,hängen::V,өлгәтә бәәх,달다
777,werden::V,болх,되다
778,passieren::V,болх,지장옶다
779,beginnen::V,эклх,시작되다
780,enden::V,төгсх,큳내다
781,wechseln::V,хүврх,병경하다
782,aufgehen[Sonne]::V,һарх,뜨다
783,untergehen[Sonne]::V,орх,지다
784,untergehen[Sonne]::V,сүүрлх,지다
785,scheinen[Sonne]::V,герлтх,빛나다
786,donnern::V,күрҗңнх,천둥치다
787,wehen::V,сальклх,풀다
788,strömen::V,һооҗх,흐르다
789,fließen::V,урсх,흐르다
790,sich drehen::V,эргх,돌다
791,schwanken::V,дәәвлх,동요하다
792,schwingen::V,нәәхлх,흔들다
793,fallen::V,унх,떨어지다
794,fallen::V,киисх,떨어지다
795,brennen::V,шатх,타다
796,rauchen::V,ута һарһх,김이나다
797,regnen::V,орх,비가오다
798,gefrieren::V,мөстх,얼다
799,tauen::V,хәәлх,녹다
800,schmelzen::V,хәәлх,녹다
801,schmelzen::V,хәәлгдх,녹다
802,trocknen::V,эврх,홈치다
803,sieden::V,буслх,끓다
804,faulen::V,үмкәрх,부패하다
805,verfaulen::V,илҗрх,썩다
806,reißen::V,тасрх,지바찢다
807,versinken::V,чивх,가라앉다
808,vergehen::V,болх,지나가다
