,Concept_ID,ab,udm
716,zusammen::ADV,аиц...,ӵош
717,zusammen::ADV,аиц...,валче
718,lange::ADV,акыраамҭа,кема
719,plötzlich::ADV,иаалырҟьаны,мапламтэ шорысь
720,sofort::ADV,иаразнакҵәҟьа,али ик
721,später::ADV,уажəшьҭаншəа,бергес
722,später::ADV,уажəшьҭаншəа,берлогес
723,jetzt::ADV,уажәы,али
724,jetzt::ADV,уажәы,табере
725,heute::ADV,иахьа,туннэ
726,morgen::ADV,уаҵәы,ӵуказе
727,bald::ADV,иласны,ӝоген
728,dann::ADV,нас,берло
729,gestern::ADV,иацы,толон
730,einst::ADV,зны,огпол
731,einst::ADV,зны,одӥг пол
732,damals::ADV,усҟан,соку
733,danach::ADV,нас,собере
734,vorher::ADV,уаанӡа,азьло
735,vorher::ADV,уаанӡа,азьвыл
736,zuerst::ADV,азнаказы,азьло
737,zuerst::ADV,аҧхьа,азьло
738,einmal::ADV,зны,огпол
739,manchmal::ADV,зны-зынла,куддыръя
740,oft::ADV,лассы-лассы,ӵем
741,immer::ADV,енагь,пыр
742,immer::ADV,енагь,котьку
743,immer::ADV,еснагь,пыр
744,immer::ADV,еснагь,котьку
745,niemals::ADV,ианакəызаалак,уз ноку
746,hier::ADV,ара,татын
747,hier::ADV,абра,татын
748,hier::ADV,араҟа,татын
749,hierhin::ADV,ара,татчы
750,hierhin::ADV,араҟа,татчы
751,von hier::ADV,арантә,татысь
752,dort::ADV,уа,отӥ
753,dort::ADV,уа,отын
754,dorthin::ADV,уахь,отчы
755,dorthin::ADV,анахь,отчы
756,geradeaus::ADV,ишиашоу,меӵак
757,vorwärts::ADV,ҕхьаҟа,азьлань
758,rückwärts::ADV,шьҭахьла,берлань
759,zurück::ADV,шьҭахьҟа,берен
760,zurück::ADV,шьҭахьҟа,берлань
761,unten::ADV,лбаа,улын
762,hinab::ADV,алада,улэ
763,oben::ADV,хыхь,вылын
764,oben::ADV,хыхь,вылӥын
765,hinauf::ADV,аҩада,вылэ
766,hinauf::ADV,аҩада,вылӥе
767,hinauf::ADV,аҩада,выллань
768,überall::ADV,зегьынцьара,котькытын
769,überall::ADV,зегьынцьара,пасьтана
770,nicht::ADV,-м,уз
771,ein wenig::ADV,ҕыҭк,ичи
772,ein wenig::ADV,ҕыҭк,ӧжыт
773,ein wenig::ADV,ҕыҭк,огшап
774,kaum::ADV,аарлаҳәа,муртса
775,kaum::ADV,афергьҳәа,муртса
776,sehr::ADV,даара,туж
777,sehr::ADV,даара,лекос
778,so::ADV,ас,озьы
779,so::ADV,ас,тазьы
780,so::ADV,абас,озьы
781,so::ADV,абас,тазьы
782,noch::ADV,макьана,на
783,nur::ADV,заҵәык,гинэ
784,schon::ADV,уажәшьҭа,ни
785,schon::ADV,уажәшьҭа,ини
786,schon::ADV,аиҳа ипоу,ни
787,schon::ADV,аиҳа ипоу,ини
788,wieder::ADV,ҿыц,нош
789,wieder::ADV,ҿыц,кайта
790,wieder::ADV,дырҩегь,нош
791,wieder::ADV,дырҩегь,кайта
792,wieder::ADV,дырҩегьых,нош
793,wieder::ADV,дырҩегьых,кайта
794,vergebens::ADV,баша,юнме
795,vor::PRP,аҕхьа,азьын
796,hinter::PRP,нхыҵ,берын
797,hinter::PRP,нхыҵ,бӧрсьы
798,unter::PRP,амҵа,улын
799,unter::PRP,амҵан,улын
800,neben::PRP,ааигуара,бордын
801,zwischen::PRP,абжьара,вискын
802,wegen::PRP,-иззы,сэрен
803,wegen::PRP,-ҟнытә,сэрен
804,dies::PRN,ари,та
805,dies::PRN,абри,та
806,das::PRN,Абни,со
807,das::PRN,убри,со
808,alles::PRN,зегьы,ваньмыз
809,ich::PRN,са,мон
810,ich::PRN,сара,мон
811,du::PRN,бара,тон
812,er::PRN,иара,со
813,wir::PRN,ҳара,ми
814,ihr::PRN,шәара,тӥ
815,sie::PRN,дара,соос
816,wer::FPRN,дарбан,кин
817,wo::FADV,иабыкуу,кытын
818,wo::FADV,аба-,кытын
819,wo::FADV,ахь-,кытын
820,wohin::FADV,иабыкуу,кытчы
821,wohin::FADV,аба-,кытчы
822,wohin::FADV,ахь-,кытчы
823,wie::FADV,-шҕа,кызьы
824,warum::FADV,избан,малы
825,wieviel::FNUM,заҟа,кӧня
826,eins::NUM,акы,одӥг
827,eins::NUM,аӡәы,одӥг
828,zwei::NUM,ҩба,кык
829,drei::NUM,хҕа,куинь
830,vier::NUM,ҕшьба,ньыль
831,fünf::NUM,хəба,вить
832,sechs::NUM,фба,куать
833,sieben::NUM,Бжьба,сизьым
834,acht::NUM,ааба,тямыс
835,neun::NUM,жәба,укмыс
836,zehn::NUM,жәаба,дас
837,elf::NUM,жәеизатәи,дас одӥг
838,zwölf::NUM,жәаҩа,дас кык
839,zwanzig::NUM,ҩажәа,кызь
840,dreißig::NUM,ҩажәижәабатәи,куамын
841,vierzig::NUM,ҩынҩажәа,ньыльдон
842,fünfzig::NUM,ҩынҩажәеижәаба,витьтон
843,sechzig::NUM,хынҩажәа,куатьтон
844,siebzig::NUM,хынҩажәижәаба,сизьымдон
845,achtzig::NUM,ҕшьынҩажәа,тямыстон
846,neunzig::NUM,ҕшьынҩажәижәаба,укмыстон
847,hundert::NUM,шәкы,сю
848,tausend::NUM,зқьы,сюрс
849,und::CNJ,-и,и
850,und::CNJ,-и,но
851,oder::CNJ,ма,яке
852,stehen::V,агылазаара,сылыны
853,sitzen::V,атəара,пукыны
854,sitzen::V,атəа(заа)ра,пукыны
855,liegen::V,аиара,кылльыны
856,hängen::V,акнаҳара,ошкыса улыны
857,werden::V,аҟалара,луыны
858,passieren::V,аҟалара,луыны
859,beginnen::V,алагара,кутскыны
860,enden::V,алгара,бырыны
861,wechseln::V,аҽыҧсахра,воштӥськыны
862,aufgehen[Sonne]::V,агылара,ӝужаны
863,aufgehen[Sonne]::V,ахашлара,ӝужаны
864,aufgehen[Sonne]::V,аҩаҵхахара,ӝужаны
865,untergehen[Sonne]::V,аҭашəара,пуксьыны
866,scheinen[Sonne]::V,акаҧхара,пиштыны
867,scheinen[Sonne]::V,акаҧхара,чиляны
868,donnern::V,адыдра,гудыръяны
869,wehen::V,асра,пелляськыны
870,strömen::V,акаҭəара,киськыны
871,strömen::V,акаҭəара,исьтӥськыны
872,fließen::V,ацара,бызьыны
873,sich drehen::V,ахагьежьра,берганы
874,schwanken::V,аҵысра,вошъяськыны
875,schwingen::V,ахызазара,шонаськыны
876,schwingen::V,акьаандара,шонаськыны
877,fallen::V,акаҳара,усьыны
878,brennen::V,абылра,ӝуаны
879,rauchen::V,ахылҵра,ӵындыны
880,regnen::V,аура,зорыны
881,gefrieren::V,аҵаара,кынмыны
882,tauen::V,аӡҭра,шунаны
883,schmelzen::V,ақəӡыҭра,шунаны
884,schmelzen::V,аҭəара,шунаны
885,trocknen::V,абара,куасьмыны
886,sieden::V,ашра,пӧзьыны
887,faulen::V,абаара,сисьмыны
888,verfaulen::V,абаара,сисьмыны
889,verfaulen::V,аилашра,сисьмыны
890,reißen::V,аҧжəара,кеськыны
891,versinken::V,аӡааҟəрылара,выйыны
892,vergehen::V,ацара,ортчыны
893,erscheinen::V,ацəырҵра,адскыны
894,verschwinden::V,аҵашəкəара,бырыны
895,sinken::V,атəара,усьыны
896,sinken::V,алаҟəра,усьыны
897,abnehmen::V,ацӡаара,синыны
898,abnehmen::V,аиҵалара,синыны
899,zunehmen::V,аҽырҭбаара,йылыны
900,zunehmen::V,аиҵыҵра,йылыны
901,zunehmen::V,арацəахара,йылыны
902,steigen::V,азҳара,лӧпкыны
903,steigen::V,ашьҭыҵра,лӧпкыны
904,steigen::V,адухара,лӧпкыны
905,steigen::V,ацлара,лӧпкыны
906,wachsen::V,азҳара,будыны
907,glänzen::V,ацыр-цырра,чиляны
908,glänzen::V,ацыр-цырра,пиштыны
909,glänzen::V,ацыҩ-цыҩра,чиляны
910,glänzen::V,ацыҩ-цыҩра,пиштыны
911,glänzen::V,аказказра,чиляны
912,glänzen::V,аказказра,пиштыны
913,funkeln::V,ашап-шапра,чилекъяны
914,funkeln::V,ацым-цымра,чилекъяны
915,lärmen::V,ашьҭыбжьгара,уретыны
916,lärmen::V,ашьҭыбжьгара,ӵашетыны
917,lärmen::V,аҕьҕьаҳәа аилалара,уретыны
918,lärmen::V,аҕьҕьаҳәа аилалара,ӵашетыны
919,läuten::V,аҵəҵəасра,жингыртыны
920,klingeln::V,аҵəҵəасра,жингыртыны
921,klirren::V,ахьархьарра,жильккетыны
922,klirren::V,архьархьарра,жильккетыны
923,brausen::V,аилаҽҽара,лекъяськыны
924,brausen::V,еилашуера,лекъяськыны
925,klingen::V,агара,кылӥськыны
926,klingen::V,ашьҭыбжь гара,кылӥськыны
927,bellen::V,ашра,утыны
928,heulen::V,ауура,вузыны
929,blasen::V,аҭəҳəара,пельтыны
930,pfeifen::V,ашəшəра,шуланы
931,schreien::V,аҳəҳəара,черекъяны
932,schreien::V,аҳəҳəара,кесяськыны
933,schreien::V,ахəаара,черекъяны
934,schreien::V,ахəаара,кесяськыны
935,schreien::V,аҟаара,черекъяны
936,schreien::V,аҟаара,кесяськыны
937,stöhnen::V,ақьра,ӝуштыны
938,zittern::V,аҵыс-ҵысра,дырекъяны
939,zittern::V,аҵыс-ҵысра,куалекъяны
940,leben::V,аҟазаара,улыны
941,geboren werden::V,Аира,вордӥськыны
942,atmen::V,аҕсыҕ лагаҩагара,шоканы
943,trinken::V,ажəра,юыны
944,essen::V,акрыфара,сиыны
945,schlucken::V,албаадара,ньылыны
946,müde werden::V,ааҕсара,жадьыны
947,einschlafen::V,ацəара,умме усьыны
948,schlafen::V,ацəазаара,кӧлыны
949,aufwachen::V,аҿыхара,сайканы
950,aufstehen::V,Агəылҵра,султыны
951,sich erholen::V,аҧсшьара,шутэтскыны
952,krank werden::V,ачмазаҩхара,висьыны
953,krank sein::V,аҳəарҧсарра,висьыны
954,schmerzen::V,ахьра,висьыны
955,husten::V,аимҳәара,кызыны
956,genesen::V,абзиахара,юнматскыны
957,genesen::V,абзиахара,бурмытскылыны
958,genesen::V,аӷəӷəахара,юнматскыны
959,genesen::V,аӷəӷəахара,бурмытскылыны
960,sterben::V,аҧсра,кулыны
961,umkommen::V,аҭахара,бырыны
962,sich bewegen::V,аиҭаҵра,вырыны
963,sich rühren::V,ақəацара,вырӟыны
964,sich rühren::V,ақəацара,вырӟылыны
965,sich erheben::V,аҩагылара,султыны
966,sich setzen::V,атəара,пуксьыны
967,hinfallen::V,акаҳара,усьыны
968,laufen::V,аныҟəара,мыныны
969,schreiten::V,ашьаҿа еихгара,вамышъяны
970,spazierengehen::V,анеи-ааира,мыныны
971,spazierengehen::V,анеи-ааира,ветлыны
972,eilen::V,аццакра,дыртыны
973,sich beeilen::V,аццакра,дыртыны
974,sausen::V,аҧырра,туж ӝог мыныны
975,sausen::V,иҭрысны,туж ӝог мыныны
976,sausen::V,ишьҭҟьаны ацара,туж ӝог мыныны
977,rennen::V,аҩра,бызьылыны
978,springen::V,аҧара,тэтчаны
979,klettern::V,ақəлара,тубаны
980,schaukeln::V,аҟəараҟəанҽара,лэйканы
981,schaukeln::V,аҟəараҟəанҽара,шонаськыны
982,kriechen::V,аҳəазара,нюж ветлыны
983,schwimmen::V,аӡсара,уяны
984,tauchen::V,ахəӡааҵəира,зумылыны
985,rudern::V,аҵшьра,полсаны
986,fahren::V,акала,ветлыны
987,fliegen::V,аҧырра,лобаны
988,gehen::V,аиҭаҵра,мыныны
989,weggehen::V,ацара,кошкыны
990,abfahren::V,адəықəлара,кошкыны
991,abfahren::V,ацара,кошкыны
992,anhalten::V,ааныргылара,дугдыны
993,hineingehen::V,аҭалара,пырыны
994,eintreten::V,аҩналара,пырыны
995,kommen::V,аара,вуыны
996,kommen::V,аара,лыктыны
997,kommen::V,ааира,вуыны
998,kommen::V,ааира,лыктыны
999,ankommen::V,ааира,вуыны
1000,ankommen::V,аара,вуыны
1001,ankommen::V,анеира,вуыны
1002,zurückkommen::V,азыхынҳəра,берытскыны
1003,bleiben::V,аанхара,кыльыны
1004,bleiben::V,анхара,кыльыны
1005,bleiben::V,аангылара,кыльыны
1006,warten::V,азҧшзаара,витьыны
1007,erwarten::V,азҧшра,витьыны
1008,erwarten::V,азҧшра,возьманы
1009,suchen::V,ашьҭазаара,утчаны
1010,finden::V,аҧшаара,шедьтыны
1011,versuchen::V,аҽазкра,турттыны
1012,vorbereiten::V,армазеира,дасяны
1013,lieben::V,абзиабара,гажаны
1014,mögen::V,агəаҧхара,яратыны
1015,lachen::V,аччара,серекъяны
1016,rühren::V,арҵəуара,сюлме йӧтыны
1017,weinen::V,аҵəуара,бӧрдыны
1018,schimpfen::V,ацəҳара,даллашыны
1019,sich ärgern::V,агəаара,лекъяськыны
1020,sich fürchten::V,аӡыӡара,кышканы
1021,sich fürchten::V,аӡыӡара,курданы
1022,fürchten::V,ацəшəара,курданы
1023,fürchten::V,ацəшəара,кышканы
1024,fliehen::V,абналара,пегӟыны
1025,fliehen::V,ацəцара,пегӟыны
1026,flüchten::V,абналара,пегӟыны
1027,flüchten::V,ацəцара,пегӟыны
1028,sehen::V,абара,адӟыны
1029,anschauen::V,ахəаҧшра,учкыны
1030,ansehen::V,ахəаҧшра,учкыны
1031,hören::V,аҳара,кылыны
1032,zuhören::V,азыӡырҩра,кылзыны
1033,probieren::V,аҧышəара,веръяны
1034,riechen::V,афыҩра,зынъяны
1035,fühlen::V,анырра,шӧдыны
1036,fühlen::V,ацәакырра,шӧдыны
1037,scheinen::V,шәа,адскыны
1038,scheinen::V,аацәырҵа,адскыны
1039,vernehmen::V,аҳара,кылыны
1040,frieren::V,ашəра,кынмыны
1041,frieren::V,аҵаара,кынмыны
1042,tun::V,аҟаҵара,карыны
1043,können::V,алшара,быгатыны
1044,wollen::V,аҭахра,потыны
1045,anfangen::V,алагара,кутскыны
1046,beenden::V,алгара,быдтыны
1047,beenden::V,алгара,быдэстыны
1048,aufhören::V,аҟəыҵра,дугдыны
1049,gelingen::V,аура,быгатыны
1050,gelingen::V,аура,луыны
1051,gelingen::V,аманшəалахара,быгатыны
1052,gelingen::V,аманшəалахара,луыны
1053,gelingen::V,алҵра,быгатыны
1054,gelingen::V,алҵра,луыны
1055,geraten::V,нзаарын,лэсяны
1056,öffnen::V,аартра,усьтыны
1057,schließen::V,аркра,пытсаны
1058,stellen::V,аргылара,пуктыны
1059,setzen::V,артəара,пуктыны
1060,legen::V,ақəҵара,поныны
1061,berühren::V,акьысра,исаны
1062,berühren::V,алакьысра,исаны
1063,verbinden::V,аҿаҳəара,герӟаны
1064,bedecken::V,ақəршəра,пытсаны
1065,aufhängen::V,акнаҳара,ошыны
1066,anzünden::V,аркра,ӝуатыны
1067,aufheben::V,ашьҭыхра,ӝутыны
1068,zurücklassen::V,аныжьра,кельтыны
1069,verlieren::V,ацəыӡра,ыштыны
1070,fallen lassen::V,ацəкаҳара,уськытыны
1071,machen::V,ачаҧара,лэсьтыны
1072,herstellen::V,аиҵдара,лэсьтыны
1073,bauen::V,аргылара,пуктыны
1074,reparieren::V,арҽеира,тупатыны
1075,verbessern::V,аиҕьтəра,умоятыны
1076,ändern::V,аҧсахра,воштыны
1077,graben::V,ажра,копаны
1078,beugen::V,арҟəра,губыртыны
1079,beugen::V,архəара,губыртыны
1080,biegen::V,арҟəра,куасаны
1081,biegen::V,архəара,куасаны
1082,drehen::V,аргьежьра,бергатыны
1083,umdrehen::V,аарҳәра,берыктыны
1084,heben::V,аҩахара,ӝутыны
1085,heben::V,араҳара,ӝутыны
1086,hochheben::V,ахагалара,ӝутъяны
1087,hochheben::V,ашьҭҳəара,ӝутъяны
1088,halten::V,акра,возьыны
1089,drücken::V,ақəрӷəӷəара,зӥбыны
1090,drücken::V,ақəрӷəӷəара,пачкатыны
1091,schieben::V,аҵгəара,донганы
1092,schieben::V,агəара,донганы
1093,kratzen::V,ацəҟьара,вуштыны
1094,lecken::V,арбзара,нюлыны
1095,beißen::V,ацҳара,куртчыны
1096,abreißen::V,амжəара,ишкалтыны
1097,abschneiden::V,ахҵəара,шорыны
1098,abschneiden::V,ахҵəара,вандыны
1099,abschneiden::V,аҿахҵəара,шорыны
1100,abschneiden::V,аҿахҵəара,вандыны
1101,binden::V,аҿаҳəара,керттыны
1102,stecken::V,алаҵара,мертчытыны
1103,brechen::V,аҧҵəара,тӥяны
1104,klopfen::V,асра,йыганы
1105,klopfen::V,асра,шарккетыны
1106,hauen::V,ақəкшара,жугыны
1107,hauen::V,ақəкшара,тышканы
1108,kleben::V,аҷабра,лякыны
1109,reiben::V,арҟəыҷра,зыраны
1110,reiben::V,арҟəыҷра,вуштыны
1111,streichen::V,ахьшьра,зыраны
1112,schleifen::V,ахра,шерыны
1113,schneiden::V,аҧҟара,вандыны
1114,rütteln::V,арҵысра,зуркатыны
1115,schütteln::V,аршəшəара,куалекъятыны
1116,schwenken::V,аҟьара,шонаны
1117,schütten::V,аҭаҭəара,лэзьыны
1118,füllen::V,арҭəра,тырмытыны
1119,einwickeln::V,алаҳəара,биньыны
1120,tragen::V,аҩагара,нуыны
1121,schleppen::V,арҳəазара,кыскыны
1122,ziehen::V,ахара,кыскыны
1123,aufbewahren::V,аҵəахра,возьыны
1124,werfen::V,аршəра,куяны
1125,werfen::V,аршəра,лэзяны
1126,fangen::V,акра,кутыны
1127,packen::V,анкра,кутыны
1128,packen::V,анкра,кырмыны
1129,packen::V,аҵкаара,кутыны
1130,packen::V,аҵкаара,кырмыны
1131,verstecken::V,аҵəахра,ватыны
1132,teilen::V,ашара,люкыны
1133,schicken::V,ашьҭра,ыстыны
1134,bringen::V,аагара,вайыны
1135,hinzufügen::V,ацҵара,ватсаны
1136,bekommen::V,аҧшаара,басьтыны
1137,bekommen::V,архиара,басьтыны
1138,bekommen::V,аура,басьтыны
1139,erhalten::V,аиура,басьтыны
1140,nehmen::V,агара,кутыны
1141,nehmen::V,агара,басьтыны
1142,wählen::V,алҧшаара,бырйыны
1143,auswählen::V,алхра,бырйыны
1144,behindern::V,аҧырхагахара,могӟытыны
1145,verderben::V,алгара,сӧрыны
1146,verderben::V,абжьыхра,сӧрыны
1147,verderben::V,аҧхасҭатəра,сӧрыны
1148,beschädigen::V,аҧхасҭатəра,урод лэсьтыны
1149,zerbrechen::V,аҧҽра,сӧрыны
1150,zerreißen::V,аҧжəара,кесяны
1151,zerstören::V,аилаҧыххаара,куашкатыны
1152,verbrennen::V,абылра,сутыны
1153,geben::V,аҭара,сётыны
1154,reichen::V,аҭара,сётыны
1155,schenken::V,аҩгара,кузьманы
1156,versprechen::V,ақəргəыӷра,кыл сётыны
1157,loben::V,арҽхəара,ушъяны
1158,küssen::V,агəӡра,чупаны
1159,zudecken::V,аҵахҩара,шобыртыны
1160,zudecken::V,ақəршəра,шобыртыны
1161,wecken::V,арҿыхара,сайкатыны
1162,zeigen::V,арбара,возьматыны
1163,führen::V,аныҟəгара,нуыны
1164,lehren::V,арҵара,дышетыны
1165,unterrichten::V,арҧхьара,дышетыны
1166,aufziehen::V,ааӡара,будэтыны
1167,leiten::V,ахагылазаара,кивалтыны
1168,antreiben::V,арццакра,дыртытыны
1169,lassen::V,арҟаҵара,-ытыны
1170,einladen::V,ааҕхьара,ӧтьыны
1171,einladen::V,анаҧхьара,ӧтьыны
1172,vereinigen::V,аилаҵара,огазеяны
1173,besuchen::V,абара,адӟыськыны
1174,treffen::V,аҧылара,пумитаны
1175,sich versammeln::V,аизара,люкаськыны
1176,spielen::V,ахəмарра,шудыны
1177,singen::V,ашəаҳəара,кырӟаны
1178,tanzen::V,акəашара,эктыны
1179,sich trennen::V,аилыҵра,люкиськыны
1180,verlassen::V,акажьра,куштыны
1181,retten::V,Аиқəрхара,утьыны
1182,bewachen::V,ахьчара,возьманы
1183,schützen::V,ацəыхьчара,утялтыны
1184,verteidigen::V,ахьчара,возьманы
1185,sich schlagen::V,аисра,жугиськыны
1186,schießen::V,ахысра,ыбылӥськны
1187,siegen::V,аиааира,вормыны
1188,ärgern::V,аргəаара,вожпоттыны
1189,schlagen::V,асра,жуккыны
1190,schlagen::V,аҭасра,жуккыны
1191,stechen::V,алакшара,бышкалтыны
1192,stoßen::V,агəҭасра,донгыны
1193,stehlen::V,аӡара,вораны
1194,stehlen::V,аӡара,лушканы
1195,stören::V,аҧырхагахара,люкетыны
1196,belästigen::V,аргəамҵра,акыльтыны
1197,belästigen::V,аргəамҵра,вукылмыны
1198,verbergen::V,аӡара,ватыны
1199,täuschen::V,ажьара,алданы
1200,betrügen::V,ажьара,пӧяны
1201,töten::V,ашьра,виыны
1202,wohnen::V,анхара,улыны
1203,arbeiten::V,аусура,ужаны
1204,sammeln::V,аҟəшəара,бичаны
1205,pflücken::V,аҿыршəара,ишкыны
1206,pflücken::V,аҿыхра,ишкыны
1207,jagen::V,ашəарыцара,пӧйшураны
1208,fischen::V,аҧсыӡ икуеит,чорыганы
1209,fassen::V,акра,кутыны
1210,hüten::V,арҳəра,возьманы
1211,hüten::V,ахьчара,возьманы
1212,treiben::V,акацара,улляны
1213,anbinden::V,адҳəалара,думыны
1214,füttern::V,акырҿаҵара,сюдыны
1215,melken::V,ахьара,кыскыны
1216,hacken::V,аҟəаҟəара,кораны
1217,gießen::V,аҵаҭəара,киськаны
1218,reifen::V,ашəра,вуыны
1219,reifen::V,ашəра,кисьманы
1220,reifen::V,аҟалара,вуыны
1221,reifen::V,аҟалара,кисьманы
1222,zubereiten::V,ацура,лесьтыны
1223,kochen::V,ажəра,пӧзьтыны
1224,backen::V,аӡра,пыжыны
1225,braten::V,аӡра,пыжыны
1226,umrühren::V,аилрыхра,сураны
1227,stricken::V,аҧара,керттыны
1228,nähen::V,аӡахра,вурыны
1229,färben::V,ашəра,буяны
1230,reinigen::V,арыцқьара,сузяны
1231,waschen::V,аӡәӡәара,мисьтаськыны
1232,abwischen::V,арбара,ӵушылыны
1233,spülen::V,аҭыршара,гылъяны
1234,fegen::V,аҧссара,ӵужыны
1235,baden::V,аҽыкəабара,пыласькыны
1236,sich waschen::V,аҽыӡəӡəара,пыласькыны
1237,ausziehen::V,ашəыхра,кыльыны
1238,anziehen::V,ашəҵара,дӥсяны
1239,sich anziehen::V,аҽеилаҳəара,дӥсьяськыны
1240,kämmen::V,аҳəара,сынаны
1241,schmücken::V,арҧшӡара,чеберъяны
1242,sagen::V,аҳəара,шуыны
1243,sagen::V,аҳəара,вераны
1244,sprechen::V,ацəажəара,вераськыны
1245,reden::V,ацəажəара,вераськыны
1246,reden::V,аицәажәара,вераськыны
1247,sich unterhalten::V,аицәажәара,вераськыны
1248,fragen::V,азҵаара,юаны
1249,bitten::V,аҳəара,курыны
1250,erzählen::V,аҳəара,вераны
1251,erzählen::V,аҳəара,мадьыны
1252,mitteilen::V,азыцҳара,ивортыны
1253,nennen::V,ахьӡҵара,шуыны
1254,rufen::V,азҿыҭра,ӧтьыны
1255,prahlen::V,аҽхəара,ушъяськыны
1256,übersetzen::V,аиҭагара,берыктыны
1257,denken::V,азхəыцра,малпаны
1258,glauben::V,ахаҵара,оскыны
1259,bemerken::V,агəаҭара,адӟыны
1260,erkennen::V,адырра,тодыны
1261,begreifen::V,аилкаара,валаны
1262,verstehen::V,аҳара,валаны
1263,lernen::V,аҵара,дышетскыны
1264,wissen::V,адырра,тодыны
1265,sich erinnern an::V,агəаларшəара,тодэ вайыны
1266,vergessen::V,ахашҭра,вунэтыны
1267,messen::V,ашəара,мертаны
1268,zählen::V,аҧхьаӡара,лыдъяны
1269,rechnen::V,аҳасабра,лыдъяны
1270,lesen::V,аҧхьара,лыдӟыны
1271,besitzen::V,амазаара,луыны
1272,kaufen::V,Аахəара,басьтыны
1273,verkaufen::V,аҭира,вузаны
1274,bezahlen::V,ахҭынҵара,тырыны
1275,bezahlen::V,ашəара,тырыны
1276,zahlen::V,ашəара,тырыны
1277,ertragen::V,ачҳара,чиданы
1278,Moor::N,,нюр
1279,Kralle::N,,пыд
1280,Schwarm::N,,уллё
1281,Sache::N,,котыр
1282,Menge::N,,лыд
1283,Menge::N,,лыдпус
1284,Essen::N,,сиськон
1285,Geschäft::N,,уж
1286,Monat::N,,толэзь
1287,Jahr::N,,ар
1288,dünn::A,,векчи
1289,roh::A,,ыль
1290,durch::PRP,,пыр
1291,durch::PRP,,пыртӥ
1292,was::FPRN,,ма
1293,rauschen::V,,ӵашетыны
1294,zu sehen sein::V,,адӟиськыны
1295,wenden::V,,берыктыны
1296,ergreifen::V,,кутыны
1297,ergreifen::V,,кырмыны
1298,bewahren::V,,возьыны
1299,wünschen::V,,сӥзьыны
1300,wiegen::V,,веттаны
1301,wiegen::V,,лэйкатыны
1302,treten::V,,лёганы
1303,kehren::V,,ӵужыны
1304,malen::V,,суреданы
1305,zeichnen::V,,суреданы
1306,schreiben::V,,гожъяны
1307,beherrschen::V,,кузёяськыны
