,Concept_ID,ka,mrj
88,Wolke::N,ღრუბელი,пӹл
89,Regen::N,წვიმა,юр
90,Schnee::N,თოვლი,лым
91,Eis::N,თოში,и
92,Eis::N,ყინული,и
93,Frost::N,ყინვა,ӱштӹ
94,Kälte::N,სიცივე,ӱштӹ
95,Hitze::N,სიცხე,шокшы
96,Raureif::N,ჭირხლი,пöрш
97,Raureif::N,თრთვილი,пöрш
98,Regenbogen::N,ცისარტყელა,шанавӹл
99,Donner::N,ქუხილი,хӹдӹртӹш
100,Strömung::N,დინება,йогы
101,Tropfen::N,წვეთი,капльы
102,Tropfen::N,წვეთი,капльык
103,Schaum::N,ქაფი,шонг
104,Schaum::N,დორბლი,шонг
105,Schmutz::N,ჭუჭყი,лявӹрӓ
106,Schmutz::N,ტალახი,лявӹрӓ
107,See::N,ტბა,йӓр
108,Sumpf::N,ჭაობი,лӱкӹ
109,Moor::N,ტორფნარი,куп
110,Wiese::N,ველი,алык
111,Wiese::N,მდელო,алык
112,Wald::N,ტყე,шӹргӹ
113,Hügel::N,ბორცვი,пӱгӹрикӓ
114,Anhöhe::N,მაღლობი,кӱкшикӓ
115,Berg::N,მთა,кырык
116,Gipfel::N,მწვერვალი,неркӓ
117,Höhle::N,მღვიმე,ы́раж
118,Höhle::N,გამოქვებული,ы́раж
119,Abhang::N,ფერდობი,полом
120,Quelle::N,წყარო,вӹдсӹнзӓ
121,Quelle::N,სათავე,вӹдсӹнзӓ
122,Bach::N,რუ,ӓнгӹр
123,Bach::N,ნაკადული,ӓнгӹр
124,Fluss::N,მდინარე,вӹд
125,Ufer::N,კიდე,сир
126,Ufer::N,ნაპირი,сир
127,Küste::N,ნაპირი,сир
128,Festland::N,ხმელეთი,мӱлӓндӹ
129,Meer::N,ზღვა,тангыж
130,Bucht::N,ყურე,вӹдъял
131,Insel::N,კუნძული,острок
132,Blume::N,ყვავილი,пеледӹш
133,Gras::N,ბალახი,шуды
134,Wurzel::N,ძირი,важ
135,Wurzel::N,ფესვი,важ
136,Baum::N,ხე,пушӓнгӹ
137,Stamm::N,ტანი,пушӓнгӹ тӹнг
138,Rinde::N,ქერქი,каргыж
139,Ast::N,ტოტი,укш
140,Zweig::N,შტო,укш
141,Blatt::N,ფოთოლი,листӹ
142,Birke::N,არყი,куги
143,Kiefer[Baum]::N,ფიჭვი,йӓктӹ
144,Weide[Baum]::N,ტირიფი,уа
145,Tanne::N,ნაძვი,кож
146,Horn::N,რქა,шур
147,Feder::N,ფრთა,пын
148,Fell::N,ტყავი,кавашты
149,Flügel::N,ფრთა,шылдыр
150,Klaue::N,კლანჭი,кӹч
151,Kralle::N,ტორი,лапа
152,Schwanz::N,კუდი,пач
153,Ei::N,კვერცხი,мыны
154,Nest::N,ბუდე,пӹжӓш
155,Bau::N,სორო,ыраж
156,Tier::N,ნადირი,во́льык
157,Tier::N,ცხოველი,во́льык
158,Herde::N,ფარა,кӹтö
159,Kuh::N,ფური,ышкал
160,Kuh::N,ძროხა,ышкал
161,Bulle::N,ხარი,ӱшкӱж
162,Pferd::N,რაში,имни
163,Pferd::N,ცხენი,имни
164,Schaf::N,ცხვარი,шарык
165,Schwein::N,ღორი,сасна
166,Hund::N,ძაღლი,пи
167,Katze::N,კატა,коти
168,Bär::N,დათვი,мöскӓ
169,Eichhörnchen::N,ციყვი,ур
170,Elch::N,ცხენ-ირემი,шарды
171,Fuchs::N,მელა,рӹвӹж
172,Hase::N,კურდღელი,морен
173,Maus::N,თაგვი,каля
174,Wolf::N,მგელი,пирӹ
175,Vogel::N,ჩიტი,кек
176,Vogel::N,ფრინველი,кек
177,Schwarm::N,გუნდი,цуца
178,Huhn::N,დედალი,цӹвӹ
179,Hahn::N,მამალი,ӓптӓн
180,Gans::N,ბატი,комбы
181,Adler::N,არწივი,кучкыж
182,Ente::N,იხვი,лыды
183,Eule::N,ბუ,тымана
184,Kranich::N,წერო,тырня
185,Kranich::N,წერო,тыртня
186,Krähe::N,ყვავი,лудыгарак
187,Kuckuck::N,გუგული,куку
188,Schwan::N,გედი,йӱксӹ
189,Fisch::N,თევზი,кол
190,Barsch::N,ქორჭილა,алангы
191,Hecht::N,ქარიყლაპია,нуж
192,Hecht::N,ქარიყლაპია,нужгол
193,Schlange[Tier]::N,გველი,кӹшкы
194,Wurm::N,ჭია,шукш
195,Spinne::N,ობობა,ӓнгӹремшӹ
196,Ameise::N,ჭიანჭველა,кыткы
197,Laus::N,ტილი,ти
198,Laus::N,მკბენარი,ти
199,Mücke::N,კოღო,кужнер
200,Mücke::N,კოღო,кужынер
201,Fliege::N,ბუზი,шӹнгӓ
202,Schmetterling::N,პეპელა,лӹпӹ
203,Beere::N,კენკრა,мöр
204,Apfel::N,ვაშლი,олма
205,Pilz::N,სოკო,понгы
206,Zwiebel::N,ხახვი,охыра
207,Saat::N,თესლი,нӱшмӹ
208,Saat::N,თესლი,нӱшмӱ
209,Korn::N,მარცვალი,пӹрцӹ
210,Heu::N,თივა,шуды
211,Schale::N,ჩენჩო,аваха
212,Schale::N,ჩენჩო,карлангы
213,Grube::N,ორმო,йӓм
214,Falle::N,ხაფანგი,лӱдӹ
215,Falle::N,ხაფანგი,лӱдӹш
216,Schlinge::N,მახე,онгы
217,Spur::N,კვალი,кишӓ
218,Asche::N,ფერფლი,ломых
219,Asche::N,ფერფლი,ломпыж
220,Dreck::N,ტალახი,лявӹрӓ
221,Dreck::N,სიბინძურე,лявӹрӓ
222,Eisen::N,რკინა,кӹртни
223,Gold::N,ოქრო,шöртни
224,Gold::N,ოქრო,шöртньӹ
225,Silber::N,ვერცხლი,ши
226,Kohle::N,ნახშირი,шӱ
227,Glas::N,მინა,охоница
228,Lehm::N,თიხა,шун
229,Sand::N,ქვიშა,ошма
230,Mensch::N,ადამიანი,эдем
231,Mann::N,კაცი,пӱэргӹ
232,Frau::N,ქალი,ӹдӹрӓмӓш
233,Kind::N,ბავშვი,ӓзӓ
234,Kind::N,ბავშვი,шачшы
235,Junge::N,ვაჟი,рвезӹ
236,Junge::N,ვაჟი,ӹрвезӹ
237,Mädchen::N,გოგო,ӹдӹрӓш
238,Familie::N,ოჯახი,йиш
239,Familie::N,ოჯახი,семня
240,Großvater::N,პაპა,тьоти
241,Großvater::N,ბაბუა,тьоти
242,Großmutter::N,ბებია,папа
243,Großmutter::N,დიდედა,папа
244,Eltern::N,მშობლები,ӓтя-ӓвӓ
245,Vater::N,მამა,ӓтя
246,Mutter::N,დედა,ӓвӓ
247,Sohn::N,ვაჟიშვილი,эргӹ
248,Tochter::N,ქალიშვილი,ӹдӹр
249,Bruder::N,ძმა,ӹза
250,Schwester::N,და,ӓкӓ
251,Onkel::N,ბიძა,кугуза
252,Tante::N,დეიდა,куака
253,Tante::N,მამიდა,куака
254,Ehemann::N,ქმარი,мары
255,Ehefrau::N,ცოლი,вӓтӹ
256,Freude::N,სიხარული,ӹвӹртӹмӓш
257,Gelächter::N,სიცილი,ваштылмаш
258,Glück::N,ბედნიერება,пиӓл
259,Kummer::N,მწუხარება,ясы
260,Wunsch::N,წადილი,охата
261,Wunsch::N,წადილი,шанымаш
262,Wunsch::N,სურვილი,охата
263,Wunsch::N,სურვილი,шанымаш
264,Lust::N,წადილი,шӓр
265,Lust::N,წადილი,охата
266,Lust::N,წადილი,шанымаш
267,Geist::N,სული,тух
268,Gedanke::N,ფიქრი,шанымаш
269,Gedächtnis::N,მეხსიერება,ӓш
270,Verstand::N,ჭკუა,ыш
271,Verstand::N,გონება,ыш
272,Sinn::N,მნიშვნელობა,кын
273,Grund::N,მიზეზი,вир
274,Wahrheit::N,სიმართლე,тöр
275,Wahrheit::N,ჭეშმარიტება,тöр
276,Gespräch::N,ბაასი,хытырымаш
277,Gespräch::N,საუბარი,хытырымаш
278,Märchen::N,არაკი,ямак
279,Märchen::N,ზღაპარი,ямак
280,Erzählung::N,თქმულება,шайыштмаш
281,Nachricht::N,ცნობა,увертӓрӹмӓш
282,Nachricht::N,ამბავი,увертӓрӹмӓш
283,Neuigkeit::N,სიახლე,увер
284,Name::N,სახელი,лӹм
285,Rätsel::N,გამოცანა,тышты
286,Rede::N,სიტყვა,шая
287,Rede::N,სიტყვა,шамак
288,Sprache::N,ენა,йӹлмӹ
289,Stimme::N,ხმა,юк
290,Wort::N,სიტყვა,шамак
291,Zeichen::N,ნიშანი,палӹ
292,Ruf::N,ძახილი,сӹгӹрӹмӓш
293,Lärm::N,ხმაური,юкланымащ
294,Laut::N,ხმა,юк
295,Laut::N,ბგერა,юк
296,Ton::N,ტონი,юк
297,Lied::N,სიმღერა,мыры
298,Ruhe::N,სიწყნარე,тыр
299,Leute::N,ადამიანები,эдемвлӓ
300,Volk::N,ერი,халык
301,Volk::N,ხალხი,халык
302,Arbeit::N,მუშაობა,пӓшӓ
303,Gast::N,სტუმარი,хына
304,Geschenk::N,საჩუქარი,подарка
305,Spiel::N,თამაში,мадыш
306,Gesellschaft::N,საზოგადოება,йӓл
307,Gesellschaft::N,საზოგადოება,йӓлвлӓ
308,Hilfe::N,შველა,палшык
309,Hilfe::N,დახმარება,палшык
310,Freund::N,მეგობარი,тӓнг
311,Kamerad::N,ამხანაგი,тос
312,Angelegenheit::N,საქმე,дела
313,Angelegenheit::N,საქმე,йела
314,Angelegenheit::N,საქმე,йыла
315,Angelegenheit::N,საქმე,пӓшӓ
316,Anzahl::N,ოდენობა,шот
317,Art::N,სახეობა,цӹре
318,Stück::N,ნატეხი,лаштык
319,Teil::N,წილი,пай
320,Teil::N,წილი,часть
321,Hälfte::N,ნახევარი,пел
322,Kreis::N,წრე,тӹртӹш
323,Kreuz::N,ჯვარი,крестӹ
324,Linie::N,ხაზი,
325,Strich::N,შტრიხი,
326,Abstand::N,მანძილი,ло
327,Entfernung::N,სიშორე,ло
328,Gegend::N,არე,вӓр
329,Gegend::N,მხარე,вӓр
330,Platz::N,ფართობი,вӓр
331,Ort::N,ადგილი,вӓр
332,Seite::N,მხარე,öрдӹж
333,Mitte::N,შუა,ло
334,Gegenstand::N,საგანი,хӓдӹр
335,Sache::N,ნივთი,хӓдӹр
336,Rand::N,კიდე,шöр
337,Kante::N,ნაწიბული,шöр
338,Ecke::N,კუთხე,лык
339,Spitze::N,წვეტი,вуй
340,Ende::N,ბოლო,вуй
341,Ende::N,ბოლო,мычаш
342,Loch::N,ხვრელი,ыраж
343,Winkel::N,კუთხე,лык
344,Muster::N,მოხატულობა,тӹрлец
345,Größe::N,ზომა,кӱкшӹц
346,Größe::N,სიდიდე,кӱкшӹц
347,Länge::N,სიგრძე,кыт
348,Höhe::N,სიმაღლე,кӱкшӹц
349,Gewicht::N,წონა,нелӹц
350,Menge::N,რაოდენობა,шот
351,Haufen::N,გროვა,ара
352,Reihe::N,რიგი,ряд
353,Reihe::N,წყება,ряд
354,Boot::N,გემი,пыш
355,Ruder::N,ხოფი,вешлӓ
356,Ruder::N,ნიჩაბი,вешлӓ
357,Schlitten::N,მარხილი,тир
358,Ski::N,თხილამური,ечӹ
359,Lagerfeuer::N,კოცონი,тыл
360,Last::N,ტვირთი,нелӹц
361,Gang::N,სვლა,ход
362,Schritt::N,ბიჯი,ашкыл
363,Norden::N,ჩრდილოეთი,йыдпелвел
364,Süden::N,სამხრეთი,кечӹвӓлвел
365,Westen::N,დასავლეთი,кечӹ шӹцмӹ
366,Osten::N,აღმოსავლეთი,ирвел
367,Osten::N,აღმოსავლეთი,кечӹ лӱлтмӹ
368,Holz::N,ხე,пушӓнгӹ
369,Brett::N,დაფა,ханга
370,Brett::N,ფიცარი,ханга
371,Platte::N,თლილი ქვა,плитӓ
372,Stütze::N,საყრდენი,цӓрӓк
373,Stange::N,ჭოკი,равы
374,Stange::N,ჭოკი,намаш
375,Stock::N,კეტი,панды
376,Stab::N,ლატანი,равы
377,Rohr::N,მილაკი,пыч
378,Haus::N,სახლი,пöрт
379,Heim::N,ოჯახის კერა,пöрт
380,Ofen::N,ღუმელი,камака
381,Fußboden::N,იატაკი,седӹрӓ
382,Tisch::N,სუფრა,стöл
383,Tisch::N,მაგიდა,стöл
384,Stuhl::N,სკამი,пöкен
385,Wiege::N,აკვანი,шипкӓ
386,Bett::N,საწოლი,койка
387,Bett::N,საწოლი,кравать
388,Bett::N,სარეცელი,койка
389,Bett::N,სარეცელი,кравать
390,Regal::N,თაროები,полицӓ
391,Kiste::N,ყუთი,шӱ́ндӹк
392,Kiste::N,სკივრი,шӱ́ндӹк
393,Fenster::N,ფანჯარა,окня
394,Fenster::N,სარკმელი,окня
395,Tür::N,ბჭე,амаса
396,Tür::N,კარი,амаса
397,Tor::N,ჭიშკარი,хапка
398,Zaun::N,ღობე,забор
399,Zaun::N,გალავანი,забор
400,Dach::N,სახურავი,левӓш
401,Leiter::N,კიბე,ташкалтыш
402,Besen::N,ცოცხი,сало
403,Besen::N,ცოცხი,салко
404,Spaten::N,ნიჩაბი,кольмы
405,Schaufel::N,ბარი,лоток
406,Gabel::N,ჩანგალი,ви́лка
407,Löffel::N,კოვზი,савала
408,Messer::N,დანა,кӹзӹ
409,Nagel::N,ლურსმანი,пыда
410,Netz::N,ბადე,вӓпш
411,Haken::N,კავი,крӱк
412,Haken::N,კავი,кагак
413,Haken::N,კაუჭი,крӱк
414,Haken::N,კაუჭი,кагак
415,Griff::N,ტარი,кычем
416,Schloss::N,კლიტე,замок
417,Schloss::N,კლიტე,сыравач
418,Schloss::N,საკეტი,замок
419,Schloss::N,საკეტი,сыравач
420,Bild::N,სურათი,картин
421,Figur::N,ფიგურა,кӓн
422,Puppe::N,თოჯინა,поханя
423,Beutel::N,პარკი,мешӓк
424,Bündel::N,გალა,топ
425,Bündel::N,გალა,пидӹш
426,Bündel::N,გალა,кӹлдӹш
427,Bündel::N,ასხმა,топ
428,Bündel::N,ასხმა,пидӹш
429,Bündel::N,ასხმა,кӹлдӹш
430,Tasche::N,ჩანთა,сумкы
431,Eimer::N,ჩამჩა,ведӹрӓ
432,Deckel::N,ხუფი,комдыш
433,Deckel::N,სარქველი,комдыш
434,Geschirr::N,ჭურჭელი,ӓтӹ
435,Sack::N,ტომარა,мешӓк
436,Tasse::N,ფინჯანი,цӓшкӓ
437,Topf::N,ქოთანი,ми́ска
438,Kessel::N,ქვაბი,пад
439,Essen::N,ჭამა,качкыш
440,Essen::N,ჭამა,качкыш-йӱш
441,Nahrung::N,საზრდო,качкыш
442,Nahrung::N,საზრდო,качкыш-йӱш
443,Nahrung::N,საკვები,качкыш
444,Nahrung::N,საკვები,качкыш-йӱш
445,Speise::N,საჭმელი,няня
446,Fleisch::N,ხორცი,пай
447,Getreide::N,მარცვლოვანი,киндӹ
448,Brei::N,ფაფა,шӹрӓш
449,Brot::N,პური,сыкыр
450,Scheibe::N,ნაჭერი,ламыт
451,Scheibe::N,ნაჭერი,лаштык
452,Fett::N,ქონი,кая
453,Fett::N,ცხიმი,кая
454,Butter::N,კარაქი,ӱ
455,Öl::N,ზეთი,ӱ
456,Salz::N,მარილი,санзал
457,Suppe::N,სუფი,лем
458,Honig::N,თაფლი,мӱ
459,Milch::N,რძე,шӹшер
460,Tee::N,ჩაი,чӓй
461,Leder::N,ტყავი,шарга
462,Leder::N,ტყავი,кавашты
463,Wolle::N,მატყლი,миж
464,Stoff::N,ქსოვილი,матер
465,Stoff::N,ქსოვილი,матери
466,Nadel::N,ნემსი,им
467,Faden::N,ძაფი,шӹртӹ
468,Faden::N,მკედი,шӹртӹ
469,Knopf::N,ღილი,полдыш
470,Knoten::N,ნასკვი,пӱкшем
471,Farbe::N,საღებავი,чиӓ
472,Farbe::N,საღებავი,крӓскӓ
473,Kleidung::N,ტანსაცმელი,выргем
474,Hemd::N,ხალათი,тыгыр
475,Hemd::N,პერანგი,тыгыр
476,Kragen::N,საყელო,шӱ
477,Ärmel::N,სახელო,шокш
478,Hose::N,შარვალი,ялаш
479,Gürtel::N,ქამარი,ӹштӹ
480,Mütze::N,ქუდი,упш
481,Schuh::N,ფეხსაცმელი,ту́фльы
482,Stiefel::N,ჩექმა,кем
483,Ring::N,ბეჭედი,шӓргӓш
484,Band::N,ბაფთი,лемтӓ
485,Kamm::N,სავარცხელი,шерге
486,Spiegel::N,სარკე,тӹгӹр
487,Riemen::N,ღვედი,прӓжӓ
488,Schnur::N,ლარი,кӓндӹра
489,Leine::N,ჯაჭვი,керем
490,Decke::N,საბანი,одеял
491,Kissen::N,ბალიში,кӹпцӹк
492,Tuch::N,მაუდი,савыц
493,Tuch::N,თავშალი,савыц
494,Handtuch::N,ხელსახოცი,шӹргӹсавыц
495,Handtuch::N,ხელსახოცი,шӹргӹмсавыц
496,Kraft::N,ძალა,ви
497,Stärke::N,ღონე,ви
498,Gesundheit::N,ჯანმრთელობა,шу
499,Gesundheit::N,ჯანმრთელობა,шулык
500,Krankheit::N,სენი,мыж
501,Krankheit::N,ავადმყოფობა,мыж
502,Schmerz::N,ტკივილი,карштыш
503,Wunde::N,იარი,шушыр
504,Wunde::N,ჭრილობა,шушыр
505,Fieber::N,ციება,ӱштӹмыж
506,Arznei::N,წამალი,лекӓрцӹ
507,Brücke::N,ხიდი,кӹвер
508,Brunnen::N,ჭა,вӹдсӹнзӓ
509,Weide::N,საძოვარი,ныр
510,Pfad::N,ბილიკი,ялгорны
511,Weg::N,გზა,корны
512,Straße::N,შარაგზა,корны
513,Dorf::N,დაბა,сола
514,Dorf::N,სოფელი,сола
515,Stadt::N,ქალაქი,города
516,Brief::N,წერილი,сирмӓш
517,Buch::N,წიგნი,книгӓ
518,Buchstabe::N,ასო,буква́
519,Zeitung::N,გაზეთი,газет
520,Zeitung::N,გაზეთი,кайзет
521,Leben::N,სიცოცხლე,житя
522,Tod::N,სიკვდილი,смöрт
523,Grab::N,სამარე,шӹгер
524,Grab::N,სამარე,мыгилӓ
525,Grab::N,სამარე,шӹгерлӓ
526,Grab::N,საფლავი,шӹгер
527,Grab::N,საფლავი,мыгилӓ
528,Grab::N,საფლავი,шӹгерлӓ
529,Kirche::N,ეკლესია,церкӹ
530,Sünde::N,ცოდვა,сулык
531,Gott::N,ღმერთი,йымы
532,Arbeiter::N,მუშა,пӓшӓзӹ
533,Chef::N,გამგე,вуй
534,Meister::N,ოსტატი,мастар
535,Arzt::N,ექიმი,доктор
536,Arzt::N,მკურნალი,доктор
537,Lehrer::N,მასწავლებელი,тымдышы
538,Geld::N,ფული,окса
539,Geschäft::N,საქმე,торге́йӹмӓш
540,Geschäft::N,ბიზნესი,торге́йӹмӓш
541,Laden::N,დუქანი,лапка
542,Laden::N,დუქანი,магазин
543,Laden::N,მაღაზია,лапка
544,Laden::N,მაღაზია,магазин
545,Preis::N,ფასი,ӓк
546,Ware::N,საქონელი,товар
547,Nutzen::N,ხეირი,пайда
548,Reichtum::N,სიმდიდრე,перке
549,Welt::N,მსოფლიო,сӓндӓлӹк
550,Welt::N,მსოფლიო,свет
551,Land::N,მხარე,сӓндӓлӹк
552,Land::N,ქვეყანა,сӓндӓлӹк
553,Staat::N,სახელმწიფო,кугижӓншӹ
554,König::N,მეფე,король
555,Macht::N,ძლიერება,власть
556,Grenze::N,ზღვარი,пӹсмӓн
557,Krieg::N,ომი,вырсы
558,Feind::N,მტერი,тышман
559,Gewalt::N,სისასტიკე,ви
560,Kampf::N,ბრძოლა,кредӓлмӓш
561,Bogen[Waffe]::N,მშვილდი,янгеж
562,Pfeil::N,ისარი,пикш
563,Pfeil::N,მახვილი,пикш
564,Gewehr::N,თოფი,пичӓл
565,Gewehr::N,შაშხანა,пичӓл
566,Fehler::N,შეცდომა,самынь
567,Lüge::N,სიცრუე,шая
568,Schaden::N,ვნება,вре́дӓ
569,Unglück::N,ხიფათი,пёда
570,Unglück::N,ხიფათი,тымаша
571,Unglück::N,უბედურება,пёда
572,Unglück::N,უბედურება,тымаша
573,Schuld::N,ბრალი,вуйнамат
574,Alter::N,ასაკი,иӓш
575,Alter::N,ასაკი,игечӹ
576,Schluss::N,ბოლო,пӹтӓртӹш
577,Schluss::N,დასასრული,пӹтӓртӹш
578,Zeit::N,დრო,веремӓ
579,Tag::N,დღე,кечӹ
580,Morgen::N,დილა,ир
581,Morgen::N,დილა,ирок
582,Mittag::N,შუადღე,кечӹвӓл
583,Abend::N,საღამო,вады
584,Nacht::N,ღამე,йыд
585,Woche::N,კვირა,ӓрня
586,Monat::N,თვე,тӹ́лзӹ
587,Jahr::N,წელი,год
588,Frühling::N,გაზაფხული,шошым
589,Sommer::N,ზაფხული,кӓнгӹж
590,Herbst::N,შემოდგომა,шӹжӹ
591,Winter::N,ზამთარი,тел
592,Winter::N,ზამთარი,телӹ
593,Januar::N,იანვარი,январ
594,Januar::N,იანვარი,январь
595,Februar::N,თებერვალი,февраль
596,März::N,მარტი,март
597,April::N,აპრილი,апрель
598,Mai::N,მაისი,май
599,Juni::N,ივნისი,июнь
600,Juli::N,ივლისი,июль
601,August::N,აგვისტო,август
602,September::N,სექტემბერი,сентябрь
603,Oktober::N,ოქტომბერი,октябрь
604,November::N,ნოემბერი,ноябрь
605,Dezember::N,დეკემბერი,декавыр
606,Montag::N,ორშაბათი,шачмы
607,Dienstag::N,სამშაბათი,кышкыжмы
608,Mittwoch::N,ოთხშაბათი,вӹрчегӹ
609,Donnerstag::N,ხუთშაბათი,изӓрня
610,Freitag::N,პარასკევი,когарня
611,Samstag::N,შაბათი,кукшыгечӹ
612,Sonntag::N,კვირა,рушӓрня
613,groß::A,დიდი,кого
614,klein::A,მცირე,изи
615,klein::A,პატარა,изи
616,lang::A,გრძელი,кужы
617,kurz::A,მოკლე,кӹтӹк
618,breit::A,ფართო,кымда
619,breit::A,განიერი,кымда
620,schmal::A,ვიწრო,ӓнгӹсӹр
621,schmal::A,წვრილი,ӓнгӹсӹр
622,dicht::A,მჭიდრო,шӹре
623,dick[Gegenstand]::A,სქელი,кӹжгӹ
624,dünn::A,წვრილი,вӹцкӹж
625,fein::A,თხელი,пыльга
626,fest::A,მყარი,цаткыды
627,flach::A,ბრტყელი,тӓлякӓ
628,glatt::A,გლუ,ягылгы
629,hart::A,მაგარი,пингӹдӹ
630,weich::A,რბილი,пышкыды
631,rund::A,მრგვალი,тӹртӹш
632,spitz::A,წვეტიანი,кашар
633,scharf::A,მჭრელი,кашар
634,stumpf::A,ბლაგვი,нӹшкӹ
635,schwer::A,მძიმე,нелӹ
636,schön::A,ლამაზი,цевер
637,schön::A,ლამაზი,олмыдшы
638,heiß::A,ცხელი,шокшы
639,warm::A,თბილი,шокшы
640,kalt::A,ცივი,ӱштӹ
641,kühl::A,გრილი,юалгы
642,kühl::A,გრილი,йонгата
643,frisch::A,სუფთა,йонгата
644,feucht::A,ნოტიო,ӹлӹкшӹ
645,feucht::A,ნოტიო,вӹдӹжгӹ
646,nass::A,სველი,начкы
647,trocken::A,მშრალი,кукшы
648,voll::A,სავსე,темшӹ
649,voll::A,სავსე,темыман
650,leer::A,ცარიელი,йӓрӓ
651,offen::A,ღია,виш
652,offen::A,გაშლილი,виш
653,geschlossen::A,დახურული,чӱчмӹ
654,geschlossen::A,დახურული,тӹкӹлӓлтшӹ
655,sauber::A,სუფთა,ире
656,sauber::A,წმინდა,ире
657,schmutzig::A,ტალახიანი,шоран
658,schmutzig::A,ტალახიანი,лявӹрӓн
659,schmutzig::A,ტალახიანი,шорангшы
660,roh::A,უმი,пеле кӱшӹ
661,reif::A,მწიფე,кӱшӹ
662,lecker::A,გემრიელი,тотан
663,süß::A,ტკბილი,мӱӓн
664,bitter::A,მწარე,качы
665,sauer::A,მჟავე,шапы
666,hell::A,ნათელი,соты
667,hell::A,ნათელი,валгыды
668,dunkel::A,ბნელი,пӹц
669,dunkel::A,ბნელი,пӹцкемӹш
670,schwarz::A,შავი,шим
671,weiß::A,თეთრი,ош
672,weiß::A,თეთრი,ошы
673,rot::A,წითელი,якшаргы
674,gelb::A,ყვითელი,сар
675,gelb::A,ყვითელი,сары
676,blau::A,ლურჯი,симсӹ
677,blau::A,ცისფერი,симсӹ
678,grün::A,მწვანე,ыжар
679,grau::A,რუხი,луды
680,grau::A,ნაცრისფერი,луды
681,bunt::A,ჭრელი,ала
682,bunt::A,ფერადი,ала
