,Concept_ID,de,pl
127,Zweig::N,Zweig,gałąź
128,Blatt::N,Blatt,liść
129,Birke::N,Birke,brzoza
130,Kiefer[Baum]::N,Kiefer,sosna
131,Weide[Baum]::N,Weide,wierzba
132,Tanne::N,Tanne,jodła
133,Horn::N,Horn,róg
134,Feder::N,Feder,pióro
135,Fell::N,Fell,futro
136,Flügel::N,Flügel,skrzydło
137,Klaue::N,Klaue,szpon
138,Kralle::N,Kralle,pazur
139,Schwanz::N,Schwanz,ogon
140,Ei::N,Ei,jajko
141,Nest::N,Nest,gniazdo
142,Bau::N,Bau,nora
143,Tier::N,Tier,zwierzę
144,Herde::N,Herde,stado
145,Herde::N,Herde,trzoda
146,Kuh::N,Kuh,krowa
147,Bulle::N,Bulle,byk
148,Pferd::N,Pferd,koń
149,Schaf::N,Schaf,owca
150,Schwein::N,Schwein,świnia
151,Hund::N,Hund,pies
152,Katze::N,Katze,kot
153,Katze::N,Katze,kotka
154,Bär::N,Bär,niedźwiedż
155,Eichhörnchen::N,Eichhörnchen,wiewiórka
156,Elch::N,Elch,łóś
157,Fuchs::N,Fuchs,lis
158,Hase::N,Hase,zając
159,Maus::N,Maus,mysz
160,Wolf::N,Wolf,wilk
161,Vogel::N,Vogel,ptak
162,Schwarm::N,Schwarm,stado
163,Huhn::N,Huhn,kura
164,Hahn::N,Hahn,kogut
165,Gans::N,Gans,gęś
166,Adler::N,Adler,orzeł
167,Ente::N,Ente,kaczka
168,Eule::N,Eule,sowa
169,Kranich::N,Kranich,żuraw
170,Krähe::N,Krähe,wrona
171,Kuckuck::N,Kuckuck,kukułka
172,Schwan::N,Schwan,łabędż
173,Fisch::N,Fisch,ryba
174,Barsch::N,Barsch,okoń
175,Hecht::N,Hecht,szczupak
176,Schlange[Tier]::N,Schlange,wąż
177,Schlange[Tier]::N,Schlange,żmija
178,Wurm::N,Wurm,robak
179,Spinne::N,Spinne,pająk
180,Ameise::N,Ameise,mrówka
181,Laus::N,Laus,wesz
182,Mücke::N,Mücke,komar
183,Fliege::N,Fliege,mucha
184,Schmetterling::N,Schmetterling,motyl
185,Beere::N,Beere,jagoda
186,Apfel::N,Apfel,jabłko
187,Pilz::N,Pilz,grzyb
188,Zwiebel::N,Zwiebel,cebula
189,Saat::N,Saat,siew
190,Korn::N,Korn,ziarno
191,Heu::N,Heu,siano
192,Schale::N,Schale,łupina
193,Grube::N,Grube,dół
194,Grube::N,Grube,jama
195,Falle::N,Falle,pułapka
196,Schlinge::N,Schlinge,sidła
197,Spur::N,Spur,ślad
198,Asche::N,Asche,popiół
199,Dreck::N,Dreck,brud
200,Eisen::N,Eisen,żelazo
201,Gold::N,Gold,złoto
202,Silber::N,Silber,srebro
203,Kohle::N,Kohle,węgiel
204,Glas::N,Glas,szkło
205,Lehm::N,Lehm,glina
206,Sand::N,Sand,piasek
207,Mensch::N,Mensch,człowiek
208,Mann::N,Mann,mężczyzna
209,Frau::N,Frau,kobieta
210,Kind::N,Kind,dziecko
211,Junge::N,Junge,chłopak
212,Junge::N,Junge,chłopiec
213,Mädchen::N,Mädchen,dziewczynka
214,Familie::N,Familie,rodzina
215,Großvater::N,Großvater,dziadek
216,Großmutter::N,Großmutter,babka
217,Eltern::N,Eltern,rodzice
218,Vater::N,Vater,ojciec
219,Mutter::N,Mutter,matka
220,Sohn::N,Sohn,syn
221,Tochter::N,Tochter,córka
222,Bruder::N,Bruder,brat
223,Schwester::N,Schwester,siostra
224,Onkel::N,Onkel,wuj
225,Onkel::N,Onkel,stryj
226,Tante::N,Tante,ciotka
227,Ehemann::N,Ehemann,mąż
228,Ehefrau::N,Ehefrau,żona
229,Freude::N,Freude,radość
230,Gelächter::N,Gelächter,śmiech
231,Glück::N,Glück,szczęście
232,Kummer::N,Kummer,zmartwienie
233,Wunsch::N,Wunsch,życzenie
234,Lust::N,Lust,chęć
235,Lust::N,Lust,ochota
236,Geist::N,Geist,duch
237,Gedanke::N,Gedanke,myśl
238,Gedächtnis::N,Gedächtnis,pamięć
239,Verstand::N,Verstand,rozum
240,Sinn::N,Sinn,zmysł
241,Grund::N,Grund,powód
242,Wahrheit::N,Wahrheit,prawda
243,Gespräch::N,Gespräch,rozmowa
244,Märchen::N,Märchen,bajka
245,Erzählung::N,Erzählung,opowiadanie
246,Nachricht::N,Nachricht,wiadomość
247,Neuigkeit::N,Neuigkeit,nowina
248,Name::N,Name,imię
249,Rätsel::N,Rätsel,zagadka
250,Rede::N,Rede,mowa
251,Sprache::N,Sprache,język
252,Stimme::N,Stimme,głos
253,Wort::N,Wort,słowo
254,Zeichen::N,Zeichen,znak
255,Ruf::N,Ruf,wołanie
256,Lärm::N,Lärm,hałas
257,Lärm::N,Lärm,zgiełk
258,Laut::N,Laut,dźwięk
259,Ton::N,Ton,ton
260,Ton::N,Ton,dźwięk
261,Lied::N,Lied,pieśń
262,Lied::N,Lied,piosenka
263,Ruhe::N,Ruhe,spokój
264,Leute::N,Leute,ludzie
265,Volk::N,Volk,naród
266,Arbeit::N,Arbeit,praca
267,Arbeit::N,Arbeit,robota
268,Gast::N,Gast,gość
269,Geschenk::N,Geschenk,prezent
270,Geschenk::N,Geschenk,podarunek
271,Spiel::N,Spiel,gra
272,Spiel::N,Spiel,zabawa
273,Gesellschaft::N,Gesellschaft,towarzystwo
274,Hilfe::N,Hilfe,pomoc
275,Freund::N,Freund,przyjaciel
276,Kamerad::N,Kamerad,kolega
277,Angelegenheit::N,Angelegenheit,sprawa
278,Anzahl::N,Anzahl,ilość
279,Art::N,Art,rodzaj
280,Stück::N,Stück,kawałek
281,Teil::N,Teil,część
282,Hälfte::N,Hälfte,połowa
283,Kreis::N,Kreis,krąg
284,Kreuz::N,Kreuz,krzyż
285,Linie::N,Linie,linia
286,Strich::N,Strich,kreska
287,Abstand::N,Abstand,odstęp
288,Entfernung::N,Entfernung,odległość
289,Gegend::N,Gegend,okolica
290,Platz::N,Platz,miejsce
291,Ort::N,Ort,miejsce
292,Seite::N,Seite,bok
293,Seite::N,Seite,strona
294,Mitte::N,Mitte,środek
295,Gegenstand::N,Gegenstand,przedmiot
296,Sache::N,Sache,rzecz
297,Rand::N,Rand,skraj
298,Rand::N,Rand,krawędź
299,Kante::N,Kante,kant
300,Kante::N,Kante,krawędź
301,Ecke::N,Ecke,róg
302,Spitze::N,Spitze,ostrze
303,Ende::N,Ende,koniec
304,Loch::N,Loch,dziura
305,Winkel::N,Winkel,kąt
306,Winkel::N,Winkel,kącik
307,Muster::N,Muster,wzór
308,Größe::N,Größe,rozmiar
309,Größe::N,Größe,wielkość
310,Länge::N,Länge,długość
311,Höhe::N,Höhe,wysokość
312,Gewicht::N,Gewicht,ciężar
313,Menge::N,Menge,ilość
314,Haufen::N,Haufen,kupa
315,Reihe::N,Reihe,rząd
316,Reihe::N,Reihe,szereg
317,Boot::N,Boot,łódź
318,Boot::N,Boot,łódka
319,Ruder::N,Ruder,wiosło
320,Schlitten::N,Schlitten,sanki
321,Ski::N,Ski,narta
322,Lagerfeuer::N,Lagerfeuer,ognisko
323,Last::N,Last,ciężar
324,Last::N,Last,brzemię
325,Gang::N,Gang,chód
326,Schritt::N,Schritt,krok
327,Norden::N,Norden,północ
328,Süden::N,Süden,południe
329,Westen::N,Westen,zachód
330,Osten::N,Osten,wschód
331,Holz::N,Holz,drzewo
332,Brett::N,Brett,deska
333,Platte::N,Platte,płyta
334,Stütze::N,Stütze,podpora
335,Stange::N,Stange,drąg
336,Stange::N,Stange,żerdź
337,Stock::N,Stock,kij
338,Stock::N,Stock,laska
339,Stab::N,Stab,pręt
340,Rohr::N,Rohr,rura
341,Haus::N,Haus,dom
342,Heim::N,Heim,dom
343,Ofen::N,Ofen,piec
344,Fußboden::N,Fußboden,podłoga
345,Tisch::N,Tisch,stół
346,Stuhl::N,Stuhl,krzesło
347,Wiege::N,Wiege,kołyska
348,Bett::N,Bett,łóżko
349,Bett::N,Bett,pościel
350,Regal::N,Regal,regał
351,Kiste::N,Kiste,skrzynia
352,Fenster::N,Fenster,okno
353,Tür::N,Tür,drzwi
354,Tor::N,Tor,brama
355,Zaun::N,Zaun,płot
356,Zaun::N,Zaun,parkan
357,Dach::N,Dach,dach
358,Leiter::N,Leiter,drabina
359,Besen::N,Besen,miotła
360,Spaten::N,Spaten,rydel
361,Schaufel::N,Schaufel,łopata
362,Gabel::N,Gabel,widelec
363,Löffel::N,Löffel,łyżka
364,Messer::N,Messer,nóż
365,Nagel::N,Nagel,gwóźdź
366,Netz::N,Netz,sieć
367,Haken::N,Haken,hak
368,Griff::N,Griff,chwyt
369,Schloss::N,Schloss,zamek
370,Bild::N,Bild,obraz
371,Figur::N,Figur,figura
372,Puppe::N,Puppe,lalka
373,Beutel::N,Beutel,torba
374,Bündel::N,Bündel,wiązka
375,Tasche::N,Tasche,torba
376,Eimer::N,Eimer,kubeł
377,Eimer::N,Eimer,wiadro
378,Deckel::N,Deckel,przykrywka
379,Geschirr::N,Geschirr,statki
380,Geschirr::N,Geschirr,naczynia
381,Sack::N,Sack,worek
382,Tasse::N,Tasse,filiżanka
383,Topf::N,Topf,garnek
384,Kessel::N,Kessel,kocioł
385,Essen::N,Essen,jedzenie
386,Nahrung::N,Nahrung,pokarm
387,Nahrung::N,Nahrung,pożywienie
388,Speise::N,Speise,potrawa
389,Speise::N,Speise,jedzenie
390,Fleisch::N,Fleisch,mięso
391,Getreide::N,Getreide,zboże
392,Brei::N,Brei,kasza
393,Brot::N,Brot,chleb
394,Scheibe::N,Scheibe,kromka
395,Fett::N,Fett,tłuszcz
396,Butter::N,Butter,masło
397,Öl::N,Öl,olej
398,Salz::N,Salz,sól
399,Suppe::N,Suppe,zupa
400,Honig::N,Honig,miód
401,Milch::N,Milch,mleko
402,Tee::N,Tee,herbata
403,Leder::N,Leder,skóra
404,Wolle::N,Wolle,wełna
405,Stoff::N,Stoff,tkanina
406,Stoff::N,Stoff,materiał
407,Nadel::N,Nadel,igła
408,Faden::N,Faden,nić
409,Faden::N,Faden,nitka
410,Knopf::N,Knopf,guzik
411,Knoten::N,Knoten,węzeł
412,Farbe::N,Farbe,farba
413,Kleidung::N,Kleidung,odzież
414,Hemd::N,Hemd,koszula
415,Kragen::N,Kragen,kołnierz
416,Ärmel::N,Ärmel,rękaw
417,Hose::N,Hose,spodnie
418,Gürtel::N,Gürtel,pasek
419,Mütze::N,Mütze,czapka
420,Schuh::N,Schuh,but
421,Schuh::N,Schuh,bucik
422,Stiefel::N,Stiefel,but
423,Stiefel::N,Stiefel,kozak
424,Ring::N,Ring,pierścień
425,Band::N,Band,wstęga
426,Kamm::N,Kamm,grzebień
427,Spiegel::N,Spiegel,lustro
428,Riemen::N,Riemen,rzemień
429,Schnur::N,Schnur,sznur
430,Leine::N,Leine,smycz
431,Decke::N,Decke,kołdra
432,Kissen::N,Kissen,poduszka
433,Tuch::N,Tuch,chustka
434,Handtuch::N,Handtuch,ręcznik
435,Kraft::N,Kraft,moc
436,Kraft::N,Kraft,siła
437,Stärke::N,Stärke,moc
438,Stärke::N,Stärke,siła
439,Gesundheit::N,Gesundheit,zdrowie
440,Krankheit::N,Krankheit,choroba
441,Schmerz::N,Schmerz,ból
442,Wunde::N,Wunde,rana
443,Fieber::N,Fieber,gorączka
444,Arznei::N,Arznei,lekarstwo
445,Brücke::N,Brücke,most
446,Brunnen::N,Brunnen,studnia
447,Weide::N,Weide,pastwisko
448,Pfad::N,Pfad,ścieżka
449,Weg::N,Weg,droga
450,Straße::N,Straße,ulica
451,Dorf::N,Dorf,wieś
452,Stadt::N,Stadt,miasto
453,Brief::N,Brief,list
454,Buch::N,Buch,książka
455,Buchstabe::N,Buchstabe,litera
456,Zeitung::N,Zeitung,gazeta
457,Zeitung::N,Zeitung,dziennik
458,Leben::N,Leben,życie
459,Tod::N,Tod,śmierć
460,Grab::N,Grab,grób
461,Kirche::N,Kirche,kościół
462,Sünde::N,Sünde,grzech
463,Gott::N,Gott,bóg
464,Arbeiter::N,Arbeiter,robotnik
465,Chef::N,Chef,szef
466,Meister::N,Meister,mistrz
467,Meister::N,Meister,majster
468,Arzt::N,Arzt,lekarz
469,Lehrer::N,Lehrer,nauczyciel
470,Geld::N,Geld,pieniądze
471,Geschäft::N,Geschäft,sprawa
472,Geschäft::N,Geschäft,interes
473,Laden::N,Laden,sklep
474,Preis::N,Preis,cena
475,Ware::N,Ware,towar
476,Nutzen::N,Nutzen,pożytek
477,Reichtum::N,Reichtum,bogactwo
478,Welt::N,Welt,świat
479,Land::N,Land,kraj
480,Staat::N,Staat,państwo
481,König::N,König,król
482,Macht::N,Macht,władza
483,Grenze::N,Grenze,granica
484,Krieg::N,Krieg,wojna
485,Feind::N,Feind,wróg
486,Gewalt::N,Gewalt,władza
487,Kampf::N,Kampf,bój
488,Kampf::N,Kampf,walka
489,Bogen[Waffe]::N,Bogen,łuk
490,Pfeil::N,Pfeil,strzała
491,Gewehr::N,Gewehr,karabin
492,Fehler::N,Fehler,błąd
493,Lüge::N,Lüge,kłamstwo
494,Schaden::N,Schaden,szkoda
495,Unglück::N,Unglück,nieszczęście
496,Schuld::N,Schuld,wina
497,Alter::N,Alter,wiek
498,Schluss::N,Schluss,koniec
499,Schluss::N,Schluss,zakończenie
500,Zeit::N,Zeit,czas
501,Tag::N,Tag,dzień
502,Morgen::N,Morgen,ranek
503,Morgen::N,Morgen,poranek
504,Mittag::N,Mittag,południe
505,Abend::N,Abend,wieczór
506,Nacht::N,Nacht,noc
507,Woche::N,Woche,tydzień
508,Monat::N,Monat,miesiąc
509,Jahr::N,Jahr,rok
510,Frühling::N,Frühling,wiosna
511,Sommer::N,Sommer,lato
512,Herbst::N,Herbst,jesień
513,Winter::N,Winter,zima
514,Januar::N,Januar,styczeń
515,Februar::N,Februar,luty
516,März::N,März,marzec
517,April::N,April,kwiecień
518,Mai::N,Mai,maj
519,Juni::N,Juni,czerwiec
520,Juli::N,Juli,lipiec
521,August::N,August,sierpień
522,September::N,September,wrzesień
523,Oktober::N,Oktober,październik
524,November::N,November,listopad
525,Dezember::N,Dezember,grudzień
526,Montag::N,Montag,poniedziałek
527,Dienstag::N,Dienstag,wtorek
528,Mittwoch::N,Mittwoch,środa
529,Donnerstag::N,Donnerstag,czwartek
530,Freitag::N,Freitag,piątek
531,Samstag::N,Samstag,sobota
532,Sonntag::N,Sonntag,niedziela
533,groß::A,groß,duży
534,groß::A,groß,wielki
535,klein::A,klein,mały
536,lang::A,lang,długi
537,kurz::A,kurz,krótki
538,breit::A,breit,szeroki
539,schmal::A,schmal,wąski
540,dicht::A,dicht,gęsty
541,dick[Gegenstand]::A,dick,gruby
542,dünn::A,dünn,cienki
543,fein::A,fein,drobny
544,fest::A,fest,mocny
545,fest::A,fest,twardy
546,flach::A,flach,płaski
547,glatt::A,glatt,gładki
548,hart::A,hart,twardy
549,weich::A,weich,miękki
550,rund::A,rund,okrągły
551,spitz::A,spitz,spiczasty
552,scharf::A,scharf,ostry
553,stumpf::A,stumpf,tępy
554,schwer::A,schwer,ciężki
555,schön::A,schön,ładny
556,schön::A,schön,piękny
557,heiß::A,heiß,gorący
558,warm::A,warm,ciepły
559,kalt::A,kalt,zimny
560,kühl::A,kühl,chłodny
561,frisch::A,frisch,świeży
562,feucht::A,feucht,wilgotny
563,nass::A,nass,mokry
564,trocken::A,trocken,suchy
565,voll::A,voll,pełny
566,leer::A,leer,pusty
567,leer::A,leer,próżny
568,offen::A,offen,otwarty
569,geschlossen::A,geschlossen,zamknięty
570,sauber::A,sauber,czysty
571,schmutzig::A,schmutzig,brudny
572,roh::A,roh,surowy
573,reif::A,reif,dojrzały
574,lecker::A,lecker,smaczny
575,süß::A,süß,słodki
576,bitter::A,bitter,gorzki
577,sauer::A,sauer,kwaśny
578,hell::A,hell,jasny
579,dunkel::A,dunkel,ciemny
580,schwarz::A,schwarz,czarny
581,weiß::A,weiß,biały
582,rot::A,rot,czerwony
583,gelb::A,gelb,żółty
584,blau::A,blau,błękitny
585,blau::A,blau,niebieski
586,grün::A,grün,zielony
587,grau::A,grau,szary
588,bunt::A,bunt,barwny
589,billig::A,billig,tani
590,teuer::A,teuer,drogi
591,wertvoll::A,wertvoll,cenny
592,blind::A,blind,ślepy
593,taub::A,taub,głuchy
594,kräftig::A,kräftig,mocny
595,stark::A,stark,silny
596,schwach::A,schwach,słaby
597,fett::A,fett,tłusty
598,schlank::A,schlank,smukły
599,hübsch::A,hübsch,ładny
600,böse::A,böse,zły
601,dumm::A,dumm,głupi
602,faul::A,faul,leniwy
603,fleißig::A,fleißig,pilny
604,geizig::A,geizig,skąpy
605,klug::A,klug,mądry
606,geschickt::A,geschickt,zręczny
607,lieb::A,lieb,miły
608,lustig::A,lustig,wesoły
609,sanft::A,sanft,łagodny
610,hungrig::A,hungrig,głodny
611,krank::A,krank,chory
612,nackt::A,nackt,nagi
613,traurig::A,traurig,smutny
614,lebendig::A,lebendig,żywy
615,gut::A,gut,dobry
616,schlecht::A,schlecht,zły
617,richtig::A,richtig,słuszny
618,richtig::A,richtig,właściwy
619,schlimm::A,schlimm,zły
620,wahr::A,wahr,prawdziwy
621,alt::A,alt,stary
622,neu::A,neu,nowy
623,ehemalig::A,ehemalig,były
624,alt[Lebewesen]::A,alt,stary
625,jung::A,jung,młody
626,arm::A,arm,ubogi
627,arm::A,arm,biedny
628,reich::A,reich,bogaty
629,bekannt::A,bekannt,znany
630,berühmt::A,berühmt,słynny
631,fremd::A,fremd,obcy
632,fremd::A,fremd,cudzy
633,verschieden::A,verschieden,różny
634,nah::A,nah,bliski
635,fern::A,fern,daleki
636,linker::A,linker,lewy
637,rechter::A,rechter,prawy
638,anderer::A,anderer,inny
639,erster::A,erster,pierwszy
640,zweiter::A,zweiter,drugi
641,dritter::A,dritter,trzeci
642,letzter::A,letzter,ostatni
643,allein::ADV,allein,sam
644,auf einmal::ADV,auf einmal,naraz
645,zusammen::ADV,zusammen,razem
646,lange::ADV,lange,długo
647,plötzlich::ADV,plötzlich,nagle
648,sofort::ADV,sofort,natychmiast
649,später::ADV,später,później
650,jetzt::ADV,jetzt,teraz
651,jetzt::ADV,jetzt,obecnie
652,heute::ADV,heute,dziś
653,heute::ADV,heute,dzisiaj
654,morgen::ADV,morgen,jutro
655,bald::ADV,bald,wkrótce
656,dann::ADV,dann,potem
657,gestern::ADV,gestern,wczoraj
658,einst::ADV,einst,kiedyś
659,einst::ADV,einst,niegdyś
660,damals::ADV,damals,wtedy
661,damals::ADV,damals,wówczas
662,danach::ADV,danach,następnie
663,vorher::ADV,vorher,przedtem
664,zuerst::ADV,zuerst,naprzód
665,zuerst::ADV,zuerst,najpierw
666,einmal::ADV,einmal,raz
667,manchmal::ADV,manchmal,czasem
668,oft::ADV,oft,często
669,immer::ADV,immer,zawsze
670,niemals::ADV,niemals,nigdy
671,hier::ADV,hier,tu
672,hier::ADV,hier,tutaj
673,hierhin::ADV,hierhin,tu
674,von hier::ADV,von hier,stąd
675,dort::ADV,dort,tam
676,dorthin::ADV,dorthin,tam
677,geradeaus::ADV,geradeaus,prosto
678,vorwärts::ADV,vorwärts,naprzód
679,rückwärts::ADV,rückwärts,wstecz
680,zurück::ADV,zurück,z powrotem
681,unten::ADV,unten,u dołu
682,unten::ADV,unten,na dole
683,hinab::ADV,hinab,na_dół
684,hinab::ADV,hinab,w_dół
685,oben::ADV,oben,w górze
686,oben::ADV,oben,na górze
687,hinauf::ADV,hinauf,w górę
688,hinauf::ADV,hinauf,na górę
689,überall::ADV,überall,wszędzie
690,nicht::ADV,nicht,nie
691,ein wenig::ADV,ein wenig,trochę
692,kaum::ADV,kaum,ledwie
693,kaum::ADV,kaum,prawie nie
694,sehr::ADV,sehr,bardzo
695,so::ADV,so,tak
696,noch::ADV,noch,jeszcze
697,nur::ADV,nur,tylko
698,schon::ADV,schon,już
699,wieder::ADV,wieder,znów
700,wieder::ADV,wieder,znowu
701,vergebens::ADV,vergebens,na próżno
702,vor::PRP,vor,przed
703,hinter::PRP,hinter,za
704,unter::PRP,unter,pod
705,durch::PRP,durch,przez
706,neben::PRP,neben,obok
707,zwischen::PRP,zwischen,między
708,wegen::PRP,wegen,z powodu
709,dies::PRN,dies,to
710,das::PRN,das,to
711,alles::PRN,alles,wszystko
712,ich::PRN,ich,ja
713,du::PRN,du,ty
714,er::PRN,er,on
715,wir::PRN,wir,my
716,ihr::PRN,ihr,wy
717,sie::PRN,sie,oni
718,was::FPRN,was,co
719,wer::FPRN,wer,kto
720,wo::FADV,wo,gdzie
721,wohin::FADV,wohin,dokąd
722,wie::FADV,wie,jak
723,warum::FADV,warum,dlaczego
724,wieviel::FNUM,wieviel,ile
725,eins::NUM,eins,jeden
726,zwei::NUM,zwei,dwa
727,drei::NUM,drei,trzy
728,vier::NUM,vier,cztery
729,fünf::NUM,fünf,pięć
730,sechs::NUM,sechs,sześć
731,sieben::NUM,sieben,siedem
732,acht::NUM,acht,osiem
733,neun::NUM,neun,dziewięć
734,zehn::NUM,zehn,dziesięć
735,elf::NUM,elf,jedenaście
736,zwölf::NUM,zwölf,dwanaście
737,zwanzig::NUM,zwanzig,dwadzieścia
738,dreißig::NUM,dreißig,trzydzieści
739,vierzig::NUM,vierzig,czterdzieści
740,fünfzig::NUM,fünfzig,pięćdziesiąt
741,sechzig::NUM,sechzig,sześćdziesiąt
742,siebzig::NUM,siebzig,siedemdziesiąt
743,achtzig::NUM,achtzig,osiemdziesiąt
744,neunzig::NUM,neunzig,dziewięćdziesiąt
745,hundert::NUM,hundert,sto
746,tausend::NUM,tausend,tysiąc
747,und::CNJ,und,i
748,oder::CNJ,oder,lub
749,oder::CNJ,oder,albo
750,stehen::V,stehen,stać
751,sitzen::V,sitzen,siedzieć
752,liegen::V,liegen,leżeć
753,hängen::V,hängen,wisieć
754,werden::V,werden,zostać
755,werden::V,werden,stać się
756,passieren::V,passieren,dziać się
757,passieren::V,passieren,zdarzyć się
758,beginnen::V,beginnen,zacząć się
759,enden::V,enden,kończyć się
760,wechseln::V,wechseln,zmienić się
761,aufgehen[Sonne]::V,aufgehen,wzejść
762,untergehen[Sonne]::V,untergehen,zajść
763,scheinen[Sonne]::V,scheinen,świecić
764,donnern::V,donnern,grzmieć
765,wehen::V,wehen,wiać
766,strömen::V,strömen,płynąć
767,strömen::V,strömen,lać się
768,fließen::V,fließen,ciec
769,fließen::V,fließen,płynąć
770,sich drehen::V,sich drehen,obracać się
771,schwanken::V,schwanken,chwiać się
772,schwingen::V,schwingen,wahać się
773,fallen::V,fallen,padać
774,brennen::V,brennen,palić się
775,rauchen::V,rauchen,dymić
776,rauchen::V,rauchen,dymić się
777,regnen::V,regnen,padać
778,gefrieren::V,gefrieren,zamarznąć
779,tauen::V,tauen,tajać
780,schmelzen::V,schmelzen,topnieć
781,trocknen::V,trocknen,schnąć
782,sieden::V,sieden,wrzeć
783,sieden::V,sieden,kipieć
784,faulen::V,faulen,gnić
785,verfaulen::V,verfaulen,zgnić
786,reißen::V,reißen,urywać się
787,versinken::V,versinken,tonąć
788,vergehen::V,vergehen,przechodzić
789,erscheinen::V,erscheinen,zjawiać się
790,verschwinden::V,verschwinden,zniknąć
791,sinken::V,sinken,spadać
792,abnehmen::V,abnehmen,spadać
793,zunehmen::V,zunehmen,wzrosnąć
