,Concept_ID,ga,sl
125,Anhöhe::N,ard,gríč
126,Anhöhe::N,ard,višína
127,Anhöhe::N,ardán,gríč
128,Anhöhe::N,ardán,višína
129,Berg::N,sliabh,gôra
130,Berg::N,sliabh,planína
131,Gipfel::N,barr,vŕh
132,Gipfel::N,mullach,vŕh
133,Höhle::N,uaimh,jáma
134,Höhle::N,uaimh,votlína
135,Höhle::N,pluais,jáma
136,Höhle::N,pluais,votlína
137,Abhang::N,fána,pobóčje
138,Quelle::N,foinse,izvír
139,Bach::N,sruthán,pôtok
140,Fluss::N,abhainn,réka
141,Ufer::N,bruach,brég
142,Küste::N,cósta,obála
143,Küste::N,cósta,obréžje
144,Küste::N,cladach,obála
145,Küste::N,cladach,obréžje
146,Festland::N,míntír,celína
147,Festland::N,míntír,kopnína
148,Meer::N,muir,mórje
149,Meer::N,farraige,mórje
150,Bucht::N,bá,zalív
151,Bucht::N,cuan,zalív
152,Insel::N,inis,ôtok
153,Insel::N,oileán,ôtok
154,Blume::N,bláth,cvetlíca
155,Gras::N,féar,tráva
156,Wurzel::N,rúta,korenína
157,Wurzel::N,fréamh,korenína
158,Baum::N,crann,drevó
159,Stamm::N,stoc,dêblo
160,Stamm::N,tamhan,dêblo
161,Rinde::N,coirt,lúbje
162,Rinde::N,coirt,skórja
163,Rinde::N,craiceann,lúbje
164,Rinde::N,craiceann,skórja
165,Ast::N,géag,véja
166,Zweig::N,géag,véja
167,Zweig::N,craobh,véja
168,Blatt::N,duille,líst
169,Blatt::N,duilleog,líst
170,Birke::N,beith,bréza
171,Birke::N,crann beithe,bréza
172,Kiefer[Baum]::N,péine,bòr
173,Weide[Baum]::N,saileach,vŕba
174,Tanne::N,giúis,hója
175,Horn::N,adharc,róg
176,Feder::N,cleite,peró
177,Fell::N,clúmh,kŕzno
178,Flügel::N,eite,krílo
179,Flügel::N,sciathán,krílo
180,Klaue::N,crúb,párkelj
181,Klaue::N,crobh,párkelj
182,Kralle::N,crobh,krémpelj
183,Schwanz::N,eireaball,rèp
184,Ei::N,ubh,jájce
185,Nest::N,nead,gnézdo
186,Bau::N,brocais,brlòg
187,Tier::N,ainmhí,živál
188,Tier::N,beithíoch,živál
189,Herde::N,tréad,čréda
190,Kuh::N,bó,kráva
191,Bulle::N,tarbh,bìk
192,Pferd::N,each,kònj
193,Pferd::N,capall,kònj
194,Schaf::N,caora,ôvca
195,Schwein::N,muc,svínja
196,Hund::N,madra,pès
197,Katze::N,cat,máčka
198,Bär::N,béar,mêdved
199,Eichhörnchen::N,iora,véverica
200,Elch::N,eilc,lós
201,Fuchs::N,sionnach,lisíca
202,Fuchs::N,madra rua,lisíca
203,Hase::N,giorria,zájec
204,Maus::N,luch,mìš
205,Wolf::N,mac tíre,vólk
206,Vogel::N,éan,ptìč
207,Vogel::N,éan,ptíca
208,Schwarm::N,saithe,játa
209,Huhn::N,cearc,kokóš
210,Hahn::N,coileach,petêlin
211,Gans::N,gé,gós
212,Adler::N,iolar,ôrel
213,Ente::N,lacha,ráca
214,Eule::N,ulchabhán,sôva
215,Kranich::N,grús,žerjàv
216,Krähe::N,caróg,vrána
217,Krähe::N,préachán,vrána
218,Kuckuck::N,cuach,kúkavica
219,Schwan::N,eala,labód
220,Fisch::N,iasc,ríba
221,Barsch::N,péirse,ostríž
222,Hecht::N,liús,ščúka
223,Schlange[Tier]::N,nathair,káča
224,Wurm::N,péist,čr̀v
225,Wurm::N,péist,glísta
226,Spinne::N,damhán alla,pájek
227,Ameise::N,seangán,mrávlja
228,Laus::N,míol,úš
229,Mücke::N,muiscít,komár
230,Mücke::N,corrmhíol,komár
231,Fliege::N,cuil,múha
232,Fliege::N,cuileog,múha
233,Schmetterling::N,féileacán,metúlj
234,Beere::N,caor,jágoda
235,Apfel::N,úll,jábolko
236,Pilz::N,beacán,góba
237,Pilz::N,muisiriún,góba
238,Zwiebel::N,oinniún,čebúla
239,Saat::N,síol,séme
240,Korn::N,gráinne,zŕno
241,Heu::N,féar,senó
242,Schale::N,scaimh,lupína
243,Grube::N,poll,jáma
244,Falle::N,gaiste,pást
245,Schlinge::N,sealán,zánka
246,Schlinge::N,sealán,pêtlja
247,Spur::N,rian,sléd
248,Asche::N,luaith,pepél
249,Dreck::N,salachar,bláto
250,Eisen::N,iarann,želézo
251,Gold::N,ór,zlató
252,Silber::N,airgead,srebró
253,Kohle::N,gual,ógel
254,Glas::N,gloine,stêklo
255,Lehm::N,cré,ílo
256,Sand::N,gaineamh,pések
257,Mensch::N,duine,člôvek
258,Mann::N,fear,móž
259,Mann::N,fear,môški
260,Frau::N,bean,gospá
261,Frau::N,bean,žénska
262,Kind::N,gasúr,déte
263,Kind::N,gasúr,otròk
264,Kind::N,páiste,déte
265,Kind::N,páiste,otròk
266,Junge::N,buachaill,fànt
267,Junge::N,buachaill,déček
268,Mädchen::N,cailín,deklè
269,Mädchen::N,cailín,déklica
270,Familie::N,teaghlach,družína
271,Familie::N,comhluadar,družína
272,Großvater::N,seanathair,dèd
273,Großvater::N,seanathair,dédek
274,Großmutter::N,seanmháthair,bábica
275,Eltern::N,tuismitheoirí,stárši
276,Vater::N,athair,ôče
277,Mutter::N,máthair,máma
278,Sohn::N,mac,sín
279,Tochter::N,iníon,hčí
280,Tochter::N,iníon,hčérka
281,Bruder::N,deartháir,bràt
282,Schwester::N,deirfiúr,sêstra
283,Onkel::N,uncail,újec
284,Onkel::N,uncail,stríc
285,Tante::N,aintín,têta
286,Tante::N,aintín,strína
287,Ehemann::N,fear céile,móž
288,Ehemann::N,fear céile,sopróg
289,Ehefrau::N,bean chéile,žêna
290,Ehefrau::N,bean chéile,sopróga
291,Freude::N,áthas,rádost
292,Freude::N,áthas,vesêlje
293,Gelächter::N,gáire,sméh
294,Gelächter::N,gáire,grohòt
295,Glück::N,séan,sréča
296,Glück::N,sonas,sréča
297,Kummer::N,brón,gorjé
298,Kummer::N,buairt,gorjé
299,Wunsch::N,guí,žêlja
300,Wunsch::N,achainí,žêlja
301,Lust::N,fonn,poželênje
302,Geist::N,meon,dúša
303,Geist::N,spiorad,dúša
304,Gedanke::N,smaoineamh,mísel
305,Gedächtnis::N,cuimhne,pámet
306,Verstand::N,ciall,
307,Verstand::N,intinn,
308,Sinn::N,brí,pomèn
309,Sinn::N,brí,smísel
310,Sinn::N,ciall,pomèn
311,Sinn::N,ciall,smísel
312,Grund::N,fáth,vzròk
313,Wahrheit::N,fírinne,resníca
314,Gespräch::N,comhrá,pogóvor
315,Märchen::N,scéal,právljica
316,Erzählung::N,scéal,povést
317,Nachricht::N,teachtaireacht,sporočílo
318,Neuigkeit::N,scéala,novóst
319,Name::N,ainm,imé
320,Rätsel::N,tomhas,ugánka
321,Rede::N,óráid,góvor
322,Rede::N,aitheasc,góvor
323,Sprache::N,teanga,jêzik
324,Stimme::N,guth,glás
325,Wort::N,focal,beséda
326,Zeichen::N,comhartha,znák
327,Ruf::N,glaoch,klíc
328,Lärm::N,torann,hrúp
329,Lärm::N,torann,trúšč
330,Laut::N,fuaim,glás
331,Ton::N,ton,tón
332,Lied::N,amhrán,pésem
333,Ruhe::N,suaimhneas,pokòj
334,Leute::N,muintir,ljudjé
335,Volk::N,pobal,národ
336,Arbeit::N,obair,délo
337,Gast::N,aoi,gòst
338,Geschenk::N,féirín,darílo
339,Geschenk::N,bronntanas,darílo
340,Spiel::N,cluiche,ígra
341,Gesellschaft::N,comhluadar,drúžba
342,Hilfe::N,cúnamh,pomóč
343,Hilfe::N,cabhair,pomóč
344,Freund::N,cara,prijátelj
345,Kamerad::N,comrádaí,továriš
346,Angelegenheit::N,ábhar,zadéva
347,Anzahl::N,líon,števílo
348,Art::N,sórt,vŕsta
349,Art::N,saghas,vŕsta
350,Stück::N,píosa,kós
351,Teil::N,cuid,dél
352,Teil::N,páirt,dél
353,Hälfte::N,leath,polovíca
354,Kreis::N,ciorcal,króg
355,Kreis::N,ciorcal,kolobár
356,Kreuz::N,cros,kríž
357,Linie::N,líne,próga
358,Strich::N,stríoc,čŕta
359,Abstand::N,achar,preslédek
360,Entfernung::N,fad,oddáljenost
361,Gegend::N,ceantar,kràj
362,Gegend::N,ceantar,dežêla
363,Platz::N,áit,prôstor
364,Platz::N,spás,prôstor
365,Ort::N,áit,mésto
366,Seite::N,taobh,bòk
367,Seite::N,taobh,strán
368,Mitte::N,lár,sredína
369,Gegenstand::N,ball,prédmet
370,Gegenstand::N,ábhar,prédmet
371,Sache::N,ní,réč
372,Sache::N,ní,stvár
373,Sache::N,rud,réč
374,Sache::N,rud,stvár
375,Rand::N,imeall,kràj
376,Rand::N,ciumhais,kràj
377,Kante::N,corr,rób
378,Kante::N,colbha,rób
379,Ecke::N,coirnéal,vogál
380,Spitze::N,gob,óst
381,Spitze::N,barr,óst
382,Ende::N,ceann,kônec
383,Ende::N,foirceann,kônec
384,Loch::N,poll,lúknja
385,Winkel::N,cúinne,kót
386,Winkel::N,uillinn,kót
387,Muster::N,patrún,vzórec
388,Größe::N,méid,veličína
389,Größe::N,toise,veličína
390,Länge::N,fad,dolžína
391,Höhe::N,airde,vršína
392,Gewicht::N,meáchan,téža
393,Menge::N,méid,količína
394,Haufen::N,cnap,kùp
395,Haufen::N,cnap,kopíca
396,Reihe::N,líne,níz
397,Reihe::N,líne,vŕsta
398,Reihe::N,sraith,níz
399,Reihe::N,sraith,vŕsta
400,Boot::N,bád,čóln
401,Ruder::N,rámh,vêslo
402,Ruder::N,maide rámha,vêslo
403,Schlitten::N,carr sleamhnáin,saní
404,Ski::N,scí,smučí
405,Lagerfeuer::N,tine champa,táborni ôgenj
406,Last::N,ualach,tôvor
407,Gang::N,siúlóid,hòd
408,Schritt::N,céim,korák
409,Schritt::N,coiscéim,korák
410,Norden::N,tuaisceart,séver
411,Süden::N,deisceart,júg
412,Westen::N,iarthar,zapàd
413,Osten::N,oirthear,vzhòd
414,Holz::N,adhmad,lés
415,Brett::N,clár,deskà
416,Platte::N,leac,plôča
417,Stütze::N,taca,opóra
418,Stütze::N,taca,zaslómba
419,Stange::N,polla,gréd
420,Stange::N,cuaille,gréd
421,Stock::N,bata,pálica
422,Stock::N,maide,pálica
423,Stab::N,maide,pálica
424,Stab::N,bachall,pálica
425,Rohr::N,píopa,cév
426,Haus::N,teach,híša
427,Heim::N,baile,dóm
428,Ofen::N,sornóg,péč
429,Fußboden::N,urlár,pòd
430,Tisch::N,bord,míza
431,Tisch::N,tábla,míza
432,Stuhl::N,cathaoir,stòl
433,Wiege::N,cliabhán,zíbel
434,Bett::N,leaba,póstelja
435,Regal::N,seilf,políca
436,Kiste::N,bosca,zabòj
437,Fenster::N,fuinneoig,ôkno
438,Tür::N,doras,vráta
439,Tor::N,geata,velíka vráta
440,Zaun::N,fál,ográja
441,Zaun::N,claí,ográja
442,Dach::N,díon,stréha
443,Leiter::N,dréimire,léstev
444,Besen::N,scuab,mêtla
445,Spaten::N,spád,lopáta
446,Spaten::N,rámhainn,lopáta
447,Schaufel::N,sluasaid,lopáta
448,Gabel::N,forc,vílice
449,Gabel::N,gabhlóg,vílice
450,Löffel::N,spúnóg,žlíca
451,Messer::N,scian,nòž
452,Nagel::N,tairne,žebèlj
453,Netz::N,líon,mréža
454,Netz::N,eangach,mréža
455,Haken::N,croch,kljúka
456,Griff::N,cos,ročáj
457,Griff::N,cos,oprijèm
458,Griff::N,hanla,ročáj
459,Griff::N,hanla,oprijèm
460,Schloss::N,glas,ključávnica
461,Bild::N,pictiúr,slíka
462,Figur::N,fíor,figúra
463,Figur::N,fíor,postáva
464,Puppe::N,bábóg,lútka
465,Beutel::N,mála,môšnja
466,Beutel::N,mealbhóg,môšnja
467,Bündel::N,beart,cúla
468,Bündel::N,beart,svéženj
469,Tasche::N,mála,tórba
470,Tasche::N,mála,tobôlec
471,Eimer::N,buicéad,vêdro
472,Deckel::N,clár,pokròv
473,Deckel::N,clár,poklópec
474,Deckel::N,claibín,pokròv
475,Deckel::N,claibín,poklópec
476,Geschirr::N,soithí,posóda
477,Geschirr::N,gréithe,posóda
478,Sack::N,sac,vréča
479,Sack::N,mála,vréča
480,Tasse::N,cupán,skodélica
481,Topf::N,pota,lônec
482,Kessel::N,citeal,kôtel
483,Essen::N,béile,hrána
484,Nahrung::N,bia,živílo
485,Speise::N,mias,jéd
486,Fleisch::N,feoil,mesó
487,Getreide::N,grán,žíto
488,Getreide::N,arbhar,žíto
489,Brei::N,brúitín,káša
490,Brot::N,arán,krùh
491,Scheibe::N,píosa,réženj
492,Scheibe::N,slisne,réženj
493,Fett::N,saill,mást
494,Fett::N,saill,maščôba
495,Fett::N,méathras,mást
496,Fett::N,méathras,maščôba
497,Butter::N,im,máslo
498,Öl::N,ola,ólje
499,Salz::N,salann,sól
500,Suppe::N,sú,júha
501,Suppe::N,anraith,júha
502,Honig::N,mil,méd
503,Milch::N,bainne,mléko
504,Tee::N,tae,čáj
505,Leder::N,leathar,úsnje
506,Wolle::N,olann,vólna
507,Stoff::N,éadach,blagó
508,Nadel::N,snáthaid,ígla
509,Faden::N,snáth,nít
510,Knopf::N,cnaipe,gúmb
511,Knoten::N,snaidhm,vôzel
512,Farbe::N,péint,bárva
513,Kleidung::N,éadaí,obléka
514,Hemd::N,léine,srájca
515,Kragen::N,bóna,ovrátnik
516,Ärmel::N,muinchille,rokáv
517,Hose::N,bríste,hláče
518,Hose::N,treabhsar,hláče
519,Gürtel::N,crios,pás
520,Mütze::N,caipín,kápa
521,Mütze::N,caipín,čépica
522,Schuh::N,bróg,čévelj
523,Stiefel::N,buatais,škórenj
524,Ring::N,fáinne,pŕstan
525,Band::N,ribín,trák
526,Kamm::N,cíor,glavník
527,Spiegel::N,scáthán,zrcálo
528,Spiegel::N,scáthán,ogledálo
529,Riemen::N,iall,jêrmen
530,Riemen::N,strapa,jêrmen
531,Schnur::N,téad,vŕvca
532,Schnur::N,sreangán,vŕvca
533,Leine::N,iall,konôpec
534,Decke::N,pluid,odéja
535,Decke::N,blaincéad,odéja
536,Kissen::N,piliúr,blazína
537,Kissen::N,adhartán,blazína
538,Tuch::N,scaif,pŕt
539,Tuch::N,scaif,rúta
540,Handtuch::N,tuáille,brisáča
541,Kraft::N,fórsa,síla
542,Stärke::N,neart,jákost
543,Gesundheit::N,sláinte,zdrávje
544,Krankheit::N,tinneas,bolézen
545,Krankheit::N,breoiteacht,bolézen
546,Schmerz::N,pian,ból
547,Schmerz::N,pian,bolečína
548,Wunde::N,goin,rána
549,Fieber::N,fiabhras,vročína
550,Arznei::N,cógas,lék
551,Arznei::N,cógas,zdravílo
552,Brücke::N,droichead,móst
553,Brunnen::N,tobar,vodnják
554,Weide::N,féarach,páša
555,Pfad::N,cosán,stezà
556,Pfad::N,conair,stezà
557,Weg::N,slí,pót
558,Weg::N,bealach,pót
559,Straße::N,bóthar,césta
560,Dorf::N,sráidbhaile,vás
561,Stadt::N,baile,mésto
562,Stadt::N,cathair,mésto
563,Brief::N,litir,písmo
564,Buch::N,cín,knjíga
565,Buch::N,leabhar,knjíga
566,Buchstabe::N,litir,čŕka
567,Zeitung::N,nuachtán,čásnik
568,Leben::N,saol,življênje
569,Leben::N,beatha,življênje
570,Tod::N,bás,smŕt
571,Grab::N,uaigh,gròb
572,Kirche::N,eaglais,cérkev
573,Sünde::N,peaca,gréh
574,Gott::N,dia,bóg
575,Arbeiter::N,oibrí,délavec
576,Chef::N,saoiste,šéf
577,Chef::N,ceannasaí,šéf
578,Meister::N,máistir,mójster
579,Arzt::N,lia,zdravník
580,Arzt::N,dochtúir,zdravník
581,Lehrer::N,oide,učítelj
582,Lehrer::N,múinteoir,učítelj
583,Geld::N,airgead,denár
584,Geschäft::N,gnó,kupčíja
585,Laden::N,siopa,trgovína
586,Preis::N,praghas,céna
587,Ware::N,earra,róba
588,Nutzen::N,tairbhe,príd
589,Reichtum::N,rachmas,bogástvo
590,Reichtum::N,saibhreas,bogástvo
591,Welt::N,domhan,svét
592,Land::N,tír,dežêla
593,Staat::N,stát,držáva
594,König::N,rí,králj
595,Macht::N,cumhacht,oblást
596,Grenze::N,críoch,mêja
597,Grenze::N,teorainn,mêja
598,Krieg::N,cogadh,vôjna
599,Feind::N,namhaid,sovrážnik
600,Gewalt::N,foréigean,nasílje
601,Kampf::N,troid,bòj
602,Kampf::N,troid,bórba
603,Bogen[Waffe]::N,bogha,lók
604,Pfeil::N,saighead,puščíca
605,Gewehr::N,gunna,púška
606,Fehler::N,botún,zmóta
607,Fehler::N,meancóg,zmóta
608,Lüge::N,bréag,láž
609,Lüge::N,éitheach,láž
610,Schaden::N,dochar,okvára
611,Schaden::N,damáiste,okvára
612,Unglück::N,drochrath,nesréča
613,Schuld::N,locht,krívda
614,Schuld::N,milleán,krívda
615,Alter::N,aois,dôba
616,Schluss::N,deireadh,kônec
617,Zeit::N,am,čàs
618,Zeit::N,aimsir,čàs
619,Tag::N,lá,dán
620,Morgen::N,maidin,jútro
621,Mittag::N,nóin,póldan
622,Abend::N,tráthnóna,večér
623,Nacht::N,oíche,nóč
624,Woche::N,seachtain,téden
625,Monat::N,mí,mésec
626,Jahr::N,bliain,léto
627,Frühling::N,earrach,pomlád
628,Sommer::N,samhradh,polétje
629,Herbst::N,fómhar,jesén
630,Winter::N,geimhreadh,zíma
631,Januar::N,Eanáir,jánuar
632,Februar::N,Feabhra,fébruar
633,März::N,Márta,márec
634,April::N,Aibreán,apríl
635,Mai::N,Bealtaine,máj
636,Juni::N,Meitheamh,júnij
637,Juli::N,Iúil,júlij
638,August::N,Lúnasa,avgúst
639,September::N,Meán Fómhair,septêmber
640,Oktober::N,Deireadh Fómhair,október
641,November::N,Samhain,novêmber
642,November::N,Mí na Samhna,novêmber
643,Dezember::N,Mí na Nollag,decémber
644,Montag::N,Luan,ponedéljek
645,Montag::N,Dé Luain,ponedéljek
646,Dienstag::N,Máirt,tôrek
647,Dienstag::N,Dé Máirt,tôrek
648,Mittwoch::N,Céadaoin,sréda
649,Mittwoch::N,Dé Céadaoin,sréda
650,Donnerstag::N,Déardaoin,četŕtek
651,Freitag::N,Aoine,pétek
652,Freitag::N,Dé hAoine,pétek
653,Samstag::N,Satharn,sobóta
654,Samstag::N,Dé Sathairn,sobóta
655,Sonntag::N,Domhnach,nedélja
656,Sonntag::N,Dé Domhnaigh,nedélja
657,groß::A,mór,vêlik
658,klein::A,beag,májhen
659,lang::A,fada,dólg
660,kurz::A,gearr,krátek
661,kurz::A,gairid,krátek
662,breit::A,leathan,širòk
663,breit::A,fairsing,širòk
664,schmal::A,cúng,ózek
665,dicht::A,dlúth,góst
666,dick[Gegenstand]::A,tiubh,dêbel
667,dünn::A,caol,tánek
668,dünn::A,tanaí,tánek
669,fein::A,scáinte,drôben
670,fein::A,fíneálta,drôben
671,fest::A,daingean,tŕden
672,flach::A,cothrom,plán
673,flach::A,cothrom,plòsk
674,glatt::A,mín,gládek
675,glatt::A,sleamhain,gládek
676,hart::A,crua,tŕd
677,weich::A,bog,mehák
678,rund::A,cruinn,okrógel
679,spitz::A,gobach,šílast
680,spitz::A,biorach,šílast
681,scharf::A,géar,óster
682,scharf::A,faobhrach,óster
683,stumpf::A,maol,tóp
684,stumpf::A,maol,skŕhan
685,schwer::A,trom,têžek
686,schön::A,álainn,lép
687,schön::A,álainn,krásen
688,heiß::A,te,vròč
689,warm::A,te,tôpel
690,kalt::A,fuar,mŕzel
691,kalt::A,fuar,hláden
692,kühl::A,fionnuar,hláden
693,frisch::A,úr,svéž
694,frisch::A,friseáilte,svéž
695,feucht::A,tais,vlážen
696,nass::A,fliuch,móker
697,trocken::A,tirim,súh
698,voll::A,lán,póln
699,leer::A,folamh,prázen
700,offen::A,oscailte,odpŕt
701,geschlossen::A,dúnta,zapŕt
702,geschlossen::A,druidte,zapŕt
703,sauber::A,glan,číst
704,sauber::A,glan,líčen
705,schmutzig::A,salach,umázan
706,roh::A,amh,suròv
707,reif::A,aibí,zrèl
708,lecker::A,blasta,okúsen
709,süß::A,milis,sládek
710,bitter::A,searbh,grenák
711,sauer::A,géar,kísel
712,sauer::A,searbh,kísel
713,hell::A,geal,svetèl
714,hell::A,soilseach,svetèl
715,dunkel::A,dorcha,temèn
716,schwarz::A,dubh,čŕn
717,weiß::A,bán,bél
718,rot::A,dearg,rdèč
719,gelb::A,buí,žólt
720,gelb::A,buí,rumèn
721,blau::A,gorm,móder
722,grün::A,glas,zelèn
723,grün::A,uaine,zelèn
724,grau::A,liath,sív
725,bunt::A,ildathach,písan
726,bunt::A,dathannach,písan
727,billig::A,saor,pocéni
728,teuer::A,daor,drág
729,teuer::A,costasach,drág
730,wertvoll::A,luachmhar,dragocén
731,blind::A,dall,slép
732,blind::A,caoch,slép
733,taub::A,bodhar,glúh
734,kräftig::A,cumhachtach,močán
735,stark::A,tréan,ják
736,stark::A,láidir,ják
737,schwach::A,lag,šíbek
738,schwach::A,fann,šíbek
739,fett::A,ramhar,dêbel
740,schlank::A,caol,vítek
741,schlank::A,seang,vítek
742,hübsch::A,álainn,lép
743,hübsch::A,dathúil,lép
744,böse::A,olc,zèl
745,böse::A,olc,hudôben
746,dumm::A,dúr,glúp
747,dumm::A,dúr,bédast
748,dumm::A,amaideach,glúp
749,dumm::A,amaideach,bédast
750,faul::A,falsa,lén
751,faul::A,leisciúil,lén
752,fleißig::A,dícheallach,marljív
753,geizig::A,barainneach,škŕt
754,geizig::A,sprionlaithe,škŕt
755,klug::A,cliste,pámeten
756,geschickt::A,oilte,spréten
757,geschickt::A,ealaíonta,spréten
758,lieb::A,dil,míl
759,lieb::A,dil,ljúb
760,lieb::A,dílis,míl
761,lieb::A,dílis,ljúb
762,lustig::A,aerach,vesél
763,lustig::A,meidhreach,vesél
764,sanft::A,bog,láhek
765,sanft::A,séimh,láhek
766,hungrig::A,ocrach,láčen
767,krank::A,tinn,bolán
768,krank::A,breoite,bolán
769,nackt::A,nocht,nág
770,traurig::A,brónach,túžen
771,lebendig::A,beo,žív
772,gut::A,maith,dóber
773,schlecht::A,dona,malopríden
774,schlecht::A,droch-,malopríden
775,richtig::A,ceart,pravílen
776,schlimm::A,gránna,húd
777,schlimm::A,tubaisteach,húd
778,wahr::A,fíor,resníčen
779,alt::A,sean,stàr
780,neu::A,úr,nòv
781,neu::A,nua,nòv
782,ehemalig::A,iar-,nekdánji
783,ehemalig::A,sean-,nekdánji
784,alt[Lebewesen]::A,sean,stàr
785,alt[Lebewesen]::A,aosta,stàr
786,jung::A,óg,mlád
787,arm::A,bocht,ubóg
788,arm::A,bocht,réven
789,reich::A,saibhir,bogàt
790,reich::A,rachmasach,bogàt
791,bekannt::A,atá eolas air,znán
792,berühmt::A,cailiúil,sláven
793,berühmt::A,cailiúil,znamenít
794,berühmt::A,clúiteach,sláven
795,berühmt::A,clúiteach,znamenít
796,fremd::A,coimhthíoch,túj
797,verschieden::A,éagsúil,razlíčen
798,verschieden::A,difriúil,razlíčen
799,nah::A,gar,blížnji
800,nah::A,deas,blížnji
801,fern::A,i bhfad uainn,dáleč
802,fern::A,i bhfad i gcéin,dáleč
803,linker::A,clé,lévi
804,rechter::A,deas,désni
805,anderer::A,eile,drúgi
806,erster::A,céad,pŕvi
807,zweiter::A,dóú,drúgi
808,zweiter::A,dara,drúgi
809,dritter::A,tríú,trétji
810,dritter::A,treas,trétji
811,letzter::A,déanach,poslédnji
812,letzter::A,deireanach,poslédnji
813,allein::ADV,i d'aonar,sám
814,auf einmal::ADV,ag an am céanna,obênem
