,Concept_ID,cs,ga
827,lange::ADV,dlouho,fada
828,plötzlich::ADV,vtom,go tobann
829,plötzlich::ADV,vtom,i dtobainne
830,plötzlich::ADV,náhle,go tobann
831,plötzlich::ADV,náhle,i dtobainne
832,sofort::ADV,hned,ar an toirt
833,sofort::ADV,hned,ar an bpointe
834,sofort::ADV,ihned,ar an toirt
835,sofort::ADV,ihned,ar an bpointe
836,später::ADV,později,níos déanaí
837,jetzt::ADV,teď,anois
838,jetzt::ADV,nyní,anois
839,heute::ADV,dnes,inniu
840,heute::ADV,dneska,inniu
841,morgen::ADV,zítra,amárach
842,bald::ADV,brzo,go luath
843,bald::ADV,brzo,gan mhoill
844,dann::ADV,pak,ansin
845,dann::ADV,potom,ansin
846,gestern::ADV,včera,inné
847,einst::ADV,kdysi,tráth
848,einst::ADV,kdysi,uair amháin
849,damals::ADV,tehdy,ag an am
850,damals::ADV,tehdy,an t-am sin
851,damals::ADV,tenkrát,ag an am
852,damals::ADV,tenkrát,an t-am sin
853,danach::ADV,podle toho,ina dhiaidh sin
854,vorher::ADV,dříve,cheana
855,vorher::ADV,dříve,roimhe sin
856,vorher::ADV,napřed,cheana
857,vorher::ADV,napřed,roimhe sin
858,zuerst::ADV,nejprve,ar dtús
859,zuerst::ADV,nejdříve,ar dtús
860,einmal::ADV,jednou,uair amháin
861,manchmal::ADV,někdy,uaireanta
862,oft::ADV,často,minic
863,immer::ADV,vždy,i gcónaí
864,immer::ADV,stále,i gcónaí
865,niemals::ADV,nikdy,riamh
866,hier::ADV,zde,anseo
867,hier::ADV,tady,anseo
868,hierhin::ADV,sem,anseo
869,von hier::ADV,odtud,an áit seo
870,dort::ADV,tam,ann
871,dort::ADV,tam,ansin
872,dorthin::ADV,tam,ann
873,dorthin::ADV,tam,ansin
874,geradeaus::ADV,rovně,ar aghaidh
875,vorwärts::ADV,kupředu,
876,rückwärts::ADV,zpět,siar
877,zurück::ADV,zpět,ar ais
878,zurück::ADV,nazpět,ar ais
879,unten::ADV,dole,thíos
880,hinab::ADV,dolů,síos
881,oben::ADV,nahoře,thuas
882,oben::ADV,navrchu,thuas
883,hinauf::ADV,nahoru,suas
884,überall::ADV,všude,i ngach áit
885,überall::ADV,všude,ar fud na háite
886,nicht::ADV,ne,ní
887,nicht::ADV,ne,cha
888,ein wenig::ADV,trochu,beagán
889,kaum::ADV,sotva,ar éigean
890,sehr::ADV,velmi,an-
891,sehr::ADV,velice,an-
892,so::ADV,tak,chomh
893,so::ADV,tak,mar sin
894,so::ADV,takto,chomh
895,so::ADV,takto,mar sin
896,noch::ADV,ještě,fós
897,noch::ADV,ještě,go fóill
898,nur::ADV,jen,amháin
899,nur::ADV,jen,níl ach
900,nur::ADV,jenom,amháin
901,nur::ADV,jenom,níl ach
902,schon::ADV,už,cheana
903,schon::ADV,už,cheana féin
904,schon::ADV,již,cheana
905,schon::ADV,již,cheana féin
906,wieder::ADV,zase,arís
907,wieder::ADV,zase,athuair
908,vergebens::ADV,marně,amú
909,vergebens::ADV,marně,in aisce
910,vor::PRP,před,ar thosach
911,hinter::PRP,za,laistiar de
912,hinter::PRP,za,taobh thiar de
913,unter::PRP,pod,faoi
914,durch::PRP,skrz,trí
915,neben::PRP,vedle,taobh le
916,neben::PRP,vedle,in aice le
917,zwischen::PRP,mezi,idir
918,wegen::PRP,pro,de bharr
919,wegen::PRP,pro,mar gheall ar
920,dies::PRN,toto,seo
921,dies::PRN,tohle,seo
922,das::PRN,to,sin
923,alles::PRN,všechno,gach rud
924,ich::PRN,já,mé
925,ich::PRN,já,mise
926,du::PRN,ty,tú
927,du::PRN,ty,tusa
928,er::PRN,on,sé
929,er::PRN,on,seisean
930,wir::PRN,my,sinn
931,ihr::PRN,vy,sibh
932,ihr::PRN,vy,sibhse
933,sie::PRN,oni,siad
934,sie::PRN,oni,siadsan
935,was::FPRN,co,cad
936,was::FPRN,co,céard
937,wer::FPRN,kdo,cé
938,wo::FADV,kde,cá
939,wo::FADV,kde,cén áit
940,wohin::FADV,kam,cá
941,wohin::FADV,kam,cén áit
942,wie::FADV,jak,conas
943,wie::FADV,jak,cén chaoi
944,warum::FADV,proč,cén fáth
945,warum::FADV,proč,cad chuige
946,wieviel::FNUM,kolik,cá mhéad
947,eins::NUM,jeden,aon
948,zwei::NUM,dva,dhá
949,drei::NUM,tři,trí
950,vier::NUM,čtyři,ceathair
951,fünf::NUM,pět,cúig
952,sechs::NUM,šest,sé
953,sieben::NUM,sedm,seacht
954,acht::NUM,osm,ocht
955,neun::NUM,devět,naoi
956,zehn::NUM,deset,deich
957,elf::NUM,jedenáct,aon déag
958,zwölf::NUM,dvanáct,dó dhéag
959,zwanzig::NUM,dvacet,fiche
960,dreißig::NUM,třicet,tríocha
961,vierzig::NUM,čtyřicet,daichead
962,vierzig::NUM,čtyřicet,ceathracha
963,fünfzig::NUM,padesát,caoga
964,sechzig::NUM,šedesát,seasca
965,siebzig::NUM,sedmdesát,seachtó
966,achtzig::NUM,osmdesát,ochtó
967,neunzig::NUM,devadesát,nócha
968,hundert::NUM,sto,céad
969,tausend::NUM,tisíc,míle
970,und::CNJ,a,agus
971,oder::CNJ,nebo,nó
972,stehen::V,stát,seas
973,sitzen::V,sedět,suigh
974,liegen::V,ležet,luigh
975,hängen::V,viset,tá crochta
976,werden::V,stát se,éirigh
977,passieren::V,stát se,tarlaigh
978,beginnen::V,počít,tosaigh
979,enden::V,končit,críochnaigh
980,enden::V,skončit,críochnaigh
981,wechseln::V,měnit se,athraigh
982,aufgehen[Sonne]::V,vyjít,éirigh
983,untergehen[Sonne]::V,zapadnout,fuin
984,untergehen[Sonne]::V,zapadnout,téigh faoi
985,scheinen[Sonne]::V,svítit,taitin
986,scheinen[Sonne]::V,svítit,soilsigh
987,donnern::V,hřmět,tá toirneach ann
988,wehen::V,vát,séid
989,wehen::V,vanout,séid
990,strömen::V,proudit,sil
991,fließen::V,téct,rith
992,fließen::V,téct,snigh
993,sich drehen::V,točit se,cas
994,sich drehen::V,točit se,imrothlaigh
995,schwanken::V,kolísat,luasc
996,schwanken::V,houpat se,luasc
997,schwingen::V,kývat se,luasc
998,fallen::V,padat,tit
999,brennen::V,hořet,dóigh
1000,rauchen::V,kouřit,plúch toite
1001,regnen::V,pršet,báistigh
1002,regnen::V,pršet,tá ag cur báistí
1003,gefrieren::V,zamrznout,sioc
1004,gefrieren::V,zamrznout,reoigh
1005,tauen::V,tát,leáigh
1006,tauen::V,tát,coscair
1007,schmelzen::V,tavit,leáigh
1008,trocknen::V,schnout,triomaigh
1009,sieden::V,vřít,fiuch
1010,sieden::V,vřít,beirigh
1011,faulen::V,hnít,lobh
1012,faulen::V,hnít,dreoigh
1013,verfaulen::V,shnít,lobh
1014,verfaulen::V,shnít,feoigh
1015,reißen::V,roztrhat se,bris
1016,versinken::V,topit se,téigh síos
1017,versinken::V,ponořit se,téigh síos
1018,vergehen::V,plynout,téigh thart
1019,erscheinen::V,objevit se,tar
1020,verschwinden::V,zmizet,imigh
1021,sinken::V,klesat,tit
1022,sinken::V,klesat,ísligh
1023,abnehmen::V,ubýt,maolaigh
1024,abnehmen::V,ubýt,laghdaigh
1025,zunehmen::V,přibýt,méadaigh
1026,steigen::V,stoupat,éirigh
1027,wachsen::V,růst,fás
1028,glänzen::V,lesknout se,lonraigh
1029,funkeln::V,jiskřit se,drithligh
1030,lärmen::V,dělat hluk,tóg callán
1031,läuten::V,zvonit,buail
1032,klingeln::V,zvonit,buail
1033,klirren::V,řinčet,cling
1034,brausen::V,hučet,búir
1035,rauschen::V,šumět,tá ag siosarnach
1036,klingen::V,znít,tá glór ag
1037,bellen::V,štěkat,amhastraigh
1038,heulen::V,výt,glam
1039,blasen::V,foukat,séid
1040,pfeifen::V,pískat,lig fead
1041,schreien::V,křičet,béic
1042,schreien::V,křičet,glaoigh
1043,stöhnen::V,sténat,lig cnead
1044,zittern::V,třást se,crith
1045,zittern::V,třást se,creathnaigh
1046,leben::V,žít,mair
1047,geboren werden::V,rodit se,rugadh
1048,atmen::V,dýchat,análaigh
1049,trinken::V,pít,ól
1050,essen::V,jíst,ith
1051,schlucken::V,polykat,slog
1052,müde werden::V,unavit se,tuirsigh
1053,einschlafen::V,usnout,tit ina chodladh
1054,schlafen::V,spát,codail
1055,aufwachen::V,probudit se,múscail
1056,aufstehen::V,vstát,éirigh
1057,sich erholen::V,zotavovat se,lig scíth
1058,krank werden::V,onemocnět,éirigh tinn
1059,krank sein::V,být nemocný,tá tinn
1060,schmerzen::V,bolet,tá pian i
1061,husten::V,kašlat,déan casacht
1062,genesen::V,uzdravit se,téarnaigh
1063,sterben::V,umřít,éag
1064,sterben::V,umřít,faigh bás
1065,umkommen::V,zahynout,caill
1066,sich bewegen::V,pohnout se,bog
1067,sich bewegen::V,pohnout se,gluais
1068,sich rühren::V,hnout se,corraigh
1069,sich erheben::V,zdvihnout se,seas suas
1070,sich setzen::V,posadit se,suigh
1071,hinfallen::V,upadnout,tit
1072,laufen::V,běžet,siúil
1073,schreiten::V,kráčet,siúil
1074,spazierengehen::V,procházet se,téigh ag spaisteoireacht
1075,eilen::V,spěchat,deifrigh
1076,eilen::V,spěchat,brostaigh
1077,sich beeilen::V,pospíšit si,deifrigh
1078,sich beeilen::V,pospíšit si,déan deifir
1079,sausen::V,fičet,luathaigh
1080,rennen::V,pádit,rith
1081,springen::V,skákat,léim
1082,klettern::V,lézt,dreap
1083,klettern::V,šplhat,dreap
1084,schaukeln::V,houpat,téigh ar an maide corrach
1085,kriechen::V,lézt,snámh
1086,kriechen::V,plazit se,snámh
1087,schwimmen::V,plavat,snámh
1088,tauchen::V,nořit se,tum
1089,rudern::V,veslovat,iomair
1090,rudern::V,veslovat,rámhaigh
1091,fahren::V,jet,tiomáin
1092,fahren::V,jezdit,tiomáin
1093,fliegen::V,létat,eitil
1094,gehen::V,jít,téigh
1095,weggehen::V,odejít,imigh
1096,abfahren::V,odjet,imigh
1097,anhalten::V,zastavit se,stad
1098,hineingehen::V,vcházet se,téigh isteach
1099,eintreten::V,vstoupit,téigh isteach
1100,kommen::V,přijít,tar
1101,ankommen::V,dojít,tar
1102,zurückkommen::V,vrátit se,fill
1103,bleiben::V,zůstat,fan
1104,warten::V,čekat,fan
1105,erwarten::V,čekat na,tá ag súil le
1106,erwarten::V,čekat na,tá ag dréim le
1107,suchen::V,hledat,lorg
1108,finden::V,najít,faigh
1109,finden::V,najít,aimsigh
1110,versuchen::V,zkoušet,triail
1111,vorbereiten::V,připravit,réitigh
1112,lieben::V,milovat,gráigh
1113,mögen::V,mít rád,taitin le
1114,mögen::V,mít rád,is maith le
1115,lachen::V,smát se,gáir
1116,rühren::V,dojmout,téigh i bhfeidhm ar
1117,weinen::V,plakat,goil
1118,weinen::V,plakat,caoin
1119,schimpfen::V,nadávat,tá ag clamhsán
1120,sich ärgern::V,pohoršit se,tá corraithe
1121,sich fürchten::V,bát se,tá eagla ar
1122,fürchten::V,bát se,tá eagla ar
1123,fliehen::V,utéct,teith
1124,flüchten::V,prchnout,éalaigh
1125,sehen::V,vidět,feic
1126,anschauen::V,podívat se na,dearc
1127,anschauen::V,podívat se na,féach ar
1128,ansehen::V,sledovat,breathnaigh
1129,hören::V,slyšet,cluin
1130,zuhören::V,poslouchat,éist
1131,probieren::V,ochutnávat,bliais
1132,riechen::V,cítit,bolaigh
1133,fühlen::V,cítit,braith
1134,fühlen::V,cítit,mothaigh
1135,scheinen::V,zdát se,tá an chuma ar
1136,zu sehen sein::V,moci být viděn,tá le feiceáil
1137,vernehmen::V,uslyšet,clois
1138,frieren::V,mrznout,tá fuar
1139,tun::V,dělat,déan
1140,können::V,moct,féad
1141,können::V,moct,is féidir le
1142,wollen::V,chtít,tá ag iarraidh
1143,anfangen::V,začít,tosaigh
1144,anfangen::V,začít,cuir tús le
1145,beenden::V,ukončit,críochnaigh
1146,beenden::V,ukončit,cuir deireadh le
1147,aufhören::V,přestat,stad
1148,gelingen::V,podařit se,éirigh le
1149,geraten::V,dařit se,tá deireadh ar
1150,öffnen::V,otevřít,oscail
1151,schließen::V,zavřít,dún
1152,schließen::V,zavřít,iaigh
1153,stellen::V,postavit,cuir
1154,setzen::V,posadit,cuir
1155,setzen::V,posadit,socraigh
1156,legen::V,klást,cuir
1157,legen::V,položit,cuir
1158,berühren::V,dotýkat se,teagmhaigh le
1159,verbinden::V,spojit,ceangail
1160,bedecken::V,pokrýt,clúdaigh
1161,bedecken::V,pokrýt,cumhdaigh
1162,aufhängen::V,oběsit,croch
1163,aufhängen::V,pověsit,croch
1164,anzünden::V,zapálit,las
1165,anzünden::V,zapálit,adhain
1166,anzünden::V,podpálit,las
1167,anzünden::V,podpálit,adhain
1168,aufheben::V,zvednout,tóg
1169,aufheben::V,zvednout,ardaigh
1170,aufheben::V,zdvihnout,tóg
1171,aufheben::V,zdvihnout,ardaigh
1172,zurücklassen::V,zanechat,fág
1173,verlieren::V,ztratit,caill
1174,fallen lassen::V,upustit,lig uait
1175,fallen lassen::V,upustit,caith uait
1176,machen::V,udělat,déan
1177,machen::V,udělat,réitigh
1178,herstellen::V,vyrobit,táirg
1179,bauen::V,stavět,tóg
1180,bauen::V,budovat,tóg
1181,reparieren::V,opravit,deisigh
1182,verbessern::V,zlepšit,feabhsaigh
1183,ändern::V,změnit,athraigh
1184,graben::V,rýt,tochail
1185,graben::V,kopat,tochail
1186,beugen::V,ohnout,crom
1187,biegen::V,ohnout,lúb
1188,drehen::V,točit,cas
1189,wenden::V,obrátit,tiontaigh
1190,umdrehen::V,obrátit,iompaigh
1191,umdrehen::V,obrátit,tiontaigh
1192,heben::V,zdvihnout,ardaigh
1193,hochheben::V,zvednout,tóg
1194,ergreifen::V,chopit se,beir ar
1195,halten::V,držet,coimeád
1196,halten::V,držet,coinnigh
1197,drücken::V,stisknout,brúigh
1198,schieben::V,posouvat,brúigh
1199,kratzen::V,škrábat,scríob
1200,lecken::V,lízat,ligh
1201,lecken::V,lízat,leadhb
1202,beißen::V,kousat,bain greim as
1203,abreißen::V,utrhat,stróic
1204,abreißen::V,utrhat,tarraing
1205,abreißen::V,odtrhat,stróic
1206,abreißen::V,odtrhat,tarraing
1207,abschneiden::V,uřezat,scoith
1208,abschneiden::V,ukrojit,scoith
1209,binden::V,přivázat,ceangail
1210,stecken::V,strčit,sáigh
1211,brechen::V,lomit,bris
1212,klopfen::V,ťukat,cnag
1213,klopfen::V,klepat,cnag
1214,hauen::V,bít,buail
1215,kleben::V,lepit,gliúáil
1216,reiben::V,třít,cuimil
1217,streichen::V,mazat,leath
1218,schleifen::V,brousit,líomh
1219,schneiden::V,řezat,gearr
1220,schneiden::V,střihat,gearr
1221,rütteln::V,třást,croith
1222,rütteln::V,otřást,croith
1223,schütteln::V,třást,croith
1224,schütteln::V,zatřást,croith
1225,schwenken::V,mávat,luasc
1226,schütten::V,nasypat,doirt
1227,füllen::V,naplnit,líon
1228,einwickeln::V,zavinout,cuach
1229,einwickeln::V,zavinout,clúdaigh
1230,tragen::V,nést,iompair
1231,schleppen::V,vléct,tarraing
1232,ziehen::V,tahat,tarraing
1233,ziehen::V,táhnout,tarraing
1234,aufbewahren::V,schovat,coinnigh
1235,werfen::V,házet,caith
1236,fangen::V,chytat,ceap
1237,packen::V,uchvátit,beir ar
1238,verstecken::V,schovat,folaigh
1239,verstecken::V,schovat,cuir i bhfolach
1240,teilen::V,rozdělit,roinn
1241,schicken::V,posílat,seol
1242,bringen::V,přinést,beir
1243,bringen::V,přinést,tabhair
1244,hinzufügen::V,připojit,cuir le
1245,bekommen::V,dostat,faigh
1246,erhalten::V,uchovat,faigh
1247,nehmen::V,vzít,tóg
1248,nehmen::V,vzít,glac
1249,wählen::V,zvolit,pioc
1250,wählen::V,zvolit,roghnaigh
1251,auswählen::V,vybrat,roghnaigh
1252,bewahren::V,uchránit,caomhnaigh
1253,behindern::V,překážet,cuir bac ar
1254,verderben::V,zkazit,mill
1255,beschädigen::V,porušit,loit
1256,beschädigen::V,porušit,déan damáiste do
1257,beschädigen::V,poškodit,loit
1258,beschädigen::V,poškodit,déan damáiste do
1259,zerbrechen::V,rozlámat,bris
1260,zerreißen::V,roztrhnout,stiall
1261,zerstören::V,zničit,mill
1262,zerstören::V,zničit,scrios
1263,verbrennen::V,spálit,las
1264,verbrennen::V,spálit,dóigh
1265,geben::V,dát,tabhair
1266,reichen::V,podat,sín
1267,reichen::V,podat,cuir
1268,schenken::V,darovat,bronn
1269,schenken::V,darovat,tabhair
1270,versprechen::V,slíbit,geall
1271,wünschen::V,přát,guigh
1272,loben::V,chválit,mol
1273,küssen::V,líbat,póg
1274,wiegen::V,chovat,bog
1275,wiegen::V,chovat,luasc
1276,wiegen::V,kolébat,bog
1277,wiegen::V,kolébat,luasc
1278,zudecken::V,přikrýt,clúdaigh
1279,zudecken::V,přiklopit,clúdaigh
1280,wecken::V,vzbudit,dúisigh
1281,zeigen::V,ukázat,taispeáin
1282,führen::V,vést,treoraigh
1283,lehren::V,učit,múin
1284,lehren::V,učit,teagasc
1285,unterrichten::V,vyučovat,múin
1286,unterrichten::V,vyučovat,teagasc
1287,aufziehen::V,vychovat,tóg
1288,leiten::V,vodit,tá i gceannas ar
1289,antreiben::V,nutit,gríosaigh
1290,lassen::V,dát,cuir ag
1291,einladen::V,pozvat,cuir cuireadh ar
1292,vereinigen::V,spojit,aontaigh
1293,besuchen::V,návštívit,tabhair cuairt ar
1294,treffen::V,potkat,cas ar
1295,treffen::V,potkat,buail le
1296,sich versammeln::V,shromáždit se,bailigh
1297,sich versammeln::V,shromáždit se,cruinnigh
1298,spielen::V,hrát,imir
1299,spielen::V,hrát,tá ag spraoi
1300,singen::V,zpívat,can
1301,tanzen::V,tančit,rinc
1302,tanzen::V,tančit,damhsaigh
1303,sich trennen::V,rozejít se,scar
1304,verlassen::V,opustit,fág
1305,retten::V,zachránit,tarrtháil
1306,bewachen::V,hlídat,cosain
1307,bewachen::V,hlídat,gardáil
1308,schützen::V,chránit,cosain
1309,verteidigen::V,obhájit,cosain
1310,sich schlagen::V,bít se,tá ag bruíon
1311,schießen::V,střílet,caith
1312,schießen::V,střílet,scaoil
1313,siegen::V,zvítězit,bain
1314,siegen::V,zvítězit,buaigh
1315,ärgern::V,zlobit,cuir isteach ar
1316,ärgern::V,pohoršit,cuir isteach ar
1317,schlagen::V,udeřit,buail
1318,schlagen::V,praštit,buail
1319,treten::V,kopnout,ciceáil
1320,stechen::V,bodnout,sáigh
1321,stechen::V,píchnout,sáigh
1322,stoßen::V,strčit,brúigh
1323,stoßen::V,strčit,soncáil
1324,stehlen::V,ukrást,goid
1325,stören::V,vyrušit,cuir isteach ar
1326,belästigen::V,obtěžovat,cuir as do
1327,verbergen::V,skrýt,ceil
1328,täuschen::V,klamat,cuir dallamullóg ar
1329,betrügen::V,podvést,déan calaois ar
1330,töten::V,zabít,maraigh
1331,wohnen::V,bydlit,cuir faoi
1332,wohnen::V,bydlit,tá ina chónaí
1333,arbeiten::V,pracovat,oibrigh
1334,sammeln::V,sebrat,bailigh
1335,sammeln::V,sebrat,cruinnigh
1336,pflücken::V,česat,pioc
1337,jagen::V,uhonit,seilg
1338,fischen::V,chytat ryby,iasc
1339,fassen::V,ulovit,beir ar
1340,hüten::V,pást,aoirigh
1341,treiben::V,hnát,seol
1342,treiben::V,hnát,tiomáin
1343,anbinden::V,přivázat,ceangail
1344,füttern::V,krmit,cothaigh
1345,füttern::V,krmit,beathaigh
1346,melken::V,dojit,bligh
1347,melken::V,dojit,crúigh
1348,hacken::V,seknout,gearr
1349,gießen::V,zalít,uiscigh
1350,reifen::V,uzrát,aibigh
1351,zubereiten::V,připravit,cócaráil
1352,kochen::V,vařit,bruith
1353,kochen::V,vařit,beirigh
1354,backen::V,péct,bácáil
1355,braten::V,smažit,róst
1356,braten::V,smažit,frioch
1357,umrühren::V,zamíchat,measc
1358,stricken::V,plést,cniotáil
1359,nähen::V,šít,fuaigh
1360,färben::V,nabarvit,dathaigh
1361,reinigen::V,očistit,glan
1362,waschen::V,mýt,nigh
1363,abwischen::V,utřít,glan
1364,spülen::V,spláchnout,sruthlaigh
1365,fegen::V,zamést,scuab
1366,kehren::V,mést,scuab
1367,baden::V,koupat se,folc
1368,sich waschen::V,mýt se,nigh é féin
1369,ausziehen::V,svléct,bain de
1370,anziehen::V,obléct,cuir ar
1371,sich anziehen::V,oblékat se,gléas é féin
1372,kämmen::V,učesat,cíor
1373,schmücken::V,ozdobit,maisigh
1374,sagen::V,říct,abair
1375,sprechen::V,mluvit,labhair
1376,reden::V,hovořit,caintigh
1377,sich unterhalten::V,povídat se,caintigh
1378,sich unterhalten::V,povídat se,tá ag comhrá
1379,fragen::V,zeptat se,fiafraigh
1380,fragen::V,zeptat se,cuir ceist
1381,bitten::V,prosit,iarr
1382,erzählen::V,povídat,inis
1383,erzählen::V,povídat,eachtraigh
1384,mitteilen::V,sdělit,aithris
1385,mitteilen::V,sdělit,cuir in iúl
1386,mitteilen::V,oznámit,aithris
1387,mitteilen::V,oznámit,cuir in iúl
1388,nennen::V,nazvat,ainmnigh
1389,rufen::V,volat,glaoigh
1390,rufen::V,zavolat,glaoigh
1391,prahlen::V,chlubit se,maígh
1392,übersetzen::V,přeložit,aistrigh
1393,denken::V,myslit,síl
1394,denken::V,myslit,ceap
1395,glauben::V,věřit,creid
1396,bemerken::V,zpozorovat,tabhair faoi deara
1397,erkennen::V,poznat,aithin
1398,begreifen::V,pochopit,tuig
1399,verstehen::V,porozumět,tuig
1400,lernen::V,učit se,foghlaim
1401,wissen::V,vědět,tá a fhios ag
1402,sich erinnern an::V,vzpomínat si na,cuimhnigh ar
1403,sich erinnern an::V,vzpomínat si na,is cuimhne ar
1404,vergessen::V,zapomínat,dearmad
1405,messen::V,měřit,tomhais
1406,zählen::V,spočítat,cuntais
1407,rechnen::V,počítat,ríomh
1408,rechnen::V,počítat,áirigh
1409,lesen::V,číst,léigh
1410,malen::V,malovat,péinteáil
1411,zeichnen::V,rýsovat,línigh
1412,zeichnen::V,rýsovat,tarraing
1413,schreiben::V,psát,scríobh
1414,besitzen::V,mít,is le
1415,besitzen::V,vlastnit,is le
1416,kaufen::V,koupit,ceannaigh
1417,verkaufen::V,prodat,díol
1418,bezahlen::V,zaplatit,íoc as
1419,zahlen::V,platit,íoc
1420,beherrschen::V,ovládat,rialaigh
1421,ertragen::V,snést,seas
1422,ertragen::V,snést,fulaing
1423,ertragen::V,snést,foighnigh
