,Concept_ID,fa,la
307,Ruf::N,صدا,clamor
308,Lärm::N,هیاهو,strepitus
309,Laut::N,صدا,sonus
310,Ton::N,آهنگ,sonus
311,Lied::N,آواز,carmen
312,Lied::N,ترانه,carmen
313,Ruhe::N,آرامش,quies
314,Leute::N,مردم,homines
315,Volk::N,خلق,populus
316,Arbeit::N,کار,labor
317,Gast::N,مهمان,hospes
318,Gast::N,مهمان,conviva
319,Geschenk::N,هدیه,munus
320,Spiel::N,بازی,ludus
321,Gesellschaft::N,جمعیت,societas
322,Hilfe::N,کمک,auxilium
323,Hilfe::N,کمک,subsidium
324,Freund::N,دوست,amicus
325,Kamerad::N,رفیق,socius
326,Angelegenheit::N,امر,res
327,Angelegenheit::N,قضیه,res
328,Anzahl::N,عده,numerus
329,Anzahl::N,شمار,numerus
330,Art::N,نوع,genus
331,Stück::N,تکه,frustum
332,Stück::N,تکه,fragmentum
333,Stück::N,قطعه,frustum
334,Stück::N,قطعه,fragmentum
335,Teil::N,بخش,pars
336,Teil::N,قسمت,pars
337,Hälfte::N,نیم,dimidium
338,Kreis::N,حلقه,orbis
339,Kreis::N,حلقه,circus
340,Kreis::N,دایره,orbis
341,Kreis::N,دایره,circus
342,Kreuz::N,صلیب,crux
343,Linie::N,خط,linea
344,Linie::N,سطر,linea
345,Strich::N,خط,lineamentum
346,Abstand::N,فاصله,intervallum
347,Entfernung::N,مسافت,spatium
348,Gegend::N,منطقه,loca
349,Gegend::N,منطقه,regio
350,Platz::N,گنجایش,locus
351,Ort::N,جا,locus
352,Ort::N,محل,locus
353,Ort::N,مکان,locus
354,Seite::N,طرف,latus
355,Mitte::N,وسط,medium
356,Mitte::N,میان,medium
357,Gegenstand::N,چیز,res
358,Sache::N,چیز,res
359,Rand::N,کنار,margo
360,Rand::N,حاشیه,margo
361,Kante::N,لبه,angulus
362,Ecke::N,گوشه,angulus
363,Spitze::N,سر,cacumen
364,Spitze::N,نوک,cacumen
365,Ende::N,ته,caput
366,Ende::N,آخر,caput
367,Loch::N,سوراخ,foramen
368,Winkel::N,کنج,angulus
369,Muster::N,نقش,exemplum
370,Größe::N,قد,magnitudo
371,Größe::N,بزرگی,magnitudo
372,Länge::N,طول,longitudo
373,Höhe::N,بلندی,altitudo
374,Gewicht::N,وزن,pondus
375,Menge::N,مقدار,copia
376,Menge::N,اندازه,copia
377,Haufen::N,توده,acervus
378,Reihe::N,ردیف,ordo
379,Boot::N,قایق,navicula
380,Ruder::N,پارو,remus
381,Schlitten::N,سورتمه,sclodia
382,Ski::N,اسکی,narta
383,Lagerfeuer::N,آتش,ignis
384,Last::N,بار,onus
385,Last::N,سنگینی,onus
386,Gang::N,راه رفتن,cursus
387,Schritt::N,قدم,gradus
388,Norden::N,شمال,septentriones
389,Süden::N,جنوب,meridies
390,Westen::N,غرب,occidens
391,Osten::N,شرق,oriens
392,Holz::N,چوب,lignum
393,Brett::N,تخته,tabula
394,Platte::N,صفحه,lamina
395,Stütze::N,تکیه,adminiculum
396,Stange::N,میله,pertica
397,Stock::N,چوب,baculum
398,Stab::N,عصا,scipio
399,Rohr::N,لوله,tubus
400,Haus::N,منزل,aedes
401,Heim::N,خانه,domicilium
402,Heim::N,کاشانه,domicilium
403,Ofen::N,بخاری,fornax
404,Fußboden::N,کف اتاق,solum
405,Tisch::N,میز,mensa
406,Stuhl::N,صندلی,sella
407,Wiege::N,گهواره,cunae
408,Bett::N,تختخواب,lectus
409,Regal::N,قفسه,foruli
410,Kiste::N,صندوق,cista
411,Fenster::N,پنجره,fenestra
412,Tür::N,در,ianua
413,Tür::N,درب,ianua
414,Tor::N,دروازه,porta
415,Zaun::N,حصار,saepes
416,Dach::N,بام,tectum
417,Leiter::N,نردبان,scalae
418,Besen::N,جارو,scopae
419,Spaten::N,بیل,pala
420,Schaufel::N,بیل,pala
421,Schaufel::N,پارو,pala
422,Gabel::N,چنگال,fuscinula
423,Löffel::N,قاشق,coclear
424,Messer::N,کارد,culter
425,Nagel::N,میخ,clavus
426,Netz::N,تور,rete
427,Netz::N,شبکه,rete
428,Haken::N,قلاب,hamus
429,Griff::N,دسته,manubrium
430,Schloss::N,قفل,claustra
431,Bild::N,عکس,tabula
432,Bild::N,عکس,pictura
433,Bild::N,تصویر,tabula
434,Bild::N,تصویر,pictura
435,Figur::N,تندیس,statunculum
436,Puppe::N,عروسک,pupa
437,Beutel::N,کیسه,sacculus
438,Bündel::N,بسته,fascis
439,Tasche::N,کیف,sacculus
440,Eimer::N,سطل,situla
441,Deckel::N,در,operculum
442,Geschirr::N,ظرف,vasa
443,Sack::N,گونی,saccus
444,Tasse::N,فنجان,pocillum
445,Topf::N,دیگ,olla
446,Topf::N,قابلمه,olla
447,Kessel::N,دیگ,aenum
448,Essen::N,خوراک,cena
449,Nahrung::N,غذا,cibus
450,Nahrung::N,غذا,alimenta
451,Speise::N,خوراک,cibus
452,Fleisch::N,گوشت,caro
453,Getreide::N,غله,frumentum
454,Brei::N,فرنی,puls
455,Brei::N,حریره,puls
456,Brot::N,نان,panis
457,Scheibe::N,قاچ,frustum
458,Scheibe::N,لزگه,frustum
459,Fett::N,چربی,pingue
460,Butter::N,کره,butȳrum
461,Öl::N,روغن,oleum
462,Salz::N,نمک,sal
463,Suppe::N,آش,ius
464,Suppe::N,سوپ,ius
465,Honig::N,عسل,mel
466,Milch::N,شیر,lac
467,Tee::N,چای,thea
468,Leder::N,چرم,corium
469,Wolle::N,پشم,lana
470,Stoff::N,پارچه,textum
471,Nadel::N,سوزن,acus
472,Faden::N,نخ,filum
473,Knopf::N,دکمه,bulla
474,Knoten::N,گره,nodus
475,Farbe::N,رنگ,pigmentum
476,Kleidung::N,لباس,vestimenta
477,Kleidung::N,پوشاک,vestimenta
478,Hemd::N,پیراهن,tunica
479,Kragen::N,یقه,collare
480,Ärmel::N,آستین,manica
481,Hose::N,شلوار,bracae
482,Gürtel::N,کمر‌بند,cingulum
483,Mütze::N,کلاه,pilleus
484,Schuh::N,کفش,calceus
485,Stiefel::N,چکمه,pero
486,Stiefel::N,چکمه,caliga
487,Ring::N,حلقه,anulus
488,Ring::N,انگشتر,anulus
489,Band::N,نوار,redimiculum
490,Band::N,روبان,redimiculum
491,Kamm::N,شانه,pecten
492,Spiegel::N,آینه,speculum
493,Riemen::N,تسمه,lorum
494,Schnur::N,ریسمان,linum
495,Leine::N,قلاده,retinaculum
496,Decke::N,پتو,lodix
497,Kissen::N,بالش,pulvinus
498,Tuch::N,شال,velum
499,Handtuch::N,حوله,mantele
500,Kraft::N,نیرو,vis
501,Stärke::N,زور,robur
502,Gesundheit::N,سلامتی,valetudo
503,Gesundheit::N,تندرستی,valetudo
504,Krankheit::N,بیماری,morbus
505,Schmerz::N,درد,dolor
506,Wunde::N,زخم,vulnus
507,Fieber::N,تب,febris
508,Arznei::N,دارو,remedium
509,Brücke::N,پل,pons
510,Brunnen::N,چاه,puteus
511,Weide::N,چراگاه,pascua
512,Pfad::N,راه,semita
513,Weg::N,راه,iter
514,Weg::N,طریق,iter
515,Straße::N,راه,via
516,Straße::N,جاده,via
517,Dorf::N,ده,vicus
518,Dorf::N,روستا,vicus
519,Stadt::N,شهر,urbs
520,Stadt::N,شهر,oppidum
521,Brief::N,نامه,epistula
522,Buch::N,کتاب,liber
523,Buchstabe::N,حرف,littera
524,Zeitung::N,روزنامه,diurnum
525,Leben::N,عمر,vita
526,Leben::N,زندگی,vita
527,Tod::N,مرگ,mors
528,Grab::N,گور,sepulcrum
529,Grab::N,مزار,sepulcrum
530,Kirche::N,کلیسا,ecclesia
531,Sünde::N,بزه,peccatum
532,Sünde::N,گناه,peccatum
533,Gott::N,خدا,deus
534,Arbeiter::N,کارگر,operarius
535,Chef::N,رئیس,praefectus
536,Meister::N,استاد,magister
537,Arzt::N,پزشک,medicus
538,Lehrer::N,معلم,magister
539,Lehrer::N,آموزگار,magister
540,Geld::N,پول,aes
541,Geld::N,پول,pecunia
542,Geschäft::N,کار,negotium
543,Geschäft::N,بیزنس,negotium
544,Laden::N,دکان,taberna
545,Laden::N,مغازه,taberna
546,Preis::N,بها,pretium
547,Preis::N,قیمت,pretium
548,Ware::N,جنس,merx
549,Ware::N,کالا,merx
550,Nutzen::N,مزیت,utilitas
551,Nutzen::N,امتیاز,utilitas
552,Reichtum::N,مال,opes
553,Reichtum::N,مال,divitiae
554,Reichtum::N,ثروت,opes
555,Reichtum::N,ثروت,divitiae
556,Welt::N,دنیا,mundus
557,Land::N,کشور,terra
558,Land::N,مملکت,terra
559,Staat::N,دولت,res publica
560,König::N,شاه,rex
561,König::N,پادشاه,rex
562,Macht::N,قدرت,potestas
563,Macht::N,اختیار,potestas
564,Grenze::N,مرز,limes
565,Krieg::N,جنگ,bellum
566,Feind::N,دشمن,inimicus
567,Gewalt::N,زور,vis
568,Gewalt::N,خشونت,vis
569,Kampf::N,نبرد,pugna
570,Kampf::N,مبارزه,pugna
571,Bogen[Waffe]::N,کمان,arcus
572,Pfeil::N,تیر,sagitta
573,Gewehr::N,تفنگ,sclopetum
574,Fehler::N,غلط,error
575,Fehler::N,اشتباه,error
576,Lüge::N,دروغ,mendacium
577,Schaden::N,آسیب,damnum
578,Schaden::N,آسیب,detrimentum
579,Schaden::N,خسارت,damnum
580,Schaden::N,خسارت,detrimentum
581,Unglück::N,بلا,miseria
582,Unglück::N,بلا,calamitas
583,Schuld::N,گناه,culpa
584,Schuld::N,تقصیر,culpa
585,Alter::N,سن,aetas
586,Alter::N,عمر,aetas
587,Schluss::N,انتها,finis
588,Zeit::N,وقت,tempus
589,Zeit::N,زمان,tempus
590,Tag::N,روز,dies
591,Morgen::N,صبح,mane
592,Mittag::N,ظهر,meridies
593,Abend::N,شب,vesper
594,Abend::N,عصر,vesper
595,Nacht::N,شب,nox
596,Woche::N,هفته,septimana
597,Monat::N,ماه,mensis
598,Jahr::N,سال,annus
599,Frühling::N,بهار,ver
600,Sommer::N,تابستان,aestas
601,Herbst::N,پاییز,autumnus
602,Winter::N,زمستان,hiems
603,Januar::N,ژانویه,Ianuarius
604,Februar::N,فوریه,Februarius
605,März::N,مارس,Martius
606,April::N,آوریل,Aprilis
607,Mai::N,مه,Maius
608,Juni::N,ژوئن,Iunius
609,Juli::N,ژویه,Iulius
610,August::N,اوت,Augustus
611,September::N,سپتامبر,September
612,Oktober::N,اکتبر,Octobris
613,November::N,نوامبر,Novembris
614,Dezember::N,دسامبر,December
615,Montag::N,دو‌شنبه,dies lunae
616,Dienstag::N,سه‌شنبه,dies Martis 
617,Mittwoch::N,چهار‌شنبه,dies Mercurii
618,Donnerstag::N,پنج شنبه,dies Iovis
619,Freitag::N,جمعه,dies Veneris
620,Samstag::N,شنبه,dies Saturni
621,Sonntag::N,یکشنبه,dominicus
622,Sonntag::N,یکشنبه,dies solis
623,groß::A,بزرگ,magnus
624,klein::A,کوچک,parvus
625,lang::A,بلند,longus
626,kurz::A,کوتاه,brevis
627,breit::A,پهن,latus
628,schmal::A,تنگ,angustus
629,schmal::A,نازک,angustus
630,dicht::A,چگال,densus
631,dicht::A,انبوه,densus
632,dick[Gegenstand]::A,ضخیم,crassus
633,dünn::A,نازک,tenuis
634,fein::A,ریز,subtilis
635,fein::A,باریک,subtilis
636,fest::A,محکم,solidus
637,fest::A,محکم,stabilis
638,flach::A,صاف,planus
639,flach::A,مسطح,planus
640,glatt::A,لیز,levis
641,hart::A,سفت,durus
642,weich::A,نرم,mollis
643,weich::A,ملایم,mollis
644,rund::A,گرد,rotundus
645,spitz::A,تیز,acutus
646,spitz::A,نوک‌تیز,acutus
647,scharf::A,تیز,acer
648,scharf::A,برنده,acer
649,stumpf::A,کند,hebes
650,schwer::A,سنگین,gravis
651,schön::A,زیبا,pulcher
652,schön::A,زیبا,formosus
653,heiß::A,داغ,fervidus
654,warm::A,گرم,calidus
655,kalt::A,سرد,frigidus
656,kühl::A,خنک,frigidus
657,frisch::A,تازه,recens
658,feucht::A,مرطوب,umidus
659,nass::A,تر,madidus
660,nass::A,خیش,madidus
661,trocken::A,خشک,aridus
662,voll::A,پر,plenus
663,leer::A,خالی,vacuus
664,offen::A,باز,apertus
665,geschlossen::A,بسته,clausus
666,sauber::A,پاک,lautus
667,sauber::A,تمیز,lautus
668,schmutzig::A,کثیف,sordidus
669,schmutzig::A,آلوده,sordidus
670,roh::A,خام,crudus
671,reif::A,رسیده,maturus
672,lecker::A,لذیذ,delicatus
673,lecker::A,خوشمزه,delicatus
674,süß::A,شیرین,dulcis
675,bitter::A,تلخ,amarus
676,bitter::A,تلخ,acerbus
677,sauer::A,ترش,acidus
678,hell::A,روشن,clarus
679,dunkel::A,تاریک,obscurus
680,schwarz::A,سیاه,niger
681,weiß::A,سفید,albus
682,rot::A,سرخ,ruber
683,rot::A,قرمز,ruber
684,gelb::A,زرد,flavus
685,blau::A,آبی,caeruleus
686,grün::A,سبز,viridis
687,grau::A,طوسی,canus
688,grau::A,خاکستری,canus
689,bunt::A,رنگارنگ,varius
690,billig::A,ارزان,vilis
691,teuer::A,گران,carus
692,wertvoll::A,قیمتی,pretiosus
693,wertvoll::A,گرانبها,pretiosus
694,blind::A,کور,caecus
695,blind::A,نابینا,caecus
696,taub::A,کر,surdus
697,taub::A,ناشنوا,surdus
698,kräftig::A,قوی,robustus
699,stark::A,قوی,firmus
700,stark::A,قوی,validus
701,stark::A,نیرومند,firmus
702,stark::A,نیرومند,validus
703,schwach::A,ضعیف,debilis
704,schwach::A,ضعیف,infirmus
705,fett::A,چرب,crassus
706,schlank::A,باریک‌اندام,procerus
707,hübsch::A,قشنگ,pulcher
708,hübsch::A,خوشگل,pulcher
709,böse::A,بد,improbus
710,dumm::A,احمق,stultus
711,dumm::A,احمق,stupidus
712,faul::A,لش,piger
713,faul::A,تنبل,piger
714,fleißig::A,زرنگ,sedulus
715,geizig::A,خسیس,avarus
716,klug::A,عاقل,prudens
717,klug::A,باهوش,prudens
718,geschickt::A,ماهر,sollers
719,lieb::A,عزیز,carus
720,lustig::A,شاد,iocosus
721,lustig::A,خوشحال,iocosus
722,sanft::A,لطیف,clemens
723,hungrig::A,گرسنه,impastus
724,krank::A,مریض,aeger
725,krank::A,بیمار,aeger
726,nackt::A,لخت,nudus
727,nackt::A,برهنه,nudus
728,traurig::A,غمگین,maestus
729,lebendig::A,زنده,vivus
730,gut::A,خوب,bonus
731,schlecht::A,بد,malus
732,richtig::A,درست,rectus
733,schlimm::A,وخيم,malus
734,wahr::A,درست,verus
735,wahr::A,حقیقی,verus
736,alt::A,کهنه,antiquus
737,neu::A,نو,novus
738,ehemalig::A,قبلی,pristinus
739,alt[Lebewesen]::A,پیر,vetus
740,jung::A,جوان,iuvenis
741,arm::A,فقیر,pauper
742,reich::A,پولدار,dives
743,reich::A,ثروتمند,dives
744,bekannt::A,آشنا,notus
745,bekannt::A,معلوم,notus
746,berühmt::A,مشهور,celeber
747,berühmt::A,مشهور,illustris
748,fremd::A,خارجی,peregrinus
749,fremd::A,بیگانه,peregrinus
750,verschieden::A,مختلف,varius
751,verschieden::A,متفاوت,varius
752,nah::A,نزدیک,propinquus
753,fern::A,دور,longinquus
754,linker::A,چپ,sinister
755,rechter::A,راست,dexter
756,anderer::A,دیگر,alius
757,erster::A,اول,primus
758,zweiter::A,دوم,secundus
759,dritter::A,سوم,tertius
760,letzter::A,آخر,ultimus
761,allein::ADV,تنها,solum
762,auf einmal::ADV,همزمان,simul
763,zusammen::ADV,باهم,una
764,lange::ADV,مدت‌ها,diu
765,lange::ADV,مدت زیادی,diu
766,plötzlich::ADV,ناگهان,subito
767,plötzlich::ADV,ناگهان,repente
768,sofort::ADV,فوراً,statim
769,später::ADV,بعدها,postea
770,jetzt::ADV,حالا,nunc
771,jetzt::ADV,اکنون,nunc
772,heute::ADV,امروز,hodie
773,morgen::ADV,فردا,cras
774,bald::ADV,زود,mox
775,bald::ADV,بزودی,mox
776,dann::ADV,سپس,deinde
777,dann::ADV,آنوقت,deinde
778,gestern::ADV,دیروز,heri
779,einst::ADV,وقتی,olim
780,einst::ADV,زمانی,olim
781,damals::ADV,آنوقت,tum
782,damals::ADV,آنزمان,tum
783,danach::ADV,بعد,postea
784,vorher::ADV,قبلاً,antea
785,zuerst::ADV,اول,primo
786,zuerst::ADV,ابتداء,primo
787,einmal::ADV,یکدفعه,semel
788,manchmal::ADV,گاهی,interdum
789,manchmal::ADV,بعضی اوقات,interdum
790,oft::ADV,اغلب,saepe
791,immer::ADV,همیشه,semper
792,niemals::ADV,هرگز,numquam
793,hier::ADV,اینجا,hic
794,hierhin::ADV,به اینجا,huc
795,von hier::ADV,از اینجا,hinc
796,dort::ADV,آنجا,ibi
797,dorthin::ADV,به آنجا,eo
798,geradeaus::ADV,راست,recte
799,vorwärts::ADV,جلو,porro
800,vorwärts::ADV,به پیش,porro
801,rückwärts::ADV,عقب,retro
802,zurück::ADV,پس,retro
803,zurück::ADV,عقب,retro
804,zurück::ADV,بالعکس,retro
805,unten::ADV,زیر,infra
806,unten::ADV,پایین,infra
807,hinab::ADV,به پایین,pessum
808,oben::ADV,بالا,supra
809,hinauf::ADV,به بالا,sursum
810,überall::ADV,همه‌جا,ubique
811,nicht::ADV,نه,non
812,ein wenig::ADV,کمی,paulum
813,kaum::ADV,به سختی,vix
814,kaum::ADV,به سختی,aegre
