,Concept_ID,lez,myv
212,Falle::N,ракьар,кундамка
213,Schlinge::N,гьалкъа,килькш
214,Spur::N,гел,челькс
215,Spur::N,гел,пильгеки
216,Asche::N,руьхъ,кулов
217,Dreck::N,чирк,рудаз
218,Dreck::N,кьуруш,рудаз
219,Eisen::N,ракь,кшни
220,Gold::N,алтун,сырне
221,Silber::N,гимиш,сия
222,Kohle::N,цӏивин,сэдь
223,Kohle::N,цӏивин,уголия
224,Glas::N,шуьше,сулика
225,Lehm::N,ччеб,сёвонь
226,Sand::N,къум,човар
227,Mensch::N,инсан,ломань
228,Mann::N,итим,аля
229,Mann::N,итим,цёраломань
230,Frau::N,паб,ава
231,Frau::N,дишегьли,ава
232,Kind::N,аял,эйкакш
233,Junge::N,гада,цёрыне
234,Mädchen::N,руш,тейтерне
235,Familie::N,хзан,семия
236,Familie::N,килфет,семия
237,Großvater::N,чӏехи буба,покштя
238,Großmutter::N,чӏехи диде,баба
239,Eltern::N,диде-буба,тетят-ават
240,Vater::N,буба,тетя
241,Mutter::N,диде,ава
242,Sohn::N,хва,цёра
243,Tochter::N,руш,тейтерь
244,Bruder::N,стха,леля
245,Bruder::N,стха,ялакс
246,Schwester::N,вах,сазор
247,Onkel::N,ими,леля
248,Onkel::N,халу,леля
249,Tante::N,эме,патя
250,Tante::N,хала,патя
251,Ehemann::N,гъуьл,мирде
252,Ehefrau::N,паб,ни
253,Freude::N,шадвал,кеняркс
254,Gelächter::N,хъвер,ракамо
255,Gelächter::N,хъвер,пейдема
256,Glück::N,бахт,уцяска
257,Kummer::N,дерт,рискс
258,Kummer::N,дерт,мелявкс
259,Kummer::N,хажалат,рискс
260,Kummer::N,хажалат,мелявкс
261,Wunsch::N,мурад,мель
262,Wunsch::N,мурад,бажамо
263,Lust::N,гьевес,бажамо
264,Geist::N,руьгь,ойме
265,Gedanke::N,фикир,мель
266,Verstand::N,акьул,прев
267,Sinn::N,мана,толк
268,Sinn::N,мана,смысла
269,Grund::N,себеб,тувтал
270,Wahrheit::N,керчек,видечи
271,Wahrheit::N,гьакъикъат,видечи
272,Gespräch::N,ихтилат,кортнема
273,Märchen::N,мах,ёвкс
274,Erzählung::N,кьиса,ёвтнема
275,Nachricht::N,хабар,куля
276,Neuigkeit::N,цӏийи хабар,куля
277,Name::N,тӏвар,лем
278,Rätsel::N,мискӏал,содамоёвкс
279,Rede::N,рахун,кортамо
280,Sprache::N,чӏал,кель
281,Stimme::N,ван,ваигель
282,Wort::N,гаф,вал
283,Zeichen::N,ишара,теште
284,Ruf::N,эвер,тердема
285,Lärm::N,ван-сес,шалнома
286,Laut::N,ван,вайгель
287,Laut::N,сес,вайгель
288,Ton::N,ван-сес,гайнема
289,Lied::N,мани,моро
290,Ruhe::N,ласвал,оймамо
291,Ruhe::N,фаракъат,оймамо
292,Ruhe::N,асайиш,оймамо
293,Leute::N,инсанар,ломанть
294,Volk::N,халкь,народ
295,Arbeit::N,кӏвалах,тев
296,Gast::N,мугьман,инже
297,Geschenk::N,савкьат,казне
298,Spiel::N,къугъун,налксема
299,Gesellschaft::N,жемят,община
300,Gesellschaft::N,общество,община
301,Hilfe::N,куьмек,лездамо
302,Freund::N,дуст,оя
303,Freund::N,дуст,ялга
304,Kamerad::N,яр-дуст,оя
305,Kamerad::N,яр-дуст,ялга
306,Angelegenheit::N,кар,тев
307,Anzahl::N,сан,ламоксчи
308,Anzahl::N,кьадар,ламоксчи
309,Art::N,жуьре,вид
310,Stück::N,кӏус,пакш
311,Stück::N,кӏус,пелькс
312,Teil::N,пай,часть
313,Teil::N,пай,пелькс
314,Hälfte::N,зур,пель
315,Hälfte::N,зур,пелькс
316,Hälfte::N,зур пай,пель
317,Hälfte::N,зур пай,пелькс
318,Kreis::N,круг,кирькс
319,Kreis::N,чкаяр,кирькс
320,Kreis::N,элкъвей цӏар,кирькс
321,Kreuz::N,хаш,крёст
322,Linie::N,цӏар,кикс
323,Strich::N,цӏар,межа
324,Abstand::N,ара,ютко
325,Entfernung::N,мензил,ютко
326,Gegend::N,чка,тарка
327,Gegend::N,чка,пертьпелькс
328,Platz::N,ара,васолкс
329,Ort::N,чка,тарка
330,Seite::N,пад,ён
331,Seite::N,пад,чире
332,Mitte::N,юкь,куншка
333,Gegenstand::N,затӏ,предмет
334,Sache::N,шей,тев
335,Sache::N,шей,веща
336,Sache::N,затӏ,тев
337,Sache::N,затӏ,веща
338,Rand::N,къерех,пе
339,Rand::N,къерех,чире
340,Kante::N,син,ирдез
341,Ecke::N,пӏипӏ,ужо
342,Spitze::N,кӏвенкӏв,пряне
343,Spitze::N,кӏвенкӏв,пе
344,Ende::N,кьил,пе
345,Loch::N,тӏеквен,варя
346,Winkel::N,пӏипӏ,ужо
347,Muster::N,гишир,сёрма
348,Größe::N,кьадар,сэрь
349,Größe::N,кьадар,покшолма
350,Länge::N,яргъивал,кувалмо
351,Höhe::N,кьакьанвал,сэрь
352,Höhe::N,кьакьанвал,пандо
353,Gewicht::N,заланвал,сталмо
354,Menge::N,кьадар,лововкс
355,Haufen::N,хара,мар
356,Haufen::N,хара,валявкс
357,Reihe::N,жерге,ряд
358,Boot::N,луьткве,венч
359,Ruder::N,кьусу,милё
360,Schlitten::N,гъелерар,нурдт
361,Lagerfeuer::N,цӏай,толбандя
362,Last::N,заланвал,сталмо
363,Last::N,заланвал,кандома
364,Gang::N,ериш,молема
365,Gang::N,ериш,якамо
366,Schritt::N,къадам,эскелькс
367,Norden::N,кефер,якшамо ёнкс
368,Norden::N,кефер пад,якшамо ёнкс
369,Süden::N,кьибле,лембе ёнкс
370,Westen::N,рагъакӏидай пад,чивалгома
371,Osten::N,рагъэкъечӏдай пад,чилисема
372,Holz::N,кӏарас,чувто
373,Brett::N,кьул,лаз
374,Brett::N,тахта,лаз
375,Stütze::N,даях,неже
376,Stange::N,юрк,олга
377,Stock::N,лаш,мандо
378,Stab::N,юрк,олога
379,Rohr::N,турба,турба
380,Haus::N,ужагъ,кудо
381,Heim::N,кӏвал,кудо
382,Ofen::N,пич,каштомо
383,Fußboden::N,кӏвалин ччил,киякс
384,Tisch::N,стол,столь
385,Stuhl::N,стул,стул
386,Wiege::N,кьеб,лавсь
387,Wiege::N,кьеб,нурямот
388,Bett::N,тахт,ацамо
389,Regal::N,кьацӏ,лався
390,Regal::N,кьацӏ,лавсяланго
391,Kiste::N,ящик,горобия
392,Kiste::N,ящик,сундук
393,Fenster::N,дакӏар,вальма
394,Tür::N,рак,кенкш
395,Tor::N,варар,ортат
396,Zaun::N,пару,пирявт
397,Zaun::N,пару,пирвякс
398,Dach::N,къав,кудопря
399,Leiter::N,гурар,кузтема
400,Besen::N,таран кул,тенсть
401,Spaten::N,ппер,койме
402,Schaufel::N,хекендаз,кече
403,Schaufel::N,хекендаз,келей койме
404,Gabel::N,шиш,сянгине
405,Löffel::N,тӏур,пенч
406,Messer::N,чукӏул,пеель
407,Nagel::N,мих,эске
408,Netz::N,чил,алтыма
409,Haken::N,къармах,кечказ
410,Griff::N,ттум,кедне
411,Schloss::N,куьлег,замок
412,Schloss::N,куьлег,панжома
413,Bild::N,шикил,картина
414,Bild::N,суьрет,картина
415,Figur::N,фигура,рунго
416,Puppe::N,нини,няка
417,Beutel::N,тагъар,кескав
418,Bündel::N,галгам,керькс
419,Tasche::N,чанта,юдма
420,Eimer::N,ведре,ведра
421,Deckel::N,кьил,велькс
422,Deckel::N,къалпагъ,велькс
423,Geschirr::N,къаб-къажах,кедьге
424,Sack::N,чувал,кескав
425,Tasse::N,сукӏра,чакш
426,Topf::N,къажгъан,кастрюля
427,Kessel::N,къажгъан,котёл
428,Essen::N,тӏуьн,ярсамо
429,Nahrung::N,тӏуьн,ярсамопель
430,Speise::N,хуьрек,ярсамопель
431,Fleisch::N,як,сывель
432,Getreide::N,техил,сюро
433,Brei::N,хапӏа,каша
434,Brei::N,хешил,каша
435,Brot::N,фу,кши
436,Scheibe::N,чӏук,кочом
437,Scheibe::N,чӏук,сускомо
438,Fett::N,ягълу,куя
439,Butter::N,гъери,ой
440,Öl::N,ягълу,ой
441,Salz::N,кьел,сал
442,Suppe::N,суп,ям
443,Suppe::N,шурпа,ям
444,Honig::N,вирт,медь
445,Milch::N,нек,ловсо
446,Tee::N,чай,чай
447,Leder::N,тумаж,киське
448,Wolle::N,йис,пона
449,Stoff::N,парча,коцт
450,Nadel::N,раб,салмукс
451,Faden::N,гъал,суре
452,Knopf::N,дуьгме,пов
453,Knoten::N,тӏвал,сюлмо
454,Farbe::N,ранг,артомапель
455,Kleidung::N,партал,оршамот
456,Hemd::N,перем,панар
457,Kragen::N,хев,сиве
458,Ärmel::N,хел,ожа
459,Hose::N,шалвар,понкст
460,Gürtel::N,чӏул,каркс
461,Mütze::N,бармак,чапка
462,Mütze::N,бапӏах,чапка
463,Schuh::N,ботинка,туфля
464,Stiefel::N,чекме,кем
465,Ring::N,тупӏал,суркс
466,Band::N,тасма,лента
467,Kamm::N,регъ,сурсеме
468,Spiegel::N,гуьзгуь,чавачамо
469,Riemen::N,къайиш,кшнань каркс
470,Schnur::N,еб,пикс
471,Decke::N,яргъан,вельтямо
472,Kissen::N,хъуьцуьган,тодов
473,Tuch::N,шал,паця
474,Handtuch::N,дасмал,нардамо
475,Kraft::N,гуж,вий
476,Stärke::N,къуват,виевчи
477,Gesundheit::N,сагъвал,шумбрачи
478,Krankheit::N,тӏал,орма
479,Krankheit::N,тӏал,сэредема
480,Schmerz::N,тӏал,сэредькс
481,Schmerz::N,тӏарвал,сэредькс
482,Wunde::N,хер,керявкс
483,Fieber::N,ифин,маштыкс
484,Arznei::N,дарман,ормаменькс
485,Brücke::N,муьгъ,сэдь
486,Brücke::N,муьгъ,мадамо
487,Brunnen::N,къуй,лисьма
488,Weide::N,уьруьш,ракшань ванома тарка
489,Pfad::N,рехъ,ян
490,Weg::N,рехъ,ки
491,Straße::N,рехъ,ки
492,Dorf::N,хуьр,веле
493,Stadt::N,шегьер,ош
494,Brief::N,кагъаз,сёрма
495,Buch::N,улуб,книга
496,Buchstabe::N,гьарф,буква
497,Zeitung::N,газета,газета
498,Leben::N,уьмуьр,эрямо
499,Tod::N,кьиникь,кулома
500,Grab::N,сур,калмо
501,Kirche::N,килиса,церькова
502,Sünde::N,гунагь,чумочи
503,Gott::N,аллагь,паз
504,Arbeiter::N,фяле,робочей
505,Chef::N,гьаким,прявт
506,Meister::N,устӏар,кол тевень тенця
507,Arzt::N,доктор,врач
508,Lehrer::N,муаллим,учитель
509,Lehrer::N,муаллим,тонавтыця
510,Geld::N,пул,ярмак
511,Laden::N,магазин,лавка
512,Preis::N,къимет,питне
513,Ware::N,мал,миевкс
514,Ware::N,мал,рамавкс
515,Ware::N,товар,миевкс
516,Ware::N,товар,рамавкс
517,Nutzen::N,хийир,паро
518,Nutzen::N,хийир,лезэ
519,Nutzen::N,менфят,паро
520,Nutzen::N,менфят,лезэ
521,Reichtum::N,девлет,сюпавчи
522,Welt::N,дуьнья,мир
523,Welt::N,дуьнья,мастор ланго
524,Land::N,уьлкве,мастор
525,Staat::N,пачагьлугъ,государства
526,Staat::N,государство,государства
527,König::N,пачагь,король
528,Macht::N,власть,азорксчи
529,Grenze::N,сергьят,буен тешкс
530,Krieg::N,дяве,война
531,Feind::N,душман,душман
532,Gewalt::N,гуж,нарьгамо
533,Kampf::N,женг,тюрема
534,Bogen[Waffe]::N,чӏемерук,нал
535,Pfeil::N,хьел,нал
536,Gewehr::N,тфенг,ружия
537,Gewehr::N,тфенг,винтовка
538,Fehler::N,гъалатӏ,ильведькс
539,Fehler::N,гъалатӏ,ильведевкс
540,Lüge::N,ттаб,манчема
541,Lüge::N,ттаб,кенгелема
542,Schaden::N,зиян,зыян
543,Schaden::N,зарар,зыян
544,Unglück::N,бала,зыян
545,Unglück::N,бедбахтвал,зыян
546,Schuld::N,тахсир,чумочи
547,Alter::N,яш,шка
548,Schluss::N,эхир,пе
549,Zeit::N,вяде,шка
550,Zeit::N,вяде,пинге
551,Tag::N,югъ,чи
552,Morgen::N,пакама,валске
553,Mittag::N,нисин,чикуншка
554,Abend::N,няни,чокшнэ
555,Nacht::N,йиф,ве
556,Woche::N,гьафте,недля
557,Monat::N,варз,ков
558,Jahr::N,йис,ие
559,Frühling::N,гатфар,тундо
560,Sommer::N,гад,кизэ
561,Herbst::N,зул,сёксь
562,Winter::N,кьуьд,теле
563,Januar::N,январь,якшамков
564,Februar::N,февраль,февраль
565,März::N,март,март
566,April::N,апрель,апрель
567,Mai::N,май,май
568,Juni::N,июнь,июнь
569,Juli::N,июль,июль
570,August::N,август,август
571,September::N,сентябрь,сентября
572,Oktober::N,октябрь,октября
573,November::N,ноябрь,ноября
574,Dezember::N,декабрь,декабря
575,Montag::N,ислен,пондельник
576,Dienstag::N,саласа,овторник
577,Mittwoch::N,арбе,серёда
578,Donnerstag::N,хемис югъ,цетьверьг
579,Freitag::N,жуьмя,пеця
580,Freitag::N,жуьмя югъ,пеця
581,Samstag::N,киш,субута
582,Samstag::N,киш,шлямочи
583,Sonntag::N,гьяд,недлячи
584,groß::A,еке,ине
585,groß::A,еке,покш
586,groß::A,чӏехи,ине
587,groß::A,чӏехи,покш
588,klein::A,гъвечӏи,вишка
589,lang::A,яргъи,кувака
590,kurz::A,куьруь,нурькине
591,breit::A,гьяркьуь,келей
592,schmal::A,гуьтӏуь,теине
593,dicht::A,къалин,тусто
594,dünn::A,кьелечӏ,човине
595,fein::A,шуькӏуь,човине
596,fest::A,кӏеви,кеме
597,flach::A,кьулу,лапужа
598,glatt::A,цӏалцӏам,валаня
599,hart::A,кӏеви,калгодо
600,weich::A,хъуьтуьл,чевте
601,rund::A,элкъвей,кеверь
602,spitz::A,хци,пшти
603,scharf::A,хци,пшти
604,stumpf::A,къуьруь,ношка
605,schwer::A,залан,стака
606,schön::A,иер,мазый
607,heiß::A,кудай,пси
608,warm::A,чими,лембе
609,kalt::A,мекьи,якшамо
610,kühl::A,къайи,экше
611,frisch::A,таза,свежа
612,frisch::A,михьи,свежа
613,feucht::A,ламу,летьке
614,nass::A,кьежей,начко
615,trocken::A,кьуру,коське
616,voll::A,ацӏай,пешксе
617,leer::A,буш,чаво
618,leer::A,ичӏи,чаво
619,offen::A,ахъа,панжадо
620,offen::A,ахъа,виде
621,geschlossen::A,кӏеви,пекстазь
622,geschlossen::A,кӏеви,сёлгозь
623,sauber::A,михьи,ванькс
624,schmutzig::A,чиркин,ливезев
625,schmutzig::A,кьацӏай,ливезев
626,roh::A,чиг,верек
627,roh::A,ицӏи,верек
628,reif::A,дигмиш хьайи,кенерезь
629,lecker::A,дадлу,тантей
630,süß::A,ширин,ламбамо
631,bitter::A,туькьуьл,сэпей
632,sauer::A,цуру,чапамо
633,hell::A,экуь,валдо
634,dunkel::A,мичӏи,чопода
635,schwarz::A,чӏулав,раужо
636,weiß::A,лацу,ашо
637,rot::A,яру,якстере
638,gelb::A,хъипи,ожо
639,blau::A,вили,сэнь
640,grün::A,къацу,пиже
641,grau::A,рехи,шержев
642,bunt::A,цӏару,сёрмав
643,bunt::A,яру-цӏару,сёрмав
644,billig::A,ужуз,аволь питней
645,teuer::A,багьа,питней
646,wertvoll::A,масан,питней
647,blind::A,буьркьуь,сокор
648,taub::A,биши,амариця
649,kräftig::A,гужлу,пек виев
650,stark::A,къуватлу,виев
651,schwach::A,такьатсуз,лавшо
652,fett::A,куьк,куя
653,schlank::A,шумал,виде ронга
654,hübsch::A,гуьрчег,мазый
655,böse::A,пис,кежей
656,dumm::A,ахмакь,чавола
657,dumm::A,ахмакь,превтеме
658,faul::A,тенпел,нузякс
659,fleißig::A,сяй ийидай,мелень путыця
660,fleißig::A,сяйи ийидай,мелень путыця
661,geizig::A,мискьи,скупой
662,klug::A,акьуллу,превей
663,geschickt::A,магьир,маштозь теезь
664,lieb::A,играми,вадря
665,lustig::A,шад,весёла
666,sanft::A,назик,сэтьме
667,sanft::A,милайим,сэтьме
668,hungrig::A,гишин,вачо
669,krank::A,кефсуз,сэредиця
670,nackt::A,кьецӏил,штапо
671,traurig::A,пашман,нусманя
672,lebendig::A,ччан алай,эриця
673,gut::A,хъсан,паро
674,gut::A,вижевай,паро
675,schlecht::A,пис,берянь
676,richtig::A,дуьз,виде
677,schlimm::A,нифретлу,берянь
678,wahr::A,гьакъикъи,алкуксонь
679,alt::A,эски,ташто
680,alt::A,куьгьне,ташто
681,neu::A,цӏийи,од
682,ehemalig::A,виликан,икелень
683,alt[Lebewesen]::A,кьуьзуь,сыре
684,jung::A,жегьил,од
685,arm::A,кесиб,кажов
686,reich::A,девлетлу,сюпав
687,bekannt::A,чидай,содавикс
688,berühmt::A,машгьур,содавикс
689,fremd::A,ччара,лия
690,fremd::A,ччара,асодавикс
691,verschieden::A,жуьреба-жуьре,эрьва
692,nah::A,мукьвал,а васолонь
693,fern::A,яргъал,умонь
694,fern::A,яргъал,кезэрень
695,linker::A,чапла,керш
696,rechter::A,эрчӏи,вить
697,anderer::A,маса,лия
698,anderer::A,муькуь,лия
699,erster::A,сад лагьай,васень
700,erster::A,сад лагьай,васенце
701,zweiter::A,кьвед лагьай,омбоце
702,dritter::A,пуд лагьай,колмоце
703,letzter::A,эхиримжи,меельце
704,allein::ADV,кьилди,башка
705,allein::ADV,кьилди,ськамонзо
706,zusammen::ADV,санал,вейс
707,zusammen::ADV,санал,вейсэ
708,lange::ADV,яргъалди,кувать
709,plötzlich::ADV,садлагьана,апак учо
710,sofort::ADV,гьасятда,курок
711,sofort::ADV,гьасятда,нейке
712,später::ADV,гуьгъуьнлай,мейле
713,jetzt::ADV,гила,ней
714,heute::ADV,къе,течи
715,morgen::ADV,пака,ванды
716,bald::ADV,мукьва,курок
717,bald::ADV,мукьвара,курок
718,dann::ADV,ахпа,мейле
719,dann::ADV,ахпа,седе мейле
720,gestern::ADV,накь,исяк
721,einst::ADV,садра,весть
722,einst::ADV,садра,зярдо-бути
723,damals::ADV,а чӏавуз,сестэ
724,danach::ADV,ахпа,мейле
725,danach::ADV,ахпа,седе мейле
726,vorher::ADV,вилик,васняяк
727,zuerst::ADV,сифте,васня
728,einmal::ADV,садра,весть
729,manchmal::ADV,гагь-гагь,лиясто
730,oft::ADV,гзаф вахтара,сеетьстэ
731,immer::ADV,гьамиша,свал
732,niemals::ADV,са чӏавузни,а зярдояк
733,niemals::ADV,са вахтундани,а зярдояк
734,hier::ADV,ина,тесэ
735,hierhin::ADV,иниз,тей
736,von hier::ADV,инай,тестэ
737,dort::ADV,ана,тосо
738,dorthin::ADV,аниз,тов
739,geradeaus::ADV,дуьз,витьстэ
740,vorwärts::ADV,вилик,икелев
741,vorwärts::ADV,виликди,икелев
742,rückwärts::ADV,кьулухъ,мекев
743,unten::ADV,агъада,ало
744,hinab::ADV,агъуз,алов
745,oben::ADV,винел,вере
746,hinauf::ADV,виниз,верев
747,überall::ADV,вирина,эрьва косо
748,nicht::ADV,ваъ,а
749,ein wenig::ADV,са тӏимил,аламошка
750,kaum::ADV,жизви,ансяк
751,sehr::ADV,лап,пек
752,sehr::ADV,лап,вельть
753,so::ADV,икӏ,истя
754,noch::ADV,гьеле,таго
755,nur::ADV,анжах,ансяк
756,schon::ADV,хъувуна,уш
757,schon::ADV,мадни дардиз,уш
758,schon::ADV,мадни гуьтӏуьз,уш
759,schon::ADV,мадни гуьтӏуь я,уш
760,vergebens::ADV,нагьакь,стяко
761,vergebens::ADV,нагьакьа,стяко
762,vor::PRP,вилик,икеле
763,hinter::PRP,кьулухъ,вельде
764,unter::PRP,кӏаник,ало
765,durch::PRP,арадай,пачк
766,durch::PRP,-кай хкатна,пачк
767,neben::PRP,патав,вакссо
768,neben::PRP,мукьув,вакссо
769,zwischen::PRP,ара,ютксо
770,zwischen::PRP,арада,ютксо
771,wegen::PRP,гъиляй,кис
772,wegen::PRP,гъиляй,коряс
773,wegen::PRP,гъиляй,кувалт
774,dies::PRN,и,те
775,dies::PRN,им,те
776,das::PRN,а,те
777,das::PRN,а,тона
778,das::PRN,ам,те
779,das::PRN,ам,тона
780,alles::PRN,вири,весе
781,alles::PRN,вири,весемесь
782,alles::PRN,михьиз,весе
783,alles::PRN,михьиз,весемесь
784,ich::PRN,за,мон
785,ich::PRN,зун,мон
786,du::PRN,вун,тон
787,er::PRN,ам,сон
