,Concept_ID,,te
354,Brot::N,,రొట్టె
355,Scheibe::N,,బద్ద
356,Fett::N,,క్రొవ్వు
357,Butter::N,,వెన్న
358,Öl::N,,నూనె
359,Salz::N,,ఉప్పు
360,Suppe::N,,చారు
361,Honig::N,,తెనె
362,Milch::N,,పాలు
363,Tee::N,,తేనీరు
364,Leder::N,,బాగుచేసివతోలు
365,Wolle::N,,ఉన్ని
366,Stoff::N,,బట్ట
367,Nadel::N,,సూది
368,Faden::N,,దారము
369,Knopf::N,,బొత్తాము
370,Knoten::N,,ముడి
371,Farbe::N,,రంగు
372,Kleidung::N,,బట్టలు
373,Hemd::N,,చొక్కాయ
374,Kragen::N,,మాల
375,Ärmel::N,,చొక్కాయచెయ్యి
376,Hose::N,,ఇజారు
377,Gürtel::N,,పటకా
378,Mütze::N,,టోపి
379,Schuh::N,,పాదరక్ష
380,Stiefel::N,,బూటు
381,Ring::N,,ఉంగరము
382,Band::N,,నాడా
383,Kamm::N,,దువ్వెన
384,Spiegel::N,,అద్దము
385,Riemen::N,,వాడా
386,Schnur::N,,దారము
387,Leine::N,,వారు
388,Decke::N,,కంబళి
389,Kissen::N,,తలగడ
390,Tuch::N,,బట్ట
391,Handtuch::N,,తువాలు
392,Kraft::N,,బలము
393,Stärke::N,,శక్తి
394,Gesundheit::N,,ఆరోగ్యము
395,Krankheit::N,,రోగము
396,Schmerz::N,,నొప్పి
397,Wunde::N,,గాయము
398,Fieber::N,,జ్వరము
399,Arznei::N,,మందు
400,Brücke::N,,వంతెన
401,Brunnen::N,,బావి
402,Brunnen::N,,కూపము
403,Brunnen::N,,నుయ్యి
404,Weide::N,,పచ్చికబయలు
405,Pfad::N,,కాలిత్రోవ
406,Weg::N,,మార్గము
407,Straße::N,,బాట
408,Dorf::N,,గ్రామము
409,Stadt::N,,పట్టణము
410,Brief::N,,జాబు
411,Buch::N,,పుస్తకము
412,Buchstabe::N,,అక్షరము
413,Zeitung::N,,వార్తాపత్రిక
414,Leben::N,,ప్రాణము
415,Tod::N,,మరణము
416,Grab::N,,సమాధి
417,Kirche::N,,క్రెస్తవులగుడి
418,Sünde::N,,పాపము
419,Gott::N,,దేవుడు
420,Arbeiter::N,,పనిపాటుచేశేవాడు
421,Chef::N,,యజమానుడు
422,Meister::N,,కళాకారుడు
423,Arzt::N,,వైద్యుడు
424,Lehrer::N,,ఉపాధ్యాయుడు
425,Geld::N,,ద్రవ్యము
426,Geschäft::N,,వ్యాపారము
427,Laden::N,,అంగడి
428,Preis::N,,వెల
429,Ware::N,,సరకులు
430,Nutzen::N,,ప్రయోజనము
431,Reichtum::N,,ధనము
432,Welt::N,,ప్రపంచము
433,Land::N,,దేశము
434,Staat::N,,రాజ్యము
435,König::N,,రాజు
436,Macht::N,,అధికారము
437,Grenze::N,,సరిహద్దు
438,Krieg::N,,యుద్ధము
439,Feind::N,,శత్రువు
440,Gewalt::N,,దౌర్జన్యము
441,Kampf::N,,పోట్లాట
442,Bogen[Waffe]::N,,విల్లు
443,Pfeil::N,,బాణము
444,Gewehr::N,,తుపాకి
445,Fehler::N,,తప్ప
446,Lüge::N,,అసత్యము
447,Schaden::N,,నష్టము
448,Unglück::N,,దురదృష్టము
449,Schuld::N,,తప్పు
450,Alter::N,,వయస్సు
451,Schluss::N,,ముగింపు
452,Zeit::N,,కాలము
453,Tag::N,,దినము
454,Morgen::N,,ఉదయము
455,Mittag::N,,మధ్యాహ్నము
456,Abend::N,,సాయంకాలము
457,Nacht::N,,రత్రి
458,Woche::N,,వారము
459,Monat::N,,నెల
460,Jahr::N,,సంవత్సరము
461,Frühling::N,,వసంతకాలము
462,Sommer::N,,వేసవికాము
463,Herbst::N,,ఆకురాలుకాలము
464,Winter::N,,శీతకాలము
465,Januar::N,,జనవరి
466,Februar::N,,ఫిబ్రవరి
467,März::N,,మార్చి
468,April::N,,ఏప్రిలు
469,Mai::N,,మే
470,Juni::N,,జూన్
471,Juli::N,,జూలై
472,August::N,,ఆగస్టు
473,September::N,,సెప్ఠెంబరు
474,Oktober::N,,అక్టోబరు
475,November::N,,నవంబరు
476,Dezember::N,,డిసెంబర్
477,Montag::N,,సోమవారము
478,Dienstag::N,,మంగళవారము
479,Mittwoch::N,,బుధవారము
480,Donnerstag::N,,గురువారము
481,Freitag::N,,శుక్రవారము
482,Samstag::N,,శనివారము
483,Sonntag::N,,ఆదివారము
484,groß::A,,గొప్పైన
485,klein::A,,చిన్న
486,lang::A,,పొడుగాటి
487,kurz::A,,పొట్టి
488,breit::A,,వెడల్పైన
489,schmal::A,,ఇఱుకైన
490,dicht::A,,దట్టమైన
491,dick[Gegenstand]::A,,దట్టమైన
492,dünn::A,,పలుచని
493,fein::A,,నాజాకైన
494,fest::A,,దృడమైవ
495,flach::A,,చదువైన
496,glatt::A,,నున్నని
497,hart::A,,కఠినమైన
498,weich::A,,మృదువైన
499,rund::A,,గుండ్రని
500,spitz::A,,మొనగల
501,scharf::A,,పదనైన
502,stumpf::A,,వాడిలేని
503,schwer::A,,బరువ్తెన
504,schön::A,,సుందరమైన
505,heiß::A,,వేడియైన
506,warm::A,,వెచ్చని
507,kalt::A,,చల్లని
508,kühl::A,,చల్లని
509,frisch::A,,తాజాయైన
510,feucht::A,,చెమ్మగానున్న
511,nass::A,,తడిగామన్న
512,trocken::A,,ఎండిన
513,voll::A,,నిండు
514,leer::A,,శూన్యమైన
515,offen::A,,తెఱచియున్న
516,geschlossen::A,,మూసిన
517,sauber::A,,పరిశుద్ధమైన
518,schmutzig::A,,ముఱికియైన
519,roh::A,,పచ్చి
520,reif::A,,పండివ
521,lecker::A,,రుచి గల
522,süß::A,,తియ్యని
523,bitter::A,,చేదైన
524,sauer::A,,పుల్లని
525,hell::A,,కాంతిగల
526,dunkel::A,,చీకటియైన
527,schwarz::A,,నల్లని
528,weiß::A,,తెలుపు
529,rot::A,,ఎఱ్ఱని
530,gelb::A,,పసుపు పచ్చ
531,blau::A,,నీలవర్ణము
532,grün::A,,ఆకుపచ్చని
533,grau::A,,నెరిసిన
534,bunt::A,,రంగేలీ
535,billig::A,,చౌకయైన
536,teuer::A,,వెలపొడుగైన
537,wertvoll::A,,విలుప్తెన
538,blind::A,,గ్రుడ్డి
539,taub::A,,చెవిటి
540,kräftig::A,,శక్తి గల
541,stark::A,,బలమైన
542,schwach::A,,బలహీనమైన
543,fett::A,,క్రొవ్విన
544,schlank::A,,సన్నని
545,hübsch::A,,సాగప్తెన
546,böse::A,,చెడ్డ
547,dumm::A,,తెలివిలేని
548,faul::A,,సోమరియైన
549,fleißig::A,,శ్రద్దగల
550,geizig::A,,పిసినారియైన
551,klug::A,,తెలివిగల
552,geschickt::A,,నిపుణతగల
553,lieb::A,,ప్రియమైన
554,lustig::A,,ఉల్లాసము గల
555,sanft::A,,సాధువైన
556,hungrig::A,,ఆకలిగొనిన
557,krank::A,,వ్యాధిగల
558,nackt::A,,దిగంబరమైన
559,traurig::A,,విచారముగల
560,lebendig::A,,ప్రాణముతో నున్న
561,gut::A,,మంచి
562,schlecht::A,,చెడ్డ
563,richtig::A,,సరియైన
564,schlimm::A,,అసహ్యమైన
565,wahr::A,,నిజమైన
566,alt::A,,ముసలి
567,neu::A,,క్రొత్త
568,ehemalig::A,,పూర్వపు
569,alt[Lebewesen]::A,,ముసలి
570,jung::A,,పసి
571,arm::A,,బీద
572,reich::A,,ధనవంతుడైన
573,bekannt::A,,తెలిసిన
574,berühmt::A,,ప్రపిద్దికెక్కివ
575,fremd::A,,అన్యమైన
576,verschieden::A,,భేదమైన
577,nah::A,,దగ్గఱనున్న
578,fern::A,,దూరమందున్న
579,linker::A,,ఎడమప్రక్కగ
580,rechter::A,,కుడి
581,anderer::A,,వేఱ్తెన
582,erster::A,,మొదటి
583,zweiter::A,,రెండన
584,dritter::A,,మూడో
585,letzter::A,,కడపటి
586,allein::ADV,,ఒంటిగా
587,auf einmal::ADV,,హరాత్తుగ
588,zusammen::ADV,,కలిసి
589,lange::ADV,,బహుకాలము
590,plötzlich::ADV,,హరాత్తుగ
591,sofort::ADV,,తక్షణము
592,später::ADV,,ఇటీవలి
593,jetzt::ADV,,ఇప్పుడు
594,heute::ADV,,నేడు
595,morgen::ADV,,ఱేపు
596,bald::ADV,,శీఘ్రముగ
597,dann::ADV,,అప్పుడు
598,gestern::ADV,,నిన్నటి దినము
599,einst::ADV,,పూర్వమొకప్పుడు
600,damals::ADV,,అప్పుడు
601,danach::ADV,,అప్పుడు
602,vorher::ADV,,ఎదుట
603,zuerst::ADV,,మొదటిలో
604,einmal::ADV,,ఒకసారి
605,manchmal::ADV,,అప్పటప్పటికి
606,oft::ADV,,తఱచుగా
607,immer::ADV,,ఎల్లప్పుడు
608,niemals::ADV,,ఎప్పుడునులేదు
609,hier::ADV,,ఇక్కడ
610,hierhin::ADV,,ఇక్కడకు
611,von hier::ADV,,ఇక్కడనుండి
612,dort::ADV,,అక్కడ
613,dorthin::ADV,,అక్కడికి
614,geradeaus::ADV,,సూటిగా
615,vorwärts::ADV,,ముందుకు
616,rückwärts::ADV,,వెనుకకు
617,zurück::ADV,,వెనుకభాగము
618,unten::ADV,,క్రింద
619,hinab::ADV,,కిందికి
620,oben::ADV,,మీద
621,hinauf::ADV,,పైకి
622,überall::ADV,,అంతటా
623,nicht::ADV,,కాదు
624,ein wenig::ADV,,కొంచెము
625,kaum::ADV,,చాలిచాలక
626,sehr::ADV,,చాల
627,so::ADV,,ఆలాగున
628,noch::ADV,,ఇప్పటికిని
629,nur::ADV,,మాత్రము
630,schon::ADV,,ఇదివఱకే
631,wieder::ADV,,తిరిగి
632,vergebens::ADV,,నిష్ఫలముగా
633,vor::PRP,,ముందు
634,hinter::PRP,,వెనుక
635,unter::PRP,,క్రింద
636,durch::PRP,,ద్వారా
637,neben::PRP,,దగ్గెర
638,zwischen::PRP,,మధ్య
639,wegen::PRP,,కారణంగా
640,dies::PRN,,ఇది
641,das::PRN,,అది
642,alles::PRN,,సకలము
643,ich::PRN,,నేను
644,du::PRN,,నీవు
645,er::PRN,,అతడు
646,wir::PRN,,మనము
647,ihr::PRN,,మీరు
648,sie::PRN,,వారు
649,was::FPRN,,ఏమి
650,wer::FPRN,,ఎవడు
651,wo::FADV,,ఎక్కడ
652,wohin::FADV,,ఎందుకు
653,wie::FADV,,ఎట్టు
654,warum::FADV,,ఏల
655,wieviel::FNUM,,ఎంత
656,eins::NUM,,ఒకటి
657,zwei::NUM,,రెండు
658,drei::NUM,,మూడు
659,vier::NUM,,నాలుగు
660,fünf::NUM,,అయిదు
661,sechs::NUM,,ఆఱు
662,sieben::NUM,,ఏరు
663,acht::NUM,,ఎనిమదు
664,neun::NUM,,తొమ్మిది
665,zehn::NUM,,పది
666,elf::NUM,,పదునొకొండు
667,zwölf::NUM,,పండ్రండు
668,zwanzig::NUM,,ఇరుపది
669,dreißig::NUM,,ముప్పది
670,vierzig::NUM,,నలువది
671,fünfzig::NUM,,ఏబది
672,sechzig::NUM,,అరుపది
673,siebzig::NUM,,డెబ్బది
674,achtzig::NUM,,ఎనుబది
675,neunzig::NUM,,తొంబది
676,hundert::NUM,,నూఱు
677,tausend::NUM,,వేయి
678,und::CNJ,,మఱియు
679,oder::CNJ,,లేక
680,stehen::V,,నిలుచు
681,sitzen::V,,కూర్చుండు
682,liegen::V,,పండుకొనుట
683,hängen::V,,వ్రేలాడదీయు
684,werden::V,,అగు
685,passieren::V,,సంభవించు
686,beginnen::V,,ఆరంభించు
687,enden::V,,తీరుట
688,wechseln::V,,మార్చు
689,aufgehen[Sonne]::V,,ఉదయించు
690,untergehen[Sonne]::V,,అస్తమించు
691,scheinen[Sonne]::V,,ప్రకాశించు
692,donnern::V,,ఉరుముట
693,wehen::V,,దురద్పప్టము
694,strömen::V,,పారుట
695,fließen::V,,ప్రవహించు
696,sich drehen::V,,తిరుగు
697,schwanken::V,,ఆడించుట
698,schwingen::V,,ఊగుట
699,fallen::V,,పడు
700,brennen::V,,కాలుట
701,rauchen::V,,పొగసుట
702,regnen::V,,కురిపించుట
703,gefrieren::V,,గడ్డకట్టు
704,tauen::V,,కరగు
705,schmelzen::V,,కరగు
706,trocknen::V,,యెండుట
707,sieden::V,,ఉడుకు
708,faulen::V,,క్రుళ్లు
709,verfaulen::V,,క్షిణించు
710,reißen::V,,చించు
711,versinken::V,,మునుగు
712,vergehen::V,,సంభవించు
713,erscheinen::V,,కనబడు
714,verschwinden::V,,అదృశ్యమగు
715,sinken::V,,ముణుగుట
716,abnehmen::V,,తగ్గు
717,zunehmen::V,,పెరుగుట
718,steigen::V,,లేచు
719,wachsen::V,,పెరుగు
720,glänzen::V,,ప్రకాశించు
721,funkeln::V,,ప్రకాశించు
722,lärmen::V,,అరుచుట
723,läuten::V,,మేళవించుట
724,klingeln::V,,వాయించుట
725,klirren::V,,ఘంటానాదము
726,brausen::V,,గర్జించు
727,rauschen::V,,చటచటమనుట
728,klingen::V,,ధ్వనించుట
729,bellen::V,,అఱచు
730,heulen::V,,కూయు
731,blasen::V,,దురద్పప్టము
732,pfeifen::V,,ఈలవేయు
733,schreien::V,,అఱచు
734,stöhnen::V,,మూలుగు
735,zittern::V,,వణకు
736,leben::V,,జీవించుట
737,geboren werden::V,,పుట్టుట
738,atmen::V,,ఉపిరి తీయు
739,trinken::V,,త్రాగు
740,essen::V,,తిను
741,schlucken::V,,మ్రింగు
742,müde werden::V,,అలయు
743,einschlafen::V,,నిద్రించు
744,schlafen::V,,నిద్రురించు
745,aufwachen::V,,మేలుకొను
746,aufstehen::V,,లేచు
747,sich erholen::V,,నడ్డి వాల్చు
748,krank werden::V,,జబ్బుపడు
749,krank sein::V,,జబ్బు చేయు
750,schmerzen::V,,నొచ్చుట
751,husten::V,,దగ్గుట
752,genesen::V,,కుదురుట
753,sterben::V,,మరణించు
754,umkommen::V,,నశించు
755,sich bewegen::V,,కదలు
756,sich rühren::V,,కదలు
757,sich erheben::V,,లేచు
758,sich setzen::V,,కూర్చుణ్డు
759,hinfallen::V,,దొర్లు
760,laufen::V,,నడచు
761,schreiten::V,,అడుగుపెట్టుట
762,spazierengehen::V,,పచారు చేయు
763,eilen::V,,తొందరపడు
764,sich beeilen::V,,త్వరపెట్టు
765,sausen::V,,విసరికొట్టు
766,rennen::V,,పరుగెత్తు
767,springen::V,,దుముకు
768,klettern::V,,ఎక్కు
769,schaukeln::V,,ఉయ్యాల ఊగు 
770,kriechen::V,,ప్రాకు
771,schwimmen::V,,ఈదు
772,tauchen::V,,మునుగు
773,rudern::V,,తెడ్లతోఁగడపు
774,fahren::V,,నడపు
775,fliegen::V,,ఎగురు
776,gehen::V,,పోవు
777,weggehen::V,,బయలుదేరు
778,abfahren::V,,విడిచిపోవు
779,anhalten::V,,నిలుపు
780,hineingehen::V,,ప్రవేశించు
781,eintreten::V,,ప్రవేశించు
782,kommen::V,,వచ్చు
783,ankommen::V,,వచ్చి చేరు
784,zurückkommen::V,,తిరిగీవచ్చుట
785,bleiben::V,,ఉండు
786,warten::V,,కనిపెట్టు
787,erwarten::V,,నిరిక్షించు
788,suchen::V,,వెదకు
789,finden::V,,కనుగొను
790,versuchen::V,,ప్రయత్నించు
791,vorbereiten::V,,తయారుచేయు
792,lieben::V,,ప్రేమించు
793,mögen::V,,ఇష్టపడు
794,lachen::V,,నవ్వు
795,rühren::V,,గుండె తాకు
796,weinen::V,,వీడ్చు
797,schimpfen::V,,గొణుగు
798,sich ärgern::V,,అలుగు
799,sich fürchten::V,,భయపడు
800,fürchten::V,,భయపడు
801,fliehen::V,,పాఱిపోపు
802,flüchten::V,,తప్పించుకొను
803,sehen::V,,చూచు
804,anschauen::V,,చూచు
805,ansehen::V,,కాచియుండు
806,hören::V,,విను
807,zuhören::V,,విను
808,probieren::V,,చవిచూచుట
809,riechen::V,,వాసనచూచు
810,fühlen::V,,స్పర్శించుట
811,scheinen::V,,కనబడు
812,zu sehen sein::V,,చూవు
813,vernehmen::V,,విను
