,Concept_ID,es,bn
150,Bulle::N,toro,বৃষ
151,Pferd::N,caballo,ঘোড়া
152,Schaf::N,oveja,ভেড়া
153,Schwein::N,cerdo,শূকর
154,Hund::N,perro,কুকুর
155,Katze::N,gato,বেড়াল
156,Bär::N,oso,ভল্লুক
157,Eichhörnchen::N,ardilla,কাঠবিড়াল
158,Elch::N,alce,হরিণবিশেষ
159,Fuchs::N,zorro,পাঁতিশিয়াল
160,Hase::N,liebre,শশক
161,Maus::N,ratón,নেংটি ইঁদুর
162,Wolf::N,lobo,নেকড়ে
163,Vogel::N,ave,পক্ষী
164,Vogel::N,pájaro,পক্ষী
165,Schwarm::N,bandada,ঝাঁক
166,Huhn::N,gallina,মোরগ
167,Hahn::N,gallo,কুক্কুট
168,Gans::N,oca,হংসী
169,Gans::N,ganso,হংসী
170,Adler::N,águila,ইগল
171,Ente::N,pato,হংসী
172,Eule::N,lechuza,পেচক
173,Kranich::N,grulla,সারস
174,Krähe::N,corneja,কাক
175,Kuckuck::N,cuco,কোকিল
176,Schwan::N,cisne,মরাল
177,Fisch::N,pez,মাছ
178,Barsch::N,perca,মৎন্যবিশেষ
179,Hecht::N,lucio,বানমাছ
180,Schlange[Tier]::N,serpiente,সর্প
181,Wurm::N,gusano,কীট
182,Spinne::N,araña,মাকড়সা
183,Ameise::N,hormiga,পিপীলিকা
184,Laus::N,piojo,উকুন
185,Mücke::N,mosquito,মশা
186,Fliege::N,mosca,মাছি
187,Schmetterling::N,mariposa,প্রজাপতি
188,Beere::N,baya,বেরি
189,Apfel::N,manzana,আপেল
190,Pilz::N,seta,ছত্রক
191,Pilz::N,hongo,ছত্রক
192,Zwiebel::N,cebolla,পিয়াজ
193,Saat::N,siembra,বীজ
194,Korn::N,grano,শস্য
195,Heu::N,heno,খড়
196,Schale::N,cáscara,খোসা
197,Grube::N,foso,গর্ত
198,Falle::N,trampa,ফাঁদ
199,Schlinge::N,lazo,পাশ
200,Spur::N,huella,চিহ্ন
201,Asche::N,ceniza,ভস্ম
202,Dreck::N,suciedad,ময়লা
203,Eisen::N,hierro,লোহা
204,Gold::N,oro,স্বর্ণ
205,Silber::N,plata,রৌপ্য
206,Kohle::N,carbón,অঙ্গার
207,Glas::N,vidrio,কাচ
208,Glas::N,cristal,কাচ
209,Lehm::N,barro,মৃত্তিকা
210,Sand::N,arena,বালি
211,Mensch::N,hombre,নর
212,Mensch::N,hombre,মানুষ
213,Mensch::N,ser humano,নর
214,Mensch::N,ser humano,মানুষ
215,Mann::N,hombre,মানুষ
216,Frau::N,mujer,নারী
217,Kind::N,niño,বাচ্চা
218,Junge::N,chico,ছেলে
219,Junge::N,muchacho,ছেলে
220,Mädchen::N,chica,মেয়ে
221,Mädchen::N,muchacha,মেয়ে
222,Familie::N,familia,পরিবার
223,Großvater::N,abuelo,মাতামহ
224,Großmutter::N,abuela,মাতামহী
225,Eltern::N,padres,মাতাপিতা
226,Vater::N,padre,পিতা
227,Mutter::N,madre,মাতা
228,Sohn::N,hijo,ছেলে
229,Tochter::N,hija,মেয়ে
230,Bruder::N,hermano,দাদা
231,Schwester::N,hermana,বোন
232,Schwester::N,hermana,দিদি
233,Onkel::N,tío,মামা
234,Tante::N,tía,মাসী
235,Ehemann::N,esposo,স্বামী
236,Ehefrau::N,esposa,পত্নী
237,Freude::N,placer,উল্লাস
238,Freude::N,alegría,উল্লাস
239,Gelächter::N,risa,হাসি
240,Gelächter::N,carcajada,হাসি
241,Glück::N,felicidad,সুখ
242,Kummer::N,pena,দুঃখ
243,Wunsch::N,deseo,আকাঙ্ক্ষা
244,Lust::N,ganas,বাসনা
245,Geist::N,mente,আত্না
246,Geist::N,espíritu,আত্না
247,Gedanke::N,idea,চিন্তা
248,Gedanke::N,pensamiento,চিন্তা
249,Gedächtnis::N,memoria,স্মরণশক্তি
250,Verstand::N,razón,মন
251,Verstand::N,entendimiento,মন
252,Sinn::N,sentido,পদার্থ
253,Sinn::N,significado,পদার্থ
254,Grund::N,causa,কারণ
255,Wahrheit::N,verdad,সত্য
256,Gespräch::N,conversación,কথাবার্তা
257,Märchen::N,cuento,রূপকথা
258,Erzählung::N,cuento,গল্প
259,Erzählung::N,narración,গল্প
260,Nachricht::N,mensaje,তথ্য
261,Neuigkeit::N,noticia,খবরাখবর
262,Name::N,nombre,নাম
263,Rätsel::N,acertijo,ধাঁধা
264,Rätsel::N,adivinanza,ধাঁধা
265,Rede::N,discurso,বক্তৃতা
266,Sprache::N,lengua,ভাষা
267,Stimme::N,voz,স্বর
268,Wort::N,palabra,শব্দ
269,Zeichen::N,señal,প্রতীক
270,Ruf::N,llamada,ডাক
271,Lärm::N,ruido,হৈচৈ
272,Lärm::N,barullo,হৈচৈ
273,Laut::N,sonido,ধ্বনি
274,Ton::N,tono,স্বর
275,Lied::N,canción,গান
276,Ruhe::N,calma,শান্তি
277,Ruhe::N,silencio,শান্তি
278,Leute::N,gente,প্রজাপুঞ্জ
279,Volk::N,pueblo,জাতি
280,Arbeit::N,trabajo,চাকরি
281,Gast::N,huésped,অতিথি
282,Gast::N,invitado,অতিথি
283,Geschenk::N,regalo,উপহার
284,Spiel::N,juego,খেলা
285,Gesellschaft::N,compañía,সঙ্গিগণ
286,Hilfe::N,ayuda,সাহায্য
287,Hilfe::N,socorro,সাহায্য
288,Freund::N,amigo,বন্ধু
289,Kamerad::N,camarada,সঙ্গী
290,Kamerad::N,compañero,সঙ্গী
291,Angelegenheit::N,asunto,বিষয়
292,Anzahl::N,cantidad,পরিমাণ
293,Art::N,tipo,রকম
294,Art::N,clase,রকম
295,Stück::N,pieza,টুকরো
296,Teil::N,parte,অংশ
297,Hälfte::N,mitad,অর্ধেক
298,Kreis::N,círculo,বৃত্ত
299,Kreuz::N,cruz,ক্রুশ
300,Linie::N,línea,রেখা
301,Strich::N,raya,কষি
302,Strich::N,trazo,কষি
303,Abstand::N,distancia,ফাঁক
304,Entfernung::N,distancia,ব্যবধান
305,Gegend::N,región,ক্ষেত্র
306,Gegend::N,comarca,ক্ষেত্র
307,Platz::N,espacio,জায়গা
308,Ort::N,sitio,স্থান
309,Seite::N,lado,পার্শ্ব
310,Seite::N,costado,পার্শ্ব
311,Mitte::N,medio,মধ্য
312,Mitte::N,centro,মধ্য
313,Gegenstand::N,objeto,জিনিস
314,Sache::N,cosa,বস্তু
315,Rand::N,borde,কানা
316,Kante::N,borde,ধার
317,Ecke::N,esquina,কোণ
318,Spitze::N,punta,ডগা
319,Ende::N,cabo,প্রান্ত
320,Ende::N,extremo,প্রান্ত
321,Loch::N,agujero,গর্ত
322,Loch::N,abertura,গর্ত
323,Winkel::N,ángulo,কোণ
324,Muster::N,dibujo,নমুন্
325,Größe::N,tamaño,আয়তন
326,Länge::N,longitud,দৈর্ঘ্য
327,Höhe::N,altura,উচ্চতা
328,Höhe::N,altitud,উচ্চতা
329,Gewicht::N,peso,ওজন
330,Menge::N,cantidad,পরিমাণ
331,Haufen::N,montón,পুঞ্জ
332,Reihe::N,fila,শ্রেণী
333,Boot::N,bote,নৌকা
334,Boot::N,barca,নৌকা
335,Ruder::N,remo,দাঁড়
336,Schlitten::N,trineo,স্নেজ্-গাড়ি
337,Ski::N,esquí,শী
338,Lagerfeuer::N,hoguera,অগ্নি
339,Last::N,carga,বোঝা
340,Gang::N,marcha,হণ্টন
341,Schritt::N,paso,পদ
342,Norden::N,norte,উত্তরদিক্
343,Süden::N,sur,দক্ষিণদিক
344,Westen::N,oeste,পশ্চিমদিক্
345,Osten::N,este,পূর্বদিক
346,Holz::N,madera,কাঠ
347,Brett::N,tabla,তক্তা
348,Platte::N,placa,ফলক
349,Platte::N,plancha,ফলক
350,Stütze::N,sostén,নাগদণ্ড
351,Stütze::N,soporte,নাগদণ্ড
352,Stange::N,vara,দণ্ড
353,Stange::N,percha,দণ্ড
354,Stock::N,palo,ছড়ি
355,Stock::N,bastón,ছড়ি
356,Stab::N,vara,যষ্টি
357,Stab::N,bastón,যষ্টি
358,Rohr::N,tubo,নল
359,Haus::N,casa,ঘর
360,Heim::N,hogar,বাসা
361,Ofen::N,estufa,স্টোভ্
362,Fußboden::N,suelo,গহতল
363,Tisch::N,mesa,মেজ
364,Tisch::N,mesa,টেবিল
365,Stuhl::N,silla,চেয়ার
366,Stuhl::N,silla,কেদারা
367,Wiege::N,cuna,দোলনা
368,Bett::N,cama,শয্যা
369,Regal::N,estantería,তাক
370,Kiste::N,caja,বাক্স
371,Fenster::N,ventana,জানালা
372,Tür::N,puerta,দ্বার
373,Tor::N,puerta,দ্বার
374,Zaun::N,valla,বেড়া
375,Zaun::N,cercado,বেড়া
376,Dach::N,techo,ছাদ
377,Dach::N,tejado,ছাদ
378,Leiter::N,escalera,মই
379,Besen::N,escoba,গুল্মবিশেষ
380,Spaten::N,pala,কোদাল
381,Schaufel::N,pala,বেলচা
382,Schaufel::N,paleta,বেলচা
383,Gabel::N,tenedor,কাঁটা
384,Löffel::N,cuchara,চামচ
385,Messer::N,cuchillo,ছুরি
386,Nagel::N,clavo,পেরেক
387,Netz::N,red,জাল
388,Haken::N,gancho,কাচি
389,Haken::N,corchete,কাচি
390,Griff::N,asa,হাতল
391,Griff::N,mango,হাতল
392,Schloss::N,cerradura,তালা
393,Bild::N,imagen,ছবি
394,Bild::N,imagen,চিত্র
395,Figur::N,figura,আকার
396,Puppe::N,muñeca,পুতুল
397,Beutel::N,bolsa,বটুয়া
398,Bündel::N,haz,আঁটি
399,Tasche::N,bolso,থলি
400,Eimer::N,cubo,বাল্তি
401,Deckel::N,tapa,আবরণ
402,Deckel::N,tapadera,আবরণ
403,Geschirr::N,vajilla,থালা-বাসন
404,Sack::N,saco,বস্তা
405,Tasse::N,taza,কাপ
406,Topf::N,olla,পাত্র
407,Topf::N,marmita,পাত্র
408,Kessel::N,caldera,কেটলি
409,Essen::N,comida,আহার
410,Nahrung::N,alimento,খাদ্য
411,Speise::N,plato,খাদ্য
412,Fleisch::N,carne,মাংস
413,Getreide::N,cereales,শস্য
414,Brei::N,puré,মণ্ড
415,Brei::N,papilla,মণ্ড
416,Brot::N,pan,রুটি
417,Scheibe::N,lonja,ফালি
418,Scheibe::N,rebanada,ফালি
419,Fett::N,grasa,মেদ
420,Butter::N,mantequilla,মাখন
421,Öl::N,aceite,তৈল
422,Salz::N,sal,নুন
423,Suppe::N,sopa,শুরুয়া
424,Honig::N,miel,মধু
425,Milch::N,leche,দুধ
426,Tee::N,té,চা
427,Leder::N,cuero,পাকা চামড়া
428,Wolle::N,lana,পশম
429,Stoff::N,tela,বস্ত্র
430,Stoff::N,tejido,বস্ত্র
431,Nadel::N,aguja,সুচ
432,Faden::N,hilo,সূত্র
433,Knopf::N,botón,বোতাম
434,Knoten::N,nudo,গিঁট
435,Farbe::N,pintura,রং
436,Kleidung::N,ropa,কাপড়
437,Kleidung::N,vestidos,কাপড়
438,Hemd::N,camisa,শার্ট
439,Kragen::N,cuello,গলবন্ধ
440,Ärmel::N,manga,আস্তিন্
441,Hose::N,pantalón,ট্রাউজার
442,Gürtel::N,cinturón,কটিবন্ধ
443,Mütze::N,gorro,টুপি
444,Schuh::N,zapato,জুতো
445,Stiefel::N,bota,বুট
446,Ring::N,anillo,আংটি
447,Band::N,cinta,ফিতা
448,Kamm::N,peine,চিরুনি
449,Spiegel::N,espejo,আয়না
450,Riemen::N,correa,চাবুক
451,Schnur::N,cuerda,দড়ি
452,Leine::N,correa,শিকল
453,Decke::N,manta,কম্বল
454,Kissen::N,almohada,উপাধান
455,Tuch::N,pañuelo,বস্ত্র
456,Handtuch::N,toalla,তোয়ালে
457,Kraft::N,fuerza,জোর
458,Stärke::N,fuerza,শক্তি
459,Gesundheit::N,salud,স্বাস্থ্য
460,Krankheit::N,enfermedad,অসুখ
461,Krankheit::N,enfermedad,ব্যামো
462,Schmerz::N,dolor,যন্ত্রণা
463,Wunde::N,llaga,ক্ষত
464,Wunde::N,herida,ক্ষত
465,Fieber::N,fiebre,জ্বর
466,Arznei::N,medicina,ঔষধ
467,Arznei::N,medicamento,ঔষধ
468,Brücke::N,puente,সেতু
469,Brunnen::N,pozo,কূপ
470,Weide::N,pasto,পশুচারণভূমি
471,Pfad::N,sendero,পথ
472,Weg::N,camino,পথ
473,Straße::N,vía,রাস্তা
474,Straße::N,carretera,রাস্তা
475,Dorf::N,aldea,গ্রাম
476,Dorf::N,pueblo,গ্রাম
477,Stadt::N,ciudad,শহর
478,Brief::N,carta,চিঠি
479,Buch::N,libro,বই
480,Buchstabe::N,letra,অক্ষর
481,Buchstabe::N,carácter,অক্ষর
482,Zeitung::N,diario,সংবাদপত্র
483,Zeitung::N,periódico,সংবাদপত্র
484,Leben::N,vida,জীবন
485,Tod::N,muerte,মৃত্যু
486,Grab::N,tumba,কবর
487,Grab::N,sepulcro,কবর
488,Kirche::N,iglesia,গির্জা
489,Sünde::N,pecado,পাপ
490,Gott::N,dios,দেবতা
491,Arbeiter::N,obrero,শ্রমিক
492,Arbeiter::N,trabajador,শ্রমিক
493,Chef::N,jefe,নেতা
494,Meister::N,maestro,ব্যক্তি
495,Arzt::N,médico,চিকিৎসক
496,Lehrer::N,profesor,অধ্যাপক
497,Geld::N,dinero,মুদ্রা
498,Geld::N,dinero,টাকাপয়সা
499,Geschäft::N,negocio,ব্যস্ততা
500,Laden::N,tienda,দোকান
501,Preis::N,precio,মূল্য
502,Ware::N,mercancía,পণ্যদ্রব্য
503,Nutzen::N,provecho,সুবিধা
504,Reichtum::N,riqueza,ধনদৌলত
505,Welt::N,mundo,জগৎ
506,Land::N,país,খেত
507,Staat::N,Estado,রাষ্ট্র
508,König::N,rey,রাজা
509,Macht::N,poder,প্রভাব
510,Macht::N,potencia,প্রভাব
511,Grenze::N,frontera,সীমা
512,Krieg::N,guerra,যুদ্ধ
513,Feind::N,enemigo,শত্রু
514,Gewalt::N,violencia,জোর
515,Kampf::N,lucha,লড়াই
516,Kampf::N,combate,লড়াই
517,Bogen[Waffe]::N,arco,ধনুক
518,Pfeil::N,flecha,বাণ
519,Gewehr::N,fusil,বন্দুক
520,Gewehr::N,escopeta,বন্দুক
521,Fehler::N,error,ভুল
522,Lüge::N,mentira,মিথ্যা
523,Schaden::N,daño,ক্ষতি
524,Unglück::N,desgracia,দুর্ভাগ্য
525,Schuld::N,culpa,অপরাধ
526,Alter::N,edad,আয়ু
527,Schluss::N,fin,শেষ
528,Schluss::N,final,শেষ
529,Zeit::N,tiempo,সময়
530,Tag::N,día,দিন
531,Morgen::N,mañana,সকাল
532,Mittag::N,mediodía,মধ্যাহু
533,Abend::N,noche,সন্ধ্যা
534,Nacht::N,noche,রাত্রি
535,Woche::N,semana,সপ্তাহ
536,Monat::N,mes,মাস
537,Jahr::N,año,সৌরবর্ষ
538,Frühling::N,primavera,বসন্তকাল
539,Sommer::N,verano,গ্রীষ্মকাল
540,Herbst::N,otoño,শরংঋতু
541,Winter::N,invierno,শীতকাল
542,Januar::N,enero,জানুয়ারী
543,Februar::N,febrero,ফেব্রুয়ারী
544,März::N,marzo,মার্চ
545,April::N,abril,এপ্রিল
546,Mai::N,mayo,মে
547,Juni::N,junio,জুন
548,Juli::N,julio,জুলাই
549,August::N,agosto,অগাস্ট
550,September::N,septiembre,সেপ্টেম্বর
551,Oktober::N,octubre,অক্টোবর
552,November::N,noviembre,নভেম্বর
553,Dezember::N,diciembre,ডিসেম্বর
554,Montag::N,lunes,সোমবার
555,Dienstag::N,martes,মঙ্গলবার
556,Mittwoch::N,miércoles,বুধবার
557,Donnerstag::N,jueves,বৃহম্পতিবার
558,Freitag::N,viernes,শুক্রবার
559,Samstag::N,sábado,শনিবার
560,Sonntag::N,domingo,রবিবার
561,groß::A,grande,বৃহৎ
562,klein::A,pequeño,ছোট
563,lang::A,largo,দীর্ঘ
564,kurz::A,corto,খর্ব
565,kurz::A,corto,হ্রস্ব
566,breit::A,ancho,চওড়া
567,schmal::A,estrecho,সরু
568,dicht::A,denso,ঘন
569,dick[Gegenstand]::A,grueso,পুরু
570,dünn::A,fino,কৃশ
571,dünn::A,delgado,কৃশ
572,fein::A,fino,সূক্ষ্ম
573,fein::A,delicado,সূক্ষ্ম
574,fest::A,firme,দৃঢ়
575,fest::A,sólido,দৃঢ়
576,flach::A,plano,সমতল
577,glatt::A,liso,মসৃণ
578,hart::A,duro,শক্ত
579,weich::A,muelle,নরম
580,rund::A,redondo,গোলাকার
581,spitz::A,agudo,তীক্ষ্ন
582,spitz::A,apuntado,তীক্ষ্ন
583,scharf::A,agudo,শাণিত
584,scharf::A,afilado,শাণিত
585,stumpf::A,sin filo,ভোঁতা
586,schwer::A,pesado,ভারী
587,schön::A,bello,সুন্দর
588,schön::A,hermoso,সুন্দর
589,heiß::A,caluroso,গরম
590,warm::A,cálido,ঈষদুষ্ণ
591,warm::A,caliente,ঈষদুষ্ণ
592,kalt::A,frío,ঠাণ্ডা
593,kühl::A,fresco,শীতল
594,frisch::A,fresco,তাজা
595,feucht::A,húmedo,ভিজা
596,nass::A,mojado,ভিজা
597,trocken::A,seco,শুষ্ক
598,voll::A,lleno,পূর্ণ
599,leer::A,vacío,খালি
600,offen::A,abierto,খোলা
601,geschlossen::A,cerrado,বন্ধ
602,sauber::A,limpio,নির্মল
603,schmutzig::A,sucio,নোংরা
604,roh::A,crudo,কাঁচা
605,reif::A,maduro,পাকা
606,lecker::A,rico,সুস্বাদ
607,lecker::A,sabroso,সুস্বাদ
608,süß::A,dulce,মিষ্ট
609,bitter::A,amargo,তিক্ত
610,sauer::A,agrio,টক
611,hell::A,claro,উজ্জ্বল
612,dunkel::A,oscuro,অন্ধকারময়
613,schwarz::A,negro,কালো
614,weiß::A,blanco,সাদা
615,rot::A,rojo,লাল
616,gelb::A,amarillo,হলদে
617,blau::A,azul,নীল
618,grün::A,verde,সবুজ
619,grau::A,gris,ছাই-রঙা
620,bunt::A,multicolor,রঙিন
621,billig::A,barato,সস্তা
622,teuer::A,caro,আক্রা
623,wertvoll::A,valioso,মহার্ঘ
624,wertvoll::A,precioso,মহার্ঘ
625,blind::A,ciego,কানা
626,taub::A,sordo,বধির
627,kräftig::A,fuerte,বিশাল
628,stark::A,fuerte,শক্তিশালী
629,stark::A,vigoroso,শক্তিশালী
630,schwach::A,débil,দুর্বল
631,fett::A,obeso,মোটা
632,schlank::A,esbelto,কৃশ
633,hübsch::A,mono,সুন্দর
634,hübsch::A,guapo,সুন্দর
635,böse::A,malo,খারাপ
636,dumm::A,tonto,মূর্খ
637,dumm::A,estúpido,মূর্খ
638,faul::A,vago,শ্রমবিমুখ
639,faul::A,perezoso,শ্রমবিমুখ
640,fleißig::A,aplicado,পরিশ্রমী
641,fleißig::A,diligente,পরিশ্রমী
642,geizig::A,avaro,ব্যয়কুণ্ঠ
643,klug::A,sensato,দক্ষ
644,klug::A,inteligente,দক্ষ
645,geschickt::A,hábil,পটু
646,lieb::A,querido,প্রেয়
647,lustig::A,alegre,প্রফুল্ল
648,sanft::A,suave,নম্র
649,hungrig::A,hambriento,ক্ষুধার্ত
650,krank::A,enfermo,অসুস্থ
651,nackt::A,desnudo,উলঙ্গ
652,traurig::A,triste,দুঃখিত
653,lebendig::A,vivo,জীবিত
654,lebendig::A,viviente,জীবিত
655,gut::A,bueno,ভালো
656,schlecht::A,malo,মন্দ
657,richtig::A,justo,ঠিক
658,richtig::A,correcto,ঠিক
659,schlimm::A,malo,কদর্য
660,schlimm::A,grave,কদর্য
661,wahr::A,verídico,বাস্তব
662,wahr::A,verdadero,বাস্তব
663,alt::A,viejo,পুরাতন
664,neu::A,nuevo,নব
665,neu::A,nuevo,নূতন
666,ehemalig::A,antiguo,পূর্বকালীন
667,alt[Lebewesen]::A,viejo,বৃদ্ধ
668,jung::A,joven,তরুণ
669,arm::A,pobre,ক্ষুদ্র
670,reich::A,rico,ধনবান্
671,bekannt::A,conocido,সুপরিচিত
672,berühmt::A,famoso,বিখ্যাত
673,berühmt::A,célebre,বিখ্যাত
674,fremd::A,extraño,বিদেশি
675,verschieden::A,diverso,বিসদৃশ
676,verschieden::A,distinto,বিসদৃশ
677,verschieden::A,diferente,বিসদৃশ
678,nah::A,cercano,নিকটবতী
679,fern::A,lejano,দুরবতী
680,linker::A,izquierdo,বাম
681,rechter::A,derecho,ডান
682,rechter::A,derecho,ডাইন
683,anderer::A,otro,অন্যতর
684,erster::A,primero,প্রথম
685,zweiter::A,segundo,দ্বিতীয়
686,dritter::A,tercero,তৃতীয়
687,letzter::A,último,সর্বশেষ
688,allein::ADV,a solo,একক
689,auf einmal::ADV,de una vez,জলদি
690,zusammen::ADV,juntos,একসঙ্গে
691,lange::ADV,mucho tiempo,লম্বা
692,plötzlich::ADV,de repente,হঠাৎ
693,sofort::ADV,en seguida,মুহ্ণর্তমধ্যে
694,später::ADV,más tarde,পশ্চাতে
695,jetzt::ADV,ahora,এখন
696,heute::ADV,hoy,আজ
697,morgen::ADV,mañana,আগামিকাল
698,bald::ADV,pronto,অস্পকালমধ্যে
699,bald::ADV,en breve,অস্পকালমধ্যে
700,dann::ADV,luego,তখন
701,dann::ADV,entonces,তখন
702,gestern::ADV,ayer,গতকাল
703,einst::ADV,antaño,একবার মাত্র
704,damals::ADV,entonces,তখন
705,danach::ADV,después,পরে
706,vorher::ADV,antes,আগে
707,zuerst::ADV,primero,আগে
708,einmal::ADV,una vez,একবার
709,manchmal::ADV,a veces,কখনও কখনও
710,oft::ADV,a menudo,ঘনঘন
711,oft::ADV,con frecuencia,ঘনঘন
712,immer::ADV,siempre,সর্বদা
713,niemals::ADV,jamás,কখলও নহে
714,hier::ADV,aquí,এখানে
715,hierhin::ADV,acá,এখানে
716,von hier::ADV,desde aquí,ত্রই স্তান হইতে
717,dort::ADV,ahí,ওখানে
718,dort::ADV,allí,ওখানে
719,dorthin::ADV,allí,ওখানে
720,dorthin::ADV,hacia allí,ওখানে
721,geradeaus::ADV,todo derecho,অগ্রগামী
722,vorwärts::ADV,adelante,সন্মুখিকে
