,Concept_ID,hy,tt
752,danach::ADV,ապա,да
753,danach::ADV,այն ժամանակ,да
754,vorher::ADV,առաջ,элек
755,zuerst::ADV,նախ,башта
756,einmal::ADV,մի անգամ,бер
757,einmal::ADV,մի անգամ,бер мәртәбә
758,manchmal::ADV,երբեմն,кайчакта
759,oft::ADV,հաճախ,еш
760,immer::ADV,միշտ,һәркайчан
761,niemals::ADV,երբեք,hичбер вакыт
762,hier::ADV,այստեղ,монда
763,hier::ADV,այստեղ,биредә
764,hierhin::ADV,այստեղ,монда
765,von hier::ADV,այդտեղից,моннан
766,dort::ADV,այնտեղ,анда
767,dorthin::ADV,այնտեղ,тегеләй
768,geradeaus::ADV,ուղիղ,турыдан-туры
769,vorwärts::ADV,առաջ,алга
770,rückwärts::ADV,դեպի ետ,кире
771,zurück::ADV,ետ,кире
772,unten::ADV,ներքեւում,түбәндә
773,hinab::ADV,ներքեւ,аска
774,oben::ADV,վերեւում,өстә
775,oben::ADV,վերեւում,югарыда
776,hinauf::ADV,վերեւ,өскә
777,überall::ADV,ամենուր,hәркайда
778,nicht::ADV,չէ,түгел
779,ein wenig::ADV,մի քիչ,бераз
780,kaum::ADV,հազիվ,көчкә
781,sehr::ADV,շատ,бик
782,so::ADV,այդպես,алай
783,noch::ADV,դեռ,янә
784,noch::ADV,դեռ,тагын
785,nur::ADV,միայն,фәкать
786,schon::ADV,արդեն,инде
787,wieder::ADV,նորից,янә
788,wieder::ADV,նորից,тагын
789,wieder::ADV,դարձյալ,янә
790,wieder::ADV,դարձյալ,тагын
791,vergebens::ADV,իզուր,юкка
792,vor::PRP,դիմացը,алдыннан
793,hinter::PRP,ետեւը,арттан
794,unter::PRP,տակ,астында
795,durch::PRP,միջով,аша
796,neben::PRP,քովը,тирәсендә
797,zwischen::PRP,միջեւ,арасында
798,wegen::PRP,պատճառով,сәбәпле
799,wegen::PRP,շնորհից,сәбәпле
800,dies::PRN,սա,бу
801,dies::PRN,այս,бу
802,das::PRN,դա,ул
803,das::PRN,այդ,ул
804,alles::PRN,ամեն ինչ,һәммә
805,ich::PRN,ես,мин
806,du::PRN,դու,син
807,er::PRN,նա,ул
808,wir::PRN,մենք,без
809,ihr::PRN,դուք,сез
810,sie::PRN,նրանք,ул
811,was::FPRN,ինչ,ни
812,was::FPRN,ինչ,нәрсә
813,wer::FPRN,ով,кем
814,wo::FADV,ուր,кайда
815,wo::FADV,որտեղ,кайда
816,wohin::FADV,դեպի ուր,кая
817,wie::FADV,ինչպես,ничек
818,warum::FADV,ինչու,нигә
819,wieviel::FNUM,որչափ,ничә
820,eins::NUM,մեկ,бер
821,zwei::NUM,երկու,ике
822,drei::NUM,երեք,өч
823,vier::NUM,չորս,дүрт
824,fünf::NUM,հինգ,биш
825,sechs::NUM,վեց,алты
826,sieben::NUM,յոթ,җиде
827,acht::NUM,ութ,сигез
828,neun::NUM,ինը,тугыз
829,zehn::NUM,տասը,ун
830,elf::NUM,տասնմեկ,унбер
831,zwölf::NUM,տասներկու,унике
832,zwanzig::NUM,քսան,егерме
833,dreißig::NUM,երեսուն,утыз
834,vierzig::NUM,քառասուն,кырык
835,fünfzig::NUM,հիսուն,илле
836,sechzig::NUM,վաթսուն,алтмыш
837,siebzig::NUM,յոթանասուն,җитмеш
838,achtzig::NUM,ութսուն,сиксән
839,neunzig::NUM,իննսուն,туксан
840,hundert::NUM,հարյուր,йөз
841,tausend::NUM,հազար,мең
842,und::CNJ,ու,вә
843,oder::CNJ,կամ,яки
844,oder::CNJ,կամ,яисә
845,stehen::V,կանգնել,тору
846,sitzen::V,նստել,утыру
847,liegen::V,ստել,яту
848,hängen::V,կախվել,эленү
849,werden::V,դառնալ,булу
850,passieren::V,պատահել,булу
851,beginnen::V,սկսվել,башлану
852,enden::V,վերջանալ,бетү
853,wechseln::V,փոխվել,үзгәртү
854,aufgehen[Sonne]::V,բարձրանալ,чыгу
855,aufgehen[Sonne]::V,ելնել ,чыгу
856,untergehen[Sonne]::V,մտնել,бату
857,scheinen[Sonne]::V,շողալ,яктырту
858,scheinen[Sonne]::V,փայլել,яктырту
859,donnern::V,որոտալ,күкрәү
860,wehen::V,փչել,исү
861,strömen::V,հոսել,агу
862,fließen::V,հոսել,агу
863,sich drehen::V,պտտվել,бөтерелү
864,schwanken::V,տատանվել,икеләнү
865,schwingen::V,ճոճվել,тирбәлү
866,fallen::V,ընկնել,егылу
867,brennen::V,այրվել,яну
868,rauchen::V,ծխել,төтәү
869,rauchen::V,ծխել,төтенләү
870,regnen::V,անձրեւ գալ,яву
871,gefrieren::V,սառչել,кату
872,tauen::V,լկիլ,эрү
873,tauen::V,լկիլ,эретү
874,schmelzen::V,հալիլ,эрү
875,schmelzen::V,հալիլ,эретү
876,trocknen::V,չորանալ,кибү
877,sieden::V,եռալ,ургылу
878,faulen::V,փտել,черү
879,verfaulen::V,նեխել,черү
880,reißen::V,պատռվել,өзелү
881,reißen::V,ճղվել,өзелү
882,versinken::V,սուզվել,бату
883,vergehen::V,անցնել ,авышу
884,erscheinen::V,հայտնվել,пәйда булу
885,erscheinen::V,երեւալ,пәйда булу
886,verschwinden::V,անհետանալ,югалу
887,verschwinden::V,անհետանալ,юк булу
888,sinken::V,ընկնել,кимү
889,sinken::V,ընկնել,кайту
890,abnehmen::V,փոքրանալ,азаю
891,zunehmen::V,մեծանալ,арту
892,zunehmen::V,մեծանալ,күбәю
893,zunehmen::V,մեծանալ,ишәю
894,steigen::V,բարձրանալ,үсү
895,wachsen::V,աճել,үсү
896,glänzen::V,նշուլել,ялкылдау
897,glänzen::V,փայլիլ,ялкылдау
898,funkeln::V,փայլատակել,ялтырау
899,lärmen::V,աղմուկ հանել,шаулау
900,läuten::V,զնգալ,шалтырату
901,klingeln::V,զնգալ,шалтырату
902,klirren::V,զնգզնգալ,чылтырау
903,brausen::V,մոլեգնել,давыллау
904,brausen::V,մոլեգնել,дулау
905,rauschen::V,սոսափել,кыштырдау
906,klingen::V,հնչել,ишетелү
907,bellen::V,հաչել,өрү
908,heulen::V,ոռնալ ,улау
909,blasen::V,փչել ,өрү
910,pfeifen::V,սուլել,сызгырту
911,schreien::V,գոռալ ,кычкыру
912,stöhnen::V,տնքալ,ыңгырашу
913,zittern::V,դողալ,калтырау
914,zittern::V,դողալ,калтырану
915,leben::V,ապրել,яшәү
916,leben::V,ապրել,гомер итү
917,geboren werden::V,ծնվել,туу
918,atmen::V,շնչել,сулау
919,trinken::V,խմել,эчү
920,essen::V,ուտել,ашау
921,schlucken::V,կլանել,йоту
922,schlucken::V,կուլ տալ,йоту
923,müde werden::V,հոգնել,ялыгу
924,müde werden::V,հոգնել,йөгенү
925,einschlafen::V,քուն մտնել,йокыга китү
926,schlafen::V,քնել,йоклау
927,aufwachen::V,արթննալ,уяну
928,aufstehen::V,ելլել,тору
929,sich erholen::V,հանգստանալ,ял алу
930,sich erholen::V,հանգստանալ,истирахәт итү
931,krank werden::V,հիւանդանալ,чирләү
932,krank sein::V,հիվանդ լինել,чирләү
933,schmerzen::V,ցավել,авырту
934,husten::V,հազալ,ютәлләү
935,genesen::V,ապաքինվել,савыгу
936,genesen::V,ապաքինվել,сәламәтләнү
937,sterben::V,մեռնել,үлү
938,sterben::V,մեռնել,дөнья кую
939,sterben::V,մեռնել,вафат булу
940,sterben::V,վախճանվել,үлү
941,sterben::V,վախճանվել,дөнья кую
942,sterben::V,վախճանվել,вафат булу
943,umkommen::V,կործանվել,үлү
944,sich bewegen::V,ընթանալ,йөрү
945,sich rühren::V,շարժվել,кыймылдау
946,sich erheben::V,կանգնել,басу
947,sich erheben::V,վեր կենալ,басу
948,sich setzen::V,նստել,утыру
949,hinfallen::V,ընկնել,егылу
950,laufen::V,քայլել,җәяүләү
951,schreiten::V,ճեմել,атлау
952,spazierengehen::V,շրջագայել,йөрү
953,spazierengehen::V,շրջագայել,йөргенү
954,eilen::V,շտապել,ашыгу
955,sich beeilen::V,շտապել ,ашыгу
956,sich beeilen::V,շտապել ,кызулау
957,sausen::V,սլանալ,җилдерү
958,rennen::V,վազել,йөгерү
959,springen::V,ցատկել,сикерү
960,klettern::V,մագլցել,үрмәләү
961,schaukeln::V,ճոճվել,атыну
962,schaukeln::V,օրորվել,атыну
963,kriechen::V,սողալ,шуышу
964,kriechen::V,սողալ,үрмәләү
965,schwimmen::V,լողալ,йөзү
966,tauchen::V,սուզվել,чуму
967,rudern::V,թիավարել,ишү
968,fahren::V,ընթանալ,бару
969,fliegen::V,թռչել,очу
970,gehen::V,գնալ,йөрү
971,weggehen::V,հեռանալ,китү
972,abfahren::V,ճանապարհվել,кузгалу
973,anhalten::V,կանգնել,тукталу
974,hineingehen::V,մտնել,инү
975,eintreten::V,մտնել,инү
976,kommen::V,գալ,килү
977,ankommen::V,ժամանել,бару
978,zurückkommen::V,վերադառնալ,кире кайту
979,bleiben::V,մնալ,калу
980,warten::V,սպասել,көтү
981,erwarten::V,սպասել,көтү
982,suchen::V,որոնել,эзләү
983,finden::V,գտնել,табу
984,versuchen::V,փորձել,маташу
985,vorbereiten::V,պատրաստել,хәзерләү
986,lieben::V,սիրել,сөю
987,lieben::V,սիրել,ярату
988,mögen::V,հավանել,өнәү
989,mögen::V,սիրել,өнәү
990,lachen::V,ծիծաղել,көлү
991,rühren::V,հուզել,дулкынландыру
992,weinen::V,լալ,елау
993,schimpfen::V,տրտնջալ,сүгү
994,schimpfen::V,տրտնջալ,сүгенү
995,schimpfen::V,քրթմնջել,сүгү
996,schimpfen::V,քրթմնջել,сүгенү
997,sich ärgern::V,զայրանալ,ачулану
998,sich fürchten::V,վախնալ,курку
999,fürchten::V,վախենալ,калтырау
1000,fürchten::V,վախենալ,калтырану
1001,fliehen::V,փախչել,арка бирү
1002,flüchten::V,փախչել,качу
1003,sehen::V,տեսնել,күрү
1004,anschauen::V,դիտել,карау
1005,ansehen::V,նայել,карау
1006,ansehen::V,նայել,күзәтү
1007,hören::V,լսել,ишетү
1008,zuhören::V,ունկնդրել,тыңлау
1009,probieren::V,համը տեսել,тату
1010,riechen::V,հոտ առնել,иснәү
1011,fühlen::V,զգալ,тою
1012,fühlen::V,զգալ,сизү
1013,scheinen::V,երեւալ,күренү
1014,zu sehen sein::V,երեւալ,күренү
1015,vernehmen::V,իմանալ ,ишетү
1016,frieren::V,մրսել,өшү
1017,frieren::V,մրսել,күшегү
1018,tun::V,անել,итү
1019,können::V,կարողանալ,алу
1020,wollen::V,ուզել,теләү
1021,wollen::V,ցանկանալ,теләү
1022,anfangen::V,սկսել,керешү
1023,beenden::V,վերջացնել,бетерү
1024,beenden::V,վերջացնել,тәмамлау
1025,aufhören::V,դադարել,бетү
1026,gelingen::V,հաջողվել,уңу
1027,gelingen::V,գլուխ գալ,уңу
1028,geraten::V,ստացվել,сабышу
1029,öffnen::V,բաց անել,ачу
1030,schließen::V,փակել ,ябу
1031,stellen::V,դնել,кую
1032,setzen::V,նստեցնել,утырту
1033,legen::V,դնել,яткыру
1034,berühren::V,դիպչել,тию
1035,berühren::V,շոշափել,тию
1036,verbinden::V,շաղկապել,ялгау
1037,bedecken::V,ծածկել,өрту
1038,bedecken::V,ծածկել,каплау
1039,bedecken::V,ծածկել,томалау
1040,aufhängen::V,կախել,асу
1041,anzünden::V,վառել,кабызу
1042,aufheben::V,վերցնել,күтәрү
1043,zurücklassen::V,թողնել,калдыру
1044,verlieren::V,կորցնել,югалту
1045,fallen lassen::V,գցել,төшерү
1046,machen::V,անել,ясау
1047,machen::V,անել,эшләү
1048,herstellen::V,արտադրել,ясау
1049,bauen::V,կառուցել,кору
1050,reparieren::V,նորոգել,төзәтү
1051,verbessern::V,բարելավել,яхшырту
1052,ändern::V,փոխել,үзгәртү
1053,graben::V,փորել,казу
1054,beugen::V,ծռել,ию
1055,biegen::V,թեքել,бөгү
1056,drehen::V,ոլորել,бору
1057,drehen::V,ոլորել,бөтерү
1058,wenden::V,պտտել,бору
1059,umdrehen::V,շրջել,түнтәрү
1060,heben::V,բարձրացնել,күтәрү
1061,hochheben::V,բարձրացնել,күтәрү
1062,ergreifen::V,վարակվել,эләктерү
1063,halten::V,բռնել,тоту
1064,drücken::V,ճնշել,кысу
1065,schieben::V,հրել,кузгату
1066,kratzen::V,քերել,тырнау
1067,lecken::V,լիզել,ялау
1068,beißen::V,կծել,тешләү
1069,abreißen::V,պոկել,өзү
1070,abschneiden::V,կտրել ,кыю
1071,abschneiden::V,կտրել ,кисү
1072,binden::V,կապել,бәйләү
1073,stecken::V,խրել,төртү
1074,stecken::V,խրել,тыгу
1075,brechen::V,կոտրել ,сындыру
1076,klopfen::V,թակել,шаку
1077,klopfen::V,թակել,шакылдау
1078,hauen::V,ծեծել,кыйнау
1079,kleben::V,կպցնել,ябыштыру
1080,reiben::V,շփել,ышку
1081,streichen::V,վրան քսել,ягу
1082,schleifen::V,սրել ,кайрау
1083,schneiden::V,կտրել,кисү
1084,rütteln::V,ցնցել,селкетү
1085,schütteln::V,թափահարել,селкетү
1086,schwenken::V,ճոճել,болгау
1087,schütten::V,լցնել,кою
1088,füllen::V,լիքը լցնել,тутыру
1089,einwickeln::V,փաթաթել,төрү
1090,tragen::V,կրել,ташу
1091,tragen::V,տանել,ташу
1092,schleppen::V,քաշել,сөйрәү
1093,schleppen::V,քաշել,өстерәү
1094,ziehen::V,ձգել,тарту
1095,ziehen::V,քաշել,тарту
1096,aufbewahren::V,պահել ,саклау
1097,werfen::V,նետել,ыргыту
1098,packen::V,հափշտակել,эләктерү
1099,verstecken::V,ծածկել,яшерү
1100,teilen::V,բաժանել,бүлү
1101,schicken::V,ուղարկել,җибәрү
1102,bringen::V,բերել,китерү
1103,hinzufügen::V,ավելացնել,өстәү
1104,bekommen::V,հայթայթել,алу
1105,erhalten::V,ստանալ,алу
1106,nehmen::V,վերցնել,алу
1107,wählen::V,ընտրել,сайлау
1108,auswählen::V,գերադասել,сайлау
1109,bewahren::V,պահպանել,саклау
1110,behindern::V,խոչընդոտել,комачаулау
1111,verderben::V,փչացնել,бозу
1112,beschädigen::V,վնասել,бозу
1113,zerbrechen::V,ջարդել,вату
1114,zerbrechen::V,կոտրել,вату
1115,zerreißen::V,պատռել,өзү
1116,zerreißen::V,պատռել,ерту
1117,zerstören::V,քանդել,җимерү
1118,verbrennen::V,այրել,яндыру
1119,verbrennen::V,այրել,көйдерү
1120,geben::V,տալ,бирү
1121,reichen::V,հանձնել,тапшыру
1122,schenken::V,նվիրել,бүләкләү
1123,versprechen::V,խոստանալ,вәгъдә бирү
1124,wünschen::V,մաղթել,котлау
1125,loben::V,գովել,мактау
1126,küssen::V,համբուրել,үбү
1127,wiegen::V,օրորել,тирбәтү
1128,zudecken::V,վրան գցել,ябу
1129,zudecken::V,վրան գցել,бөркәү
1130,wecken::V,զարթնեցնել,уяту
1131,zeigen::V,ցույց տալ,күрсәтү
1132,führen::V,ուղեկցել,йөртү
1133,lehren::V,սովորեցնել,өйрәтү
1134,unterrichten::V,ավանդել,укыту
1135,aufziehen::V,դաստիարակել,асрау
1136,leiten::V,ղեկավարել,җитәкләү
1137,leiten::V,կառավարել,җитәкләү
1138,antreiben::V,շտապեցնել,куалау
1139,antreiben::V,շտապեցնել,әйдәләү
1140,antreiben::V,շտապեցնել,ашыктыру
1141,lassen::V,ստիպել,мәҗбүр итү
1142,einladen::V,հրավիրել,чакыру
1143,vereinigen::V,միացնել,берләштерү
1144,besuchen::V,այցելել,керешү
1145,treffen::V,հանդիպել,очрату
1146,sich versammeln::V,հավաքվել,җыелышу
1147,spielen::V,խաղալ,уйнау
1148,singen::V,երգել,җырлау
1149,tanzen::V,պարել,бию
1150,sich trennen::V,ցրվել,аерылу
1151,sich trennen::V,ցրվել,ташлашу
1152,verlassen::V,լքել,ташлау
1153,verlassen::V,լքել,калдыру
1154,retten::V,փրկել,коткару
1155,bewachen::V,պահել,каравыллау
1156,schützen::V,պաշտպանել,ышыклау
1157,verteidigen::V,պաշտպանել,яклау
1158,verteidigen::V,պաշտպանել,саклау
1159,sich schlagen::V,կռվել,сугышу
1160,schießen::V,կրակել,ату
1161,siegen::V,հաղթել,җиңү
1162,ärgern::V,ձանձրացնել,ачуландыру
1163,schlagen::V,խփել,ору
1164,schlagen::V,խփել,бәрү
1165,schlagen::V,խփել,тукмау
1166,treten::V,քացի տալ,тибү
1167,stechen::V,խայթել,кадау
1168,stoßen::V,մղել,этү
1169,stehlen::V,գողանալ,урлау
1170,stören::V,խանգարել,комачаулау
1171,belästigen::V,անհանգստացնել,борчу
1172,belästigen::V,անհանգստացնել,билмазалау
1173,verbergen::V,թաքցնել,яшерү
1174,täuschen::V,խաբել,алдату
1175,betrügen::V,խաբել,хәрәмләшү
1176,töten::V,սպանել ,үтерү
1177,wohnen::V,բնակվել,яшәү
1178,arbeiten::V,աշխատել,эшләү
1179,sammeln::V,հավաքել,туплау
1180,pflücken::V,քաղել,өзү
1181,jagen::V,որս անել,аулау
1182,fischen::V,ձուկ բռնել,балык тоту
1183,fassen::V,բռնել,тоту
1184,hüten::V,արածեցնել,көтү
1185,treiben::V,հովուել,куалау
1186,anbinden::V,չուանել,бәйләү
1187,füttern::V,կերակրել,туйдыру
1188,melken::V,կթել,саву
1189,hacken::V,կոտորել,чабу
1190,gießen::V,ջրել,сугару
1191,reifen::V,հասունանալ ,җитешү
1192,zubereiten::V,պատրաստել,пешеренү
1193,kochen::V,եփել,пешерү
1194,kochen::V,եփել,кайнату
1195,backen::V,թխել,пешерү
1196,braten::V,տապակել,куыру
1197,braten::V,տապակել,кыздыру
1198,umrühren::V,խառնել,бутау
1199,umrühren::V,խառնել,болгату
1200,stricken::V,գործել,бәйләү
1201,nähen::V,կարել,тегү
1202,färben::V,ներկել,ману
1203,reinigen::V,մաքրել,чистарту
1204,waschen::V,լվանալ,юу
1205,abwischen::V,սրբել,сөртү
1206,spülen::V,ողողել,чайкау
1207,spülen::V,պարզաջրել,чайкау
1208,fegen::V,ավլել,себерү
1209,kehren::V,ավլել,себерү
1210,baden::V,լողանալ,коену
1211,sich waschen::V,լվացվել,юыну
1212,ausziehen::V,հանել,чишенү
1213,anziehen::V,հագնել,кию
1214,sich anziehen::V,հագնվել,киенү
1215,kämmen::V,սանրել,тарау
1216,schmücken::V,զարդարել,бизәү
1217,schmücken::V,զարդարել,бизәкләү
1218,sagen::V,ասել,дию
1219,sagen::V,ասել,әйтү
1220,sprechen::V,խոսել,сөйләү
1221,sprechen::V,խոսել,сөйләшү
1222,reden::V,զրուցել,сөйләү
1223,sich unterhalten::V,խոսակցել,сөйләшү
1224,fragen::V,հարցնել,сорау
1225,fragen::V,հարցնել,сорашу
1226,bitten::V,խնդրել,үтенү
1227,erzählen::V,պատմել,сөйләү
1228,mitteilen::V,հաղորդել,белдерү
1229,nennen::V,անվանել,дию
1230,rufen::V,կանչել,дәшү
1231,prahlen::V,պարծենալ,мактану
1232,prahlen::V,պարծենալ,шапырыну
1233,übersetzen::V,թարգմանել,күчерү
1234,denken::V,մտածել,уйлау
1235,glauben::V,հավատալ,инану
1236,bemerken::V,նկատել,искәрү
1237,erkennen::V,ճանաչել,тану
1238,begreifen::V,հասկանալ,аңлау
1239,begreifen::V,հասկանալ,төшенү
1240,verstehen::V,ըմբռնել,аңлау
1241,verstehen::V,ըմբռնել,төшенү
1242,lernen::V,սովորել,уку
1243,lernen::V,սովորել,өйрәнү
1244,wissen::V,իմանալ,белү
1245,sich erinnern an::V,հիշել,хәтерләү
1246,sich erinnern an::V,մտաբերել,хәтерләү
1247,vergessen::V,մոռանալ,оныту
1248,messen::V,չափել,үлчәү
1249,zählen::V,թվել,санау
1250,zählen::V,հաշվել,санау
1251,rechnen::V,հաշվել,исәпләү
1252,rechnen::V,հաշվարկել,исәпләү
1253,lesen::V,կարդալ,уку
1254,malen::V,նկարել,рәсем ясау
1255,malen::V,նկարել,сурәт ясау
1256,malen::V,նկարել,сурәтләү
1257,zeichnen::V,գծել,язу-сызу
1258,zeichnen::V,գծել,сурәт ясау
1259,schreiben::V,գրել,язу
1260,besitzen::V,ունենալ,биләү
1261,besitzen::V,տեր լինել,биләү
1262,kaufen::V,գնել,алу
1263,verkaufen::V,վաճառել,сату
1264,bezahlen::V,վճարել,түләү
1265,zahlen::V,վճարել,түләү
1266,beherrschen::V,ղեկավարել,ия булу
1267,ertragen::V,դիմանալ,чыдау
1268,Horn::N,,мөгез
1269,fangen::V,,тоту
