,Concept_ID,la,udm
816,sechs::NUM,sex,куать
817,sieben::NUM,septem,сизьым
818,acht::NUM,octo,тямыс
819,neun::NUM,novem,укмыс
820,zehn::NUM,decem,дас
821,elf::NUM,undecim,дас одӥг
822,zwölf::NUM,duodecim,дас кык
823,zwanzig::NUM,viginti,кызь
824,dreißig::NUM,triginta,куамын
825,vierzig::NUM,quadraginta,ньыльдон
826,fünfzig::NUM,quinquaginta,витьтон
827,sechzig::NUM,sexaginta,куатьтон
828,siebzig::NUM,septuaginta,сизьымдон
829,achtzig::NUM,octoginta,тямыстон
830,neunzig::NUM,nonaginta,укмыстон
831,hundert::NUM,centum,сю
832,tausend::NUM,mille,сюрс
833,und::CNJ,et,и
834,und::CNJ,et,но
835,und::CNJ,-que,и
836,und::CNJ,-que,но
837,oder::CNJ,vel,яке
838,stehen::V,stare,сылыны
839,sitzen::V,sedere,пукыны
840,liegen::V,iacere,кылльыны
841,hängen::V,pendere,ошкыса улыны
842,werden::V,fieri,луыны
843,passieren::V,accidere,луыны
844,beginnen::V,incipere,кутскыны
845,enden::V,finem habere,бырыны
846,wechseln::V,mutari,воштӥськыны
847,aufgehen[Sonne]::V,oriri,ӝужаны
848,untergehen[Sonne]::V,occidere,пуксьыны
849,scheinen[Sonne]::V,lucere,пиштыны
850,scheinen[Sonne]::V,lucere,чиляны
851,donnern::V,tonare,гудыръяны
852,wehen::V,flare,пелляськыны
853,strömen::V,fluere,киськыны
854,strömen::V,fluere,исьтӥськыны
855,fließen::V,manare,бызьыны
856,sich drehen::V,torqueri,берганы
857,schwanken::V,vacillare,вошъяськыны
858,schwingen::V,vibrare,шонаськыны
859,fallen::V,cadere,усьыны
860,brennen::V,ardere,ӝуаны
861,rauchen::V,fumare,ӵындыны
862,regnen::V,pluere,зорыны
863,gefrieren::V,congelari,кынмыны
864,tauen::V,rorare,шунаны
865,schmelzen::V,liquescere,шунаны
866,trocknen::V,arescere,куасьмыны
867,sieden::V,fervere,пӧзьыны
868,faulen::V,putescere,сисьмыны
869,verfaulen::V,putescere,сисьмыны
870,reißen::V,scindi,кеськыны
871,versinken::V,mergi,выйыны
872,vergehen::V,praeterire,ортчыны
873,erscheinen::V,apparere,адскыны
874,verschwinden::V,discedere,бырыны
875,sinken::V,labi,усьыны
876,abnehmen::V,deminui,синыны
877,zunehmen::V,augeri,йылыны
878,steigen::V,augescere,лӧпкыны
879,wachsen::V,crescere,будыны
880,glänzen::V,splendere,чиляны
881,glänzen::V,splendere,пиштыны
882,funkeln::V,micare,чилекъяны
883,lärmen::V,strepere,уретыны
884,lärmen::V,strepere,ӵашетыны
885,läuten::V,sonare,жингыртыны
886,klingeln::V,tinnire,жингыртыны
887,klirren::V,crepare,жильккетыны
888,brausen::V,saevire,лекъяськыны
889,rauschen::V,crepare,ӵашетыны
890,klingen::V,sonare,кылӥськыны
891,bellen::V,latrare,утыны
892,heulen::V,ululare,вузыны
893,blasen::V,flare,пельтыны
894,pfeifen::V,sibilare,шуланы
895,schreien::V,clamare,черекъяны
896,schreien::V,clamare,кесяськыны
897,stöhnen::V,gemere,ӝуштыны
898,zittern::V,tremere,дырекъяны
899,zittern::V,tremere,куалекъяны
900,zittern::V,trepidare,дырекъяны
901,zittern::V,trepidare,куалекъяны
902,leben::V,vivere,улыны
903,geboren werden::V,nasci,вордӥськыны
904,atmen::V,spirare,шоканы
905,trinken::V,bibere,юыны
906,essen::V,edere,сиыны
907,schlucken::V,devorare,ньылыны
908,müde werden::V,fatigari,жадьыны
909,einschlafen::V,obdormiscere,умме усьыны
910,schlafen::V,dormire,кӧлыны
911,aufwachen::V,expergisci,сайканы
912,aufstehen::V,exsurgere,султыны
913,sich erholen::V,se reficere,шутэтскыны
914,krank werden::V,aegrescere,висьыны
915,krank sein::V,aegrotare,висьыны
916,schmerzen::V,dolere,висьыны
917,husten::V,tussire,кызыны
918,genesen::V,convalescere,юнматскыны
919,genesen::V,convalescere,бурмытскылыны
920,sterben::V,mori,кулыны
921,umkommen::V,perire,бырыны
922,sich bewegen::V,se movere,вырыны
923,sich rühren::V,micare,вырӟыны
924,sich rühren::V,micare,вырӟылыны
925,sich erheben::V,surgere,султыны
926,sich setzen::V,considere,пуксьыны
927,hinfallen::V,cadere,усьыны
928,laufen::V,vadere,мыныны
929,schreiten::V,gradi,вамышъяны
930,spazierengehen::V,ambulare,мыныны
931,spazierengehen::V,ambulare,ветлыны
932,eilen::V,properare,дыртыны
933,sich beeilen::V,festinare,дыртыны
934,sausen::V,currere,туж ӝог мыныны
935,rennen::V,currere,бызьылыны
936,springen::V,salire,тэтчаны
937,klettern::V,niti,тубаны
938,schaukeln::V,oscillare,лэйканы
939,schaukeln::V,oscillare,шонаськыны
940,kriechen::V,repere,нюж ветлыны
941,kriechen::V,serpere,нюж ветлыны
942,schwimmen::V,nare,уяны
943,schwimmen::V,natare,уяны
944,tauchen::V,mergere,зумылыны
945,rudern::V,remigare,полсаны
946,fahren::V,vehi,ветлыны
947,fliegen::V,volare,лобаны
948,gehen::V,ire,мыныны
949,gehen::V,vadere,мыныны
950,weggehen::V,abire,кошкыны
951,weggehen::V,discedere,кошкыны
952,abfahren::V,proficisci,кошкыны
953,anhalten::V,consistere,дугдыны
954,hineingehen::V,inire,пырыны
955,hineingehen::V,ingredi,пырыны
956,eintreten::V,intrare,пырыны
957,kommen::V,venire,вуыны
958,kommen::V,venire,лыктыны
959,ankommen::V,advenire,вуыны
960,zurückkommen::V,revenire,берытскыны
961,bleiben::V,manere,кыльыны
962,warten::V,opperiri,витьыны
963,erwarten::V,opperiri,витьыны
964,erwarten::V,opperiri,возьманы
965,erwarten::V,expectare,витьыны
966,erwarten::V,expectare,возьманы
967,suchen::V,quaerere,утчаны
968,finden::V,reperire,шедьтыны
969,versuchen::V,conari,турттыны
970,versuchen::V,temptare,турттыны
971,vorbereiten::V,parare,дасяны
972,lieben::V,amare,гажаны
973,mögen::V,amare,яратыны
974,lachen::V,ridere,серекъяны
975,rühren::V,commovere,сюлме йӧтыны
976,weinen::V,flere,бӧрдыны
977,schimpfen::V,increpare,даллашыны
978,sich ärgern::V,indignari,лекъяськыны
979,sich fürchten::V,vereri,кышканы
980,sich fürchten::V,vereri,курданы
981,fürchten::V,timere,курданы
982,fürchten::V,timere,кышканы
983,fliehen::V,fugere,пегӟыны
984,flüchten::V,effugere,пегӟыны
985,sehen::V,videre,адӟыны
986,anschauen::V,aspectare,учкыны
987,ansehen::V,spectare,учкыны
988,hören::V,audire,кылыны
989,zuhören::V,auscultare,кылзыны
990,probieren::V,gustare,веръяны
991,riechen::V,olfacere,зынъяны
992,fühlen::V,sentire,шӧдыны
993,scheinen::V,videri,адскыны
994,zu sehen sein::V,conspici,адӟиськыны
995,vernehmen::V,comperire,кылыны
996,frieren::V,algere,кынмыны
997,tun::V,facere,карыны
998,können::V,posse,быгатыны
999,wollen::V,velle,потыны
1000,anfangen::V,incipere,кутскыны
1001,beenden::V,finire,быдтыны
1002,beenden::V,finire,быдэстыны
1003,aufhören::V,desistere,дугдыны
1004,gelingen::V,contingere,быгатыны
1005,gelingen::V,contingere,луыны
1006,geraten::V,evenire,лэсяны
1007,öffnen::V,aperire,усьтыны
1008,schließen::V,claudere,пытсаны
1009,stellen::V,sistere,пуктыны
1010,setzen::V,ponere,пуктыны
1011,legen::V,ponere,поныны
1012,berühren::V,tangere,исаны
1013,verbinden::V,iungere,герӟаны
1014,bedecken::V,tegere,пытсаны
1015,bedecken::V,operire,пытсаны
1016,aufhängen::V,suspendere,ошыны
1017,anzünden::V,accendere,ӝуатыны
1018,anzünden::V,inflammare,ӝуатыны
1019,aufheben::V,tollere,ӝутыны
1020,zurücklassen::V,relinquere,кельтыны
1021,verlieren::V,perdere,ыштыны
1022,verlieren::V,amittere,ыштыны
1023,fallen lassen::V,dimittere,уськытыны
1024,machen::V,facere,лэсьтыны
1025,herstellen::V,fabricare,лэсьтыны
1026,bauen::V,construere,пуктыны
1027,reparieren::V,reparare,тупатыны
1028,verbessern::V,emendare,умоятыны
1029,ändern::V,mutare,воштыны
1030,graben::V,fodere,копаны
1031,beugen::V,flectere,губыртыны
1032,biegen::V,curvare,куасаны
1033,drehen::V,torquere,бергатыны
1034,wenden::V,vertere,берыктыны
1035,umdrehen::V,convertere,берыктыны
1036,heben::V,tollere,ӝутыны
1037,hochheben::V,levare,ӝутъяны
1038,ergreifen::V,capessere,кутыны
1039,ergreifen::V,capessere,кырмыны
1040,halten::V,tenere,возьыны
1041,drücken::V,premere,зӥбыны
1042,drücken::V,premere,пачкатыны
1043,schieben::V,promovere,донганы
1044,kratzen::V,radere,вуштыны
1045,lecken::V,lambere,нюлыны
1046,beißen::V,mordere,куртчыны
1047,abreißen::V,avellere,ишкалтыны
1048,abschneiden::V,desecare,шорыны
1049,abschneiden::V,desecare,вандыны
1050,binden::V,ligare,керттыны
1051,stecken::V,inserere,мертчытыны
1052,brechen::V,rumpere,тӥяны
1053,klopfen::V,pultare,йыганы
1054,klopfen::V,pultare,шарккетыны
1055,hauen::V,ferire,жугыны
1056,hauen::V,ferire,тышканы
1057,kleben::V,agglutinare,лякыны
1058,reiben::V,terere,зыраны
1059,reiben::V,terere,вуштыны
1060,streichen::V,oblinere,зыраны
1061,schleifen::V,acuere,шерыны
1062,schneiden::V,secare,вандыны
1063,rütteln::V,quassare,зуркатыны
1064,schütteln::V,quatere,куалекъятыны
1065,schwenken::V,ventilare,шонаны
1066,schütten::V,fundere,лэзьыны
1067,füllen::V,complere,тырмытыны
1068,einwickeln::V,involvere,биньыны
1069,tragen::V,ferre,нуыны
1070,tragen::V,portare,нуыны
1071,schleppen::V,pertrahere,кыскыны
1072,ziehen::V,trahere,кыскыны
1073,aufbewahren::V,asservare,возьыны
1074,werfen::V,iacere,куяны
1075,werfen::V,iacere,лэзяны
1076,fangen::V,capere,кутыны
1077,packen::V,capessere,кутыны
1078,packen::V,capessere,кырмыны
1079,verstecken::V,abdere,ватыны
1080,teilen::V,partiri,люкыны
1081,teilen::V,dividere,люкыны
1082,schicken::V,mittere,ыстыны
1083,bringen::V,apportare,вайыны
1084,hinzufügen::V,addere,ватсаны
1085,bekommen::V,adipisci,басьтыны
1086,erhalten::V,accipere,басьтыны
1087,nehmen::V,sumere,кутыны
1088,nehmen::V,sumere,басьтыны
1089,wählen::V,eligere,бырйыны
1090,auswählen::V,deligere,бырйыны
1091,bewahren::V,conservare,возьыны
1092,behindern::V,impedire,могӟытыны
1093,verderben::V,corrumpere,сӧрыны
1094,beschädigen::V,laedere,урод лэсьтыны
1095,zerbrechen::V,rumpere,сӧрыны
1096,zerbrechen::V,frangere,сӧрыны
1097,zerreißen::V,discindere,кесяны
1098,zerstören::V,delere,куашкатыны
1099,verbrennen::V,urere,сутыны
1100,verbrennen::V,cremare,сутыны
1101,geben::V,dare,сётыны
1102,reichen::V,praebere,сётыны
1103,schenken::V,donare,кузьманы
1104,schenken::V,largiri,кузьманы
1105,versprechen::V,polliceri,кыл сётыны
1106,versprechen::V,promittere,кыл сётыны
1107,loben::V,laudare,ушъяны
1108,küssen::V,osculari,чупаны
1109,zudecken::V,tegere,шобыртыны
1110,wecken::V,excitare,сайкатыны
1111,zeigen::V,monstrare,возьматыны
1112,führen::V,ducere,нуыны
1113,lehren::V,docere,дышетыны
1114,unterrichten::V,instituere,дышетыны
1115,aufziehen::V,nutrire,будэтыны
1116,leiten::V,ducere,кивалтыны
1117,antreiben::V,incitare,дыртытыны
1118,lassen::V,iubere,-ытыны
1119,einladen::V,invitare,ӧтьыны
1120,vereinigen::V,coniungere,огазеяны
1121,besuchen::V,visere,адӟыськыны
1122,treffen::V,convenire,пумитаны
1123,sich versammeln::V,convenire,люкаськыны
1124,spielen::V,ludere,шудыны
1125,singen::V,cantare,кырӟаны
1126,tanzen::V,saltare,эктыны
1127,sich trennen::V,digredi,люкиськыны
1128,sich trennen::V,discedere,люкиськыны
1129,verlassen::V,deserere,куштыны
1130,verlassen::V,relinquere,куштыны
1131,retten::V,servare,утьыны
1132,bewachen::V,custodire,возьманы
1133,schützen::V,tueri,утялтыны
1134,schützen::V,tutari,утялтыны
1135,verteidigen::V,defendere,возьманы
1136,sich schlagen::V,luctari,жугиськыны
1137,schießen::V,iaculari,ыбылӥськны
1138,siegen::V,vincere,вормыны
1139,ärgern::V,irritare,вожпоттыны
1140,schlagen::V,ferire,жуккыны
1141,treten::V,calcare,лёганы
1142,stechen::V,pungere,бышкалтыны
1143,stoßen::V,tundere,донгыны
1144,stehlen::V,furari,вораны
1145,stehlen::V,furari,лушканы
1146,stören::V,turbare,люкетыны
1147,belästigen::V,obtundere,акыльтыны
1148,belästigen::V,obtundere,вукылмыны
1149,verbergen::V,celare,ватыны
1150,verbergen::V,occultare,ватыны
1151,täuschen::V,fallere,алданы
1152,betrügen::V,fraudare,пӧяны
1153,töten::V,necare,виыны
1154,töten::V,caedere,виыны
1155,wohnen::V,habitare,улыны
1156,arbeiten::V,laborare,ужаны
1157,sammeln::V,colligere,бичаны
1158,pflücken::V,carpere,ишкыны
1159,jagen::V,venari,пӧйшураны
1160,fischen::V,piscari,чорыганы
1161,fassen::V,capere,кутыны
1162,hüten::V,custodire,возьманы
1163,treiben::V,agere,улляны
1164,anbinden::V,alligare,думыны
1165,füttern::V,nutrire,сюдыны
1166,melken::V,mulgere,кыскыны
1167,hacken::V,findere,кораны
1168,gießen::V,rigare,киськаны
1169,reifen::V,maturescere,вуыны
1170,reifen::V,maturescere,кисьманы
1171,zubereiten::V,apparare,лесьтыны
1172,kochen::V,coquere,пӧзьтыны
1173,backen::V,coquere,пыжыны
1174,braten::V,torrere,пыжыны
1175,umrühren::V,commovere,сураны
1176,stricken::V,texere,керттыны
1177,nähen::V,suere,вурыны
1178,färben::V,tingere,буяны
1179,reinigen::V,purgare,сузяны
1180,waschen::V,lavare,мисьтаськыны
1181,abwischen::V,abstergere,ӵушылыны
1182,spülen::V,perluere,гылъяны
1183,fegen::V,verrere,ӵужыны
1184,kehren::V,purgare,ӵужыны
1185,baden::V,lavari,пыласькыны
1186,sich waschen::V,lavari,пыласькыны
1187,ausziehen::V,exuere,кыльыны
1188,anziehen::V,induere,дӥсяны
1189,sich anziehen::V,vestiri,дӥсьяськыны
1190,kämmen::V,pectere,сынаны
1191,schmücken::V,ornare,чеберъяны
1192,schmücken::V,decorare,чеберъяны
1193,sagen::V,dicere,шуыны
1194,sagen::V,dicere,вераны
1195,sprechen::V,fari,вераськыны
1196,reden::V,loqui,вераськыны
1197,sich unterhalten::V,colloqui,вераськыны
1198,sich unterhalten::V,disputare,вераськыны
1199,fragen::V,rogare,юаны
1200,fragen::V,quaerere,юаны
1201,bitten::V,orare,курыны
1202,bitten::V,rogare,курыны
1203,erzählen::V,narrare,вераны
1204,erzählen::V,narrare,мадьыны
1205,mitteilen::V,communicare,ивортыны
1206,nennen::V,appellare,шуыны
1207,rufen::V,vocare,ӧтьыны
1208,prahlen::V,gloriari,ушъяськыны
1209,übersetzen::V,vertere,берыктыны
1210,denken::V,cogitare,малпаны
1211,glauben::V,credere,оскыны
1212,bemerken::V,animadvertere,адӟыны
1213,erkennen::V,cognoscere,тодыны
1214,begreifen::V,comprehendere,валаны
1215,verstehen::V,intellegere,валаны
1216,lernen::V,discere,дышетскыны
1217,wissen::V,scire,тодыны
1218,sich erinnern an::V,meminisse,тодэ вайыны
1219,vergessen::V,oblivisci,вунэтыны
1220,messen::V,metiri,мертаны
1221,zählen::V,numerare,лыдъяны
1222,rechnen::V,reri,лыдъяны
1223,rechnen::V,calculare,лыдъяны
1224,lesen::V,legere,лыдӟыны
1225,malen::V,pingere,суреданы
1226,zeichnen::V,scribere,суреданы
1227,schreiben::V,scribere,гожъяны
1228,besitzen::V,possidere,луыны
1229,kaufen::V,emere,басьтыны
1230,verkaufen::V,vendere,вузаны
1231,bezahlen::V,pendere,тырыны
1232,zahlen::V,solvere,тырыны
1233,beherrschen::V,regere,кузёяськыны
1234,beherrschen::V,imperare,кузёяськыны
1235,ertragen::V,tolerare,чиданы
1236,ertragen::V,sustinere,чиданы
1237,wünschen::V,,сӥзьыны
1238,wiegen::V,,веттаны
1239,wiegen::V,,лэйкатыны
