,Concept_ID,ja,la
852,aufwachen::V,目が覚める,expergisci
853,aufstehen::V,起きる,exsurgere
854,sich erholen::V,休養する,se reficere
855,krank werden::V,病気になる,aegrescere
856,krank sein::V,病気である,aegrotare
857,schmerzen::V,痛む,dolere
858,husten::V,咳をする,tussire
859,genesen::V,元気になる,convalescere
860,sterben::V,死ぬ,mori
861,sterben::V,亡くなる,mori
862,umkommen::V,死亡する,perire
863,sich bewegen::V,移動する,se movere
864,sich rühren::V,動く,micare
865,sich erheben::V,立ち上がる,surgere
866,sich setzen::V,座る,considere
867,hinfallen::V,転ぶ,cadere
868,laufen::V,歩く,vadere
869,schreiten::V,跨ぐ,gradi
870,spazierengehen::V,散歩する,ambulare
871,eilen::V,急ぐ,properare
872,sich beeilen::V,焦る,festinare
873,sausen::V,疾駆する,currere
874,rennen::V,走る,currere
875,springen::V,跳ぶ,salire
876,klettern::V,よじ登る,niti
877,schaukeln::V,ぶらんこに乗る,oscillare
878,kriechen::V,這う,repere
879,kriechen::V,這う,serpere
880,schwimmen::V,泳ぐ,nare
881,schwimmen::V,泳ぐ,natare
882,tauchen::V,潜る,mergere
883,rudern::V,漕ぐ,remigare
884,fahren::V,行く,vehi
885,fahren::V,乗車する,vehi
886,fliegen::V,飛ぶ,volare
887,gehen::V,行く,ire
888,gehen::V,行く,vadere
889,weggehen::V,立ち去る,abire
890,weggehen::V,立ち去る,discedere
891,abfahren::V,出発する,proficisci
892,anhalten::V,止まる,consistere
893,hineingehen::V,入る,inire
894,hineingehen::V,入る,ingredi
895,eintreten::V,中に入る,intrare
896,kommen::V,来る,venire
897,ankommen::V,着く,advenire
898,ankommen::V,到着する,advenire
899,zurückkommen::V,帰る,revenire
900,bleiben::V,留まる,manere
901,warten::V,待つ,opperiri
902,erwarten::V,期待する,opperiri
903,erwarten::V,期待する,expectare
904,suchen::V,探る,quaerere
905,finden::V,見つける,reperire
906,versuchen::V,試す,conari
907,versuchen::V,試す,temptare
908,vorbereiten::V,準備する,parare
909,lieben::V,愛する,amare
910,mögen::V,好きである,amare
911,lachen::V,笑う,ridere
912,rühren::V,感情を動かす,commovere
913,weinen::V,泣く,flere
914,schimpfen::V,叱る,increpare
915,sich ärgern::V,怒る,indignari
916,sich ärgern::V,腹を立てる,indignari
917,sich fürchten::V,怖がる,vereri
918,fürchten::V,恐れる,timere
919,fliehen::V,逃げる,fugere
920,flüchten::V,逃亡する,effugere
921,sehen::V,見る,videre
922,anschauen::V,眺める,aspectare
923,ansehen::V,見る,spectare
924,hören::V,聞く,audire
925,zuhören::V,聴く,auscultare
926,probieren::V,食べてみる,gustare
927,riechen::V,気取る,olfacere
928,fühlen::V,感じる,sentire
929,scheinen::V,ように見える,videri
930,zu sehen sein::V,見える,conspici
931,vernehmen::V,承る,comperire
932,frieren::V,寒気がする,algere
933,tun::V,する,facere
934,können::V,出来る,posse
935,wollen::V,-たい,velle
936,anfangen::V,始める,incipere
937,beenden::V,終える,finire
938,aufhören::V,止める,desistere
939,gelingen::V,成功する,contingere
940,geraten::V,当たる,evenire
941,öffnen::V,開く,aperire
942,öffnen::V,開ける,aperire
943,schließen::V,閉める,claudere
944,stellen::V,置く,sistere
945,stellen::V,据える,sistere
946,setzen::V,座らせる,ponere
947,legen::V,置く,ponere
948,berühren::V,触る,tangere
949,berühren::V,触れる,tangere
950,verbinden::V,結びつける,iungere
951,bedecken::V,覆う,tegere
952,bedecken::V,覆う,operire
953,aufhängen::V,掛ける,suspendere
954,anzünden::V,燃やす,accendere
955,anzünden::V,燃やす,inflammare
956,anzünden::V,火をつける,accendere
957,anzünden::V,火をつける,inflammare
958,aufheben::V,拾う,tollere
959,zurücklassen::V,残す,relinquere
960,verlieren::V,無くす,perdere
961,verlieren::V,無くす,amittere
962,fallen lassen::V,落とす,dimittere
963,machen::V,作る,facere
964,herstellen::V,製造する,fabricare
965,bauen::V,建設する,construere
966,reparieren::V,直す,reparare
967,reparieren::V,修理する,reparare
968,verbessern::V,改良する,emendare
969,ändern::V,変える,mutare
970,graben::V,掘る,fodere
971,beugen::V,折る,flectere
972,biegen::V,曲げる,curvare
973,drehen::V,回す,torquere
974,wenden::V,裏返す,vertere
975,umdrehen::V,裏返す,convertere
976,heben::V,挙げる,tollere
977,hochheben::V,持ち上げる,levare
978,ergreifen::V,取り上げる,capessere
979,halten::V,持つ,tenere
980,drücken::V,押す,premere
981,schieben::V,ずらす,promovere
982,kratzen::V,引っ掻く,radere
983,lecken::V,なめる,lambere
984,beißen::V,噛む,mordere
985,abreißen::V,剝ぎ取る,avellere
986,abschneiden::V,切り取る,desecare
987,binden::V,縛る,ligare
988,stecken::V,差し込む,inserere
989,brechen::V,破る,rumpere
990,klopfen::V,とんとん叩く,pultare
991,hauen::V,叩く,ferire
992,kleben::V,貼る,agglutinare
993,kleben::V,くっ付ける,agglutinare
994,reiben::V,擦る,terere
995,streichen::V,塗る,oblinere
996,schleifen::V,研ぐ,acuere
997,schneiden::V,切る,secare
998,rütteln::V,揺さぶる,quassare
999,schütteln::V,振る,quatere
1000,schütteln::V,揺さぶる,quatere
1001,schwenken::V,振る,ventilare
1002,schütten::V,注ぐ,fundere
1003,füllen::V,いっぱいにする,complere
1004,einwickeln::V,包む,involvere
1005,tragen::V,運ぶ,ferre
1006,tragen::V,運ぶ,portare
1007,schleppen::V,引きずる,pertrahere
1008,ziehen::V,引く,trahere
1009,aufbewahren::V,預かる,asservare
1010,werfen::V,投げる,iacere
1011,fangen::V,受ける,capere
1012,packen::V,掴む,capessere
1013,verstecken::V,隠す,abdere
1014,teilen::V,分ける,partiri
1015,teilen::V,分ける,dividere
1016,schicken::V,送る,mittere
1017,bringen::V,持って行く,apportare
1018,hinzufügen::V,加える,addere
1019,bekommen::V,得る,adipisci
1020,erhalten::V,受ける,accipere
1021,nehmen::V,取る,sumere
1022,wählen::V,選ぶ,eligere
1023,auswählen::V,選ぶ,deligere
1024,bewahren::V,保存する,conservare
1025,behindern::V,妨害する,impedire
1026,verderben::V,台無しにする,corrumpere
1027,beschädigen::V,損傷する,laedere
1028,zerbrechen::V,割る,rumpere
1029,zerbrechen::V,割る,frangere
1030,zerreißen::V,引き裂く,discindere
1031,zerstören::V,破壊する,delere
1032,verbrennen::V,焼く,urere
1033,verbrennen::V,焼く,cremare
1034,geben::V,上げる,dare
1035,reichen::V,渡す,praebere
1036,schenken::V,贈る,donare
1037,schenken::V,贈る,largiri
1038,versprechen::V,約束する,polliceri
1039,versprechen::V,約束する,promittere
1040,wünschen::V,望む,
1041,loben::V,褒める,laudare
1042,küssen::V,キスする,osculari
1043,wiegen::V,揺する,
1044,zudecken::V,覆う,tegere
1045,wecken::V,起こす,excitare
1046,zeigen::V,見せる,monstrare
1047,führen::V,案内する,ducere
1048,lehren::V,教える,docere
1049,unterrichten::V,通知する,instituere
1050,aufziehen::V,育てる,nutrire
1051,leiten::V,導く,ducere
1052,antreiben::V,励ます,incitare
1053,lassen::V,～させる,iubere
1054,einladen::V,誘う,invitare
1055,einladen::V,招待する,invitare
1056,vereinigen::V,一つにする,coniungere
1057,besuchen::V,訪ねる,visere
1058,treffen::V,出会う,convenire
1059,sich versammeln::V,集まる,convenire
1060,spielen::V,遊ぶ,ludere
1061,singen::V,歌う,cantare
1062,tanzen::V,踊る,saltare
1063,sich trennen::V,別れる,digredi
1064,sich trennen::V,別れる,discedere
1065,verlassen::V,別れる,deserere
1066,verlassen::V,別れる,relinquere
1067,retten::V,救う,servare
1068,retten::V,助ける,servare
1069,bewachen::V,見張る,custodire
1070,bewachen::V,軽微する,custodire
1071,schützen::V,保護する,tueri
1072,schützen::V,保護する,tutari
1073,verteidigen::V,守る,defendere
1074,sich schlagen::V,殴る,luctari
1075,schießen::V,撃つ,iaculari
1076,siegen::V,勝つ,vincere
1077,ärgern::V,怒らせる,irritare
1078,schlagen::V,殴る,ferire
1079,treten::V,蹴る,calcare
1080,stechen::V,突く,pungere
1081,stoßen::V,突く,tundere
1082,stehlen::V,盗る,furari
1083,stören::V,構う,turbare
1084,belästigen::V,邪魔する,obtundere
1085,verbergen::V,隠す,celare
1086,verbergen::V,隠す,occultare
1087,täuschen::V,だます,fallere
1088,betrügen::V,だます,fraudare
1089,töten::V,殺す,necare
1090,töten::V,殺す,caedere
1091,wohnen::V,住む,habitare
1092,arbeiten::V,働く,laborare
1093,sammeln::V,集める,colligere
1094,sammeln::V,収集する,colligere
1095,pflücken::V,摘む,carpere
1096,jagen::V,狩りをする,venari
1097,fischen::V,釣る,piscari
1098,fassen::V,捕る,capere
1099,hüten::V,放牧する,custodire
1100,treiben::V,追う,agere
1101,anbinden::V,繋ぐ,alligare
1102,füttern::V,餌をやる,nutrire
1103,melken::V,搾乳する,mulgere
1104,hacken::V,刻む,findere
1105,gießen::V,水をやる,rigare
1106,reifen::V,熟す,maturescere
1107,zubereiten::V,調理する,apparare
1108,kochen::V,煮る,coquere
1109,backen::V,焼く,coquere
1110,braten::V,焼く,torrere
1111,braten::V,炒める,torrere
1112,umrühren::V,混ぜる,commovere
1113,stricken::V,編む,texere
1114,nähen::V,縫う,suere
1115,färben::V,染める,tingere
1116,reinigen::V,掃除する,purgare
1117,waschen::V,洗う,lavare
1118,waschen::V,洗濯する,lavare
1119,abwischen::V,拭く,abstergere
1120,spülen::V,洗う,perluere
1121,spülen::V,すすぐ,perluere
1122,fegen::V,掃除する,verrere
1123,kehren::V,掃く,purgare
1124,baden::V,入浴する,lavari
1125,sich waschen::V,洗う,lavari
1126,ausziehen::V,脱ぐ,exuere
1127,anziehen::V,着る,induere
1128,sich anziehen::V,着る,vestiri
1129,kämmen::V,梳く,pectere
1130,schmücken::V,飾る,ornare
1131,schmücken::V,飾る,decorare
1132,sagen::V,言う,dicere
1133,sprechen::V,話す,fari
1134,reden::V,話す,loqui
1135,sich unterhalten::V,話をする,colloqui
1136,sich unterhalten::V,話をする,disputare
1137,fragen::V,聞く,rogare
1138,fragen::V,聞く,quaerere
1139,bitten::V,頼む,orare
1140,bitten::V,頼む,rogare
1141,bitten::V,お願いする,orare
1142,bitten::V,お願いする,rogare
1143,erzählen::V,物語る,narrare
1144,mitteilen::V,伝える,communicare
1145,nennen::V,名づける,appellare
1146,rufen::V,呼ぶ,vocare
1147,prahlen::V,自慢する,gloriari
1148,übersetzen::V,訳す,vertere
1149,denken::V,考える,cogitare
1150,glauben::V,信じる,credere
1151,bemerken::V,気が付く,animadvertere
1152,erkennen::V,認識する,cognoscere
1153,begreifen::V,分かる,comprehendere
1154,verstehen::V,聞き取る,intellegere
1155,lernen::V,学ぶ,discere
1156,lernen::V,勉強する,discere
1157,wissen::V,知っている,scire
1158,sich erinnern an::V,思い出す,meminisse
1159,vergessen::V,忘れる,oblivisci
1160,messen::V,計る,metiri
1161,messen::V,測定する,metiri
1162,zählen::V,数える,numerare
1163,rechnen::V,計算する,reri
1164,rechnen::V,計算する,calculare
1165,lesen::V,読む,legere
1166,malen::V,描く,pingere
1167,zeichnen::V,写生する,scribere
1168,schreiben::V,書く,scribere
1169,besitzen::V,所持する,possidere
1170,kaufen::V,買う,emere
1171,verkaufen::V,売る,vendere
1172,bezahlen::V,払う,pendere
1173,zahlen::V,支払う,solvere
1174,beherrschen::V,支配する,regere
1175,beherrschen::V,支配する,imperare
1176,ertragen::V,耐える,tolerare
1177,ertragen::V,耐える,sustinere
