,Concept_ID,be,kl
754,allein::ADV,сам,kisimiippoq
755,allein::ADV,адзін,kisimiippoq
756,auf einmal::ADV,адразу,tassanngaannaq
757,zusammen::ADV,разам,attaasa
758,zusammen::ADV,разам,attarmik
759,lange::ADV,доўга,akuni
760,plötzlich::ADV,раптам,tassanngaannaq
761,sofort::ADV,зараз,erniinnaq
762,später::ADV,пазней,kingorna
763,jetzt::ADV,цяпер,maanna
764,jetzt::ADV,цяпер,massakkut
765,heute::ADV,сёння,ullumi
766,morgen::ADV,заўтра,aqagu
767,bald::ADV,хутка,erniinnaq
768,bald::ADV,неўзабаве,erniinnaq
769,dann::ADV,потым,taava
770,gestern::ADV,учора,ippassaq
771,einst::ADV,аднойчы,ataatsimik
772,einst::ADV,аднойчы,ilaanni
773,damals::ADV,тады,taamani
774,damals::ADV,тады,taamanikkut
775,damals::ADV,тады,taassumuunakkut
776,danach::ADV,затым,taava
777,vorher::ADV,раней,siornagut
778,zuerst::ADV,спярша,
779,zuerst::ADV,спачатку,
780,einmal::ADV,адзін раз,ilaanni
781,einmal::ADV,адзін раз,ataatsimik
782,manchmal::ADV,часам,qaqutigu
783,manchmal::ADV,часам,qaqutigut
784,oft::ADV,часта,akulikitsumik
785,immer::ADV,заўсёды,tamatigut
786,niemals::ADV,ніколі,
787,hier::ADV,тут,maani
788,hierhin::ADV,сюды,maani
789,von hier::ADV,адсюль,
790,von hier::ADV,адгэтуль,
791,dort::ADV,там,
792,dorthin::ADV,туды,ikuuna
793,geradeaus::ADV,прама,narlumut
794,vorwärts::ADV,наперад,pilangavoc
795,rückwärts::ADV,назад,kingumut
796,rückwärts::ADV,назад,tunumut or tunummut
797,zurück::ADV,назад,kingumut
798,zurück::ADV,назад,tunumut or tunummut
799,unten::ADV,унізе,kana
800,hinab::ADV,уніз,qiviu
801,oben::ADV,угары,
802,oben::ADV,наверсе,
803,hinauf::ADV,угару,
804,überall::ADV,усюды,tamaginni
805,überall::ADV,усюды,tamani tamaani
806,nicht::ADV,не,
807,ein wenig::ADV,трошкі,
808,kaum::ADV,ледзьве,qaqutigorsuaq
809,sehr::ADV,вельмі,assut
810,so::ADV,так,
811,noch::ADV,яшчэ,qeratavoq
812,nur::ADV,толькі,
813,schon::ADV,ужо,taava-una
814,wieder::ADV,зноў,kingumut
815,vergebens::ADV,дарма,angiluk
816,vergebens::ADV,дарэмна,angiluk
817,vor::PRP,перад,
818,hinter::PRP,за,
819,hinter::PRP,ззаду,
820,unter::PRP,пад,
821,durch::PRP,праз,
822,neben::PRP,каля,
823,zwischen::PRP,між,
824,zwischen::PRP,паміж,
825,wegen::PRP,з-за,
826,dies::PRN,гэта,manna
827,dies::PRN,гэта,matuma
828,das::PRN,тое,ua
829,alles::PRN,усё,
830,ich::PRN,я,uanga
831,du::PRN,ты,illit
832,er::PRN,ён,una
833,wir::PRN,мы,uagut
834,ihr::PRN,вы,ilissi
835,sie::PRN,яны,uku
836,was::FPRN,што,aat?
837,wer::FPRN,хто,kikkut
838,wo::FADV,дзе,sumi
839,wohin::FADV,куды,sumut
840,wie::FADV,як,qanoq
841,warum::FADV,чаму,sooq
842,wieviel::FNUM,колькі,qassit
843,wieviel::FNUM,колькі,qanoq atsigisumik?
844,eins::NUM,адзін,ataaseq
845,zwei::NUM,два,marluk
846,drei::NUM,тры,pingasut
847,vier::NUM,чатыры,sisamat
848,vier::NUM,чатыры,qajuusat
849,fünf::NUM,пяць,tallimat
850,sechs::NUM,шесць,arfineq
851,sechs::NUM,шесць,arfinillit
852,sieben::NUM,сем,arfineq-marluk
853,acht::NUM,восем,arfineq pingasut
854,neun::NUM,дзевяць,qulingiluat
855,neun::NUM,дзевяць,arfineq sisamat
856,zehn::NUM,дзесяць,qulit
857,elf::NUM,адзінаццаць,aqqaneq
858,zwölf::NUM,дванаццаць,aqqaneq-marluk
859,zwanzig::NUM,дваццаць,tyve
860,dreißig::NUM,трыццаць,tredive
861,dreißig::NUM,трыццаць,pingasunik qulillit
862,vierzig::NUM,сорак,fyrre
863,fünfzig::NUM,пядзесят,halvtreds
864,fünfzig::NUM,пядзесят,tallimanik qulillit
865,sechzig::NUM,шесдзесят,tres
866,siebzig::NUM,семдзесят,halvfjerds
867,achtzig::NUM,восемдзесят,firs
868,neunzig::NUM,дзевяноста,halvfems
869,hundert::NUM,сто,et hundrede
870,tausend::NUM,тысяча,et tusinde
871,und::CNJ,і,aamma
872,und::CNJ,ды,aamma
873,oder::CNJ,або,imalluunnit
874,stehen::V,стаяць,sikingavoq
875,sitzen::V,сядзець,ingippoq
876,liegen::V,ляжаць,nalavoq
877,liegen::V,ляжаць,aqupivoq
878,hängen::V,вісець,nivinngarpaa
879,werden::V,стаць,pinngorpoq
880,werden::V,зрабіцца,pinngorpoq
881,passieren::V,трапіцца,pivoq
882,beginnen::V,пачацца,aallarnerpaa
883,enden::V,кончыцца,naggaserpaa
884,wechseln::V,мяняцца,immikkut ilivoq
885,aufgehen[Sonne]::V,узысці,
886,untergehen[Sonne]::V,зайсці,ilioqqaasoq
887,scheinen[Sonne]::V,свяціць,qinnorpoq
888,scheinen[Sonne]::V,свяціць,qinngorpoq
889,donnern::V,грымець,kalleq
890,wehen::V,дзьмуць,timmivoq
891,strömen::V,ліцца,
892,fließen::V,цячы,
893,sich drehen::V,круціцца,ipippaa
894,sich drehen::V,варочацца,ipippaa
895,schwanken::V,хістацца,aalavoq
896,schwingen::V,гайдацца,issakajaat or issakatsiaarut
897,schwingen::V,калыхацца,issakajaat or issakatsiaarut
898,fallen::V,падаць,quasivaa
899,brennen::V,гарэць,seerpoq
900,brennen::V,гарэць,uuppaa
901,rauchen::V,дымець,pujoorpoq
902,regnen::V,дажджыць,siallerpoq
903,gefrieren::V,замерзнуць,qiulerpoq
904,tauen::V,раставаць,aappoq
905,schmelzen::V,плавіцца,aappoq
906,schmelzen::V,плавіцца,aatsippaa
907,trocknen::V,сохнуць,panerserpaa
908,sieden::V,кіпець,qalappoq
909,faulen::V,гнісці,
910,verfaulen::V,згнісці,
911,reißen::V,ірвацца,qulli
912,reißen::V,ірвацца,alittorpaa
913,reißen::V,ірвацца,kimillanneq
914,versinken::V,тануць,kivivaa
915,versinken::V,тануць,apparpoq
916,vergehen::V,праходзіць,qaangerpaa
917,vergehen::V,праходзіць,sarsuppoq
918,erscheinen::V,зʼявіцца,takutippoq
919,verschwinden::V,знікнуць,
920,sinken::V,спадаць,kivivaa
921,sinken::V,спадаць,apparpoq
922,abnehmen::V,паменшыцца,ikillipput
923,zunehmen::V,павялічвацца,allisippaa
924,steigen::V,паднімацца,allisippaa
925,wachsen::V,расці,allivoq
926,glänzen::V,блішчаць,qinngorpoq
927,glänzen::V,блішчаць,qinnorpoq
928,funkeln::V,бліскаць,uisorilavoq
929,lärmen::V,шумець,
930,läuten::V,званіць,avilualaarpoq
931,klingeln::V,званіць,aviluarpoq
932,klingeln::V,званіць,aviluarpaluppoq
933,klirren::V,бразгаць,
934,brausen::V,бушаваць,ittuk
935,brausen::V,бушаваць,ittuppoq
936,brausen::V,бушаваць,ittuppaluppoq
937,rauschen::V,шастаць,
938,klingen::V,гучаць,
939,bellen::V,брахаць,qiluppoq
940,heulen::V,выць,maarpoq
941,heulen::V,выць,maalavoq
942,heulen::V,выць,miaggoorpoq
943,blasen::V,дзьмухнуць,aporneq
944,pfeifen::V,свістаць,siggartartitsivoq
945,pfeifen::V,свістаць,siorsulavoq
946,schreien::V,крычаць,suaarpoq
947,stöhnen::V,стагнаць,nipiliorpoq
948,stöhnen::V,стагнаць,nipilliorpoq
949,zittern::V,дрыжаць,qarsulivik
950,leben::V,жыць,inuuvoq
951,geboren werden::V,нарадзіцца,inuuvoq
952,geboren werden::V,нарадзіцца,inunngorpoq
953,atmen::V,дыхаць,anersaarpoq
954,trinken::V,піць,imerpoq
955,essen::V,есці,tamorpoq
956,schlucken::V,глытаць,tuluarnaq
957,müde werden::V,стаміцца,
958,einschlafen::V,заснуць,sinippoq
959,schlafen::V,спаць,sinik
960,aufwachen::V,рассыпацца,iterpoq
961,aufwachen::V,рассыпацца,eqqumavoq
962,aufstehen::V,устаць,makippoq
963,sich erholen::V,адпачываць,qasuerserpoq
964,krank werden::V,захварэць,
965,krank sein::V,хварэць,
966,schmerzen::V,балець,anneraa
967,schmerzen::V,балець,annernarpoq
968,husten::V,кашляць,quersorpoq
969,genesen::V,паправіцца,ajunngissivoq
970,genesen::V,паправіцца,ilisimmarpoq
971,genesen::V,паправіцца,ilorrippoq
972,genesen::V,паздаравець,ajunngissivoq
973,genesen::V,паздаравець,ilisimmarpoq
974,genesen::V,паздаравець,ilorrippoq
975,sterben::V,памерці,toquvoq
976,umkommen::V,загінуць,
977,sich bewegen::V,рухацца,ingerlavoq
978,sich rühren::V,варушыцца,
979,sich erheben::V,устаць,
980,sich setzen::V,сесці,ingippoq
981,hinfallen::V,упасці,
982,laufen::V,хадзіць,arpappoq
983,schreiten::V,шагаць,ingerlavoq
984,schreiten::V,крочыць,ingerlavoq
985,spazierengehen::V,гуляць,utertakajaarpoq
986,spazierengehen::V,гуляць,utertakattajaarpoq
987,eilen::V,спяшацца,qaa qaa
988,eilen::V,спяшацца,qiilasaarpoq
989,eilen::V,спяшацца,ingerlasaarpaa
990,sich beeilen::V,спяшацца,tuaviorpoq
991,sausen::V,імчацца,uiguut
992,rennen::V,бегаць,igivoq
993,springen::V,скакаць,upernassaq
994,klettern::V,лазіць,pilaakkeerpoq
995,schaukeln::V,гайдацца,aalavoq
996,kriechen::V,поўзаць,
997,schwimmen::V,плаваць,naluppoq
998,tauchen::V,ныраць,allorpoq
999,rudern::V,веславаць,ipuppaa
1000,fahren::V,ехаць,qimusserpoq
1001,fliegen::V,лятаць,timmivoq
1002,gehen::V,ісці,
1003,weggehen::V,пайсці,piiarpoq
1004,abfahren::V,адʼяжджаць,
1005,anhalten::V,спыніцца,unitsippaa
1006,anhalten::V,затрымацца,unitsippaa
1007,hineingehen::V,уваходзіць,timaappaa
1008,eintreten::V,увайсці,allattorpaa
1009,kommen::V,прыйсці,qaa-
1010,kommen::V,прыйсці,pivaa
1011,ankommen::V,прыбыць,tikippoq
1012,zurückkommen::V,вярнуцца,angerlarpoq
1013,bleiben::V,застацца,uninngavoq
1014,warten::V,чакаць,paavoq
1015,warten::V,чакаць,utaqqivoq
1016,erwarten::V,чакаць,
1017,suchen::V,шукаць,nivivaa
1018,finden::V,знайсці,nanivaa
1019,versuchen::V,прабаваць,uuppaa
1020,versuchen::V,прабаваць,ussersarpaa
1021,vorbereiten::V,падрыхтаваць,piareersarpaa
1022,lieben::V,кахаць,asavaa
1023,mögen::V,любіць,akaaraa
1024,lachen::V,смяяцца,
1025,rühren::V,расчуліць,qeerlerpaa
1026,weinen::V,плакаць,qiavoq
1027,schimpfen::V,лаяцца,qatimaarpoq
1028,sich ärgern::V,сердаваць,ugguutigaa
1029,sich fürchten::V,баяцца,eqqanaarpoq
1030,fürchten::V,баяцца,ersigaa
1031,fliehen::V,уцякаць,qimaavoq
1032,flüchten::V,уцячы,allikarfigaa
1033,sehen::V,бачыць,isigaa
1034,anschauen::V,паглядзець,
1035,ansehen::V,глядзець,alaatsinaappaa
1036,hören::V,чуць,tusarpaa
1037,zuhören::V,слухаць,naalappoq
1038,probieren::V,каштаваць,
1039,riechen::V,нюхаць,tipippoq
1040,fühlen::V,адчуваць,misigaa
1041,scheinen::V,здавацца,takutippoq
1042,zu sehen sein::V,віднецца,
1043,vernehmen::V,пачуць,
1044,frieren::V,мёрзнуць,qiiavoq
1045,tun::V,рабіць,iliorpoq
1046,können::V,умець,
1047,wollen::V,хацець,piumavaa
1048,anfangen::V,пачаць,pilerpoq
1049,beenden::V,закончыць,naggaserpaa
1050,aufhören::V,перастаць,naammatsippaa
1051,gelingen::V,удацца,
1052,geraten::V,аказацца,
1053,öffnen::V,адчыніць,ammarpaa
1054,schließen::V,зачыніць,matuaa
1055,stellen::V,паставіць,ilivaa
1056,stellen::V,паставіць,iliorarpai
1057,stellen::V,паставіць,ilioqqarpai
1058,setzen::V,пасадзіць,iliorarpai
1059,setzen::V,пасадзіць,ilioqqarpai
1060,legen::V,класці,ilivaa
1061,berühren::V,чапаць,attorpaa
1062,verbinden::V,звязаць,taperserpaa
1063,bedecken::V,накрыць,iikkerpaa
1064,bedecken::V,накрыць,iikkersorpaa
1065,aufhängen::V,павесіць,inivaa
1066,aufhängen::V,павесіць,iniorarpai
1067,anzünden::V,запаліць,saggaavoq
1068,aufheben::V,падняць,allisippaa
1069,zurücklassen::V,пакінуць,aallarpoq
1070,verlieren::V,згубіць,annaavaa
1071,fallen lassen::V,упусціць,nakkaavaa
1072,machen::V,зрабіць,iliorpoq
1073,herstellen::V,вырабіць,anillatsippaa
1074,bauen::V,будаваць,marrarterpaa
1075,reparieren::V,правіць,iluarsaappaa
1076,verbessern::V,палепшыць,naqqippaa
1077,ändern::V,змяніць,
1078,graben::V,капаць,assappaa
1079,beugen::V,сагнуць,qappappoq
1080,biegen::V,пагнуць,qappappoq
1081,drehen::V,вярцець,
1082,wenden::V,павярнуць,assappaa
1083,wenden::V,павярнуць,assakarpoq
1084,umdrehen::V,перавярнуць,assakartippaa
1085,heben::V,падымаць,kivippaa
1086,hochheben::V,падняць,kissumiarpaa
1087,ergreifen::V,схапіць,isaappaa
1088,ergreifen::V,схапіць,isaguppaa
1089,ergreifen::V,схваціць,isaappaa
1090,ergreifen::V,схваціць,isaguppaa
1091,halten::V,трымаць,minarpaa
1092,drücken::V,націскаць,naqittaat
1093,schieben::V,пхаць,
1094,schieben::V,штурхаць,
1095,kratzen::V,скрэбці,qitsuppaa
1096,lecken::V,лізаць,aluppaa
1097,beißen::V,кусаць,kiivaa
1098,abreißen::V,адарваць,aqqarpaa
1099,abreißen::V,адарваць,isaterpaa
1100,abschneiden::V,адрэзаць,kipivaa
1101,binden::V,вязаць,kakkersarpaa
1102,stecken::V,уваткнуць,kussunneq
1103,brechen::V,зламаць,nallorpaa
1104,klopfen::V,стукаць,pattappaa
1105,hauen::V,біць,aqivaa
1106,kleben::V,клеіць,qaappoq
1107,reiben::V,церці,tagiarpaa
1108,reiben::V,церці,tangiarpaa
1109,streichen::V,намазаць,erlerpoq
1110,schleifen::V,тачыць,sequppaa
1111,schneiden::V,рэзаць,uullivoq
1112,rütteln::V,хістаць,
1113,schütteln::V,трэсці,aalavoq
1114,schwenken::V,махаць,issarpoq
1115,schütten::V,наліць,
1116,füllen::V,напоўніць,immerpaa
1117,einwickeln::V,загарнуць,immoqquserpaa
1118,tragen::V,несці,maqippaa
1119,tragen::V,несці,assartorpoq
1120,schleppen::V,цягнуць,assartorpoq
1121,ziehen::V,цягнуць,kalippaa
1122,ziehen::V,цягнуць,kalissarpoq
1123,aufbewahren::V,захоўваць,toqqorpaa
1124,werfen::V,кідаць,kuivaa
1125,fangen::V,лавіць,anguaa
1126,packen::V,схапіць,
1127,packen::V,схваціць,
1128,verstecken::V,схаваць,anngigaa
1129,teilen::V,раздзяліць,agguut
1130,teilen::V,раздзяліць,agguusersorpaa
1131,schicken::V,пасылаць,nassiuppaa
1132,bringen::V,прынесці,aggiuppaa
1133,bringen::V,прынесці,nassataraa
1134,hinzufügen::V,дабавіць,
1135,bekommen::V,дастаць,tiguaa
1136,erhalten::V,атрымаць,tiguaa
1137,nehmen::V,ўзяць,pivoq
1138,nehmen::V,ўзяць,tiguaa
1139,wählen::V,выбраць,
1140,auswählen::V,адабраць,
1141,bewahren::V,захаваць,sukkunik simerserpaa
1142,behindern::V,перашкаджаць,
1143,verderben::V,сапсаваць,asiutippaa
1144,verderben::V,сапсаваць,piuneerunnerit
1145,beschädigen::V,пашкодзіць,
1146,zerbrechen::V,разбіць,ukuvoq
1147,zerreißen::V,разадраць,tisavaa
1148,zerreißen::V,разадраць,alittorpaa
1149,zerstören::V,разбурыць,aserorpaa
1150,verbrennen::V,спаліць,seerpoq
1151,geben::V,даць,pivoq
1152,reichen::V,перадаць,
1153,schenken::V,дарыць,
1154,versprechen::V,абяцаць,neriorsorpaa
1155,wünschen::V,жадаць,kissaat
1156,loben::V,хваліць,nersorpaa
1157,loben::V,хваліць,nersornaat
1158,küssen::V,цалаваць,kunippaa
1159,küssen::V,цалаваць,kunissorpaa
1160,wiegen::V,гушкаць,
1161,wiegen::V,калыхаць,
1162,zudecken::V,накрыць,majorpaa
1163,wecken::V,пабудзіць,itersarpaa
1164,zeigen::V,паказаць,tikkuuppaa
1165,führen::V,весці,tasissiuppaa
1166,führen::V,весці,ilitsersorpaa
1167,führen::V,весці,tasissersuuppaa
1168,lehren::V,вучыць,ilinniartippaa
1169,unterrichten::V,выкладаць,ajoqerpaa
1170,unterrichten::V,выкладаць,ajoqersorpaa
1171,unterrichten::V,выкладаць,ilinniartitsivoq
1172,aufziehen::V,выхаваць,inororsarpaa
1173,leiten::V,кіраваць,iluatsippaa
1174,antreiben::V,падганяць,ikusimmippaa
1175,lassen::V,прымусіць,
1176,einladen::V,запрасіць,qaaqquaa
1177,einladen::V,запрасіць,qaasarpaa
1178,vereinigen::V,абʼяднаць,taperserpaa
1179,besuchen::V,наведаць,tikeraarpaa
1180,treffen::V,сустрэць,aporappaa
1181,sich versammeln::V,сабрацца,majorpoq
1182,spielen::V,гуляць,pinnguarpoq
1183,singen::V,пець,erinarsorpoq
1184,singen::V,спяваць,erinarsorpoq
1185,tanzen::V,танцаваць,qitippoq
1186,sich trennen::V,расстацца,immikkoortippaa
1187,verlassen::V,пакінуць,
1188,retten::V,выратаваць,annaappaa
1189,bewachen::V,ахоўваць,
1190,schützen::V,уберагаць,eriagaa
1191,schützen::V,уберагаць,pineqartaalivaa
1192,verteidigen::V,абараніць,
1193,sich schlagen::V,біцца,
1194,sich schlagen::V,драцца,
1195,schießen::V,страляць,aallaavaa
1196,schießen::V,страляць,piseriuppaa
1197,siegen::V,перамагчы,
1198,ärgern::V,злаваць,ninngassarpaa
1199,ärgern::V,злаваць,ninngassaarpaa
1200,schlagen::V,ударыць,unatarpaa
1201,treten::V,штурхаць,tukerpoq
1202,stechen::V,укалоць,iguppaa
1203,stechen::V,укалоць,qasilippoq
1204,stoßen::V,папхнуць,ikuserpaa
1205,stoßen::V,папхнуць,ikusimmippaa
1206,stehlen::V,украсці,tillippaa
1207,stören::V,перашкодзіць,akornuserpaa
1208,belästigen::V,дакучаць,
1209,verbergen::V,скрыць,anngigaa
1210,verbergen::V,схаваць,anngigaa
1211,täuschen::V,падмануць,
1212,betrügen::V,змахляваць,peqquserluttuliorfigaa
1213,töten::V,забіць,maappaa
1214,töten::V,забіць,toquppaa
1215,wohnen::V,жыць,najugaqarpoq
1216,arbeiten::V,працаваць,sulivoq
1217,sammeln::V,сабраць,katersorpai
1218,pflücken::V,зрываць,
1219,jagen::V,паляваць,piniarpoq
1220,fischen::V,рыбачыць,aalisarpoq
1221,fassen::V,злавіць,
1222,hüten::V,пасвіць,
1223,treiben::V,гнаць,
1224,anbinden::V,прывязаць,qilerut
1225,anbinden::V,прывязаць,qilersorpaa
1226,anbinden::V,прывязаць,ungerlatserpaa
1227,füttern::V,карміць,nerlerpaa
1228,melken::V,даіць,
1229,hacken::V,сячы,
1230,gießen::V,паліць,imerterpaa
1231,reifen::V,паспець,
1232,zubereiten::V,зварыць,
1233,zubereiten::V,згатаваць,
1234,kochen::V,варыць,igavoq
1235,backen::V,пячы,
1236,braten::V,смажыць,siappaa
1237,umrühren::V,перамяшаць,qeerlerpaa
1238,stricken::V,вязаць,
1239,nähen::V,шыць,
1240,färben::V,пафарбаваць,misuppaa
1241,reinigen::V,ачысціць,sanniarpaa
1242,waschen::V,мыць,asappaa
1243,abwischen::V,выцерці,saligarpaa
1244,abwischen::V,выцерці,saligartorpaa
1245,spülen::V,паласкаць,
1246,fegen::V,падмятаць,sanngiarpaa
1247,kehren::V,месці,
1248,baden::V,купацца,uffarpoq
1249,sich waschen::V,мыцца,uffarpoq
1250,ausziehen::V,зняць,annoraajarpaa
1251,anziehen::V,надзець,ativaa
1252,anziehen::V,надзець,atitippaa
1253,sich anziehen::V,адзецца,atisalersorpoq
1254,kämmen::V,прычасаць,
1255,schmücken::V,аздобіць,
1256,sagen::V,сказаць,oqarpoq
1257,sprechen::V,гаварыць,oqaluttarpoq
1258,reden::V,размаўляць,oqaluppoq
1259,sich unterhalten::V,гутарыць,
1260,fragen::V,спытаць,aperaa
1261,bitten::V,прасіць,aperaa
1262,bitten::V,прасіць,qinnuigaa
1263,erzählen::V,расказаць,oqaluttuaraa
1264,mitteilen::V,паведаміць,oqalualaarpoq
1265,nennen::V,назваць,
1266,rufen::V,зваць,qaaqquaa
1267,prahlen::V,хваліцца,oqqartuvoq
1268,prahlen::V,хваліцца,oqallortuvoq
1269,übersetzen::V,перакласці,ikaarpoq
1270,übersetzen::V,перакласці,nutserpaa
1271,denken::V,думаць,isumaqarpoq
1272,glauben::V,верыць,upperaa
1273,glauben::V,верыць,isumaqarpoq
1274,bemerken::V,заўважыць,
1275,erkennen::V,пазнаць,ilisaraa
1276,begreifen::V,спасцігнуць,
1277,verstehen::V,пачуць,paasivaa
1278,lernen::V,вучыцца,ilinniarpoq
1279,wissen::V,знаць,nalunngilaa
1280,sich erinnern an::V,памятаць,eqqaavaa
1281,vergessen::V,забыць,puiorpaa
1282,messen::V,мераць,ussersarpaa
1283,zählen::V,лічыць,kisitsivoq
1284,rechnen::V,лічыць,kisitsivoq
1285,lesen::V,чытаць,atuarpoq
1286,malen::V,маляваць,qalipappaa
1287,zeichnen::V,рысаваць,
1288,schreiben::V,пісаць,allappoq
1289,besitzen::V,мець,
1290,kaufen::V,купіць,pisiaraa
1291,verkaufen::V,прадаць,akigaa
1292,bezahlen::V,заплаціць,akilerpaa
1293,zahlen::V,плаціць,
1294,beherrschen::V,уладаць,inappaa
1295,beherrschen::V,валодаць,inappaa
1296,ertragen::V,выцерпець,ernertaaraa
