,Concept_ID,kv,nl
815,zwölf::NUM,даскык,twaalf
816,zwanzig::NUM,кыкдас,twintig
817,dreißig::NUM,куимдас,dertig
818,vierzig::NUM,нёльдас,veertig
819,fünfzig::NUM,витдас,vijftig
820,sechzig::NUM,кватьдас,zestig
821,siebzig::NUM,сизимдас,zeventig
822,achtzig::NUM,кыкьямысдас,tachtig
823,neunzig::NUM,ӧкмысдас,negentig
824,hundert::NUM,сто,honderd
825,tausend::NUM,тысяча,duizend
826,und::CNJ,и,en
827,und::CNJ,да,en
828,oder::CNJ,или,of
829,stehen::V,сулавны,staan
830,sitzen::V,пукавны,zitten
831,liegen::V,куйлыны,liggen
832,hängen::V,ӧшавны,hangen
833,werden::V,лоны,worden
834,passieren::V,аркмыны,gebeuren
835,beginnen::V,петны,beginnen
836,enden::V,-сь,eindigen
837,enden::V,бырны,eindigen
838,wechseln::V,вежсьыны,wijzigen
839,wechseln::V,вежсьыны,veranderen
840,aufgehen[Sonne]::V,петавны,opgaan
841,untergehen[Sonne]::V,пуксьыны,ondergaan
842,scheinen[Sonne]::V,югьявны,schijnen
843,donnern::V,гымавны,donderen
844,wehen::V,пӧлявны,waaien
845,strömen::V,киссьыны,stromen
846,fließen::V,визывтны,vloeien
847,sich drehen::V,бергавны,draaien
848,sich drehen::V,бергавны,zich draaien
849,schwanken::V,кӧвьясьны,wankelen
850,schwingen::V,дюттясьны,zwieren
851,fallen::V,усьны,vallen
852,brennen::V,сотчыны,branden
853,rauchen::V,тшынасьны,roken
854,regnen::V,зэрны,regenen
855,gefrieren::V,гегдыны,bevriezen
856,tauen::V,сывны,dooien
857,schmelzen::V,сывны,smelten
858,trocknen::V,косьмыны,drogen
859,sieden::V,пизьны,koken
860,sieden::V,пизьны,zieden
861,faulen::V,нёльзьыны,rotten
862,verfaulen::V,тӧрмыны,verrotten
863,verfaulen::V,сiсьмыны,verrotten
864,reißen::V,косясьны,scheuren
865,versinken::V,вӧйны,verzinken
866,vergehen::V,мунны,vergaan
867,erscheinen::V,мыччисьны,opdagen
868,erscheinen::V,мыччисьны,verschijnen
869,verschwinden::V,ӧшны,verdwijnen
870,sinken::V,ямны,zinken
871,abnehmen::V,ямны,afnemen
872,abnehmen::V,ямны,verminderen
873,zunehmen::V,паськавны,toenemen
874,steigen::V,лэбтiсьны,stijgen
875,steigen::V,лэбтiсьны,omhooggaan
876,wachsen::V,быдмыны,groeien
877,glänzen::V,свиттявны,glanzen
878,glänzen::V,свиттявны,schitteren
879,funkeln::V,югйовтлыны,fonkelen
880,funkeln::V,югйӧв-керны,fonkelen
881,lärmen::V,чавзыны,lawaai maken
882,läuten::V,диньгыны,luiden
883,klingeln::V,силькӧтны,bellen
884,klirren::V,жольӧтны,rinkelen
885,brausen::V,гуасьны,bruisen
886,rauschen::V,кышӧтны,ruisen
887,klingen::V,горавны,klinken
888,bellen::V,увтны,blaffen
889,bellen::V,вувтны,blaffen
890,heulen::V,уннявны,huilen
891,blasen::V,пӧлявны,blazen
892,pfeifen::V,пиксыны,fluiten
893,schreien::V,айзыны,gillen
894,schreien::V,айзыны,schreeuwen
895,stöhnen::V,ойзыны,steunen
896,stöhnen::V,ружтыны,steunen
897,zittern::V,легьявны,beven
898,zittern::V,легьявны,sidderen
899,leben::V,овны,leven
900,geboren werden::V,шогмыны,geboren worden
901,atmen::V,лолавны,ademen
902,trinken::V,юны,drinken
903,essen::V,сёйны,eten
904,schlucken::V,ньылавны,slikken
905,müde werden::V,мыдзны,moe worden
906,einschlafen::V,ланьтны,inslapen
907,schlafen::V,узьны,slapen
908,aufwachen::V,саймыны,ontwaken
909,aufwachen::V,саймыны,wakker worden
910,aufwachen::V,пальмыны,ontwaken
911,aufwachen::V,пальмыны,wakker worden
912,aufstehen::V,сувтны,opstaan
913,sich erholen::V,шоччисьлыны,zich ontspannen
914,krank werden::V,моржитны,ziek worden
915,krank sein::V,шогавны,ziek zijn
916,krank sein::V,визьӧтны,ziek zijn
917,schmerzen::V,висьны,pijn doen
918,husten::V,кашляйтны,hoesten
919,genesen::V,бурдны,genezen
920,sterben::V,кувны,sterven
921,sterben::V,кувны,overlijden
922,umkommen::V,вийсьыны,omkomen
923,sich bewegen::V,локны,zich bewegen
924,sich bewegen::V,ветлӧтны,zich bewegen
925,sich rühren::V,вӧрзьӧтчыны,zich verroeren
926,sich erheben::V,сувтны,oprijzen
927,sich erheben::V,сувтны,verrijzen
928,sich setzen::V,пуксьыны,gaan zitten
929,hinfallen::V,пӧрласьны,vallen
930,hinfallen::V,пӧрласьны,neervallen
931,laufen::V,мунны,lopen
932,schreiten::V,тальччавны,stappen
933,schreiten::V,тальччавны,schrijden
934,spazierengehen::V,котрасьны,gaan wandelen
935,eilen::V,тэрмасьны,ijlen
936,eilen::V,тэрмасьны,haasten
937,sich beeilen::V,тэрмасьны,zich haasten
938,sausen::V,вирдавны-котӧртны,stuiven
939,springen::V,чеччавны,springen
940,klettern::V,кышасьны,klimmen
941,klettern::V,кышасьны,klauteren
942,schaukeln::V,чурликасьны,schommelen
943,kriechen::V,кыскасьны-мунны,kruipen
944,schwimmen::V,вартчыны,zwemmen
945,tauchen::V,сунгисьны ваӧ,duiken
946,rudern::V,сынны,roeien
947,fahren::V,мунны,rijden
948,fliegen::V,лэбавны,vliegen
949,gehen::V,мунны,gaan
950,weggehen::V,мунны,weggaan
951,abfahren::V,иньдӧтчыны,vertrekken
952,abfahren::V,мунны,vertrekken
953,anhalten::V,сувтны,stoppen
954,anhalten::V,сувтны,stilhouden
955,hineingehen::V,пырны,ingaan
956,hineingehen::V,пырны,binnengaan
957,eintreten::V,пырны,binnenkomen
958,kommen::V,локны,komen
959,ankommen::V,локны,aankomen
960,zurückkommen::V,бертны,terugkomen
961,zurückkommen::V,панӧвтсьыны,terugkomen
962,bleiben::V,кольччыны,blijven
963,warten::V,видзчисьны,wachten
964,erwarten::V,видзчисьны,verwachten
965,suchen::V,кошшыны,zoeken
966,finden::V,адззыны,vinden
967,versuchen::V,пондыны,proberen
968,versuchen::V,пондыны,beproeven
969,versuchen::V,пондӧтны,proberen
970,versuchen::V,пондӧтны,beproeven
971,vorbereiten::V,лӧсьӧтны,voorbereiden
972,lieben::V,милуйтны,houden van
973,mögen::V,радейтны,lusten
974,mögen::V,радейтны,houden van
975,lachen::V,серавны,lachen
976,rühren::V,сьӧлӧм вӧрзьӧтны,roeren
977,weinen::V,горзыны,huilen
978,weinen::V,горзыны,schreien
979,schimpfen::V,видчыны,kijven
980,schimpfen::V,видчыны,schelden
981,sich ärgern::V,лёкавны,zich ergeren
982,sich fürchten::V,повны,bang zijn
983,fürchten::V,повны,vrezen
984,fliehen::V,пышшыны,vluchten
985,flüchten::V,пышшыны,ontsnappen
986,flüchten::V,пышшыны,ontkomen
987,sehen::V,адззыны,zien
988,anschauen::V,видзӧтны,aankijken
989,ansehen::V,видзӧтны,aanzien
990,ansehen::V,видзӧтны,bekijken
991,hören::V,кывны,horen
992,zuhören::V,кывзыны,luisteren
993,probieren::V,пешлыны,proeven
994,riechen::V,дукавны,ruiken
995,fühlen::V,кывны,voelen
996,scheinen::V,декуйтчыны,lijken
997,zu sehen sein::V,тыдавны,te zien zijn
998,vernehmen::V,тӧдмавны,vernemen
999,frieren::V,гегдыны,het koud hebben
1000,tun::V,керны,doen
1001,können::V,вермыны,kunnen
1002,wollen::V,мӧдны,willen
1003,anfangen::V,петны,beginnen
1004,anfangen::V,петны,aanvangen
1005,beenden::V,ештӧтны,beëindigen
1006,beenden::V,керыштны,beëindigen
1007,aufhören::V,дугдыны,ophouden
1008,gelingen::V,шогмыны,lukken
1009,gelingen::V,шогмыны,gelukken
1010,geraten::V,мыччисьны,uitvallen
1011,öffnen::V,осьтны,openen
1012,öffnen::V,осьтны,opendoen
1013,schließen::V,пӧднавны,sluiten
1014,schließen::V,пӧднавны,dichtdoen
1015,stellen::V,сувтӧтны,stellen
1016,stellen::V,сувтӧтны,plaatsen
1017,setzen::V,пуксьӧтны,zetten
1018,setzen::V,пуксьӧтны,plaatsen
1019,legen::V,пуктыны,leggen
1020,berühren::V,вӧрзьӧтны,aanraken
1021,verbinden::V,йитны,verbinden
1022,bedecken::V,вевттьыны,bedekken
1023,aufhängen::V,ӧшӧтны,ophangen
1024,anzünden::V,ӧзтыны,aansteken
1025,aufheben::V,лэбтыны,oprapen
1026,zurücklassen::V,кольны,achterlaten
1027,verlieren::V,ӧштыны,verliezen
1028,fallen lassen::V,уськӧтны,laten vallen
1029,machen::V,керны,maken
1030,herstellen::V,вӧчны,produceren
1031,herstellen::V,вӧчны,voortbrengen
1032,bauen::V,строитны,bouwen
1033,reparieren::V,вочны,repareren
1034,reparieren::V,вочны,herstellen
1035,verbessern::V,бурсьӧтны,verbeteren
1036,ändern::V,вежны,wijzigen
1037,ändern::V,вежны,veranderen
1038,graben::V,гарйыны,graven
1039,beugen::V,кусіньтны,buigen
1040,biegen::V,чукыльтыштны,buigen
1041,drehen::V,бергӧтны,draaien
1042,wenden::V,бергӧтны,keren
1043,wenden::V,бергӧтны,wenden
1044,umdrehen::V,бергӧтны,omdraaien
1045,heben::V,лэбтыны,heffen
1046,heben::V,лэбтыны,optillen
1047,hochheben::V,лэбтыны,tillen
1048,ergreifen::V,кватитны,pakken
1049,ergreifen::V,кватитны,grijpen
1050,halten::V,видзны,houden
1051,drücken::V,личкыны,drukken
1052,schieben::V,тойлавны,duwen
1053,schieben::V,тойлавны,schuiven
1054,kratzen::V,шаркӧтны,krassen
1055,lecken::V,нювны,likken
1056,beißen::V,йирны,bijten
1057,abreißen::V,орӧтны,afrukken
1058,abreißen::V,орӧтны,afscheuren
1059,abschneiden::V,шӧрыштны,afsnijden
1060,abschneiden::V,вундыштны,afsnijden
1061,binden::V,гӧрдззыны,binden
1062,stecken::V,мӧртны,steken
1063,brechen::V,жугдыны,breken
1064,klopfen::V,зукӧтны,kloppen
1065,hauen::V,желльыны,houwen
1066,kleben::V,лякӧтны,plakken
1067,reiben::V,зыртны,wrijven
1068,streichen::V,мавтны,smeren
1069,schleifen::V,кыскыны,slijpen
1070,schneiden::V,вундавны,snijden
1071,rütteln::V,шатлавны,schudden
1072,schütteln::V,зыбӧтны,schudden
1073,schwenken::V,ӧвтны,wuiven
1074,schwenken::V,ӧвтны,zwaaien
1075,schwenken::V,макайтны,wuiven
1076,schwenken::V,макайтны,zwaaien
1077,schütten::V,кисьтны,gieten
1078,schütten::V,кисьтны,storten
1079,füllen::V,тыртны,vullen
1080,füllen::V,тырсьӧтны,vullen
1081,einwickeln::V,тубны,inwikkelen
1082,tragen::V,новйӧтны,dragen
1083,schleppen::V,кыскыны,slepen
1084,ziehen::V,кыскыны,trekken
1085,aufbewahren::V,видзны,bewaren
1086,werfen::V,шентывлыны,gooien
1087,fangen::V,кутны,vangen
1088,packen::V,кутасьны,pakken
1089,packen::V,кутасьны,vastpakken
1090,packen::V,кватитны,pakken
1091,packen::V,кватитны,vastpakken
1092,verstecken::V,дзебны,verstoppen
1093,teilen::V,торйӧтны,delen
1094,schicken::V,иньдыны,sturen
1095,bringen::V,вайны,brengen
1096,hinzufügen::V,содтыны,toevoegen
1097,bekommen::V,получитны,verkrijgen
1098,erhalten::V,получитны,krijgen
1099,nehmen::V,босьтны,nemen
1100,wählen::V,бӧрйыны,kiezen
1101,wählen::V,бӧрйыны,verkiezen
1102,auswählen::V,бӧрйыны,uitkiezen
1103,bewahren::V,видзны,bewaren
1104,behindern::V,падтыны,hinderen
1105,verderben::V,изводавны,bederven
1106,beschädigen::V,паздыны,beschadigen
1107,zerbrechen::V,паздыны,breken
1108,zerbrechen::V,паздыны,stukbreken
1109,zerreißen::V,косявны,scheuren
1110,zerreißen::V,косявны,verscheuren
1111,zerstören::V,паздыны,vernielen
1112,verbrennen::V,сотны,branden
1113,verbrennen::V,сотны,verbranden
1114,geben::V,сетны,geven
1115,reichen::V,сетны,reiken
1116,reichen::V,сетны,aanreiken
1117,schenken::V,козьнавны,schenken
1118,versprechen::V,кӧсйыны,beloven
1119,wünschen::V,бурсьыны,wensen
1120,loben::V,ошкыны,loven
1121,loben::V,ошкыны,prijzen
1122,küssen::V,окавны,kussen
1123,wiegen::V,тюттьӧтны,wiegen
1124,zudecken::V,вевттьыны,toedekken
1125,wecken::V,саймӧтны,wekken
1126,zeigen::V,мыччавны,tonen
1127,zeigen::V,мыччавны,wijzen
1128,führen::V,нуӧтны,voeren
1129,lehren::V,велӧтны,leren
1130,unterrichten::V,велӧтны,onderwijzen
1131,aufziehen::V,быдтыны,grootbrengen
1132,leiten::V,юравны,leiden
1133,leiten::V,веськӧтлыны,leiden
1134,antreiben::V,тэрмӧтны,aandrijven
1135,lassen::V,-ӧтыны,laten
1136,einladen::V,корны,uitnodigen
1137,vereinigen::V,ӧтувтны,verenigen
1138,vereinigen::V,ӧтлаавны,verenigen
1139,besuchen::V,пыравлыны,bezoeken
1140,treffen::V,пантавны,treffen
1141,treffen::V,пантавны,ontmoeten
1142,sich versammeln::V,ӧксьыны,zich verzamelen
1143,spielen::V,орсны,spelen
1144,singen::V,сьывны,zingen
1145,tanzen::V,йӧктыны,dansen
1146,sich trennen::V,торьясьны,van elkaar gaan
1147,verlassen::V,кольны,verlaten
1148,retten::V,мынтны,redden
1149,bewachen::V,смекайтны,bewaken
1150,schützen::V,дорйыны,beschermen
1151,verteidigen::V,дорйыны,verdedigen
1152,sich schlagen::V,тышкасьны,knokken
1153,schießen::V,лыйны,schieten
1154,siegen::V,вермыны,overwinnen
1155,ärgern::V,лӧгӧтны,ergeren
1156,schlagen::V,базнитны,slaan
1157,treten::V,чужьявны,trappen
1158,treten::V,чужьявны,schoppen
1159,stechen::V,бытшкыны,steken
1160,stechen::V,бытшкыны,prikken
1161,stoßen::V,тапкыны,stoten
1162,stoßen::V,тойыштны,stoten
1163,stehlen::V,гусявны,stelen
1164,stören::V,костіавны,storen
1165,stören::V,костіавны,verstoren
1166,belästigen::V,назыляйтны,lastig vallen
1167,verbergen::V,дзебны,verbergen
1168,täuschen::V,бӧбӧтны,misleiden
1169,täuschen::V,пӧрьявны,misleiden
1170,betrügen::V,муклачитны,bedriegen
1171,töten::V,вийны,doden
1172,wohnen::V,овны,wonen
1173,arbeiten::V,уджавны,werken
1174,sammeln::V,ӧктыны,inzamelen
1175,sammeln::V,ӧктыны,verzamelen
1176,pflücken::V,судзлавны,plukken
1177,jagen::V,вӧравны,jagen
1178,fischen::V,чериавны,vissen
1179,fassen::V,кутны,vangen
1180,hüten::V,вердны,hoeden
1181,hüten::V,йирсьӧтны,hoeden
1182,treiben::V,вашӧтны,drijven
1183,anbinden::V,кӧртавны,vastbinden
1184,füttern::V,вердны,voeren
1185,melken::V,высьтыны,melken
1186,melken::V,чилькӧтны,melken
1187,hacken::V,керавны,hakken
1188,gießen::V,киськавны,gieten
1189,reifen::V,кисьмыны,rijpen
1190,zubereiten::V,лӧсьӧтны,klaarmaken
1191,zubereiten::V,лӧсьӧтны,toebereiden
1192,kochen::V,пуны,koken
1193,backen::V,пӧжавны,bakken
1194,braten::V,жаритны,braden
1195,umrühren::V,соравны,omroeren
1196,stricken::V,домавны,breien
1197,nähen::V,вурны,naaien
1198,färben::V,краситны,verven
1199,färben::V,краситны,kleuren
1200,reinigen::V,весӧтны,reinigen
1201,waschen::V,пеславны,wassen
1202,abwischen::V,чышкыны,afvegen
1203,spülen::V,гывьявны,spoelen
1204,spülen::V,гывьявны,afwassen
1205,fegen::V,чышкыны,vegen
1206,kehren::V,чышкыны,vegen
1207,baden::V,купайтчыны ,baden
1208,sich waschen::V,миссьыны,zich wassen
1209,ausziehen::V,гыжтӧтны,uittrekken
1210,ausziehen::V,пӧрччавны,uittrekken
1211,anziehen::V,пасьтавны,aantrekken
1212,sich anziehen::V,пасьтасьны,zich aankleden
1213,kämmen::V,сынавны,kammen
1214,schmücken::V,баситны,tooien
1215,sagen::V,висьтавны,zeggen
1216,sprechen::V,шуны,spreken
1217,reden::V,баитны,praten
1218,sich unterhalten::V,сёрнитны,zich onderhouden
1219,fragen::V,юавны,vragen
1220,bitten::V,корны,vragen
1221,bitten::V,корны,verzoeken
1222,erzählen::V,висьтавны,vertellen
1223,mitteilen::V,висьтавны,meedelen
1224,nennen::V,нимтны,noemen
1225,rufen::V,китсавны,roepen
1226,rufen::V,корны,roepen
1227,rufen::V,чукӧстны,roepen
1228,prahlen::V,ошшасьны,pralen
1229,übersetzen::V,вуджӧтны,vertalen
1230,denken::V,чайтны,denken
1231,glauben::V,веритны,geloven
1232,bemerken::V,казявны,bemerken
1233,erkennen::V,тӧдсавны,herkennen
1234,begreifen::V,вежӧртны,begrijpen
1235,verstehen::V,кывны,verstaan
1236,lernen::V,велӧтчыны,leren
1237,wissen::V,тӧдны,weten
1238,sich erinnern an::V,касьтывны,zich herinneren aan
1239,vergessen::V,вунӧтны,vergeten
1240,messen::V,меряйтны,meten
1241,zählen::V,лыддьыны,tellen
1242,rechnen::V,лыддьыны,rekenen
1243,lesen::V,лыддьӧтны,lezen
1244,zeichnen::V,гижмавны,tekenen
1245,schreiben::V,гижны,schrijven
1246,besitzen::V,лоны,bezitten
1247,kaufen::V,небны,kopen
1248,verkaufen::V,вузавны,verkopen
1249,bezahlen::V,вештыны,betalen
1250,zahlen::V,вештыны,betalen
1251,ertragen::V,терпитны,verdragen
1252,Insel::N,,eiland
1253,Menge::N,,hoeveelheid
1254,Gewalt::N,,geweld
1255,Alter::N,,leeftijd
1256,richtig::A,,juist
1257,wahr::A,,waar
1258,berühmt::A,,beroemd
1259,allein::ADV,,alleen
1260,rennen::V,,rennen
1261,malen::V,,schilderen
1262,beherrschen::V,,beheersen
