,Concept_ID,hr,lez
810,sofort::ADV,odmah,гьасятда
811,später::ADV,kasnije,гуьгъуьнлай
812,jetzt::ADV,sad,гила
813,jetzt::ADV,sada,гила
814,heute::ADV,danas,къе
815,morgen::ADV,sutra,пака
816,bald::ADV,skoro,мукьва
817,bald::ADV,skoro,мукьвара
818,bald::ADV,doskora,мукьва
819,bald::ADV,doskora,мукьвара
820,dann::ADV,zatim,ахпа
821,gestern::ADV,juče,накь
822,gestern::ADV,jučer,накь
823,einst::ADV,negda,садра
824,einst::ADV,nekada,садра
825,damals::ADV,tada,а чӏавуз
826,damals::ADV,onda,а чӏавуз
827,danach::ADV,poslije,ахпа
828,danach::ADV,nakon toga,ахпа
829,vorher::ADV,prije,вилик
830,vorher::ADV,prije toga,вилик
831,zuerst::ADV,prvo,сифте
832,zuerst::ADV,najprije,сифте
833,einmal::ADV,jednom,садра
834,einmal::ADV,jedanput,садра
835,manchmal::ADV,katkad,гагь-гагь
836,manchmal::ADV,katkada,гагь-гагь
837,oft::ADV,često,гзаф вахтара
838,immer::ADV,vazda,гьамиша
839,immer::ADV,uvijek,гьамиша
840,niemals::ADV,nikad,са чӏавузни
841,niemals::ADV,nikad,са вахтундани
842,niemals::ADV,nikada,са чӏавузни
843,niemals::ADV,nikada,са вахтундани
844,hier::ADV,tu,ина
845,hier::ADV,ovdje,ина
846,hierhin::ADV,amo,иниз
847,hierhin::ADV,ovamo,иниз
848,von hier::ADV,odavde,инай
849,dort::ADV,ondje,ана
850,dorthin::ADV,onamo,аниз
851,geradeaus::ADV,ravno,дуьз
852,vorwärts::ADV,naprijed,вилик
853,vorwärts::ADV,naprijed,виликди
854,rückwärts::ADV,natrag,кьулухъ
855,zurück::ADV,nazad,
856,zurück::ADV,natrag,
857,unten::ADV,dolje,агъада
858,hinab::ADV,nizbrdo,агъуз
859,oben::ADV,gore,винел
860,hinauf::ADV,uzbrdo,виниз
861,überall::ADV,svuda,вирина
862,überall::ADV,svagdje,вирина
863,nicht::ADV,ne,ваъ
864,ein wenig::ADV,malo,са тӏимил
865,kaum::ADV,tek,жизви
866,kaum::ADV,jedva,жизви
867,sehr::ADV,jako,лап
868,sehr::ADV,veoma,лап
869,so::ADV,tako,икӏ
870,so::ADV,ovako,икӏ
871,noch::ADV,još,гьеле
872,nur::ADV,samo,анжах
873,schon::ADV,već,хъувуна
874,schon::ADV,već,мадни дардиз
875,schon::ADV,već,мадни гуьтӏуьз
876,schon::ADV,već,мадни гуьтӏуь я
877,wieder::ADV,opet,
878,wieder::ADV,ponovo,
879,vergebens::ADV,uzalud,нагьакь
880,vergebens::ADV,uzalud,нагьакьа
881,vergebens::ADV,zabadava,нагьакь
882,vergebens::ADV,zabadava,нагьакьа
883,vor::PRP,pred,вилик
884,vor::PRP,ispred,вилик
885,hinter::PRP,za,кьулухъ
886,hinter::PRP,iza,кьулухъ
887,unter::PRP,pod,кӏаник
888,unter::PRP,ispod,кӏаник
889,durch::PRP,po,арадай
890,durch::PRP,po,-кай хкатна
891,durch::PRP,kroz,арадай
892,durch::PRP,kroz,-кай хкатна
893,neben::PRP,kraj,патав
894,neben::PRP,kraj,мукьув
895,neben::PRP,pored,патав
896,neben::PRP,pored,мукьув
897,neben::PRP,pokraj,патав
898,neben::PRP,pokraj,мукьув
899,zwischen::PRP,među,ара
900,zwischen::PRP,među,арада
901,zwischen::PRP,između,ара
902,zwischen::PRP,između,арада
903,wegen::PRP,radi,гъиляй
904,wegen::PRP,zbog,гъиляй
905,dies::PRN,ovo,и
906,dies::PRN,ovo,им
907,das::PRN,to,а
908,das::PRN,to,ам
909,das::PRN,ono,а
910,das::PRN,ono,ам
911,alles::PRN,sve,вири
912,alles::PRN,sve,михьиз
913,ich::PRN,ja,за
914,ich::PRN,ja,зун
915,du::PRN,ti,вун
916,er::PRN,on,ам
917,er::PRN,on,гьа
918,wir::PRN,mi,чун
919,ihr::PRN,vi,куьн
920,sie::PRN,oni,абур
921,was::FPRN,što,вуч
922,wer::FPRN,tko,вуж
923,wo::FADV,gdje,гьина
924,wohin::FADV,kuda,гьиниз
925,wohin::FADV,kamo,гьиниз
926,wie::FADV,kako,гьикӏ
927,warum::FADV,zašto,вучиз
928,wieviel::FNUM,koliko,шумуд
929,eins::NUM,jedan,са
930,zwei::NUM,dva,кьвед
931,drei::NUM,tri,пуд
932,vier::NUM,četiri,кьуд
933,fünf::NUM,pet,вад
934,sechs::NUM,šest,ругуд
935,sieben::NUM,sedam,ирид
936,acht::NUM,osam,муьжуьд
937,neun::NUM,devet,кӏуьд
938,zehn::NUM,deset,цӏуд
939,elf::NUM,jedanaest,цӏусад
940,zwölf::NUM,dvanaest,цӏикьвед
941,zwanzig::NUM,dvadeset,къад
942,dreißig::NUM,trideset,къанницӏуд
943,vierzig::NUM,četrdeset,яхцӏур
944,fünfzig::NUM,pedeset,яхцӏурни цӏуд
945,sechzig::NUM,šezdeset,пудкъад
946,siebzig::NUM,sedamdeset,пудкъанни цӏуд
947,achtzig::NUM,osamdeset,кьудкъад
948,neunzig::NUM,devetdeset,кьудкъанни цӏуд
949,hundert::NUM,sto,виш
950,tausend::NUM,tisuća,агъзур
951,und::CNJ,i,ва
952,und::CNJ,te,ва
953,oder::CNJ,ili,я
954,stehen::V,stajati,акъвазун
955,sitzen::V,sjediti,ацукьун
956,liegen::V,ležati,къаткун
957,hängen::V,visiti,куьрс хьун
958,werden::V,postati,хьун
959,werden::V,činiti se,хьун
960,passieren::V,desiti se,хьун
961,passieren::V,dogoditi se,хьун
962,beginnen::V,početi,башламиш хьун
963,enden::V,prestati,куьтягь хьун
964,enden::V,svršiti se,куьтягь хьун
965,wechseln::V,mijenjati se,дегиш хьун
966,aufgehen[Sonne]::V,izići,экъечӏун
967,untergehen[Sonne]::V,zaći,акӏун
968,scheinen[Sonne]::V,sijati,ишигь гун
969,donnern::V,grmjeti,къукърумар авун
970,wehen::V,duhati,
971,strömen::V,strujati,авахьун
972,fließen::V,teći,авахьун
973,sich drehen::V,obrtati se,элкъуьн
974,sich drehen::V,vrtjeti se,элкъуьн
975,schwanken::V,teturati,юзун
976,schwanken::V,kolebati se,юзун
977,schwingen::V,njihati,галтад хьун
978,schwingen::V,titrati,галтад хьун
979,fallen::V,padati,аватун
980,brennen::V,gorjeti,кун
981,brennen::V,gorjeti,ккун
982,rauchen::V,dimiti se,
983,regnen::V,kišiti,къун
984,regnen::V,daždjeti,къун
985,gefrieren::V,smrznuti se,муркӏади кьун
986,tauen::V,kopnjeti,цӏурун
987,tauen::V,kraviti se,цӏурун
988,schmelzen::V,topiti se,цӏурун
989,trocknen::V,sušiti se,кьурун
990,sieden::V,kipjeti,ругун
991,sieden::V,ključati,ругун
992,faulen::V,gnjiti,кутӏун
993,verfaulen::V,sagnjiti,чуьруьтмиш хьун
994,verfaulen::V,sagnjiti,кутӏун
995,reißen::V,otrgnuti se,атӏун
996,reißen::V,otrgnuti se,къазунун
997,versinken::V,tonuti,батмиш хьун
998,versinken::V,propasti,батмиш хьун
999,vergehen::V,prolaziti,алатун
1000,erscheinen::V,pojaviti se,майдандиз акъатун
1001,verschwinden::V,nestati,квахьун
1002,verschwinden::V,izgubiti se,квахьун
1003,sinken::V,trgnuti,элекьун
1004,sinken::V,spustiti se,элекьун
1005,abnehmen::V,opasti,тӏимил хьун
1006,abnehmen::V,opasti,гъвечӏи хьун
1007,zunehmen::V,povećati se,артух хьун
1008,steigen::V,uzići,хкаж хьун
1009,steigen::V,nadoći,хкаж хьун
1010,wachsen::V,rasti,экъечӏун
1011,glänzen::V,blistati,цӏарцӏар гун
1012,glänzen::V,sjati se,цӏарцӏар гун
1013,funkeln::V,svjetlucati,нур гун
1014,lärmen::V,bučati,ван авун
1015,lärmen::V,galamiti,ван авун
1016,läuten::V,zvoniti,зенг ягъун
1017,klingeln::V,zvoniti,зенг ягъун
1018,klirren::V,zvečati,зигринг авун
1019,brausen::V,hujati,къати хьун
1020,rauschen::V,šumiti,вишриш авун
1021,rauschen::V,šuškati,вишриш авун
1022,klingen::V,zvučati,ван авун
1023,bellen::V,lajati,элуькьун
1024,heulen::V,zavijati,къув ягъун
1025,blasen::V,puhati,уф гун
1026,pfeifen::V,fućkati,уьфт ягъун
1027,schreien::V,vikati,гьараюн
1028,schreien::V,kričati,гьараюн
1029,stöhnen::V,stenjati,суза авун
1030,zittern::V,drhtati,зурзун
1031,zittern::V,trepetati,зурзун
1032,leben::V,živjeti,яшамиш хьун
1033,geboren werden::V,roditi se,хьун
1034,atmen::V,disati,нефес чӏугун
1035,trinken::V,piti,хъун
1036,essen::V,jesti,тӏуьн
1037,schlucken::V,gutati,туькьуьнун
1038,müde werden::V,umoriti se,галатун
1039,müde werden::V,umoriti se,юргъун хьун
1040,einschlafen::V,usnuti,ксун
1041,einschlafen::V,zaspati,ксун
1042,schlafen::V,spati,ксун
1043,aufwachen::V,probuditi se,ахварай аватун
1044,aufstehen::V,ustati,къарагъун
1045,sich erholen::V,odmoriti se,ял ягъун
1046,krank werden::V,oboljeti se,кефсуз хьун
1047,krank werden::V,razboljeti se,кефсуз хьун
1048,krank sein::V,bolovati,тӏа хьун
1049,schmerzen::V,boljeti,тӏа хьун
1050,husten::V,kašljati,уьгьуь ягъун
1051,genesen::V,ozdraviti,сагъ хъхьун
1052,genesen::V,oporaviti se,сагъ хъхьун
1053,sterben::V,umrijeti,кьин
1054,umkommen::V,skapati,терг хьун
1055,sich bewegen::V,gibati se,юзун
1056,sich bewegen::V,kretati se,юзун
1057,sich rühren::V,maknuti se,юзун
1058,sich erheben::V,dići se,къарагъун
1059,sich setzen::V,sjesti,ацукьун
1060,hinfallen::V,pasti,алукьун
1061,laufen::V,hodati,къекъуьн
1062,schreiten::V,stupati,ккамар къачун
1063,spazierengehen::V,šetati se,сейр авун
1064,eilen::V,hitati,тади авун
1065,sich beeilen::V,požuriti se,гьерекатун
1066,sausen::V,juriti,чкурун
1067,rennen::V,trčati,катун
1068,rennen::V,trčati,зверун
1069,springen::V,skakati,хкадарун
1070,klettern::V,popeti se,акьахун
1071,klettern::V,penjati se,акьахун
1072,schaukeln::V,ljuljati se,
1073,kriechen::V,puzati,капаралди фин
1074,kriechen::V,gmizati,капаралди фин
1075,schwimmen::V,plivati,сирнав авун
1076,tauchen::V,roniti,кьилихъди циз вегьин
1077,tauchen::V,gnjuriti,кьилихъди циз вегьин
1078,rudern::V,veslati,кьусуйралди лодка гьалун
1079,rudern::V,veslati,цуьруьгъуьлдалди кӏватӏун
1080,fahren::V,voziti se,фин
1081,fliegen::V,letjeti,лув гун
1082,fliegen::V,letjeti,цавай фин
1083,fliegen::V,lijetati,лув гун
1084,fliegen::V,lijetati,цавай фин
1085,gehen::V,ići,фин
1086,weggehen::V,otići,хъфин
1087,abfahren::V,krenuti,фин
1088,abfahren::V,krenuti,рекье гьатун
1089,abfahren::V,otputovati,фин
1090,abfahren::V,otputovati,рекье гьатун
1091,anhalten::V,stati,акъвазун
1092,anhalten::V,zaustaviti,акъвазун
1093,hineingehen::V,ulaziti,гьахьун
1094,eintreten::V,ući,гьахьун
1095,kommen::V,doći,атун
1096,ankommen::V,stići,атун
1097,zurückkommen::V,vratiti se,хтун
1098,zurückkommen::V,povratiti se,хтун
1099,bleiben::V,ostati,амукьун
1100,warten::V,čekati,гуьзлемишун
1101,erwarten::V,očekivati,вил алаз акъвазун
1102,suchen::V,tražiti,къекъуьн
1103,finden::V,naći,жугъун
1104,versuchen::V,pokušati,алахъун
1105,vorbereiten::V,spremiti,гьазурун
1106,vorbereiten::V,pripremiti,гьазурун
1107,lieben::V,voljeti,кӏан хьун
1108,mögen::V,voljeti,рикӏ ацукьун
1109,lachen::V,smijati se,хъуьруьн
1110,rühren::V,taknuti,
1111,weinen::V,plakati,шехьун
1112,schimpfen::V,psovati,сеперар гун
1113,schimpfen::V,psovati,экъуьгъунар авун
1114,sich ärgern::V,ljutiti se,хъел акатун
1115,sich fürchten::V,bojati se,кичӏе хьун
1116,fürchten::V,bojati se,къурхутмиш хьун
1117,fliehen::V,pobjeći,катун
1118,flüchten::V,utjeći,катун
1119,sehen::V,vidjeti,акун
1120,anschauen::V,ogledati,вил вегьин
1121,ansehen::V,gledati,килигун
1122,hören::V,čuti,ван хьун
1123,zuhören::V,slušati,яб гун
1124,probieren::V,probati,дад акун
1125,riechen::V,osjećati miris,ни чӏугун
1126,fühlen::V,osjećati,гьисс авун
1127,scheinen::V,činiti se,
1128,zu sehen sein::V,biti vidljiv,
1129,vernehmen::V,saznati,
1130,frieren::V,zima je,кьун
1131,frieren::V,zima je,мекьи хьун
1132,tun::V,raditi,авун
1133,können::V,moći,хьун
1134,können::V,moći,акъакьун
1135,wollen::V,htjeti,кӏан хьун
1136,anfangen::V,početi,башламишун
1137,beenden::V,svršiti,куьтягьун
1138,beenden::V,dovršiti,куьтягьун
1139,aufhören::V,prestati,акъвазун
1140,gelingen::V,uspjeti,арадал атун
1141,geraten::V,desiti se,акъатун
1142,öffnen::V,otvoriti,ахъаюн
1143,schließen::V,zatvoriti,акьалун
1144,stellen::V,metnuti,эцигун
1145,stellen::V,postaviti,эцигун
1146,setzen::V,posaditi,ацукьарун
1147,legen::V,polagati,эцигун
1148,berühren::V,doticati,хкӏурун
1149,berühren::V,dodirivati,хкӏурун
1150,verbinden::V,spojiti,гилигун
1151,verbinden::V,zavezati,гилигун
1152,bedecken::V,pokriti,кӏевун
1153,aufhängen::V,objesiti,куьрсарун
1154,anzünden::V,upaliti,куькӏуьрун
1155,anzünden::V,zapaliti,куькӏуьрун
1156,aufheben::V,podići,хкажун
1157,aufheben::V,podignuti,хкажун
1158,zurücklassen::V,ostaviti,тун
1159,zurücklassen::V,pustiti natrag,тун
1160,verlieren::V,izgubiti,квадарун
1161,fallen lassen::V,ispustiti,авадрун
1162,machen::V,uraditi,авун
1163,machen::V,uraditi,кар авун
1164,machen::V,načiniti,авун
1165,machen::V,načiniti,кар авун
1166,machen::V,napraviti,авун
1167,machen::V,napraviti,кар авун
1168,herstellen::V,proizvesti,расун
1169,bauen::V,graditi,туькӏуьрун
1170,reparieren::V,popraviti,расун
1171,verbessern::V,poboljšati,хъсанрун
1172,ändern::V,promijeniti,табдил авун
1173,graben::V,kopati,эгъуьнун
1174,graben::V,kopkati,эгъуьнун
1175,beugen::V,saviti,акӏажарун
1176,beugen::V,saviti,кангур авун
1177,biegen::V,saviti,патахъарун
1178,biegen::V,sagnuti,патахъарун
1179,drehen::V,vrtjeti,алчударун
1180,wenden::V,obrnuti,
1181,umdrehen::V,okrenuti,элкъуьрун
1182,umdrehen::V,prevŕnuti,элкъуьрун
1183,heben::V,dizati,хкажун
1184,hochheben::V,dignuti,хкажун
1185,ergreifen::V,uhvatiti,агалчна кьун
1186,ergreifen::V,prihvatiti,агалчна кьун
1187,halten::V,držati,кьун
1188,drücken::V,pritiskivati,чуькьуьн
1189,schieben::V,gurati,хуртӏ гун
1190,kratzen::V,česati,къадгъунун
1191,kratzen::V,grepsti,къадгъунун
1192,lecken::V,lizati,мез гун
1193,beißen::V,ujesti,кӏасун
1194,beißen::V,gristi,кӏасун
1195,abreißen::V,otkinuti,галудун
1196,abschneiden::V,odrezati,атӏун
1197,binden::V,vezati,
1198,stecken::V,turiti,сухун
1199,brechen::V,slomiti,хун
1200,brechen::V,slomiti,кукӏварун
1201,klopfen::V,lupati,тахъ-тахъ авун
1202,klopfen::V,kucati,тахъ-тахъ авун
1203,hauen::V,tući,ягъун
1204,hauen::V,udarati,ягъун
1205,kleben::V,lijepiti,алкӏурун
1206,kleben::V,lijepiti,кукӏурун
1207,reiben::V,trti,тӏушунун
1208,streichen::V,namazati,алтадун
1209,schleifen::V,brusiti,кӏвенкӏв авун
1210,schneiden::V,rezati,атӏун
1211,rütteln::V,drmati,къарсурун
1212,schütteln::V,tresti,къарсурун
1213,schwenken::V,mahati,элягъун
1214,schwenken::V,mahati,галтадун
1215,schütten::V,sipati,цун
1216,schütten::V,lijevati,цун
1217,füllen::V,napuniti,ацӏурун
1218,einwickeln::V,umotati,кутун
1219,einwickeln::V,umotati,элкъуьрун
1220,einwickeln::V,zamotati,кутун
1221,einwickeln::V,zamotati,элкъуьрун
1222,tragen::V,nositi,тухун
1223,schleppen::V,tegliti,галчӏурун
1224,ziehen::V,vući,ялун
1225,ziehen::V,vući,чӏугун
1226,aufbewahren::V,čuvati,хуьн
1227,werfen::V,bacati,гадрун
1228,fangen::V,loviti,кьун
1229,fangen::V,hvatati,кьун
1230,packen::V,ščepati,кьун
1231,packen::V,zgrabiti,кьун
1232,verstecken::V,sakriti,кӏевун
1233,teilen::V,podijeliti,паюн
1234,schicken::V,slati,ракъурун
1235,bringen::V,donijeti,гъун
1236,hinzufügen::V,dodati,алава авун
1237,hinzufügen::V,pridati,алава авун
1238,bekommen::V,dobiti,къачун
1239,bekommen::V,dobiti,жугъурун
1240,erhalten::V,primiti,къачун
1241,nehmen::V,uzeti,къачун
1242,wählen::V,izabrati,хкягъун
1243,auswählen::V,odabrati,хкягъун
1244,bewahren::V,sačuvati,хуьн
1245,behindern::V,smetati,манийвал авун
1246,verderben::V,pokvariti,чӏурун
1247,beschädigen::V,oštetiti,нукьсанвал гун
1248,zerbrechen::V,razbiti,хун
1249,zerbrechen::V,prelomiti,хун
1250,zerreißen::V,poderati,къазунун
1251,zerreißen::V,rastrgnuti,къазунун
1252,zerstören::V,razoriti,чӏурун
1253,zerstören::V,razoriti,барбатӏун
1254,zerstören::V,razrušiti,чӏурун
1255,zerstören::V,razrušiti,барбатӏун
1256,verbrennen::V,spaliti,ккун
1257,verbrennen::V,sagorjeti,ккун
1258,geben::V,dati,гун
1259,reichen::V,pružiti,вугун
1260,reichen::V,pružiti,гун
1261,schenken::V,darivati,пишкеш авун
1262,versprechen::V,obećati,гаф гун
1263,wünschen::V,željeti,дуьа авун
1264,loben::V,hvaliti,тариф авун
1265,küssen::V,ljubiti,темен гун
1266,wiegen::V,njihati,эчӏягъун
1267,wiegen::V,ljuljati,эчӏягъун
1268,zudecken::V,pokriti,гьалдун
1269,wecken::V,probuditi,ахварай авудун
1270,zeigen::V,pokazati,къалурун
1271,führen::V,voditi,тухун
1272,lehren::V,učiti,кӏелиз тун
1273,unterrichten::V,poučiti,тарс гун
1274,aufziehen::V,uzgajati,тербия гун
1275,aufziehen::V,uzgajati,тербияламишун
1276,leiten::V,upravljati,идара авун
1277,antreiben::V,natjeravati,тади кутун
1278,lassen::V,dati,
1279,einladen::V,pozvati,теклиф авун
1280,vereinigen::V,ujediniti,сад авун
1281,besuchen::V,posjetiti,кьилив атун
1282,treffen::V,sresti,гьалтун
1283,sich versammeln::V,okupiti se,алтӏушун
1284,spielen::V,igrati se,къугъун
1285,singen::V,pjevati,лугьун
1286,singen::V,pjevati,мани лугьун
1287,tanzen::V,plesati,кьуьл авун
1288,sich trennen::V,razići se,къакъатун
1289,verlassen::V,ostaviti,гъил къачун
1290,verlassen::V,napustiti,гъил къачун
1291,retten::V,spasiti,къутармишун
1292,bewachen::V,čuvati,хуьн
1293,bewachen::V,stražariti,хуьн
1294,schützen::V,čuvati,хуьн
1295,verteidigen::V,obraniti,хуьн
1296,sich schlagen::V,biti se,кукӏун
1297,sich schlagen::V,udariti se,кукӏун
1298,schießen::V,pucati,акъатун
1299,schießen::V,strijeljati,акъатун
1300,siegen::V,pobijediti,гъалиб хьун
1301,ärgern::V,ljutiti,хъел гъун
1302,ärgern::V,ljutiti,хъел кутун
1303,schlagen::V,biti,ягъун
1304,schlagen::V,biti,галукьарун
1305,schlagen::V,udariti,ягъун
1306,schlagen::V,udariti,галукьарун
1307,treten::V,šutnuti,кьуьл къекъягъун
1308,treten::V,šutnuti,кьуьл эцягъун
1309,stechen::V,ubosti,акьадарун
1310,stoßen::V,gurnuti,эцягъун
1311,stehlen::V,ukrasti,чуьнуьхун
1312,stören::V,smetati,хкуьрун
1313,belästigen::V,smetati,хкуьрун
1314,belästigen::V,smetati,азият гун
1315,belästigen::V,dosaditi,хкуьрун
1316,belästigen::V,dosaditi,азият гун
1317,verbergen::V,skriti,далдаламишун
1318,täuschen::V,obmanuti,алцурарун
1319,täuschen::V,obmanuti,алцуррун
1320,betrügen::V,prevarati,алцурарун
1321,betrügen::V,prevarati,гьарамзадавал авун
1322,töten::V,ubiti,яна кьин
1323,wohnen::V,stanovati,дуланмиш хьун
1324,arbeiten::V,raditi,кӏвалахун
1325,arbeiten::V,raditi,кӏвалах авун
1326,sammeln::V,sabrati,кӏватӏун
1327,pflücken::V,ubrati,атӏун
1328,jagen::V,loviti,гъуьрч авун
1329,fischen::V,ribati,гъетер кьун
1330,fischen::V,loviti ribu,гъетер кьун
1331,fassen::V,uloviti,кьун
1332,hüten::V,pasti,чӏура хуьн
1333,treiben::V,goniti,гьалун
1334,anbinden::V,privezati,акалун
1335,füttern::V,hraniti,ем гун
1336,melken::V,musti,ацун
1337,hacken::V,sjeckati,куьткуьнун
1338,gießen::V,politi,яд гун
1339,reifen::V,sazreti,чурун
1340,reifen::V,sazreti,агакьун
1341,zubereiten::V,prigotoviti,гьазурун
1342,kochen::V,kuhati,ругун
1343,backen::V,peći,чурун
1344,braten::V,peći,чурун
1345,braten::V,pržiti,чурун
1346,umrühren::V,promiješati,какадарун
1347,stricken::V,plesti,хурун
1348,nähen::V,šiti,цун
1349,färben::V,obojiti,шир ягъун
1350,reinigen::V,očistiti,михьун
1351,reinigen::V,počistiti,михьун
1352,waschen::V,prati,чуьхуьн
1353,abwischen::V,otrti,гуьцӏун
1354,spülen::V,isprati,экъуьрун
1355,spülen::V,oplakati,экъуьрун
1356,fegen::V,mesti,шуткун
1357,fegen::V,pomesti,шуткун
1358,kehren::V,mesti,кул алтадун
1359,baden::V,kupati se,эхъуьн
1360,sich waschen::V,umiti se,жендек чуьхуьн
1361,sich waschen::V,prati se,жендек чуьхуьн
1362,ausziehen::V,svući,хутӏунун
1363,ausziehen::V,svući,галудун
1364,anziehen::V,obući,алукӏун
1365,sich anziehen::V,obući se,алукӏун
1366,sich anziehen::V,obući se,парталар алукӏун
1367,kämmen::V,češljati,эвягъун
1368,schmücken::V,uresiti,безетмишун
1369,schmücken::V,uresiti,гуьрчегарун
1370,schmücken::V,nakititi,безетмишун
1371,schmücken::V,nakititi,гуьрчегарун
1372,sagen::V,reći,лугьун
1373,sagen::V,kazati,лугьун
1374,sprechen::V,govoriti,рахун
1375,reden::V,govoriti,рахун
1376,reden::V,besjediti,рахун
1377,sich unterhalten::V,razgovarati se,ихтилат авун
1378,fragen::V,pitati,жузун
1379,bitten::V,moliti,тӏалабун
1380,erzählen::V,ispričati,ахъаюн
1381,erzählen::V,pripovjediti,ахъаюн
1382,mitteilen::V,saopćiti,хабар гун
1383,nennen::V,nazvati,тӏвар гун
1384,rufen::V,zvati,эверун
1385,rufen::V,dozvati,эверун
1386,prahlen::V,hvalisati se,яцӏу гафар авун
1387,übersetzen::V,prevesti,таржума авун
1388,übersetzen::V,prevesti,гафладун
1389,denken::V,misliti,фикир авун
1390,glauben::V,vjerovati,агъун
1391,bemerken::V,zapaziti,фикир гун
1392,bemerken::V,primijetiti,фикир гун
1393,erkennen::V,prepoznati,
1394,begreifen::V,pojmiti,гъавурда акьун
1395,begreifen::V,shvatiti,гъавурда акьун
1396,verstehen::V,razabrati,
1397,lernen::V,učiti se,кӏелун
1398,wissen::V,znati,чир хьун
1399,wissen::V,znati,чирхьун
1400,sich erinnern an::V,sjetiti se,рикӏел хуьн
1401,vergessen::V,zaboraviti,рикӏелай фин
1402,vergessen::V,zaboraviti,рикӏелай алатун
1403,messen::V,mjeriti,алцумун
1404,zählen::V,brojiti,гьисабун
1405,rechnen::V,računati,гьисабун
1406,lesen::V,čitati,кӏелун
1407,malen::V,slikati,кхьин
1408,malen::V,slikati,шикилар чӏугун
1409,zeichnen::V,crtati,чӏугун
1410,schreiben::V,pisati,кхьин
1411,besitzen::V,imati,иеси хьун
1412,besitzen::V,posjedovati,иеси хьун
1413,kaufen::V,kupiti,къачун
1414,kaufen::V,kupiti,маса къачун
1415,verkaufen::V,prodati,гун
1416,verkaufen::V,prodati,маса гун
1417,verkaufen::V,raspačati,гун
1418,verkaufen::V,raspačati,маса гун
1419,bezahlen::V,platiti,къимет гун
1420,bezahlen::V,platiti,эвезда авун
1421,bezahlen::V,platiti,гьакъи агакьрун
1422,zahlen::V,plaćati,къимет гун
1423,zahlen::V,plaćati,эвезда авун
1424,zahlen::V,plaćati,гьакъи агакьрун
1425,beherrschen::V,vladati,иеси хьун
1426,beherrschen::V,gospodariti,иеси хьун
1427,ertragen::V,trpjeti,таб гун
1428,ertragen::V,podnijeti,таб гун
1429,Gehirn::N,,мефт
