,Concept_ID,ce,bg
190,Wurm::N,нӏаьна,червей
191,Spinne::N,гезг,паяк
192,Ameise::N,зингат,мравка
193,Laus::N,меза,въшка
194,Laus::N,гӏениг,въшка
195,Mücke::N,чуьрк,комар
196,Fliege::N,моза,муха
197,Schmetterling::N,полла,пеперуда
198,Beere::N,цӏазам,плод
199,Apfel::N,ӏаж,ябълка
200,Pilz::N,жӏаьлин нускал,гъба
201,Zwiebel::N,xох,лук
202,Zwiebel::N,xох,кромид
203,Saat::N,чlу,семе
204,Korn::N,буьртиг,зърно
205,Heu::N,йол,сено
206,Schale::N,пардо,кора
207,Grube::N,ор,яма
208,Grube::N,ор,дупка
209,Falle::N,кӏело,примка
210,Spur::N,лар,диря
211,Spur::N,лар,следа
212,Asche::N,чим,пепел
213,Dreck::N,мода,кал
214,Eisen::N,эчиг,желязо
215,Gold::N,деши,злато
216,Silber::N,дети,сребро
217,Kohle::N,кӏора,въглища
218,Glas::N,aнгали,стъкло
219,Lehm::N,поппар,глина
220,Sand::N,гӏум,пясък
221,Mensch::N,адам,човек
222,Mann::N,майра,мъж
223,Frau::N,зуда,жена
224,Kind::N,бер,дете
225,Junge::N,жимха,момче
226,Mädchen::N,жима йоӏ,момиче
227,Familie::N,доьзал,фамилия
228,Familie::N,доьзал,семейство
229,Großvater::N,ненада,дядо
230,Großmutter::N,денана,баба
231,Eltern::N,да-нана,родители
232,Vater::N,да,баща
233,Mutter::N,нана,майка
234,Sohn::N,кӏант,син
235,Tochter::N,йоӏ,дъщеря
236,Bruder::N,ваша,брат
237,Schwester::N,йиша,сестра
238,Onkel::N,деваша,чичо
239,Onkel::N,деваша,вуйчо
240,Tante::N,дейиша,леля
241,Ehemann::N,майра,съпруг
242,Ehefrau::N,зуда,съпруга
243,Freude::N,самукъа,радост
244,Freude::N,хазахетар,радост
245,Gelächter::N,белам,смях
246,Glück::N,ирс,щастие
247,Kummer::N,бала,тъга
248,Wunsch::N,лаам,желание
249,Lust::N,лаам,желание
250,Geist::N,са,дух
251,Gedanke::N,ойла,мисъл
252,Gedächtnis::N,диццадалар,памет
253,Verstand::N,хьекъал,ум
254,Verstand::N,хьекъал,разум
255,Sinn::N,маьӏна,смисъл
256,Grund::N,бахьана,причина
257,Wahrheit::N,бакъдерг,правда
258,Gespräch::N,къамел,разговор
259,Märchen::N,туьйра,приказка
260,Erzählung::N,дийцар,разказ
261,Nachricht::N,хаам,вест
262,Nachricht::N,хаам,известие
263,Neuigkeit::N,керланиг,новина
264,Name::N,цӏе,име
265,Rätsel::N,хӏетал-метал,гатанка
266,Rede::N,къамел,реч
267,Rede::N,къамел,слово
268,Sprache::N,мотт,език
269,Stimme::N,aз,глас
270,Wort::N,дош,дума
271,Zeichen::N,билгало,знак
272,Ruf::N,кхайкхар,зов
273,Lärm::N,гӏовгӏа,шум
274,Lärm::N,гӏовгӏа,глъчка
275,Laut::N,аз,звук
276,Ton::N,aз,тон
277,Lied::N,илли,песен
278,Ruhe::N,тийналла,тишина
279,Ruhe::N,тийналла,спокойствие
280,Leute::N,нах,хора
281,Volk::N,халкъ,народ
282,Arbeit::N,болх,труд
283,Arbeit::N,болх,работа
284,Gast::N,хьаша,гост
285,Geschenk::N,совгӏат,дар
286,Geschenk::N,совгӏат,подарък
287,Spiel::N,ловзар,игра
288,Gesellschaft::N,юкъаралла,общество
289,Hilfe::N,гӏо,помощ
290,Freund::N,доттагl,приятел
291,Kamerad::N,накъост,другар
292,Angelegenheit::N,гӏуллакх,работа
293,Anzahl::N,терахь,брой
294,Anzahl::N,терахь,количество
295,Stück::N,юьхк,къс
296,Stück::N,юьхк,парче
297,Teil::N,дакъа,дял
298,Teil::N,дакъа,част
299,Hälfte::N,ах,половина
300,Kreis::N,го,кръг
301,Kreuz::N,жӏара,кръст
302,Linie::N,сиз,черта
303,Strich::N,сиз,щрих
304,Strich::N,сиз,черта
305,Abstand::N,юкъ,дистанция
306,Abstand::N,юкъ,разстояние
307,Gegend::N,мeттиг,местност
308,Platz::N,майда,място
309,Ort::N,меттиг,място
310,Seite::N,aгӏo,страна
311,Mitte::N,юкъ,среда
312,Gegenstand::N,хӏума,предмет
313,Sache::N,хӏума,вещ
314,Rand::N,йист,ръб
315,Kante::N,йист,ръб
316,Kante::N,йист,кант
317,Ecke::N,са,ъгъл
318,Spitze::N,ралла,връх
319,Spitze::N,ралла,острие
320,Ende::N,юьхьиг,край
321,Loch::N,ӏуьрг,дупка
322,Winkel::N,са,кът
323,Winkel::N,са,ъгъл
324,Muster::N,дагар,десен
325,Muster::N,дагар,образец
326,Muster::N,тӏамар,десен
327,Muster::N,тӏамар,образец
328,Größe::N,барам,големина
329,Länge::N,йохалла,дължина
330,Höhe::N,локхалла,висота
331,Höhe::N,локхалла,височина
332,Gewicht::N,йозалла,тегло
333,Gewicht::N,йозалла,тежест
334,Menge::N,дукхалла,количество
335,Haufen::N,сал,куп
336,Haufen::N,сал,грамада
337,Haufen::N,оьла,куп
338,Haufen::N,оьла,грамада
339,Reihe::N,рагӏ,ред
340,Reihe::N,рагӏ,редица
341,Reihe::N,могӏа,ред
342,Reihe::N,могӏа,редица
343,Boot::N,кема,лодка
344,Ruder::N,пийсиг,весло
345,Ruder::N,пийсиг,гребло
346,Schlitten::N,салаз,шейна
347,Ski::N,когсалаз,ски
348,Lagerfeuer::N,цӏе,огнище
349,Last::N,дукъ,товар
350,Gang::N,лелар,ход
351,Gang::N,лелар,вървеж
352,Schritt::N,гӏулч,стъпка
353,Norden::N,къилбаседе,север
354,Süden::N,къилбе,юг
355,Westen::N,малхбузе,запад
356,Osten::N,малхбале,изток
357,Holz::N,дечиг,дърво
358,Brett::N,у,дъска
359,Platte::N,у,
360,Stütze::N,гӏopтоp,
361,Stange::N,гӏуркх,прът
362,Stange::N,гӏуркх,върлина
363,Stock::N,ӏаса,прът
364,Stock::N,ӏаса,тояга
365,Stab::N,гӏаж,прът
366,Rohr::N,биргӏа,цев
367,Rohr::N,биргӏа,тръба
368,Haus::N,цӏа,къща
369,Heim::N,кхерч,дом
370,Ofen::N,кхерч,печка
371,Fußboden::N,цӏенкъа,под
372,Tisch::N,шун,маса
373,Stuhl::N,гӏант,стол
374,Wiege::N,ага,люлка
375,Bett::N,маьнга,легло
376,Bett::N,маьнга,креват
377,Regal::N,терхи,рафт
378,Regal::N,терхи,етажерка
379,Kiste::N,яьшка,кутия
380,Kiste::N,яьшка,сандък
381,Fenster::N,кор,прозорец
382,Tür::N,неӏ,врата
383,Tor::N,ков,врата
384,Zaun::N,керт,ограда
385,Dach::N,тхов,покрив
386,Leiter::N,лами,стълба
387,Besen::N,нуй,метла
388,Spaten::N,бел,лопата
389,Schaufel::N,аьшкал,лопата
390,Gabel::N,мӏара,вилица
391,Löffel::N,ӏайг,лъжица
392,Messer::N,урс,нож
393,Nagel::N,хьостам,гвоздей
394,Netz::N,бой,мрежа
395,Haken::N,мӏара,кука
396,Haken::N,мӏара,закачалка
397,Schloss::N,чӏега,брава
398,Schloss::N,чӏега,ключалка
399,Bild::N,сурт,картина
400,Puppe::N,тайниг,кукла
401,Beutel::N,гали,кесия
402,Bündel::N,кочар,връзка
403,Tasche::N,тӏоьрмиг,чанта
404,Eimer::N,чийлик,кофа
405,Deckel::N,негӏар,капак
406,Deckel::N,негӏар,похлупак
407,Geschirr::N,пхьегӏа,съдове
408,Sack::N,гали,чувал
409,Tasse::N,кад,чаша
410,Topf::N,яй,гърне
411,Topf::N,яй,тенджера
412,Kessel::N,яй,котел
413,Essen::N,юург,ядене
414,Nahrung::N,кхача,храна
415,Speise::N,юург,ястие
416,Fleisch::N,жижиг,месо
417,Getreide::N,буьртиг,зърнено храни
418,Brei::N,xудар,каша
419,Brot::N,бепиг,хляб
420,Brot::N,кхаллар,хляб
421,Scheibe::N,цастар,резен
422,Fett::N,мохь,мазнина
423,Butter::N,налха,масло
424,Öl::N,даьтта,олио
425,Öl::N,даьтта,оливия
426,Salz::N,туьха,сол
427,Suppe::N,чорпа,супа
428,Honig::N,моз,мед
429,Milch::N,шура,мляко
430,Tee::N,чай,чай
431,Leder::N,цӏока,кожа
432,Wolle::N,тӏapгӏa,вълна
433,Stoff::N,кӏади,плат
434,Stoff::N,кӏади,материал
435,Nadel::N,маха,игла
436,Faden::N,тай,конец
437,Knopf::N,нуьйда,копче
438,Knoten::N,шад,възел
439,Farbe::N,сир,боя
440,Farbe::N,басар,боя
441,Kleidung::N,бедар,дрехи
442,Kleidung::N,бедар,облекло
443,Hemd::N,коч,риза
444,Kragen::N,кач,яка
445,Ärmel::N,пхьош,ръкав
446,Hose::N,хеча,панталони
447,Gürtel::N,доьхка,пояс
448,Gürtel::N,доьхка,колан
449,Mütze::N,куй,каскет
450,Mütze::N,куй,фуражка
451,Schuh::N,мача,обувка
452,Stiefel::N,этка,ботуш
453,Ring::N,чӏуг,пръстен
454,Band::N,лента,лента
455,Band::N,лента,връзка
456,Kamm::N,ехк,гребен
457,Spiegel::N,куьзга,огледало
458,Riemen::N,доьхка,каиш
459,Riemen::N,доьхка,ремък
460,Schnur::N,муш,връв
461,Leine::N,кочатосу доьхка,връв
462,Leine::N,кочатосу доьхка,въже
463,Decke::N,юргӏа,покривка
464,Kissen::N,гIайба,възглавница
465,Tuch::N,исхар,сукно
466,Handtuch::N,гата,пешкир
467,Handtuch::N,гата,кърпа за лице
468,Kraft::N,гӏора,мощ
469,Kraft::N,гӏора,сила
470,Stärke::N,гӏап,сила
471,Gesundheit::N,могашалла,здраве
472,Krankheit::N,цамгар,болест
473,Schmerz::N,лазар,болка
474,Wunde::N,чов,рана
475,Fieber::N,xорша,треска
476,Fieber::N,xорша,температура
477,Arznei::N,молха,лек
478,Arznei::N,молха,лекарство
479,Brücke::N,тӏай,мост
480,Brunnen::N,гӏу,чешма
481,Brunnen::N,гӏу,кладенец
482,Weide::N,дак,паша
483,Weide::N,дак,пасище
484,Pfad::N,тача,пътека
485,Weg::N,некъ,път
486,Straße::N,урам,шосе
487,Dorf::N,юрт,село
488,Stadt::N,гӏала,град
489,Brief::N,кехат,писмо
490,Buch::N,жайна,книга
491,Buchstabe::N,элп,буква
492,Zeitung::N,газет,вестник
493,Leben::N,дахар,живот
494,Tod::N,далар,смърт
495,Tod::N,ӏожалла,смърт
496,Grab::N,каш,гроб
497,Kirche::N,килс,църква
498,Sünde::N,къа,грях
499,Gott::N,дела,бог
500,Arbeiter::N,белхало,работник
501,Chef::N,хьаькам,шеф
502,Chef::N,хьаькам,началник
503,Meister::N,говзанча,майстор
504,Arzt::N,лор,лекар
505,Lehrer::N,хьехархо,учител
506,Geld::N,aхча,пари
507,Geschäft::N,туька,сделка
508,Laden::N,туька,дюкян
509,Laden::N,туька,магазин
510,Preis::N,мах,цена
511,Ware::N,хlума,стока
512,Nutzen::N,пайда,полза
513,Nutzen::N,пайда,облага
514,Reichtum::N,хьал,богатство
515,Welt::N,дуьне,свят
516,Land::N,мохк,страна
517,Staat::N,пачхьалкх,щат
518,Staat::N,пачхьалкх,държава
519,König::N,паччахь,крал
520,Macht::N,ӏедал,мощ
521,Macht::N,ӏедал,власт
522,Grenze::N,доза,граница
523,Krieg::N,тӏом,война
524,Feind::N,мостагӏ,враг
525,Feind::N,мостагӏ,неприятел
526,Gewalt::N,гӏело,сила
527,Gewalt::N,гӏело,насилие
528,Kampf::N,къийсам,борба
529,Kampf::N,къийсам,сражение
530,Pfeil::N,пха,стрела
531,Gewehr::N,топ,пушка
532,Fehler::N,гӏалат,грешка
533,Lüge::N,аьшпаш,лъжа
534,Schaden::N,зен,повреда
535,Unglück::N,бала,нещастие
536,Schuld::N,бехк,вина
537,Alter::N,хан,възраст
538,Schluss::N,чакхе,край
539,Zeit::N,хан,време
540,Tag::N,де,ден
541,Morgen::N,ӏуьйре,утро
542,Morgen::N,ӏуьйре,сутрин
543,Mittag::N,делкъе,обед
544,Mittag::N,делкъе,пладне
545,Abend::N,суьйре,вечер
546,Nacht::N,буьйса,нощ
547,Woche::N,кӏира,седмица
548,Monat::N,бутт,месец
549,Jahr::N,шо,година
550,Frühling::N,бӏаьсте,пролет
551,Sommer::N,аьхке,лято
552,Herbst::N,гуьйре,есен
553,Winter::N,ӏа,зима
554,Januar::N,январь,януари
555,Februar::N,февраль,февруари
556,März::N,март,март
557,April::N,апрель,април
558,Mai::N,май,май
559,Juni::N,июнь,юни
560,Juli::N,июль,юли
561,August::N,август,август
562,September::N,сентябрь,септември
563,Oktober::N,октябрь,октомври
564,November::N,ноябрь,ноември
565,Dezember::N,декабрь,декември
566,Montag::N,оршот,понеделник
567,Dienstag::N,шинара,вторник
568,Mittwoch::N,кхаара,сряда
569,Donnerstag::N,еара,четвъртък
570,Freitag::N,пӏераска,петък
571,Samstag::N,шот,събота
572,Sonntag::N,кӏиранде,неделя
573,groß::A,доккха,едър
574,groß::A,доккха,голям
575,klein::A,кегий,малък
576,klein::A,кегий,дребен
577,lang::A,еха,дълъг
578,kurz::A,доца,къс
579,breit::A,шуьйра,широк
580,schmal::A,готта,тесен
581,dicht::A,луьста,гъст
582,dick[Gegenstand]::A,стомма,дебел
583,dünn::A,дуткъа,тънък
584,fein::A,ховха,фин
585,fein::A,ховха,тънък
586,fest::A,чӏогӏа,твърд
587,fest::A,чӏогӏа,плътен
588,flach::A,чӏапа,равен
589,flach::A,чӏапа,плосък
590,glatt::A,шера,гладък
591,hart::A,чӏогӏa,твърд
592,hart::A,чӏогӏa,корав
593,weich::A,кӏеда,мек
594,rund::A,горга,кръгъл
595,spitz::A,ира,островръх
596,scharf::A,ира,остър
597,stumpf::A,аьртa,тъп
598,schwer::A,деза,тежък
599,schön::A,хаза,хубав
600,schön::A,хаза,красив
601,heiß::A,довха,жарък
602,warm::A,довха,топъл
603,kalt::A,шийла,студен
604,kühl::A,шийла,хладен
605,frisch::A,керла,свеж
606,feucht::A,тӏуьна,влажен
607,nass::A,тӏеда,мокър
608,trocken::A,eкъа,сух
609,voll::A,дуьзна,пълен
610,leer::A,яьсса,празен
611,offen::A,диллина,откровен
612,geschlossen::A,дӏакъевлина,закрит
613,geschlossen::A,дӏакъевлина,затворен
614,geschlossen::A,дӏачӏагӏдина,закрит
615,geschlossen::A,дӏачӏагӏдина,затворен
616,sauber::A,цӏена,чист
617,schmutzig::A,боьха,мръсен
618,roh::A,буьйда,суров
619,reif::A,хилла,зрял
620,lecker::A,чоме,вкусен
621,süß::A,мерза,сладък
622,bitter::A,къаьхьа,горчив
623,sauer::A,муьста,кисел
624,hell::A,сирла,ясен
625,hell::A,сирла,светъл
626,dunkel::A,бодане,тъмен
627,schwarz::A,ӏаьржа,черен
628,weiß::A,кӏайн,бял
629,rot::A,цӏен,червен
630,gelb::A,можа,жълт
631,blau::A,сийна,син
632,grün::A,баьццара,зелен
633,grau::A,cира,сив
634,grau::A,мокха,сив
635,bunt::A,къорза,шарен
636,bunt::A,къорза,пъстър
637,billig::A,дораха,евтин
638,teuer::A,деза,скъп
639,wertvoll::A,мехала,ценен
640,blind::A,бӏаьрзе,сляп
641,taub::A,къора,глух
642,kräftig::A,нуьцкъала,силен
643,stark::A,зоьртала,здрав
644,stark::A,зоьртала,силен
645,stark::A,нуьцкъала,здрав
646,stark::A,нуьцкъала,силен
647,schwach::A,гӏорасиза,слаб
648,fett::A,дерстана,тлъст
649,schlank::A,куц долу,тънък
650,schlank::A,куц долу,строен
651,hübsch::A,хаза,хубав
652,böse::A,вон,зъл
653,dumm::A,сонта,глупав
654,faul::A,мало ен,ленив
655,faul::A,мало ен,мързелив
656,fleißig::A,тӏера,прилежен
657,geizig::A,пис,скъпернически
658,geizig::A,сутара,скъпернически
659,klug::A,хьекъале,умен
660,klug::A,хьекъале,разумен
661,geschickt::A,тӏахъаьлла,умел
662,geschickt::A,тӏахъаьлла,сръчен
663,lieb::A,хьоме,мил
664,lieb::A,хьоме,драг
665,lustig::A,самукъане,весел
666,sanft::A,кlеда,нежен
667,sanft::A,кlеда,кротък
668,hungrig::A,меца,гладен
669,krank::A,цомгуш долу,болен
670,nackt::A,дерзана,гол
671,traurig::A,самукъане воцу,тъжен
672,traurig::A,самукъане воцу,печален
673,lebendig::A,дийна,жив
674,gut::A,дика,добър
675,schlecht::A,вон,лош
676,richtig::A,нийса,правилен
677,schlimm::A,вон,лош
678,wahr::A,бакъдолу,верен
679,wahr::A,бакъдолу,истински
680,alt::A,къена,стар
681,alt::A,къена,древен
682,neu::A,керла,нов
683,ehemalig::A,хилла,бивш
684,alt[Lebewesen]::A,къена,стар
685,jung::A,къона,млад
686,arm::A,къен,беден
687,reich::A,хьоле,богат
688,bekannt::A,девзаш долу,познат
689,bekannt::A,девзаш долу,известен
690,berühmt::A,цӏеяхана,почут
691,berühmt::A,цӏеяхана,известен
692,fremd::A,нехан,чужд
693,verschieden::A,тайп-тайпанара,разен
694,verschieden::A,тайп-тайпанара,различен
695,nah::A,гергара,близък
696,fern::A,гена,далечен
697,fern::A,генара,далечен
698,linker::A,аьрру,ляв
699,rechter::A,аьтту,прав
700,anderer::A,кхин,друг
701,erster::A,хьалхара,пръв
702,erster::A,хьалхара,първи
703,zweiter::A,шолгIа,втори
704,dritter::A,кхоалгӏа,трети
705,letzter::A,тӏаьххьара,последен
706,allein::ADV,цхьаъ,само
707,auf einmal::ADV,цу сохьтта,същевременно
708,zusammen::ADV,цхьана,заедно
709,lange::ADV,дукха,дълго
710,plötzlich::ADV,цIеххьана,изведнъж
711,sofort::ADV,цу сохьтта,веднага
712,später::ADV,тӏаьхьо,по-късно
713,jetzt::ADV,хӏинца,сега
714,heute::ADV,тахана,днес
715,morgen::ADV,кхана,утре
716,bald::ADV,кеста,скоро
717,dann::ADV,тӏаккха,после
718,dann::ADV,тӏаккха,тогава
719,gestern::ADV,селхана,вчера
720,einst::ADV,цкъа,някога
721,damals::ADV,хӏетахьь,тогава
722,danach::ADV,тӏаккха,после
723,danach::ADV,тӏаккха,след това
724,vorher::ADV,хьалхa,преди
725,vorher::ADV,хьалхa,преди това
726,zuerst::ADV,хьалха,най-напред
727,einmal::ADV,цкъа,веднъж
728,einmal::ADV,цкъа,един път
729,manchmal::ADV,цкъаццкъа,понякога
730,oft::ADV,кест-кеста,често
731,immer::ADV,даим,винаги
732,niemals::ADV,цкъа а,никога
733,hier::ADV,кхузахь,тук
734,hier::ADV,кхузахь,тука
735,hierhin::ADV,кхуза,насам
736,von hier::ADV,кхузара,оттук
737,von hier::ADV,кхузара,оттука
738,dort::ADV,цигахь,там
739,dorthin::ADV,цига,натам
740,dorthin::ADV,цига,нататък
741,geradeaus::ADV,нийса дӏа,направо
742,vorwärts::ADV,хьалха,напред
743,rückwärts::ADV,юха,назад
744,zurück::ADV,юха,обратно
745,unten::ADV,лахахь,долу
746,hinab::ADV,охьа,надолу
747,oben::ADV,лакхахь,горе
748,hinauf::ADV,хьала,нагоре
749,überall::ADV,массанхьа,навсякъде
750,nicht::ADV,ца,не
751,ein wenig::ADV,кӏеззиг,малко
752,kaum::ADV,халла,едва
753,kaum::ADV,халла,едвам
754,sehr::ADV,вуно,много
755,sehr::ADV,вуно,твърде
756,noch::ADV,кхин,още
757,nur::ADV,бен ...ца,само
758,schon::ADV,хӏинцале,вече
759,wieder::ADV,юха а,пак
760,wieder::ADV,юха а,отново
761,vergebens::ADV,эрна,напразно
762,vor::PRP,хьалха,пред
763,hinter::PRP,тӏехьа,зад
764,unter::PRP,кIелахь,под
765,durch::PRP,чекх,през
766,neben::PRP,юххе,до
767,neben::PRP,юххе,при
768,zwischen::PRP,юккъехь,между
769,zwischen::PRP,юккъехь,помежду
770,wegen::PRP,дуьхьа,заради
771,dies::PRN,и,този
772,dies::PRN,иза,този
773,das::PRN,и,туй
774,das::PRN,и,това
775,das::PRN,иза,туй
776,das::PRN,иза,това
777,alles::PRN,дерриг,всичко
778,ich::PRN,cо,аз
779,du::PRN,хьо,ти
780,er::PRN,и,той
781,er::PRN,иза,той
782,wir::PRN,тхо,ние
783,wir::PRN,вай,ние
784,ihr::PRN,шу,вие
785,sie::PRN,уьш,те
786,was::FPRN,хӏун,що
787,was::FPRN,хӏун,какво
788,wer::FPRN,мила,кой
789,wo::FADV,мичaхь,къде
790,wohin::FADV,мича,накъде
791,wohin::FADV,мича,накъдето
792,wie::FADV,муха,как
793,warum::FADV,хӏунда,защо
794,wieviel::FNUM,мел,колко
795,wieviel::FNUM,маса,колко
796,eins::NUM,цхьаъ,един
797,zwei::NUM,шиъ,два
798,drei::NUM,кхоъ,три
799,vier::NUM,диъ,четири
800,fünf::NUM,пхиъ,пет
801,sechs::NUM,ялх,шест
802,sieben::NUM,ворхӏ,седем
803,acht::NUM,бархӏ,осем
804,neun::NUM,исс,девет
805,zehn::NUM,итт,десет
806,elf::NUM,цхьайтта,единайсет
807,elf::NUM,цхьайтта,единадесет
808,zwölf::NUM,шийтта,дванайсет
809,zwölf::NUM,шийтта,дванадесет
810,zwanzig::NUM,ткъа,двайсет
811,zwanzig::NUM,ткъа,двадесет
812,dreißig::NUM,ткъе итт,тридесет
813,vierzig::NUM,шовзткъа,четиридесет
814,fünfzig::NUM,шовзткъе итт,петдесет
815,sechzig::NUM,кхузткъа,шестдесет
816,siebzig::NUM,кхузткъе итт,седемдесет
