,Concept_ID,sv,te
715,hinter::PRP,bakom,వెనుక
716,unter::PRP,under,క్రింద
717,durch::PRP,genom,ద్వారా
718,durch::PRP,igenom,ద్వారా
719,neben::PRP,bredvid,దగ్గెర
720,neben::PRP,vid sidan av,దగ్గెర
721,zwischen::PRP,mellan,మధ్య
722,wegen::PRP,på grund av,కారణంగా
723,dies::PRN,detta,ఇది
724,das::PRN,det,అది
725,alles::PRN,allt,సకలము
726,ich::PRN,jag,నేను
727,du::PRN,du,నీవు
728,er::PRN,han,అతడు
729,wir::PRN,vi,మనము
730,ihr::PRN,ni,మీరు
731,sie::PRN,de,వారు
732,was::FPRN,vad,ఏమి
733,wer::FPRN,vem,ఎవడు
734,wo::FADV,var,ఎక్కడ
735,wohin::FADV,vart,ఎందుకు
736,wie::FADV,hur,ఎట్టు
737,warum::FADV,varför,ఏల
738,wieviel::FNUM,hur mycket,ఎంత
739,eins::NUM,en,ఒకటి
740,eins::NUM,ett,ఒకటి
741,zwei::NUM,två,రెండు
742,drei::NUM,tre,మూడు
743,vier::NUM,fyra,నాలుగు
744,fünf::NUM,fem,అయిదు
745,sechs::NUM,sex,ఆఱు
746,sieben::NUM,sju,ఏరు
747,acht::NUM,åtta,ఎనిమదు
748,neun::NUM,nio,తొమ్మిది
749,zehn::NUM,tio,పది
750,elf::NUM,elva,పదునొకొండు
751,zwölf::NUM,tolv,పండ్రండు
752,zwanzig::NUM,tjugo,ఇరుపది
753,dreißig::NUM,trettio,ముప్పది
754,vierzig::NUM,fyrtio,నలువది
755,fünfzig::NUM,femtio,ఏబది
756,sechzig::NUM,sextio,అరుపది
757,siebzig::NUM,sjuttio,డెబ్బది
758,achtzig::NUM,åttio,ఎనుబది
759,neunzig::NUM,nittio,తొంబది
760,hundert::NUM,hundra,నూఱు
761,tausend::NUM,tusen,వేయి
762,und::CNJ,och,మఱియు
763,oder::CNJ,eller,లేక
764,stehen::V,stå,నిలుచు
765,sitzen::V,sitta,కూర్చుండు
766,liegen::V,ligga,పండుకొనుట
767,hängen::V,hänga,వ్రేలాడదీయు
768,werden::V,bli,అగు
769,passieren::V,ske,సంభవించు
770,passieren::V,hända,సంభవించు
771,beginnen::V,börja,ఆరంభించు
772,enden::V,ända,తీరుట
773,wechseln::V,växla,మార్చు
774,aufgehen[Sonne]::V,gå upp,ఉదయించు
775,untergehen[Sonne]::V,gå ned,అస్తమించు
776,scheinen[Sonne]::V,skina,ప్రకాశించు
777,donnern::V,dundra,ఉరుముట
778,wehen::V,blåsa,దురద్పప్టము
779,strömen::V,forsa,పారుట
780,strömen::V,strömma,పారుట
781,fließen::V,flyta,ప్రవహించు
782,sich drehen::V,snurra,తిరుగు
783,schwanken::V,vackla,ఆడించుట
784,schwingen::V,svinga,ఊగుట
785,fallen::V,falla,పడు
786,brennen::V,brinna,కాలుట
787,rauchen::V,ryka,పొగసుట
788,regnen::V,regna,కురిపించుట
789,gefrieren::V,frysa,గడ్డకట్టు
790,tauen::V,töa,కరగు
791,schmelzen::V,smälta,కరగు
792,trocknen::V,torka,యెండుట
793,sieden::V,koka,ఉడుకు
794,sieden::V,sjuda,ఉడుకు
795,faulen::V,ruttna,క్రుళ్లు
796,verfaulen::V,ruttna,క్షిణించు
797,reißen::V,brista,చించు
798,versinken::V,sjunka,మునుగు
799,vergehen::V,förgå,సంభవించు
800,erscheinen::V,synas,కనబడు
801,erscheinen::V,visa sig,కనబడు
802,verschwinden::V,försvinna,అదృశ్యమగు
803,sinken::V,sjunka,ముణుగుట
804,abnehmen::V,avta,తగ్గు
805,abnehmen::V,minskas,తగ్గు
806,zunehmen::V,tilltaga,పెరుగుట
807,steigen::V,stiga,లేచు
808,wachsen::V,växa,పెరుగు
809,glänzen::V,glimma,ప్రకాశించు
810,funkeln::V,tindra,ప్రకాశించు
811,funkeln::V,gnistra,ప్రకాశించు
812,lärmen::V,bråka,అరుచుట
813,lärmen::V,väsnas,అరుచుట
814,läuten::V,ringa,మేళవించుట
815,klingeln::V,ringa,వాయించుట
816,klirren::V,klirra,ఘంటానాదము
817,brausen::V,brusa,గర్జించు
818,rauschen::V,susa,చటచటమనుట
819,klingen::V,låta,ధ్వనించుట
820,klingen::V,klinga,ధ్వనించుట
821,bellen::V,skälla,అఱచు
822,heulen::V,yla,కూయు
823,heulen::V,tjuta,కూయు
824,blasen::V,blåsa,దురద్పప్టము
825,pfeifen::V,vissla,ఈలవేయు
826,schreien::V,skrika,అఱచు
827,stöhnen::V,stöna,మూలుగు
828,zittern::V,darra,వణకు
829,zittern::V,skälva,వణకు
830,leben::V,leva,జీవించుట
831,geboren werden::V,födas,పుట్టుట
832,atmen::V,andas,ఉపిరి తీయు
833,trinken::V,dricka,త్రాగు
834,essen::V,äta,తిను
835,schlucken::V,svälja,మ్రింగు
836,müde werden::V,tröttna,అలయు
837,einschlafen::V,somna,నిద్రించు
838,schlafen::V,sova,నిద్రురించు
839,aufwachen::V,vakna,మేలుకొను
840,aufstehen::V,stiga upp,లేచు
841,sich erholen::V,repa sig,నడ్డి వాల్చు
842,sich erholen::V,hämta sig,నడ్డి వాల్చు
843,krank werden::V,insjukna,జబ్బుపడు
844,krank sein::V,vara sjuk,జబ్బు చేయు
845,schmerzen::V,smärta,నొచ్చుట
846,schmerzen::V,göra ont,నొచ్చుట
847,husten::V,hosta,దగ్గుట
848,genesen::V,tillfriskna,కుదురుట
849,sterben::V,dö,మరణించు
850,umkommen::V,omkomma,నశించు
851,sich bewegen::V,röra sig,కదలు
852,sich rühren::V,röra på sig,కదలు
853,sich erheben::V,resa sig,లేచు
854,sich setzen::V,sätta sig,కూర్చుణ్డు
855,hinfallen::V,falla omkull,దొర్లు
856,laufen::V,löpa,నడచు
857,schreiten::V,skrida,అడుగుపెట్టుట
858,spazierengehen::V,promenera,పచారు చేయు
859,eilen::V,ila,తొందరపడు
860,sich beeilen::V,skynda sig,త్వరపెట్టు
861,sausen::V,susa,విసరికొట్టు
862,rennen::V,löpa,పరుగెత్తు
863,rennen::V,springa,పరుగెత్తు
864,springen::V,hoppa,దుముకు
865,klettern::V,klättra,ఎక్కు
866,schaukeln::V,gunga,ఉయ్యాల ఊగు 
867,kriechen::V,kräla,ప్రాకు
868,schwimmen::V,simma,ఈదు
869,tauchen::V,dyka,మునుగు
870,rudern::V,ro,తెడ్లతోఁగడపు
871,fahren::V,köra,నడపు
872,fliegen::V,flyga,ఎగురు
873,gehen::V,gå,పోవు
874,weggehen::V,gå bort,బయలుదేరు
875,abfahren::V,resa,విడిచిపోవు
876,abfahren::V,avresa,విడిచిపోవు
877,anhalten::V,stanna,నిలుపు
878,hineingehen::V,gå in,ప్రవేశించు
879,eintreten::V,träda in,ప్రవేశించు
880,kommen::V,komma,వచ్చు
881,ankommen::V,ankomma,వచ్చి చేరు
882,zurückkommen::V,återkomma,తిరిగీవచ్చుట
883,bleiben::V,bli,ఉండు
884,bleiben::V,förbli,ఉండు
885,warten::V,vänta,కనిపెట్టు
886,erwarten::V,vänta,నిరిక్షించు
887,suchen::V,leta,వెదకు
888,finden::V,finna,కనుగొను
889,versuchen::V,försöka,ప్రయత్నించు
890,vorbereiten::V,förbereda,తయారుచేయు
891,lieben::V,älska,ప్రేమించు
892,mögen::V,tycka om,ఇష్టపడు
893,lachen::V,skratta,నవ్వు
894,rühren::V,röra,గుండె తాకు
895,weinen::V,gråta,వీడ్చు
896,schimpfen::V,skälla,గొణుగు
897,sich ärgern::V,förargas,అలుగు
898,sich fürchten::V,vara rädd,భయపడు
899,fürchten::V,frukta,భయపడు
900,fliehen::V,fly,పాఱిపోపు
901,fliehen::V,rymma,పాఱిపోపు
902,flüchten::V,fly,తప్పించుకొను
903,sehen::V,se,చూచు
904,anschauen::V,se på,చూచు
905,anschauen::V,betrakta,చూచు
906,ansehen::V,åse,కాచియుండు
907,hören::V,höra,విను
908,zuhören::V,höra på,విను
909,zuhören::V,lyssna till,విను
910,probieren::V,smaka,చవిచూచుట
911,probieren::V,smaka på,చవిచూచుట
912,riechen::V,lukta,వాసనచూచు
913,fühlen::V,känna,స్పర్శించుట
914,scheinen::V,verka,కనబడు
915,scheinen::V,tyckas,కనబడు
916,zu sehen sein::V,synas,చూవు
917,zu sehen sein::V,kunna ses,చూవు
918,vernehmen::V,få veta,విను
919,vernehmen::V,förnimma,విను
920,frieren::V,frysa,చలికి వడకు
921,tun::V,göra,చేయు
922,können::V,kunna,గల
923,wollen::V,vilja,కోరు
924,anfangen::V,börja,ఆరంభించు
925,beenden::V,avsluta,ముగించు
926,aufhören::V,sluta,నిలుపు
927,aufhören::V,upphöra,నిలుపు
928,gelingen::V,lyckas,గెలుపాందు
929,geraten::V,bli,వెలువడు
930,öffnen::V,öppna,తెఱచు
931,schließen::V,låsa,మూయు
932,schließen::V,stänga,మూయు
933,stellen::V,ställa,ఉంచు
934,setzen::V,sätta,ఉంచు
935,legen::V,lägga,పెట్టు
936,berühren::V,beröra,తాకు
937,verbinden::V,förbinda,చేర్చుట
938,bedecken::V,täcka,మూయు
939,bedecken::V,betäcka,మూయు
940,aufhängen::V,hänga,వ్రేలాడదీయు
941,aufhängen::V,hänga upp,వ్రేలాడదీయు
942,anzünden::V,tända,వెలిగించు
943,anzünden::V,antända,వెలిగించు
944,anzünden::V,tända på,వెలిగించు
945,aufheben::V,lyfta,సేకరించు
946,zurücklassen::V,lämna,విడుచు
947,zurücklassen::V,efterlämna,విడుచు
948,verlieren::V,mista,పోగొట్టుకొను
949,verlieren::V,förlora,పోగొట్టుకొను
950,fallen lassen::V,tappa,జాఱవిడుచు
951,fallen lassen::V,släppa,జాఱవిడుచు
952,machen::V,göra,చేయు
953,herstellen::V,tillverka,ఉత్పత్తిచేయు
954,herstellen::V,framställa,ఉత్పత్తిచేయు
955,bauen::V,bygga,నిర్మించు
956,reparieren::V,reparera,సరిచేయు
957,verbessern::V,rätta,వృద్ధి చేయు
958,verbessern::V,förbättra,వృద్ధి చేయు
959,ändern::V,ändra,మార్చు
960,ändern::V,förändra,మార్చు
961,graben::V,gräva,త్రవ్వు
962,beugen::V,böja,వంచు
963,biegen::V,böja,వంచు
964,biegen::V,kröka,వంచు
965,drehen::V,vrida,నూలువడుకు
966,wenden::V,vända,త్రిప్పు
967,umdrehen::V,vrida om,త్రిప్పు
968,heben::V,häva,ఎత్తు
969,hochheben::V,lyfta,ఎత్తు
970,ergreifen::V,gripa,వశపఱచుకొను
971,halten::V,hålla,ఉంచు
972,drücken::V,trycka,అణచు
973,schieben::V,skjuta,నొక్కు
974,kratzen::V,riva,గోకు
975,kratzen::V,skrapa,గోకు
976,lecken::V,slicka,నాకు
977,beißen::V,bita,కఱచు
978,abreißen::V,slita_av,తెగతెంచు
979,abreißen::V,riva_av,తెగతెంచు
980,abschneiden::V,skära av,తెగకొట్టు
981,binden::V,binda,కట్టు
982,stecken::V,sticka,తగులుకొనివుండుట
983,brechen::V,bryta,పగులగొట్టు
984,brechen::V,brista,పగులగొట్టు
985,klopfen::V,banka,కొట్టు
986,klopfen::V,klappa,కొట్టు
987,hauen::V,hugga,కొట్టు
988,kleben::V,klistra,అంటుకొను
989,reiben::V,gnida,రాచు
990,streichen::V,smörja,వ్యాపింపజేయు
991,schleifen::V,slipa,రాచు
992,schneiden::V,skära,కోయు
993,schneiden::V,klippa,కోయు
994,rütteln::V,skaka,కుదిలించుట
995,schütteln::V,rista,కదల్చు
996,schwenken::V,svänga,ఊచుట
997,schütten::V,hälla,పోయు
998,füllen::V,fylla,నింపు
999,einwickeln::V,slå in,చుట్టు
1000,einwickeln::V,veckla in,చుట్టు
1001,tragen::V,bära,మోయు
1002,schleppen::V,släpa,ఈడ్చు
1003,ziehen::V,dra,ఈడ్చు
1004,aufbewahren::V,förvara,కాపాడు
1005,aufbewahren::V,ta vara på,కాపాడు
1006,werfen::V,kasta,విసరు
1007,fangen::V,fånga,పట్టుకొను
1008,packen::V,gripa,పట్టుకొను
1009,packen::V,gripa tag,పట్టుకొను
1010,verstecken::V,gömma,దాచు
1011,teilen::V,dela,భాగించు
1012,schicken::V,skicka,పంపు
1013,bringen::V,bringa,తెచ్చు
1014,hinzufügen::V,tillägga,చేర్చు
1015,bekommen::V,få,సంపాదించు
1016,bekommen::V,erhålla,సంపాదించు
1017,erhalten::V,få,పుచ్చుకొను
1018,erhalten::V,erhålla,పుచ్చుకొను
1019,nehmen::V,ta,తీసికొను
1020,nehmen::V,taga,తీసికొను
1021,wählen::V,välja,ఇష్టపడు
1022,auswählen::V,utvälja,ఏరుకొను
1023,bewahren::V,bevara,భద్రపఱుచు
1024,behindern::V,hindra,అడ్డగించుట
1025,behindern::V,förhindra,అడ్డగించుట
1026,verderben::V,förstöra,చెఱచు
1027,beschädigen::V,skada,చెరుపుట
1028,zerbrechen::V,bryta isär,పగులగొట్టు
1029,zerbrechen::V,bryta sönder,పగులగొట్టు
1030,zerreißen::V,riva sönder,చించు
1031,zerreißen::V,slita sönder,చించు
1032,zerstören::V,förstöra,వాశనము చేయు
1033,verbrennen::V,bränna,కాల్చు
1034,verbrennen::V,bränna upp,కాల్చు
1035,geben::V,ge,ఇచ్చు
1036,reichen::V,räcka,అందుకొనుట
1037,schenken::V,skänka,అర్పించు
1038,versprechen::V,lova,వాగ్దత్తము చేయు
1039,wünschen::V,önska,కోరు
1040,loben::V,lova,స్తుతించు
1041,loben::V,beröma,స్తుతించు
1042,küssen::V,pussa,ముద్దుపెట్టుకొను
1043,wiegen::V,vagga,ఊచుట
1044,zudecken::V,täcka,మూయు
1045,wecken::V,väcka,నిద్రపలేపుట
1046,zeigen::V,visa,చూవు
1047,führen::V,föra,దారిచూపు
1048,lehren::V,lära,బోధించు
1049,unterrichten::V,undervisa,నేర్పు
1050,aufziehen::V,uppfostra,పెంచు
1051,leiten::V,leda,తీసుకపోవుట
1052,antreiben::V,driva på,ప్రేరేపించు
1053,lassen::V,få att,అనుమతించు
1054,einladen::V,bjuda,ఆహ్వానించు
1055,einladen::V,inbjuda,ఆహ్వానించు
1056,vereinigen::V,förena,కూడుట
1057,besuchen::V,besöka,పోయి చూచు
1058,treffen::V,möta,కలియు
1059,treffen::V,träffa,కలియు
1060,sich versammeln::V,församla sig,కూర్చు
1061,spielen::V,leka,ఆట లాడు
1062,spielen::V,spela,ఆట లాడు
1063,singen::V,sjunga,పాడు
1064,tanzen::V,dansa,నృత్యముచేయు
1065,sich trennen::V,skiljas,ఎడబాయుట
1066,verlassen::V,lämna,విడుచు
1067,verlassen::V,överge,విడుచు
1068,retten::V,rädda,తప్పించుట
1069,bewachen::V,bevaka,కాపాడు
1070,schützen::V,skydda,రక్షించు
1071,schützen::V,beskydda,రక్షించు
1072,verteidigen::V,försvara,రక్షించు
1073,sich schlagen::V,slåss,జగడమాడు
1074,schießen::V,skjuta,కాల్చు
1075,siegen::V,segra,గెలుచు
1076,ärgern::V,förarga,పీడించుట
1077,schlagen::V,slå,కొట్టు
1078,treten::V,sparka,తన్ను
1079,stechen::V,sticka,కుట్టు
1080,stoßen::V,stöta,గెంటు
1081,stehlen::V,stjäla,దొంగిలించు
1082,stören::V,störa,కలతపఱచు
1083,belästigen::V,genera,పీడించు
1084,belästigen::V,besvära,పీడించు
1085,verbergen::V,dölja,దాచు
1086,täuschen::V,vilseleda,మోసము చేయు
1087,betrügen::V,bedra,మోసపుచ్చు
1088,töten::V,döda,చంపు
1089,wohnen::V,bo,నివసించు
1090,arbeiten::V,arbeta,పనిచేయు
1091,sammeln::V,samla,ప్రోగుచేయు
1092,pflücken::V,plocka,యేరుట
1093,jagen::V,jaga,వేటాడు
1094,fischen::V,fiska,వెదకు
1095,fassen::V,fånga,పట్టుకొమ
1096,hüten::V,vakta,మందచేరుట
1097,treiben::V,driva,నడపు
1098,anbinden::V,binda fast,కట్టు
1099,füttern::V,fodra,భోజనము పెట్టు
1100,melken::V,mjölka,పాలు పితుకు
1101,hacken::V,hacka,నఱకు
1102,gießen::V,hälla,నీళ్ళుకట్టుట
1103,gießen::V,vattna,నీళ్ళుకట్టుట
1104,reifen::V,mogna,పండుట
1105,zubereiten::V,tillaga,వండు
1106,zubereiten::V,tillreda,వండు
1107,kochen::V,koka,వండు
1108,backen::V,baka,రొట్టెకాల్చు
1109,braten::V,steka,వేపు
1110,umrühren::V,röra om,కదులుట
1111,stricken::V,sticka,అల్లు
1112,nähen::V,sy,కుట్టు
1113,färben::V,färga,రంగు వేయు
1114,reinigen::V,rensa,శుభ్రము చేయు
1115,reinigen::V,rengöra,శుభ్రము చేయు
1116,waschen::V,tvätta,కడుగు
1117,abwischen::V,torka av,తుడుచు
1118,spülen::V,spola,నీటిలో జడించు
1119,spülen::V,skölja,నీటిలో జడించు
1120,fegen::V,feja,ఊడ్చు
1121,kehren::V,sopa,ఊడ్చు
1122,baden::V,bada,స్నానము చేయు
1123,sich waschen::V,tvätta sig,కడుగు
1124,ausziehen::V,ta av,విప్పు
1125,anziehen::V,ta på,ధరించు
1126,sich anziehen::V,klä på sig,బట్టలు వేసుకొను
1127,sich anziehen::V,klä på sig,తొడుగుకొను
1128,kämmen::V,kamma,దువ్వుట
1129,schmücken::V,pynta,అలంకరించు
1130,schmücken::V,smycka,అలంకరించు
1131,sagen::V,säga,చెప్పు
1132,sprechen::V,tala,చెప్పు
1133,reden::V,tala,మాటలాడు
1134,reden::V,prata,మాటలాడు
1135,sich unterhalten::V,prata,ముచ్చటలాడు
1136,fragen::V,fråga,ప్రశ్నించు
1137,fragen::V,spörja,ప్రశ్నించు
1138,bitten::V,be,కోరు
1139,erzählen::V,berätta,చెప్పు
1140,mitteilen::V,meddela,తెలియజేయు
1141,nennen::V,kalla,పేరు వెట్టు
1142,rufen::V,ropa,పిలుచు
1143,prahlen::V,pråla,జల్లి
1144,prahlen::V,skryta,జల్లి
1145,übersetzen::V,tolka,తర్జుమాచేయు
1146,übersetzen::V,översätta,తర్జుమాచేయు
1147,denken::V,tänka,ఆలోచించు
1148,glauben::V,tro,నమ్ము
1149,bemerken::V,uppmärksamma,గుర్తించు
1150,bemerken::V,lägga märke till,గుర్తించు
1151,erkennen::V,känna igen,గుర్తించు
1152,begreifen::V,begripa,గ్రహించు
1153,verstehen::V,förstå,గ్రహించు
1154,lernen::V,lära sig,నేర్చు కొను
1155,wissen::V,veta,తెలిసికొను
1156,sich erinnern an::V,minnas,జ్ఞాపకముంచుకొను
1157,sich erinnern an::V,komma ihåg,జ్ఞాపకముంచుకొను
1158,vergessen::V,glömma,మఱచిపోవు
1159,messen::V,mäta,కొలుచుట
1160,zählen::V,räkna,లెక్కపెట్టు
1161,rechnen::V,räkna,లెక్కపెట్టు
1162,lesen::V,läsa,చదువు
1163,malen::V,måla,పూనుట
1164,zeichnen::V,teckna,వ్రాసుట
1165,schreiben::V,skriva,వ్రాయు
1166,besitzen::V,äga,కలిగియుండు
1167,besitzen::V,besitta,కలిగియుండు
1168,kaufen::V,köpa,కొను
1169,verkaufen::V,sälja,అమ్ము
1170,bezahlen::V,betala,చెల్లించు
1171,zahlen::V,betala,చెల్లించు
1172,beherrschen::V,behärska,ఏలు
1173,ertragen::V,tåla,భరించు
1174,ertragen::V,uthärda,భరించు
