,Concept_ID,ar,mrj
114,Gipfel::N,قمة,неркӓ
115,Höhle::N,كهف,ы́раж
116,Abhang::N,منحدر,полом
117,Quelle::N,منبع,вӹдсӹнзӓ
118,Bach::N,مجرى,ӓнгӹр
119,Fluss::N,نهر,вӹд
120,Ufer::N,ضفة,сир
121,Küste::N,ساحل,сир
122,Festland::N,بر,мӱлӓндӹ
123,Meer::N,بحر,тангыж
124,Bucht::N,خليج,вӹдъял
125,Insel::N,جزيرة,острок
126,Blume::N,زهرة,пеледӹш
127,Gras::N,حشيش,шуды
128,Wurzel::N,أصل,важ
129,Baum::N,شجرة,пушӓнгӹ
130,Stamm::N,جذع,пушӓнгӹ тӹнг
131,Rinde::N,قشرة,каргыж
132,Ast::N,فرع,укш
133,Zweig::N,غصن,укш
134,Blatt::N,ورقة,листӹ
135,Birke::N,قضبان,куги
136,Kiefer[Baum]::N,صنوبرة,йӓктӹ
137,Weide[Baum]::N,صفصاف,уа
138,Tanne::N,شوح,кож
139,Tanne::N,تبوب,кож
140,Horn::N,قرن,шур
141,Feder::N,ريشة,пын
142,Fell::N,فرو,кавашты
143,Flügel::N,جناح,шылдыр
144,Klaue::N,مخلب,кӹч
145,Kralle::N,مخلب,лапа
146,Schwanz::N,ذيل,пач
147,Ei::N,بيض,мыны
148,Nest::N,عش,пӹжӓш
149,Bau::N,جحر,ыраж
150,Tier::N,حيوان,во́льык
151,Herde::N,قطيع,кӹтö
152,Kuh::N,بقرة,ышкал
153,Bulle::N,ثور,ӱшкӱж
154,Pferd::N,خيل,имни
155,Schaf::N,شاة,шарык
156,Schwein::N,خنزير,сасна
157,Hund::N,كلب,пи
158,Katze::N,قطة,коти
159,Bär::N,دب,мöскӓ
160,Eichhörnchen::N,سنجاب,ур
161,Elch::N,موظ,шарды
162,Fuchs::N,ثعلب,рӹвӹж
163,Hase::N,أرنب,морен
164,Maus::N,فأرة,каля
165,Wolf::N,ذئب,пирӹ
166,Vogel::N,طير,кек
167,Schwarm::N,سرب,цуца
168,Huhn::N,دجاجة,цӹвӹ
169,Hahn::N,ديك,ӓптӓн
170,Gans::N,وزة,комбы
171,Adler::N,نسر,кучкыж
172,Ente::N,بطة,лыды
173,Eule::N,بوم,тымана
174,Kranich::N,كركي,тырня
175,Kranich::N,كركي,тыртня
176,Krähe::N,غراب,лудыгарак
177,Kuckuck::N,وقواق,куку
178,Schwan::N,إوز عراقي,йӱксӹ
179,Fisch::N,سمك,кол
180,Barsch::N,فرخ أوربي,алангы
181,Hecht::N,سمك الكراكي,нуж
182,Hecht::N,سمك الكراكي,нужгол
183,Schlange[Tier]::N,حية,кӹшкы
184,Schlange[Tier]::N,ثعبان,кӹшкы
185,Wurm::N,دودة,шукш
186,Spinne::N,عنكبوت,ӓнгӹремшӹ
187,Ameise::N,نملة,кыткы
188,Laus::N,قملة,ти
189,Mücke::N,ناموسة,кужнер
190,Mücke::N,ناموسة,кужынер
191,Fliege::N,ذبابة,шӹнгӓ
192,Schmetterling::N,فراشة,лӹпӹ
193,Beere::N,حبة,мöр
194,Apfel::N,تفاح,олма
195,Pilz::N,فطر,понгы
196,Zwiebel::N,بصل,охыра
197,Saat::N,زرع,нӱшмӹ
198,Saat::N,زرع,нӱшмӱ
199,Korn::N,حبة,пӹрцӹ
200,Heu::N,دريس,шуды
201,Schale::N,قشرة,аваха
202,Schale::N,قشرة,карлангы
203,Grube::N,نقرة,йӓм
204,Falle::N,فخ,лӱдӹ
205,Falle::N,فخ,лӱдӹш
206,Falle::N,مصيدة,лӱдӹ
207,Falle::N,مصيدة,лӱдӹш
208,Schlinge::N,عروة,онгы
209,Spur::N,أثر,кишӓ
210,Asche::N,رماد,ломых
211,Asche::N,رماد,ломпыж
212,Dreck::N,قذر,лявӹрӓ
213,Eisen::N,حديد,кӹртни
214,Gold::N,ذهب,шöртни
215,Gold::N,ذهب,шöртньӹ
216,Silber::N,فضة,ши
217,Kohle::N,فحم,шӱ
218,Glas::N,زجاج,охоница
219,Lehm::N,طين,шун
220,Sand::N,رمل,ошма
221,Mensch::N,إنسان,эдем
222,Mann::N,رجل,пӱэргӹ
223,Frau::N,امرأة,ӹдӹрӓмӓш
224,Kind::N,طفل,ӓзӓ
225,Kind::N,طفل,шачшы
226,Junge::N,ولد,рвезӹ
227,Junge::N,ولد,ӹрвезӹ
228,Mädchen::N,بنت,ӹдӹрӓш
229,Familie::N,عائلة,йиш
230,Familie::N,عائلة,семня
231,Großvater::N,جد,тьоти
232,Großmutter::N,جدة,папа
233,Eltern::N,أبوان,ӓтя-ӓвӓ
234,Eltern::N,والدان,ӓтя-ӓвӓ
235,Vater::N,أب,ӓтя
236,Mutter::N,أم,ӓвӓ
237,Sohn::N,إبن,эргӹ
238,Tochter::N,بنت,ӹдӹр
239,Tochter::N,إبنة,ӹдӹр
240,Bruder::N,أخ,ӹза
241,Bruder::N,شقيق,ӹза
242,Schwester::N,أخت,ӓкӓ
243,Onkel::N,عم,кугуза
244,Tante::N,عمة,куака
245,Ehemann::N,زوج,мары
246,Ehefrau::N,زوجة,вӓтӹ
247,Freude::N,فرح,ӹвӹртӹмӓш
248,Freude::N,سرور,ӹвӹртӹмӓш
249,Gelächter::N,قهقهة,ваштылмаш
250,Glück::N,سعادة,пиӓл
251,Kummer::N,غم,ясы
252,Wunsch::N,منية,охата
253,Wunsch::N,منية,шанымаш
254,Lust::N,شهوة,шӓр
255,Lust::N,شهوة,охата
256,Lust::N,شهوة,шанымаш
257,Geist::N,روح,тух
258,Gedanke::N,فكرة,шанымаш
259,Gedächtnis::N,ذاكرة,ӓш
260,Verstand::N,عقل,ыш
261,Sinn::N,معنى,кын
262,Grund::N,سبب,вир
263,Wahrheit::N,حقيقة,тöр
264,Gespräch::N,محادثة,хытырымаш
265,Märchen::N,خرافة,ямак
266,Erzählung::N,قصة,шайыштмаш
267,Erzählung::N,حكاية,шайыштмаш
268,Nachricht::N,خبر,увертӓрӹмӓш
269,Neuigkeit::N,خبر جديد,увер
270,Name::N,اسم,лӹм
271,Rätsel::N,لغز,тышты
272,Rede::N,خطبة,шая
273,Rede::N,خطبة,шамак
274,Sprache::N,لغة,йӹлмӹ
275,Stimme::N,صوت,юк
276,Wort::N,كلمة,шамак
277,Zeichen::N,رمز,палӹ
278,Zeichen::N,إشارة,палӹ
279,Ruf::N,نداء,сӹгӹрӹмӓш
280,Lärm::N,صخب,юкланымащ
281,Lärm::N,ضجة,юкланымащ
282,Laut::N,صوت,юк
283,Ton::N,نغمة,юк
284,Lied::N,أغنية,мыры
285,Ruhe::N,هدوء,тыр
286,Leute::N,ناس,эдемвлӓ
287,Volk::N,شعب,халык
288,Arbeit::N,عمل,пӓшӓ
289,Gast::N,ضيف,хына
290,Geschenk::N,هدية,подарка
291,Spiel::N,لعب,мадыш
292,Gesellschaft::N,صحبة,йӓл
293,Gesellschaft::N,صحبة,йӓлвлӓ
294,Hilfe::N,عون,палшык
295,Hilfe::N,مساعدة,палшык
296,Freund::N,صديق,тӓнг
297,Kamerad::N,زميل,тос
298,Angelegenheit::N,أمر,дела
299,Angelegenheit::N,أمر,йела
300,Angelegenheit::N,أمر,йыла
301,Angelegenheit::N,أمر,пӓшӓ
302,Angelegenheit::N,شأن,дела
303,Angelegenheit::N,شأن,йела
304,Angelegenheit::N,شأن,йыла
305,Angelegenheit::N,شأن,пӓшӓ
306,Anzahl::N,عدد,шот
307,Art::N,نوع,цӹре
308,Stück::N,قطعة,лаштык
309,Teil::N,قسم,пай
310,Teil::N,قسم,часть
311,Hälfte::N,نصف,пел
312,Kreis::N,دائرة,тӹртӹш
313,Kreuz::N,صليب,крестӹ
314,Linie::N,خط,
315,Strich::N,شرطة,
316,Abstand::N,مسافة,ло
317,Entfernung::N,بعد,ло
318,Gegend::N,ناحية,вӓр
319,Platz::N,فراغ,вӓр
320,Ort::N,مكان,вӓр
321,Seite::N,جانب,öрдӹж
322,Mitte::N,وسط,ло
323,Gegenstand::N,موضوع,хӓдӹр
324,Sache::N,شيء,хӓдӹр
325,Rand::N,حافة,шöр
326,Kante::N,حافة,шöр
327,Ecke::N,ركن,лык
328,Spitze::N,سن,вуй
329,Ende::N,طرف,вуй
330,Ende::N,طرف,мычаш
331,Loch::N,ثقب,ыраж
332,Winkel::N,زاوية,лык
333,Muster::N,عينة,тӹрлец
334,Größe::N,حجم,кӱкшӹц
335,Länge::N,طول,кыт
336,Höhe::N,علو,кӱкшӹц
337,Höhe::N,ارتفاع,кӱкшӹц
338,Gewicht::N,وزن,нелӹц
339,Menge::N,كمية,шот
340,Haufen::N,كوم,ара
341,Reihe::N,صف,ряд
342,Boot::N,قارب,пыш
343,Boot::N,زورق,пыш
344,Ruder::N,مجذاف,вешлӓ
345,Schlitten::N,مزلقة,тир
346,Ski::N,زلاجة,ечӹ
347,Lagerfeuer::N,نار المخيم,тыл
348,Last::N,حمل,нелӹц
349,Gang::N,مشية,ход
350,Schritt::N,خطوة,ашкыл
351,Norden::N,شمال,йыдпелвел
352,Süden::N,جنوب,кечӹвӓлвел
353,Westen::N,غرب,кечӹ шӹцмӹ
354,Osten::N,شرق,ирвел
355,Osten::N,شرق,кечӹ лӱлтмӹ
356,Holz::N,خشب,пушӓнгӹ
357,Brett::N,لوح,ханга
358,Platte::N,صفيحة,плитӓ
359,Stütze::N,سند,цӓрӓк
360,Stütze::N,دعامة,цӓрӓк
361,Stange::N,عود,равы
362,Stange::N,عود,намаш
363,Stock::N,عصا,панды
364,Stab::N,قضيب,равы
365,Rohr::N,أنبوبة,пыч
366,Haus::N,دار,пöрт
367,Haus::N,بيت,пöрт
368,Heim::N,بيت,пöрт
369,Heim::N,مسكن,пöрт
370,Ofen::N,مدفأة,камака
371,Fußboden::N,أرضية,седӹрӓ
372,Tisch::N,مائدة,стöл
373,Stuhl::N,كرسي,пöкен
374,Wiege::N,مهد,шипкӓ
375,Bett::N,سرير,койка
376,Bett::N,سرير,кравать
377,Regal::N,رف,полицӓ
378,Kiste::N,صندوق,шӱ́ндӹк
379,Fenster::N,شباك,окня
380,Fenster::N,نافذة,окня
381,Tür::N,باب,амаса
382,Tor::N,بوابة,хапка
383,Zaun::N,سياج,забор
384,Dach::N,سطح,левӓш
385,Leiter::N,سلم,ташкалтыш
386,Besen::N,مكنسة,сало
387,Besen::N,مكنسة,салко
388,Spaten::N,مسحاة,кольмы
389,Schaufel::N,مجرفة,лоток
390,Gabel::N,شوكة,ви́лка
391,Löffel::N,ملعقة,савала
392,Messer::N,سكين,кӹзӹ
393,Nagel::N,مسمار,пыда
394,Netz::N,شبكة,вӓпш
395,Haken::N,خطاف,крӱк
396,Haken::N,خطاف,кагак
397,Haken::N,صنارة,крӱк
398,Haken::N,صنارة,кагак
399,Griff::N,قبضة,кычем
400,Schloss::N,قفل,замок
401,Schloss::N,قفل,сыравач
402,Bild::N,صورة,картин
403,Figur::N,تمثال,кӓн
404,Puppe::N,دمية,поханя
405,Beutel::N,كيس,мешӓк
406,Bündel::N,ربطة,топ
407,Bündel::N,ربطة,пидӹш
408,Bündel::N,ربطة,кӹлдӹш
409,Tasche::N,شنطة,сумкы
410,Tasche::N,محفظة,сумкы
411,Eimer::N,سطل,ведӹрӓ
412,Eimer::N,جردل,ведӹрӓ
413,Deckel::N,سداد,комдыш
414,Geschirr::N,أوان,ӓтӹ
415,Sack::N,زكيبة,мешӓк
416,Tasse::N,فنجان,цӓшкӓ
417,Topf::N,قدر,ми́ска
418,Topf::N,طنجرة,ми́ска
419,Kessel::N,قدر,пад
420,Kessel::N,غلاية,пад
421,Essen::N,طعام,качкыш
422,Essen::N,طعام,качкыш-йӱш
423,Nahrung::N,غذاء,качкыш
424,Nahrung::N,غذاء,качкыш-йӱш
425,Speise::N,أكل,няня
426,Fleisch::N,لحم,пай
427,Getreide::N,حبوب,киндӹ
428,Brei::N,عصيدة,шӹрӓш
429,Brot::N,خبز,сыкыр
430,Scheibe::N,شريحة,ламыт
431,Scheibe::N,شريحة,лаштык
432,Fett::N,سمن,кая
433,Butter::N,زبدة,ӱ
434,Öl::N,زيت,ӱ
435,Salz::N,ملح,санзал
436,Suppe::N,حساء,лем
437,Suppe::N,شربة,лем
438,Honig::N,عسل,мӱ
439,Milch::N,حليب,шӹшер
440,Tee::N,شاي,чӓй
441,Leder::N,جلد,шарга
442,Leder::N,جلد,кавашты
443,Wolle::N,صوف,миж
444,Stoff::N,قماش,матер
445,Stoff::N,قماش,матери
446,Nadel::N,إبرة,им
447,Faden::N,خيط,шӹртӹ
448,Knopf::N,زر,полдыш
449,Knoten::N,عقدة,пӱкшем
450,Farbe::N,صبغة,чиӓ
451,Farbe::N,صبغة,крӓскӓ
452,Kleidung::N,ملابس,выргем
453,Hemd::N,قميص,тыгыр
454,Kragen::N,ياقة,шӱ
455,Ärmel::N,كم,шокш
456,Hose::N,سروال,ялаш
457,Hose::N,بنطلون,ялаш
458,Gürtel::N,حزام,ӹштӹ
459,Mütze::N,طاقية,упш
460,Schuh::N,حذاء,ту́фльы
461,Stiefel::N,جزمة,кем
462,Stiefel::N,حذاء طويل,кем
463,Ring::N,حلقة,шӓргӓш
464,Band::N,شريط,лемтӓ
465,Kamm::N,مشط,шерге
466,Spiegel::N,مرآة,тӹгӹр
467,Riemen::N,سير,прӓжӓ
468,Schnur::N,حبل,кӓндӹра
469,Schnur::N,دوبارة,кӓндӹра
470,Leine::N,قيد,керем
471,Decke::N,بطانية,одеял
472,Kissen::N,وسادة,кӹпцӹк
473,Tuch::N,منديل,савыц
474,Handtuch::N,فوطة,шӹргӹсавыц
475,Handtuch::N,فوطة,шӹргӹмсавыц
476,Handtuch::N,منشفة,шӹргӹсавыц
477,Handtuch::N,منشفة,шӹргӹмсавыц
478,Kraft::N,قدرة,ви
479,Stärke::N,قوة,ви
480,Gesundheit::N,صحة,шу
481,Gesundheit::N,صحة,шулык
482,Krankheit::N,مرض,мыж
483,Schmerz::N,ألم,карштыш
484,Schmerz::N,وجع,карштыш
485,Wunde::N,جرح,шушыр
486,Fieber::N,حمى,ӱштӹмыж
487,Arznei::N,دواء,лекӓрцӹ
488,Brücke::N,جسر,кӹвер
489,Brunnen::N,بئر,вӹдсӹнзӓ
490,Weide::N,مرعى,ныр
491,Pfad::N,درب,ялгорны
492,Weg::N,سكة,корны
493,Straße::N,طريق,корны
494,Dorf::N,قرية,сола
495,Stadt::N,مدينة,города
496,Brief::N,خطاب,сирмӓш
497,Brief::N,مكتوب,сирмӓш
498,Buch::N,كتاب,книгӓ
499,Buchstabe::N,حرف,буква́
500,Zeitung::N,جريدة,газет
501,Zeitung::N,جريدة,кайзет
502,Leben::N,عيش,житя
503,Leben::N,حياة,житя
504,Tod::N,موت,смöрт
505,Tod::N,وفاة,смöрт
506,Grab::N,قبر,шӹгер
507,Grab::N,قبر,мыгилӓ
508,Grab::N,قبر,шӹгерлӓ
509,Kirche::N,كنيسة,церкӹ
510,Sünde::N,خطيئة,сулык
511,Gott::N,إله,йымы
512,Arbeiter::N,عامل,пӓшӓзӹ
513,Chef::N,رئيس,вуй
514,Meister::N,أسطى,мастар
515,Arzt::N,طبيب,доктор
516,Lehrer::N,مدرس,тымдышы
517,Geld::N,نقود,окса
518,Geschäft::N,صفقة,торге́йӹмӓш
519,Laden::N,دكان,лапка
520,Laden::N,دكان,магазин
521,Preis::N,سعر,ӓк
522,Ware::N,بضاعة,товар
523,Nutzen::N,فائدة,пайда
524,Reichtum::N,غنى,перке
525,Reichtum::N,ثروة,перке
526,Welt::N,عالم,сӓндӓлӹк
527,Welt::N,عالم,свет
528,Welt::N,دنيا,сӓндӓлӹк
529,Welt::N,دنيا,свет
530,Land::N,بلد,сӓндӓлӹк
531,Staat::N,دولة,кугижӓншӹ
532,König::N,ملك,король
533,Macht::N,سلطة,власть
534,Grenze::N,حدود,пӹсмӓн
535,Krieg::N,حرب,вырсы
536,Feind::N,عدو,тышман
537,Gewalt::N,عنف,ви
538,Kampf::N,قتال,кредӓлмӓш
539,Bogen[Waffe]::N,قوس,янгеж
540,Pfeil::N,سهم,пикш
541,Gewehr::N,بندقية,пичӓл
542,Fehler::N,خطأ,самынь
543,Lüge::N,كذب,шая
544,Schaden::N,تلف,вре́дӓ
545,Unglück::N,نحس,пёда
546,Unglück::N,نحس,тымаша
547,Schuld::N,ذنب,вуйнамат
548,Alter::N,سن,иӓш
549,Alter::N,سن,игечӹ
550,Alter::N,عمر,иӓш
551,Alter::N,عمر,игечӹ
552,Schluss::N,ختام,пӹтӓртӹш
553,Schluss::N,نهاية,пӹтӓртӹш
554,Zeit::N,وقت,веремӓ
555,Tag::N,يوم,кечӹ
556,Morgen::N,صباح,ир
557,Morgen::N,صباح,ирок
558,Mittag::N,ظهر,кечӹвӓл
559,Abend::N,مساء,вады
560,Nacht::N,ليلة,йыд
561,Woche::N,أسبوع,ӓрня
562,Monat::N,شهر,тӹ́лзӹ
563,Jahr::N,عام,год
564,Jahr::N,سنة,год
565,Frühling::N,ربيع,шошым
566,Sommer::N,صيف,кӓнгӹж
567,Herbst::N,خريف,шӹжӹ
568,Winter::N,شتاء,тел
569,Winter::N,شتاء,телӹ
570,Januar::N,يناير,январ
571,Januar::N,يناير,январь
572,Januar::N,كانون الثاني,январ
573,Januar::N,كانون الثاني,январь
574,Februar::N,شباط,февраль
575,Februar::N,فبراير,февраль
576,März::N,آذار,март
577,März::N,مارس,март
578,April::N,نيسان,апрель
579,Mai::N,مايو,май
580,Juni::N,يونيو,июнь
581,Juni::N,حزيران,июнь
582,Juli::N,تموز,июль
583,Juli::N,يوليو,июль
584,August::N,آب,август
585,August::N,أغسطس,август
586,September::N,أيلول,сентябрь
587,September::N,سبتمبر,сентябрь
588,Oktober::N,أكتوبر,октябрь
589,Oktober::N,تشرين الأول,октябрь
590,November::N,نوفمبر,ноябрь
591,November::N,تشرين الثاني,ноябрь
592,Dezember::N,ديسمبر,декавыр
593,Dezember::N,كانون الأول,декавыр
594,Montag::N,يوم الاثنين,шачмы
595,Dienstag::N,يوم الثلاثاء,кышкыжмы
596,Mittwoch::N,يوم الأربعاء,вӹрчегӹ
597,Donnerstag::N,يوم الخميس,изӓрня
598,Freitag::N,يوم الجمعة,когарня
599,Samstag::N,يوم السبت,кукшыгечӹ
600,Sonntag::N,يوم الأحد,рушӓрня
601,groß::A,كبير,кого
602,klein::A,صغير,изи
603,lang::A,طويل,кужы
604,kurz::A,قصير,кӹтӹк
605,breit::A,واسع,кымда
606,schmal::A,ضيق,ӓнгӹсӹр
607,dicht::A,كث,шӹре
608,dicht::A,كثيف,шӹре
609,dick[Gegenstand]::A,غليظ,кӹжгӹ
610,dünn::A,رفيع,вӹцкӹж
611,fein::A,رقيق,пыльга
612,fest::A,متين,цаткыды
613,flach::A,سهل,тӓлякӓ
614,flach::A,منبسط,тӓлякӓ
615,glatt::A,ناعم,ягылгы
616,hart::A,صلب,пингӹдӹ
617,hart::A,جامد,пингӹдӹ
618,weich::A,لين,пышкыды
619,rund::A,مستدير,тӹртӹш
620,spitz::A,مدبب,кашар
621,scharf::A,حاد,кашар
622,stumpf::A,ثالم,нӹшкӹ
623,schwer::A,ثقيل,нелӹ
624,schön::A,جميل,цевер
625,schön::A,جميل,олмыдшы
626,heiß::A,حار,шокшы
627,heiß::A,ساخن,шокшы
628,warm::A,دافئ,шокшы
629,kalt::A,بارد,ӱштӹ
630,kühl::A,قر,юалгы
631,kühl::A,قر,йонгата
632,frisch::A,طازج,йонгата
633,feucht::A,رطب,ӹлӹкшӹ
634,feucht::A,رطب,вӹдӹжгӹ
635,nass::A,مبلول,начкы
636,trocken::A,جاف,кукшы
637,voll::A,ملء,темшӹ
638,voll::A,ملء,темыман
639,leer::A,خال,йӓрӓ
640,leer::A,فارغ,йӓрӓ
641,offen::A,مفتوح,виш
642,geschlossen::A,مغلق,чӱчмӹ
643,geschlossen::A,مغلق,тӹкӹлӓлтшӹ
644,sauber::A,نظيف,ире
645,schmutzig::A,قذر,шоран
646,schmutzig::A,قذر,лявӹрӓн
647,schmutzig::A,قذر,шорангшы
648,roh::A,نيء,пеле кӱшӹ
649,reif::A,ناضج,кӱшӹ
650,lecker::A,لذيذ,тотан
651,süß::A,حلو,мӱӓн
652,bitter::A,مر,качы
653,sauer::A,حامض,шапы
654,hell::A,نير,соты
655,hell::A,نير,валгыды
656,dunkel::A,مظلم,пӹц
657,dunkel::A,مظلم,пӹцкемӹш
658,schwarz::A,أسود,шим
659,weiß::A,أبيض,ош
660,weiß::A,أبيض,ошы
661,rot::A,أحمر,якшаргы
662,gelb::A,أصفر,сар
663,gelb::A,أصفر,сары
664,blau::A,أزرق,симсӹ
665,grün::A,أخضر,ыжар
666,grau::A,رمادي,луды
667,bunt::A,ملوب,ала
668,billig::A,رخيص,шулдаш
669,teuer::A,غال,шергӹ
670,teuer::A,غال,шергӓкӓн
671,wertvoll::A,ثمين,ӓкӓн
672,blind::A,أعمى,слöпöй
673,blind::A,أعمى,сльöпöй
674,taub::A,أصم,тӱтӱк
675,taub::A,أطرش,тӱтӱк
676,kräftig::A,قوي,виӓн
677,stark::A,قوي,виӓн
678,schwach::A,ضعيف,шава
679,schwach::A,ضعيف,лӹпкӓ
680,schwach::A,ضعيف,слабка
681,fett::A,سمين,таза
682,schlank::A,أهيف,яштака
683,hübsch::A,جميل,сӹлнӹ
684,hübsch::A,جميل,олмыдшы
685,böse::A,رديء,шӹдӓн
686,dumm::A,أبله,окмак
687,dumm::A,أحمق,окмак
688,faul::A,كسلان,ялахай
689,fleißig::A,مجتهد,пӓшам яратышы
690,geizig::A,بخيل,шык
691,klug::A,ذكي,ышан
692,klug::A,عاقل,ышан
693,geschickt::A,ماهر,мастар
694,lieb::A,عزيز,тыри
695,lustig::A,مرح,мындыр
696,lustig::A,مرح,сусу
697,sanft::A,حليم,йӹвӹжӓ
698,hungrig::A,جائع,шужышы
699,krank::A,مريض,церлӹ
700,krank::A,مريض,хворой
701,nackt::A,عار,цӓрӓ
702,traurig::A,حزين,сы́лыкан
703,traurig::A,حزين,кымы́лдымы
704,lebendig::A,حي,живой
705,gut::A,جيد,яжо
706,schlecht::A,سيء,уда
707,schlecht::A,سيء,худа
708,richtig::A,صحيح,вургамла
709,schlimm::A,خبيث,йӹрнык
710,wahr::A,حق,настоящий
711,wahr::A,حق,настояшый
712,alt::A,قديم,шонгы
713,neu::A,جديد,у
714,ehemalig::A,سابق,тошты
715,alt[Lebewesen]::A,مسن,ӹлалшӹ
716,jung::A,شاب,нöргӹ
717,jung::A,شاب,молода
718,jung::A,صغير,нöргӹ
719,jung::A,صغير,молода
720,arm::A,فقير,укеӓн
721,reich::A,غني,паян
722,reich::A,غني,пурлыкан
723,bekannt::A,معلوم,палӹмӹ
724,berühmt::A,مشهور,лӹмлы
725,fremd::A,أجنبي,эдемӹн
726,verschieden::A,مختلف,тӹрлӹ
727,nah::A,قريب,лишӹл
728,fern::A,بعيد,мӹндӹр
729,linker::A,يسار,шалахай
730,rechter::A,يمين,вургамла
731,anderer::A,آخر,вес
732,anderer::A,آخر,весӹ
733,erster::A,أول,икшӹ
734,erster::A,أول,икӹмшӹ
735,zweiter::A,ثان,кокшы
736,dritter::A,ثالث,кымшы
737,letzter::A,أخير,остатка
738,allein::ADV,وحده,иктӹ
739,allein::ADV,وحده,иктӹт
740,auf einmal::ADV,بالمرة,тöрöк
741,zusammen::ADV,معا,икараш
742,zusammen::ADV,معا,цымырын
743,lange::ADV,مدة طويلة,кужын
