,Concept_ID,ml,av
607,schwach::A,ക്ഷീണിച്ച,гӏажизаб
608,fett::A,കൊഴുപ്പുള്ള,кьарияб
609,schlank::A,മെലിഞ്ഞ,чергесаб
610,hübsch::A,മനോഹരമായ,гьайбатаб
611,böse::A,പാപിയായ,ракӏквешаб
612,dumm::A,വിവരംകെട്ട,гьагаб
613,dumm::A,വിവരംകെട്ട,гӏантаб
614,faul::A,അലസനായ,кӏохӏалаб
615,faul::A,അലസനായ,кӏухӏа́лаб
616,fleißig::A,അദ്ധ്വാനശീലമുള്ള,хӏаракатаб
617,geizig::A,പിശുക്കനായ,къарумаб
618,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,лумияб
619,geschickt::A,പ്രതിഭാശാലി,махщел бугев
620,lieb::A,പ്രിയപ്പെട്ട,гӏазизаб
621,lustig::A,ആനന്ദകരമായ,кепаб
622,sanft::A,സൌമ്യമായ,хӏалимаб
623,sanft::A,സൌമ്യമായ,хӏере́наб
624,hungrig::A,വിശപ്പുള്ള,бакъараб
625,krank::A,അസുഖമുള്ള,щокъаб
626,krank::A,അസുഖമുള്ള,унтараб
627,nackt::A,നഡമായ,гӏицӏаб
628,nackt::A,നഡമായ,чӏанкӏараб
629,traurig::A,വിഷമമുള്ള,пашманаб
630,lebendig::A,ഉപജീവനം,чӏагояб
631,gut::A,നല്ല,лъикӏаб
632,schlecht::A,മോശമായ,къадараб
633,richtig::A,ശരിയായ,битӏараб
634,schlimm::A,വൃത്തികെട്ട,нажасаб
635,schlimm::A,വൃത്തികെട്ട,къабихӏаб
636,wahr::A,ശരിയായ,хӏакъаб
637,wahr::A,ശരിയായ,битӏараб
638,alt::A,പഴയ,басрияб
639,neu::A,പുതിയ,цӏияб
640,ehemalig::A,മുൻ,цебе́госеб
641,alt[Lebewesen]::A,വയസ്സുള്ള,хераб
642,jung::A,കൌമാരമായ,тӏинчӏаб
643,jung::A,കൌമാരമായ,гӏолохъанаб
644,arm::A,പാവപ്പെട്ട,пакъираб
645,reich::A,സമ്പന്നമായ,бечедаб
646,bekannt::A,പരിചിതമായ,лъалеб
647,berühmt::A,പ്രശസ്തനായ,машгьураб
648,fremd::A,വൈദേശികമായ,чияр
649,verschieden::A,വ്യത്യസ്തമായ,батӏи-батӏияб
650,nah::A,അരികത്തുള്ള,гӏагарда бугеб
651,fern::A,അകലെയുള്ള,рикӏкӏадаб
652,linker::A,അവശേഷിച്ച,квегӏаб
653,rechter::A,വലത്തേ,кваранаб
654,anderer::A,മറ്റുള്ള,батӏияб
655,erster::A,ആദ്യത്തെ,тӏоцебесеб
656,zweiter::A,രണ്ടാം,кӏиабилеб
657,dritter::A,മൂന്നാമത്,лъабабилеб
658,letzter::A,അവസാനത്തെ,ахирисеб
659,allein::ADV,തനിച്ചുള്ള,ялгъузго
660,auf einmal::ADV,ഉടന്,цихӏинтӏаго
661,zusammen::ADV,ഒരുമിച്ച,цойида
662,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,
663,plötzlich::ADV,പെട്ടെന്ന്,цойидасанго
664,sofort::ADV,തത്ക്ഷണം,гьебсагӏат
665,später::ADV,പിന്നീട്,
666,jetzt::ADV,ഇപ്പോൾ,гьанже
667,heute::ADV,ഇന്ന്,жакъа
668,morgen::ADV,നാളെ,метер
669,bald::ADV,ഉടനെ,гьабсагӏаталъ
670,dann::ADV,അപ്പോൾ,цинги
671,gestern::ADV,ഇന്നലെ,сон
672,einst::ADV,പണ്ടൊരിക്കല്,цин
673,damals::ADV,അപ്പോൾ,гьебмехалъ
674,damals::ADV,അപ്പോൾ,гьебмехалда
675,danach::ADV,പിന്നീട്,цинги
676,danach::ADV,പിന്നീട്,хадуса
677,vorher::ADV,മുൻപ്,цебе
678,zuerst::ADV,ആദ്യം,тӏоцебе
679,einmal::ADV,ഒരിക്കൽ,цинцӏул
680,einmal::ADV,ഒരിക്കൽ,цихӏин
681,einmal::ADV,ഒരിക്കൽ,цоцӏул
682,manchmal::ADV,ചിലപ്പോൾ,олоцӏул
683,oft::ADV,പലപ്പോഴും,гӏемерго
684,immer::ADV,എപ്പോഴും,кидаго
685,niemals::ADV,ഒരിക്കലും,киданиги
686,hier::ADV,ഇവിടെ,аниб
687,hierhin::ADV,ഇവിടേക്ക്,анибехун
688,von hier::ADV,ഇവിടെനിന്ന്,гьаниса
689,dort::ADV,അവിടെ,гьениб
690,dorthin::ADV,അവിടേക്ക്,гьадаба
691,geradeaus::ADV,മുമ്പിൽ,битӏутӏа
692,geradeaus::ADV,മുമന്നോട്ട്,битӏутӏа
693,vorwärts::ADV,മുന്നോട്ട്,цебехун
694,rückwärts::ADV,തലതിരിച്ച്,нахъ-нахъ
695,zurück::ADV,പുറകിലേക്ക്,нахъе
696,unten::ADV,താഴെ,ахакь
697,unten::ADV,താഴെ,гъоркь
698,hinab::ADV,താഴേക്ക്,эхебе
699,oben::ADV,മുകളിൽ,тӏад
700,oben::ADV,മുകളിൽ,тӏадехун
701,hinauf::ADV,മുകളിൽ,эхеде
702,überall::ADV,എല്ലായിടത്തും,кибго
703,nicht::ADV,ഇല്ല,
704,ein wenig::ADV,കുറച്ച്,дагьабго
705,kaum::ADV,കഷ്ടിച്ച്,хӏалалъ
706,sehr::ADV,വളരെ,кутакалда
707,so::ADV,അങ്ങനെ,гьедин
708,noch::ADV,ഇപ്പോഴും,жеги
709,nur::ADV,മാത്രം,гӏӣцӏго
710,schon::ADV,നേരത്തേ തന്നെ,
711,wieder::ADV,വീണ്ടും,на́хъеги
712,vergebens::ADV,വിഫല,чӏалгӏаде
713,vor::PRP,മുമ്പിൽ,цебе
714,hinter::PRP,പുറകിൽ,хадуса
715,unter::PRP,കീഴിൽ,ахакь
716,unter::PRP,കീഴിൽ,гъоркь
717,durch::PRP,ഉള്ളിലൂടെ,
718,neben::PRP,അടുത്ത്,аскӏо
719,zwischen::PRP,ഇടയ്ക്ക്,гьоркьоб
720,wegen::PRP,നിമിത്തം,гьелда
721,dies::PRN,ഇത്,гьаб
722,dies::PRN,ഇത്,гьеб
723,das::PRN,അത്,доб
724,alles::PRN,എല്ലാം,
725,ich::PRN,ഞാൻ,дун
726,du::PRN,നിങ്ങൾ,дуца
727,er::PRN,അദ്ദേഹം,доб
728,er::PRN,അയാൾ,доб
729,er::PRN,അവൻ,доб
730,er::PRN,അവർ,доб
731,er::PRN,അവൾ,доб
732,wir::PRN,നമ്മൾ,ниж
733,ihr::PRN,നിങ്ങൾ,нуж
734,sie::PRN,അവർ,дол
735,sie::PRN,അവർ,эл
736,was::FPRN,എന്ത്,щиб
737,wer::FPRN,ആര്,щиб
738,wo::FADV,എവിടെ,киб
739,wo::FADV,എവിടെ,кибехун
740,wohin::FADV,എവിടേക്ക്,кибехун
741,wie::FADV,എങ്ങനെ,кин
742,warum::FADV,എന്തുകൊണ്ട്,щай
743,wieviel::FNUM,എത്ര,кигӏан
744,eins::NUM,ഒന്ന്,цо
745,zwei::NUM,രണ്ട്,кӏиго
746,drei::NUM,മൂന്ന്,лъабго
747,vier::NUM,നാല്,ункъо
748,fünf::NUM,അഞ്ച്,щуго
749,sechs::NUM,ആറ്,анлъго
750,sieben::NUM,ഏഴ്,анкьго
751,acht::NUM,എട്ട്,микьго
752,neun::NUM,ഒമ്പത്,ичӏго
753,zehn::NUM,പത്ത്,анцӏго
754,elf::NUM,പതിനൊന്ന്,анцӏила цо
755,zwölf::NUM,പന്ത്രണ്ട്,кӏиго-анцӏила
756,zwanzig::NUM,ഇരുപത്,къого
757,dreißig::NUM,മുപ്പത്,лъеберго
758,vierzig::NUM,നാൽപ്പത്,кӏикъого
759,fünfzig::NUM,അൻപത്,кӏикъо́ялда анцӏго
760,sechzig::NUM,അറുപത്,лъабкъого
761,siebzig::NUM,എഴുപത്,лъабкъо́ялда анцӏго
762,achtzig::NUM,എൺപത്,ункъого
763,neunzig::NUM,തൊണ്ണൂറ്,ункъоялда а́нцӏила
764,hundert::NUM,നൂറ്,нусго
765,tausend::NUM,ആയിരം,азарго
766,und::CNJ,ഉം,ва
767,und::CNJ,ഉം,-ги
768,oder::CNJ,അഥവാ,ялъуни
769,stehen::V,നിൽക്കുക,бахъунчӏезе
770,sitzen::V,ഇരിക്കുക,гӏодов чӏезе
771,liegen::V,കിടക്കുക,бегизе
772,hängen::V,തൂങ്ങുക,базе
773,werden::V,ആയിത്തീരുക,бахъине
774,passieren::V,സംഭവിക്കുക,лъугьине
775,passieren::V,സംഭവിക്കുക,лъугьа-бахъине
776,beginnen::V,ആരംഭിക്കുക,байбихьизе
777,enden::V,അവസാനിപ്പിക്കുക,лъугӏизе
778,wechseln::V,മാറ്റുക,хиса-басизе
779,wechseln::V,മാറ്റുക,хисизе
780,aufgehen[Sonne]::V,ഉയരുക,баккизе
781,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,щинкӏизе
782,scheinen[Sonne]::V,പ്രകാശിക്കുക,къалъ-къалъизе
783,donnern::V,ഇടിവെട്ടുക,гъугъазе
784,wehen::V,വീശുക,пуйзе
785,strömen::V,ഒഴുകുക,чвахизе
786,fließen::V,ഒഴുകുക,чвахизе
787,sich drehen::V,ചുറ്റുക,сверизе
788,sich drehen::V,കറക്കുക,сверизе
789,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,хьвагӏезе
790,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,багъа-бачаризе
791,schwingen::V,ആടുക,щвартӏезе
792,fallen::V,വീഴുക,бортизе
793,brennen::V,കത്തുക,рекӏине
794,rauchen::V,പുകയുക,кӏкӏуй буризе
795,regnen::V,മഴ_പെയ്യുക,базе
796,gefrieren::V,തണത്ത്_മരവിക്കുക,гӏу́низе
797,tauen::V,അലിയുക,биаризе
798,schmelzen::V,ഉരുകുക,биине
799,trocknen::V,വരളുക,бакъвазе
800,sieden::V,തിളപ്പിക്കുക,гьалдезе
801,faulen::V,ചീയുക,махӏцине
802,verfaulen::V,അഴുകുക,туризе
803,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,бихъизе
804,versinken::V,മുക്കുക,гъанкъизе
805,vergehen::V,കടന്നുപോകുക,базе
806,vergehen::V,കടന്നുപോകുക,бахъизе
807,vergehen::V,കടന്നുപോകുക,ине
808,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,баккизе
809,verschwinden::V,അദൃശ്യമാകുക,къине
810,verschwinden::V,അദൃശ്യമാകുക,билизе
811,sinken::V,താഴുക,гӏодо́бе ккезе
812,abnehmen::V,കുറിയുക,тӏаса камизе
813,zunehmen::V,വർദ്ധിക്കുക,гӏемерлъизе
814,steigen::V,ഉയരുക,бахине
815,wachsen::V,വളരുക,кӏодолъизе
816,glänzen::V,മിന്നുക,цӏвакизе
817,funkeln::V,തിളങ്ങുക,паркъезе
818,lärmen::V,ശബ്ദമുണ്ടാക്കുക,хъудизе
819,lärmen::V,ശബ്ദമുണ്ടാക്കുക,чӏиргъдизе
820,läuten::V,മണിമുഴങ്ങുക,кьабизе
821,klingeln::V,ചിലമ്പുക,кьабизе
822,klirren::V,കിലുക്കുക,зваргъизе
823,brausen::V,മുഴങ്ങുക,гьалаглъизе
824,rauschen::V,അനങ്ങുക,шуршудизе
825,klingen::V,മുഴക്കുക,бахъине
826,bellen::V,കുരയ്ക്കുക,гъанчдезе
827,heulen::V,ഓരിയിടുക,рурудизе
828,blasen::V,ഊതുക,гьохьизе
829,pfeifen::V,വിസിലടിക്കുക,гьещтӏезе
830,schreien::V,ആക്രോശിക്കുക,ахӏизе
831,schreien::V,ആക്രോശിക്കുക,ахӏдезе
832,stöhnen::V,അരക്കം,зигардизе
833,stöhnen::V,ആർത്തനാദം,зигардизе
834,zittern::V,വിറയ്ക്കുക,дарран
835,zittern::V,വിറയ്ക്കുക,гьаргьадизе
836,leben::V,താമസിക്കുക,бетӏербахъизе
837,geboren werden::V,ജനിക്കുക,лъугьине
838,atmen::V,ശ്വസിക്കുക,хӏухьел биччазе
839,trinken::V,കുടിക്കുക,гьекъезе
840,essen::V,കഴിക്കുക,квине
841,essen::V,കഴിക്കുക,кваназе
842,schlucken::V,വിഴുങ്ങുക,кӏкӏвине
843,schlucken::V,വിഴുങ്ങുക,къулчӏизе
844,müde werden::V,ക്ഷീണിക്കുക,сваказе
845,einschlafen::V,നിദ്രിക്കുക,кьижизе
846,einschlafen::V,നിദ്രിക്കുക,гъапуллъизе
847,schlafen::V,ഉറങ്ങുക,кьижизе
848,aufwachen::V,ഉണരുക,бигьине
849,aufstehen::V,എഴുന്നേൽക്കുക,бахъине
850,aufstehen::V,എഴുന്നേൽക്കുക,тӏадебахъине
851,sich erholen::V,വിശ്രമിക്കുക,хьи бахъизе
852,sich erholen::V,വിശ്രമിക്കുക,хӏалхьи гьабизе
853,krank werden::V,ദീനംപിടിക്കുക,унтизе
854,krank sein::V,രോഗികളാകുക,унтизе
855,schmerzen::V,വേദനിക്കുക,унтизе
856,husten::V,ചുമയ്ക്കുക,хъегӏизе
857,genesen::V,സുഖപ്പെടുക,лъилъизе
858,sterben::V,മരിക്കുക,хвезе
859,umkommen::V,മരിക്കുക,гьалаглъизе
860,sich bewegen::V,സ്ഥലം_മാറുക,багъаризе
861,sich bewegen::V,സ്ഥലം_മാറുക,багъаргъизе
862,sich rühren::V,ചലിക്കുക,багъаризе
863,sich erheben::V,നിൽക്കുക,тӏадебахъине
864,sich erheben::V,നിൽക്കുക,бахъине
865,sich setzen::V,ഇരിക്കുക,гӏодов чӏезе
866,hinfallen::V,വീഴുക,щапизе
867,laufen::V,നടക്കുക,хьвадизе
868,schreiten::V,നടക്കുക,чӏезе
869,spazierengehen::V,ഉലാത്തുക,тира-сверизе
870,eilen::V,പാഞ്ഞെത്തുക,ракӏхӏалакине
871,eilen::V,പാഞ്ഞെത്തുക,дуризе
872,sich beeilen::V,തിരിക്കുകൂട്ടുക,дуризе
873,sich beeilen::V,തിരിക്കുകൂട്ടുക,гӏедегӏизе
874,sich beeilen::V,തിടുക്കം_കാട്ടുക,дуризе
875,sich beeilen::V,തിടുക്കം_കാട്ടുക,гӏедегӏизе
876,sausen::V,കുതിക്കുക,тӏуризе
877,rennen::V,ഓടുക,бекеризе
878,springen::V,ചാടുക,кӏанцӏизе
879,klettern::V,കയറുക,хархадизе
880,schaukeln::V,ഇളകുക,гьерщезе
881,kriechen::V,പതുങ്ങികയറുക,хъурщизе
882,schwimmen::V,നീന്തുക,лъедезе
883,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,букъардизе
884,rudern::V,തുഴയുക,хазе
885,fahren::V,വാഹനം ഓടിക്കുക,ине
886,fliegen::V,പറക്കുക,боржине
887,gehen::V,പോകുക,ине
888,weggehen::V,വിടുക,ине
889,abfahren::V,പുറപ്പെടുക,къокъине
890,anhalten::V,നിർത്തുക,чӏезе
891,anhalten::V,നിർത്തുക,тархъизе
892,anhalten::V,നിർത്തുക,лъалхъизе
893,hineingehen::V,പ്രവേശിക്കുക,тӏаделъугьине
894,eintreten::V,പ്രവേശിക്കുക,лъугьине
895,kommen::V,വരുക,бачӏине
896,ankommen::V,എത്തിച്ചേരുക,щвезе
897,ankommen::V,എത്തിച്ചേരുക,тӏадебачӏине
898,zurückkommen::V,തിരിച്ചു വരുക,тадбуссине
899,zurückkommen::V,തിരിച്ചു വരുക,тӏадбуссине
900,bleiben::V,തുടരുക,чӏезе
901,bleiben::V,തുടരുക,хутӏизе
902,warten::V,കാത്തിരിക്കുക,чӏезе
903,erwarten::V,പ്രതീക്ഷിക്കുക,балагьизе
904,suchen::V,തിരയുക,балагьизе
905,finden::V,കണ്ടെത്തുക,батизе
906,versuchen::V,ശ്രമിക്കുക,хӏалбихьизе
907,vorbereiten::V,തയ്യാറെടുക്കുക,хӏадурлъизабизе
908,lieben::V,സ്നേഹിക്കുക,балай бегьизе
909,mögen::V,ഇഷ്ടപ്പെടുക,бокьизе
910,lachen::V,ചിരിക്കുക,белъизе
911,rühren::V,ഹൃദയം സ്പർശിക്കുക,
912,weinen::V,തേങ്ങുക,гӏодизе
913,schimpfen::V,പിറുപിറുക്കുക,гъанчдезе
914,sich ärgern::V,കോപിക്കുക,вагъизе
915,sich ärgern::V,കോപിക്കുക,ццида́хине
916,sich fürchten::V,പേടിക്കുക,хӏинкъизе
917,fürchten::V,പേടിക്കുക,беркъазе
918,fürchten::V,പേടിക്കുക,хӏинкъа-къазе
919,fliehen::V,രക്ഷപ്പെടുക,лъутизе
920,flüchten::V,രക്ഷപ്പെടുക,лъутизе
921,sehen::V,കാണുക,бихьизе
922,anschauen::V,നോക്കുക,бертӏамизе
923,anschauen::V,നോക്കുക,балагьизе
924,ansehen::V,നോക്കുക,бала-гъалагьизе
925,hören::V,കേൾക്കുക,рагӏизе
926,zuhören::V,ശ്രദ്ധിക്കുക,гӏенеккизе
927,probieren::V,രുചിയുള്ളതായി_തോന്നുക,кӏалдиб хъва́зе
928,probieren::V,രുചിയുള്ളതായി_തോന്നുക,чӏамизе
929,riechen::V,മണത്തു_നോക്കുക,су́нтӏизе
930,fühlen::V,സ്പർശിച്ചറിയുക,чӏвазе
931,scheinen::V,കാണപ്പെടുക,
932,zu sehen sein::V,വെളിച്ചപ്പെടുക,бихьизе
933,vernehmen::V,കേൾക്കുക,рагӏизе
934,frieren::V,വിറയ്ക്കുക,цӏорозе
935,tun::V,ചെയ്യുക,гьабизе
936,können::V,കഴിയുക,кӏвезе
937,können::V,കഴിയുക,лъазе
938,wollen::V,വേണുക,бокьизе
939,anfangen::V,തുടങ്ങുക,байбихьизе
940,beenden::V,പൂർത്തിയാക്കുക,тӏубазабизе
941,beenden::V,പൂർത്തിയാക്കുക,лъугӏизабизе
942,aufhören::V,നിർത്തുക,бахъизе
943,gelingen::V,വിജയിക്കുക,бахъизе
944,geraten::V,പരിണമിക്കുക,бахъизе
945,öffnen::V,തുറക്കുക,рагьизе
946,schließen::V,അടയ്ക്കുക,къазе
947,stellen::V,വയ്ക്കുക,чӏвазе
948,setzen::V,വയ്ക്കുക,рекӏинабизе
949,setzen::V,വയ്ക്കുക,гӏодор чӏезаризе
950,legen::V,ഇടുക,лъезе
951,berühren::V,തൊടുക,хъвазе
952,verbinden::V,ഘടിപ്പിക്കുക,хьухьине
953,verbinden::V,ഘടിപ്പിക്കുക,бухьине
954,bedecken::V,മുടുക,кквезе
955,aufhängen::V,കെട്ടിതൂക്കുക,базе
956,anzünden::V,കത്തിക്കുക,бакизе
957,anzünden::V,കത്തിക്കുക,рекӏинабизе
958,aufheben::V,പെറുക്കിയെടുക്കുക,
959,zurücklassen::V,വച്ചുപോരുക,тезе
960,verlieren::V,നഷ്ടപ്പെടുക,билизабизе
961,fallen lassen::V,വീഴ്ത്തുക,бортизабизе
962,machen::V,ഉണ്ടാക്കുക,гьабизе
963,herstellen::V,ഉൽപാദിപ്പിക്കുക,гьабизе
964,herstellen::V,ഉൽപാദിപ്പിക്കുക,хӏадурлъизабизе
965,bauen::V,നിർമ്മിക്കുക,базе
966,bauen::V,നിർമ്മിക്കുക,гьабизе
967,reparieren::V,നന്നാക്കുക,къачӏазе
968,verbessern::V,മെച്ചപ്പെടുക,лъикӏлъизабизе
969,ändern::V,മാറ്റംവരുത്തുക,хисизабизе
970,graben::V,കുഴിക്കുക,бухъизе
971,beugen::V,വണങ്ങുക,хьетӏизабизе
972,biegen::V,കുനിയുക,гьетӏизабизе
973,drehen::V,തിരിക്കുക,тиризабизе
974,drehen::V,തിരിക്കുക,свердизабизе
975,wenden::V,തിരിയുക,бегизе
976,umdrehen::V,തിരിയുക,бегизе
977,umdrehen::V,തിരിയുക,бега-битӏизе
978,heben::V,ഉയർത്തുക,борхизе
979,hochheben::V,ഉയർത്തുക,борхалъизабизе
980,hochheben::V,ഉയർത്തുക,борхизе
981,ergreifen::V,ബലമായി_പിടിക്കുക,кквезе
982,halten::V,പിടിക്കുക,кквезе
983,drücken::V,അമർത്തുക,къазе
984,drücken::V,അമർത്തുക,къанцӏу́зе
985,drücken::V,അമർത്തുക,къвал ба́зе
986,schieben::V,തള്ളുക,хъилдизе
987,kratzen::V,ചുരണ്ടുക,хачазе
988,lecken::V,നക്കുക,чӏикӏизе
989,beißen::V,കടിക്കുക,хӏанчӏизе
990,beißen::V,കടിക്കുക,хӏанчӏизабизе
991,abreißen::V,കീറിക്കളയുക,тӏезе
992,abreißen::V,കീറിക്കളയുക,тӏезабизе
993,abschneiden::V,മുറിച്ചുമാറ്റുക,къотӏизе
994,binden::V,കെട്ടുക,бухьине
995,stecken::V,തുളയ്ക്കുക,къазабизе
996,brechen::V,ഉടയുക,бекизе
997,klopfen::V,തട്ടുക,дванкезе
998,hauen::V,അടിക്കുക,базе
999,kleben::V,ഒട്ടിക്കുക,бацӏцӏине
1000,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,хачазе
1001,streichen::V,പടർത്തുക,бахине
1002,streichen::V,പടർത്തുക,жужазе
1003,schleifen::V,പൊടിക്കുക,лъухьизе
1004,schneiden::V,മുറിക്കുക,къотӏизе
1005,rütteln::V,മുട്ടുക,багъа-бачаризабизе
1006,schütteln::V,കുലുക്കുക,кӏобокӏизе
1007,schwenken::V,ആടുക,гьесадизе
1008,schwenken::V,ആടുക,хьвагӏезабизе
1009,schütten::V,ഒഴിക്കുക,тӏезе
1010,füllen::V,നിറയ്ക്കുക,цӏезабизе
1011,einwickeln::V,പൊതിയുക,жемизе
1012,tragen::V,വഹിക്കുക,баччизе
1013,schleppen::V,വലിച്ചിഴയ്ക്കുക,бехъерхъизе
1014,ziehen::V,വലിക്കുക,цӏазе
1015,aufbewahren::V,വയ്ക്കുക,цӏунизе
1016,werfen::V,എറിയുക,рехизе
1017,fangen::V,പിടിക്കുക,кквезе
1018,packen::V,തട്ടിപ്പറിക്കുക,кквезе
1019,verstecken::V,മറയ്ക്കുക,бахчизе
1020,teilen::V,വിഭജിക്കുക,бикьизе
1021,schicken::V,അയയ്ക്കുക,битӏизе
1022,bringen::V,കൊണ്ടുവരുക,баччизе
1023,hinzufügen::V,കൂട്ടുക,жубазе
1024,bekommen::V,കിട്ടുക,щвезе
1025,erhalten::V,സ്വീകരിക്കുക,щвезе
1026,erhalten::V,സ്വീകരിക്കുക,босизе
1027,nehmen::V,എടുക്കുക,босизе
1028,wählen::V,തിരഞ്ഞെടുക്കുക,бищизе
1029,auswählen::V,തിരഞ്ഞെടുക്കുക,тӏасабищизе
1030,bewahren::V,പുലർത്തുക,цӏунизе
1031,behindern::V,തടയിടുക,квекӏен гьабизе
1032,verderben::V,നശിപ്പിക്കുക,хвезабизе
1033,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,галгъазабизе
1034,zerbrechen::V,ഉടയുക,щущазабизе
1035,zerreißen::V,കീറുക,бихъизе
1036,zerstören::V,നശിപ്പിക്കുക,биххизабизе
1037,verbrennen::V,കത്തിനശിക്കുക,бухӏизе
1038,verbrennen::V,കത്തിച്ചുകളയുക,бухӏизе
1039,geben::V,കൊടുക്കുക,кьезе
1040,geben::V,തരുക,кьезе
1041,reichen::V,കൈമാറുക,кьезе
1042,schenken::V,സമ്മാനം കൊടുക്കുക,кьезе
1043,versprechen::V,വാഗ്ദാനം_നൽകുക,назру гьабизе
1044,wünschen::V,ആഗ്രഹിക്കുക,бокьизе
1045,loben::V,പുകഴ്ത്തുക,беццизе
1046,loben::V,പുകഴ്ത്തുക,бецца-бекъизе
1047,küssen::V,ഉമ്മവയ്ക്കുക,баизе
1048,wiegen::V,ഇളകുക,чӏучӏадизабизе
1049,zudecken::V,മുടുക,тӏадбигъине
1050,wecken::V,ഉണർത്തുക,бигьинабизе
1051,zeigen::V,കാണിക്കുക,бихьизабизе
1052,führen::V,നടത്തുക,бачине
1053,lehren::V,പഠിപ്പിക്കുക,малъизе
1054,lehren::V,പഠിപ്പിക്കുക,цӏализабизе
1055,unterrichten::V,പരിശീലിപ്പിക്കുക,цӏализабизе
1056,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,гӏезабизе
1057,leiten::V,നയിക്കുക,нухмалъи гьабизе
1058,antreiben::V,പ്രേരിപ്പിക്കുക,гӏедегӏизабизе
1059,lassen::V,അനുവദിക്കുക,
1060,einladen::V,ക്ഷണിക്കുക,ахӏизе
1061,einladen::V,ക്ഷണിക്കുക,тӏадеахӏизе
1062,vereinigen::V,കൂടിച്ചേരുക,цолъизабизе
1063,besuchen::V,സന്ദർശിക്കുക,баккизе
1064,besuchen::V,സന്ദർശിക്കുക,хьвадизе
1065,treffen::V,തമ്മിൽ കാണുക,дандчӏвазе
1066,sich versammeln::V,സംയോജിപ്പിക്കുക,данделъизе
1067,sich versammeln::V,സംയോജിപ്പിക്കുക,бакӏаризе
1068,spielen::V,കളിക്കുക,басандизе
1069,singen::V,പാടുക,ахӏизе
1070,tanzen::V,നൃത്തം ചെയ്യുക,кьурдизе
1071,sich trennen::V,നേർപെടുത്തുക,батӏалъизе
1072,verlassen::V,പിൻവാങ്ങുക,тезе
1073,verlassen::V,പിൻവാങ്ങുക,рехунтезе
1074,retten::V,രക്ഷിക്കുക,хвасар гьабизе
1075,retten::V,രക്ഷിക്കുക,хвасарлъизабизе
1076,bewachen::V,കാവൽനിൽക്കുക,цӏунизе
1077,schützen::V,പരിരക്ഷിക്കുക,цӏунизе
1078,verteidigen::V,പ്രതിരോധിക്കുക,цӏунизе
1079,sich schlagen::V,കലഹിക്കുക,багъизе
1080,schießen::V,വെടിവെക്കുക,речӏчӏизе
1081,siegen::V,വിജയിക്കുക,бергьине
1082,ärgern::V,വിഷമിപ്പിക്കുക,вагъизавизе
1083,schlagen::V,അടിക്കുക,кьабизе
1084,treten::V,തൊഴിക്കുക,мал тункизе
1085,stechen::V,കുത്തുക,къазабизе
1086,stoßen::V,തള്ളുക,тункизе
1087,stoßen::V,തള്ളുക,хъилдизе
1088,stehlen::V,മോഷ്ടിക്കുക,щинкӏизабизе
1089,stören::V,ശല്യപ്പെടുത്തുക,квекӏен гьабизе
1090,stören::V,ശല്യപ്പെടുത്തുക,татубахъи гьабизе
1091,belästigen::V,മെനക്കെടുക,рахӏатхвезабизе
1092,verbergen::V,മറയ്ക്കുക,бахчизе
1093,verbergen::V,മറയ്ക്കുക,балъго тезе
1094,verbergen::V,ഒളിക്കുക,бахчизе
1095,verbergen::V,ഒളിക്കുക,балъго тезе
1096,täuschen::V,കബളിപ്പിക്കുക,божуда рекӏкӏ гьабизе
1097,täuschen::V,കബളിപ്പിക്കുക,гуккизе
1098,betrügen::V,ചതിക്കുക,хӏилла гьабизе
1099,betrügen::V,ചതിക്കുക,сандирахълъи гьабизе
1100,töten::V,കൊല്ലുക,чӏвазе
1101,wohnen::V,താമസിക്കുക,яшав гьабизе
1102,arbeiten::V,ജോലിചെയ്യുക,хӏалтӏизе
1103,sammeln::V,സഞ്ചയിക്കുക,бакӏаризе
1104,pflücken::V,പറിച്ചെടുക്കുക,бетӏизе
1105,jagen::V,വേട്ടയാടുക,чан гьабизе
1106,fischen::V,മീൻ പിടിക്കുക,ччугӏа кквезе
1107,fassen::V,പിടിക്കുക,кквезе
1108,hüten::V,ചേർക്കുക,кваназабизе
1109,treiben::V,വാഹനം_ഓടിക്കുക,гъезе
1110,anbinden::V,കെട്ടിയിടുക,бухьине
1111,füttern::V,തീറ്റുക,кваназабизе
1112,melken::V,പാലുകറക്കുക,бечӏчӏизе
1113,hacken::V,വെട്ടിമുറിക്കുക,чӏвазе
1114,gießen::V,നനയ്ക്കുക,лъалъазе
1115,reifen::V,പാകമാകുക,барщизе
1116,zubereiten::V,പാചകം_ചെയ്യുക,бежа-белъине
1117,kochen::V,വേവിക്കുക,белъине
1118,backen::V,ബേക്ക് ചെയ്യുക,базе
1119,braten::V,പോരിക്കുക,бежизе
