,Concept_ID,uz,de
771,rennen::V,yugurmoq,rennen
772,springen::V,sakramoq,springen
773,klettern::V,yuqorilamoq,klettern
774,schaukeln::V,irg'amoq,schaukeln
775,kriechen::V,ämaklamoq,kriechen
776,schwimmen::V,suzmoq,schwimmen
777,tauchen::V,chu'mmoq,tauchen
778,rudern::V,eshkak eshmoq,rudern
779,fahren::V,haydamoq,fahren
780,fliegen::V,uchmoq,fliegen
781,gehen::V,bormoq,gehen
782,weggehen::V,ketoq,weggehen
783,abfahren::V,jo'namoq,abfahren
784,anhalten::V,to'xtamoq,anhalten
785,hineingehen::V,kirmoq,hineingehen
786,eintreten::V,kirmoq,eintreten
787,kommen::V,kelmoq,kommen
788,ankommen::V,etib kelmoq,ankommen
789,zurückkommen::V,qaytib kelmoq,zurückkommen
790,bleiben::V,qolmoq,bleiben
791,warten::V,poylamoq,warten
792,erwarten::V,kutmoq,erwarten
793,suchen::V,izlamoq,suchen
794,finden::V,topmoq,finden
795,versuchen::V,chalishmoq,versuchen
796,vorbereiten::V,hozirlamoq,vorbereiten
797,lieben::V,sevmoq,lieben
798,mögen::V,ardoqlamoq,mögen
799,lachen::V,kulmoq,lachen
800,rühren::V,ta'sirlantirmoq,rühren
801,weinen::V,yig'lamoq,weinen
802,schimpfen::V,koyinmoq,schimpfen
803,sich ärgern::V,g'azab qilmoq,sich ärgern
804,sich fürchten::V,hurkmoq,sich fürchten
805,fürchten::V,qo'rqmoq,fürchten
806,fliehen::V,qochmoq,fliehen
807,flüchten::V,qochmoq,flüchten
808,sehen::V,ko'rmoq,sehen
809,anschauen::V,razm solmoq,anschauen
810,ansehen::V,razm qilmoq,ansehen
811,hören::V,äshitmoq,hören
812,zuhören::V,tinglamoq,zuhören
813,probieren::V,tatib ko'rmoq,probieren
814,riechen::V,iskamoq,riechen
815,fühlen::V,sezmoq,fühlen
816,scheinen::V,tuyilmoq,scheinen
817,zu sehen sein::V,ko'rinmoq,zu sehen sein
818,vernehmen::V,äshitmoq,vernehmen
819,frieren::V,sovuq qotmoq,frieren
820,tun::V,ätmoq,tun
821,können::V,-a olmoq,können
822,können::V,-y olmoq,können
823,wollen::V,istamoq,wollen
824,anfangen::V,boshlamoq,anfangen
825,beenden::V,bitirmoq,beenden
826,aufhören::V,tinmoq,aufhören
827,gelingen::V,muvaffaqiyat qozonmoq,gelingen
828,geraten::V,bo'lmoq,geraten
829,öffnen::V,ochmoq,öffnen
830,schließen::V,yopmoq,schließen
831,stellen::V,qo'ymoq,stellen
832,setzen::V,o'tqazmoq,setzen
833,legen::V,yotqizmoq,legen
834,berühren::V,tegmoq,berühren
835,verbinden::V,ulamoq,verbinden
836,bedecken::V,bekitmoq,bedecken
837,aufhängen::V,ildirmoq,aufhängen
838,anzünden::V,yondirmoq,anzünden
839,aufheben::V,ko'tarmoq,aufheben
840,zurücklassen::V,ayrilmoq,zurücklassen
841,verlieren::V,yo'qotmoq,verlieren
842,fallen lassen::V,tushirmoq,fallen lassen
843,machen::V,qilmoq,machen
844,herstellen::V,chiqarmoq,herstellen
845,bauen::V,solmoq,bauen
846,reparieren::V,tuzatmoq,reparieren
847,verbessern::V,isloh qilmoq,verbessern
848,ändern::V,o'zgartirmoq,ändern
849,graben::V,qazimoq,graben
850,beugen::V,bukmoq,beugen
851,biegen::V,bukmoq,biegen
852,drehen::V,aylantirmoq,drehen
853,wenden::V,burmoq,wenden
854,umdrehen::V,ag'darmoq,umdrehen
855,heben::V,yuksaltirmoq,heben
856,hochheben::V,ko'tarmoq,hochheben
857,ergreifen::V,tutamlamoq,ergreifen
858,halten::V,tutmoq,halten
859,drücken::V,bosmoq,drücken
860,schieben::V,surmoq,schieben
861,kratzen::V,qashimoq,kratzen
862,lecken::V,mijimoq,lecken
863,beißen::V,tishlamoq,beißen
864,abreißen::V,emirmoq,abreißen
865,abschneiden::V,cho'rt kesmoq,abschneiden
866,binden::V,bog'lamoq,binden
867,stecken::V,suqmoq,stecken
868,brechen::V,sindirmoq,brechen
869,klopfen::V,dukurlamoq,klopfen
870,hauen::V,urmoq,hauen
871,kleben::V,yopishtirmoq,kleben
872,reiben::V,surkamoq,reiben
873,streichen::V,surkamoq,streichen
874,schleifen::V,qayramoq,schleifen
875,schneiden::V,kesmoq,schneiden
876,rütteln::V,chayqamoq,rütteln
877,schütteln::V,chayqamoq,schütteln
878,schwenken::V,chayqatmoq,schwenken
879,schütten::V,quymoq,schütten
880,füllen::V,to'ldirmoq,füllen
881,einwickeln::V,chulg'amoq,einwickeln
882,tragen::V,tashimoq,tragen
883,schleppen::V,sudramoq,schleppen
884,ziehen::V,tortmoq,ziehen
885,aufbewahren::V,tutmoq,aufbewahren
886,werfen::V,tashlamoq,werfen
887,fangen::V,tutmoq,fangen
888,packen::V,opqochmoq,packen
889,verstecken::V,yashirmoq,verstecken
890,teilen::V,bo'lmoq,teilen
891,schicken::V,yubormoq,schicken
892,bringen::V,keltirmoq,bringen
893,hinzufügen::V,tirkamoq,hinzufügen
894,bekommen::V,olmoq,bekommen
895,erhalten::V,olmoq,erhalten
896,nehmen::V,olmoq,nehmen
897,wählen::V,saylamoq,wählen
898,auswählen::V,saylamoq,auswählen
899,bewahren::V,saqlamoq,bewahren
900,behindern::V,xalal bermoq,behindern
901,verderben::V,xazon qilmoq,verderben
902,beschädigen::V,buzmoq,beschädigen
903,zerbrechen::V,sindirmoq,zerbrechen
904,zerreißen::V,yirtmoq,zerreißen
905,zerstören::V,vayron qilmoq,zerstören
906,verbrennen::V,kuydirmoq,verbrennen
907,geben::V,bermoq,geben
908,reichen::V,bermoq,reichen
909,schenken::V,sovg'a qilmoq,schenken
910,versprechen::V,va'da bermoq,versprechen
911,wünschen::V,orziqmoq,wünschen
912,loben::V,maqtamoq,loben
913,küssen::V,o'pmoq,küssen
914,wiegen::V,tebratmoq,wiegen
915,zudecken::V,yopmoq,zudecken
916,wecken::V,uyg'otmoq,wecken
917,zeigen::V,ko'rsatmoq,zeigen
918,führen::V,boshlik bo'lmoq,führen
919,lehren::V,o'rgatmoq,lehren
920,unterrichten::V,dars bermoq,unterrichten
921,aufziehen::V,o'stirmoq,aufziehen
922,leiten::V,boshqarmoq,leiten
923,antreiben::V,shoshiltirmoq,antreiben
924,lassen::V,ruxsat bermoq,lassen
925,einladen::V,taklif kilmoq,einladen
926,vereinigen::V,qo'shmoq,vereinigen
927,besuchen::V,mehmonga bormoq,besuchen
928,treffen::V,duchor bo'lmoq,treffen
929,sich versammeln::V,to'planmoq,sich versammeln
930,spielen::V,o'ynamoq,spielen
931,singen::V,yalla qilmoq,singen
932,tanzen::V,raqs qilmoq,tanzen
933,sich trennen::V,yakkalanmoq,sich trennen
934,verlassen::V,qoldirmoq,verlassen
935,retten::V,qutqazmoq,retten
936,bewachen::V,qo'rimoq,bewachen
937,schützen::V,yoniga olmoq,schützen
938,verteidigen::V,yoqlamoq,verteidigen
939,sich schlagen::V,yoqalashmoq,sich schlagen
940,schießen::V,otmoq,schießen
941,siegen::V,engmoq,siegen
942,ärgern::V,jahl chiqarmoq,ärgern
943,schlagen::V,urmoq,schlagen
944,treten::V,tepmoq,treten
945,stechen::V,qadamoq,stechen
946,stoßen::V,turtmoq,stoßen
947,stehlen::V,o'g'rilamoq,stehlen
948,stören::V,tebratmoq,stören
949,belästigen::V,g'ashini keltirmoq,belästigen
950,verbergen::V,berkitmoq,verbergen
951,täuschen::V,aldamoq,täuschen
952,betrügen::V,tirriq qilmoq,betrügen
953,töten::V,o'ldirmoq,töten
954,wohnen::V,istiqomat qilmoq,wohnen
955,arbeiten::V,ishlamoq,arbeiten
956,sammeln::V,yig'moq,sammeln
957,pflücken::V,termoq,pflücken
958,jagen::V,ov qilmoq,jagen
959,fischen::V,baliq ovlamoq,fischen
960,fassen::V,ilinmoq,fassen
961,hüten::V,boqtirmoq,hüten
962,treiben::V,haydamoq,treiben
963,anbinden::V,bog'lamoq,anbinden
964,füttern::V,edirmoq,füttern
965,melken::V,sog'moq,melken
966,hacken::V,chopmoq,hacken
967,gießen::V,oqizmoq,gießen
968,reifen::V,qizarmoq,reifen
969,zubereiten::V,pishirmoq,zubereiten
970,kochen::V,qaynatmoq,kochen
971,backen::V,yopmoq,backen
972,braten::V,qovurmoq,braten
973,umrühren::V,atalamoq,umrühren
974,stricken::V,to'qimoq,stricken
975,nähen::V,tikmoq,nähen
976,färben::V,bo'yoqlamoq,färben
977,reinigen::V,tozalamoq,reinigen
978,waschen::V,yuvmoq,waschen
979,abwischen::V,surkamoq,abwischen
980,spülen::V,chaymoq,spülen
981,fegen::V,cho'tkalamoq,fegen
982,kehren::V,supurmoq,kehren
983,baden::V,cho'milmoq,baden
984,sich waschen::V,yuvinmoq,sich waschen
985,ausziehen::V,echintirmoq,ausziehen
986,anziehen::V,kiymoq,anziehen
987,sich anziehen::V,kiyinmoq,sich anziehen
988,kämmen::V,taramoq,kämmen
989,schmücken::V,yasatmoq,schmücken
990,sagen::V,aytmoq,sagen
991,sprechen::V,so'zlamoq,sprechen
992,reden::V,gapirmoq,reden
993,sich unterhalten::V,suhbatlashmoq,sich unterhalten
994,fragen::V,so'ramoq,fragen
995,bitten::V,iltimos qilmoq,bitten
996,erzählen::V,aytib bermoq,erzählen
997,mitteilen::V,bildirmoq,mitteilen
998,nennen::V,atamoq,nennen
999,rufen::V,chaqirmoq,rufen
1000,prahlen::V,gerdaymoq,prahlen
1001,übersetzen::V,tarjima qilmoq,übersetzen
1002,denken::V,o'ylamoq,denken
1003,glauben::V,ishonmoq,glauben
1004,bemerken::V,payqamoq,bemerken
1005,erkennen::V,tanimoq,erkennen
1006,begreifen::V,tushunmoq,begreifen
1007,verstehen::V,anglamoq,verstehen
1008,lernen::V,o'qimoq,lernen
1009,wissen::V,bilmoq,wissen
1010,sich erinnern an::V,äsni tanimoq,sich erinnern an
1011,vergessen::V,unutmoq,vergessen
1012,messen::V,o'lchamoq,messen
1013,zählen::V,raqamlamoq,zählen
1014,rechnen::V,cho'tlamoq,rechnen
1015,lesen::V,o'qimoq,lesen
1016,malen::V,rasm solmoq,malen
1017,zeichnen::V,chizmoq,zeichnen
1018,schreiben::V,yozmoq,schreiben
1019,besitzen::V,ägalamoq,besitzen
1020,kaufen::V,olmoq,kaufen
1021,verkaufen::V,sotmoq,verkaufen
1022,bezahlen::V,to'lamoq,bezahlen
1023,zahlen::V,to'lamoq,zahlen
1024,beherrschen::V,ägalamoq,beherrschen
1025,ertragen::V,chidamoq,ertragen
