,Concept_ID,lv,cv
267,Ufer::N,вадор,ҫыран
268,Ufer::N,krasts,ҫыран
269,Küste::N,вадор,тинӗс ҫыранӗ
270,Küste::N,piekraste,тинӗс ҫыранӗ
271,Festland::N,му,тип ҫӗр
272,Festland::N,sauszeme,тип ҫӗр
273,Meer::N,саридз,тинӗс
274,Meer::N,jūra,тинӗс
275,Bucht::N,куръя,тинӗс кукӑрӗ
276,Bucht::N,līcis,тинӗс кукӑрӗ
277,Insel::N,ді,утрав
278,Insel::N,sala,утрав
279,Blume::N,дзоридз,чечек
280,Blume::N,puķe,чечек
281,Blume::N,zieds,чечек
282,Gras::N,турун,курӑк
283,Gras::N,zāle,курӑк
284,Wurzel::N,вуж,тымар
285,Wurzel::N,sakne,тымар
286,Baum::N,пу,йывӑҫ
287,Baum::N,koks,йывӑҫ
288,Stamm::N,пучер,вулӑ
289,Stamm::N,stumbrs,вулӑ
290,Rinde::N,кырсь,хуйӑр
291,Rinde::N,miza,хуйӑр
292,Ast::N,ув,турат
293,Ast::N,zars,турат
294,Zweig::N,вож,турат
295,Zweig::N,nozare,турат
296,Blatt::N,кор,ҫулҫӑ
297,Blatt::N,lapa,ҫулҫӑ
298,Birke::N,кыдз,хурӑн
299,Birke::N,bērzs,хурӑн
300,Kiefer[Baum]::N,пожӧм,хыр
301,Kiefer[Baum]::N,priede,хыр
302,Weide[Baum]::N,бадь,хӑва
303,Weide[Baum]::N,kārkls,хӑва
304,Tanne::N,коз,чӑрӑш
305,Tanne::N,egle,чӑрӑш
306,Horn::N,сюр,мӑйрака
307,Horn::N,rags,мӑйрака
308,Feder::N,гӧн,тӗк
309,Feder::N,тывборд,тӗк
310,Feder::N,spalva,тӗк
311,Fell::N,ку,ҫӑм
312,Fell::N,āda,ҫӑм
313,Flügel::N,борд,ҫунат
314,Flügel::N,spārns,ҫунат
315,Klaue::N,гыж,чӗрне
316,Klaue::N,nags,чӗрне
317,Kralle::N,гыж,ура
318,Kralle::N,nags,ура
319,Schwanz::N,бӧж,хӳре
320,Schwanz::N,ļipa,хӳре
321,Ei::N,кольк,ҫӑмарта
322,Ei::N,ola,ҫӑмарта
323,Nest::N,поз,йӑва
324,Nest::N,ligzda,йӑва
325,Bau::N,горс,йӗнӗ
326,Bau::N,пырмӧс,йӗнӗ
327,Bau::N,гу,йӗнӗ
328,Bau::N,ala,йӗнӗ
329,Tier::N,пемӧс,выльӑх
330,Tier::N,dzīvnieks,выльӑх
331,Herde::N,стада,кӗтӳ
332,Herde::N,кельӧб,кӗтӳ
333,Herde::N,ganāmpulks,кӗтӳ
334,Kuh::N,мӧс,ӗне
335,Kuh::N,govs,ӗне
336,Bulle::N,ӧш,вӑкӑр
337,Bulle::N,bullis,вӑкӑр
338,Pferd::N,вӧв,лаша
339,Pferd::N,zirgs,лаша
340,Schaf::N,ыж,сурӑх
341,Schaf::N,aita,сурӑх
342,Schwein::N,порсь,сысна
343,Schwein::N,cūka,сысна
344,Hund::N,пон,йытӑ
345,Hund::N,suns,йытӑ
346,Katze::N,кань,кушак
347,Katze::N,kaķis,кушак
348,Bär::N,ош,упа
349,Bär::N,lācis,упа
350,Eichhörnchen::N,ур,пакша
351,Eichhörnchen::N,vāvere,пакша
352,Elch::N,йӧра,пӑши
353,Elch::N,alnis,пӑши
354,Fuchs::N,руч,тилӗ
355,Fuchs::N,lapsa,тилӗ
356,Hase::N,кӧч,куян
357,Hase::N,кӧч,мулкач
358,Hase::N,zaķis,куян
359,Hase::N,zaķis,мулкач
360,Maus::N,шыр,шӑши
361,Maus::N,pele,шӑши
362,Wolf::N,кӧин,кашкӑр
363,Wolf::N,vilks,кашкӑр
364,Vogel::N,кай,кайӑк
365,Vogel::N,кай,вӗҫен кайӑк
366,Vogel::N,лэбач,кайӑк
367,Vogel::N,лэбач,вӗҫен кайӑк
368,Vogel::N,putns,кайӑк
369,Vogel::N,putns,вӗҫен кайӑк
370,Schwarm::N,чукӧр,ушкӑн
371,Schwarm::N,spiets,ушкӑн
372,Huhn::N,курӧг,чӑх
373,Huhn::N,курӧг,чӑхӑ
374,Huhn::N,vista,чӑх
375,Huhn::N,vista,чӑхӑ
376,Hahn::N,петук,автан
377,Hahn::N,gailis,автан
378,Gans::N,дзодзӧг,хур
379,Gans::N,zoss,хур
380,Adler::N,кутш,ӑмӑрт кайӑк
381,Adler::N,ērglis,ӑмӑрт кайӑк
382,Ente::N,утка,кӑвакал
383,Ente::N,pīle,кӑвакал
384,Eule::N,сюзь,тӑмана
385,Eule::N,pūce,тӑмана
386,Kranich::N,тури,тӑрна
387,Kranich::N,dzērve,тӑрна
388,Krähe::N,рака,ула курак
389,Krähe::N,vārna,ула курак
390,Kuckuck::N,кӧк,куккук
391,Kuckuck::N,dzeguze,куккук
392,Schwan::N,юсь,акӑш
393,Schwan::N,gulbis,акӑш
394,Fisch::N,чери,пулӑ
395,Fisch::N,zivs,пулӑ
396,Barsch::N,ёкыш,уланкӑ
397,Barsch::N,asaris,уланкӑ
398,Hecht::N,сир,ҫӑрттан
399,Hecht::N,līdaka,ҫӑрттан
400,Schlange[Tier]::N,кый,ҫӗлен
401,Schlange[Tier]::N,čūska,ҫӗлен
402,Wurm::N,номыр,ӑман
403,Wurm::N,tārps,ӑман
404,Spinne::N,черань,эрешмен
405,Spinne::N,zirneklis,эрешмен
406,Ameise::N,кодзувкот,кӑткӑ
407,Ameise::N,skudra,кӑткӑ
408,Laus::N,той,пыйтӑ
409,Laus::N,uts,пыйтӑ
410,Mücke::N,ном,вӑрӑм туна
411,Mücke::N,ods,вӑрӑм туна
412,Fliege::N,гут,шӑна
413,Fliege::N,muša,шӑна
414,Schmetterling::N,бобув,лӗпӗш
415,Schmetterling::N,tauriņš,лӗпӗш
416,Beere::N,тусь,ҫырла
417,Beere::N,вотӧс,ҫырла
418,Beere::N,oga,ҫырла
419,Apfel::N,яблӧг,улма
420,Apfel::N,яблӧг,пан улми
421,Apfel::N,ābols,улма
422,Apfel::N,ābols,пан улми
423,Pilz::N,тшак,кӑмпа
424,Pilz::N,sēne,кӑмпа
425,Zwiebel::N,луккок,сухан
426,Zwiebel::N,йӧнгыль,сухан
427,Zwiebel::N,sīpols,сухан
428,Saat::N,тусь,вӑрӑ
429,Saat::N,кӧйдыс,вӑрӑ
430,Saat::N,sēkla,вӑрӑ
431,Korn::N,тусь,тӗшӗ
432,Korn::N,тусь,пӗрчӗ
433,Korn::N,grauds,тӗшӗ
434,Korn::N,grauds,пӗрчӗ
435,Heu::N,турун,утӑ
436,Heu::N,siens,утӑ
437,Schale::N,кор,хупӑ
438,Schale::N,čaula,хупӑ
439,Schale::N,čaumala,хупӑ
440,Grube::N,гу,шӑтӑк
441,Grube::N,bedre,шӑтӑк
442,Falle::N,лэч,тапӑ
443,Falle::N,лэч,капкӑн
444,Falle::N,slazds,тапӑ
445,Falle::N,slazds,капкӑн
446,Falle::N,lamatas,тапӑ
447,Falle::N,lamatas,капкӑн
448,Schlinge::N,лэч,йӑлӑ
449,Schlinge::N,cilpa,йӑлӑ
450,Spur::N,туй,йӗр
451,Spur::N,pēda,йӗр
452,Asche::N,пӧм,кӗл
453,Asche::N,pelni,кӗл
454,Dreck::N,няйт,пылчӑк
455,Dreck::N,dubļi,пылчӑк
456,Eisen::N,кӧрт,тимӗр
457,Eisen::N,dzelzs,тимӗр
458,Gold::N,зарни,ылтӑн
459,Gold::N,zelts,ылтӑн
460,Silber::N,эзысь,кӗмӗл
461,Silber::N,sudrabs,кӗмӗл
462,Kohle::N,шом,кӑмрӑк
463,Kohle::N,ogle,кӑмрӑк
464,Glas::N,стеклӧ,кӗленче
465,Glas::N,stikls,кӗленче
466,Lehm::N,сёй,тӑм
467,Lehm::N,māls,тӑм
468,Sand::N,лыа,хӑйӑр
469,Sand::N,smiltis,хӑйӑр
470,Mensch::N,морт,ҫын
471,Mensch::N,морт,этем
472,Mensch::N,cilvēks,ҫын
473,Mensch::N,cilvēks,этем
474,Mann::N,аймӧрт,ар
475,Mann::N,мужичӧй,ар
476,Mann::N,vīrietis,ар
477,Frau::N,ань,хӗрарӑм
478,Frau::N,нывбаба,хӗрарӑм
479,Frau::N,sieviete,хӗрарӑм
480,Kind::N,кага,ача
481,Kind::N,bērns,ача
482,Junge::N,пи,ача
483,Junge::N,пи,ар ҫын ача
484,Junge::N,zēns,ача
485,Junge::N,zēns,ар ҫын ача
486,Junge::N,puika,ача
487,Junge::N,puika,ар ҫын ача
488,Junge::N,puisis,ача
489,Junge::N,puisis,ар ҫын ача
490,Mädchen::N,ныв,хӗр ача
491,Mädchen::N,meiča,хӗр ача
492,Mädchen::N,skuķis,хӗр ача
493,Mädchen::N,meitene,хӗр ача
494,Familie::N,семья,ҫемье
495,Familie::N,семья,кил-йыш
496,Familie::N,ģimene,ҫемье
497,Familie::N,ģimene,кил-йыш
498,Großvater::N,пӧль,кукаҫи
499,Großvater::N,vecaistēvs,кукаҫи
500,Großmutter::N,баб,кукамай
501,Großmutter::N,vecāmāte,кукамай
502,Eltern::N,ай-мам,аҫа-ама
503,Eltern::N,бать-мам,аҫа-ама
504,Eltern::N,vecāki,аҫа-ама
505,Vater::N,бать,атте
506,Vater::N,ай,атте
507,Vater::N,tēvs,атте
508,Mutter::N,мам,анне
509,Mutter::N,māte,анне
510,Sohn::N,пи,ывӑл
511,Sohn::N,dēls,ывӑл
512,Tochter::N,ныв,хӗр
513,Tochter::N,meita,хӗр
514,Bruder::N,вок,ар тӑван
515,Bruder::N,brālis,ар тӑван
516,Schwester::N,чой,аппа
517,Schwester::N,чой,йӑмӑк
518,Schwester::N,māsa,аппа
519,Schwester::N,māsa,йӑмӑк
520,Onkel::N,дядь,мучи
521,Onkel::N,дядь,пичче
522,Onkel::N,tēvocis,мучи
523,Onkel::N,tēvocis,пичче
524,Tante::N,тьӧт,аппа
525,Tante::N,tante,аппа
526,Ehemann::N,верӧс,упӑшка
527,Ehemann::N,vīrs,упӑшка
528,Ehefrau::N,гӧтыр,арӑм
529,Ehefrau::N,sieva,арӑм
530,Freude::N,радлун,савӑнӑҫ
531,Freude::N,радлун,хаваслӑх
532,Freude::N,prieks,савӑнӑҫ
533,Freude::N,prieks,хаваслӑх
534,Gelächter::N,серам,кулӑ
535,Gelächter::N,smiekli,кулӑ
536,Glück::N,шуд,телей
537,Glück::N,шуд,ӑраскал
538,Glück::N,laime,телей
539,Glück::N,laime,ӑраскал
540,Kummer::N,шог,хурлӑх
541,Kummer::N,bēdas,хурлӑх
542,Kummer::N,raizes,хурлӑх
543,Wunsch::N,кӧсйӧм,ӗмӗт
544,Wunsch::N,кӧсйӧм,кӑмӑл
545,Wunsch::N,vēlme,ӗмӗт
546,Wunsch::N,vēlme,кӑмӑл
547,Wunsch::N,vēlējums,ӗмӗт
548,Wunsch::N,vēlējums,кӑмӑл
549,Lust::N,кыскӧм,кӑмӑл
550,Lust::N,радейтӧм,кӑмӑл
551,Lust::N,kāre,кӑмӑл
552,Geist::N,лов,чун-чӗм
553,Geist::N,лов,ыр-усал
554,Geist::N,лов,чун хавалӗ
555,Geist::N,gars,чун-чӗм
556,Geist::N,gars,ыр-усал
557,Geist::N,gars,чун хавалӗ
558,Gedanke::N,мӧвп,шухӑш
559,Gedanke::N,doma,шухӑш
560,Gedächtnis::N,паметь,ас
561,Gedächtnis::N,atmiņa,ас
562,Verstand::N,вежӧр,ӑс
563,Verstand::N,вежӧр,ӑс-тӑн
564,Verstand::N,вежӧр,ӑс-хакӑл
565,Verstand::N,prāts,ӑс
566,Verstand::N,prāts,ӑс-тӑн
567,Verstand::N,prāts,ӑс-хакӑл
568,Sinn::N,мог,тупсӑм
569,Sinn::N,мог,пӗлтерӗш
570,Sinn::N,вежӧртас,тупсӑм
571,Sinn::N,вежӧртас,пӗлтерӗш
572,Sinn::N,nozīme,тупсӑм
573,Sinn::N,nozīme,пӗлтерӗш
574,Grund::N,помка,сӑлтав
575,Grund::N,pamats,сӑлтав
576,Grund::N,iemesls,сӑлтав
577,Wahrheit::N,збыль,чӑнлӑх
578,Wahrheit::N,збыльтор,чӑнлӑх
579,Wahrheit::N,taisnība,чӑнлӑх
580,Wahrheit::N,patiesība,чӑнлӑх
581,Gespräch::N,сёрни,калаҫу
582,Gespräch::N,saruna,калаҫу
583,Märchen::N,мойд,юмах
584,Märchen::N,pasaka,юмах
585,Erzählung::N,висьт,акалав
586,Erzählung::N,висьт,каласа пани
587,Erzählung::N,stāsts,акалав
588,Erzählung::N,stāsts,каласа пани
589,Erzählung::N,nostāsts,акалав
590,Erzählung::N,nostāsts,каласа пани
591,Nachricht::N,юӧртӧм,хыпар
592,Nachricht::N,ziņa,хыпар
593,Neuigkeit::N,выльтор,ҫӗнӗ хыпар
594,Neuigkeit::N,jaunums,ҫӗнӗ хыпар
595,Name::N,ним,ят
596,Name::N,vārds,ят
597,Rätsel::N,нӧдкыв,сутмалли юмах
598,Rätsel::N,mīkla,сутмалли юмах
599,Rede::N,сёрни,сӑмах
600,Rede::N,runa,сӑмах
601,Sprache::N,кыв,чӗлхе
602,Sprache::N,valoda,чӗлхе
603,Stimme::N,гӧлӧс,сасӑ
604,Stimme::N,вом шы,сасӑ
605,Stimme::N,balss,сасӑ
606,Wort::N,кыв,сӑмах
607,Wort::N,vārds,сӑмах
608,Zeichen::N,пас,паллӑ
609,Zeichen::N,zīme,паллӑ
610,Ruf::N,чукӧстчӧм,йыхрав
611,Ruf::N,чукӧстчӧм,чӗнӳ
612,Ruf::N,корӧм,йыхрав
613,Ruf::N,корӧм,чӗнӳ
614,Ruf::N,sauciens,йыхрав
615,Ruf::N,sauciens,чӗнӳ
616,Lärm::N,шы,шав
617,Lärm::N,зык,шав
618,Lärm::N,зычитӧм,шав
619,Lärm::N,troksnis,шав
620,Laut::N,шы,сасӑ
621,Laut::N,skaņa,сасӑ
622,Ton::N,шы,сасӑ
623,Ton::N,tonis,сасӑ
624,Lied::N,сьылан,юрӑ
625,Lied::N,сьыланкыв,юрӑ
626,Lied::N,dziesma,юрӑ
627,Ruhe::N,чӧв,канӑҫлӑх
628,Ruhe::N,чӧв,лӑпкӑлӑх
629,Ruhe::N,miers,канӑҫлӑх
630,Ruhe::N,miers,лӑпкӑлӑх
631,Leute::N,йӧз,ҫамрӑксем
632,Leute::N,йӧз,ҫамрӑк ҫынсем
633,Leute::N,войтыр,ҫамрӑксем
634,Leute::N,войтыр,ҫамрӑк ҫынсем
635,Leute::N,ļaudis,ҫамрӑксем
636,Leute::N,ļaudis,ҫамрӑк ҫынсем
637,Leute::N,cilvēki,ҫамрӑксем
638,Leute::N,cilvēki,ҫамрӑк ҫынсем
639,Volk::N,йӧз,халӑх
640,Volk::N,войтыр,халӑх
641,Volk::N,tauta,халӑх
642,Arbeit::N,удж,ӗҫхӗл
643,Arbeit::N,удж,ӗҫлев
644,Arbeit::N,darbs,ӗҫхӗл
645,Arbeit::N,darbs,ӗҫлев
646,Gast::N,гӧсть,хӑна
647,Gast::N,viešņa,хӑна
648,Gast::N,ciemiņš,хӑна
649,Geschenk::N,козин,парне
650,Geschenk::N,козин,кучченеҫ
651,Geschenk::N,dāvana,парне
652,Geschenk::N,dāvana,кучченеҫ
653,Spiel::N,ворсан,вӑйӑ
654,Spiel::N,rotaļa,вӑйӑ
655,Gesellschaft::N,котыр,общество
656,Gesellschaft::N,biedrība,общество
657,Gesellschaft::N,kompānija,общество
658,Hilfe::N,отсӧг,пулӑшу
659,Hilfe::N,palīdzība,пулӑшу
660,Freund::N,ёрт,тус
661,Freund::N,draugs,тус
662,Kamerad::N,ёрт,юлташ
663,Kamerad::N,ёрт,тус
664,Kamerad::N,biedrs,юлташ
665,Kamerad::N,biedrs,тус
666,Angelegenheit::N,мог,ӗҫ
667,Angelegenheit::N,делӧ,ӗҫ
668,Angelegenheit::N,darīšana,ӗҫ
669,Anzahl::N,лыд,йыш
670,Anzahl::N,лыд,хисеп
671,Anzahl::N,тшӧт,йыш
672,Anzahl::N,тшӧт,хисеп
673,Anzahl::N,skaits,йыш
674,Anzahl::N,skaits,хисеп
675,Anzahl::N,daudzums,йыш
676,Anzahl::N,daudzums,хисеп
677,Art::N,сикас,тӗс
678,Art::N,suga,тӗс
679,Art::N,šķira,тӗс
680,Stück::N,тор,татӑк
681,Stück::N,gabals,татӑк
682,Teil::N,юкӧн,пай
683,Teil::N,daļa,пай
684,Hälfte::N,пӧв,ҫурӑ
685,Hälfte::N,джын,ҫурӑ
686,Hälfte::N,puse,ҫурӑ
687,Kreis::N,кытш,ункӑ
688,Kreis::N,кытш,ҫавракӑш
689,Kreis::N,aplis,ункӑ
690,Kreis::N,aplis,ҫавракӑш
691,Kreis::N,riņķis,ункӑ
692,Kreis::N,riņķis,ҫавракӑш
693,Kreuz::N,перна,хӗрес
694,Kreuz::N,крест,хӗрес
695,Kreuz::N,krusts,хӗрес
696,Linie::N,визь,йӗр
697,Linie::N,līnija,йӗр
698,Strich::N,визь,йӗр
699,Strich::N,svītra,йӗр
700,Abstand::N,кост,хушӑ
701,Abstand::N,коласт,хушӑ
702,Abstand::N,atstarpe,хушӑ
703,Entfernung::N,ылна,хушӑ
704,Entfernung::N,attālums,хушӑ
