,Concept_ID,ga,ta
688,lieb::A,dílis,அன்புக்குரிய
689,lustig::A,aerach,களிப்புமிக்க
690,lustig::A,meidhreach,களிப்புமிக்க
691,sanft::A,bog,சாதுவான
692,sanft::A,séimh,சாதுவான
693,hungrig::A,ocrach,பசியுடன்
694,krank::A,tinn,நோயுற்று
695,krank::A,breoite,நோயுற்று
696,nackt::A,nocht,ஆடையற்ற
697,traurig::A,brónach,சோகமான
698,lebendig::A,beo,பிழைப்பு
699,gut::A,maith,நல்ல
700,schlecht::A,dona,கெட்ட
701,schlecht::A,droch-,கெட்ட
702,richtig::A,ceart,சரியான
703,schlimm::A,gránna,அருவருப்பான
704,schlimm::A,tubaisteach,அருவருப்பான
705,wahr::A,fíor,உண்மையான
706,alt::A,sean,பழைய
707,neu::A,úr,புதிய
708,neu::A,nua,புதிய
709,ehemalig::A,iar-,முன்நாள்
710,ehemalig::A,sean-,முன்நாள்
711,alt[Lebewesen]::A,sean,வயதான
712,alt[Lebewesen]::A,aosta,வயதான
713,jung::A,óg,இளமையான
714,arm::A,bocht,ஏழ்மையான
715,reich::A,saibhir,செல்வம் படைத்த
716,reich::A,rachmasach,செல்வம் படைத்த
717,bekannt::A,atá eolas air,பழக்கப்பட்ட
718,berühmt::A,cailiúil,புகழ்பெற்ற
719,berühmt::A,clúiteach,புகழ்பெற்ற
720,fremd::A,coimhthíoch,அயல் நாட்டு
721,verschieden::A,éagsúil,வித்தியாசமான
722,verschieden::A,difriúil,வித்தியாசமான
723,nah::A,gar,பக்கத்தில் உள்ள
724,nah::A,deas,பக்கத்தில் உள்ள
725,fern::A,i bhfad uainn,தொலை தூரத்தில்
726,fern::A,i bhfad i gcéin,தொலை தூரத்தில்
727,linker::A,clé,மீந்திருக்கும்
728,rechter::A,deas,வலதுபக்கம்
729,anderer::A,eile,மற்ற
730,erster::A,céad,முதனமையான
731,zweiter::A,dóú,இரண்டாவது
732,zweiter::A,dara,இரண்டாவது
733,dritter::A,tríú,மூன்றாவது
734,dritter::A,treas,மூன்றாவது
735,letzter::A,déanach,கடைசி
736,letzter::A,deireanach,கடைசி
737,allein::ADV,i d'aonar,தனியாக
738,auf einmal::ADV,ag an am céanna,தடீரென்று
739,zusammen::ADV,le chéile,சேர்ந்து
740,zusammen::ADV,in eineacht,சேர்ந்து
741,lange::ADV,fada,அதிக நோம்
742,plötzlich::ADV,go tobann,தடீரென்று
743,plötzlich::ADV,i dtobainne,தடீரென்று
744,sofort::ADV,ar an toirt,உடனடியாக
745,sofort::ADV,ar an bpointe,உடனடியாக
746,später::ADV,níos déanaí,பிறகு
747,jetzt::ADV,anois,இப்பொழது
748,heute::ADV,inniu,இன்று
749,morgen::ADV,amárach,நாளைக்கு
750,bald::ADV,go luath,சீக்கிரம்
751,bald::ADV,gan mhoill,சீக்கிரம்
752,dann::ADV,ansin,அப்பொழுது
753,gestern::ADV,inné,நேற்று
754,einst::ADV,tráth,ஒரே முறை
755,einst::ADV,uair amháin,ஒரே முறை
756,damals::ADV,ag an am,அப்பொழுது
757,damals::ADV,an t-am sin,அப்பொழுது
758,danach::ADV,ina dhiaidh sin,பிற்பாடு
759,vorher::ADV,cheana,முன்பாக
760,vorher::ADV,roimhe sin,முன்பாக
761,zuerst::ADV,ar dtús,முதலில்
762,einmal::ADV,uair amháin,ஒரே முறை
763,manchmal::ADV,uaireanta,சில நேரங்களில்
764,oft::ADV,minic,அடிக்கடி
765,immer::ADV,i gcónaí,எப்பொழுதும்
766,niemals::ADV,riamh,ஒருபோதும் இல்லை
767,hier::ADV,anseo,இங்கே
768,hierhin::ADV,anseo,இவ்விடத்திற்கு
769,von hier::ADV,an áit seo,இனி
770,dort::ADV,ann,அங்கே
771,dort::ADV,ansin,அங்கே
772,dorthin::ADV,ann,அவ்விடத்திற்கு
773,dorthin::ADV,ansin,அவ்விடத்திற்கு
774,geradeaus::ADV,ar aghaidh,முன்னாலிருக்கும்
775,rückwärts::ADV,siar,பின்னோக்கி
776,zurück::ADV,ar ais,பின்பக்கம்
777,unten::ADV,thíos,கீழாக
778,hinab::ADV,síos,கீழ் நோக்கி
779,oben::ADV,thuas,மேலே
780,hinauf::ADV,suas,மேலே
781,überall::ADV,i ngach áit,எல்லா இடத்திலும்
782,überall::ADV,ar fud na háite,எல்லா இடத்திலும்
783,nicht::ADV,ní,இல்லை
784,nicht::ADV,cha,இல்லை
785,ein wenig::ADV,beagán,கொஞ்சம்
786,kaum::ADV,ar éigean,அரிதாக
787,sehr::ADV,an-,மிக்க
788,so::ADV,chomh,மிகவும்
789,so::ADV,mar sin,மிகவும்
790,noch::ADV,fós,இப்பொழுதும்
791,noch::ADV,go fóill,இப்பொழுதும்
792,nur::ADV,amháin,மட்டும்
793,nur::ADV,níl ach,மட்டும்
794,schon::ADV,cheana,ஏற்கனவே
795,schon::ADV,cheana féin,ஏற்கனவே
796,wieder::ADV,arís,மறுபடியும்
797,wieder::ADV,athuair,மறுபடியும்
798,vergebens::ADV,amú,வீண்
799,vergebens::ADV,in aisce,வீண்
800,vor::PRP,ar thosach,முன்
801,hinter::PRP,laistiar de,பின்பக்கம்
802,hinter::PRP,taobh thiar de,பின்பக்கம்
803,unter::PRP,faoi,கீழே
804,durch::PRP,trí,ஊடே
805,neben::PRP,taobh le,அடுத்து
806,neben::PRP,in aice le,அடுத்து
807,zwischen::PRP,idir,இடையில்
808,wegen::PRP,de bharr,ஏனெனில்
809,wegen::PRP,mar gheall ar,ஏனெனில்
810,dies::PRN,seo,இது
811,das::PRN,sin,அது
812,alles::PRN,gach rud,ஒவ்வொன்றும்
813,ich::PRN,mé,நான்
814,ich::PRN,mise,நான்
815,du::PRN,tú,நீ
816,du::PRN,tusa,நீ
817,er::PRN,sé,அவன்
818,er::PRN,seisean,அவன்
819,wir::PRN,sinn,நாம்
820,wir::PRN,sinn,நாங்கள்
821,ihr::PRN,sibh,நீங்கள்
822,ihr::PRN,sibhse,நீங்கள்
823,sie::PRN,siad,அவர்கள்
824,sie::PRN,siadsan,அவர்கள்
825,was::FPRN,cad,என்ன
826,was::FPRN,céard,என்ன
827,wer::FPRN,cé,யார்
828,wo::FADV,cá,எங்கே
829,wo::FADV,cén áit,எங்கே
830,wohin::FADV,cá,எதற்கு
831,wohin::FADV,cén áit,எதற்கு
832,wie::FADV,conas,எப்படி
833,wie::FADV,cén chaoi,எப்படி
834,warum::FADV,cén fáth,ஏன்
835,warum::FADV,cad chuige,ஏன்
836,wieviel::FNUM,cá mhéad,எவ்வளவு
837,eins::NUM,aon,ஒன்று
838,zwei::NUM,dhá,இரண்டு
839,drei::NUM,trí,மூன்று
840,vier::NUM,ceathair,நான்கு
841,fünf::NUM,cúig,ஐந்து
842,sechs::NUM,sé,ஆறு
843,sieben::NUM,seacht,ஏழு
844,acht::NUM,ocht,எட்டு
845,neun::NUM,naoi,ஒன்பது
846,zehn::NUM,deich,பத்து
847,elf::NUM,aon déag,பதினொன்று
848,zwölf::NUM,dó dhéag,பன்னிரண்டு
849,zwanzig::NUM,fiche,இருபது
850,dreißig::NUM,tríocha,முப்பது
851,vierzig::NUM,daichead,நாற்பது
852,vierzig::NUM,ceathracha,நாற்பது
853,fünfzig::NUM,caoga,ஐமபது
854,sechzig::NUM,seasca,அறுபது
855,siebzig::NUM,seachtó,எழுபது
856,achtzig::NUM,ochtó,எண்பது
857,neunzig::NUM,nócha,தொன்னூறு
858,hundert::NUM,céad,நூறு
859,tausend::NUM,míle,ஆயிரம்
860,und::CNJ,agus,மற்றும்
861,oder::CNJ,nó,அல்லது
862,stehen::V,seas,நில்
863,sitzen::V,suigh,உட்கார்
864,liegen::V,luigh,படு
865,hängen::V,tá crochta,தொங்கச் செய்
866,werden::V,éirigh,ஆகு
867,passieren::V,tarlaigh,நிகழ்
868,beginnen::V,tosaigh,ஆரம்பி
869,enden::V,críochnaigh,முடி
870,wechseln::V,athraigh,மாற்று
871,aufgehen[Sonne]::V,éirigh,உயர எழு
872,untergehen[Sonne]::V,fuin,பொறுத்து
873,untergehen[Sonne]::V,téigh faoi,பொறுத்து
874,scheinen[Sonne]::V,taitin,பிரகாசி
875,scheinen[Sonne]::V,soilsigh,பிரகாசி
876,donnern::V,tá toirneach ann,இடி
877,wehen::V,séid,வீசு
878,strömen::V,sil,பாயதல்
879,fließen::V,rith,நீரோட்டம் போக்கில் போ
880,fließen::V,snigh,நீரோட்டம் போக்கில் போ
881,sich drehen::V,cas,சுழல்
882,sich drehen::V,imrothlaigh,சுழல்
883,schwanken::V,luasc,தள்ளாடு
884,schwingen::V,luasc,ஆடு
885,fallen::V,tit,விழு
886,brennen::V,dóigh,எரி
887,rauchen::V,plúch toite,பகை பிடி
888,regnen::V,báistigh,மழை பெய்
889,regnen::V,tá ag cur báistí,மழை பெய்
890,gefrieren::V,sioc,உறைந்துவிடு
891,gefrieren::V,reoigh,உறைந்துவிடு
892,tauen::V,leáigh,உருகு
893,tauen::V,coscair,உருகு
894,schmelzen::V,leáigh,உருகு
895,trocknen::V,triomaigh,உலர்த்து
896,sieden::V,fiuch,கொதிக்க வை
897,sieden::V,beirigh,கொதிக்க வை
898,faulen::V,lobh,அழுகச் செய்
899,faulen::V,dreoigh,அழுகச் செய்
900,verfaulen::V,lobh,அழுகச் செய்
901,verfaulen::V,feoigh,அழுகச் செய்
902,reißen::V,bris,திடீரென அறு
903,versinken::V,téigh síos,மூழ்கு
904,vergehen::V,téigh thart,கடந்துசெல்
905,erscheinen::V,tar,தோன்றச்
906,verschwinden::V,imigh,மறைந்து போ
907,sinken::V,tit,பதைவுறு
908,sinken::V,ísligh,பதைவுறு
909,abnehmen::V,maolaigh,குறை
910,abnehmen::V,laghdaigh,குறை
911,zunehmen::V,méadaigh,உயர்த்து
912,steigen::V,éirigh,உயர எழு
913,wachsen::V,fás,வளர்
914,glänzen::V,lonraigh,மிளிர்
915,funkeln::V,drithligh,பிரகாசி
916,lärmen::V,tóg callán,கொம்பு
917,läuten::V,buail,மணியொலியிசை
918,klingeln::V,buail,மணி அடி
919,klirren::V,cling,கிலுங்கு
920,brausen::V,búir,இரைதல்
921,rauschen::V,tá ag siosarnach,சலசலப்பு
922,klingen::V,tá glór ag,சிலம்புதல்
923,bellen::V,amhastraigh,குரை
924,heulen::V,glam,ஊளையிடு
925,blasen::V,séid,ஊது
926,pfeifen::V,lig fead,சீழ்க்கை எழப்பு
927,schreien::V,béic,கூச்சலிடு
928,schreien::V,glaoigh,கூச்சலிடு
929,stöhnen::V,lig cnead,வேதனை
930,zittern::V,crith,நடுங்கு
931,zittern::V,creathnaigh,நடுங்கு
932,leben::V,mair,உயிருடனிரு
933,geboren werden::V,rugadh,பிற
934,atmen::V,análaigh,சுவாசி
935,trinken::V,ól,குடி
936,essen::V,ith,சாப்பிடு
937,schlucken::V,slog,முழுங்கு
938,müde werden::V,tuirsigh,கையயர்தல்
939,einschlafen::V,tit ina chodladh,தூங்க
940,schlafen::V,codail,தூங்கு
941,aufwachen::V,múscail,எழுப்பு
942,aufstehen::V,éirigh,எழுந்திரு
943,sich erholen::V,lig scíth,இளைப்பாறு
944,krank werden::V,éirigh tinn,விழுதல்
945,krank sein::V,tá tinn,நருக்கலாயிருக்க
946,schmerzen::V,tá pian i,நோவுறு
947,husten::V,déan casacht,இருமு
948,genesen::V,téarnaigh,குணம் அடை
949,sterben::V,éag,மரணமடை
950,sterben::V,faigh bás,மரணமடை
951,umkommen::V,caill,நசி
952,sich bewegen::V,bog,நகர்த்து
953,sich bewegen::V,gluais,நகர்த்து
954,sich rühren::V,corraigh,அசை
955,sich erheben::V,seas suas,எழுந்து நில்
956,sich setzen::V,suigh,உட்கார்
957,hinfallen::V,tit,விழு
958,laufen::V,siúil,நட
959,schreiten::V,siúil,கவடுவைத்தல்
960,spazierengehen::V,téigh ag spaisteoireacht,உலவு
961,eilen::V,deifrigh,விரைந்து
962,eilen::V,brostaigh,விரைந்து
963,sich beeilen::V,deifrigh,அவசரப்படுத்து
964,sich beeilen::V,déan deifir,அவசரப்படுத்து
965,sausen::V,luathaigh,விரைந்து செல்
966,rennen::V,rith,ஓடு
967,springen::V,léim,குதி
968,klettern::V,dreap,ஏறு
969,schaukeln::V,téigh ar an maide corrach,தள்ளாடு
970,kriechen::V,snámh,மெதுவாக நடந்து செல்
971,schwimmen::V,snámh,நீந்து
972,tauchen::V,tum,மூழ்கி நீச்சலடி
973,rudern::V,iomair,துடுப்புப் போடு
974,rudern::V,rámhaigh,துடுப்புப் போடு
975,fahren::V,tiomáin,ஓட்டு
976,fliegen::V,eitil,பற
977,gehen::V,téigh,போ
978,weggehen::V,imigh,விலகிச் செல்
979,abfahren::V,imigh,புறப்பட்டுச் செல்
980,anhalten::V,stad,நின்றுவிடு
981,hineingehen::V,téigh isteach,மறையச் செய்
982,eintreten::V,téigh isteach,நுழை
983,kommen::V,tar,வா
984,ankommen::V,tar,வநது சேர்
985,zurückkommen::V,fill,திரும்பி வா
986,bleiben::V,fan,இரு
987,warten::V,fan,தாமதி
988,erwarten::V,tá ag súil le,எதிர்நோக்கு
989,erwarten::V,tá ag dréim le,எதிர்நோக்கு
990,suchen::V,lorg,தேடு
991,finden::V,faigh,கண்டுபிடி
992,finden::V,aimsigh,கண்டுபிடி
993,versuchen::V,triail,முயற்சி செய்
994,vorbereiten::V,réitigh,ஆயத்தம் செய்
995,lieben::V,gráigh,அன்பு செலுத்து
996,mögen::V,taitin le,விரும்பு
997,mögen::V,is maith le,விரும்பு
998,lachen::V,gáir,சிரி
999,rühren::V,téigh i bhfeidhm ar,இதயத்தைத் தொடு
1000,weinen::V,goil,அழு
1001,weinen::V,caoin,அழு
1002,schimpfen::V,tá ag clamhsán,சாபமிடு
1003,sich ärgern::V,tá corraithe,கோப்பபடு
1004,sich fürchten::V,tá eagla ar,பயப்படு
1005,fürchten::V,tá eagla ar,பயப்படுத்து
1006,fliehen::V,teith,ஓடு
1007,flüchten::V,éalaigh,தப்பிவிடு
1008,sehen::V,feic,பார்
1009,anschauen::V,dearc,கூர்ந்து கவனி
1010,anschauen::V,féach ar,கூர்ந்து கவனி
1011,ansehen::V,breathnaigh,கவனி
1012,hören::V,cluin,கேள்
1013,zuhören::V,éist,சுவைத்துப் பார்
1014,probieren::V,bliais,ருசி
1015,riechen::V,bolaigh,முகர்ந்து பார்
1016,fühlen::V,braith,தொட்டுணர்
1017,fühlen::V,mothaigh,தொட்டுணர்
1018,scheinen::V,tá an chuma ar,காணப்படு
1019,zu sehen sein::V,tá le feiceáil,தோன்றுதல்
1020,vernehmen::V,clois,கேள்
1021,frieren::V,tá fuar,குதுகுதுகு
1022,tun::V,déan,செய்
1023,können::V,féad,இயல்வது
1024,können::V,is féidir le,இயல்வது
1025,wollen::V,tá ag iarraidh,விரும்பு
1026,anfangen::V,tosaigh,தொடங்கு
1027,anfangen::V,cuir tús le,தொடங்கு
1028,beenden::V,críochnaigh,முடி
1029,beenden::V,cuir deireadh le,முடி
1030,aufhören::V,stad,நிறுத்து
1031,gelingen::V,éirigh le,வெற்றி
1032,geraten::V,tá deireadh ar,ஏற்படுத்து
1033,öffnen::V,oscail,திற
1034,schließen::V,dún,மூடு
1035,schließen::V,iaigh,மூடு
1036,stellen::V,cuir,வை
1037,setzen::V,cuir,வை
1038,setzen::V,socraigh,வை
1039,legen::V,cuir,பரப்பி வை
1040,berühren::V,teagmhaigh le,பதி
1041,verbinden::V,ceangail,சேர்
1042,bedecken::V,clúdaigh,உறைபோடு
1043,bedecken::V,cumhdaigh,உறைபோடு
1044,aufhängen::V,croch,தொங்கவிடு
1045,anzünden::V,las,எரியூட்டு
1046,anzünden::V,adhain,எரியூட்டு
1047,aufheben::V,tóg,பொறுக்கி எடு
1048,aufheben::V,ardaigh,பொறுக்கி எடு
1049,zurücklassen::V,fág,விட்டுச் செல்
1050,verlieren::V,caill,இழ
1051,fallen lassen::V,lig uait,அளவில் குறைவு
1052,fallen lassen::V,caith uait,அளவில் குறைவு
1053,machen::V,déan,தயார்செய்
1054,machen::V,réitigh,தயார்செய்
1055,herstellen::V,táirg,உற்பத்தி செய்
1056,bauen::V,tóg,கட்டு
1057,reparieren::V,deisigh,பழுது பார்
1058,verbessern::V,feabhsaigh,மேம்படுத்து
1059,ändern::V,athraigh,மாற்றி அமை
1060,graben::V,tochail,குழி வெட்டு
1061,beugen::V,crom,வனை
1062,biegen::V,lúb,வனை
1063,drehen::V,cas,சுழல்
1064,wenden::V,tiontaigh,குடைகவிழு
1065,umdrehen::V,iompaigh,சுற்றும் முற்றும் பார்
1066,umdrehen::V,tiontaigh,சுற்றும் முற்றும் பார்
1067,heben::V,ardaigh,தூக்கு
1068,hochheben::V,tóg,தூக்கு
1069,ergreifen::V,beir ar,பறி
1070,halten::V,coimeád,பிடித்துக் கொள்
1071,halten::V,coinnigh,பிடித்துக் கொள்
1072,drücken::V,brúigh,அழுத்து
1073,schieben::V,brúigh,தள்ளு
1074,kratzen::V,scríob,கீறு
1075,lecken::V,ligh,நக்கு
1076,lecken::V,leadhb,நக்கு
1077,beißen::V,bain greim as,கடி
1078,abreißen::V,stróic,கிழி
1079,abreißen::V,tarraing,கிழி
1080,abschneiden::V,scoith,வெட்டி எடு
1081,binden::V,ceangail,கட்டு
1082,stecken::V,sáigh,பதிய வை
1083,brechen::V,bris,உடை
1084,klopfen::V,cnag,தட்டு
1085,hauen::V,buail,அடி
1086,kleben::V,gliúáil,ஒட்டு
1087,reiben::V,cuimil,தேய்
1088,streichen::V,leath,பரவச்செய்
1089,schleifen::V,líomh,அரை
1090,schneiden::V,gearr,துண்டாக்கு
1091,rütteln::V,croith,மெல்ல தள்ளு
1092,schütteln::V,croith,குலுக்கு
1093,schwenken::V,luasc,ஊஞ்சலாடு
1094,schütten::V,doirt,ஊற்று
1095,füllen::V,líon,நிரப்பு
1096,einwickeln::V,cuach,சுற்று
1097,einwickeln::V,clúdaigh,சுற்று
1098,tragen::V,iompair,எடுத்துச் செல்
1099,schleppen::V,tarraing,இழுத்துச் செல்
1100,ziehen::V,tarraing,இழு
1101,aufbewahren::V,coinnigh,வைத்துக் கொள்
1102,werfen::V,caith,வீசி எறி
1103,fangen::V,ceap,பிடி
1104,packen::V,beir ar,பிடித்துக்கொள்
1105,verstecken::V,folaigh,மறை
1106,verstecken::V,cuir i bhfolach,மறை
1107,teilen::V,roinn,பாகங்களாகப் பிரி
1108,schicken::V,seol,அனுப்பு
1109,bringen::V,beir,கொண்டு வா
1110,bringen::V,tabhair,கொண்டு வா
1111,hinzufügen::V,cuir le,சேர்
1112,bekommen::V,faigh,பெறு
1113,erhalten::V,faigh,பெறு
1114,nehmen::V,tóg,எடு
1115,nehmen::V,glac,எடு
1116,wählen::V,pioc,தேர்ந்தெடு
1117,wählen::V,roghnaigh,தேர்ந்தெடு
1118,auswählen::V,roghnaigh,தேர்ல்தெடு
1119,bewahren::V,caomhnaigh,கெடாது பேணு
1120,behindern::V,cuir bac ar,தடங்கல் செய்
1121,verderben::V,mill,நாசமாக்கு
1122,beschädigen::V,loit,சேதப்படுத்து
1123,beschädigen::V,déan damáiste do,சேதப்படுத்து
1124,zerbrechen::V,bris,உடை
1125,zerreißen::V,stiall,கிழி
1126,zerstören::V,mill,அழி
1127,zerstören::V,scrios,அழி
1128,verbrennen::V,las,எரியூட்டு
1129,verbrennen::V,dóigh,எரியூட்டு
1130,geben::V,tabhair,கொடு
1131,reichen::V,sín,வழங்கு
1132,reichen::V,cuir,வழங்கு
1133,schenken::V,bronn,மொயத்தல்
1134,schenken::V,tabhair,மொயத்தல்
1135,versprechen::V,geall,உறுதியளி
1136,wünschen::V,guigh,ஆசைப்படு
1137,loben::V,mol,புகழ்ச்சி கூறு
1138,küssen::V,póg,முத்தமிடு
1139,wiegen::V,bog,ஆட்டுத்தல்
1140,wiegen::V,luasc,ஆட்டுத்தல்
1141,zudecken::V,clúdaigh,உறைபோடு
1142,wecken::V,dúisigh,எழுப்பு
1143,zeigen::V,taispeáin,காட்டு
1144,führen::V,treoraigh,வழிகாட்டி
1145,lehren::V,múin,சொல்லிக் கொடு
1146,lehren::V,teagasc,சொல்லிக் கொடு
1147,unterrichten::V,múin,அறிவுரை கூறு
1148,unterrichten::V,teagasc,அறிவுரை கூறு
1149,aufziehen::V,tóg,வளர்
1150,leiten::V,tá i gceannas ar,அழைத்துச் செல்
1151,antreiben::V,gríosaigh,தூண்டு
1152,lassen::V,cuir ag,விடு
1153,einladen::V,cuir cuireadh ar,அழை
1154,vereinigen::V,aontaigh,ஒன்றாகச் சேர்
1155,besuchen::V,tabhair cuairt ar,வருகை புரி
1156,treffen::V,cas ar,சந்தி
1157,treffen::V,buail le,சந்தி
1158,sich versammeln::V,bailigh,தொகுப்பு
1159,sich versammeln::V,cruinnigh,தொகுப்பு
1160,spielen::V,imir,விளையாடு
1161,spielen::V,tá ag spraoi,விளையாடு
1162,singen::V,can,பாடு
1163,tanzen::V,rinc,நடனமாடு
1164,tanzen::V,damhsaigh,நடனமாடு
1165,sich trennen::V,scar,தனிப்படடுத்து
1166,verlassen::V,fág,கைவிடு
1167,retten::V,tarrtháil,காப்பாற்று
1168,bewachen::V,cosain,காவல் செய்
1169,bewachen::V,gardáil,காவல் செய்
1170,schützen::V,cosain,பாதுகாப்பு செய்
1171,verteidigen::V,cosain,எதிர்த்து நில்
1172,sich schlagen::V,tá ag bruíon,பூசலிடு
1173,schießen::V,caith,சுட்டுக் கொல்
1174,schießen::V,scaoil,சுட்டுக் கொல்
1175,siegen::V,bain,வெற்றி பெறு
1176,siegen::V,buaigh,வெற்றி பெறு
1177,ärgern::V,cuir isteach ar,எரிச்சலூட்டு
1178,schlagen::V,buail,அடி
1179,treten::V,ciceáil,உதை
1180,stechen::V,sáigh,கொட்டு
1181,stoßen::V,brúigh,நெருக்கு
1182,stoßen::V,soncáil,நெருக்கு
1183,stehlen::V,goid,திருடு
1184,stören::V,cuir isteach ar,தொல்லைகொடு
1185,belästigen::V,cuir as do,தொல்லை கொடு
1186,verbergen::V,ceil,மறை
1187,täuschen::V,cuir dallamullóg ar,ஏமாற்று
1188,betrügen::V,déan calaois ar,ஏமாற்று
1189,töten::V,maraigh,கொல்
1190,wohnen::V,cuir faoi,தங்கியிரு
1191,wohnen::V,tá ina chónaí,தங்கியிரு
1192,arbeiten::V,oibrigh,வேலை செய்
1193,sammeln::V,bailigh,ஒன்றுசேர்
1194,sammeln::V,cruinnigh,ஒன்றுசேர்
1195,pflücken::V,pioc,கொய்து எடு
1196,jagen::V,seilg,வேட்டையாடு
1197,fischen::V,iasc,மீன் பிடி
1198,fassen::V,beir ar,பிடி
1199,hüten::V,aoirigh,காவல் செய்
1200,treiben::V,seol,ஓட்டு
1201,treiben::V,tiomáin,ஓட்டு
1202,anbinden::V,ceangail,கட்டு
1203,füttern::V,cothaigh,உணவளி
1204,füttern::V,beathaigh,உணவளி
1205,melken::V,bligh,பால் கற
1206,melken::V,crúigh,பால் கற
1207,hacken::V,gearr,வெட்டி எடு
1208,gießen::V,uiscigh,நீர்ப் பாய்ச்சு
1209,reifen::V,aibigh,பழு
1210,zubereiten::V,cócaráil,சமையல் செய்
1211,kochen::V,bruith,வேகவை
1212,kochen::V,beirigh,வேகவை
1213,backen::V,bácáil,வெப்பத்தில் வாட்டு
1214,braten::V,róst,பொரியச் செய்
1215,braten::V,frioch,பொரியச் செய்
1216,umrühren::V,measc,கலக்கு
1217,stricken::V,cniotáil,பின்னியிழை
1218,nähen::V,fuaigh,தையல் வேலை செய்
1219,färben::V,dathaigh,வண்ணம் பெறச் செய்
1220,reinigen::V,glan,சுத்தம் செய்
1221,waschen::V,nigh,கழுவு
1222,abwischen::V,glan,துடை
1223,spülen::V,sruthlaigh,அலசு
1224,fegen::V,scuab,பெறுக்கு
1225,kehren::V,scuab,பெறுக்கு
1226,baden::V,folc,குளி
1227,sich waschen::V,nigh é féin,கழுவு
1228,ausziehen::V,bain de,கழற்று
1229,anziehen::V,cuir ar,புனைதல்
1230,sich anziehen::V,gléas é féin,உடுத்துதல்
1231,kämmen::V,cíor,தலை வாரிக் கொள்
1232,schmücken::V,maisigh,அழகுபடுத்து
1233,sagen::V,abair,சொல்
1234,sprechen::V,labhair,பேசு
1235,reden::V,caintigh,பெசு
1236,sich unterhalten::V,caintigh,இயல்பாக பேசிக்கொண்டிரு
1237,sich unterhalten::V,tá ag comhrá,இயல்பாக பேசிக்கொண்டிரு
1238,fragen::V,fiafraigh,கேள்
1239,fragen::V,cuir ceist,கேள்
1240,bitten::V,iarr,வேண்டு
1241,erzählen::V,inis,சொல்
1242,erzählen::V,eachtraigh,சொல்
1243,mitteilen::V,aithris,சொல்
1244,mitteilen::V,cuir in iúl,சொல்
1245,nennen::V,ainmnigh,பெயரிடுதல்
1246,rufen::V,glaoigh,கூச்சலிடு
1247,prahlen::V,maígh,தற்பெருமை பேசு
1248,übersetzen::V,aistrigh,மொழிபெயர்ப்பு செய்
1249,denken::V,síl,யோசி
1250,denken::V,ceap,யோசி
1251,glauben::V,creid,நம்பு
1252,bemerken::V,tabhair faoi deara,கவனி
1253,erkennen::V,aithin,அடையாளம் கண்டுகொள்
1254,begreifen::V,tuig,பற்றிக்கொள்
1255,verstehen::V,tuig,புரிந்து கொள்
1256,lernen::V,foghlaim,கற்றுக்கொள்
1257,wissen::V,tá a fhios ag,தெரிந்திரு
1258,sich erinnern an::V,cuimhnigh ar,நினைவு கூர்
1259,sich erinnern an::V,is cuimhne ar,நினைவு கூர்
1260,vergessen::V,dearmad,மற
1261,messen::V,tomhais,அளவிடு
1262,zählen::V,cuntais,எண்ணு
1263,rechnen::V,ríomh,கணக்கிடு
1264,rechnen::V,áirigh,கணக்கிடு
1265,lesen::V,léigh,படி
1266,malen::V,péinteáil,வண்ணச்சித்திரம்
1267,zeichnen::V,línigh,வரை
1268,zeichnen::V,tarraing,வரை
1269,schreiben::V,scríobh,எழுது
1270,besitzen::V,is le,உடைமையாகக் கொண்டிரு
1271,kaufen::V,ceannaigh,வாங்கு
1272,verkaufen::V,díol,விற்பனை செய்
1273,bezahlen::V,íoc as,இறுத்தல்
1274,zahlen::V,íoc,பணம் செலுத்து
1275,beherrschen::V,rialaigh,ஆட்சிசெய்
1276,ertragen::V,seas,தாங்கு
1277,ertragen::V,fulaing,தாங்கு
1278,ertragen::V,foighnigh,தாங்கு
1279,Ader::N,,நாளம்
1280,vorwärts::ADV,,முன்புறமாக
