,Concept_ID,ca,udm
825,alles::PRN,tot,ваньмыз
826,ich::PRN,jo,мон
827,du::PRN,tu,тон
828,er::PRN,ell,со
829,wir::PRN,nosaltres,ми
830,ihr::PRN,vosaltres,тӥ
831,sie::PRN,ells,соос
832,sie::PRN,elles,соос
833,was::FPRN,què,ма
834,wer::FPRN,qui,кин
835,wo::FADV,on,кытын
836,wohin::FADV,cap a on,кытчы
837,wie::FADV,com,кызьы
838,warum::FADV,per què,малы
839,wieviel::FNUM,quant,кӧня
840,eins::NUM,u,одӥг
841,zwei::NUM,dos,кык
842,drei::NUM,tres,куинь
843,vier::NUM,quatre,ньыль
844,fünf::NUM,cinc,вить
845,sechs::NUM,sis,куать
846,sieben::NUM,set,сизьым
847,acht::NUM,vuit,тямыс
848,neun::NUM,nou,укмыс
849,zehn::NUM,deu,дас
850,elf::NUM,onze,дас одӥг
851,zwölf::NUM,dotze,дас кык
852,zwanzig::NUM,vint,кызь
853,dreißig::NUM,trenta,куамын
854,vierzig::NUM,quaranta,ньыльдон
855,fünfzig::NUM,cinquanta,витьтон
856,sechzig::NUM,seixanta,куатьтон
857,siebzig::NUM,setanta,сизьымдон
858,achtzig::NUM,vuitanta,тямыстон
859,neunzig::NUM,noranta,укмыстон
860,hundert::NUM,cent,сю
861,tausend::NUM,mil,сюрс
862,und::CNJ,i,и
863,und::CNJ,i,но
864,oder::CNJ,o,яке
865,stehen::V,estar de peu,сылыны
866,sitzen::V,seure,пукыны
867,liegen::V,jeure,кылльыны
868,hängen::V,penjar,ошкыса улыны
869,werden::V,fer-se,луыны
870,werden::V,posar-se,луыны
871,passieren::V,succeir,луыны
872,beginnen::V,iniciar-se,кутскыны
873,enden::V,acabar-se,бырыны
874,enden::V,terminar-se,бырыны
875,wechseln::V,canviar,воштӥськыны
876,aufgehen[Sonne]::V,sortir,ӝужаны
877,untergehen[Sonne]::V,posar-se,пуксьыны
878,scheinen[Sonne]::V,brillar,пиштыны
879,scheinen[Sonne]::V,brillar,чиляны
880,donnern::V,tronar,гудыръяны
881,wehen::V,bufar,пелляськыны
882,strömen::V,afluir,киськыны
883,strömen::V,afluir,исьтӥськыны
884,fließen::V,fluir,бызьыны
885,sich drehen::V,girar,берганы
886,schwanken::V,vacil·lar,вошъяськыны
887,schwingen::V,oscil·lar,шонаськыны
888,fallen::V,caure,усьыны
889,fallen::V,tombar,усьыны
890,brennen::V,cremar,ӝуаны
891,rauchen::V,fumejar,ӵындыны
892,regnen::V,ploure,зорыны
893,gefrieren::V,gelar-se,кынмыны
894,tauen::V,fondre's,шунаны
895,schmelzen::V,fondre's,шунаны
896,trocknen::V,assecar-se,куасьмыны
897,sieden::V,bullir,пӧзьыны
898,faulen::V,podrir-se,сисьмыны
899,verfaulen::V,podrir-se,сисьмыны
900,reißen::V,trencar-se,кеськыны
901,versinken::V,enfonsar-se,выйыны
902,vergehen::V,passar,ортчыны
903,erscheinen::V,aparèixer,адскыны
904,verschwinden::V,desaparèixer,бырыны
905,sinken::V,baixar,усьыны
906,sinken::V,descendir,усьыны
907,abnehmen::V,decréixer,синыны
908,zunehmen::V,augmentar,йылыны
909,steigen::V,pujar,лӧпкыны
910,wachsen::V,créixer,будыны
911,glänzen::V,brillar,чиляны
912,glänzen::V,brillar,пиштыны
913,glänzen::V,resplendir,чиляны
914,glänzen::V,resplendir,пиштыны
915,funkeln::V,espurnejar,чилекъяны
916,lärmen::V,fer soroll,уретыны
917,lärmen::V,fer soroll,ӵашетыны
918,läuten::V,sonar,жингыртыны
919,klingeln::V,trucar,жингыртыны
920,klirren::V,dringar,жильккетыны
921,brausen::V,rugir,лекъяськыны
922,rauschen::V,murmurar,ӵашетыны
923,klingen::V,sonar,кылӥськыны
924,bellen::V,lladrar,утыны
925,heulen::V,udolar,вузыны
926,blasen::V,bufar,пельтыны
927,pfeifen::V,xiular,шуланы
928,schreien::V,cridar,черекъяны
929,schreien::V,cridar,кесяськыны
930,stöhnen::V,gemegar,ӝуштыны
931,zittern::V,tremolar,дырекъяны
932,zittern::V,tremolar,куалекъяны
933,leben::V,vīure,улыны
934,geboren werden::V,néixer,вордӥськыны
935,atmen::V,respirar,шоканы
936,trinken::V,beure,юыны
937,essen::V,menjar,сиыны
938,schlucken::V,empassar-se,ньылыны
939,müde werden::V,cansar-se,жадьыны
940,einschlafen::V,adormir-se,умме усьыны
941,schlafen::V,dormir,кӧлыны
942,aufwachen::V,despertar-se,сайканы
943,aufstehen::V,llevar-se,султыны
944,sich erholen::V,descansar,шутэтскыны
945,krank werden::V,posar-se malalt,висьыны
946,krank sein::V,estar malalt,висьыны
947,schmerzen::V,doldre,висьыны
948,husten::V,tossir,кызыны
949,genesen::V,recuperar-se,юнматскыны
950,genesen::V,recuperar-se,бурмытскылыны
951,sterben::V,morir,кулыны
952,umkommen::V,perir,бырыны
953,sich bewegen::V,moure's,вырыны
954,sich rühren::V,moure's,вырӟыны
955,sich rühren::V,moure's,вырӟылыны
956,sich erheben::V,aixecar-se,султыны
957,sich setzen::V,asseure's,пуксьыны
958,hinfallen::V,caure's,усьыны
959,laufen::V,caminar,мыныны
960,schreiten::V,procedir,вамышъяны
961,spazierengehen::V,passejar,мыныны
962,spazierengehen::V,passejar,ветлыны
963,eilen::V,anar corrent,дыртыны
964,sich beeilen::V,afanyar-se,дыртыны
965,sausen::V,córrer,туж ӝог мыныны
966,rennen::V,córrer,бызьылыны
967,springen::V,saltar,тэтчаны
968,klettern::V,escalar,тубаны
969,schaukeln::V,gronxar-se,лэйканы
970,schaukeln::V,gronxar-se,шонаськыны
971,schaukeln::V,balancejar-se,лэйканы
972,schaukeln::V,balancejar-se,шонаськыны
973,kriechen::V,reptar,нюж ветлыны
974,kriechen::V,arrossegar-se,нюж ветлыны
975,schwimmen::V,nadar,уяны
976,tauchen::V,bussejar,зумылыны
977,tauchen::V,submergir-se,зумылыны
978,rudern::V,remar,полсаны
979,fahren::V,anar,ветлыны
980,fliegen::V,volar,лобаны
981,gehen::V,caminar,мыныны
982,weggehen::V,anar-se'n,кошкыны
983,abfahren::V,partir,кошкыны
984,anhalten::V,aturar-se,дугдыны
985,hineingehen::V,entrar,пырыны
986,eintreten::V,entrar,пырыны
987,kommen::V,venir,вуыны
988,kommen::V,venir,лыктыны
989,ankommen::V,arribar,вуыны
990,zurückkommen::V,tornar,берытскыны
991,bleiben::V,quedar-se,кыльыны
992,warten::V,esperar,витьыны
993,erwarten::V,esperar,витьыны
994,erwarten::V,esperar,возьманы
995,suchen::V,buscar,утчаны
996,finden::V,trobar,шедьтыны
997,versuchen::V,intentar,турттыны
998,vorbereiten::V,preparar,дасяны
999,lieben::V,estimar,гажаны
1000,mögen::V,agradar a,яратыны
1001,lachen::V,riure,серекъяны
1002,rühren::V,commoure,сюлме йӧтыны
1003,rühren::V,emocionar,сюлме йӧтыны
1004,weinen::V,plorar,бӧрдыны
1005,schimpfen::V,renyar,даллашыны
1006,sich ärgern::V,enfadar-se,лекъяськыны
1007,sich fürchten::V,tenir por,кышканы
1008,sich fürchten::V,tenir por,курданы
1009,fürchten::V,témer,курданы
1010,fürchten::V,témer,кышканы
1011,fliehen::V,fugir,пегӟыны
1012,flüchten::V,refugiar-se,пегӟыны
1013,sehen::V,veure,адӟыны
1014,anschauen::V,mirar,учкыны
1015,ansehen::V,mirar,учкыны
1016,hören::V,oir,кылыны
1017,zuhören::V,escoltar,кылзыны
1018,probieren::V,provar,веръяны
1019,riechen::V,olorar,зынъяны
1020,fühlen::V,sentīr,шӧдыны
1021,scheinen::V,semblar,адскыны
1022,zu sehen sein::V,poder-se veure,адӟиськыны
1023,vernehmen::V,percebre,кылыны
1024,frieren::V,tenir fred,кынмыны
1025,tun::V,fer,карыны
1026,können::V,poder,быгатыны
1027,wollen::V,voler,потыны
1028,anfangen::V,iniciar,кутскыны
1029,beenden::V,acabar,быдтыны
1030,beenden::V,acabar,быдэстыны
1031,aufhören::V,deixar,дугдыны
1032,gelingen::V,sortir bé,быгатыны
1033,gelingen::V,sortir bé,луыны
1034,geraten::V,sortir,лэсяны
1035,öffnen::V,obrir,усьтыны
1036,schließen::V,tancar,пытсаны
1037,stellen::V,posar,пуктыны
1038,stellen::V,col·locar,пуктыны
1039,setzen::V,assentar,пуктыны
1040,legen::V,posar,поныны
1041,berühren::V,tocar,исаны
1042,verbinden::V,unir,герӟаны
1043,verbinden::V,connectar,герӟаны
1044,bedecken::V,tapar,пытсаны
1045,bedecken::V,cobrir,пытсаны
1046,aufhängen::V,penjar,ошыны
1047,anzünden::V,encendre,ӝуатыны
1048,aufheben::V,aixecar,ӝутыны
1049,zurücklassen::V,deixar,кельтыны
1050,verlieren::V,pērdre,ыштыны
1051,fallen lassen::V,deixar caure,уськытыны
1052,machen::V,fer,лэсьтыны
1053,herstellen::V,producir,лэсьтыны
1054,bauen::V,construir,пуктыны
1055,reparieren::V,reparar,тупатыны
1056,verbessern::V,millorar,умоятыны
1057,ändern::V,canviar,воштыны
1058,graben::V,cavar,копаны
1059,beugen::V,doblegar,губыртыны
1060,biegen::V,corbar,куасаны
1061,biegen::V,arquejar,куасаны
1062,drehen::V,girar,бергатыны
1063,wenden::V,girar,берыктыны
1064,umdrehen::V,voltar,берыктыны
1065,heben::V,pujar,ӝутыны
1066,heben::V,aixecar,ӝутыны
1067,hochheben::V,aixecar,ӝутъяны
1068,ergreifen::V,agafar,кутыны
1069,ergreifen::V,agafar,кырмыны
1070,halten::V,mantenir,возьыны
1071,drücken::V,prémer,зӥбыны
1072,drücken::V,prémer,пачкатыны
1073,drücken::V,estrènyer,зӥбыны
1074,drücken::V,estrènyer,пачкатыны
1075,schieben::V,empènyer,донганы
1076,kratzen::V,raspar,вуштыны
1077,lecken::V,llepar,нюлыны
1078,beißen::V,mossegar,куртчыны
1079,abreißen::V,arrencar,ишкалтыны
1080,abschneiden::V,tallar,шорыны
1081,abschneiden::V,tallar,вандыны
1082,binden::V,lligar,керттыны
1083,stecken::V,ficar,мертчытыны
1084,brechen::V,trencar,тӥяны
1085,klopfen::V,trucar,йыганы
1086,klopfen::V,trucar,шарккетыны
1087,hauen::V,picar,жугыны
1088,hauen::V,picar,тышканы
1089,hauen::V,colpejar,жугыны
1090,hauen::V,colpejar,тышканы
1091,kleben::V,enganxar,лякыны
1092,reiben::V,fregar,зыраны
1093,reiben::V,fregar,вуштыны
1094,streichen::V,untar,зыраны
1095,schleifen::V,afilar,шерыны
1096,schleifen::V,esmolar,шерыны
1097,schneiden::V,tallar,вандыны
1098,rütteln::V,sacsejar,зуркатыны
1099,schütteln::V,agitar,куалекъятыны
1100,schütteln::V,sacsejar,куалекъятыны
1101,schwenken::V,agitar,шонаны
1102,schütten::V,abocar,лэзьыны
1103,füllen::V,omplir,тырмытыны
1104,einwickeln::V,embolicar,биньыны
1105,tragen::V,dur,нуыны
1106,tragen::V,portar,нуыны
1107,schleppen::V,arrossegar,кыскыны
1108,ziehen::V,tirar,кыскыны
1109,ziehen::V,estirar,кыскыны
1110,aufbewahren::V,conservar,возьыны
1111,werfen::V,llançar,куяны
1112,werfen::V,llançar,лэзяны
1113,fangen::V,agafar,кутыны
1114,fangen::V,atrapar,кутыны
1115,packen::V,engrapar,кутыны
1116,packen::V,engrapar,кырмыны
1117,verstecken::V,amagar,ватыны
1118,teilen::V,dividir,люкыны
1119,schicken::V,enviar,ыстыны
1120,bringen::V,portar,вайыны
1121,hinzufügen::V,afegir,ватсаны
1122,bekommen::V,obtenir,басьтыны
1123,erhalten::V,rebre,басьтыны
1124,nehmen::V,prendre,кутыны
1125,nehmen::V,prendre,басьтыны
1126,wählen::V,triar,бырйыны
1127,wählen::V,elegir,бырйыны
1128,auswählen::V,escollir,бырйыны
1129,auswählen::V,seleccionar,бырйыны
1130,bewahren::V,conservar,возьыны
1131,behindern::V,impedir,могӟытыны
1132,behindern::V,obstaculitzar,могӟытыны
1133,verderben::V,espatllar,сӧрыны
1134,beschädigen::V,danyar,урод лэсьтыны
1135,beschädigen::V,destrossar,урод лэсьтыны
1136,zerbrechen::V,trencar,сӧрыны
1137,zerreißen::V,estripar,кесяны
1138,zerstören::V,destruir,куашкатыны
1139,verbrennen::V,cremar,сутыны
1140,geben::V,donar,сётыны
1141,reichen::V,passar,сётыны
1142,schenken::V,regalar,кузьманы
1143,versprechen::V,prometre,кыл сётыны
1144,wünschen::V,desitjar,сӥзьыны
1145,loben::V,elogiar,ушъяны
1146,küssen::V,fer un petó a,чупаны
1147,wiegen::V,bressolar,веттаны
1148,wiegen::V,bressolar,лэйкатыны
1149,zudecken::V,tapar,шобыртыны
1150,zudecken::V,cobrir,шобыртыны
1151,wecken::V,despertar,сайкатыны
1152,zeigen::V,mostrar,возьматыны
1153,zeigen::V,ensenyar,возьматыны
1154,führen::V,guiar,нуыны
1155,führen::V,conduir,нуыны
1156,lehren::V,ensenyar,дышетыны
1157,unterrichten::V,ensenyar,дышетыны
1158,aufziehen::V,criar,будэтыны
1159,leiten::V,dirigir,кивалтыны
1160,antreiben::V,impel·lir,дыртытыны
1161,lassen::V,fer,-ытыны
1162,einladen::V,invitar,ӧтьыны
1163,einladen::V,convidar,ӧтьыны
1164,vereinigen::V,unir,огазеяны
1165,besuchen::V,visitar,адӟыськыны
1166,besuchen::V,anar a veure,адӟыськыны
1167,treffen::V,trobar,пумитаны
1168,sich versammeln::V,reunir-se,люкаськыны
1169,spielen::V,jugar,шудыны
1170,singen::V,cantār,кырӟаны
1171,tanzen::V,ballar,эктыны
1172,sich trennen::V,separar-se,люкиськыны
1173,verlassen::V,deixar,куштыны
1174,verlassen::V,abandonar,куштыны
1175,retten::V,salvar,утьыны
1176,bewachen::V,vigilar,возьманы
1177,schützen::V,protegir,утялтыны
1178,verteidigen::V,defensar,возьманы
1179,sich schlagen::V,barallar-se,жугиськыны
1180,schießen::V,tirar,ыбылӥськны
1181,schießen::V,disparar,ыбылӥськны
1182,siegen::V,vèncer,вормыны
1183,ärgern::V,enfadar,вожпоттыны
1184,schlagen::V,pegar,жуккыны
1185,schlagen::V,colpejar,жуккыны
1186,treten::V,donar un cop de peu a,лёганы
1187,stechen::V,punxar,бышкалтыны
1188,stechen::V,apunyalar,бышкалтыны
1189,stoßen::V,empènyer,донгыны
1190,stehlen::V,robar,вораны
1191,stehlen::V,robar,лушканы
1192,stören::V,molestar,люкетыны
1193,belästigen::V,importunar,акыльтыны
1194,belästigen::V,importunar,вукылмыны
1195,verbergen::V,amagar,ватыны
1196,verbergen::V,ocultar,ватыны
1197,täuschen::V,enganyar,алданы
1198,betrügen::V,estafar,пӧяны
1199,töten::V,matar,виыны
1200,wohnen::V,vīure,улыны
1201,wohnen::V,habitar,улыны
1202,arbeiten::V,treballar,ужаны
1203,sammeln::V,col·leccionar,бичаны
1204,pflücken::V,collir,ишкыны
1205,jagen::V,caçar,пӧйшураны
1206,fischen::V,pescar,чорыганы
1207,fassen::V,atrapar,кутыны
1208,hüten::V,pasturar,возьманы
1209,treiben::V,arriar,улляны
1210,anbinden::V,lligar,думыны
1211,füttern::V,donar menjar a,сюдыны
1212,melken::V,munyir,кыскыны
1213,hacken::V,picar,кораны
1214,hacken::V,tallar,кораны
1215,gießen::V,regar,киськаны
1216,reifen::V,madurar,вуыны
1217,reifen::V,madurar,кисьманы
1218,zubereiten::V,preparar,лесьтыны
1219,kochen::V,coure,пӧзьтыны
1220,backen::V,coure al forn,пыжыны
1221,braten::V,rostir,пыжыны
1222,umrühren::V,remenar,сураны
1223,stricken::V,tricotar,керттыны
1224,stricken::V,fer punt de mitja,керттыны
1225,nähen::V,cosir,вурыны
1226,färben::V,tenyir,буяны
1227,reinigen::V,netejar,сузяны
1228,waschen::V,rentār,мисьтаськыны
1229,abwischen::V,eixugar,ӵушылыны
1230,spülen::V,esbandir,гылъяны
1231,fegen::V,escombrar,ӵужыны
1232,kehren::V,escombrar,ӵужыны
1233,baden::V,banyar-se,пыласькыны
1234,sich waschen::V,rentār-se,пыласькыны
1235,ausziehen::V,treure's,кыльыны
1236,anziehen::V,posar-se,дӥсяны
1237,sich anziehen::V,vestir-se,дӥсьяськыны
1238,kämmen::V,pentinar,сынаны
1239,schmücken::V,adornar,чеберъяны
1240,sagen::V,dir,шуыны
1241,sagen::V,dir,вераны
1242,sprechen::V,parlar,вераськыны
1243,reden::V,parlar,вераськыны
1244,sich unterhalten::V,conversar,вераськыны
1245,fragen::V,preguntar,юаны
1246,bitten::V,demanar,курыны
1247,erzählen::V,contar,вераны
1248,erzählen::V,contar,мадьыны
1249,erzählen::V,explicar,вераны
1250,erzählen::V,explicar,мадьыны
1251,mitteilen::V,comunicar,ивортыны
1252,nennen::V,nomenar,шуыны
1253,rufen::V,cridar,ӧтьыны
1254,prahlen::V,lloar-se,ушъяськыны
1255,prahlen::V,jactar-se,ушъяськыны
1256,übersetzen::V,traduir,берыктыны
1257,denken::V,pensar,малпаны
1258,glauben::V,creure,оскыны
1259,bemerken::V,notar,адӟыны
1260,erkennen::V,reconèixer,тодыны
1261,begreifen::V,comprendre,валаны
1262,verstehen::V,entendre,валаны
1263,lernen::V,aprendre,дышетскыны
1264,wissen::V,saber,тодыны
1265,sich erinnern an::V,recordar,тодэ вайыны
1266,vergessen::V,oblidar,вунэтыны
1267,messen::V,mesurar,мертаны
1268,zählen::V,comptar,лыдъяны
1269,rechnen::V,calcular,лыдъяны
1270,lesen::V,llegir,лыдӟыны
1271,malen::V,pintar,суреданы
1272,zeichnen::V,dibuixar,суреданы
1273,schreiben::V,escrīure,гожъяны
1274,besitzen::V,posseir,луыны
1275,kaufen::V,comprar,басьтыны
1276,verkaufen::V,vendre,вузаны
1277,bezahlen::V,pagar,тырыны
1278,zahlen::V,pagar per,тырыны
1279,beherrschen::V,dominar,кузёяськыны
1280,ertragen::V,aguantar,чиданы
