,Concept_ID,sk,ru
839,fallen::V,padať,падать
840,brennen::V,páliť,гореть
841,brennen::V,horieť,гореть
842,rauchen::V,dymiť sa,дымить
843,regnen::V,pršať,дождить
844,gefrieren::V,zamrznút,замерзнуть
845,tauen::V,taviť sa,таять
846,schmelzen::V,taviť sa,плавиться
847,trocknen::V,schnúť,сохнуть
848,sieden::V,vrieť,кипеть
849,faulen::V,hniť,гнить
850,verfaulen::V,zhniť,сгнить
851,reißen::V,pretrhnúť sa,рваться
852,versinken::V,zapadnúť,тонуть
853,versinken::V,potopiť sa,тонуть
854,vergehen::V,plynúť,проходить
855,erscheinen::V,objaviť sa,появиться
856,verschwinden::V,zmiznúť,исчезнуть
857,sinken::V,klesať,спадать
858,abnehmen::V,ubúdať,уменьшиться
859,zunehmen::V,pribúdať,увеличиваться
860,steigen::V,stúpať,подниматься
861,wachsen::V,rásť,расти
862,glänzen::V,jagať sa,блестеть
863,glänzen::V,lesknúť sa,блестеть
864,funkeln::V,iskriť sa,сверкать
865,lärmen::V,lomoziť,шуметь
866,läuten::V,cengať,звонить
867,klingeln::V,zvoniť,звонить
868,klirren::V,rinčať,звякать
869,brausen::V,hučať,бушевать
870,rauschen::V,šumieť,шелестеть
871,klingen::V,znieť,звучать
872,klingen::V,zvoniť,звучать
873,bellen::V,štekať,лаять
874,bellen::V,brechať,лаять
875,heulen::V,vyť,выть
876,blasen::V,duť,дунуть
877,blasen::V,fúkať,дунуть
878,pfeifen::V,pískať,свистеть
879,pfeifen::V,hvízdať,свистеть
880,schreien::V,kričať,кричать
881,stöhnen::V,stenať,стонать
882,zittern::V,triasť sa,дрожать
883,leben::V,žiť,жить
884,geboren werden::V,narodiť sa,родиться
885,atmen::V,dýchať,дышать
886,trinken::V,piť,пить
887,essen::V,jesť,есть
888,essen::V,jesť,кушать
889,schlucken::V,zhltnuť,глотать
890,müde werden::V,unaviť sa,устать
891,einschlafen::V,usnúť,заснуть
892,einschlafen::V,zaspať,заснуть
893,schlafen::V,spať,спать
894,aufwachen::V,zobudiť sa,проснуться
895,aufstehen::V,vstať,встать
896,sich erholen::V,zotavovať sa,отдыхать
897,sich erholen::V,oddýchovať si,отдыхать
898,krank werden::V,ochorieť,заболеть
899,krank sein::V,chorieť,болеть
900,krank sein::V,byť chorý,болеть
901,schmerzen::V,bolieť,болеть
902,husten::V,kašľať,кашлять
903,genesen::V,uzdraviť sa,поправиться
904,sterben::V,umrieť,умереть
905,sterben::V,zomrieť,умереть
906,umkommen::V,zahynúť,погибнуть
907,sich bewegen::V,pohybovať sa,двигаться
908,sich rühren::V,hnúť sa,шевельнуться
909,sich erheben::V,zdvihnúť sa,встать
910,sich setzen::V,sadnúť si,сесть
911,hinfallen::V,spadnúť,упасть
912,laufen::V,bežať,ходить
913,schreiten::V,kráčať,шагать
914,spazierengehen::V,prechádzať sa,гулять
915,eilen::V,súriť,спешить
916,sich beeilen::V,ponáhľať sa,торопиться
917,sausen::V,hučať,мчаться
918,rennen::V,bežať,бегать
919,springen::V,skákať,прыгать
920,klettern::V,liezť,лазать
921,schaukeln::V,húpať,раскачиваться
922,schaukeln::V,hojdať,раскачиваться
923,kriechen::V,liezť,ползать
924,kriechen::V,plaziť sa,ползать
925,schwimmen::V,plávať,плавать
926,tauchen::V,ponoriť sa,нырять
927,rudern::V,veslovať,грести
928,fahren::V,ísť,ехать
929,fahren::V,jazdiť,ехать
930,fliegen::V,letieť,летать
931,gehen::V,ísť,идти
932,weggehen::V,odísť,уйти
933,weggehen::V,odchádzať,уйти
934,abfahren::V,odcestovať,отправиться
935,anhalten::V,zadržať sa,остановиться
936,anhalten::V,zastaviť sa,остановиться
937,hineingehen::V,vchádzať,входить
938,eintreten::V,vojsť,войти
939,eintreten::V,vstúpiť,войти
940,kommen::V,prísť,прийти
941,ankommen::V,prísť,прибыть
942,ankommen::V,doraziť,прибыть
943,zurückkommen::V,vrátiť sa,возвратиться
944,bleiben::V,ostať,остаться
945,bleiben::V,zostať,остаться
946,warten::V,čakať,ждать
947,erwarten::V,očakávať,ожидать
948,suchen::V,hľadať,искать
949,finden::V,nájsť,найти
950,versuchen::V,skúsiť,пытаться
951,versuchen::V,pokúsiť sa,пытаться
952,vorbereiten::V,pripraviť,подготовить
953,lieben::V,ľúbiť,любить
954,lieben::V,milovať,любить
955,mögen::V,mať rád,любить
956,lachen::V,smiať sa,смеяться
957,rühren::V,dojať,растрогать
958,weinen::V,plakať,плакать
959,schimpfen::V,nadávať,ругаться
960,sich ärgern::V,hnevať sa,сердиться
961,sich ärgern::V,zlostiť sa,сердиться
962,sich fürchten::V,báť sa,бояться
963,fürchten::V,báť sa,бояться
964,fliehen::V,utekať,убегать
965,flüchten::V,utiecť,убежать
966,sehen::V,vidieť,видеть
967,anschauen::V,pozrieť sa na,посмотреть
968,ansehen::V,pozrieť,смотреть
969,hören::V,počúvať,слышать
970,zuhören::V,počúvať,слушать
971,probieren::V,ochutnať,пробовать
972,riechen::V,ňuchať,нюхать
973,fühlen::V,cítiť,чувствовать
974,fühlen::V,pociťovať,чувствовать
975,scheinen::V,zdať sa,казаться
976,zu sehen sein::V,byť vidieť,виднеться
977,vernehmen::V,počuť,услышать
978,frieren::V,mrznúť,мерзнуть
979,frieren::V,oziabať,мерзнуть
980,tun::V,robiť,делать
981,können::V,môcť,мочь
982,können::V,môcť,уметь
983,wollen::V,chcieť,хотеть
984,anfangen::V,začať,начать
985,beenden::V,skončiť,закончить
986,aufhören::V,prestať,перестать
987,gelingen::V,podariť sa,удаться
988,geraten::V,dariť sa,оказаться
989,öffnen::V,otvoriť,открыть
990,schließen::V,zavrieť,закрыть
991,stellen::V,postaviť,поставить
992,setzen::V,posadiť,посадить
993,legen::V,klásť,класть
994,legen::V,položiť,класть
995,berühren::V,dotykať sa,трогать
996,verbinden::V,spojiť,связать
997,bedecken::V,pokryť,покрыть
998,aufhängen::V,zavesiť,повесить
999,anzünden::V,zapáliť,зажечь
1000,aufheben::V,zdvihnúť,поднять
1001,zurücklassen::V,zanechať,оставить
1002,verlieren::V,stratiť,потерять
1003,fallen lassen::V,pustiť,уронить
1004,machen::V,robiť,сделать
1005,herstellen::V,vyrobiť,изготовить
1006,bauen::V,stavať,строить
1007,bauen::V,budovať,строить
1008,reparieren::V,opraviť,чинить
1009,verbessern::V,zlepšiť,улучшить
1010,ändern::V,zmeniť,изменить
1011,ändern::V,preinačiť,изменить
1012,graben::V,ryť,копать
1013,graben::V,kopať,копать
1014,beugen::V,ohnúť,согнуть
1015,biegen::V,ohnúť,погнуть
1016,drehen::V,točiť,вертеть
1017,drehen::V,krútiť,вертеть
1018,wenden::V,obrátiť,повернуть
1019,wenden::V,prevrátiť,повернуть
1020,umdrehen::V,otočiť,перевернуть
1021,umdrehen::V,obrátiť,перевернуть
1022,heben::V,dvíhať,поднимать
1023,heben::V,povzniesť,поднимать
1024,hochheben::V,zdvihnúť,поднять
1025,ergreifen::V,uchopiť sa,схватить
1026,halten::V,držať,держать
1027,drücken::V,tisnúť,нажимать
1028,schieben::V,posunovať,толкать
1029,kratzen::V,škrabať,скрести
1030,lecken::V,lízať,лизать
1031,beißen::V,kúsať,кусать
1032,abreißen::V,odtrhnúť,оторвать
1033,abschneiden::V,odrezať,отрезать
1034,abschneiden::V,odkrojiť,отрезать
1035,binden::V,zaviazať,вязать
1036,binden::V,priviazať,вязать
1037,stecken::V,strčiť,воткнуть
1038,brechen::V,zlomiť,сломать
1039,klopfen::V,tĺcť,стучать
1040,klopfen::V,klopať,стучать
1041,hauen::V,nabiť,бить
1042,kleben::V,lepiť,клеить
1043,kleben::V,nalepiť,клеить
1044,reiben::V,trieť,тереть
1045,streichen::V,namazať,намазать
1046,schleifen::V,ostríť,точить
1047,schneiden::V,rezať,резать
1048,schneiden::V,strihať,резать
1049,rütteln::V,triasť,шатать
1050,rütteln::V,lomcovať,шатать
1051,schütteln::V,triasť,трясти
1052,schütteln::V,potriasť,трясти
1053,schwenken::V,mávať,махать
1054,schütten::V,sypať,налить
1055,füllen::V,plniť,наполнить
1056,einwickeln::V,zabaliť,завернуть
1057,tragen::V,niesť,нести
1058,schleppen::V,vliecť,тащить
1059,ziehen::V,ťahať,тянуть
1060,aufbewahren::V,uložiť,хранить
1061,aufbewahren::V,uschovať,хранить
1062,werfen::V,hodiť,бросать
1063,werfen::V,vrhnúť,бросать
1064,fangen::V,chytať,ловить
1065,packen::V,baliť,схватить
1066,packen::V,chytiť,схватить
1067,verstecken::V,skryť,спрятать
1068,verstecken::V,schovať,спрятать
1069,teilen::V,podeliť,разделить
1070,teilen::V,rozdeliť,разделить
1071,schicken::V,posielať,посылать
1072,bringen::V,priniesť,принести
1073,hinzufügen::V,pripojiť,добавить
1074,bekommen::V,dostať,достать
1075,erhalten::V,prijať,получить
1076,nehmen::V,vziať,взять
1077,wählen::V,voliť,выбрать
1078,auswählen::V,vybrať,отобрать
1079,auswählen::V,vyvoliť,отобрать
1080,bewahren::V,zachovať,сохранить
1081,behindern::V,zavadzať,препятствовать
1082,behindern::V,byť v ceste,препятствовать
1083,verderben::V,skaziť,испортить
1084,beschädigen::V,ublížiť,повредить
1085,beschädigen::V,poškodiť,повредить
1086,zerbrechen::V,rozbiť,разбить
1087,zerbrechen::V,prelomiť,разбить
1088,zerreißen::V,pretrhnúť,разорвать
1089,zerstören::V,zničiť,разрушить
1090,verbrennen::V,spáliť,сжечь
1091,geben::V,dať,дать
1092,reichen::V,podať,передать
1093,schenken::V,darovať,дарить
1094,versprechen::V,sľúbiť,обещать
1095,wünschen::V,želať,желать
1096,loben::V,chváliť,хвалить
1097,küssen::V,bozkať,целовать
1098,wiegen::V,kolísať,качать
1099,zudecken::V,prikryť,накрыть
1100,wecken::V,zobudiť,разбудить
1101,zeigen::V,ukázať,показать
1102,führen::V,viesť,вести
1103,lehren::V,učiť,учить
1104,unterrichten::V,vyučovať,преподавать
1105,aufziehen::V,vychovať,воспитать
1106,leiten::V,viesť,руководить
1107,antreiben::V,popudiť,подгонять
1108,lassen::V,dať,заставить
1109,einladen::V,pozvať,пригласить
1110,einladen::V,povolať,пригласить
1111,vereinigen::V,spojiť,объединить
1112,vereinigen::V,zjednotiť,объединить
1113,besuchen::V,navštíviť,посетить
1114,treffen::V,stretnúť,встретить
1115,sich versammeln::V,zhromaždiť sa,собраться
1116,spielen::V,hrať,играть
1117,singen::V,spievať,петь
1118,tanzen::V,tancovať,плясать
1119,tanzen::V,tancovať,танцевать
1120,sich trennen::V,rozísť sa,расстаться
1121,verlassen::V,opustiť,покинуть
1122,retten::V,zachrániť,спасти
1123,bewachen::V,strážiť,охранять
1124,schützen::V,chrániť,уберегать
1125,verteidigen::V,brániť,защитить
1126,sich schlagen::V,biť sa,драться
1127,schießen::V,streliť,стрелять
1128,schießen::V,strieľať,стрелять
1129,siegen::V,zvíťaziť,победить
1130,ärgern::V,hnevať,сердить
1131,ärgern::V,zlostiť,сердить
1132,schlagen::V,biť,ударить
1133,schlagen::V,udrieť,ударить
1134,treten::V,kopnúť,пинать
1135,stechen::V,bodnúť,уколоть
1136,stechen::V,pichnúť,уколоть
1137,stoßen::V,udrieť,толкнуть
1138,stehlen::V,kradnúť,украсть
1139,stören::V,vyrušiť,помешать
1140,belästigen::V,obťažovať,надоедать
1141,verbergen::V,skryť,скрыть
1142,täuschen::V,sklamať,обмануть
1143,betrügen::V,klamať,смошенничать
1144,betrügen::V,podvádzať,смошенничать
1145,töten::V,zabiť,убить
1146,töten::V,usmrtiť,убить
1147,wohnen::V,bývať,проживать
1148,arbeiten::V,pracovať,работать
1149,sammeln::V,zbierať,собрать
1150,pflücken::V,trhať,рвать
1151,pflücken::V,trhať,срывать
1152,pflücken::V,oberať,рвать
1153,pflücken::V,oberať,срывать
1154,jagen::V,poľovať,охотиться
1155,fischen::V,loviť ryby,рыбачить
1156,fischen::V,chytať ryby,рыбачить
1157,fassen::V,uloviť,поймать
1158,hüten::V,pásť,пасти
1159,treiben::V,hnať,гнать
1160,anbinden::V,priviazať,привязать
1161,füttern::V,kŕmiť,кормить
1162,melken::V,dojiť,доить
1163,hacken::V,seknúť,рубить
1164,gießen::V,polievať,полить
1165,reifen::V,dozrieť,созреть
1166,zubereiten::V,pripraviť,приготовить
1167,kochen::V,variť,варить
1168,backen::V,piecť,печь
1169,backen::V,smažiť,печь
1170,braten::V,piecť,жарить
1171,braten::V,pražiť,жарить
1172,umrühren::V,pomiešať,перемешать
1173,stricken::V,pliesť,вязать
1174,nähen::V,šiť,шить
1175,färben::V,zafarbiť,покрасить
1176,reinigen::V,čistiť,очистить
1177,waschen::V,myť,стирать
1178,abwischen::V,utrieť,вытереть
1179,spülen::V,vyplachovať,полоскать
1180,fegen::V,zametať,подметать
1181,kehren::V,zametať,мести
1182,baden::V,kúpať sa,купаться
1183,sich waschen::V,umývať sa,мыться
1184,ausziehen::V,zobliecť,снять
1185,anziehen::V,obliecť,надеть
1186,sich anziehen::V,obliecť sa,одеться
1187,kämmen::V,česať,причесать
1188,schmücken::V,ozdobiť,украсить
1189,sagen::V,povedať,сказать
1190,sprechen::V,hovoriť,говорить
1191,reden::V,rozprávať,разговаривать
1192,sich unterhalten::V,rozprávať sa,беседовать
1193,fragen::V,spýtať sa,спросить
1194,bitten::V,prosiť,просить
1195,erzählen::V,rozprávať,рассказать
1196,mitteilen::V,oznámiť,сообщить
1197,nennen::V,nazvať,назвать
1198,nennen::V,menovať,назвать
1199,rufen::V,volať,звать
1200,rufen::V,zavolať,звать
1201,prahlen::V,vystatovať sa,хвастаться
1202,übersetzen::V,preložiť,перевести
1203,denken::V,myslieť,думать
1204,glauben::V,veriť,верить
1205,bemerken::V,podotknuť,заметить
1206,bemerken::V,spozorovať,заметить
1207,erkennen::V,poznať,узнать
1208,begreifen::V,pochopiť,понять
1209,begreifen::V,pochopiť,постичь
1210,begreifen::V,porozumieť,понять
1211,begreifen::V,porozumieť,постичь
1212,verstehen::V,rozumieť,услышать
1213,lernen::V,učiť sa,учиться
1214,wissen::V,vedieť,знать
1215,sich erinnern an::V,pamätať si na,вспомнить
1216,vergessen::V,zabudnuť,забыть
1217,messen::V,merať,мерить
1218,zählen::V,počítať,считать
1219,rechnen::V,rátať,считать
1220,rechnen::V,počítať,считать
1221,lesen::V,čítať,читать
1222,malen::V,maľovať,рисовать
1223,zeichnen::V,kresliť,рисовать
1224,schreiben::V,písať,писать
1225,besitzen::V,mať,иметь
1226,besitzen::V,vlastniť,иметь
1227,kaufen::V,kúpiť,купить
1228,verkaufen::V,predať,продать
1229,bezahlen::V,zaplatiť,заплатить
1230,zahlen::V,platiť,платить
1231,beherrschen::V,ovládať,владеть
1232,ertragen::V,znášať,вытерпеть
1233,ertragen::V,vydržať,вытерпеть
