,Concept_ID,is,myv
291,Rätsel::N,gáta,содамоёвкс
292,Rede::N,ræða,кортамо
293,Sprache::N,mál,кель
294,Sprache::N,tungumál,кель
295,Stimme::N,rödd,ваигель
296,Wort::N,orð,вал
297,Zeichen::N,tákn,теште
298,Zeichen::N,merki,теште
299,Ruf::N,kall,тердема
300,Lärm::N,hávaði,шалнома
301,Laut::N,hljóð,вайгель
302,Ton::N,tónn,гайнема
303,Lied::N,ljóð,моро
304,Lied::N,söngur,моро
305,Ruhe::N,ró,оймамо
306,Ruhe::N,kyrrð,оймамо
307,Leute::N,fólk,ломанть
308,Volk::N,þjóð,народ
309,Arbeit::N,vinna,тев
310,Gast::N,gestur,инже
311,Geschenk::N,gjöf,казне
312,Spiel::N,leikur,налксема
313,Gesellschaft::N,selskapur,община
314,Hilfe::N,hjálp,лездамо
315,Freund::N,vinur,оя
316,Freund::N,vinur,ялга
317,Kamerad::N,félagi,оя
318,Kamerad::N,félagi,ялга
319,Angelegenheit::N,mál,тев
320,Angelegenheit::N,málefni,тев
321,Anzahl::N,tala,ламоксчи
322,Anzahl::N,fjöldi,ламоксчи
323,Art::N,tegund,вид
324,Stück::N,biti,пакш
325,Stück::N,biti,пелькс
326,Stück::N,stykki,пакш
327,Stück::N,stykki,пелькс
328,Teil::N,hluti,часть
329,Teil::N,hluti,пелькс
330,Teil::N,partur,часть
331,Teil::N,partur,пелькс
332,Hälfte::N,helmingur,пель
333,Hälfte::N,helmingur,пелькс
334,Kreis::N,hringur,кирькс
335,Kreuz::N,kross,крёст
336,Kreuz::N,krossmark,крёст
337,Linie::N,lína,кикс
338,Strich::N,strik,межа
339,Abstand::N,millibil,ютко
340,Entfernung::N,fjarlægð,ютко
341,Gegend::N,hérað,тарка
342,Gegend::N,hérað,пертьпелькс
343,Platz::N,pláss,васолкс
344,Ort::N,staður,тарка
345,Seite::N,hlið,ён
346,Seite::N,hlið,чире
347,Mitte::N,miðja,куншка
348,Gegenstand::N,hlutur,предмет
349,Sache::N,mál,тев
350,Sache::N,mál,веща
351,Rand::N,brún,пе
352,Rand::N,brún,чире
353,Kante::N,rönd,ирдез
354,Ecke::N,horn,ужо
355,Spitze::N,oddur,пряне
356,Spitze::N,oddur,пе
357,Ende::N,endi,пе
358,Loch::N,gat,варя
359,Loch::N,hola,варя
360,Winkel::N,skot,ужо
361,Winkel::N,krókur,ужо
362,Muster::N,munstur,сёрма
363,Größe::N,stærð,сэрь
364,Größe::N,stærð,покшолма
365,Länge::N,lengd,кувалмо
366,Höhe::N,hæð,сэрь
367,Höhe::N,hæð,пандо
368,Gewicht::N,vigt,сталмо
369,Gewicht::N,þyngd,сталмо
370,Menge::N,magn,лововкс
371,Haufen::N,hrúga,мар
372,Haufen::N,hrúga,валявкс
373,Haufen::N,haugur,мар
374,Haufen::N,haugur,валявкс
375,Reihe::N,röð,ряд
376,Boot::N,bátur,венч
377,Ruder::N,ár,милё
378,Schlitten::N,sleði,нурдт
379,Ski::N,skíði,сокс
380,Lagerfeuer::N,varðeldur,толбандя
381,Last::N,byrði,сталмо
382,Last::N,byrði,кандома
383,Last::N,farmur,сталмо
384,Last::N,farmur,кандома
385,Gang::N,ganga,молема
386,Gang::N,ganga,якамо
387,Schritt::N,skref,эскелькс
388,Norden::N,norður,якшамо ёнкс
389,Süden::N,suður,лембе ёнкс
390,Westen::N,vestur,чивалгома
391,Osten::N,austur,чилисема
392,Holz::N,viður,чувто
393,Brett::N,fjöl,лаз
394,Platte::N,flötur,плита
395,Stütze::N,stoð,неже
396,Stange::N,stöng,олга
397,Stock::N,prik,мандо
398,Stock::N,stafur,мандо
399,Stab::N,prik,олога
400,Stab::N,stafur,олога
401,Rohr::N,rör,турба
402,Rohr::N,pípa,турба
403,Haus::N,hús,кудо
404,Heim::N,heimili,кудо
405,Ofen::N,ofn,каштомо
406,Fußboden::N,gólf,киякс
407,Tisch::N,borð,столь
408,Stuhl::N,stóll,стул
409,Wiege::N,vagga,лавсь
410,Wiege::N,vagga,нурямот
411,Bett::N,rúm,ацамо
412,Bett::N,hvíla,ацамо
413,Regal::N,hilla,лався
414,Regal::N,hilla,лавсяланго
415,Kiste::N,kassi,горобия
416,Kiste::N,kassi,сундук
417,Fenster::N,gluggi,вальма
418,Tür::N,dyr,кенкш
419,Tür::N,hurð,кенкш
420,Tor::N,hlið,ортат
421,Zaun::N,girðing,пирявт
422,Zaun::N,girðing,пирвякс
423,Zaun::N,limgarður,пирявт
424,Zaun::N,limgarður,пирвякс
425,Dach::N,þak,кудопря
426,Leiter::N,stigi,кузтема
427,Besen::N,sópur,тенсть
428,Spaten::N,spaði,койме
429,Schaufel::N,skófla,кече
430,Schaufel::N,skófla,келей койме
431,Gabel::N,gaffall,сянгине
432,Löffel::N,skeið,пенч
433,Messer::N,hnífur,пеель
434,Nagel::N,nögl,эске
435,Netz::N,net,алтыма
436,Haken::N,krókur,кечказ
437,Griff::N,tak,кедне
438,Schloss::N,lás,замок
439,Schloss::N,lás,панжома
440,Bild::N,mynd,картина
441,Figur::N,stytta,рунго
442,Puppe::N,brúða,няка
443,Beutel::N,poki,кескав
444,Beutel::N,baggi,кескав
445,Bündel::N,böggull,керькс
446,Tasche::N,veski,юдма
447,Eimer::N,fata,ведра
448,Deckel::N,lok,велькс
449,Geschirr::N,leirtau,кедьге
450,Sack::N,sekkur,кескав
451,Tasse::N,bolli,чакш
452,Topf::N,pottur,кастрюля
453,Kessel::N,ketill,котёл
454,Essen::N,matur,ярсамо
455,Nahrung::N,fæða,ярсамопель
456,Speise::N,réttur,ярсамопель
457,Speise::N,matarréttur,ярсамопель
458,Fleisch::N,kjöt,сывель
459,Getreide::N,korn,сюро
460,Brei::N,grautur,каша
461,Brot::N,brauð,кши
462,Scheibe::N,sneið,кочом
463,Scheibe::N,sneið,сускомо
464,Fett::N,fita,куя
465,Butter::N,smjör,ой
466,Öl::N,olía,ой
467,Salz::N,salt,сал
468,Suppe::N,súpa,ям
469,Honig::N,hunang,медь
470,Milch::N,mjólk,ловсо
471,Tee::N,te,чай
472,Leder::N,skinn,киське
473,Wolle::N,ull,пона
474,Stoff::N,dúkur,коцт
475,Nadel::N,nál,салмукс
476,Faden::N,þráður,суре
477,Knopf::N,tala,пов
478,Knopf::N,hnappur,пов
479,Knoten::N,hnútur,сюлмо
480,Farbe::N,málning,артомапель
481,Kleidung::N,búningur,оршамот
482,Kleidung::N,klæðnaður,оршамот
483,Hemd::N,skyrta,панар
484,Kragen::N,kragi,сиве
485,Kragen::N,flibbi,сиве
486,Ärmel::N,ermi,ожа
487,Hose::N,buxur,понкст
488,Gürtel::N,belti,каркс
489,Mütze::N,húfa,чапка
490,Schuh::N,skór,туфля
491,Stiefel::N,stígvél,кем
492,Ring::N,hringur,суркс
493,Band::N,band,лента
494,Kamm::N,greiða,сурсеме
495,Spiegel::N,spegill,чавачамо
496,Riemen::N,ól,кшнань каркс
497,Riemen::N,reim,кшнань каркс
498,Schnur::N,snúra,пикс
499,Leine::N,band,ведьме
500,Decke::N,teppi,вельтямо
501,Kissen::N,koddi,тодов
502,Tuch::N,klútur,паця
503,Handtuch::N,þurrka,нардамо
504,Handtuch::N,handklæði,нардамо
505,Kraft::N,afl,вий
506,Kraft::N,kraftur,вий
507,Stärke::N,styrkur,виевчи
508,Gesundheit::N,heilsa,шумбрачи
509,Gesundheit::N,heilbrigði,шумбрачи
510,Krankheit::N,sjúkdómur,орма
511,Krankheit::N,sjúkdómur,сэредема
512,Schmerz::N,sársauki,сэредькс
513,Wunde::N,sár,керявкс
514,Fieber::N,hitasótt,маштыкс
515,Arznei::N,lyf,ормаменькс
516,Brücke::N,brú,сэдь
517,Brücke::N,brú,мадамо
518,Brunnen::N,brunnur,лисьма
519,Weide::N,hagi,ракшань ванома тарка
520,Pfad::N,stígur,ян
521,Weg::N,vegur,ки
522,Straße::N,gata,ки
523,Straße::N,stræti,ки
524,Dorf::N,þorp,веле
525,Stadt::N,borg,ош
526,Brief::N,bréf,сёрма
527,Buch::N,bók,книга
528,Buchstabe::N,bókstafur,буква
529,Zeitung::N,dagblað,газета
530,Leben::N,líf,эрямо
531,Tod::N,dauði,кулома
532,Grab::N,gröf,калмо
533,Kirche::N,kirkja,церькова
534,Sünde::N,synd,чумочи
535,Gott::N,guð,паз
536,Arbeiter::N,verkamaður,робочей
537,Chef::N,yfirmaður,прявт
538,Meister::N,meistari,кол тевень тенця
539,Arzt::N,læknir,врач
540,Lehrer::N,kennari,учитель
541,Lehrer::N,kennari,тонавтыця
542,Geld::N,peningar,ярмак
543,Geschäft::N,viðskipti,ладязь тев
544,Laden::N,búð,лавка
545,Laden::N,verslun,лавка
546,Preis::N,verð,питне
547,Ware::N,vara,миевкс
548,Ware::N,vara,рамавкс
549,Nutzen::N,gagn,паро
550,Nutzen::N,gagn,лезэ
551,Reichtum::N,auður,сюпавчи
552,Welt::N,veröld,мир
553,Welt::N,veröld,мастор ланго
554,Land::N,land,мастор
555,Staat::N,ríki,государства
556,König::N,konungur,король
557,Macht::N,vald,азорксчи
558,Grenze::N,landamæri,буен тешкс
559,Krieg::N,stríð,война
560,Feind::N,fjandmaður,душман
561,Gewalt::N,ofbeldi,нарьгамо
562,Kampf::N,bardagi,тюрема
563,Bogen[Waffe]::N,bogi,нал
564,Pfeil::N,ör,нал
565,Gewehr::N,byssa,ружия
566,Gewehr::N,byssa,винтовка
567,Fehler::N,villa,ильведькс
568,Fehler::N,villa,ильведевкс
569,Lüge::N,lygi,манчема
570,Lüge::N,lygi,кенгелема
571,Schaden::N,skemmd,зыян
572,Unglück::N,óhamingja,зыян
573,Schuld::N,sök,чумочи
574,Alter::N,aldur,шка
575,Schluss::N,lok,пе
576,Schluss::N,endir,пе
577,Zeit::N,tími,шка
578,Zeit::N,tími,пинге
579,Tag::N,dagur,чи
580,Morgen::N,morgunn,валске
581,Mittag::N,hádegi,чикуншка
582,Abend::N,kvöld,чокшнэ
583,Nacht::N,nótt,ве
584,Woche::N,vika,недля
585,Monat::N,mánuður,ков
586,Jahr::N,ár,ие
587,Frühling::N,vor,тундо
588,Sommer::N,sumar,кизэ
589,Herbst::N,haust,сёксь
590,Winter::N,vetur,теле
591,Januar::N,janúar,якшамков
592,Februar::N,február,февраль
593,März::N,mars,март
594,April::N,apríl,апрель
595,Mai::N,maí,май
596,Juni::N,júní,июнь
597,Juli::N,júlí,июль
598,August::N,ágúst,август
599,September::N,september,сентября
600,Oktober::N,október,октября
601,November::N,nóvember,ноября
602,Dezember::N,desember,декабря
603,Montag::N,mánudagur,пондельник
604,Dienstag::N,þriðjudagur,овторник
605,Mittwoch::N,miðvikudagur,серёда
606,Donnerstag::N,fimmtudagur,цетьверьг
607,Freitag::N,föstudagur,пеця
608,Samstag::N,laugardagur,субута
609,Samstag::N,laugardagur,шлямочи
610,Sonntag::N,sunnudagur,недлячи
611,groß::A,stór,ине
612,groß::A,stór,покш
613,klein::A,lítill,вишка
614,lang::A,langur,кувака
615,kurz::A,stuttur,нурькине
616,breit::A,breiður,келей
617,schmal::A,mjór,теине
618,dicht::A,þéttur,тусто
619,dick[Gegenstand]::A,þykkur,эчке
620,dünn::A,þunnur,човине
621,fein::A,fíngerður,човине
622,fest::A,fastur,кеме
623,flach::A,flatur,лапужа
624,glatt::A,háll,валаня
625,glatt::A,sléttur,валаня
626,hart::A,harður,калгодо
627,weich::A,mjúkur,чевте
628,rund::A,kringlóttur,кеверь
629,spitz::A,oddhvass,пшти
630,scharf::A,beittur,пшти
631,stumpf::A,bitlaus,ношка
632,schwer::A,þungur,стака
633,schön::A,fagur,мазый
634,schön::A,fallegur,мазый
635,heiß::A,heitur,пси
636,warm::A,hlýr,лембе
637,warm::A,heitur,лембе
638,kalt::A,kaldur,якшамо
639,kühl::A,svalur,экше
640,frisch::A,frískur,свежа
641,feucht::A,rakur,летьке
642,feucht::A,þvalur,летьке
643,nass::A,votur,начко
644,nass::A,blautur,начко
645,trocken::A,þurr,коське
646,voll::A,fullur,пешксе
647,leer::A,tómur,чаво
648,offen::A,opinn,панжадо
649,offen::A,opinn,виде
650,geschlossen::A,lokaður,пекстазь
651,geschlossen::A,lokaður,сёлгозь
652,sauber::A,þrifinn,ванькс
653,schmutzig::A,óhreinn,ливезев
654,schmutzig::A,sóðalegur,ливезев
655,roh::A,hrár,верек
656,reif::A,þroskaður,кенерезь
657,lecker::A,ljúffengur,тантей
658,süß::A,sætur,ламбамо
659,bitter::A,beiskur,сэпей
660,sauer::A,súr,чапамо
661,hell::A,bjartur,валдо
662,dunkel::A,dimmur,чопода
663,schwarz::A,svartur,раужо
664,weiß::A,hvítur,ашо
665,rot::A,rauður,якстере
666,gelb::A,gulur,ожо
667,blau::A,blár,сэнь
668,grün::A,grænn,пиже
669,grau::A,grár,шержев
670,bunt::A,marglitur,сёрмав
671,billig::A,ódýr,аволь питней
672,teuer::A,dýr,питней
673,wertvoll::A,verðmætur,питней
674,blind::A,blindur,сокор
675,taub::A,heyrnarlaus,амариця
676,kräftig::A,öflugur,пек виев
677,stark::A,sterkur,виев
678,schwach::A,veill,лавшо
679,fett::A,feitur,куя
680,schlank::A,grannur,виде ронга
681,schlank::A,spengilegur,виде ронга
682,hübsch::A,snotur,мазый
683,hübsch::A,laglegur,мазый
684,böse::A,illur,кежей
685,böse::A,vondur,кежей
686,dumm::A,heimskur,чавола
687,dumm::A,heimskur,превтеме
688,faul::A,latur,нузякс
689,fleißig::A,iðinn,мелень путыця
690,geizig::A,nískur,скупой
691,klug::A,hygginn,превей
692,geschickt::A,fimur,маштозь теезь
693,geschickt::A,laginn,маштозь теезь
694,lieb::A,kær,вадря
695,lieb::A,ljúfur,вадря
696,lustig::A,kátur,весёла
697,sanft::A,blíður,сэтьме
698,hungrig::A,soltinn,вачо
699,hungrig::A,hungraður,вачо
700,krank::A,sjúkur,сэредиця
701,nackt::A,nakinn,штапо
702,traurig::A,dapur,нусманя
703,traurig::A,hryggur,нусманя
704,lebendig::A,lifandi,эриця
705,gut::A,góður,паро
706,schlecht::A,slæmur,берянь
707,schlecht::A,lélegur,берянь
708,richtig::A,réttur,виде
709,schlimm::A,slæmur,берянь
710,wahr::A,sannur,алкуксонь
711,alt::A,gamall,ташто
712,neu::A,nýr,од
713,ehemalig::A,fyrrverandi,икелень
714,alt[Lebewesen]::A,gamall,сыре
715,jung::A,ungur,од
716,arm::A,vesall,кажов
717,arm::A,fátækur,кажов
718,reich::A,ríkur,сюпав
719,reich::A,auðugur,сюпав
720,bekannt::A,kunnugur,содавикс
721,berühmt::A,frægur,содавикс
722,fremd::A,framandi,лия
723,fremd::A,framandi,асодавикс
724,fremd::A,ókunnugur,лия
725,fremd::A,ókunnugur,асодавикс
726,verschieden::A,ýmis,эрьва
727,nah::A,nálægur,а васолонь
728,fern::A,fjarri,умонь
729,fern::A,fjarri,кезэрень
730,fern::A,fjarlægur,умонь
731,fern::A,fjarlægur,кезэрень
732,linker::A,vinstri,керш
733,rechter::A,hægri,вить
734,anderer::A,annar,лия
735,erster::A,fyrsti,васень
736,erster::A,fyrsti,васенце
737,zweiter::A,annar,омбоце
738,dritter::A,þriðji,колмоце
739,letzter::A,síðasti,меельце
740,allein::ADV,einn,башка
741,allein::ADV,einn,ськамонзо
742,allein::ADV,aleinn,башка
743,allein::ADV,aleinn,ськамонзо
744,auf einmal::ADV,allt í einu,вейсэ
745,zusammen::ADV,saman,вейс
746,zusammen::ADV,saman,вейсэ
747,lange::ADV,lengi,кувать
748,plötzlich::ADV,skyndilega,апак учо
749,sofort::ADV,strax,курок
750,sofort::ADV,strax,нейке
751,sofort::ADV,þegar í stað,курок
752,sofort::ADV,þegar í stað,нейке
753,später::ADV,seinna,мейле
754,jetzt::ADV,nú,ней
755,jetzt::ADV,núna,ней
756,heute::ADV,í dag,течи
757,morgen::ADV,á morgun,ванды
758,bald::ADV,brátt,курок
759,bald::ADV,bráðum,курок
760,dann::ADV,svo,мейле
761,dann::ADV,svo,седе мейле
762,dann::ADV,síðan,мейле
763,dann::ADV,síðan,седе мейле
764,gestern::ADV,í gær,исяк
765,einst::ADV,forðum,весть
766,einst::ADV,forðum,зярдо-бути
767,damals::ADV,þá,сестэ
768,damals::ADV,á þeim tímum,сестэ
769,danach::ADV,á eftir því,мейле
770,danach::ADV,á eftir því,седе мейле
771,vorher::ADV,áður,васняяк
772,zuerst::ADV,fyrst,васня
773,einmal::ADV,einu sinni,весть
774,manchmal::ADV,stundum,лиясто
775,oft::ADV,oft,сеетьстэ
776,immer::ADV,alltaf,свал
777,immer::ADV,sífellt,свал
778,niemals::ADV,aldrei,а зярдояк
779,hier::ADV,hér,тесэ
780,hierhin::ADV,hingað,тей
781,von hier::ADV,héðan,тестэ
782,dort::ADV,þar,тосо
783,dort::ADV,þarna,тосо
784,dorthin::ADV,þangað,тов
785,geradeaus::ADV,beint áfram,витьстэ
786,vorwärts::ADV,áfram,икелев
787,rückwärts::ADV,aftur á bak,мекев
788,zurück::ADV,aftur,мекев
789,zurück::ADV,til baka,мекев
790,unten::ADV,niðri,ало
791,unten::ADV,fyrir neðan,ало
792,hinab::ADV,niður,алов
793,hinab::ADV,niður eftir,алов
794,oben::ADV,uppi,вере
795,hinauf::ADV,upp,верев
796,hinauf::ADV,upp eftir,верев
797,überall::ADV,alls staðar,эрьва косо
798,nicht::ADV,ekki,а
799,ein wenig::ADV,dálítið,аламошка
800,kaum::ADV,varla,ансяк
801,kaum::ADV,tæplega,ансяк
802,sehr::ADV,mjög,пек
803,sehr::ADV,mjög,вельть
804,so::ADV,svo,истя
805,so::ADV,þannig,истя
806,noch::ADV,enn,таго
807,noch::ADV,ennþá,таго
808,nur::ADV,bara,ансяк
809,nur::ADV,aðeins,ансяк
810,schon::ADV,nú þegar,уш
811,wieder::ADV,aftur,таго
