,Concept_ID,be,el
736,hierhin::ADV,сюды,εδώ
737,von hier::ADV,адсюль,από δω
738,von hier::ADV,адгэтуль,από δω
739,dort::ADV,там,εκεί
740,dorthin::ADV,туды,προς τα κει
741,geradeaus::ADV,прама,κατευθείαν
742,vorwärts::ADV,наперад,εμπρός
743,rückwärts::ADV,назад,πίσω
744,zurück::ADV,назад,πίσω
745,unten::ADV,унізе,κάτω
746,hinab::ADV,уніз,προς τα κάτω
747,oben::ADV,угары,πάνω
748,oben::ADV,угары,επάνω
749,oben::ADV,наверсе,πάνω
750,oben::ADV,наверсе,επάνω
751,hinauf::ADV,угару,προς τα πάνω
752,überall::ADV,усюды,παντού
753,nicht::ADV,не,δεν
754,ein wenig::ADV,трошкі,λιγάκι
755,kaum::ADV,ледзьве,μόλις
756,sehr::ADV,вельмі,πολύ
757,so::ADV,так,έτσι
758,noch::ADV,яшчэ,ακόμα
759,nur::ADV,толькі,μόνο
760,schon::ADV,ужо,ήδη
761,schon::ADV,ужо,κιόλας
762,wieder::ADV,зноў,ξανά
763,vergebens::ADV,дарма,μάταια
764,vergebens::ADV,дарэмна,μάταια
765,vor::PRP,перад,μπροστά σε
766,vor::PRP,перад,μπροστά από
767,hinter::PRP,за,πίσω από 
768,hinter::PRP,ззаду,πίσω από 
769,unter::PRP,пад,υπό
770,unter::PRP,пад,κάτω από
771,durch::PRP,праз,διά
772,durch::PRP,праз,διά μέσου
773,neben::PRP,каля,δίπλα σε
774,zwischen::PRP,між,μεταξύ
775,zwischen::PRP,між,ανάμεσα σε
776,zwischen::PRP,паміж,μεταξύ
777,zwischen::PRP,паміж,ανάμεσα σε
778,wegen::PRP,з-за,για
779,wegen::PRP,з-за,λόγω
780,dies::PRN,гэта,αυτό
781,das::PRN,тое,το
782,alles::PRN,усё,όλα
783,ich::PRN,я,εγώ
784,du::PRN,ты,σύ
785,du::PRN,ты,εσύ
786,er::PRN,ён,αυτός
787,wir::PRN,мы,εμείς
788,ihr::PRN,вы,εσείς
789,sie::PRN,яны,αυτοί
790,was::FPRN,што,τι
791,wer::FPRN,хто,ποιος
792,wo::FADV,дзе,πού
793,wohin::FADV,куды,πού
794,wohin::FADV,куды,για πού
795,wie::FADV,як,πώς
796,warum::FADV,чаму,γιατί
797,wieviel::FNUM,колькі,πόσος
798,eins::NUM,адзін,ένα
799,zwei::NUM,два,δύο
800,drei::NUM,тры,τρία
801,drei::NUM,тры,τρεις
802,vier::NUM,чатыры,τέσσερα
803,vier::NUM,чатыры,τέσσερις
804,fünf::NUM,пяць,πέντε
805,sechs::NUM,шесць,έξι
806,sieben::NUM,сем,εφτά
807,acht::NUM,восем,οχτώ
808,neun::NUM,дзевяць,εννιά
809,zehn::NUM,дзесяць,δέκα
810,elf::NUM,адзінаццаць,έντεκα
811,zwölf::NUM,дванаццаць,δώδεκα
812,zwanzig::NUM,дваццаць,είκοσι
813,dreißig::NUM,трыццаць,τριάντα
814,vierzig::NUM,сорак,σαράντα
815,fünfzig::NUM,пядзесят,πενήντα
816,sechzig::NUM,шесдзесят,εξήντα
817,siebzig::NUM,семдзесят,εβδομήντα
818,achtzig::NUM,восемдзесят,ογδόντα
819,neunzig::NUM,дзевяноста,ενενήντα
820,hundert::NUM,сто,εκατό
821,tausend::NUM,тысяча,χίλιοι
822,und::CNJ,і,και
823,und::CNJ,ды,και
824,oder::CNJ,або,ή
825,stehen::V,стаяць,στέκομαι
826,stehen::V,стаяць,είμαι όρθιος
827,sitzen::V,сядзець,κάθομαι
828,liegen::V,ляжаць,είμαι ξαπλωμένος
829,hängen::V,вісець,κρέμομαι
830,werden::V,стаць,γίνομαι
831,werden::V,зрабіцца,γίνομαι
832,passieren::V,трапіцца,συμβαίνω
833,beginnen::V,пачацца,αρχίζω
834,enden::V,кончыцца,τελειώνω
835,wechseln::V,мяняцца,αλλάζω
836,aufgehen[Sonne]::V,узысці,βγαίνω
837,aufgehen[Sonne]::V,узысці,ανατέλλω
838,untergehen[Sonne]::V,зайсці,δύω
839,untergehen[Sonne]::V,зайсці,βασιλεύω
840,scheinen[Sonne]::V,свяціць,λάμπω
841,donnern::V,грымець,βροντώ
842,wehen::V,дзьмуць,φυσώ
843,strömen::V,ліцца,ρέω
844,strömen::V,ліцца,τρέχω
845,fließen::V,цячы,ρέω
846,sich drehen::V,круціцца,γυρίζω
847,sich drehen::V,круціцца,στρέφομαι
848,sich drehen::V,варочацца,γυρίζω
849,sich drehen::V,варочацца,στρέφομαι
850,schwanken::V,хістацца,ταλαντεύομαι
851,schwingen::V,гайдацца,αιωρούμαι
852,schwingen::V,гайдацца,ταλαντεύομαι
853,schwingen::V,калыхацца,αιωρούμαι
854,schwingen::V,калыхацца,ταλαντεύομαι
855,fallen::V,падаць,πέφτω
856,brennen::V,гарэць,καίω
857,rauchen::V,дымець,καπνίζω
858,regnen::V,дажджыць,βρέχω
859,gefrieren::V,замерзнуць,παγώνω
860,tauen::V,раставаць,λειώνω
861,schmelzen::V,плавіцца,λειώνω
862,trocknen::V,сохнуць,στεγνώνω
863,sieden::V,кіпець,βράζω
864,faulen::V,гнісці,σαπίζω
865,verfaulen::V,згнісці,σαπίζω
866,reißen::V,ірвацца,σχίζω
867,versinken::V,тануць,βουλιάζω
868,versinken::V,тануць,βυθίζομαι
869,vergehen::V,праходзіць,περνώ
870,erscheinen::V,зʼявіцца,εμφανίζομαι
871,verschwinden::V,знікнуць,χάνομαι
872,verschwinden::V,знікнуць,εξαφανίζομαι
873,sinken::V,спадаць,κατεβαίνω
874,abnehmen::V,паменшыцца,μειώνομαι 
875,zunehmen::V,павялічвацца,αυξάνω
876,zunehmen::V,павялічвацца,μεγαλώνω
877,steigen::V,паднімацца,ανεβαίνω
878,wachsen::V,расці,μεγαλώνω
879,glänzen::V,блішчаць,γυαλίζω
880,funkeln::V,бліскаць,αστράφτω
881,funkeln::V,бліскаць,σπιθοβολώ
882,lärmen::V,шумець,θορυβώ
883,läuten::V,званіць,χτυπώ 
884,klingeln::V,званіць,κουδουνίζω
885,klirren::V,бразгаць,κουδουνίζω
886,brausen::V,бушаваць,βουΐζω
887,rauschen::V,шастаць,βουΐζω
888,klingen::V,гучаць,ηχώ
889,bellen::V,брахаць,γαυγίζω
890,heulen::V,выць,ουρλιάζω
891,blasen::V,дзьмухнуць,φυσώ
892,pfeifen::V,свістаць,σφυρίζω
893,schreien::V,крычаць,κραυγάζω
894,stöhnen::V,стагнаць,βογγώ
895,zittern::V,дрыжаць,τρέμω
896,leben::V,жыць,ζω
897,geboren werden::V,нарадзіцца,γεννιέμαι
898,atmen::V,дыхаць,αναπνέω
899,trinken::V,піць,πίνω
900,essen::V,есці,τρώω
901,schlucken::V,глытаць,καταπίνω
902,müde werden::V,стаміцца,κουράζομαι
903,einschlafen::V,заснуць,αποκοιμιέμαι
904,schlafen::V,спаць,κοιμάμαι
905,aufwachen::V,рассыпацца,ξυπνώ
906,aufstehen::V,устаць,σηκώνομαι
907,sich erholen::V,адпачываць,ξεκουράζομαι
908,krank werden::V,захварэць,αρρωσταίνω
909,krank sein::V,хварэць,ασθενώ
910,schmerzen::V,балець,πονώ
911,husten::V,кашляць,βήχω
912,genesen::V,паправіцца,θεραπεύομαι
913,genesen::V,паздаравець,θεραπεύομαι
914,sterben::V,памерці,πεθαίνω
915,umkommen::V,загінуць,πεθαίνω
916,sich bewegen::V,рухацца,κουνιέμαι
917,sich rühren::V,варушыцца,σαλεύω
918,sich erheben::V,устаць,επαναστατώ
919,sich setzen::V,сесці,κάθομαι
920,hinfallen::V,упасці,πέφτω κάτω
921,laufen::V,хадзіць,τρέχω
922,schreiten::V,шагаць,βαδίζω
923,schreiten::V,крочыць,βαδίζω
924,spazierengehen::V,гуляць,κάνω βόλτα
925,spazierengehen::V,гуляць,πηγαίνω περίπατο
926,eilen::V,спяшацца,σπεύδω
927,sich beeilen::V,спяшацца,βιάζομαι
928,sausen::V,імчацца,τρέχω γρήγορα
929,rennen::V,бегаць,τρέχω
930,springen::V,скакаць,πηδώ
931,klettern::V,лазіць,σκαρφαλώνω
932,schaukeln::V,гайдацца,κουνιέμαι
933,kriechen::V,поўзаць,έρπω
934,kriechen::V,поўзаць,σέρνομαι
935,schwimmen::V,плаваць,κολυμπώ
936,tauchen::V,ныраць,βουτώ
937,rudern::V,веславаць,κωπηλατώ
938,fahren::V,ехаць,πηγαίνω
939,fliegen::V,лятаць,πετώ
940,gehen::V,ісці,βαδίζω
941,gehen::V,ісці,πηγαίνω
942,weggehen::V,пайсці,φεύγω
943,abfahren::V,адʼяжджаць,ξεκινώ
944,abfahren::V,адʼяжджаць,αναχωρώ
945,anhalten::V,спыніцца,σταματώ
946,anhalten::V,затрымацца,σταματώ
947,hineingehen::V,уваходзіць,μπαίνω
948,eintreten::V,увайсці,μπαίνω
949,eintreten::V,увайсці,εισέρχομαι
950,kommen::V,прыйсці,έρχομαι
951,ankommen::V,прыбыць,φτάνω
952,zurückkommen::V,вярнуцца,επιστρέφω
953,bleiben::V,застацца,μένω
954,warten::V,чакаць,περιμένω
955,erwarten::V,чакаць,αναμένω
956,erwarten::V,чакаць,περιμένω
957,suchen::V,шукаць,ψάχνω
958,finden::V,знайсці,βρίσκω
959,versuchen::V,прабаваць,προσπαθώ
960,vorbereiten::V,падрыхтаваць,προετοιμάζω
961,lieben::V,кахаць,αγαπώ
962,mögen::V,любіць,μου αρέσει
963,lachen::V,смяяцца,γελώ
964,rühren::V,расчуліць,συγκινώ
965,weinen::V,плакаць,κλαίω
966,schimpfen::V,лаяцца,βρίζω
967,sich ärgern::V,сердаваць,θυμώνω
968,sich fürchten::V,баяцца,φοβάμαι
969,fürchten::V,баяцца,φοβάμαι
970,fliehen::V,уцякаць,φεύγω
971,flüchten::V,уцячы,δραπετεύω
972,sehen::V,бачыць,βλέπω
973,anschauen::V,паглядзець,κοιτάζω
974,ansehen::V,глядзець,βλέπω
975,hören::V,чуць,ακούω
976,zuhören::V,слухаць,ακούω
977,probieren::V,каштаваць,δοκιμάζω
978,riechen::V,нюхаць,μυρίζω
979,riechen::V,нюхаць,οσφραίνομαι
980,fühlen::V,адчуваць,αισθάνομαι
981,scheinen::V,здавацца,φαίνομαι
982,zu sehen sein::V,віднецца,φαίνομαι
983,vernehmen::V,пачуць,ακούω
984,vernehmen::V,пачуць,μαθαίνω
985,frieren::V,мёрзнуць,κρυώνω
986,tun::V,рабіць,κάνω
987,können::V,умець,ξέρω
988,können::V,умець,μπορώ
989,wollen::V,хацець,θέλω
990,anfangen::V,пачаць,αρχίζω
991,beenden::V,закончыць,τελειώνω
992,aufhören::V,перастаць,παύω
993,gelingen::V,удацца,πετυχαίνω
994,geraten::V,аказацца,γίνομαι
995,öffnen::V,адчыніць,ανοίγω
996,schließen::V,зачыніць,κλείνω
997,stellen::V,паставіць,θέτω
998,setzen::V,пасадзіць,θέτω
999,legen::V,класці,θέτω
1000,berühren::V,чапаць,εγγίζω
1001,verbinden::V,звязаць,συνδέω
1002,bedecken::V,накрыць,σκεπάζω
1003,aufhängen::V,павесіць,κρεμώ
1004,anzünden::V,запаліць,ανάβω
1005,aufheben::V,падняць,σηκώνω
1006,zurücklassen::V,пакінуць,εγκαταλείπω
1007,verlieren::V,згубіць,χάνω
1008,fallen lassen::V,упусціць,αφήνω να πέσει
1009,machen::V,зрабіць,κάνω
1010,machen::V,зрабіць,φτιάχνω
1011,herstellen::V,вырабіць,κατασκευάζω
1012,bauen::V,будаваць,χτίζω
1013,bauen::V,будаваць,οικοδομώ
1014,reparieren::V,правіць,επισκευάζω
1015,reparieren::V,правіць,επιδιορθώνω
1016,verbessern::V,палепшыць,βελτιώνω
1017,verbessern::V,палепшыць,καλυτερεύω
1018,ändern::V,змяніць,αλλάζω
1019,graben::V,капаць,σκάβω
1020,beugen::V,сагнуць,λυγίζω
1021,biegen::V,пагнуць,κάμπτω
1022,drehen::V,вярцець,στρέφω
1023,wenden::V,павярнуць,γυρίζω
1024,umdrehen::V,перавярнуць,γυρίζω
1025,heben::V,падымаць,υψώνω
1026,heben::V,падымаць,σηκώνω
1027,hochheben::V,падняць,υψώνω
1028,hochheben::V,падняць,σηκώνω
1029,ergreifen::V,схапіць,πιάνω
1030,ergreifen::V,схапіць,αρπάζω
1031,ergreifen::V,схваціць,πιάνω
1032,ergreifen::V,схваціць,αρπάζω
1033,halten::V,трымаць,βαστώ
1034,drücken::V,націскаць,πιέζω
1035,schieben::V,пхаць,σπρώχνω
1036,schieben::V,штурхаць,σπρώχνω
1037,kratzen::V,скрэбці,γρατσουνίζω
1038,lecken::V,лізаць,γλείφω
1039,beißen::V,кусаць,δαγκάνω
1040,abreißen::V,адарваць,κόβω
1041,abreißen::V,адарваць,σχίζω
1042,abschneiden::V,адрэзаць,αποκόπτω
1043,binden::V,вязаць,δένω
1044,stecken::V,уваткнуць,χώνω
1045,brechen::V,зламаць,σπάζω
1046,klopfen::V,стукаць,χτυπώ
1047,klopfen::V,стукаць,τινάζω
1048,hauen::V,біць,χτυπώ
1049,kleben::V,клеіць,κολλώ
1050,reiben::V,церці,τρίβω
1051,streichen::V,намазаць,αλείφω
1052,schleifen::V,тачыць,ακονίζω
1053,schneiden::V,рэзаць,κόβω
1054,rütteln::V,хістаць,σείω
1055,rütteln::V,хістаць,τινάζω
1056,schütteln::V,трэсці,σείω
1057,schütteln::V,трэсці,κουνώ
1058,schwenken::V,махаць,κουνώ
1059,schütten::V,наліць,χύνω
1060,füllen::V,напоўніць,γεμίζω
1061,einwickeln::V,загарнуць,τυλίγω
1062,tragen::V,несці,φέρνω
1063,schleppen::V,цягнуць,κουβαλώ
1064,ziehen::V,цягнуць,τραβώ
1065,aufbewahren::V,захоўваць,φυλάω
1066,werfen::V,кідаць,ρίχνω
1067,fangen::V,лавіць,πιάνω
1068,packen::V,схапіць,τσακώνω
1069,packen::V,схваціць,τσακώνω
1070,verstecken::V,схаваць,κρύβω
1071,teilen::V,раздзяліць,μερίζω
1072,schicken::V,пасылаць,στέλνω
1073,bringen::V,прынесці,φέρνω
1074,hinzufügen::V,дабавіць,προσθέτω
1075,bekommen::V,дастаць,προσκομίζω
1076,erhalten::V,атрымаць,παίρνω
1077,erhalten::V,атрымаць,λαμβάνω
1078,nehmen::V,ўзяць,πιάνω
1079,nehmen::V,ўзяць,παίρνω
1080,wählen::V,выбраць,εκλέγω
1081,auswählen::V,адабраць,διαλέγω
1082,bewahren::V,захаваць,διατηρώ
1083,behindern::V,перашкаджаць,εμποδίζω
1084,verderben::V,сапсаваць,χαλώ
1085,beschädigen::V,пашкодзіць,ζημιώνω
1086,zerbrechen::V,разбіць,σπάζω
1087,zerreißen::V,разадраць,σχίζω
1088,zerstören::V,разбурыць,καταστρέφω
1089,verbrennen::V,спаліць,καίω
1090,geben::V,даць,δίνω
1091,reichen::V,перадаць,δίνω
1092,schenken::V,дарыць,χαρίζω
1093,versprechen::V,абяцаць,υπόσχομαι
1094,wünschen::V,жадаць,εύχομαι
1095,loben::V,хваліць,επαινώ
1096,küssen::V,цалаваць,φιλώ
1097,wiegen::V,гушкаць,κουνώ
1098,wiegen::V,гушкаць,νανουρίζω
1099,wiegen::V,калыхаць,κουνώ
1100,wiegen::V,калыхаць,νανουρίζω
1101,zudecken::V,накрыць,σκεπάζω
1102,wecken::V,пабудзіць,ξυπνώ
1103,zeigen::V,паказаць,δείχνω
1104,führen::V,весці,οδηγώ
1105,lehren::V,вучыць,διδάσκω
1106,unterrichten::V,выкладаць,διδάσκω
1107,aufziehen::V,выхаваць,ανατρέφω
1108,leiten::V,кіраваць,ηγούμαι
1109,leiten::V,кіраваць,διευθύνω
1110,antreiben::V,падганяць,σπρώχνω
1111,antreiben::V,падганяць,παρακινώ
1112,lassen::V,прымусіць,αφήνω
1113,einladen::V,запрасіць,προσκαλώ
1114,vereinigen::V,абʼяднаць,ενώνω
1115,besuchen::V,наведаць,επισκέπτομαι
1116,treffen::V,сустрэць,συναντώ
1117,sich versammeln::V,сабрацца,μαζεύομαι
1118,spielen::V,гуляць,παίζω
1119,singen::V,пець,τραγουδώ
1120,singen::V,спяваць,τραγουδώ
1121,tanzen::V,танцаваць,χορεύω
1122,sich trennen::V,расстацца,αποχωρίζομαι
1123,verlassen::V,пакінуць,εγκαταλείπω
1124,retten::V,выратаваць,σώζω
1125,bewachen::V,ахоўваць,φρουρώ
1126,schützen::V,уберагаць,προστατεύω
1127,verteidigen::V,абараніць,υπερασπίζω
1128,sich schlagen::V,біцца,χτυπιέμαι
1129,sich schlagen::V,драцца,χτυπιέμαι
1130,schießen::V,страляць,πυροβολώ
1131,siegen::V,перамагчы,νικώ
1132,ärgern::V,злаваць,τσαντίζω
1133,schlagen::V,ударыць,χτυπώ
1134,treten::V,штурхаць,κλοτσώ
1135,stechen::V,укалоць,τρυπώ
1136,stoßen::V,папхнуць,ωθώ
1137,stoßen::V,папхнуць,σπρώχνω
1138,stehlen::V,украсці,κλέβω
1139,stören::V,перашкодзіць,διαταράσσω
1140,belästigen::V,дакучаць,ενοχλώ
1141,verbergen::V,скрыць,κρύβω
1142,verbergen::V,схаваць,κρύβω
1143,täuschen::V,падмануць,παραπλανώ
1144,betrügen::V,змахляваць,απατώ
1145,töten::V,забіць,σκοτώνω
1146,töten::V,забіць,θανατώνω
1147,wohnen::V,жыць,μένω
1148,wohnen::V,жыць,κατοικώ
1149,arbeiten::V,працаваць,δουλεύω
1150,arbeiten::V,працаваць,εργάζομαι
1151,sammeln::V,сабраць,μαζεύω
1152,sammeln::V,сабраць,συλλέγω
1153,pflücken::V,зрываць,κόβω
1154,jagen::V,паляваць,κυνηγώ
1155,fischen::V,рыбачыць,ψαρεύω
1156,fassen::V,злавіць,πιάνω
1157,hüten::V,пасвіць,φυλάγω
1158,hüten::V,пасвіць,προσέχω
1159,treiben::V,гнаць,οδηγώ
1160,anbinden::V,прывязаць,δένω
1161,füttern::V,карміць,ταΐζω
1162,melken::V,даіць,αρμέγω
1163,hacken::V,сячы,κόβω
1164,gießen::V,паліць,ποτίζω
1165,reifen::V,паспець,ωριμάζω
1166,zubereiten::V,зварыць,ετοιμάζω
1167,zubereiten::V,згатаваць,ετοιμάζω
1168,kochen::V,варыць,βράζω
1169,backen::V,пячы,ψήνω
1170,braten::V,смажыць,τηγανίζω
1171,umrühren::V,перамяшаць,ανακατεύω
1172,stricken::V,вязаць,πλέκω
1173,nähen::V,шыць,ράβω
1174,färben::V,пафарбаваць,βάφω
1175,färben::V,пафарбаваць,χρωματίζω
1176,reinigen::V,ачысціць,καθαρίζω
1177,waschen::V,мыць,πλένω
1178,abwischen::V,выцерці,σφουγγίζω
1179,spülen::V,паласкаць,ξεπλένω
1180,fegen::V,падмятаць,σκουπίζω
1181,kehren::V,месці,σκουπίζω
1182,baden::V,купацца,κάνω μπάνιο
1183,sich waschen::V,мыцца,πλένομαι
1184,ausziehen::V,зняць,βγάζω
1185,anziehen::V,надзець,φορώ
1186,sich anziehen::V,адзецца,ντύνομαι
1187,kämmen::V,прычасаць,χτενίζω
1188,schmücken::V,аздобіць,στολίζω
1189,sagen::V,сказаць,λέω
1190,sprechen::V,гаварыць,μιλώ
1191,reden::V,размаўляць,μιλώ
1192,reden::V,размаўляць,κουβεντιάζω
1193,sich unterhalten::V,гутарыць,συνομιλώ
1194,sich unterhalten::V,гутарыць,κουβεντιάζω
1195,fragen::V,спытаць,ρωτώ
1196,bitten::V,прасіць,ζητώ
1197,bitten::V,прасіць,παρακαλώ
1198,erzählen::V,расказаць,διηγούμαι
1199,mitteilen::V,паведаміць,πληροφορώ
1200,nennen::V,назваць,ονομάζω
1201,rufen::V,зваць,φωνάζω
1202,prahlen::V,хваліцца,καυχιέμαι
1203,übersetzen::V,перакласці,μεταφράζω
1204,denken::V,думаць,σκέφτομαι
1205,glauben::V,верыць,πιστεύω
1206,bemerken::V,заўважыць,παρατηρώ
1207,erkennen::V,пазнаць,αναγνωρίζω
1208,begreifen::V,спасцігнуць,καταλαβαίνω
1209,verstehen::V,пачуць,ακούω
1210,lernen::V,вучыцца,μαθαίνω
1211,wissen::V,знаць,ξέρω
1212,sich erinnern an::V,памятаць,θυμάμαι
1213,vergessen::V,забыць,ξεχνώ
1214,messen::V,мераць,μετρώ
1215,zählen::V,лічыць,μετρώ
1216,rechnen::V,лічыць,λογαριάζω
1217,lesen::V,чытаць,διαβάζω
1218,malen::V,маляваць,ζωγραφίζω
1219,zeichnen::V,рысаваць,σχεδιάζω
1220,schreiben::V,пісаць,γράφω
1221,besitzen::V,мець,κατέχω
1222,kaufen::V,купіць,αγοράζω
1223,verkaufen::V,прадаць,πουλώ
1224,bezahlen::V,заплаціць,πληρώνω
1225,zahlen::V,плаціць,πληρώνω
1226,beherrschen::V,уладаць,κυριαρχώ
1227,beherrschen::V,валодаць,κυριαρχώ
1228,ertragen::V,выцерпець,βαστώ
1229,ertragen::V,выцерпець,αντέχω
